date,SPXL_unscaled,SPXL_monthly,isPartial,scale,SPXL
2021-05-09,12,18.0,,0.18,2.16
2021-05-10,37,18.0,,0.18,6.66
2021-05-11,36,18.0,,0.18,6.4799999999999995
2021-05-12,41,18.0,,0.18,7.38
2021-05-13,26,18.0,,0.18,4.68
2021-05-14,49,18.0,,0.18,8.82
2021-05-15,0,18.0,,0.18,0.0
2021-05-16,6,18.0,,0.18,1.08
2021-05-17,10,18.0,,0.18,1.7999999999999998
2021-05-18,52,18.0,,0.18,9.36
2021-05-19,40,18.0,,0.18,7.199999999999999
2021-05-20,100,18.0,,0.18,18.0
2021-05-21,79,18.0,,0.18,14.219999999999999
2021-05-22,0,18.0,,0.18,0.0
2021-05-23,0,18.0,,0.18,0.0
2021-05-24,26,18.0,,0.18,4.68
2021-05-25,59,18.0,,0.18,10.62
2021-05-26,26,18.0,,0.18,4.68
2021-05-27,31,18.0,,0.18,5.58
2021-05-28,42,18.0,,0.18,7.56
2021-05-29,0,18.0,,0.18,0.0
2021-05-30,6,18.0,,0.18,1.08
2021-05-31,6,18.0,,0.18,1.08
2021-06-01,65,16.0,False,0.16,10.4
2021-06-02,47,16.0,,0.16,7.5200000000000005
2021-06-03,24,16.0,,0.16,3.84
2021-06-04,58,16.0,,0.16,9.28
2021-06-05,9,16.0,,0.16,1.44
2021-06-06,9,16.0,,0.16,1.44
2021-06-07,48,16.0,,0.16,7.68
2021-06-08,24,16.0,,0.16,3.84
2021-06-09,32,16.0,,0.16,5.12
2021-06-10,98,16.0,,0.16,15.68
2021-06-11,50,16.0,,0.16,8.0
2021-06-12,9,16.0,,0.16,1.44
2021-06-13,9,16.0,,0.16,1.44
2021-06-14,40,16.0,,0.16,6.4
2021-06-15,56,16.0,,0.16,8.96
2021-06-16,81,16.0,,0.16,12.96
2021-06-17,50,16.0,,0.16,8.0
2021-06-18,59,16.0,,0.16,9.44
2021-06-19,0,16.0,,0.16,0.0
2021-06-20,0,16.0,,0.16,0.0
2021-06-21,32,16.0,,0.16,5.12
2021-06-22,25,16.0,,0.16,4.0
2021-06-23,73,16.0,,0.16,11.68
2021-06-24,42,16.0,,0.16,6.72
2021-06-25,100,16.0,,0.16,16.0
2021-06-26,19,16.0,,0.16,3.04
2021-06-27,19,16.0,,0.16,3.04
2021-06-28,66,16.0,,0.16,10.56
2021-06-29,50,16.0,,0.16,8.0
2021-06-30,48,16.0,,0.16,7.68
2021-07-01,31,18.0,False,0.18,5.58
2021-07-02,27,18.0,,0.18,4.859999999999999
2021-07-03,0,18.0,,0.18,0.0
2021-07-04,0,18.0,,0.18,0.0
2021-07-05,18,18.0,,0.18,3.2399999999999998
2021-07-06,32,18.0,,0.18,5.76
2021-07-07,41,18.0,,0.18,7.38
2021-07-08,48,18.0,,0.18,8.64
2021-07-09,32,18.0,,0.18,5.76
2021-07-10,6,18.0,,0.18,1.08
2021-07-11,12,18.0,,0.18,2.16
2021-07-12,37,18.0,,0.18,6.66
2021-07-13,32,18.0,,0.18,5.76
2021-07-14,63,18.0,,0.18,11.34
2021-07-15,27,18.0,,0.18,4.859999999999999
2021-07-16,43,18.0,,0.18,7.739999999999999
2021-07-17,6,18.0,,0.18,1.08
2021-07-18,12,18.0,,0.18,2.16
2021-07-19,100,18.0,,0.18,18.0
2021-07-20,48,18.0,,0.18,8.64
2021-07-21,63,18.0,,0.18,11.34
2021-07-22,29,18.0,,0.18,5.22
2021-07-23,25,18.0,,0.18,4.5
2021-07-24,6,18.0,,0.18,1.08
2021-07-25,24,18.0,,0.18,4.32
2021-07-26,26,18.0,,0.18,4.68
2021-07-27,32,18.0,,0.18,5.76
2021-07-28,27,18.0,,0.18,4.859999999999999
2021-07-29,53,18.0,,0.18,9.54
2021-07-30,42,18.0,,0.18,7.56
2021-07-31,23,18.0,,0.18,4.14
2021-08-01,0,17.0,False,0.17,0.0
2021-08-02,40,17.0,,0.17,6.800000000000001
2021-08-03,48,17.0,,0.17,8.16
2021-08-04,49,17.0,,0.17,8.33
2021-08-05,24,17.0,,0.17,4.08
2021-08-06,59,17.0,,0.17,10.030000000000001
2021-08-07,18,17.0,,0.17,3.06
2021-08-08,9,17.0,,0.17,1.53
2021-08-09,64,17.0,,0.17,10.88
2021-08-10,41,17.0,,0.17,6.970000000000001
2021-08-11,32,17.0,,0.17,5.44
2021-08-12,57,17.0,,0.17,9.690000000000001
2021-08-13,100,17.0,,0.17,17.0
2021-08-14,18,17.0,,0.17,3.06
2021-08-15,9,17.0,,0.17,1.53
2021-08-16,91,17.0,,0.17,15.47
2021-08-17,72,17.0,,0.17,12.24
2021-08-18,80,17.0,,0.17,13.600000000000001
2021-08-19,71,17.0,,0.17,12.07
2021-08-20,96,17.0,,0.17,16.32
2021-08-21,0,17.0,,0.17,0.0
2021-08-22,0,17.0,,0.17,0.0
2021-08-23,81,17.0,,0.17,13.770000000000001
2021-08-24,70,17.0,,0.17,11.9
2021-08-25,63,17.0,,0.17,10.71
2021-08-26,33,17.0,,0.17,5.61
2021-08-27,57,17.0,,0.17,9.690000000000001
2021-08-28,27,17.0,,0.17,4.590000000000001
2021-08-29,9,17.0,,0.17,1.53
2021-08-30,70,17.0,,0.17,11.9
2021-08-31,41,17.0,,0.17,6.970000000000001
2021-09-01,38,20.0,False,0.2,7.6000000000000005
2021-09-02,33,20.0,,0.2,6.6000000000000005
2021-09-03,68,20.0,,0.2,13.600000000000001
2021-09-04,8,20.0,,0.2,1.6
2021-09-05,0,20.0,,0.2,0.0
2021-09-06,0,20.0,,0.2,0.0
2021-09-07,27,20.0,,0.2,5.4
2021-09-08,39,20.0,,0.2,7.800000000000001
2021-09-09,53,20.0,,0.2,10.600000000000001
2021-09-10,61,20.0,,0.2,12.200000000000001
2021-09-11,0,20.0,,0.2,0.0
2021-09-12,0,20.0,,0.2,0.0
2021-09-13,40,20.0,,0.2,8.0
2021-09-14,45,20.0,,0.2,9.0
2021-09-15,32,20.0,,0.2,6.4
2021-09-16,59,20.0,,0.2,11.8
2021-09-17,80,20.0,,0.2,16.0
2021-09-18,15,20.0,,0.2,3.0
2021-09-19,0,20.0,,0.2,0.0
2021-09-20,65,20.0,,0.2,13.0
2021-09-21,100,20.0,,0.2,20.0
2021-09-22,90,20.0,,0.2,18.0
2021-09-23,59,20.0,,0.2,11.8
2021-09-24,41,20.0,,0.2,8.200000000000001
2021-09-25,22,20.0,,0.2,4.4
2021-09-26,29,20.0,,0.2,5.800000000000001
2021-09-27,58,20.0,,0.2,11.600000000000001
2021-09-28,78,20.0,,0.2,15.600000000000001
2021-09-29,64,20.0,,0.2,12.8
2021-09-30,46,20.0,,0.2,9.200000000000001
2021-10-01,44,21.0,False,0.21,9.24
2021-10-02,32,21.0,,0.21,6.72
2021-10-03,0,21.0,,0.21,0.0
2021-10-04,47,21.0,,0.21,9.87
2021-10-05,50,21.0,,0.21,10.5
2021-10-06,84,21.0,,0.21,17.64
2021-10-07,58,21.0,,0.21,12.18
2021-10-08,52,21.0,,0.21,10.92
2021-10-09,48,21.0,,0.21,10.08
2021-10-10,8,21.0,,0.21,1.68
2021-10-11,21,21.0,,0.21,4.41
2021-10-12,72,21.0,,0.21,15.12
2021-10-13,73,21.0,,0.21,15.33
2021-10-14,86,21.0,,0.21,18.06
2021-10-15,51,21.0,,0.21,10.709999999999999
2021-10-16,16,21.0,,0.21,3.36
2021-10-17,0,21.0,,0.21,0.0
2021-10-18,14,21.0,,0.21,2.94
2021-10-19,88,21.0,,0.21,18.48
2021-10-20,100,21.0,,0.21,21.0
2021-10-21,71,21.0,,0.21,14.91
2021-10-22,65,21.0,,0.21,13.65
2021-10-23,8,21.0,,0.21,1.68
2021-10-24,0,21.0,,0.21,0.0
2021-10-25,50,21.0,,0.21,10.5
2021-10-26,49,21.0,,0.21,10.29
2021-10-27,77,21.0,,0.21,16.169999999999998
2021-10-28,64,21.0,,0.21,13.44
2021-10-29,65,21.0,,0.21,13.65
2021-10-30,39,21.0,,0.21,8.19
2021-10-31,8,21.0,,0.21,1.68
2021-11-01,25,19.0,False,0.19,4.75
2021-11-02,65,19.0,,0.19,12.35
2021-11-03,32,19.0,,0.19,6.08
2021-11-04,100,19.0,,0.19,19.0
2021-11-05,42,19.0,,0.19,7.98
2021-11-06,9,19.0,,0.19,1.71
2021-11-07,18,19.0,,0.19,3.42
2021-11-08,67,19.0,,0.19,12.73
2021-11-09,33,19.0,,0.19,6.2700000000000005
2021-11-10,97,19.0,,0.19,18.43
2021-11-11,56,19.0,,0.19,10.64
2021-11-12,50,19.0,,0.19,9.5
2021-11-13,18,19.0,,0.19,3.42
2021-11-14,9,19.0,,0.19,1.71
2021-11-15,90,19.0,,0.19,17.1
2021-11-16,39,19.0,,0.19,7.41
2021-11-17,47,19.0,,0.19,8.93
2021-11-18,33,19.0,,0.19,6.2700000000000005
2021-11-19,91,19.0,,0.19,17.29
2021-11-20,18,19.0,,0.19,3.42
2021-11-21,9,19.0,,0.19,1.71
2021-11-22,75,19.0,,0.19,14.25
2021-11-23,67,19.0,,0.19,12.73
2021-11-24,75,19.0,,0.19,14.25
2021-11-25,27,19.0,,0.19,5.13
2021-11-26,60,19.0,,0.19,11.4
2021-11-27,35,19.0,,0.19,6.65
2021-11-28,17,19.0,,0.19,3.23
2021-11-29,69,19.0,,0.19,13.11
2021-11-30,77,19.0,,0.19,14.63
2021-12-01,90,25.0,False,0.25,22.5
2021-12-02,42,25.0,,0.25,10.5
2021-12-03,59,25.0,,0.25,14.75
2021-12-04,16,25.0,,0.25,4.0
2021-12-05,16,25.0,,0.25,4.0
2021-12-06,43,25.0,,0.25,10.75
2021-12-07,94,25.0,,0.25,23.5
2021-12-08,59,25.0,,0.25,14.75
2021-12-09,52,25.0,,0.25,13.0
2021-12-10,60,25.0,,0.25,15.0
2021-12-11,25,25.0,,0.25,6.25
2021-12-12,8,25.0,,0.25,2.0
2021-12-13,75,25.0,,0.25,18.75
2021-12-14,30,25.0,,0.25,7.5
2021-12-15,81,25.0,,0.25,20.25
2021-12-16,77,25.0,,0.25,19.25
2021-12-17,47,25.0,,0.25,11.75
2021-12-18,17,25.0,,0.25,4.25
2021-12-19,8,25.0,,0.25,2.0
2021-12-20,79,25.0,,0.25,19.75
2021-12-21,62,25.0,,0.25,15.5
2021-12-22,100,25.0,,0.25,25.0
2021-12-23,88,25.0,,0.25,22.0
2021-12-24,34,25.0,,0.25,8.5
2021-12-25,0,25.0,,0.25,0.0
2021-12-26,26,25.0,,0.25,6.5
2021-12-27,99,25.0,,0.25,24.75
2021-12-28,77,25.0,,0.25,19.25
2021-12-29,30,25.0,,0.25,7.5
2021-12-30,60,25.0,,0.25,15.0
2021-12-31,45,25.0,,0.25,11.25
