date,DNA_unscaled,DNA_monthly,isPartial,scale,DNA
2021-04-22,98,71.0,,0.71,69.58
2021-04-23,93,71.0,,0.71,66.03
2021-04-24,62,71.0,,0.71,44.019999999999996
2021-04-25,65,71.0,,0.71,46.15
2021-04-26,95,71.0,,0.71,67.45
2021-04-27,92,71.0,,0.71,65.32
2021-04-28,95,71.0,,0.71,67.45
2021-04-29,92,71.0,,0.71,65.32
2021-04-30,91,71.0,,0.71,64.61
2021-05-01,63,58.0,False,0.58,36.54
2021-05-02,67,58.0,,0.58,38.86
2021-05-03,100,58.0,,0.58,57.99999999999999
2021-05-04,95,58.0,,0.58,55.099999999999994
2021-05-05,93,58.0,,0.58,53.94
2021-05-06,97,58.0,,0.58,56.26
2021-05-07,93,58.0,,0.58,53.94
2021-05-08,68,58.0,,0.58,39.44
2021-05-09,63,58.0,,0.58,36.54
2021-05-10,92,58.0,,0.58,53.36
2021-05-11,90,58.0,,0.58,52.199999999999996
2021-05-12,85,58.0,,0.58,49.3
2021-05-13,79,58.0,,0.58,45.82
2021-05-14,80,58.0,,0.58,46.4
2021-05-15,58,58.0,,0.58,33.64
2021-05-16,55,58.0,,0.58,31.9
2021-05-17,79,58.0,,0.58,45.82
2021-05-18,85,58.0,,0.58,49.3
2021-05-19,75,58.0,,0.58,43.5
2021-05-20,76,58.0,,0.58,44.08
2021-05-21,77,58.0,,0.58,44.66
2021-05-22,58,58.0,,0.58,33.64
2021-05-23,54,58.0,,0.58,31.319999999999997
2021-05-24,77,58.0,,0.58,44.66
2021-05-25,77,58.0,,0.58,44.66
2021-05-26,74,58.0,,0.58,42.919999999999995
2021-05-27,72,58.0,,0.58,41.76
2021-05-28,65,58.0,,0.58,37.699999999999996
2021-05-29,53,58.0,,0.58,30.74
2021-05-30,56,58.0,,0.58,32.48
2021-05-31,52,58.0,,0.58,30.159999999999997
2021-06-01,100,47.0,False,0.47,47.0
2021-06-02,98,47.0,,0.47,46.059999999999995
2021-06-03,93,47.0,,0.47,43.71
2021-06-04,92,47.0,,0.47,43.239999999999995
2021-06-05,80,47.0,,0.47,37.599999999999994
2021-06-06,77,47.0,,0.47,36.19
2021-06-07,88,47.0,,0.47,41.36
2021-06-08,93,47.0,,0.47,43.71
2021-06-09,93,47.0,,0.47,43.71
2021-06-10,92,47.0,,0.47,43.239999999999995
2021-06-11,84,47.0,,0.47,39.48
2021-06-12,75,47.0,,0.47,35.25
2021-06-13,74,47.0,,0.47,34.78
2021-06-14,92,47.0,,0.47,43.239999999999995
2021-06-15,87,47.0,,0.47,40.89
2021-06-16,92,47.0,,0.47,43.239999999999995
2021-06-17,90,47.0,,0.47,42.3
2021-06-18,80,47.0,,0.47,37.599999999999994
2021-06-19,70,47.0,,0.47,32.9
2021-06-20,76,47.0,,0.47,35.72
2021-06-21,92,47.0,,0.47,43.239999999999995
2021-06-22,91,47.0,,0.47,42.769999999999996
2021-06-23,98,47.0,,0.47,46.059999999999995
2021-06-24,96,47.0,,0.47,45.12
2021-06-25,84,47.0,,0.47,39.48
2021-06-26,73,47.0,,0.47,34.309999999999995
2021-06-27,80,47.0,,0.47,37.599999999999994
2021-06-28,79,47.0,,0.47,37.129999999999995
2021-06-29,83,47.0,,0.47,39.01
2021-06-30,77,47.0,,0.47,36.19
2021-07-01,85,42.0,False,0.42,35.699999999999996
2021-07-02,82,42.0,,0.42,34.44
2021-07-03,79,42.0,,0.42,33.18
2021-07-04,74,42.0,,0.42,31.08
2021-07-05,81,42.0,,0.42,34.019999999999996
2021-07-06,82,42.0,,0.42,34.44
2021-07-07,90,42.0,,0.42,37.8
2021-07-08,99,42.0,,0.42,41.58
2021-07-09,88,42.0,,0.42,36.96
2021-07-10,80,42.0,,0.42,33.6
2021-07-11,82,42.0,,0.42,34.44
2021-07-12,100,42.0,,0.42,42.0
2021-07-13,91,42.0,,0.42,38.22
2021-07-14,87,42.0,,0.42,36.54
2021-07-15,86,42.0,,0.42,36.12
2021-07-16,92,42.0,,0.42,38.64
2021-07-17,91,42.0,,0.42,38.22
2021-07-18,84,42.0,,0.42,35.28
2021-07-19,91,42.0,,0.42,38.22
2021-07-20,84,42.0,,0.42,35.28
2021-07-21,86,42.0,,0.42,36.12
2021-07-22,85,42.0,,0.42,35.699999999999996
2021-07-23,89,42.0,,0.42,37.379999999999995
2021-07-24,86,42.0,,0.42,36.12
2021-07-25,82,42.0,,0.42,34.44
2021-07-26,88,42.0,,0.42,36.96
2021-07-27,85,42.0,,0.42,35.699999999999996
2021-07-28,92,42.0,,0.42,38.64
2021-07-29,88,42.0,,0.42,36.96
2021-07-30,92,42.0,,0.42,38.64
2021-07-31,81,42.0,,0.42,34.019999999999996
2021-08-01,70,45.0,False,0.45,31.5
2021-08-02,72,45.0,,0.45,32.4
2021-08-03,78,45.0,,0.45,35.1
2021-08-04,73,45.0,,0.45,32.85
2021-08-05,74,45.0,,0.45,33.300000000000004
2021-08-06,75,45.0,,0.45,33.75
2021-08-07,67,45.0,,0.45,30.150000000000002
2021-08-08,68,45.0,,0.45,30.6
2021-08-09,73,45.0,,0.45,32.85
2021-08-10,78,45.0,,0.45,35.1
2021-08-11,73,45.0,,0.45,32.85
2021-08-12,100,45.0,,0.45,45.0
2021-08-13,92,45.0,,0.45,41.4
2021-08-14,79,45.0,,0.45,35.550000000000004
2021-08-15,78,45.0,,0.45,35.1
2021-08-16,78,45.0,,0.45,35.1
2021-08-17,72,45.0,,0.45,32.4
2021-08-18,80,45.0,,0.45,36.0
2021-08-19,85,45.0,,0.45,38.25
2021-08-20,76,45.0,,0.45,34.2
2021-08-21,71,45.0,,0.45,31.95
2021-08-22,65,45.0,,0.45,29.25
2021-08-23,82,45.0,,0.45,36.9
2021-08-24,86,45.0,,0.45,38.7
2021-08-25,96,45.0,,0.45,43.2
2021-08-26,99,45.0,,0.45,44.550000000000004
2021-08-27,87,45.0,,0.45,39.15
2021-08-28,73,45.0,,0.45,32.85
2021-08-29,74,45.0,,0.45,33.300000000000004
2021-08-30,89,45.0,,0.45,40.050000000000004
2021-08-31,99,45.0,,0.45,44.550000000000004
2021-09-01,81,59.0,False,0.59,47.79
2021-09-02,78,59.0,,0.59,46.019999999999996
2021-09-03,67,59.0,,0.59,39.53
2021-09-04,60,59.0,,0.59,35.4
2021-09-05,66,59.0,,0.59,38.94
2021-09-06,69,59.0,,0.59,40.71
2021-09-07,82,59.0,,0.59,48.379999999999995
2021-09-08,85,59.0,,0.59,50.15
2021-09-09,89,59.0,,0.59,52.51
2021-09-10,88,59.0,,0.59,51.919999999999995
2021-09-11,67,59.0,,0.59,39.53
2021-09-12,71,59.0,,0.59,41.89
2021-09-13,99,59.0,,0.59,58.41
2021-09-14,92,59.0,,0.59,54.279999999999994
2021-09-15,96,59.0,,0.59,56.64
2021-09-16,92,59.0,,0.59,54.279999999999994
2021-09-17,95,59.0,,0.59,56.05
2021-09-18,72,59.0,,0.59,42.48
2021-09-19,72,59.0,,0.59,42.48
2021-09-20,93,59.0,,0.59,54.87
2021-09-21,100,59.0,,0.59,59.0
2021-09-22,92,59.0,,0.59,54.279999999999994
2021-09-23,95,59.0,,0.59,56.05
2021-09-24,93,59.0,,0.59,54.87
2021-09-25,64,59.0,,0.59,37.76
2021-09-26,69,59.0,,0.59,40.71
2021-09-27,95,59.0,,0.59,56.05
2021-09-28,95,59.0,,0.59,56.05
2021-09-29,93,59.0,,0.59,54.87
2021-09-30,95,59.0,,0.59,56.05
2021-10-01,69,61.0,False,0.61,42.089999999999996
2021-10-02,49,61.0,,0.61,29.89
2021-10-03,48,61.0,,0.61,29.28
2021-10-04,74,61.0,,0.61,45.14
2021-10-05,74,61.0,,0.61,45.14
2021-10-06,77,61.0,,0.61,46.97
2021-10-07,78,61.0,,0.61,47.58
2021-10-08,71,61.0,,0.61,43.31
2021-10-09,48,61.0,,0.61,29.28
2021-10-10,51,61.0,,0.61,31.11
2021-10-11,74,61.0,,0.61,45.14
2021-10-12,75,61.0,,0.61,45.75
2021-10-13,74,61.0,,0.61,45.14
2021-10-14,75,61.0,,0.61,45.75
2021-10-15,69,61.0,,0.61,42.089999999999996
2021-10-16,49,61.0,,0.61,29.89
2021-10-17,53,61.0,,0.61,32.33
2021-10-18,82,61.0,,0.61,50.019999999999996
2021-10-19,83,61.0,,0.61,50.629999999999995
2021-10-20,83,61.0,,0.61,50.629999999999995
2021-10-21,86,61.0,,0.61,52.46
2021-10-22,74,61.0,,0.61,45.14
2021-10-23,50,61.0,,0.61,30.5
2021-10-24,53,61.0,,0.61,32.33
2021-10-25,100,61.0,,0.61,61.0
2021-10-26,96,61.0,,0.61,58.56
2021-10-27,92,61.0,,0.61,56.12
2021-10-28,88,61.0,,0.61,53.68
2021-10-29,76,61.0,,0.61,46.36
2021-10-30,51,61.0,,0.61,31.11
2021-10-31,53,61.0,,0.61,32.33
2021-11-01,81,65.0,False,0.65,52.65
2021-11-02,86,65.0,,0.65,55.9
2021-11-03,85,65.0,,0.65,55.25
2021-11-04,87,65.0,,0.65,56.550000000000004
2021-11-05,87,65.0,,0.65,56.550000000000004
2021-11-06,57,65.0,,0.65,37.050000000000004
2021-11-07,52,65.0,,0.65,33.800000000000004
2021-11-08,86,65.0,,0.65,55.9
2021-11-09,94,65.0,,0.65,61.1
2021-11-10,86,65.0,,0.65,55.9
2021-11-11,80,65.0,,0.65,52.0
2021-11-12,82,65.0,,0.65,53.300000000000004
2021-11-13,56,65.0,,0.65,36.4
2021-11-14,63,65.0,,0.65,40.95
2021-11-15,86,65.0,,0.65,55.9
2021-11-16,100,65.0,,0.65,65.0
2021-11-17,89,65.0,,0.65,57.85
2021-11-18,87,65.0,,0.65,56.550000000000004
2021-11-19,75,65.0,,0.65,48.75
2021-11-20,51,65.0,,0.65,33.15
2021-11-21,52,65.0,,0.65,33.800000000000004
2021-11-22,70,65.0,,0.65,45.5
2021-11-23,65,65.0,,0.65,42.25
2021-11-24,59,65.0,,0.65,38.35
2021-11-25,48,65.0,,0.65,31.200000000000003
2021-11-26,68,65.0,,0.65,44.2
2021-11-27,62,65.0,,0.65,40.300000000000004
2021-11-28,54,65.0,,0.65,35.1
2021-11-29,85,65.0,,0.65,55.25
2021-11-30,98,65.0,,0.65,63.7
2021-12-01,96,58.0,False,0.58,55.67999999999999
2021-12-02,100,58.0,,0.58,57.99999999999999
2021-12-03,93,58.0,,0.58,53.94
2021-12-04,68,58.0,,0.58,39.44
2021-12-05,63,58.0,,0.58,36.54
2021-12-06,95,58.0,,0.58,55.099999999999994
2021-12-07,96,58.0,,0.58,55.67999999999999
2021-12-08,96,58.0,,0.58,55.67999999999999
2021-12-09,94,58.0,,0.58,54.519999999999996
2021-12-10,83,58.0,,0.58,48.13999999999999
2021-12-11,58,58.0,,0.58,33.64
2021-12-12,58,58.0,,0.58,33.64
2021-12-13,86,58.0,,0.58,49.879999999999995
2021-12-14,89,58.0,,0.58,51.62
2021-12-15,87,58.0,,0.58,50.459999999999994
2021-12-16,90,58.0,,0.58,52.199999999999996
2021-12-17,66,58.0,,0.58,38.279999999999994
2021-12-18,49,58.0,,0.58,28.419999999999998
2021-12-19,48,58.0,,0.58,27.839999999999996
2021-12-20,64,58.0,,0.58,37.12
2021-12-21,53,58.0,,0.58,30.74
2021-12-22,51,58.0,,0.58,29.58
2021-12-23,48,58.0,,0.58,27.839999999999996
2021-12-24,42,58.0,,0.58,24.36
2021-12-25,47,58.0,,0.58,27.259999999999998
2021-12-26,52,58.0,,0.58,30.159999999999997
2021-12-27,48,58.0,,0.58,27.839999999999996
2021-12-28,51,58.0,,0.58,29.58
2021-12-29,50,58.0,,0.58,28.999999999999996
2021-12-30,48,58.0,,0.58,27.839999999999996
2021-12-31,46,58.0,,0.58,26.68
