date,SLV_unscaled,SLV_monthly,isPartial,scale,SLV
2021-04-23,62,18.0,,0.18,11.16
2021-04-24,21,18.0,,0.18,3.78
2021-04-25,28,18.0,,0.18,5.04
2021-04-26,71,18.0,,0.18,12.78
2021-04-27,71,18.0,,0.18,12.78
2021-04-28,46,18.0,,0.18,8.28
2021-04-29,56,18.0,,0.18,10.08
2021-04-30,54,18.0,,0.18,9.719999999999999
2021-05-01,41,18.0,False,0.18,7.38
2021-05-02,19,18.0,,0.18,3.42
2021-05-03,87,18.0,,0.18,15.66
2021-05-04,74,18.0,,0.18,13.32
2021-05-05,56,18.0,,0.18,10.08
2021-05-06,88,18.0,,0.18,15.84
2021-05-07,77,18.0,,0.18,13.86
2021-05-08,31,18.0,,0.18,5.58
2021-05-09,15,18.0,,0.18,2.6999999999999997
2021-05-10,77,18.0,,0.18,13.86
2021-05-11,85,18.0,,0.18,15.299999999999999
2021-05-12,100,18.0,,0.18,18.0
2021-05-13,63,18.0,,0.18,11.34
2021-05-14,70,18.0,,0.18,12.6
2021-05-15,26,18.0,,0.18,4.68
2021-05-16,23,18.0,,0.18,4.14
2021-05-17,89,18.0,,0.18,16.02
2021-05-18,75,18.0,,0.18,13.5
2021-05-19,87,18.0,,0.18,15.66
2021-05-20,78,18.0,,0.18,14.04
2021-05-21,65,18.0,,0.18,11.7
2021-05-22,17,18.0,,0.18,3.06
2021-05-23,18,18.0,,0.18,3.2399999999999998
2021-05-24,80,18.0,,0.18,14.399999999999999
2021-05-25,78,18.0,,0.18,14.04
2021-05-26,48,18.0,,0.18,8.64
2021-05-27,53,18.0,,0.18,9.54
2021-05-28,54,18.0,,0.18,9.719999999999999
2021-05-29,21,18.0,,0.18,3.78
2021-05-30,18,18.0,,0.18,3.2399999999999998
2021-05-31,23,18.0,,0.18,4.14
2021-06-01,100,17.0,False,0.17,17.0
2021-06-02,80,17.0,,0.17,13.600000000000001
2021-06-03,98,17.0,,0.17,16.66
2021-06-04,81,17.0,,0.17,13.770000000000001
2021-06-05,49,17.0,,0.17,8.33
2021-06-06,23,17.0,,0.17,3.91
2021-06-07,93,17.0,,0.17,15.81
2021-06-08,100,17.0,,0.17,17.0
2021-06-09,89,17.0,,0.17,15.13
2021-06-10,87,17.0,,0.17,14.790000000000001
2021-06-11,97,17.0,,0.17,16.490000000000002
2021-06-12,36,17.0,,0.17,6.12
2021-06-13,34,17.0,,0.17,5.78
2021-06-14,85,17.0,,0.17,14.450000000000001
2021-06-15,61,17.0,,0.17,10.370000000000001
2021-06-16,99,17.0,,0.17,16.830000000000002
2021-06-17,94,17.0,,0.17,15.98
2021-06-18,89,17.0,,0.17,15.13
2021-06-19,30,17.0,,0.17,5.1000000000000005
2021-06-20,11,17.0,,0.17,1.87
2021-06-21,99,17.0,,0.17,16.830000000000002
2021-06-22,78,17.0,,0.17,13.260000000000002
2021-06-23,73,17.0,,0.17,12.41
2021-06-24,81,17.0,,0.17,13.770000000000001
2021-06-25,73,17.0,,0.17,12.41
2021-06-26,26,17.0,,0.17,4.42
2021-06-27,24,17.0,,0.17,4.08
2021-06-28,75,17.0,,0.17,12.750000000000002
2021-06-29,84,17.0,,0.17,14.280000000000001
2021-06-30,78,17.0,,0.17,13.260000000000002
2021-07-01,69,15.0,False,0.15,10.35
2021-07-02,55,15.0,,0.15,8.25
2021-07-03,29,15.0,,0.15,4.35
2021-07-04,21,15.0,,0.15,3.15
2021-07-05,22,15.0,,0.15,3.3
2021-07-06,67,15.0,,0.15,10.049999999999999
2021-07-07,62,15.0,,0.15,9.299999999999999
2021-07-08,54,15.0,,0.15,8.1
2021-07-09,55,15.0,,0.15,8.25
2021-07-10,32,15.0,,0.15,4.8
2021-07-11,33,15.0,,0.15,4.95
2021-07-12,77,15.0,,0.15,11.549999999999999
2021-07-13,72,15.0,,0.15,10.799999999999999
2021-07-14,60,15.0,,0.15,9.0
2021-07-15,84,15.0,,0.15,12.6
2021-07-16,70,15.0,,0.15,10.5
2021-07-17,27,15.0,,0.15,4.05
2021-07-18,23,15.0,,0.15,3.4499999999999997
2021-07-19,100,15.0,,0.15,15.0
2021-07-20,78,15.0,,0.15,11.7
2021-07-21,56,15.0,,0.15,8.4
2021-07-22,66,15.0,,0.15,9.9
2021-07-23,62,15.0,,0.15,9.299999999999999
2021-07-24,28,15.0,,0.15,4.2
2021-07-25,55,15.0,,0.15,8.25
2021-07-26,43,15.0,,0.15,6.45
2021-07-27,49,15.0,,0.15,7.35
2021-07-28,64,15.0,,0.15,9.6
2021-07-29,81,15.0,,0.15,12.15
2021-07-30,60,15.0,,0.15,9.0
2021-07-31,29,15.0,,0.15,4.35
2021-08-01,37,13.0,False,0.13,4.8100000000000005
2021-08-02,68,13.0,,0.13,8.84
2021-08-03,83,13.0,,0.13,10.790000000000001
2021-08-04,69,13.0,,0.13,8.97
2021-08-05,67,13.0,,0.13,8.71
2021-08-06,80,13.0,,0.13,10.4
2021-08-07,37,13.0,,0.13,4.8100000000000005
2021-08-08,45,13.0,,0.13,5.8500000000000005
2021-08-09,92,13.0,,0.13,11.96
2021-08-10,100,13.0,,0.13,13.0
2021-08-11,85,13.0,,0.13,11.05
2021-08-12,56,13.0,,0.13,7.28
2021-08-13,73,13.0,,0.13,9.49
2021-08-14,45,13.0,,0.13,5.8500000000000005
2021-08-15,22,13.0,,0.13,2.8600000000000003
2021-08-16,77,13.0,,0.13,10.01
2021-08-17,98,13.0,,0.13,12.74
2021-08-18,87,13.0,,0.13,11.31
2021-08-19,81,13.0,,0.13,10.530000000000001
2021-08-20,70,13.0,,0.13,9.1
2021-08-21,19,13.0,,0.13,2.47
2021-08-22,29,13.0,,0.13,3.77
2021-08-23,91,13.0,,0.13,11.83
2021-08-24,65,13.0,,0.13,8.450000000000001
2021-08-25,74,13.0,,0.13,9.620000000000001
2021-08-26,68,13.0,,0.13,8.84
2021-08-27,63,13.0,,0.13,8.19
2021-08-28,39,13.0,,0.13,5.07
2021-08-29,29,13.0,,0.13,3.77
2021-08-30,64,13.0,,0.13,8.32
2021-08-31,72,13.0,,0.13,9.36
2021-09-01,57,14.0,False,0.14,7.98
2021-09-02,63,14.0,,0.14,8.82
2021-09-03,100,14.0,,0.14,14.000000000000002
2021-09-04,19,14.0,,0.14,2.66
2021-09-05,13,14.0,,0.14,1.8200000000000003
2021-09-06,35,14.0,,0.14,4.9
2021-09-07,58,14.0,,0.14,8.120000000000001
2021-09-08,82,14.0,,0.14,11.48
2021-09-09,54,14.0,,0.14,7.5600000000000005
2021-09-10,54,14.0,,0.14,7.5600000000000005
2021-09-11,24,14.0,,0.14,3.3600000000000003
2021-09-12,10,14.0,,0.14,1.4000000000000001
2021-09-13,40,14.0,,0.14,5.6000000000000005
2021-09-14,59,14.0,,0.14,8.260000000000002
2021-09-15,57,14.0,,0.14,7.98
2021-09-16,59,14.0,,0.14,8.260000000000002
2021-09-17,62,14.0,,0.14,8.680000000000001
2021-09-18,20,14.0,,0.14,2.8000000000000003
2021-09-19,12,14.0,,0.14,1.6800000000000002
2021-09-20,64,14.0,,0.14,8.96
2021-09-21,66,14.0,,0.14,9.24
2021-09-22,67,14.0,,0.14,9.38
2021-09-23,66,14.0,,0.14,9.24
2021-09-24,70,14.0,,0.14,9.8
2021-09-25,25,14.0,,0.14,3.5000000000000004
2021-09-26,26,14.0,,0.14,3.6400000000000006
2021-09-27,47,14.0,,0.14,6.580000000000001
2021-09-28,78,14.0,,0.14,10.920000000000002
2021-09-29,59,14.0,,0.14,8.260000000000002
2021-09-30,58,14.0,,0.14,8.120000000000001
2021-10-01,90,12.0,False,0.12,10.799999999999999
2021-10-02,14,12.0,,0.12,1.68
2021-10-03,26,12.0,,0.12,3.12
2021-10-04,64,12.0,,0.12,7.68
2021-10-05,47,12.0,,0.12,5.64
2021-10-06,68,12.0,,0.12,8.16
2021-10-07,47,12.0,,0.12,5.64
2021-10-08,49,12.0,,0.12,5.88
2021-10-09,23,12.0,,0.12,2.76
2021-10-10,27,12.0,,0.12,3.2399999999999998
2021-10-11,47,12.0,,0.12,5.64
2021-10-12,58,12.0,,0.12,6.96
2021-10-13,50,12.0,,0.12,6.0
2021-10-14,82,12.0,,0.12,9.84
2021-10-15,63,12.0,,0.12,7.56
2021-10-16,37,12.0,,0.12,4.4399999999999995
2021-10-17,16,12.0,,0.12,1.92
2021-10-18,55,12.0,,0.12,6.6
2021-10-19,46,12.0,,0.12,5.52
2021-10-20,100,12.0,,0.12,12.0
2021-10-21,69,12.0,,0.12,8.28
2021-10-22,72,12.0,,0.12,8.64
2021-10-23,18,12.0,,0.12,2.16
2021-10-24,29,12.0,,0.12,3.48
2021-10-25,93,12.0,,0.12,11.16
2021-10-26,65,12.0,,0.12,7.8
2021-10-27,54,12.0,,0.12,6.4799999999999995
2021-10-28,72,12.0,,0.12,8.64
2021-10-29,58,12.0,,0.12,6.96
2021-10-30,22,12.0,,0.12,2.6399999999999997
2021-10-31,12,12.0,,0.12,1.44
2021-11-01,61,12.0,False,0.12,7.319999999999999
2021-11-02,73,12.0,,0.12,8.76
2021-11-03,54,12.0,,0.12,6.4799999999999995
2021-11-04,80,12.0,,0.12,9.6
2021-11-05,80,12.0,,0.12,9.6
2021-11-06,23,12.0,,0.12,2.76
2021-11-07,31,12.0,,0.12,3.7199999999999998
2021-11-08,59,12.0,,0.12,7.08
2021-11-09,68,12.0,,0.12,8.16
2021-11-10,100,12.0,,0.12,12.0
2021-11-11,70,12.0,,0.12,8.4
2021-11-12,93,12.0,,0.12,11.16
2021-11-13,23,12.0,,0.12,2.76
2021-11-14,26,12.0,,0.12,3.12
2021-11-15,87,12.0,,0.12,10.44
2021-11-16,67,12.0,,0.12,8.04
2021-11-17,62,12.0,,0.12,7.4399999999999995
2021-11-18,56,12.0,,0.12,6.72
2021-11-19,72,12.0,,0.12,8.64
2021-11-20,41,12.0,,0.12,4.92
2021-11-21,21,12.0,,0.12,2.52
2021-11-22,49,12.0,,0.12,5.88
2021-11-23,38,12.0,,0.12,4.56
2021-11-24,60,12.0,,0.12,7.199999999999999
2021-11-25,27,12.0,,0.12,3.2399999999999998
2021-11-26,48,12.0,,0.12,5.76
2021-11-27,32,12.0,,0.12,3.84
2021-11-28,27,12.0,,0.12,3.2399999999999998
2021-11-29,67,12.0,,0.12,8.04
2021-11-30,87,12.0,,0.12,10.44
2021-12-01,62,11.0,False,0.11,6.82
2021-12-02,84,11.0,,0.11,9.24
2021-12-03,80,11.0,,0.11,8.8
2021-12-04,32,11.0,,0.11,3.52
2021-12-05,21,11.0,,0.11,2.31
2021-12-06,52,11.0,,0.11,5.72
2021-12-07,76,11.0,,0.11,8.36
2021-12-08,71,11.0,,0.11,7.81
2021-12-09,83,11.0,,0.11,9.13
2021-12-10,62,11.0,,0.11,6.82
2021-12-11,43,11.0,,0.11,4.73
2021-12-12,37,11.0,,0.11,4.07
2021-12-13,64,11.0,,0.11,7.04
2021-12-14,81,11.0,,0.11,8.91
2021-12-15,77,11.0,,0.11,8.47
2021-12-16,81,11.0,,0.11,8.91
2021-12-17,77,11.0,,0.11,8.47
2021-12-18,39,11.0,,0.11,4.29
2021-12-19,25,11.0,,0.11,2.75
2021-12-20,65,11.0,,0.11,7.15
2021-12-21,74,11.0,,0.11,8.14
2021-12-22,56,11.0,,0.11,6.16
2021-12-23,100,11.0,,0.11,11.0
2021-12-24,31,11.0,,0.11,3.41
2021-12-25,28,11.0,,0.11,3.08
2021-12-26,20,11.0,,0.11,2.2
2021-12-27,71,11.0,,0.11,7.81
2021-12-28,96,11.0,,0.11,10.56
2021-12-29,64,11.0,,0.11,7.04
2021-12-30,61,11.0,,0.11,6.71
2021-12-31,37,11.0,,0.11,4.07
