date,REAL_unscaled,REAL_monthly,isPartial,scale,REAL
2021-05-13,85,94.0,,0.94,79.89999999999999
2021-05-14,74,94.0,,0.94,69.56
2021-05-15,73,94.0,,0.94,68.61999999999999
2021-05-16,84,94.0,,0.94,78.96
2021-05-17,74,94.0,,0.94,69.56
2021-05-18,72,94.0,,0.94,67.67999999999999
2021-05-19,71,94.0,,0.94,66.74
2021-05-20,70,94.0,,0.94,65.8
2021-05-21,68,94.0,,0.94,63.919999999999995
2021-05-22,84,94.0,,0.94,78.96
2021-05-23,71,94.0,,0.94,66.74
2021-05-24,71,94.0,,0.94,66.74
2021-05-25,72,94.0,,0.94,67.67999999999999
2021-05-26,69,94.0,,0.94,64.86
2021-05-27,69,94.0,,0.94,64.86
2021-05-28,66,94.0,,0.94,62.04
2021-05-29,68,94.0,,0.94,63.919999999999995
2021-05-30,70,94.0,,0.94,65.8
2021-05-31,71,94.0,,0.94,66.74
2021-06-01,99,84.0,False,0.84,83.16
2021-06-02,98,84.0,,0.84,82.32
2021-06-03,98,84.0,,0.84,82.32
2021-06-04,99,84.0,,0.84,83.16
2021-06-05,98,84.0,,0.84,82.32
2021-06-06,98,84.0,,0.84,82.32
2021-06-07,95,84.0,,0.84,79.8
2021-06-08,98,84.0,,0.84,82.32
2021-06-09,98,84.0,,0.84,82.32
2021-06-10,100,84.0,,0.84,84.0
2021-06-11,98,84.0,,0.84,82.32
2021-06-12,95,84.0,,0.84,79.8
2021-06-13,99,84.0,,0.84,83.16
2021-06-14,97,84.0,,0.84,81.48
2021-06-15,97,84.0,,0.84,81.48
2021-06-16,98,84.0,,0.84,82.32
2021-06-17,98,84.0,,0.84,82.32
2021-06-18,93,84.0,,0.84,78.11999999999999
2021-06-19,93,84.0,,0.84,78.11999999999999
2021-06-20,94,84.0,,0.84,78.96
2021-06-21,99,84.0,,0.84,83.16
2021-06-22,100,84.0,,0.84,84.0
2021-06-23,96,84.0,,0.84,80.64
2021-06-24,99,84.0,,0.84,83.16
2021-06-25,94,84.0,,0.84,78.96
2021-06-26,95,84.0,,0.84,79.8
2021-06-27,96,84.0,,0.84,80.64
2021-06-28,100,84.0,,0.84,84.0
2021-06-29,99,84.0,,0.84,83.16
2021-06-30,95,84.0,,0.84,79.8
2021-07-01,90,88.0,False,0.88,79.2
2021-07-02,89,88.0,,0.88,78.32000000000001
2021-07-03,90,88.0,,0.88,79.2
2021-07-04,93,88.0,,0.88,81.84
2021-07-05,96,88.0,,0.88,84.48
2021-07-06,96,88.0,,0.88,84.48
2021-07-07,96,88.0,,0.88,84.48
2021-07-08,96,88.0,,0.88,84.48
2021-07-09,94,88.0,,0.88,82.72
2021-07-10,94,88.0,,0.88,82.72
2021-07-11,95,88.0,,0.88,83.6
2021-07-12,98,88.0,,0.88,86.24
2021-07-13,97,88.0,,0.88,85.36
2021-07-14,96,88.0,,0.88,84.48
2021-07-15,94,88.0,,0.88,82.72
2021-07-16,93,88.0,,0.88,81.84
2021-07-17,94,88.0,,0.88,82.72
2021-07-18,96,88.0,,0.88,84.48
2021-07-19,96,88.0,,0.88,84.48
2021-07-20,97,88.0,,0.88,85.36
2021-07-21,93,88.0,,0.88,81.84
2021-07-22,94,88.0,,0.88,82.72
2021-07-23,89,88.0,,0.88,78.32000000000001
2021-07-24,88,88.0,,0.88,77.44
2021-07-25,100,88.0,,0.88,88.0
2021-07-26,98,88.0,,0.88,86.24
2021-07-27,93,88.0,,0.88,81.84
2021-07-28,97,88.0,,0.88,85.36
2021-07-29,93,88.0,,0.88,81.84
2021-07-30,93,88.0,,0.88,81.84
2021-07-31,92,88.0,,0.88,80.96
2021-08-01,94,88.0,False,0.88,82.72
2021-08-02,89,88.0,,0.88,78.32000000000001
2021-08-03,88,88.0,,0.88,77.44
2021-08-04,92,88.0,,0.88,80.96
2021-08-05,87,88.0,,0.88,76.56
2021-08-06,86,88.0,,0.88,75.68
2021-08-07,86,88.0,,0.88,75.68
2021-08-08,95,88.0,,0.88,83.6
2021-08-09,88,88.0,,0.88,77.44
2021-08-10,88,88.0,,0.88,77.44
2021-08-11,85,88.0,,0.88,74.8
2021-08-12,85,88.0,,0.88,74.8
2021-08-13,85,88.0,,0.88,74.8
2021-08-14,98,88.0,,0.88,86.24
2021-08-15,96,88.0,,0.88,84.48
2021-08-16,88,88.0,,0.88,77.44
2021-08-17,88,88.0,,0.88,77.44
2021-08-18,89,88.0,,0.88,78.32000000000001
2021-08-19,86,88.0,,0.88,75.68
2021-08-20,85,88.0,,0.88,74.8
2021-08-21,83,88.0,,0.88,73.04
2021-08-22,100,88.0,,0.88,88.0
2021-08-23,87,88.0,,0.88,76.56
2021-08-24,81,88.0,,0.88,71.28
2021-08-25,86,88.0,,0.88,75.68
2021-08-26,84,88.0,,0.88,73.92
2021-08-27,85,88.0,,0.88,74.8
2021-08-28,93,88.0,,0.88,81.84
2021-08-29,88,88.0,,0.88,77.44
2021-08-30,84,88.0,,0.88,73.92
2021-08-31,85,88.0,,0.88,74.8
2021-09-01,86,86.0,False,0.86,73.96
2021-09-02,84,86.0,,0.86,72.24
2021-09-03,82,86.0,,0.86,70.52
2021-09-04,81,86.0,,0.86,69.66
2021-09-05,86,86.0,,0.86,73.96
2021-09-06,90,86.0,,0.86,77.4
2021-09-07,87,86.0,,0.86,74.82
2021-09-08,85,86.0,,0.86,73.1
2021-09-09,85,86.0,,0.86,73.1
2021-09-10,84,86.0,,0.86,72.24
2021-09-11,84,86.0,,0.86,72.24
2021-09-12,99,86.0,,0.86,85.14
2021-09-13,90,86.0,,0.86,77.4
2021-09-14,86,86.0,,0.86,73.96
2021-09-15,97,86.0,,0.86,83.42
2021-09-16,87,86.0,,0.86,74.82
2021-09-17,85,86.0,,0.86,73.1
2021-09-18,87,86.0,,0.86,74.82
2021-09-19,100,86.0,,0.86,86.0
2021-09-20,89,86.0,,0.86,76.53999999999999
2021-09-21,89,86.0,,0.86,76.53999999999999
2021-09-22,96,86.0,,0.86,82.56
2021-09-23,87,86.0,,0.86,74.82
2021-09-24,84,86.0,,0.86,72.24
2021-09-25,95,86.0,,0.86,81.7
2021-09-26,85,86.0,,0.86,73.1
2021-09-27,87,86.0,,0.86,74.82
2021-09-28,98,86.0,,0.86,84.28
2021-09-29,88,86.0,,0.86,75.67999999999999
2021-09-30,86,86.0,,0.86,73.96
2021-10-01,69,85.0,False,0.85,58.65
2021-10-02,70,85.0,,0.85,59.5
2021-10-03,80,85.0,,0.85,68.0
2021-10-04,70,85.0,,0.85,59.5
2021-10-05,72,85.0,,0.85,61.199999999999996
2021-10-06,71,85.0,,0.85,60.35
2021-10-07,72,85.0,,0.85,61.199999999999996
2021-10-08,71,85.0,,0.85,60.35
2021-10-09,69,85.0,,0.85,58.65
2021-10-10,69,85.0,,0.85,58.65
2021-10-11,74,85.0,,0.85,62.9
2021-10-12,71,85.0,,0.85,60.35
2021-10-13,71,85.0,,0.85,60.35
2021-10-14,74,85.0,,0.85,62.9
2021-10-15,69,85.0,,0.85,58.65
2021-10-16,73,85.0,,0.85,62.05
2021-10-17,75,85.0,,0.85,63.75
2021-10-18,70,85.0,,0.85,59.5
2021-10-19,81,85.0,,0.85,68.85
2021-10-20,74,85.0,,0.85,62.9
2021-10-21,72,85.0,,0.85,61.199999999999996
2021-10-22,71,85.0,,0.85,60.35
2021-10-23,75,85.0,,0.85,63.75
2021-10-24,100,85.0,,0.85,85.0
2021-10-25,75,85.0,,0.85,63.75
2021-10-26,73,85.0,,0.85,62.05
2021-10-27,76,85.0,,0.85,64.6
2021-10-28,73,85.0,,0.85,62.05
2021-10-29,71,85.0,,0.85,60.35
2021-10-30,78,85.0,,0.85,66.3
2021-10-31,74,85.0,,0.85,62.9
2021-11-01,83,89.0,False,0.89,73.87
2021-11-02,87,89.0,,0.89,77.43
2021-11-03,90,89.0,,0.89,80.1
2021-11-04,86,89.0,,0.89,76.54
2021-11-05,80,89.0,,0.89,71.2
2021-11-06,92,89.0,,0.89,81.88
2021-11-07,81,89.0,,0.89,72.09
2021-11-08,84,89.0,,0.89,74.76
2021-11-09,84,89.0,,0.89,74.76
2021-11-10,83,89.0,,0.89,73.87
2021-11-11,85,89.0,,0.89,75.65
2021-11-12,80,89.0,,0.89,71.2
2021-11-13,79,89.0,,0.89,70.31
2021-11-14,84,89.0,,0.89,74.76
2021-11-15,83,89.0,,0.89,73.87
2021-11-16,81,89.0,,0.89,72.09
2021-11-17,83,89.0,,0.89,73.87
2021-11-18,81,89.0,,0.89,72.09
2021-11-19,78,89.0,,0.89,69.42
2021-11-20,79,89.0,,0.89,70.31
2021-11-21,92,89.0,,0.89,81.88
2021-11-22,85,89.0,,0.89,75.65
2021-11-23,82,89.0,,0.89,72.98
2021-11-24,95,89.0,,0.89,84.55
2021-11-25,80,89.0,,0.89,71.2
2021-11-26,82,89.0,,0.89,72.98
2021-11-27,85,89.0,,0.89,75.65
2021-11-28,100,89.0,,0.89,89.0
2021-11-29,89,89.0,,0.89,79.21000000000001
2021-11-30,88,89.0,,0.89,78.32000000000001
2021-12-01,91,90.0,False,0.9,81.9
2021-12-02,87,90.0,,0.9,78.3
2021-12-03,86,90.0,,0.9,77.4
2021-12-04,95,90.0,,0.9,85.5
2021-12-05,90,90.0,,0.9,81.0
2021-12-06,84,90.0,,0.9,75.60000000000001
2021-12-07,89,90.0,,0.9,80.10000000000001
2021-12-08,87,90.0,,0.9,78.3
2021-12-09,87,90.0,,0.9,78.3
2021-12-10,81,90.0,,0.9,72.9
2021-12-11,88,90.0,,0.9,79.2
2021-12-12,100,90.0,,0.9,90.0
2021-12-13,87,90.0,,0.9,78.3
2021-12-14,83,90.0,,0.9,74.7
2021-12-15,85,90.0,,0.9,76.5
2021-12-16,86,90.0,,0.9,77.4
2021-12-17,82,90.0,,0.9,73.8
2021-12-18,84,90.0,,0.9,75.60000000000001
2021-12-19,92,90.0,,0.9,82.8
2021-12-20,87,90.0,,0.9,78.3
2021-12-21,83,90.0,,0.9,74.7
2021-12-22,90,90.0,,0.9,81.0
2021-12-23,85,90.0,,0.9,76.5
2021-12-24,81,90.0,,0.9,72.9
2021-12-25,84,90.0,,0.9,75.60000000000001
2021-12-26,81,90.0,,0.9,72.9
2021-12-27,86,90.0,,0.9,77.4
2021-12-28,87,90.0,,0.9,78.3
2021-12-29,88,90.0,,0.9,79.2
2021-12-30,86,90.0,,0.9,77.4
2021-12-31,79,90.0,,0.9,71.10000000000001
