date,TWTR_unscaled,TWTR_monthly,isPartial,scale,TWTR
2021-04-16,22,16.0,,0.16,3.52
2021-04-17,5,16.0,,0.16,0.8
2021-04-18,7,16.0,,0.16,1.12
2021-04-19,15,16.0,,0.16,2.4
2021-04-20,17,16.0,,0.16,2.72
2021-04-21,19,16.0,,0.16,3.04
2021-04-22,13,16.0,,0.16,2.08
2021-04-23,15,16.0,,0.16,2.4
2021-04-24,4,16.0,,0.16,0.64
2021-04-25,3,16.0,,0.16,0.48
2021-04-26,13,16.0,,0.16,2.08
2021-04-27,10,16.0,,0.16,1.6
2021-04-28,33,16.0,,0.16,5.28
2021-04-29,87,16.0,,0.16,13.92
2021-04-30,100,16.0,,0.16,16.0
2021-05-01,27,18.0,False,0.18,4.859999999999999
2021-05-02,15,18.0,,0.18,2.6999999999999997
2021-05-03,100,18.0,,0.18,18.0
2021-05-04,82,18.0,,0.18,14.76
2021-05-05,52,18.0,,0.18,9.36
2021-05-06,46,18.0,,0.18,8.28
2021-05-07,40,18.0,,0.18,7.199999999999999
2021-05-08,15,18.0,,0.18,2.6999999999999997
2021-05-09,6,18.0,,0.18,1.08
2021-05-10,37,18.0,,0.18,6.66
2021-05-11,31,18.0,,0.18,5.58
2021-05-12,34,18.0,,0.18,6.12
2021-05-13,38,18.0,,0.18,6.84
2021-05-14,34,18.0,,0.18,6.12
2021-05-15,9,18.0,,0.18,1.6199999999999999
2021-05-16,5,18.0,,0.18,0.8999999999999999
2021-05-17,19,18.0,,0.18,3.42
2021-05-18,30,18.0,,0.18,5.3999999999999995
2021-05-19,22,18.0,,0.18,3.96
2021-05-20,25,18.0,,0.18,4.5
2021-05-21,17,18.0,,0.18,3.06
2021-05-22,3,18.0,,0.18,0.54
2021-05-23,1,18.0,,0.18,0.18
2021-05-24,27,18.0,,0.18,4.859999999999999
2021-05-25,37,18.0,,0.18,6.66
2021-05-26,30,18.0,,0.18,5.3999999999999995
2021-05-27,32,18.0,,0.18,5.76
2021-05-28,29,18.0,,0.18,5.22
2021-05-29,4,18.0,,0.18,0.72
2021-05-30,4,18.0,,0.18,0.72
2021-05-31,5,18.0,,0.18,0.8999999999999999
2021-06-01,74,12.0,False,0.12,8.879999999999999
2021-06-02,34,12.0,,0.12,4.08
2021-06-03,67,12.0,,0.12,8.04
2021-06-04,66,12.0,,0.12,7.92
2021-06-05,27,12.0,,0.12,3.2399999999999998
2021-06-06,10,12.0,,0.12,1.2
2021-06-07,60,12.0,,0.12,7.199999999999999
2021-06-08,32,12.0,,0.12,3.84
2021-06-09,70,12.0,,0.12,8.4
2021-06-10,62,12.0,,0.12,7.4399999999999995
2021-06-11,70,12.0,,0.12,8.4
2021-06-12,17,12.0,,0.12,2.04
2021-06-13,13,12.0,,0.12,1.56
2021-06-14,41,12.0,,0.12,4.92
2021-06-15,55,12.0,,0.12,6.6
2021-06-16,70,12.0,,0.12,8.4
2021-06-17,48,12.0,,0.12,5.76
2021-06-18,40,12.0,,0.12,4.8
2021-06-19,13,12.0,,0.12,1.56
2021-06-20,0,12.0,,0.12,0.0
2021-06-21,47,12.0,,0.12,5.64
2021-06-22,66,12.0,,0.12,7.92
2021-06-23,100,12.0,,0.12,12.0
2021-06-24,97,12.0,,0.12,11.639999999999999
2021-06-25,91,12.0,,0.12,10.92
2021-06-26,17,12.0,,0.12,2.04
2021-06-27,7,12.0,,0.12,0.84
2021-06-28,57,12.0,,0.12,6.84
2021-06-29,63,12.0,,0.12,7.56
2021-06-30,55,12.0,,0.12,6.6
2021-07-01,16,13.0,False,0.13,2.08
2021-07-02,21,13.0,,0.13,2.73
2021-07-03,7,13.0,,0.13,0.91
2021-07-04,8,13.0,,0.13,1.04
2021-07-05,5,13.0,,0.13,0.65
2021-07-06,20,13.0,,0.13,2.6
2021-07-07,20,13.0,,0.13,2.6
2021-07-08,23,13.0,,0.13,2.99
2021-07-09,14,13.0,,0.13,1.82
2021-07-10,4,13.0,,0.13,0.52
2021-07-11,5,13.0,,0.13,0.65
2021-07-12,16,13.0,,0.13,2.08
2021-07-13,17,13.0,,0.13,2.21
2021-07-14,20,13.0,,0.13,2.6
2021-07-15,21,13.0,,0.13,2.73
2021-07-16,17,13.0,,0.13,2.21
2021-07-17,2,13.0,,0.13,0.26
2021-07-18,2,13.0,,0.13,0.26
2021-07-19,9,13.0,,0.13,1.17
2021-07-20,17,13.0,,0.13,2.21
2021-07-21,15,13.0,,0.13,1.9500000000000002
2021-07-22,95,13.0,,0.13,12.35
2021-07-23,100,13.0,,0.13,13.0
2021-07-24,12,13.0,,0.13,1.56
2021-07-25,6,13.0,,0.13,0.78
2021-07-26,25,13.0,,0.13,3.25
2021-07-27,25,13.0,,0.13,3.25
2021-07-28,35,13.0,,0.13,4.55
2021-07-29,21,13.0,,0.13,2.73
2021-07-30,18,13.0,,0.13,2.34
2021-07-31,6,13.0,,0.13,0.78
2021-08-01,0,9.0,False,0.09,0.0
2021-08-02,62,9.0,,0.09,5.58
2021-08-03,50,9.0,,0.09,4.5
2021-08-04,75,9.0,,0.09,6.75
2021-08-05,63,9.0,,0.09,5.67
2021-08-06,60,9.0,,0.09,5.3999999999999995
2021-08-07,0,9.0,,0.09,0.0
2021-08-08,26,9.0,,0.09,2.34
2021-08-09,81,9.0,,0.09,7.29
2021-08-10,72,9.0,,0.09,6.4799999999999995
2021-08-11,50,9.0,,0.09,4.5
2021-08-12,67,9.0,,0.09,6.029999999999999
2021-08-13,84,9.0,,0.09,7.56
2021-08-14,13,9.0,,0.09,1.17
2021-08-15,13,9.0,,0.09,1.17
2021-08-16,68,9.0,,0.09,6.12
2021-08-17,100,9.0,,0.09,9.0
2021-08-18,42,9.0,,0.09,3.78
2021-08-19,54,9.0,,0.09,4.859999999999999
2021-08-20,69,9.0,,0.09,6.21
2021-08-21,13,9.0,,0.09,1.17
2021-08-22,17,9.0,,0.09,1.53
2021-08-23,59,9.0,,0.09,5.31
2021-08-24,47,9.0,,0.09,4.2299999999999995
2021-08-25,53,9.0,,0.09,4.77
2021-08-26,64,9.0,,0.09,5.76
2021-08-27,59,9.0,,0.09,5.31
2021-08-28,9,9.0,,0.09,0.8099999999999999
2021-08-29,21,9.0,,0.09,1.89
2021-08-30,49,9.0,,0.09,4.41
2021-08-31,39,9.0,,0.09,3.51
2021-09-01,45,8.0,False,0.08,3.6
2021-09-02,43,8.0,,0.08,3.44
2021-09-03,49,8.0,,0.08,3.92
2021-09-04,0,8.0,,0.08,0.0
2021-09-05,17,8.0,,0.08,1.36
2021-09-06,10,8.0,,0.08,0.8
2021-09-07,57,8.0,,0.08,4.5600000000000005
2021-09-08,47,8.0,,0.08,3.7600000000000002
2021-09-09,66,8.0,,0.08,5.28
2021-09-10,74,8.0,,0.08,5.92
2021-09-11,16,8.0,,0.08,1.28
2021-09-12,16,8.0,,0.08,1.28
2021-09-13,57,8.0,,0.08,4.5600000000000005
2021-09-14,47,8.0,,0.08,3.7600000000000002
2021-09-15,70,8.0,,0.08,5.6000000000000005
2021-09-16,85,8.0,,0.08,6.8
2021-09-17,48,8.0,,0.08,3.84
2021-09-18,16,8.0,,0.08,1.28
2021-09-19,5,8.0,,0.08,0.4
2021-09-20,56,8.0,,0.08,4.48
2021-09-21,53,8.0,,0.08,4.24
2021-09-22,56,8.0,,0.08,4.48
2021-09-23,85,8.0,,0.08,6.8
2021-09-24,93,8.0,,0.08,7.44
2021-09-25,38,8.0,,0.08,3.04
2021-09-26,21,8.0,,0.08,1.68
2021-09-27,98,8.0,,0.08,7.84
2021-09-28,75,8.0,,0.08,6.0
2021-09-29,65,8.0,,0.08,5.2
2021-09-30,100,8.0,,0.08,8.0
2021-10-01,15,13.0,False,0.13,1.9500000000000002
2021-10-02,3,13.0,,0.13,0.39
2021-10-03,3,13.0,,0.13,0.39
2021-10-04,33,13.0,,0.13,4.29
2021-10-05,31,13.0,,0.13,4.03
2021-10-06,28,13.0,,0.13,3.64
2021-10-07,39,13.0,,0.13,5.07
2021-10-08,19,13.0,,0.13,2.47
2021-10-09,7,13.0,,0.13,0.91
2021-10-10,5,13.0,,0.13,0.65
2021-10-11,9,13.0,,0.13,1.17
2021-10-12,12,13.0,,0.13,1.56
2021-10-13,14,13.0,,0.13,1.82
2021-10-14,15,13.0,,0.13,1.9500000000000002
2021-10-15,15,13.0,,0.13,1.9500000000000002
2021-10-16,5,13.0,,0.13,0.65
2021-10-17,7,13.0,,0.13,0.91
2021-10-18,27,13.0,,0.13,3.5100000000000002
2021-10-19,20,13.0,,0.13,2.6
2021-10-20,22,13.0,,0.13,2.8600000000000003
2021-10-21,60,13.0,,0.13,7.800000000000001
2021-10-22,60,13.0,,0.13,7.800000000000001
2021-10-23,12,13.0,,0.13,1.56
2021-10-24,3,13.0,,0.13,0.39
2021-10-25,40,13.0,,0.13,5.2
2021-10-26,86,13.0,,0.13,11.18
2021-10-27,100,13.0,,0.13,13.0
2021-10-28,54,13.0,,0.13,7.0200000000000005
2021-10-29,27,13.0,,0.13,3.5100000000000002
2021-10-30,10,13.0,,0.13,1.3
2021-10-31,5,13.0,,0.13,0.65
2021-11-01,17,16.0,False,0.16,2.72
2021-11-02,12,16.0,,0.16,1.92
2021-11-03,15,16.0,,0.16,2.4
2021-11-04,15,16.0,,0.16,2.4
2021-11-05,15,16.0,,0.16,2.4
2021-11-06,4,16.0,,0.16,0.64
2021-11-07,3,16.0,,0.16,0.48
2021-11-08,17,16.0,,0.16,2.72
2021-11-09,9,16.0,,0.16,1.44
2021-11-10,14,16.0,,0.16,2.24
2021-11-11,10,16.0,,0.16,1.6
2021-11-12,12,16.0,,0.16,1.92
2021-11-13,2,16.0,,0.16,0.32
2021-11-14,2,16.0,,0.16,0.32
2021-11-15,12,16.0,,0.16,1.92
2021-11-16,10,16.0,,0.16,1.6
2021-11-17,10,16.0,,0.16,1.6
2021-11-18,15,16.0,,0.16,2.4
2021-11-19,15,16.0,,0.16,2.4
2021-11-20,3,16.0,,0.16,0.48
2021-11-21,4,16.0,,0.16,0.64
2021-11-22,15,16.0,,0.16,2.4
2021-11-23,9,16.0,,0.16,1.44
2021-11-24,9,16.0,,0.16,1.44
2021-11-25,1,16.0,,0.16,0.16
2021-11-26,12,16.0,,0.16,1.92
2021-11-27,3,16.0,,0.16,0.48
2021-11-28,2,16.0,,0.16,0.32
2021-11-29,100,16.0,,0.16,16.0
2021-11-30,50,16.0,,0.16,8.0
2021-12-01,100,13.0,False,0.13,13.0
2021-12-02,87,13.0,,0.13,11.31
2021-12-03,52,13.0,,0.13,6.76
2021-12-04,9,13.0,,0.13,1.17
2021-12-05,6,13.0,,0.13,0.78
2021-12-06,53,13.0,,0.13,6.890000000000001
2021-12-07,45,13.0,,0.13,5.8500000000000005
2021-12-08,41,13.0,,0.13,5.33
2021-12-09,66,13.0,,0.13,8.58
2021-12-10,47,13.0,,0.13,6.11
2021-12-11,15,13.0,,0.13,1.9500000000000002
2021-12-12,21,13.0,,0.13,2.73
2021-12-13,33,13.0,,0.13,4.29
2021-12-14,37,13.0,,0.13,4.8100000000000005
2021-12-15,37,13.0,,0.13,4.8100000000000005
2021-12-16,28,13.0,,0.13,3.64
2021-12-17,37,13.0,,0.13,4.8100000000000005
2021-12-18,16,13.0,,0.13,2.08
2021-12-19,7,13.0,,0.13,0.91
2021-12-20,31,13.0,,0.13,4.03
2021-12-21,22,13.0,,0.13,2.8600000000000003
2021-12-22,34,13.0,,0.13,4.42
2021-12-23,44,13.0,,0.13,5.720000000000001
2021-12-24,9,13.0,,0.13,1.17
2021-12-25,10,13.0,,0.13,1.3
2021-12-26,2,13.0,,0.13,0.26
2021-12-27,38,13.0,,0.13,4.94
2021-12-28,36,13.0,,0.13,4.68
2021-12-29,33,13.0,,0.13,4.29
2021-12-30,33,13.0,,0.13,4.29
2021-12-31,24,13.0,,0.13,3.12
