date,MC_unscaled,MC_monthly,isPartial,scale,MC
2021-04-09,78,90.0,,0.9,70.2
2021-04-10,85,90.0,,0.9,76.5
2021-04-11,87,90.0,,0.9,78.3
2021-04-12,78,90.0,,0.9,70.2
2021-04-13,81,90.0,,0.9,72.9
2021-04-14,84,90.0,,0.9,75.60000000000001
2021-04-15,85,90.0,,0.9,76.5
2021-04-16,82,90.0,,0.9,73.8
2021-04-17,83,90.0,,0.9,74.7
2021-04-18,87,90.0,,0.9,78.3
2021-04-19,79,90.0,,0.9,71.10000000000001
2021-04-20,77,90.0,,0.9,69.3
2021-04-21,100,90.0,,0.9,90.0
2021-04-22,94,90.0,,0.9,84.60000000000001
2021-04-23,78,90.0,,0.9,70.2
2021-04-24,82,90.0,,0.9,73.8
2021-04-25,91,90.0,,0.9,81.9
2021-04-26,81,90.0,,0.9,72.9
2021-04-27,76,90.0,,0.9,68.4
2021-04-28,88,90.0,,0.9,79.2
2021-04-29,85,90.0,,0.9,76.5
2021-04-30,77,90.0,,0.9,69.3
2021-05-01,67,97.0,False,0.97,64.99
2021-05-02,72,97.0,,0.97,69.84
2021-05-03,67,97.0,,0.97,64.99
2021-05-04,63,97.0,,0.97,61.11
2021-05-05,70,97.0,,0.97,67.89999999999999
2021-05-06,72,97.0,,0.97,69.84
2021-05-07,68,97.0,,0.97,65.96
2021-05-08,72,97.0,,0.97,69.84
2021-05-09,69,97.0,,0.97,66.92999999999999
2021-05-10,66,97.0,,0.97,64.02
2021-05-11,67,97.0,,0.97,64.99
2021-05-12,75,97.0,,0.97,72.75
2021-05-13,72,97.0,,0.97,69.84
2021-05-14,70,97.0,,0.97,67.89999999999999
2021-05-15,71,97.0,,0.97,68.87
2021-05-16,77,97.0,,0.97,74.69
2021-05-17,100,97.0,,0.97,97.0
2021-05-18,83,97.0,,0.97,80.50999999999999
2021-05-19,89,97.0,,0.97,86.33
2021-05-20,89,97.0,,0.97,86.33
2021-05-21,83,97.0,,0.97,80.50999999999999
2021-05-22,76,97.0,,0.97,73.72
2021-05-23,75,97.0,,0.97,72.75
2021-05-24,68,97.0,,0.97,65.96
2021-05-25,66,97.0,,0.97,64.02
2021-05-26,69,97.0,,0.97,66.92999999999999
2021-05-27,72,97.0,,0.97,69.84
2021-05-28,67,97.0,,0.97,64.99
2021-05-29,74,97.0,,0.97,71.78
2021-05-30,69,97.0,,0.97,66.92999999999999
2021-05-31,71,97.0,,0.97,68.87
2021-06-01,74,87.0,False,0.87,64.38
2021-06-02,73,87.0,,0.87,63.51
2021-06-03,70,87.0,,0.87,60.9
2021-06-04,74,87.0,,0.87,64.38
2021-06-05,75,87.0,,0.87,65.25
2021-06-06,80,87.0,,0.87,69.6
2021-06-07,73,87.0,,0.87,63.51
2021-06-08,78,87.0,,0.87,67.86
2021-06-09,75,87.0,,0.87,65.25
2021-06-10,75,87.0,,0.87,65.25
2021-06-11,80,87.0,,0.87,69.6
2021-06-12,81,87.0,,0.87,70.47
2021-06-13,81,87.0,,0.87,70.47
2021-06-14,74,87.0,,0.87,64.38
2021-06-15,73,87.0,,0.87,63.51
2021-06-16,72,87.0,,0.87,62.64
2021-06-17,71,87.0,,0.87,61.77
2021-06-18,79,87.0,,0.87,68.73
2021-06-19,78,87.0,,0.87,67.86
2021-06-20,76,87.0,,0.87,66.12
2021-06-21,100,87.0,,0.87,87.0
2021-06-22,74,87.0,,0.87,64.38
2021-06-23,72,87.0,,0.87,62.64
2021-06-24,75,87.0,,0.87,65.25
2021-06-25,78,87.0,,0.87,67.86
2021-06-26,78,87.0,,0.87,67.86
2021-06-27,79,87.0,,0.87,68.73
2021-06-28,90,87.0,,0.87,78.3
2021-06-29,80,87.0,,0.87,69.6
2021-06-30,72,87.0,,0.87,62.64
2021-07-01,78,88.0,False,0.88,68.64
2021-07-02,77,88.0,,0.88,67.76
2021-07-03,72,88.0,,0.88,63.36
2021-07-04,78,88.0,,0.88,68.64
2021-07-05,81,88.0,,0.88,71.28
2021-07-06,77,88.0,,0.88,67.76
2021-07-07,78,88.0,,0.88,68.64
2021-07-08,79,88.0,,0.88,69.52
2021-07-09,80,88.0,,0.88,70.4
2021-07-10,86,88.0,,0.88,75.68
2021-07-11,100,88.0,,0.88,88.0
2021-07-12,80,88.0,,0.88,70.4
2021-07-13,83,88.0,,0.88,73.04
2021-07-14,80,88.0,,0.88,70.4
2021-07-15,77,88.0,,0.88,67.76
2021-07-16,80,88.0,,0.88,70.4
2021-07-17,84,88.0,,0.88,73.92
2021-07-18,83,88.0,,0.88,73.04
2021-07-19,79,88.0,,0.88,69.52
2021-07-20,80,88.0,,0.88,70.4
2021-07-21,80,88.0,,0.88,70.4
2021-07-22,82,88.0,,0.88,72.16
2021-07-23,76,88.0,,0.88,66.88
2021-07-24,87,88.0,,0.88,76.56
2021-07-25,85,88.0,,0.88,74.8
2021-07-26,79,88.0,,0.88,69.52
2021-07-27,76,88.0,,0.88,66.88
2021-07-28,77,88.0,,0.88,67.76
2021-07-29,80,88.0,,0.88,70.4
2021-07-30,75,88.0,,0.88,66.0
2021-07-31,77,88.0,,0.88,67.76
2021-08-01,100,84.0,False,0.84,84.0
2021-08-02,93,84.0,,0.84,78.11999999999999
2021-08-03,91,84.0,,0.84,76.44
2021-08-04,93,84.0,,0.84,78.11999999999999
2021-08-05,90,84.0,,0.84,75.6
2021-08-06,92,84.0,,0.84,77.28
2021-08-07,97,84.0,,0.84,81.48
2021-08-08,97,84.0,,0.84,81.48
2021-08-09,88,84.0,,0.84,73.92
2021-08-10,91,84.0,,0.84,76.44
2021-08-11,85,84.0,,0.84,71.39999999999999
2021-08-12,90,84.0,,0.84,75.6
2021-08-13,89,84.0,,0.84,74.75999999999999
2021-08-14,87,84.0,,0.84,73.08
2021-08-15,96,84.0,,0.84,80.64
2021-08-16,90,84.0,,0.84,75.6
2021-08-17,86,84.0,,0.84,72.24
2021-08-18,86,84.0,,0.84,72.24
2021-08-19,87,84.0,,0.84,73.08
2021-08-20,81,84.0,,0.84,68.03999999999999
2021-08-21,81,84.0,,0.84,68.03999999999999
2021-08-22,90,84.0,,0.84,75.6
2021-08-23,81,84.0,,0.84,68.03999999999999
2021-08-24,88,84.0,,0.84,73.92
2021-08-25,86,84.0,,0.84,72.24
2021-08-26,91,84.0,,0.84,76.44
2021-08-27,83,84.0,,0.84,69.72
2021-08-28,92,84.0,,0.84,77.28
2021-08-29,90,84.0,,0.84,75.6
2021-08-30,81,84.0,,0.84,68.03999999999999
2021-08-31,82,84.0,,0.84,68.88
2021-09-01,84,76.0,False,0.76,63.84
2021-09-02,88,76.0,,0.76,66.88
2021-09-03,85,76.0,,0.76,64.6
2021-09-04,100,76.0,,0.76,76.0
2021-09-05,100,76.0,,0.76,76.0
2021-09-06,95,76.0,,0.76,72.2
2021-09-07,89,76.0,,0.76,67.64
2021-09-08,88,76.0,,0.76,66.88
2021-09-09,84,76.0,,0.76,63.84
2021-09-10,87,76.0,,0.76,66.12
2021-09-11,97,76.0,,0.76,73.72
2021-09-12,97,76.0,,0.76,73.72
2021-09-13,90,76.0,,0.76,68.4
2021-09-14,94,76.0,,0.76,71.44
2021-09-15,89,76.0,,0.76,67.64
2021-09-16,84,76.0,,0.76,63.84
2021-09-17,97,76.0,,0.76,73.72
2021-09-18,100,76.0,,0.76,76.0
2021-09-19,95,76.0,,0.76,72.2
2021-09-20,94,76.0,,0.76,71.44
2021-09-21,92,76.0,,0.76,69.92
2021-09-22,82,76.0,,0.76,62.32
2021-09-23,85,76.0,,0.76,64.6
2021-09-24,85,76.0,,0.76,64.6
2021-09-25,96,76.0,,0.76,72.96000000000001
2021-09-26,94,76.0,,0.76,71.44
2021-09-27,95,76.0,,0.76,72.2
2021-09-28,97,76.0,,0.76,73.72
2021-09-29,95,76.0,,0.76,72.2
2021-09-30,88,76.0,,0.76,66.88
2021-10-01,76,79.0,False,0.79,60.040000000000006
2021-10-02,83,79.0,,0.79,65.57000000000001
2021-10-03,82,79.0,,0.79,64.78
2021-10-04,82,79.0,,0.79,64.78
2021-10-05,77,79.0,,0.79,60.830000000000005
2021-10-06,74,79.0,,0.79,58.46
2021-10-07,76,79.0,,0.79,60.040000000000006
2021-10-08,78,79.0,,0.79,61.620000000000005
2021-10-09,81,79.0,,0.79,63.99
2021-10-10,82,79.0,,0.79,64.78
2021-10-11,89,79.0,,0.79,70.31
2021-10-12,76,79.0,,0.79,60.040000000000006
2021-10-13,87,79.0,,0.79,68.73
2021-10-14,86,79.0,,0.79,67.94
2021-10-15,86,79.0,,0.79,67.94
2021-10-16,98,79.0,,0.79,77.42
2021-10-17,97,79.0,,0.79,76.63000000000001
2021-10-18,94,79.0,,0.79,74.26
2021-10-19,88,79.0,,0.79,69.52000000000001
2021-10-20,78,79.0,,0.79,61.620000000000005
2021-10-21,77,79.0,,0.79,60.830000000000005
2021-10-22,79,79.0,,0.79,62.410000000000004
2021-10-23,100,79.0,,0.79,79.0
2021-10-24,93,79.0,,0.79,73.47
2021-10-25,78,79.0,,0.79,61.620000000000005
2021-10-26,84,79.0,,0.79,66.36
2021-10-27,73,79.0,,0.79,57.67
2021-10-28,76,79.0,,0.79,60.040000000000006
2021-10-29,87,79.0,,0.79,68.73
2021-10-30,77,79.0,,0.79,60.830000000000005
2021-10-31,90,79.0,,0.79,71.10000000000001
2021-11-01,86,76.0,False,0.76,65.36
2021-11-02,98,76.0,,0.76,74.48
2021-11-03,85,76.0,,0.76,64.6
2021-11-04,92,76.0,,0.76,69.92
2021-11-05,89,76.0,,0.76,67.64
2021-11-06,95,76.0,,0.76,72.2
2021-11-07,99,76.0,,0.76,75.24
2021-11-08,100,76.0,,0.76,76.0
2021-11-09,89,76.0,,0.76,67.64
2021-11-10,87,76.0,,0.76,66.12
2021-11-11,96,76.0,,0.76,72.96000000000001
2021-11-12,88,76.0,,0.76,66.88
2021-11-13,97,76.0,,0.76,73.72
2021-11-14,93,76.0,,0.76,70.68
2021-11-15,95,76.0,,0.76,72.2
2021-11-16,92,76.0,,0.76,69.92
2021-11-17,86,76.0,,0.76,65.36
2021-11-18,88,76.0,,0.76,66.88
2021-11-19,88,76.0,,0.76,66.88
2021-11-20,94,76.0,,0.76,71.44
2021-11-21,90,76.0,,0.76,68.4
2021-11-22,97,76.0,,0.76,73.72
2021-11-23,90,76.0,,0.76,68.4
2021-11-24,99,76.0,,0.76,75.24
2021-11-25,91,76.0,,0.76,69.16
2021-11-26,87,76.0,,0.76,66.12
2021-11-27,94,76.0,,0.76,71.44
2021-11-28,89,76.0,,0.76,67.64
2021-11-29,84,76.0,,0.76,63.84
2021-11-30,91,76.0,,0.76,69.16
2021-12-01,79,77.0,False,0.77,60.83
2021-12-02,80,77.0,,0.77,61.6
2021-12-03,90,77.0,,0.77,69.3
2021-12-04,99,77.0,,0.77,76.23
2021-12-05,100,77.0,,0.77,77.0
2021-12-06,83,77.0,,0.77,63.910000000000004
2021-12-07,83,77.0,,0.77,63.910000000000004
2021-12-08,83,77.0,,0.77,63.910000000000004
2021-12-09,80,77.0,,0.77,61.6
2021-12-10,84,77.0,,0.77,64.68
2021-12-11,88,77.0,,0.77,67.76
2021-12-12,86,77.0,,0.77,66.22
2021-12-13,79,77.0,,0.77,60.83
2021-12-14,85,77.0,,0.77,65.45
2021-12-15,80,77.0,,0.77,61.6
2021-12-16,88,77.0,,0.77,67.76
2021-12-17,83,77.0,,0.77,63.910000000000004
2021-12-18,90,77.0,,0.77,69.3
2021-12-19,88,77.0,,0.77,67.76
2021-12-20,84,77.0,,0.77,64.68
2021-12-21,89,77.0,,0.77,68.53
2021-12-22,83,77.0,,0.77,63.910000000000004
2021-12-23,83,77.0,,0.77,63.910000000000004
2021-12-24,85,77.0,,0.77,65.45
2021-12-25,100,77.0,,0.77,77.0
2021-12-26,91,77.0,,0.77,70.07000000000001
2021-12-27,85,77.0,,0.77,65.45
2021-12-28,86,77.0,,0.77,66.22
2021-12-29,83,77.0,,0.77,63.910000000000004
2021-12-30,91,77.0,,0.77,70.07000000000001
2021-12-31,80,77.0,,0.77,61.6
