date,QQQ_unscaled,QQQ_monthly,isPartial,scale,QQQ
2021-04-17,25,62.0,,0.62,15.5
2021-04-18,19,62.0,,0.62,11.78
2021-04-19,83,62.0,,0.62,51.46
2021-04-20,97,62.0,,0.62,60.14
2021-04-21,78,62.0,,0.62,48.36
2021-04-22,83,62.0,,0.62,51.46
2021-04-23,73,62.0,,0.62,45.26
2021-04-24,26,62.0,,0.62,16.12
2021-04-25,28,62.0,,0.62,17.36
2021-04-26,78,62.0,,0.62,48.36
2021-04-27,83,62.0,,0.62,51.46
2021-04-28,85,62.0,,0.62,52.7
2021-04-29,86,62.0,,0.62,53.32
2021-04-30,85,62.0,,0.62,52.7
2021-05-01,22,60.0,False,0.6,13.2
2021-05-02,19,60.0,,0.6,11.4
2021-05-03,61,60.0,,0.6,36.6
2021-05-04,78,60.0,,0.6,46.8
2021-05-05,71,60.0,,0.6,42.6
2021-05-06,66,60.0,,0.6,39.6
2021-05-07,55,60.0,,0.6,33.0
2021-05-08,19,60.0,,0.6,11.4
2021-05-09,17,60.0,,0.6,10.2
2021-05-10,70,60.0,,0.6,42.0
2021-05-11,100,60.0,,0.6,60.0
2021-05-12,95,60.0,,0.6,57.0
2021-05-13,75,60.0,,0.6,45.0
2021-05-14,74,60.0,,0.6,44.4
2021-05-15,20,60.0,,0.6,12.0
2021-05-16,13,60.0,,0.6,7.8
2021-05-17,56,60.0,,0.6,33.6
2021-05-18,59,60.0,,0.6,35.4
2021-05-19,66,60.0,,0.6,39.6
2021-05-20,66,60.0,,0.6,39.6
2021-05-21,67,60.0,,0.6,40.199999999999996
2021-05-22,18,60.0,,0.6,10.799999999999999
2021-05-23,11,60.0,,0.6,6.6
2021-05-24,55,60.0,,0.6,33.0
2021-05-25,61,60.0,,0.6,36.6
2021-05-26,55,60.0,,0.6,33.0
2021-05-27,59,60.0,,0.6,35.4
2021-05-28,51,60.0,,0.6,30.599999999999998
2021-05-29,16,60.0,,0.6,9.6
2021-05-30,12,60.0,,0.6,7.199999999999999
2021-05-31,15,60.0,,0.6,9.0
2021-06-01,67,53.0,False,0.53,35.510000000000005
2021-06-02,82,53.0,,0.53,43.46
2021-06-03,83,53.0,,0.53,43.99
2021-06-04,83,53.0,,0.53,43.99
2021-06-05,26,53.0,,0.53,13.780000000000001
2021-06-06,28,53.0,,0.53,14.84
2021-06-07,68,53.0,,0.53,36.04
2021-06-08,72,53.0,,0.53,38.160000000000004
2021-06-09,71,53.0,,0.53,37.63
2021-06-10,79,53.0,,0.53,41.870000000000005
2021-06-11,75,53.0,,0.53,39.75
2021-06-12,28,53.0,,0.53,14.84
2021-06-13,28,53.0,,0.53,14.84
2021-06-14,86,53.0,,0.53,45.580000000000005
2021-06-15,98,53.0,,0.53,51.940000000000005
2021-06-16,85,53.0,,0.53,45.050000000000004
2021-06-17,100,53.0,,0.53,53.0
2021-06-18,90,53.0,,0.53,47.7
2021-06-19,34,53.0,,0.53,18.02
2021-06-20,20,53.0,,0.53,10.600000000000001
2021-06-21,79,53.0,,0.53,41.870000000000005
2021-06-22,84,53.0,,0.53,44.52
2021-06-23,72,53.0,,0.53,38.160000000000004
2021-06-24,85,53.0,,0.53,45.050000000000004
2021-06-25,77,53.0,,0.53,40.81
2021-06-26,26,53.0,,0.53,13.780000000000001
2021-06-27,33,53.0,,0.53,17.490000000000002
2021-06-28,90,53.0,,0.53,47.7
2021-06-29,83,53.0,,0.53,43.99
2021-06-30,78,53.0,,0.53,41.34
2021-07-01,63,57.0,False,0.57,35.91
2021-07-02,79,57.0,,0.57,45.029999999999994
2021-07-03,33,57.0,,0.57,18.81
2021-07-04,19,57.0,,0.57,10.829999999999998
2021-07-05,24,57.0,,0.57,13.68
2021-07-06,79,57.0,,0.57,45.029999999999994
2021-07-07,72,57.0,,0.57,41.04
2021-07-08,77,57.0,,0.57,43.88999999999999
2021-07-09,71,57.0,,0.57,40.47
2021-07-10,27,57.0,,0.57,15.389999999999999
2021-07-11,25,57.0,,0.57,14.249999999999998
2021-07-12,69,57.0,,0.57,39.33
2021-07-13,92,57.0,,0.57,52.44
2021-07-14,86,57.0,,0.57,49.019999999999996
2021-07-15,82,57.0,,0.57,46.739999999999995
2021-07-16,58,57.0,,0.57,33.059999999999995
2021-07-17,21,57.0,,0.57,11.969999999999999
2021-07-18,22,57.0,,0.57,12.54
2021-07-19,91,57.0,,0.57,51.87
2021-07-20,82,57.0,,0.57,46.739999999999995
2021-07-21,84,57.0,,0.57,47.879999999999995
2021-07-22,61,57.0,,0.57,34.769999999999996
2021-07-23,75,57.0,,0.57,42.74999999999999
2021-07-24,29,57.0,,0.57,16.529999999999998
2021-07-25,25,57.0,,0.57,14.249999999999998
2021-07-26,68,57.0,,0.57,38.76
2021-07-27,100,57.0,,0.57,56.99999999999999
2021-07-28,78,57.0,,0.57,44.459999999999994
2021-07-29,80,57.0,,0.57,45.599999999999994
2021-07-30,82,57.0,,0.57,46.739999999999995
2021-07-31,25,57.0,,0.57,14.249999999999998
2021-08-01,20,55.0,False,0.55,11.0
2021-08-02,63,55.0,,0.55,34.650000000000006
2021-08-03,75,55.0,,0.55,41.25
2021-08-04,77,55.0,,0.55,42.35
2021-08-05,68,55.0,,0.55,37.400000000000006
2021-08-06,73,55.0,,0.55,40.150000000000006
2021-08-07,23,55.0,,0.55,12.65
2021-08-08,24,55.0,,0.55,13.200000000000001
2021-08-09,64,55.0,,0.55,35.2
2021-08-10,80,55.0,,0.55,44.0
2021-08-11,75,55.0,,0.55,41.25
2021-08-12,68,55.0,,0.55,37.400000000000006
2021-08-13,73,55.0,,0.55,40.150000000000006
2021-08-14,29,55.0,,0.55,15.950000000000001
2021-08-15,21,55.0,,0.55,11.55
2021-08-16,79,55.0,,0.55,43.45
2021-08-17,91,55.0,,0.55,50.050000000000004
2021-08-18,100,55.0,,0.55,55.00000000000001
2021-08-19,90,55.0,,0.55,49.50000000000001
2021-08-20,91,55.0,,0.55,50.050000000000004
2021-08-21,28,55.0,,0.55,15.400000000000002
2021-08-22,21,55.0,,0.55,11.55
2021-08-23,90,55.0,,0.55,49.50000000000001
2021-08-24,92,55.0,,0.55,50.6
2021-08-25,77,55.0,,0.55,42.35
2021-08-26,83,55.0,,0.55,45.650000000000006
2021-08-27,84,55.0,,0.55,46.2
2021-08-28,28,55.0,,0.55,15.400000000000002
2021-08-29,27,55.0,,0.55,14.850000000000001
2021-08-30,74,55.0,,0.55,40.7
2021-08-31,80,55.0,,0.55,44.0
2021-09-01,61,53.0,False,0.53,32.33
2021-09-02,52,53.0,,0.53,27.560000000000002
2021-09-03,50,53.0,,0.53,26.5
2021-09-04,20,53.0,,0.53,10.600000000000001
2021-09-05,16,53.0,,0.53,8.48
2021-09-06,23,53.0,,0.53,12.190000000000001
2021-09-07,55,53.0,,0.53,29.150000000000002
2021-09-08,58,53.0,,0.53,30.740000000000002
2021-09-09,55,53.0,,0.53,29.150000000000002
2021-09-10,55,53.0,,0.53,29.150000000000002
2021-09-11,19,53.0,,0.53,10.07
2021-09-12,15,53.0,,0.53,7.95
2021-09-13,62,53.0,,0.53,32.86
2021-09-14,58,53.0,,0.53,30.740000000000002
2021-09-15,56,53.0,,0.53,29.68
2021-09-16,67,53.0,,0.53,35.510000000000005
2021-09-17,65,53.0,,0.53,34.45
2021-09-18,30,53.0,,0.53,15.9
2021-09-19,17,53.0,,0.53,9.01
2021-09-20,93,53.0,,0.53,49.29
2021-09-21,83,53.0,,0.53,43.99
2021-09-22,62,53.0,,0.53,32.86
2021-09-23,63,53.0,,0.53,33.39
2021-09-24,60,53.0,,0.53,31.8
2021-09-25,21,53.0,,0.53,11.13
2021-09-26,12,53.0,,0.53,6.36
2021-09-27,53,53.0,,0.53,28.09
2021-09-28,100,53.0,,0.53,53.0
2021-09-29,73,53.0,,0.53,38.690000000000005
2021-09-30,75,53.0,,0.53,39.75
2021-10-01,73,55.0,False,0.55,40.150000000000006
2021-10-02,26,55.0,,0.55,14.3
2021-10-03,28,55.0,,0.55,15.400000000000002
2021-10-04,100,55.0,,0.55,55.00000000000001
2021-10-05,93,55.0,,0.55,51.150000000000006
2021-10-06,94,55.0,,0.55,51.7
2021-10-07,82,55.0,,0.55,45.1
2021-10-08,77,55.0,,0.55,42.35
2021-10-09,29,55.0,,0.55,15.950000000000001
2021-10-10,19,55.0,,0.55,10.450000000000001
2021-10-11,63,55.0,,0.55,34.650000000000006
2021-10-12,78,55.0,,0.55,42.900000000000006
2021-10-13,75,55.0,,0.55,41.25
2021-10-14,76,55.0,,0.55,41.800000000000004
2021-10-15,62,55.0,,0.55,34.1
2021-10-16,25,55.0,,0.55,13.750000000000002
2021-10-17,21,55.0,,0.55,11.55
2021-10-18,75,55.0,,0.55,41.25
2021-10-19,75,55.0,,0.55,41.25
2021-10-20,74,55.0,,0.55,40.7
2021-10-21,78,55.0,,0.55,42.900000000000006
2021-10-22,60,55.0,,0.55,33.0
2021-10-23,27,55.0,,0.55,14.850000000000001
2021-10-24,17,55.0,,0.55,9.350000000000001
2021-10-25,73,55.0,,0.55,40.150000000000006
2021-10-26,89,55.0,,0.55,48.95
2021-10-27,76,55.0,,0.55,41.800000000000004
2021-10-28,71,55.0,,0.55,39.050000000000004
2021-10-29,67,55.0,,0.55,36.85
2021-10-30,33,55.0,,0.55,18.150000000000002
2021-10-31,19,55.0,,0.55,10.450000000000001
2021-11-01,76,62.0,False,0.62,47.12
2021-11-02,78,62.0,,0.62,48.36
2021-11-03,71,62.0,,0.62,44.02
2021-11-04,83,62.0,,0.62,51.46
2021-11-05,81,62.0,,0.62,50.22
2021-11-06,30,62.0,,0.62,18.6
2021-11-07,23,62.0,,0.62,14.26
2021-11-08,71,62.0,,0.62,44.02
2021-11-09,75,62.0,,0.62,46.5
2021-11-10,88,62.0,,0.62,54.56
2021-11-11,72,62.0,,0.62,44.64
2021-11-12,80,62.0,,0.62,49.6
2021-11-13,25,62.0,,0.62,15.5
2021-11-14,21,62.0,,0.62,13.02
2021-11-15,71,62.0,,0.62,44.02
2021-11-16,79,62.0,,0.62,48.98
2021-11-17,71,62.0,,0.62,44.02
2021-11-18,79,62.0,,0.62,48.98
2021-11-19,83,62.0,,0.62,51.46
2021-11-20,31,62.0,,0.62,19.22
2021-11-21,30,62.0,,0.62,18.6
2021-11-22,89,62.0,,0.62,55.18
2021-11-23,88,62.0,,0.62,54.56
2021-11-24,82,62.0,,0.62,50.839999999999996
2021-11-25,33,62.0,,0.62,20.46
2021-11-26,93,62.0,,0.62,57.66
2021-11-27,41,62.0,,0.62,25.419999999999998
2021-11-28,29,62.0,,0.62,17.98
2021-11-29,86,62.0,,0.62,53.32
2021-11-30,100,62.0,,0.62,62.0
2021-12-01,77,77.0,False,0.77,59.29
2021-12-02,94,77.0,,0.77,72.38
2021-12-03,96,77.0,,0.77,73.92
2021-12-04,30,77.0,,0.77,23.1
2021-12-05,25,77.0,,0.77,19.25
2021-12-06,83,77.0,,0.77,63.910000000000004
2021-12-07,86,77.0,,0.77,66.22
2021-12-08,93,77.0,,0.77,71.61
2021-12-09,84,77.0,,0.77,64.68
2021-12-10,89,77.0,,0.77,68.53
2021-12-11,27,77.0,,0.77,20.79
2021-12-12,18,77.0,,0.77,13.86
2021-12-13,72,77.0,,0.77,55.44
2021-12-14,78,77.0,,0.77,60.06
2021-12-15,100,77.0,,0.77,77.0
2021-12-16,100,77.0,,0.77,77.0
2021-12-17,88,77.0,,0.77,67.76
2021-12-18,25,77.0,,0.77,19.25
2021-12-19,18,77.0,,0.77,13.86
2021-12-20,92,77.0,,0.77,70.84
2021-12-21,80,77.0,,0.77,61.6
2021-12-22,86,77.0,,0.77,66.22
2021-12-23,76,77.0,,0.77,58.52
2021-12-24,29,77.0,,0.77,22.330000000000002
2021-12-25,19,77.0,,0.77,14.63
2021-12-26,24,77.0,,0.77,18.48
2021-12-27,82,77.0,,0.77,63.14
2021-12-28,80,77.0,,0.77,61.6
2021-12-29,68,77.0,,0.77,52.36
2021-12-30,61,77.0,,0.77,46.97
2021-12-31,60,77.0,,0.77,46.2
