date,TQQQ_unscaled,TQQQ_monthly,isPartial,scale,TQQQ
2021-04-30,61,54.0,,0.54,32.940000000000005
2021-05-01,12,54.0,False,0.54,6.48
2021-05-02,8,54.0,,0.54,4.32
2021-05-03,44,54.0,,0.54,23.76
2021-05-04,87,54.0,,0.54,46.980000000000004
2021-05-05,66,54.0,,0.54,35.64
2021-05-06,79,54.0,,0.54,42.660000000000004
2021-05-07,60,54.0,,0.54,32.400000000000006
2021-05-08,14,54.0,,0.54,7.5600000000000005
2021-05-09,7,54.0,,0.54,3.7800000000000002
2021-05-10,78,54.0,,0.54,42.120000000000005
2021-05-11,80,54.0,,0.54,43.2
2021-05-12,100,54.0,,0.54,54.0
2021-05-13,75,54.0,,0.54,40.5
2021-05-14,86,54.0,,0.54,46.440000000000005
2021-05-15,19,54.0,,0.54,10.260000000000002
2021-05-16,7,54.0,,0.54,3.7800000000000002
2021-05-17,54,54.0,,0.54,29.160000000000004
2021-05-18,51,54.0,,0.54,27.540000000000003
2021-05-19,78,54.0,,0.54,42.120000000000005
2021-05-20,79,54.0,,0.54,42.660000000000004
2021-05-21,60,54.0,,0.54,32.400000000000006
2021-05-22,9,54.0,,0.54,4.86
2021-05-23,8,54.0,,0.54,4.32
2021-05-24,65,54.0,,0.54,35.1
2021-05-25,55,54.0,,0.54,29.700000000000003
2021-05-26,50,54.0,,0.54,27.0
2021-05-27,40,54.0,,0.54,21.6
2021-05-28,56,54.0,,0.54,30.240000000000002
2021-05-29,14,54.0,,0.54,7.5600000000000005
2021-05-30,16,54.0,,0.54,8.64
2021-05-31,11,54.0,,0.54,5.94
2021-06-01,79,44.0,False,0.44,34.76
2021-06-02,72,44.0,,0.44,31.68
2021-06-03,66,44.0,,0.44,29.04
2021-06-04,59,44.0,,0.44,25.96
2021-06-05,26,44.0,,0.44,11.44
2021-06-06,8,44.0,,0.44,3.52
2021-06-07,54,44.0,,0.44,23.76
2021-06-08,82,44.0,,0.44,36.08
2021-06-09,88,44.0,,0.44,38.72
2021-06-10,60,44.0,,0.44,26.4
2021-06-11,72,44.0,,0.44,31.68
2021-06-12,18,44.0,,0.44,7.92
2021-06-13,10,44.0,,0.44,4.4
2021-06-14,92,44.0,,0.44,40.48
2021-06-15,72,44.0,,0.44,31.68
2021-06-16,47,44.0,,0.44,20.68
2021-06-17,70,44.0,,0.44,30.8
2021-06-18,100,44.0,,0.44,44.0
2021-06-19,20,44.0,,0.44,8.8
2021-06-20,10,44.0,,0.44,4.4
2021-06-21,58,44.0,,0.44,25.52
2021-06-22,64,44.0,,0.44,28.16
2021-06-23,76,44.0,,0.44,33.44
2021-06-24,61,44.0,,0.44,26.84
2021-06-25,70,44.0,,0.44,30.8
2021-06-26,10,44.0,,0.44,4.4
2021-06-27,14,44.0,,0.44,6.16
2021-06-28,71,44.0,,0.44,31.24
2021-06-29,91,44.0,,0.44,40.04
2021-06-30,53,44.0,,0.44,23.32
2021-07-01,62,50.0,False,0.5,31.0
2021-07-02,56,50.0,,0.5,28.0
2021-07-03,20,50.0,,0.5,10.0
2021-07-04,11,50.0,,0.5,5.5
2021-07-05,14,50.0,,0.5,7.0
2021-07-06,52,50.0,,0.5,26.0
2021-07-07,70,50.0,,0.5,35.0
2021-07-08,75,50.0,,0.5,37.5
2021-07-09,60,50.0,,0.5,30.0
2021-07-10,19,50.0,,0.5,9.5
2021-07-11,12,50.0,,0.5,6.0
2021-07-12,74,50.0,,0.5,37.0
2021-07-13,77,50.0,,0.5,38.5
2021-07-14,79,50.0,,0.5,39.5
2021-07-15,64,50.0,,0.5,32.0
2021-07-16,59,50.0,,0.5,29.5
2021-07-17,15,50.0,,0.5,7.5
2021-07-18,12,50.0,,0.5,6.0
2021-07-19,100,50.0,,0.5,50.0
2021-07-20,94,50.0,,0.5,47.0
2021-07-21,67,50.0,,0.5,33.5
2021-07-22,59,50.0,,0.5,29.5
2021-07-23,85,50.0,,0.5,42.5
2021-07-24,31,50.0,,0.5,15.5
2021-07-25,22,50.0,,0.5,11.0
2021-07-26,53,50.0,,0.5,26.5
2021-07-27,99,50.0,,0.5,49.5
2021-07-28,78,50.0,,0.5,39.0
2021-07-29,78,50.0,,0.5,39.0
2021-07-30,97,50.0,,0.5,48.5
2021-07-31,15,50.0,,0.5,7.5
2021-08-01,13,44.0,False,0.44,5.72
2021-08-02,80,44.0,,0.44,35.2
2021-08-03,91,44.0,,0.44,40.04
2021-08-04,79,44.0,,0.44,34.76
2021-08-05,85,44.0,,0.44,37.4
2021-08-06,82,44.0,,0.44,36.08
2021-08-07,18,44.0,,0.44,7.92
2021-08-08,15,44.0,,0.44,6.6
2021-08-09,75,44.0,,0.44,33.0
2021-08-10,62,44.0,,0.44,27.28
2021-08-11,69,44.0,,0.44,30.36
2021-08-12,60,44.0,,0.44,26.4
2021-08-13,49,44.0,,0.44,21.56
2021-08-14,6,44.0,,0.44,2.64
2021-08-15,15,44.0,,0.44,6.6
2021-08-16,69,44.0,,0.44,30.36
2021-08-17,89,44.0,,0.44,39.160000000000004
2021-08-18,94,44.0,,0.44,41.36
2021-08-19,99,44.0,,0.44,43.56
2021-08-20,73,44.0,,0.44,32.12
2021-08-21,20,44.0,,0.44,8.8
2021-08-22,15,44.0,,0.44,6.6
2021-08-23,81,44.0,,0.44,35.64
2021-08-24,100,44.0,,0.44,44.0
2021-08-25,84,44.0,,0.44,36.96
2021-08-26,58,44.0,,0.44,25.52
2021-08-27,83,44.0,,0.44,36.52
2021-08-28,20,44.0,,0.44,8.8
2021-08-29,27,44.0,,0.44,11.88
2021-08-30,76,44.0,,0.44,33.44
2021-08-31,60,44.0,,0.44,26.4
2021-09-01,37,47.0,False,0.47,17.39
2021-09-02,53,47.0,,0.47,24.91
2021-09-03,44,47.0,,0.47,20.68
2021-09-04,14,47.0,,0.47,6.58
2021-09-05,18,47.0,,0.47,8.459999999999999
2021-09-06,11,47.0,,0.47,5.17
2021-09-07,47,47.0,,0.47,22.09
2021-09-08,38,47.0,,0.47,17.86
2021-09-09,36,47.0,,0.47,16.919999999999998
2021-09-10,56,47.0,,0.47,26.32
2021-09-11,16,47.0,,0.47,7.52
2021-09-12,8,47.0,,0.47,3.76
2021-09-13,31,47.0,,0.47,14.569999999999999
2021-09-14,37,47.0,,0.47,17.39
2021-09-15,39,47.0,,0.47,18.33
2021-09-16,40,47.0,,0.47,18.799999999999997
2021-09-17,47,47.0,,0.47,22.09
2021-09-18,14,47.0,,0.47,6.58
2021-09-19,6,47.0,,0.47,2.82
2021-09-20,100,47.0,,0.47,47.0
2021-09-21,73,47.0,,0.47,34.309999999999995
2021-09-22,48,47.0,,0.47,22.56
2021-09-23,53,47.0,,0.47,24.91
2021-09-24,44,47.0,,0.47,20.68
2021-09-25,6,47.0,,0.47,2.82
2021-09-26,9,47.0,,0.47,4.2299999999999995
2021-09-27,40,47.0,,0.47,18.799999999999997
2021-09-28,71,47.0,,0.47,33.37
2021-09-29,72,47.0,,0.47,33.839999999999996
2021-09-30,69,47.0,,0.47,32.43
2021-10-01,54,55.0,False,0.55,29.700000000000003
2021-10-02,19,55.0,,0.55,10.450000000000001
2021-10-03,7,55.0,,0.55,3.8500000000000005
2021-10-04,100,55.0,,0.55,55.00000000000001
2021-10-05,81,55.0,,0.55,44.550000000000004
2021-10-06,61,55.0,,0.55,33.550000000000004
2021-10-07,86,55.0,,0.55,47.300000000000004
2021-10-08,69,55.0,,0.55,37.95
2021-10-09,17,55.0,,0.55,9.350000000000001
2021-10-10,3,55.0,,0.55,1.6500000000000001
2021-10-11,77,55.0,,0.55,42.35
2021-10-12,54,55.0,,0.55,29.700000000000003
2021-10-13,58,55.0,,0.55,31.900000000000002
2021-10-14,58,55.0,,0.55,31.900000000000002
2021-10-15,65,55.0,,0.55,35.75
2021-10-16,13,55.0,,0.55,7.15
2021-10-17,3,55.0,,0.55,1.6500000000000001
2021-10-18,59,55.0,,0.55,32.45
2021-10-19,76,55.0,,0.55,41.800000000000004
2021-10-20,53,55.0,,0.55,29.150000000000002
2021-10-21,52,55.0,,0.55,28.6
2021-10-22,75,55.0,,0.55,41.25
2021-10-23,8,55.0,,0.55,4.4
2021-10-24,14,55.0,,0.55,7.700000000000001
2021-10-25,55,55.0,,0.55,30.250000000000004
2021-10-26,79,55.0,,0.55,43.45
2021-10-27,56,55.0,,0.55,30.800000000000004
2021-10-28,64,55.0,,0.55,35.2
2021-10-29,67,55.0,,0.55,36.85
2021-10-30,28,55.0,,0.55,15.400000000000002
2021-10-31,13,55.0,,0.55,7.15
2021-11-01,67,64.0,False,0.64,42.88
2021-11-02,61,64.0,,0.64,39.04
2021-11-03,70,64.0,,0.64,44.800000000000004
2021-11-04,89,64.0,,0.64,56.96
2021-11-05,77,64.0,,0.64,49.28
2021-11-06,13,64.0,,0.64,8.32
2021-11-07,14,64.0,,0.64,8.96
2021-11-08,69,64.0,,0.64,44.160000000000004
2021-11-09,66,64.0,,0.64,42.24
2021-11-10,75,64.0,,0.64,48.0
2021-11-11,66,64.0,,0.64,42.24
2021-11-12,78,64.0,,0.64,49.92
2021-11-13,19,64.0,,0.64,12.16
2021-11-14,15,64.0,,0.64,9.6
2021-11-15,55,64.0,,0.64,35.2
2021-11-16,60,64.0,,0.64,38.4
2021-11-17,56,64.0,,0.64,35.84
2021-11-18,87,64.0,,0.64,55.68
2021-11-19,62,64.0,,0.64,39.68
2021-11-20,15,64.0,,0.64,9.6
2021-11-21,10,64.0,,0.64,6.4
2021-11-22,88,64.0,,0.64,56.32
2021-11-23,76,64.0,,0.64,48.64
2021-11-24,69,64.0,,0.64,44.160000000000004
2021-11-25,20,64.0,,0.64,12.8
2021-11-26,85,64.0,,0.64,54.4
2021-11-27,16,64.0,,0.64,10.24
2021-11-28,14,64.0,,0.64,8.96
2021-11-29,83,64.0,,0.64,53.120000000000005
2021-11-30,100,64.0,,0.64,64.0
2021-12-01,81,74.0,False,0.74,59.94
2021-12-02,83,74.0,,0.74,61.42
2021-12-03,81,74.0,,0.74,59.94
2021-12-04,28,74.0,,0.74,20.72
2021-12-05,16,74.0,,0.74,11.84
2021-12-06,94,74.0,,0.74,69.56
2021-12-07,75,74.0,,0.74,55.5
2021-12-08,86,74.0,,0.74,63.64
2021-12-09,70,74.0,,0.74,51.8
2021-12-10,73,74.0,,0.74,54.019999999999996
2021-12-11,14,74.0,,0.74,10.36
2021-12-12,10,74.0,,0.74,7.4
2021-12-13,62,74.0,,0.74,45.88
2021-12-14,73,74.0,,0.74,54.019999999999996
2021-12-15,83,74.0,,0.74,61.42
2021-12-16,100,74.0,,0.74,74.0
2021-12-17,74,74.0,,0.74,54.76
2021-12-18,22,74.0,,0.74,16.28
2021-12-19,10,74.0,,0.74,7.4
2021-12-20,80,74.0,,0.74,59.2
2021-12-21,87,74.0,,0.74,64.38
2021-12-22,82,74.0,,0.74,60.68
2021-12-23,90,74.0,,0.74,66.6
2021-12-24,30,74.0,,0.74,22.2
2021-12-25,17,74.0,,0.74,12.58
2021-12-26,14,74.0,,0.74,10.36
2021-12-27,75,74.0,,0.74,55.5
2021-12-28,71,74.0,,0.74,52.54
2021-12-29,71,74.0,,0.74,52.54
2021-12-30,68,74.0,,0.74,50.32
2021-12-31,62,74.0,,0.74,45.88
