date,ET_unscaled,ET_monthly,isPartial,scale,ET
2021-03-07,73,83.0,,0.83,60.589999999999996
2021-03-08,84,83.0,,0.83,69.72
2021-03-09,78,83.0,,0.83,64.74
2021-03-10,78,83.0,,0.83,64.74
2021-03-11,78,83.0,,0.83,64.74
2021-03-12,67,83.0,,0.83,55.61
2021-03-13,68,83.0,,0.83,56.44
2021-03-14,75,83.0,,0.83,62.25
2021-03-15,96,83.0,,0.83,79.67999999999999
2021-03-16,92,83.0,,0.83,76.36
2021-03-17,76,83.0,,0.83,63.08
2021-03-18,100,83.0,,0.83,83.0
2021-03-19,72,83.0,,0.83,59.76
2021-03-20,69,83.0,,0.83,57.269999999999996
2021-03-21,64,83.0,,0.83,53.12
2021-03-22,77,83.0,,0.83,63.91
2021-03-23,77,83.0,,0.83,63.91
2021-03-24,77,83.0,,0.83,63.91
2021-03-25,87,83.0,,0.83,72.21
2021-03-26,76,83.0,,0.83,63.08
2021-03-27,66,83.0,,0.83,54.779999999999994
2021-03-28,70,83.0,,0.83,58.099999999999994
2021-03-29,75,83.0,,0.83,62.25
2021-03-30,86,83.0,,0.83,71.38
2021-03-31,75,83.0,,0.83,62.25
2021-04-01,76,84.0,False,0.84,63.839999999999996
2021-04-02,70,84.0,,0.84,58.8
2021-04-03,62,84.0,,0.84,52.08
2021-04-04,73,84.0,,0.84,61.32
2021-04-05,76,84.0,,0.84,63.839999999999996
2021-04-06,80,84.0,,0.84,67.2
2021-04-07,81,84.0,,0.84,68.03999999999999
2021-04-08,78,84.0,,0.84,65.52
2021-04-09,75,84.0,,0.84,63.0
2021-04-10,66,84.0,,0.84,55.44
2021-04-11,75,84.0,,0.84,63.0
2021-04-12,83,84.0,,0.84,69.72
2021-04-13,79,84.0,,0.84,66.36
2021-04-14,73,84.0,,0.84,61.32
2021-04-15,79,84.0,,0.84,66.36
2021-04-16,74,84.0,,0.84,62.16
2021-04-17,82,84.0,,0.84,68.88
2021-04-18,91,84.0,,0.84,76.44
2021-04-19,81,84.0,,0.84,68.03999999999999
2021-04-20,100,84.0,,0.84,84.0
2021-04-21,80,84.0,,0.84,67.2
2021-04-22,91,84.0,,0.84,76.44
2021-04-23,77,84.0,,0.84,64.67999999999999
2021-04-24,70,84.0,,0.84,58.8
2021-04-25,77,84.0,,0.84,64.67999999999999
2021-04-26,80,84.0,,0.84,67.2
2021-04-27,84,84.0,,0.84,70.56
2021-04-28,81,84.0,,0.84,68.03999999999999
2021-04-29,99,84.0,,0.84,83.16
2021-04-30,77,84.0,,0.84,64.67999999999999
2021-05-01,76,90.0,False,0.9,68.4
2021-05-02,73,90.0,,0.9,65.7
2021-05-03,78,90.0,,0.9,70.2
2021-05-04,88,90.0,,0.9,79.2
2021-05-05,81,90.0,,0.9,72.9
2021-05-06,91,90.0,,0.9,81.9
2021-05-07,92,90.0,,0.9,82.8
2021-05-08,90,90.0,,0.9,81.0
2021-05-09,89,90.0,,0.9,80.10000000000001
2021-05-10,100,90.0,,0.9,90.0
2021-05-11,92,90.0,,0.9,82.8
2021-05-12,97,90.0,,0.9,87.3
2021-05-13,84,90.0,,0.9,75.60000000000001
2021-05-14,85,90.0,,0.9,76.5
2021-05-15,76,90.0,,0.9,68.4
2021-05-16,75,90.0,,0.9,67.5
2021-05-17,80,90.0,,0.9,72.0
2021-05-18,82,90.0,,0.9,73.8
2021-05-19,92,90.0,,0.9,82.8
2021-05-20,91,90.0,,0.9,81.9
2021-05-21,99,90.0,,0.9,89.10000000000001
2021-05-22,73,90.0,,0.9,65.7
2021-05-23,82,90.0,,0.9,73.8
2021-05-24,99,90.0,,0.9,89.10000000000001
2021-05-25,97,90.0,,0.9,87.3
2021-05-26,98,90.0,,0.9,88.2
2021-05-27,80,90.0,,0.9,72.0
2021-05-28,74,90.0,,0.9,66.60000000000001
2021-05-29,70,90.0,,0.9,63.0
2021-05-30,78,90.0,,0.9,70.2
2021-05-31,88,90.0,,0.9,79.2
2021-06-01,72,87.0,False,0.87,62.64
2021-06-02,75,87.0,,0.87,65.25
2021-06-03,78,87.0,,0.87,67.86
2021-06-04,70,87.0,,0.87,60.9
2021-06-05,56,87.0,,0.87,48.72
2021-06-06,92,87.0,,0.87,80.04
2021-06-07,100,87.0,,0.87,87.0
2021-06-08,86,87.0,,0.87,74.82
2021-06-09,71,87.0,,0.87,61.77
2021-06-10,78,87.0,,0.87,67.86
2021-06-11,74,87.0,,0.87,64.38
2021-06-12,80,87.0,,0.87,69.6
2021-06-13,76,87.0,,0.87,66.12
2021-06-14,70,87.0,,0.87,60.9
2021-06-15,80,87.0,,0.87,69.6
2021-06-16,72,87.0,,0.87,62.64
2021-06-17,72,87.0,,0.87,62.64
2021-06-18,69,87.0,,0.87,60.03
2021-06-19,66,87.0,,0.87,57.42
2021-06-20,66,87.0,,0.87,57.42
2021-06-21,70,87.0,,0.87,60.9
2021-06-22,71,87.0,,0.87,61.77
2021-06-23,87,87.0,,0.87,75.69
2021-06-24,68,87.0,,0.87,59.16
2021-06-25,67,87.0,,0.87,58.29
2021-06-26,61,87.0,,0.87,53.07
2021-06-27,60,87.0,,0.87,52.2
2021-06-28,64,87.0,,0.87,55.68
2021-06-29,65,87.0,,0.87,56.55
2021-06-30,70,87.0,,0.87,60.9
2021-07-01,85,78.0,False,0.78,66.3
2021-07-02,82,78.0,,0.78,63.96
2021-07-03,73,78.0,,0.78,56.940000000000005
2021-07-04,78,78.0,,0.78,60.84
2021-07-05,73,78.0,,0.78,56.940000000000005
2021-07-06,79,78.0,,0.78,61.620000000000005
2021-07-07,79,78.0,,0.78,61.620000000000005
2021-07-08,82,78.0,,0.78,63.96
2021-07-09,92,78.0,,0.78,71.76
2021-07-10,85,78.0,,0.78,66.3
2021-07-11,85,78.0,,0.78,66.3
2021-07-12,84,78.0,,0.78,65.52
2021-07-13,93,78.0,,0.78,72.54
2021-07-14,86,78.0,,0.78,67.08
2021-07-15,87,78.0,,0.78,67.86
2021-07-16,89,78.0,,0.78,69.42
2021-07-17,83,78.0,,0.78,64.74000000000001
2021-07-18,80,78.0,,0.78,62.400000000000006
2021-07-19,89,78.0,,0.78,69.42
2021-07-20,90,78.0,,0.78,70.2
2021-07-21,94,78.0,,0.78,73.32000000000001
2021-07-22,100,78.0,,0.78,78.0
2021-07-23,95,78.0,,0.78,74.10000000000001
2021-07-24,76,78.0,,0.78,59.28
2021-07-25,71,78.0,,0.78,55.38
2021-07-26,81,78.0,,0.78,63.18
2021-07-27,89,78.0,,0.78,69.42
2021-07-28,89,78.0,,0.78,69.42
2021-07-29,94,78.0,,0.78,73.32000000000001
2021-07-30,87,78.0,,0.78,67.86
2021-07-31,73,78.0,,0.78,56.940000000000005
2021-08-01,82,84.0,False,0.84,68.88
2021-08-02,80,84.0,,0.84,67.2
2021-08-03,81,84.0,,0.84,68.03999999999999
2021-08-04,84,84.0,,0.84,70.56
2021-08-05,87,84.0,,0.84,73.08
2021-08-06,80,84.0,,0.84,67.2
2021-08-07,73,84.0,,0.84,61.32
2021-08-08,85,84.0,,0.84,71.39999999999999
2021-08-09,77,84.0,,0.84,64.67999999999999
2021-08-10,82,84.0,,0.84,68.88
2021-08-11,87,84.0,,0.84,73.08
2021-08-12,79,84.0,,0.84,66.36
2021-08-13,79,84.0,,0.84,66.36
2021-08-14,77,84.0,,0.84,64.67999999999999
2021-08-15,73,84.0,,0.84,61.32
2021-08-16,84,84.0,,0.84,70.56
2021-08-17,79,84.0,,0.84,66.36
2021-08-18,78,84.0,,0.84,65.52
2021-08-19,87,84.0,,0.84,73.08
2021-08-20,83,84.0,,0.84,69.72
2021-08-21,80,84.0,,0.84,67.2
2021-08-22,82,84.0,,0.84,68.88
2021-08-23,85,84.0,,0.84,71.39999999999999
2021-08-24,84,84.0,,0.84,70.56
2021-08-25,88,84.0,,0.84,73.92
2021-08-26,87,84.0,,0.84,73.08
2021-08-27,88,84.0,,0.84,73.92
2021-08-28,72,84.0,,0.84,60.48
2021-08-29,95,84.0,,0.84,79.8
2021-08-30,100,84.0,,0.84,84.0
2021-08-31,82,84.0,,0.84,68.88
2021-09-01,73,92.0,False,0.92,67.16
2021-09-02,81,92.0,,0.92,74.52000000000001
2021-09-03,83,92.0,,0.92,76.36
2021-09-04,72,92.0,,0.92,66.24000000000001
2021-09-05,66,92.0,,0.92,60.720000000000006
2021-09-06,65,92.0,,0.92,59.800000000000004
2021-09-07,77,92.0,,0.92,70.84
2021-09-08,77,92.0,,0.92,70.84
2021-09-09,85,92.0,,0.92,78.2
2021-09-10,88,92.0,,0.92,80.96000000000001
2021-09-11,72,92.0,,0.92,66.24000000000001
2021-09-12,84,92.0,,0.92,77.28
2021-09-13,90,92.0,,0.92,82.8
2021-09-14,93,92.0,,0.92,85.56
2021-09-15,90,92.0,,0.92,82.8
2021-09-16,89,92.0,,0.92,81.88000000000001
2021-09-17,75,92.0,,0.92,69.0
2021-09-18,71,92.0,,0.92,65.32000000000001
2021-09-19,76,92.0,,0.92,69.92
2021-09-20,81,92.0,,0.92,74.52000000000001
2021-09-21,84,92.0,,0.92,77.28
2021-09-22,81,92.0,,0.92,74.52000000000001
2021-09-23,95,92.0,,0.92,87.4
2021-09-24,92,92.0,,0.92,84.64
2021-09-25,78,92.0,,0.92,71.76
2021-09-26,72,92.0,,0.92,66.24000000000001
2021-09-27,98,92.0,,0.92,90.16000000000001
2021-09-28,100,92.0,,0.92,92.0
2021-09-29,97,92.0,,0.92,89.24000000000001
2021-09-30,85,92.0,,0.92,78.2
2021-10-01,80,97.0,False,0.97,77.6
2021-10-02,70,97.0,,0.97,67.89999999999999
2021-10-03,67,97.0,,0.97,64.99
2021-10-04,76,97.0,,0.97,73.72
2021-10-05,99,97.0,,0.97,96.03
2021-10-06,86,97.0,,0.97,83.42
2021-10-07,80,97.0,,0.97,77.6
2021-10-08,79,97.0,,0.97,76.63
2021-10-09,80,97.0,,0.97,77.6
2021-10-10,78,97.0,,0.97,75.66
2021-10-11,77,97.0,,0.97,74.69
2021-10-12,89,97.0,,0.97,86.33
2021-10-13,87,97.0,,0.97,84.39
2021-10-14,86,97.0,,0.97,83.42
2021-10-15,91,97.0,,0.97,88.27
2021-10-16,78,97.0,,0.97,75.66
2021-10-17,80,97.0,,0.97,77.6
2021-10-18,89,97.0,,0.97,86.33
2021-10-19,100,97.0,,0.97,97.0
2021-10-20,93,97.0,,0.97,90.21
2021-10-21,98,97.0,,0.97,95.06
2021-10-22,96,97.0,,0.97,93.12
2021-10-23,89,97.0,,0.97,86.33
2021-10-24,76,97.0,,0.97,73.72
2021-10-25,95,97.0,,0.97,92.14999999999999
2021-10-26,96,97.0,,0.97,93.12
2021-10-27,87,97.0,,0.97,84.39
2021-10-28,88,97.0,,0.97,85.36
2021-10-29,80,97.0,,0.97,77.6
2021-10-30,75,97.0,,0.97,72.75
2021-10-31,73,97.0,,0.97,70.81
2021-11-01,87,100.0,False,1.0,87.0
2021-11-02,99,100.0,,1.0,99.0
2021-11-03,86,100.0,,1.0,86.0
2021-11-04,82,100.0,,1.0,82.0
2021-11-05,96,100.0,,1.0,96.0
2021-11-06,86,100.0,,1.0,86.0
2021-11-07,83,100.0,,1.0,83.0
2021-11-08,95,100.0,,1.0,95.0
2021-11-09,95,100.0,,1.0,95.0
2021-11-10,93,100.0,,1.0,93.0
2021-11-11,89,100.0,,1.0,89.0
2021-11-12,93,100.0,,1.0,93.0
2021-11-13,82,100.0,,1.0,82.0
2021-11-14,92,100.0,,1.0,92.0
2021-11-15,93,100.0,,1.0,93.0
2021-11-16,93,100.0,,1.0,93.0
2021-11-17,92,100.0,,1.0,92.0
2021-11-18,72,100.0,,1.0,72.0
2021-11-19,72,100.0,,1.0,72.0
2021-11-20,61,100.0,,1.0,61.0
2021-11-21,70,100.0,,1.0,70.0
2021-11-22,100,100.0,,1.0,100.0
2021-11-23,72,100.0,,1.0,72.0
2021-11-24,65,100.0,,1.0,65.0
2021-11-25,66,100.0,,1.0,66.0
2021-11-26,71,100.0,,1.0,71.0
2021-11-27,63,100.0,,1.0,63.0
2021-11-28,72,100.0,,1.0,72.0
2021-11-29,85,100.0,,1.0,85.0
2021-11-30,66,100.0,,1.0,66.0
2021-12-01,76,83.0,False,0.83,63.08
2021-12-02,84,83.0,,0.83,69.72
2021-12-03,89,83.0,,0.83,73.86999999999999
2021-12-04,86,83.0,,0.83,71.38
2021-12-05,79,83.0,,0.83,65.57
2021-12-06,78,83.0,,0.83,64.74
2021-12-07,84,83.0,,0.83,69.72
2021-12-08,100,83.0,,0.83,83.0
2021-12-09,88,83.0,,0.83,73.03999999999999
2021-12-10,75,83.0,,0.83,62.25
2021-12-11,69,83.0,,0.83,57.269999999999996
2021-12-12,77,83.0,,0.83,63.91
2021-12-13,88,83.0,,0.83,73.03999999999999
2021-12-14,85,83.0,,0.83,70.55
2021-12-15,81,83.0,,0.83,67.22999999999999
2021-12-16,79,83.0,,0.83,65.57
2021-12-17,75,83.0,,0.83,62.25
2021-12-18,73,83.0,,0.83,60.589999999999996
2021-12-19,62,83.0,,0.83,51.46
2021-12-20,76,83.0,,0.83,63.08
2021-12-21,74,83.0,,0.83,61.419999999999995
2021-12-22,72,83.0,,0.83,59.76
2021-12-23,73,83.0,,0.83,60.589999999999996
2021-12-24,68,83.0,,0.83,56.44
2021-12-25,78,83.0,,0.83,64.74
2021-12-26,67,83.0,,0.83,55.61
2021-12-27,77,83.0,,0.83,63.91
2021-12-28,72,83.0,,0.83,59.76
2021-12-29,72,83.0,,0.83,59.76
2021-12-30,73,83.0,,0.83,60.589999999999996
2021-12-31,70,83.0,,0.83,58.099999999999994
