date,AAPL_unscaled,AAPL_monthly,isPartial,scale,AAPL
2021-04-12,50,52.0,,0.52,26.0
2021-04-13,55,52.0,,0.52,28.6
2021-04-14,55,52.0,,0.52,28.6
2021-04-15,51,52.0,,0.52,26.52
2021-04-16,46,52.0,,0.52,23.92
2021-04-17,12,52.0,,0.52,6.24
2021-04-18,9,52.0,,0.52,4.68
2021-04-19,46,52.0,,0.52,23.92
2021-04-20,53,52.0,,0.52,27.560000000000002
2021-04-21,48,52.0,,0.52,24.96
2021-04-22,44,52.0,,0.52,22.880000000000003
2021-04-23,47,52.0,,0.52,24.44
2021-04-24,11,52.0,,0.52,5.720000000000001
2021-04-25,8,52.0,,0.52,4.16
2021-04-26,48,52.0,,0.52,24.96
2021-04-27,55,52.0,,0.52,28.6
2021-04-28,93,52.0,,0.52,48.36
2021-04-29,100,52.0,,0.52,52.0
2021-04-30,53,52.0,,0.52,27.560000000000002
2021-05-01,20,38.0,False,0.38,7.6
2021-05-02,17,38.0,,0.38,6.46
2021-05-03,88,38.0,,0.38,33.44
2021-05-04,99,38.0,,0.38,37.62
2021-05-05,96,38.0,,0.38,36.480000000000004
2021-05-06,84,38.0,,0.38,31.92
2021-05-07,86,38.0,,0.38,32.68
2021-05-08,17,38.0,,0.38,6.46
2021-05-09,13,38.0,,0.38,4.94
2021-05-10,87,38.0,,0.38,33.06
2021-05-11,100,38.0,,0.38,38.0
2021-05-12,92,38.0,,0.38,34.96
2021-05-13,90,38.0,,0.38,34.2
2021-05-14,81,38.0,,0.38,30.78
2021-05-15,19,38.0,,0.38,7.22
2021-05-16,14,38.0,,0.38,5.32
2021-05-17,73,38.0,,0.38,27.740000000000002
2021-05-18,76,38.0,,0.38,28.88
2021-05-19,79,38.0,,0.38,30.02
2021-05-20,76,38.0,,0.38,28.88
2021-05-21,78,38.0,,0.38,29.64
2021-05-22,14,38.0,,0.38,5.32
2021-05-23,11,38.0,,0.38,4.18
2021-05-24,67,38.0,,0.38,25.46
2021-05-25,70,38.0,,0.38,26.6
2021-05-26,68,38.0,,0.38,25.84
2021-05-27,69,38.0,,0.38,26.22
2021-05-28,66,38.0,,0.38,25.080000000000002
2021-05-29,13,38.0,,0.38,4.94
2021-05-30,11,38.0,,0.38,4.18
2021-05-31,14,38.0,,0.38,5.32
2021-06-01,77,35.0,False,0.35,26.95
2021-06-02,83,35.0,,0.35,29.049999999999997
2021-06-03,81,35.0,,0.35,28.349999999999998
2021-06-04,88,35.0,,0.35,30.799999999999997
2021-06-05,17,35.0,,0.35,5.949999999999999
2021-06-06,11,35.0,,0.35,3.8499999999999996
2021-06-07,84,35.0,,0.35,29.4
2021-06-08,88,35.0,,0.35,30.799999999999997
2021-06-09,76,35.0,,0.35,26.599999999999998
2021-06-10,87,35.0,,0.35,30.45
2021-06-11,82,35.0,,0.35,28.7
2021-06-12,20,35.0,,0.35,7.0
2021-06-13,12,35.0,,0.35,4.199999999999999
2021-06-14,97,35.0,,0.35,33.949999999999996
2021-06-15,94,35.0,,0.35,32.9
2021-06-16,87,35.0,,0.35,30.45
2021-06-17,100,35.0,,0.35,35.0
2021-06-18,88,35.0,,0.35,30.799999999999997
2021-06-19,17,35.0,,0.35,5.949999999999999
2021-06-20,12,35.0,,0.35,4.199999999999999
2021-06-21,78,35.0,,0.35,27.299999999999997
2021-06-22,91,35.0,,0.35,31.849999999999998
2021-06-23,94,35.0,,0.35,32.9
2021-06-24,98,35.0,,0.35,34.3
2021-06-25,83,35.0,,0.35,29.049999999999997
2021-06-26,16,35.0,,0.35,5.6
2021-06-27,12,35.0,,0.35,4.199999999999999
2021-06-28,86,35.0,,0.35,30.099999999999998
2021-06-29,95,35.0,,0.35,33.25
2021-06-30,90,35.0,,0.35,31.499999999999996
2021-07-01,43,46.0,False,0.46,19.78
2021-07-02,46,46.0,,0.46,21.16
2021-07-03,13,46.0,,0.46,5.98
2021-07-04,7,46.0,,0.46,3.22
2021-07-05,14,46.0,,0.46,6.44
2021-07-06,54,46.0,,0.46,24.84
2021-07-07,61,46.0,,0.46,28.060000000000002
2021-07-08,58,46.0,,0.46,26.68
2021-07-09,54,46.0,,0.46,24.84
2021-07-10,14,46.0,,0.46,6.44
2021-07-11,9,46.0,,0.46,4.140000000000001
2021-07-12,53,46.0,,0.46,24.380000000000003
2021-07-13,57,46.0,,0.46,26.220000000000002
2021-07-14,68,46.0,,0.46,31.28
2021-07-15,62,46.0,,0.46,28.52
2021-07-16,48,46.0,,0.46,22.080000000000002
2021-07-17,11,46.0,,0.46,5.0600000000000005
2021-07-18,7,46.0,,0.46,3.22
2021-07-19,51,46.0,,0.46,23.46
2021-07-20,55,46.0,,0.46,25.3
2021-07-21,50,46.0,,0.46,23.0
2021-07-22,52,46.0,,0.46,23.92
2021-07-23,50,46.0,,0.46,23.0
2021-07-24,11,46.0,,0.46,5.0600000000000005
2021-07-25,10,46.0,,0.46,4.6000000000000005
2021-07-26,55,46.0,,0.46,25.3
2021-07-27,100,46.0,,0.46,46.0
2021-07-28,90,46.0,,0.46,41.4
2021-07-29,54,46.0,,0.46,24.84
2021-07-30,47,46.0,,0.46,21.62
2021-07-31,11,46.0,,0.46,5.0600000000000005
2021-08-01,15,35.0,False,0.35,5.25
2021-08-02,87,35.0,,0.35,30.45
2021-08-03,93,35.0,,0.35,32.55
2021-08-04,91,35.0,,0.35,31.849999999999998
2021-08-05,78,35.0,,0.35,27.299999999999997
2021-08-06,80,35.0,,0.35,28.0
2021-08-07,16,35.0,,0.35,5.6
2021-08-08,15,35.0,,0.35,5.25
2021-08-09,75,35.0,,0.35,26.25
2021-08-10,76,35.0,,0.35,26.599999999999998
2021-08-11,71,35.0,,0.35,24.849999999999998
2021-08-12,84,35.0,,0.35,29.4
2021-08-13,86,35.0,,0.35,30.099999999999998
2021-08-14,18,35.0,,0.35,6.3
2021-08-15,15,35.0,,0.35,5.25
2021-08-16,83,35.0,,0.35,29.049999999999997
2021-08-17,94,35.0,,0.35,32.9
2021-08-18,85,35.0,,0.35,29.749999999999996
2021-08-19,89,35.0,,0.35,31.15
2021-08-20,83,35.0,,0.35,29.049999999999997
2021-08-21,18,35.0,,0.35,6.3
2021-08-22,10,35.0,,0.35,3.5
2021-08-23,76,35.0,,0.35,26.599999999999998
2021-08-24,86,35.0,,0.35,30.099999999999998
2021-08-25,75,35.0,,0.35,26.25
2021-08-26,73,35.0,,0.35,25.549999999999997
2021-08-27,72,35.0,,0.35,25.2
2021-08-28,17,35.0,,0.35,5.949999999999999
2021-08-29,10,35.0,,0.35,3.5
2021-08-30,92,35.0,,0.35,32.199999999999996
2021-08-31,100,35.0,,0.35,35.0
2021-09-01,80,35.0,False,0.35,28.0
2021-09-02,75,35.0,,0.35,26.25
2021-09-03,70,35.0,,0.35,24.5
2021-09-04,18,35.0,,0.35,6.3
2021-09-05,14,35.0,,0.35,4.8999999999999995
2021-09-06,14,35.0,,0.35,4.8999999999999995
2021-09-07,86,35.0,,0.35,30.099999999999998
2021-09-08,82,35.0,,0.35,28.7
2021-09-09,71,35.0,,0.35,24.849999999999998
2021-09-10,100,35.0,,0.35,35.0
2021-09-11,24,35.0,,0.35,8.399999999999999
2021-09-12,17,35.0,,0.35,5.949999999999999
2021-09-13,97,35.0,,0.35,33.949999999999996
2021-09-14,98,35.0,,0.35,34.3
2021-09-15,85,35.0,,0.35,29.749999999999996
2021-09-16,69,35.0,,0.35,24.15
2021-09-17,69,35.0,,0.35,24.15
2021-09-18,20,35.0,,0.35,7.0
2021-09-19,12,35.0,,0.35,4.199999999999999
2021-09-20,93,35.0,,0.35,32.55
2021-09-21,76,35.0,,0.35,26.599999999999998
2021-09-22,73,35.0,,0.35,25.549999999999997
2021-09-23,71,35.0,,0.35,24.849999999999998
2021-09-24,69,35.0,,0.35,24.15
2021-09-25,15,35.0,,0.35,5.25
2021-09-26,7,35.0,,0.35,2.4499999999999997
2021-09-27,64,35.0,,0.35,22.4
2021-09-28,72,35.0,,0.35,25.2
2021-09-29,68,35.0,,0.35,23.799999999999997
2021-09-30,76,35.0,,0.35,26.599999999999998
2021-10-01,38,33.0,False,0.33,12.540000000000001
2021-10-02,8,33.0,,0.33,2.64
2021-10-03,6,33.0,,0.33,1.98
2021-10-04,42,33.0,,0.33,13.860000000000001
2021-10-05,45,33.0,,0.33,14.850000000000001
2021-10-06,40,33.0,,0.33,13.200000000000001
2021-10-07,42,33.0,,0.33,13.860000000000001
2021-10-08,34,33.0,,0.33,11.22
2021-10-09,6,33.0,,0.33,1.98
2021-10-10,4,33.0,,0.33,1.32
2021-10-11,32,33.0,,0.33,10.56
2021-10-12,36,33.0,,0.33,11.88
2021-10-13,42,33.0,,0.33,13.860000000000001
2021-10-14,39,33.0,,0.33,12.870000000000001
2021-10-15,38,33.0,,0.33,12.540000000000001
2021-10-16,8,33.0,,0.33,2.64
2021-10-17,7,33.0,,0.33,2.31
2021-10-18,42,33.0,,0.33,13.860000000000001
2021-10-19,47,33.0,,0.33,15.510000000000002
2021-10-20,44,33.0,,0.33,14.520000000000001
2021-10-21,40,33.0,,0.33,13.200000000000001
2021-10-22,41,33.0,,0.33,13.530000000000001
2021-10-23,8,33.0,,0.33,2.64
2021-10-24,7,33.0,,0.33,2.31
2021-10-25,40,33.0,,0.33,13.200000000000001
2021-10-26,45,33.0,,0.33,14.850000000000001
2021-10-27,43,33.0,,0.33,14.190000000000001
2021-10-28,100,33.0,,0.33,33.0
2021-10-29,80,33.0,,0.33,26.400000000000002
2021-10-30,11,33.0,,0.33,3.6300000000000003
2021-10-31,7,33.0,,0.33,2.31
2021-11-01,82,34.0,False,0.34,27.880000000000003
2021-11-02,77,34.0,,0.34,26.180000000000003
2021-11-03,67,34.0,,0.34,22.78
2021-11-04,73,34.0,,0.34,24.82
2021-11-05,69,34.0,,0.34,23.46
2021-11-06,17,34.0,,0.34,5.78
2021-11-07,8,34.0,,0.34,2.72
2021-11-08,66,34.0,,0.34,22.44
2021-11-09,67,34.0,,0.34,22.78
2021-11-10,65,34.0,,0.34,22.1
2021-11-11,58,34.0,,0.34,19.720000000000002
2021-11-12,64,34.0,,0.34,21.76
2021-11-13,16,34.0,,0.34,5.44
2021-11-14,10,34.0,,0.34,3.4000000000000004
2021-11-15,60,34.0,,0.34,20.400000000000002
2021-11-16,70,34.0,,0.34,23.8
2021-11-17,72,34.0,,0.34,24.48
2021-11-18,98,34.0,,0.34,33.32
2021-11-19,100,34.0,,0.34,34.0
2021-11-20,26,34.0,,0.34,8.84
2021-11-21,14,34.0,,0.34,4.760000000000001
2021-11-22,96,34.0,,0.34,32.64
2021-11-23,89,34.0,,0.34,30.26
2021-11-24,79,34.0,,0.34,26.860000000000003
2021-11-25,21,34.0,,0.34,7.140000000000001
2021-11-26,66,34.0,,0.34,22.44
2021-11-27,18,34.0,,0.34,6.12
2021-11-28,11,34.0,,0.34,3.74
2021-11-29,82,34.0,,0.34,27.880000000000003
2021-11-30,89,34.0,,0.34,30.26
2021-12-01,85,44.0,False,0.44,37.4
2021-12-02,80,44.0,,0.44,35.2
2021-12-03,70,44.0,,0.44,30.8
2021-12-04,18,44.0,,0.44,7.92
2021-12-05,10,44.0,,0.44,4.4
2021-12-06,71,44.0,,0.44,31.24
2021-12-07,84,44.0,,0.44,36.96
2021-12-08,100,44.0,,0.44,44.0
2021-12-09,92,44.0,,0.44,40.48
2021-12-10,83,44.0,,0.44,36.52
2021-12-11,23,44.0,,0.44,10.12
2021-12-12,13,44.0,,0.44,5.72
2021-12-13,90,44.0,,0.44,39.6
2021-12-14,84,44.0,,0.44,36.96
2021-12-15,71,44.0,,0.44,31.24
2021-12-16,90,44.0,,0.44,39.6
2021-12-17,77,44.0,,0.44,33.88
2021-12-18,16,44.0,,0.44,7.04
2021-12-19,11,44.0,,0.44,4.84
2021-12-20,71,44.0,,0.44,31.24
2021-12-21,67,44.0,,0.44,29.48
2021-12-22,73,44.0,,0.44,32.12
2021-12-23,67,44.0,,0.44,29.48
2021-12-24,26,44.0,,0.44,11.44
2021-12-25,8,44.0,,0.44,3.52
2021-12-26,11,44.0,,0.44,4.84
2021-12-27,71,44.0,,0.44,31.24
2021-12-28,76,44.0,,0.44,33.44
2021-12-29,67,44.0,,0.44,29.48
2021-12-30,60,44.0,,0.44,26.4
2021-12-31,45,44.0,,0.44,19.8
