date,DOW_unscaled,DOW_monthly,isPartial,scale,DOW
2021-04-01,88,22.0,False,0.22,19.36
2021-04-02,64,22.0,,0.22,14.08
2021-04-03,16,22.0,,0.22,3.52
2021-04-04,14,22.0,,0.22,3.08
2021-04-05,91,22.0,,0.22,20.02
2021-04-06,96,22.0,,0.22,21.12
2021-04-07,90,22.0,,0.22,19.8
2021-04-08,88,22.0,,0.22,19.36
2021-04-09,86,22.0,,0.22,18.92
2021-04-10,19,22.0,,0.22,4.18
2021-04-11,13,22.0,,0.22,2.86
2021-04-12,80,22.0,,0.22,17.6
2021-04-13,86,22.0,,0.22,18.92
2021-04-14,86,22.0,,0.22,18.92
2021-04-15,91,22.0,,0.22,20.02
2021-04-16,87,22.0,,0.22,19.14
2021-04-17,16,22.0,,0.22,3.52
2021-04-18,12,22.0,,0.22,2.64
2021-04-19,85,22.0,,0.22,18.7
2021-04-20,91,22.0,,0.22,20.02
2021-04-21,90,22.0,,0.22,19.8
2021-04-22,100,22.0,,0.22,22.0
2021-04-23,94,22.0,,0.22,20.68
2021-04-24,18,22.0,,0.22,3.96
2021-04-25,13,22.0,,0.22,2.86
2021-04-26,88,22.0,,0.22,19.36
2021-04-27,88,22.0,,0.22,19.36
2021-04-28,82,22.0,,0.22,18.04
2021-04-29,88,22.0,,0.22,19.36
2021-04-30,76,22.0,,0.22,16.72
2021-05-01,12,20.0,False,0.2,2.4000000000000004
2021-05-02,9,20.0,,0.2,1.8
2021-05-03,58,20.0,,0.2,11.600000000000001
2021-05-04,64,20.0,,0.2,12.8
2021-05-05,60,20.0,,0.2,12.0
2021-05-06,62,20.0,,0.2,12.4
2021-05-07,65,20.0,,0.2,13.0
2021-05-08,15,20.0,,0.2,3.0
2021-05-09,8,20.0,,0.2,1.6
2021-05-10,73,20.0,,0.2,14.600000000000001
2021-05-11,86,20.0,,0.2,17.2
2021-05-12,96,20.0,,0.2,19.200000000000003
2021-05-13,100,20.0,,0.2,20.0
2021-05-14,80,20.0,,0.2,16.0
2021-05-15,16,20.0,,0.2,3.2
2021-05-16,10,20.0,,0.2,2.0
2021-05-17,69,20.0,,0.2,13.8
2021-05-18,68,20.0,,0.2,13.600000000000001
2021-05-19,76,20.0,,0.2,15.200000000000001
2021-05-20,72,20.0,,0.2,14.4
2021-05-21,66,20.0,,0.2,13.200000000000001
2021-05-22,13,20.0,,0.2,2.6
2021-05-23,9,20.0,,0.2,1.8
2021-05-24,60,20.0,,0.2,12.0
2021-05-25,64,20.0,,0.2,12.8
2021-05-26,62,20.0,,0.2,12.4
2021-05-27,61,20.0,,0.2,12.200000000000001
2021-05-28,56,20.0,,0.2,11.200000000000001
2021-05-29,12,20.0,,0.2,2.4000000000000004
2021-05-30,7,20.0,,0.2,1.4000000000000001
2021-05-31,12,20.0,,0.2,2.4000000000000004
2021-06-01,85,20.0,False,0.2,17.0
2021-06-02,84,20.0,,0.2,16.8
2021-06-03,89,20.0,,0.2,17.8
2021-06-04,85,20.0,,0.2,17.0
2021-06-05,18,20.0,,0.2,3.6
2021-06-06,12,20.0,,0.2,2.4000000000000004
2021-06-07,80,20.0,,0.2,16.0
2021-06-08,85,20.0,,0.2,17.0
2021-06-09,83,20.0,,0.2,16.6
2021-06-10,82,20.0,,0.2,16.400000000000002
2021-06-11,82,20.0,,0.2,16.400000000000002
2021-06-12,16,20.0,,0.2,3.2
2021-06-13,12,20.0,,0.2,2.4000000000000004
2021-06-14,79,20.0,,0.2,15.8
2021-06-15,84,20.0,,0.2,16.8
2021-06-16,85,20.0,,0.2,17.0
2021-06-17,85,20.0,,0.2,17.0
2021-06-18,97,20.0,,0.2,19.400000000000002
2021-06-19,21,20.0,,0.2,4.2
2021-06-20,12,20.0,,0.2,2.4000000000000004
2021-06-21,96,20.0,,0.2,19.200000000000003
2021-06-22,100,20.0,,0.2,20.0
2021-06-23,88,20.0,,0.2,17.6
2021-06-24,93,20.0,,0.2,18.6
2021-06-25,87,20.0,,0.2,17.400000000000002
2021-06-26,19,20.0,,0.2,3.8000000000000003
2021-06-27,11,20.0,,0.2,2.2
2021-06-28,83,20.0,,0.2,16.6
2021-06-29,87,20.0,,0.2,17.400000000000002
2021-06-30,82,20.0,,0.2,16.400000000000002
2021-07-01,50,20.0,False,0.2,10.0
2021-07-02,52,20.0,,0.2,10.4
2021-07-03,11,20.0,,0.2,2.2
2021-07-04,7,20.0,,0.2,1.4000000000000001
2021-07-05,20,20.0,,0.2,4.0
2021-07-06,56,20.0,,0.2,11.200000000000001
2021-07-07,54,20.0,,0.2,10.8
2021-07-08,62,20.0,,0.2,12.4
2021-07-09,57,20.0,,0.2,11.4
2021-07-10,12,20.0,,0.2,2.4000000000000004
2021-07-11,8,20.0,,0.2,1.6
2021-07-12,54,20.0,,0.2,10.8
2021-07-13,59,20.0,,0.2,11.8
2021-07-14,55,20.0,,0.2,11.0
2021-07-15,55,20.0,,0.2,11.0
2021-07-16,52,20.0,,0.2,10.4
2021-07-17,12,20.0,,0.2,2.4000000000000004
2021-07-18,8,20.0,,0.2,1.6
2021-07-19,100,20.0,,0.2,20.0
2021-07-20,100,20.0,,0.2,20.0
2021-07-21,71,20.0,,0.2,14.200000000000001
2021-07-22,66,20.0,,0.2,13.200000000000001
2021-07-23,61,20.0,,0.2,12.200000000000001
2021-07-24,13,20.0,,0.2,2.6
2021-07-25,9,20.0,,0.2,1.8
2021-07-26,61,20.0,,0.2,12.200000000000001
2021-07-27,61,20.0,,0.2,12.200000000000001
2021-07-28,60,20.0,,0.2,12.0
2021-07-29,59,20.0,,0.2,11.8
2021-07-30,54,20.0,,0.2,10.8
2021-07-31,11,20.0,,0.2,2.2
2021-08-01,13,20.0,False,0.2,2.6
2021-08-02,94,20.0,,0.2,18.8
2021-08-03,96,20.0,,0.2,19.200000000000003
2021-08-04,93,20.0,,0.2,18.6
2021-08-05,96,20.0,,0.2,19.200000000000003
2021-08-06,99,20.0,,0.2,19.8
2021-08-07,20,20.0,,0.2,4.0
2021-08-08,13,20.0,,0.2,2.6
2021-08-09,89,20.0,,0.2,17.8
2021-08-10,98,20.0,,0.2,19.6
2021-08-11,93,20.0,,0.2,18.6
2021-08-12,95,20.0,,0.2,19.0
2021-08-13,92,20.0,,0.2,18.400000000000002
2021-08-14,18,20.0,,0.2,3.6
2021-08-15,12,20.0,,0.2,2.4000000000000004
2021-08-16,96,20.0,,0.2,19.200000000000003
2021-08-17,99,20.0,,0.2,19.8
2021-08-18,95,20.0,,0.2,19.0
2021-08-19,100,20.0,,0.2,20.0
2021-08-20,94,20.0,,0.2,18.8
2021-08-21,19,20.0,,0.2,3.8000000000000003
2021-08-22,14,20.0,,0.2,2.8000000000000003
2021-08-23,89,20.0,,0.2,17.8
2021-08-24,99,20.0,,0.2,19.8
2021-08-25,89,20.0,,0.2,17.8
2021-08-26,94,20.0,,0.2,18.8
2021-08-27,93,20.0,,0.2,18.6
2021-08-28,19,20.0,,0.2,3.8000000000000003
2021-08-29,12,20.0,,0.2,2.4000000000000004
2021-08-30,92,20.0,,0.2,18.400000000000002
2021-08-31,93,20.0,,0.2,18.6
2021-09-01,53,19.0,False,0.19,10.07
2021-09-02,53,19.0,,0.19,10.07
2021-09-03,54,19.0,,0.19,10.26
2021-09-04,12,19.0,,0.19,2.2800000000000002
2021-09-05,6,19.0,,0.19,1.1400000000000001
2021-09-06,12,19.0,,0.19,2.2800000000000002
2021-09-07,53,19.0,,0.19,10.07
2021-09-08,53,19.0,,0.19,10.07
2021-09-09,55,19.0,,0.19,10.45
2021-09-10,54,19.0,,0.19,10.26
2021-09-11,12,19.0,,0.19,2.2800000000000002
2021-09-12,7,19.0,,0.19,1.33
2021-09-13,53,19.0,,0.19,10.07
2021-09-14,56,19.0,,0.19,10.64
2021-09-15,55,19.0,,0.19,10.45
2021-09-16,55,19.0,,0.19,10.45
2021-09-17,54,19.0,,0.19,10.26
2021-09-18,12,19.0,,0.19,2.2800000000000002
2021-09-19,8,19.0,,0.19,1.52
2021-09-20,100,19.0,,0.19,19.0
2021-09-21,95,19.0,,0.19,18.05
2021-09-22,73,19.0,,0.19,13.870000000000001
2021-09-23,67,19.0,,0.19,12.73
2021-09-24,63,19.0,,0.19,11.97
2021-09-25,13,19.0,,0.19,2.47
2021-09-26,8,19.0,,0.19,1.52
2021-09-27,58,19.0,,0.19,11.02
2021-09-28,69,19.0,,0.19,13.11
2021-09-29,68,19.0,,0.19,12.92
2021-09-30,69,19.0,,0.19,13.11
2021-10-01,94,18.0,False,0.18,16.919999999999998
2021-10-02,17,18.0,,0.18,3.06
2021-10-03,12,18.0,,0.18,2.16
2021-10-04,96,18.0,,0.18,17.28
2021-10-05,100,18.0,,0.18,18.0
2021-10-06,92,18.0,,0.18,16.56
2021-10-07,93,18.0,,0.18,16.74
2021-10-08,91,18.0,,0.18,16.38
2021-10-09,17,18.0,,0.18,3.06
2021-10-10,11,18.0,,0.18,1.98
2021-10-11,76,18.0,,0.18,13.68
2021-10-12,83,18.0,,0.18,14.94
2021-10-13,86,18.0,,0.18,15.479999999999999
2021-10-14,84,18.0,,0.18,15.12
2021-10-15,87,18.0,,0.18,15.66
2021-10-16,18,18.0,,0.18,3.2399999999999998
2021-10-17,13,18.0,,0.18,2.34
2021-10-18,84,18.0,,0.18,15.12
2021-10-19,83,18.0,,0.18,14.94
2021-10-20,80,18.0,,0.18,14.399999999999999
2021-10-21,80,18.0,,0.18,14.399999999999999
2021-10-22,81,18.0,,0.18,14.58
2021-10-23,17,18.0,,0.18,3.06
2021-10-24,11,18.0,,0.18,1.98
2021-10-25,77,18.0,,0.18,13.86
2021-10-26,78,18.0,,0.18,14.04
2021-10-27,78,18.0,,0.18,14.04
2021-10-28,78,18.0,,0.18,14.04
2021-10-29,77,18.0,,0.18,13.86
2021-10-30,17,18.0,,0.18,3.06
2021-10-31,11,18.0,,0.18,1.98
2021-11-01,68,18.0,False,0.18,12.24
2021-11-02,74,18.0,,0.18,13.32
2021-11-03,69,18.0,,0.18,12.42
2021-11-04,72,18.0,,0.18,12.959999999999999
2021-11-05,71,18.0,,0.18,12.78
2021-11-06,15,18.0,,0.18,2.6999999999999997
2021-11-07,10,18.0,,0.18,1.7999999999999998
2021-11-08,68,18.0,,0.18,12.24
2021-11-09,71,18.0,,0.18,12.78
2021-11-10,70,18.0,,0.18,12.6
2021-11-11,67,18.0,,0.18,12.059999999999999
2021-11-12,69,18.0,,0.18,12.42
2021-11-13,15,18.0,,0.18,2.6999999999999997
2021-11-14,9,18.0,,0.18,1.6199999999999999
2021-11-15,65,18.0,,0.18,11.7
2021-11-16,69,18.0,,0.18,12.42
2021-11-17,64,18.0,,0.18,11.52
2021-11-18,67,18.0,,0.18,12.059999999999999
2021-11-19,64,18.0,,0.18,11.52
2021-11-20,14,18.0,,0.18,2.52
2021-11-21,8,18.0,,0.18,1.44
2021-11-22,64,18.0,,0.18,11.52
2021-11-23,67,18.0,,0.18,12.059999999999999
2021-11-24,60,18.0,,0.18,10.799999999999999
2021-11-25,16,18.0,,0.18,2.88
2021-11-26,91,18.0,,0.18,16.38
2021-11-27,29,18.0,,0.18,5.22
2021-11-28,16,18.0,,0.18,2.88
2021-11-29,95,18.0,,0.18,17.099999999999998
2021-11-30,100,18.0,,0.18,18.0
2021-12-01,100,23.0,False,0.23,23.0
2021-12-02,96,23.0,,0.23,22.080000000000002
2021-12-03,92,23.0,,0.23,21.16
2021-12-04,20,23.0,,0.23,4.6000000000000005
2021-12-05,12,23.0,,0.23,2.7600000000000002
2021-12-06,88,23.0,,0.23,20.240000000000002
2021-12-07,80,23.0,,0.23,18.400000000000002
2021-12-08,81,23.0,,0.23,18.630000000000003
2021-12-09,84,23.0,,0.23,19.32
2021-12-10,74,23.0,,0.23,17.02
2021-12-11,18,23.0,,0.23,4.140000000000001
2021-12-12,11,23.0,,0.23,2.5300000000000002
2021-12-13,71,23.0,,0.23,16.330000000000002
2021-12-14,71,23.0,,0.23,16.330000000000002
2021-12-15,75,23.0,,0.23,17.25
2021-12-16,78,23.0,,0.23,17.94
2021-12-17,79,23.0,,0.23,18.17
2021-12-18,15,23.0,,0.23,3.45
2021-12-19,10,23.0,,0.23,2.3000000000000003
2021-12-20,92,23.0,,0.23,21.16
2021-12-21,87,23.0,,0.23,20.01
2021-12-22,80,23.0,,0.23,18.400000000000002
2021-12-23,74,23.0,,0.23,17.02
2021-12-24,42,23.0,,0.23,9.66
2021-12-25,12,23.0,,0.23,2.7600000000000002
2021-12-26,10,23.0,,0.23,2.3000000000000003
2021-12-27,72,23.0,,0.23,16.560000000000002
2021-12-28,79,23.0,,0.23,18.17
2021-12-29,71,23.0,,0.23,16.330000000000002
2021-12-30,69,23.0,,0.23,15.870000000000001
2021-12-31,62,23.0,,0.23,14.26
