date,ID_unscaled,ID_monthly,isPartial,scale,ID
2016-06-30,96,76.0,,0.76,72.96000000000001
2016-07-01,94,74.0,False,0.74,69.56
2016-07-02,82,74.0,,0.74,60.68
2016-07-03,77,74.0,,0.74,56.98
2016-07-04,80,74.0,,0.74,59.2
2016-07-05,93,74.0,,0.74,68.82
2016-07-06,100,74.0,,0.74,74.0
2016-07-07,97,74.0,,0.74,71.78
2016-07-08,92,74.0,,0.74,68.08
2016-07-09,83,74.0,,0.74,61.42
2016-07-10,81,74.0,,0.74,59.94
2016-07-11,95,74.0,,0.74,70.3
2016-07-12,97,74.0,,0.74,71.78
2016-07-13,95,74.0,,0.74,70.3
2016-07-14,93,74.0,,0.74,68.82
2016-07-15,92,74.0,,0.74,68.08
2016-07-16,82,74.0,,0.74,60.68
2016-07-17,79,74.0,,0.74,58.46
2016-07-18,95,74.0,,0.74,70.3
2016-07-19,97,74.0,,0.74,71.78
2016-07-20,98,74.0,,0.74,72.52
2016-07-21,99,74.0,,0.74,73.26
2016-07-22,92,74.0,,0.74,68.08
2016-07-23,82,74.0,,0.74,60.68
2016-07-24,76,74.0,,0.74,56.24
2016-07-25,93,74.0,,0.74,68.82
2016-07-26,95,74.0,,0.74,70.3
2016-07-27,96,74.0,,0.74,71.03999999999999
2016-07-28,93,74.0,,0.74,68.82
2016-07-29,98,74.0,,0.74,72.52
2016-07-30,89,74.0,,0.74,65.86
2016-07-31,82,74.0,,0.74,60.68
2016-08-01,99,72.0,False,0.72,71.28
2016-08-02,100,72.0,,0.72,72.0
2016-08-03,97,72.0,,0.72,69.84
2016-08-04,97,72.0,,0.72,69.84
2016-08-05,97,72.0,,0.72,69.84
2016-08-06,81,72.0,,0.72,58.32
2016-08-07,80,72.0,,0.72,57.599999999999994
2016-08-08,94,72.0,,0.72,67.67999999999999
2016-08-09,98,72.0,,0.72,70.56
2016-08-10,93,72.0,,0.72,66.96
2016-08-11,95,72.0,,0.72,68.39999999999999
2016-08-12,92,72.0,,0.72,66.24
2016-08-13,80,72.0,,0.72,57.599999999999994
2016-08-14,78,72.0,,0.72,56.16
2016-08-15,91,72.0,,0.72,65.52
2016-08-16,96,72.0,,0.72,69.12
2016-08-17,94,72.0,,0.72,67.67999999999999
2016-08-18,93,72.0,,0.72,66.96
2016-08-19,94,72.0,,0.72,67.67999999999999
2016-08-20,80,72.0,,0.72,57.599999999999994
2016-08-21,83,72.0,,0.72,59.76
2016-08-22,99,72.0,,0.72,71.28
2016-08-23,96,72.0,,0.72,69.12
2016-08-24,94,72.0,,0.72,67.67999999999999
2016-08-25,94,72.0,,0.72,67.67999999999999
2016-08-26,93,72.0,,0.72,66.96
2016-08-27,83,72.0,,0.72,59.76
2016-08-28,79,72.0,,0.72,56.879999999999995
2016-08-29,93,72.0,,0.72,66.96
2016-08-30,93,72.0,,0.72,66.96
2016-08-31,92,72.0,,0.72,66.24
2016-09-01,95,68.0,False,0.68,64.60000000000001
2016-09-02,94,68.0,,0.68,63.92
2016-09-03,85,68.0,,0.68,57.800000000000004
2016-09-04,86,68.0,,0.68,58.480000000000004
2016-09-05,88,68.0,,0.68,59.84
2016-09-06,98,68.0,,0.68,66.64
2016-09-07,94,68.0,,0.68,63.92
2016-09-08,96,68.0,,0.68,65.28
2016-09-09,95,68.0,,0.68,64.60000000000001
2016-09-10,91,68.0,,0.68,61.88
2016-09-11,81,68.0,,0.68,55.080000000000005
2016-09-12,94,68.0,,0.68,63.92
2016-09-13,99,68.0,,0.68,67.32000000000001
2016-09-14,98,68.0,,0.68,66.64
2016-09-15,99,68.0,,0.68,67.32000000000001
2016-09-16,96,68.0,,0.68,65.28
2016-09-17,94,68.0,,0.68,63.92
2016-09-18,83,68.0,,0.68,56.440000000000005
2016-09-19,94,68.0,,0.68,63.92
2016-09-20,96,68.0,,0.68,65.28
2016-09-21,93,68.0,,0.68,63.24
2016-09-22,95,68.0,,0.68,64.60000000000001
2016-09-23,97,68.0,,0.68,65.96000000000001
2016-09-24,85,68.0,,0.68,57.800000000000004
2016-09-25,82,68.0,,0.68,55.760000000000005
2016-09-26,96,68.0,,0.68,65.28
2016-09-27,96,68.0,,0.68,65.28
2016-09-28,100,68.0,,0.68,68.0
2016-09-29,99,68.0,,0.68,67.32000000000001
2016-09-30,99,68.0,,0.68,67.32000000000001
2016-10-01,93,70.0,False,0.7,65.1
2016-10-02,87,70.0,,0.7,60.9
2016-10-03,94,70.0,,0.7,65.8
2016-10-04,99,70.0,,0.7,69.3
2016-10-05,95,70.0,,0.7,66.5
2016-10-06,97,70.0,,0.7,67.89999999999999
2016-10-07,94,70.0,,0.7,65.8
2016-10-08,87,70.0,,0.7,60.9
2016-10-09,82,70.0,,0.7,57.4
2016-10-10,90,70.0,,0.7,62.99999999999999
2016-10-11,96,70.0,,0.7,67.19999999999999
2016-10-12,100,70.0,,0.7,70.0
2016-10-13,94,70.0,,0.7,65.8
2016-10-14,100,70.0,,0.7,70.0
2016-10-15,91,70.0,,0.7,63.699999999999996
2016-10-16,80,70.0,,0.7,56.0
2016-10-17,97,70.0,,0.7,67.89999999999999
2016-10-18,99,70.0,,0.7,69.3
2016-10-19,97,70.0,,0.7,67.89999999999999
2016-10-20,99,70.0,,0.7,69.3
2016-10-21,95,70.0,,0.7,66.5
2016-10-22,93,70.0,,0.7,65.1
2016-10-23,82,70.0,,0.7,57.4
2016-10-24,95,70.0,,0.7,66.5
2016-10-25,99,70.0,,0.7,69.3
2016-10-26,99,70.0,,0.7,69.3
2016-10-27,95,70.0,,0.7,66.5
2016-10-28,97,70.0,,0.7,67.89999999999999
2016-10-29,91,70.0,,0.7,63.699999999999996
2016-10-30,84,70.0,,0.7,58.8
2016-10-31,93,70.0,,0.7,65.1
2016-11-01,67,71.0,False,0.71,47.57
2016-11-02,68,71.0,,0.71,48.28
2016-11-03,67,71.0,,0.71,47.57
2016-11-04,68,71.0,,0.71,48.28
2016-11-05,63,71.0,,0.71,44.73
2016-11-06,59,71.0,,0.71,41.89
2016-11-07,71,71.0,,0.71,50.41
2016-11-08,100,71.0,,0.71,71.0
2016-11-09,51,71.0,,0.71,36.21
2016-11-10,65,71.0,,0.71,46.15
2016-11-11,67,71.0,,0.71,47.57
2016-11-12,60,71.0,,0.71,42.599999999999994
2016-11-13,58,71.0,,0.71,41.18
2016-11-14,68,71.0,,0.71,48.28
2016-11-15,69,71.0,,0.71,48.989999999999995
2016-11-16,67,71.0,,0.71,47.57
2016-11-17,69,71.0,,0.71,48.989999999999995
2016-11-18,66,71.0,,0.71,46.86
2016-11-19,61,71.0,,0.71,43.309999999999995
2016-11-20,59,71.0,,0.71,41.89
2016-11-21,67,71.0,,0.71,47.57
2016-11-22,68,71.0,,0.71,48.28
2016-11-23,67,71.0,,0.71,47.57
2016-11-24,55,71.0,,0.71,39.05
2016-11-25,58,71.0,,0.71,41.18
2016-11-26,61,71.0,,0.71,43.309999999999995
2016-11-27,59,71.0,,0.71,41.89
2016-11-28,64,71.0,,0.71,45.44
2016-11-29,67,71.0,,0.71,47.57
2016-11-30,67,71.0,,0.71,47.57
2016-12-01,87,70.0,False,0.7,60.9
2016-12-02,86,70.0,,0.7,60.199999999999996
2016-12-03,81,70.0,,0.7,56.699999999999996
2016-12-04,77,70.0,,0.7,53.9
2016-12-05,81,70.0,,0.7,56.699999999999996
2016-12-06,86,70.0,,0.7,60.199999999999996
2016-12-07,82,70.0,,0.7,57.4
2016-12-08,83,70.0,,0.7,58.099999999999994
2016-12-09,80,70.0,,0.7,56.0
2016-12-10,80,70.0,,0.7,56.0
2016-12-11,74,70.0,,0.7,51.8
2016-12-12,81,70.0,,0.7,56.699999999999996
2016-12-13,83,70.0,,0.7,58.099999999999994
2016-12-14,87,70.0,,0.7,60.9
2016-12-15,85,70.0,,0.7,59.49999999999999
2016-12-16,84,70.0,,0.7,58.8
2016-12-17,83,70.0,,0.7,58.099999999999994
2016-12-18,77,70.0,,0.7,53.9
2016-12-19,86,70.0,,0.7,60.199999999999996
2016-12-20,90,70.0,,0.7,62.99999999999999
2016-12-21,93,70.0,,0.7,65.1
2016-12-22,90,70.0,,0.7,62.99999999999999
2016-12-23,84,70.0,,0.7,58.8
2016-12-24,80,70.0,,0.7,56.0
2016-12-25,100,70.0,,0.7,70.0
2016-12-26,89,70.0,,0.7,62.3
2016-12-27,93,70.0,,0.7,65.1
2016-12-28,94,70.0,,0.7,65.8
2016-12-29,90,70.0,,0.7,62.99999999999999
2016-12-30,87,70.0,,0.7,60.9
2016-12-31,76,70.0,,0.7,53.199999999999996
2017-01-01,78,73.0,False,0.73,56.94
2017-01-02,89,73.0,,0.73,64.97
2017-01-03,94,73.0,,0.73,68.62
2017-01-04,94,73.0,,0.73,68.62
2017-01-05,98,73.0,,0.73,71.53999999999999
2017-01-06,94,73.0,,0.73,68.62
2017-01-07,87,73.0,,0.73,63.51
2017-01-08,81,73.0,,0.73,59.129999999999995
2017-01-09,93,73.0,,0.73,67.89
2017-01-10,93,73.0,,0.73,67.89
2017-01-11,90,73.0,,0.73,65.7
2017-01-12,93,73.0,,0.73,67.89
2017-01-13,94,73.0,,0.73,68.62
2017-01-14,92,73.0,,0.73,67.16
2017-01-15,77,73.0,,0.73,56.21
2017-01-16,91,73.0,,0.73,66.42999999999999
2017-01-17,96,73.0,,0.73,70.08
2017-01-18,98,73.0,,0.73,71.53999999999999
2017-01-19,100,73.0,,0.73,73.0
2017-01-20,90,73.0,,0.73,65.7
2017-01-21,93,73.0,,0.73,67.89
2017-01-22,85,73.0,,0.73,62.05
2017-01-23,95,73.0,,0.73,69.35
2017-01-24,99,73.0,,0.73,72.27
2017-01-25,96,73.0,,0.73,70.08
2017-01-26,94,73.0,,0.73,68.62
2017-01-27,94,73.0,,0.73,68.62
2017-01-28,94,73.0,,0.73,68.62
2017-01-29,87,73.0,,0.73,63.51
2017-01-30,94,73.0,,0.73,68.62
2017-01-31,96,73.0,,0.73,70.08
2017-02-01,100,75.0,False,0.75,75.0
2017-02-02,93,75.0,,0.75,69.75
2017-02-03,94,75.0,,0.75,70.5
2017-02-04,95,75.0,,0.75,71.25
2017-02-05,87,75.0,,0.75,65.25
2017-02-06,86,75.0,,0.75,64.5
2017-02-07,94,75.0,,0.75,70.5
2017-02-08,93,75.0,,0.75,69.75
2017-02-09,95,75.0,,0.75,71.25
2017-02-10,92,75.0,,0.75,69.0
2017-02-11,91,75.0,,0.75,68.25
2017-02-12,86,75.0,,0.75,64.5
2017-02-13,89,75.0,,0.75,66.75
2017-02-14,91,75.0,,0.75,68.25
2017-02-15,95,75.0,,0.75,71.25
2017-02-16,95,75.0,,0.75,71.25
2017-02-17,95,75.0,,0.75,71.25
2017-02-18,89,75.0,,0.75,66.75
2017-02-19,90,75.0,,0.75,67.5
2017-02-20,92,75.0,,0.75,69.0
2017-02-21,100,75.0,,0.75,75.0
2017-02-22,96,75.0,,0.75,72.0
2017-02-23,95,75.0,,0.75,71.25
2017-02-24,96,75.0,,0.75,72.0
2017-02-25,92,75.0,,0.75,69.0
2017-02-26,87,75.0,,0.75,65.25
2017-02-27,94,75.0,,0.75,70.5
2017-02-28,99,75.0,,0.75,74.25
2017-03-01,98,75.0,False,0.75,73.5
2017-03-02,96,75.0,,0.75,72.0
2017-03-03,100,75.0,,0.75,75.0
2017-03-04,92,75.0,,0.75,69.0
2017-03-05,91,75.0,,0.75,68.25
2017-03-06,99,75.0,,0.75,74.25
2017-03-07,98,75.0,,0.75,73.5
2017-03-08,95,75.0,,0.75,71.25
2017-03-09,96,75.0,,0.75,72.0
2017-03-10,96,75.0,,0.75,72.0
2017-03-11,93,75.0,,0.75,69.75
2017-03-12,86,75.0,,0.75,64.5
2017-03-13,97,75.0,,0.75,72.75
2017-03-14,95,75.0,,0.75,71.25
2017-03-15,97,75.0,,0.75,72.75
2017-03-16,96,75.0,,0.75,72.0
2017-03-17,93,75.0,,0.75,69.75
2017-03-18,88,75.0,,0.75,66.0
2017-03-19,88,75.0,,0.75,66.0
2017-03-20,95,75.0,,0.75,71.25
2017-03-21,97,75.0,,0.75,72.75
2017-03-22,100,75.0,,0.75,75.0
2017-03-23,95,75.0,,0.75,71.25
2017-03-24,94,75.0,,0.75,70.5
2017-03-25,90,75.0,,0.75,67.5
2017-03-26,83,75.0,,0.75,62.25
2017-03-27,93,75.0,,0.75,69.75
2017-03-28,100,75.0,,0.75,75.0
2017-03-29,96,75.0,,0.75,72.0
2017-03-30,99,75.0,,0.75,74.25
2017-03-31,97,75.0,,0.75,72.75
2017-04-01,84,73.0,False,0.73,61.32
2017-04-02,83,73.0,,0.73,60.589999999999996
2017-04-03,87,73.0,,0.73,63.51
2017-04-04,92,73.0,,0.73,67.16
2017-04-05,90,73.0,,0.73,65.7
2017-04-06,93,73.0,,0.73,67.89
2017-04-07,90,73.0,,0.73,65.7
2017-04-08,91,73.0,,0.73,66.42999999999999
2017-04-09,87,73.0,,0.73,63.51
2017-04-10,96,73.0,,0.73,70.08
2017-04-11,96,73.0,,0.73,70.08
2017-04-12,94,73.0,,0.73,68.62
2017-04-13,93,73.0,,0.73,67.89
2017-04-14,94,73.0,,0.73,68.62
2017-04-15,88,73.0,,0.73,64.24
2017-04-16,86,73.0,,0.73,62.78
2017-04-17,97,73.0,,0.73,70.81
2017-04-18,100,73.0,,0.73,73.0
2017-04-19,91,73.0,,0.73,66.42999999999999
2017-04-20,91,73.0,,0.73,66.42999999999999
2017-04-21,90,73.0,,0.73,65.7
2017-04-22,86,73.0,,0.73,62.78
2017-04-23,82,73.0,,0.73,59.86
2017-04-24,89,73.0,,0.73,64.97
2017-04-25,91,73.0,,0.73,66.42999999999999
2017-04-26,86,73.0,,0.73,62.78
2017-04-27,88,73.0,,0.73,64.24
2017-04-28,85,73.0,,0.73,62.05
2017-04-29,80,73.0,,0.73,58.4
2017-04-30,82,73.0,,0.73,59.86
2017-05-01,90,73.0,False,0.73,65.7
2017-05-02,93,73.0,,0.73,67.89
2017-05-03,90,73.0,,0.73,65.7
2017-05-04,92,73.0,,0.73,67.16
2017-05-05,90,73.0,,0.73,65.7
2017-05-06,87,73.0,,0.73,63.51
2017-05-07,81,73.0,,0.73,59.129999999999995
2017-05-08,95,73.0,,0.73,69.35
2017-05-09,92,73.0,,0.73,67.16
2017-05-10,90,73.0,,0.73,65.7
2017-05-11,91,73.0,,0.73,66.42999999999999
2017-05-12,93,73.0,,0.73,67.89
2017-05-13,86,73.0,,0.73,62.78
2017-05-14,83,73.0,,0.73,60.589999999999996
2017-05-15,93,73.0,,0.73,67.89
2017-05-16,96,73.0,,0.73,70.08
2017-05-17,94,73.0,,0.73,68.62
2017-05-18,92,73.0,,0.73,67.16
2017-05-19,90,73.0,,0.73,65.7
2017-05-20,83,73.0,,0.73,60.589999999999996
2017-05-21,81,73.0,,0.73,59.129999999999995
2017-05-22,91,73.0,,0.73,66.42999999999999
2017-05-23,96,73.0,,0.73,70.08
2017-05-24,93,73.0,,0.73,67.89
2017-05-25,95,73.0,,0.73,69.35
2017-05-26,97,73.0,,0.73,70.81
2017-05-27,86,73.0,,0.73,62.78
2017-05-28,82,73.0,,0.73,59.86
2017-05-29,84,73.0,,0.73,61.32
2017-05-30,97,73.0,,0.73,70.81
2017-05-31,100,73.0,,0.73,73.0
2017-06-01,87,78.0,False,0.78,67.86
2017-06-02,86,78.0,,0.78,67.08
2017-06-03,81,78.0,,0.78,63.18
2017-06-04,79,78.0,,0.78,61.620000000000005
2017-06-05,87,78.0,,0.78,67.86
2017-06-06,87,78.0,,0.78,67.86
2017-06-07,89,78.0,,0.78,69.42
2017-06-08,87,78.0,,0.78,67.86
2017-06-09,90,78.0,,0.78,70.2
2017-06-10,79,78.0,,0.78,61.620000000000005
2017-06-11,75,78.0,,0.78,58.5
2017-06-12,89,78.0,,0.78,69.42
2017-06-13,89,78.0,,0.78,69.42
2017-06-14,87,78.0,,0.78,67.86
2017-06-15,89,78.0,,0.78,69.42
2017-06-16,90,78.0,,0.78,70.2
2017-06-17,81,78.0,,0.78,63.18
2017-06-18,75,78.0,,0.78,58.5
2017-06-19,91,78.0,,0.78,70.98
2017-06-20,91,78.0,,0.78,70.98
2017-06-21,91,78.0,,0.78,70.98
2017-06-22,90,78.0,,0.78,70.2
2017-06-23,88,78.0,,0.78,68.64
2017-06-24,80,78.0,,0.78,62.400000000000006
2017-06-25,78,78.0,,0.78,60.84
2017-06-26,94,78.0,,0.78,73.32000000000001
2017-06-27,100,78.0,,0.78,78.0
2017-06-28,94,78.0,,0.78,73.32000000000001
2017-06-29,95,78.0,,0.78,74.10000000000001
2017-06-30,92,78.0,,0.78,71.76
2017-07-01,87,77.0,False,0.77,66.99
2017-07-02,85,77.0,,0.77,65.45
2017-07-03,95,77.0,,0.77,73.15
2017-07-04,84,77.0,,0.77,64.68
2017-07-05,97,77.0,,0.77,74.69
2017-07-06,98,77.0,,0.77,75.46000000000001
2017-07-07,97,77.0,,0.77,74.69
2017-07-08,88,77.0,,0.77,67.76
2017-07-09,84,77.0,,0.77,64.68
2017-07-10,98,77.0,,0.77,75.46000000000001
2017-07-11,95,77.0,,0.77,73.15
2017-07-12,97,77.0,,0.77,74.69
2017-07-13,95,77.0,,0.77,73.15
2017-07-14,96,77.0,,0.77,73.92
2017-07-15,85,77.0,,0.77,65.45
2017-07-16,83,77.0,,0.77,63.910000000000004
2017-07-17,95,77.0,,0.77,73.15
2017-07-18,99,77.0,,0.77,76.23
2017-07-19,96,77.0,,0.77,73.92
2017-07-20,94,77.0,,0.77,72.38
2017-07-21,96,77.0,,0.77,73.92
2017-07-22,87,77.0,,0.77,66.99
2017-07-23,82,77.0,,0.77,63.14
2017-07-24,97,77.0,,0.77,74.69
2017-07-25,100,77.0,,0.77,77.0
2017-07-26,99,77.0,,0.77,76.23
2017-07-27,97,77.0,,0.77,74.69
2017-07-28,93,77.0,,0.77,71.61
2017-07-29,82,77.0,,0.77,63.14
2017-07-30,82,77.0,,0.77,63.14
2017-07-31,96,77.0,,0.77,73.92
2017-08-01,98,81.0,False,0.81,79.38000000000001
2017-08-02,100,81.0,,0.81,81.0
2017-08-03,99,81.0,,0.81,80.19000000000001
2017-08-04,99,81.0,,0.81,80.19000000000001
2017-08-05,86,81.0,,0.81,69.66000000000001
2017-08-06,83,81.0,,0.81,67.23
2017-08-07,99,81.0,,0.81,80.19000000000001
2017-08-08,99,81.0,,0.81,80.19000000000001
2017-08-09,99,81.0,,0.81,80.19000000000001
2017-08-10,99,81.0,,0.81,80.19000000000001
2017-08-11,95,81.0,,0.81,76.95
2017-08-12,85,81.0,,0.81,68.85000000000001
2017-08-13,81,81.0,,0.81,65.61
2017-08-14,100,81.0,,0.81,81.0
2017-08-15,98,81.0,,0.81,79.38000000000001
2017-08-16,96,81.0,,0.81,77.76
2017-08-17,94,81.0,,0.81,76.14
2017-08-18,95,81.0,,0.81,76.95
2017-08-19,85,81.0,,0.81,68.85000000000001
2017-08-20,81,81.0,,0.81,65.61
2017-08-21,94,81.0,,0.81,76.14
2017-08-22,98,81.0,,0.81,79.38000000000001
2017-08-23,100,81.0,,0.81,81.0
2017-08-24,94,81.0,,0.81,76.14
2017-08-25,91,81.0,,0.81,73.71000000000001
2017-08-26,82,81.0,,0.81,66.42
2017-08-27,76,81.0,,0.81,61.56
2017-08-28,93,81.0,,0.81,75.33
2017-08-29,93,81.0,,0.81,75.33
2017-08-30,90,81.0,,0.81,72.9
2017-08-31,92,81.0,,0.81,74.52000000000001
2017-09-01,87,76.0,False,0.76,66.12
2017-09-02,83,76.0,,0.76,63.08
2017-09-03,77,76.0,,0.76,58.52
2017-09-04,77,76.0,,0.76,58.52
2017-09-05,87,76.0,,0.76,66.12
2017-09-06,87,76.0,,0.76,66.12
2017-09-07,86,76.0,,0.76,65.36
2017-09-08,88,76.0,,0.76,66.88
2017-09-09,83,76.0,,0.76,63.08
2017-09-10,74,76.0,,0.76,56.24
2017-09-11,86,76.0,,0.76,65.36
2017-09-12,92,76.0,,0.76,69.92
2017-09-13,100,76.0,,0.76,76.0
2017-09-14,94,76.0,,0.76,71.44
2017-09-15,90,76.0,,0.76,68.4
2017-09-16,83,76.0,,0.76,63.08
2017-09-17,79,76.0,,0.76,60.04
2017-09-18,85,76.0,,0.76,64.6
2017-09-19,92,76.0,,0.76,69.92
2017-09-20,89,76.0,,0.76,67.64
2017-09-21,90,76.0,,0.76,68.4
2017-09-22,89,76.0,,0.76,67.64
2017-09-23,88,76.0,,0.76,66.88
2017-09-24,79,76.0,,0.76,60.04
2017-09-25,90,76.0,,0.76,68.4
2017-09-26,88,76.0,,0.76,66.88
2017-09-27,88,76.0,,0.76,66.88
2017-09-28,86,76.0,,0.76,65.36
2017-09-29,85,76.0,,0.76,64.6
2017-09-30,86,76.0,,0.76,65.36
2017-10-01,92,76.0,False,0.76,69.92
2017-10-02,95,76.0,,0.76,72.2
2017-10-03,99,76.0,,0.76,75.24
2017-10-04,98,76.0,,0.76,74.48
2017-10-05,98,76.0,,0.76,74.48
2017-10-06,98,76.0,,0.76,74.48
2017-10-07,92,76.0,,0.76,69.92
2017-10-08,85,76.0,,0.76,64.6
2017-10-09,93,76.0,,0.76,70.68
2017-10-10,95,76.0,,0.76,72.2
2017-10-11,93,76.0,,0.76,70.68
2017-10-12,94,76.0,,0.76,71.44
2017-10-13,97,76.0,,0.76,73.72
2017-10-14,90,76.0,,0.76,68.4
2017-10-15,84,76.0,,0.76,63.84
2017-10-16,98,76.0,,0.76,74.48
2017-10-17,100,76.0,,0.76,76.0
2017-10-18,96,76.0,,0.76,72.96000000000001
2017-10-19,97,76.0,,0.76,73.72
2017-10-20,98,76.0,,0.76,74.48
2017-10-21,90,76.0,,0.76,68.4
2017-10-22,81,76.0,,0.76,61.56
2017-10-23,96,76.0,,0.76,72.96000000000001
2017-10-24,98,76.0,,0.76,74.48
2017-10-25,97,76.0,,0.76,73.72
2017-10-26,94,76.0,,0.76,71.44
2017-10-27,95,76.0,,0.76,72.2
2017-10-28,90,76.0,,0.76,68.4
2017-10-29,80,76.0,,0.76,60.8
2017-10-30,94,76.0,,0.76,71.44
2017-10-31,91,76.0,,0.76,69.16
2017-11-01,93,73.0,False,0.73,67.89
2017-11-02,94,73.0,,0.73,68.62
2017-11-03,98,73.0,,0.73,71.53999999999999
2017-11-04,94,73.0,,0.73,68.62
2017-11-05,88,73.0,,0.73,64.24
2017-11-06,97,73.0,,0.73,70.81
2017-11-07,98,73.0,,0.73,71.53999999999999
2017-11-08,94,73.0,,0.73,68.62
2017-11-09,95,73.0,,0.73,69.35
2017-11-10,98,73.0,,0.73,71.53999999999999
2017-11-11,90,73.0,,0.73,65.7
2017-11-12,84,73.0,,0.73,61.32
2017-11-13,95,73.0,,0.73,69.35
2017-11-14,97,73.0,,0.73,70.81
2017-11-15,95,73.0,,0.73,69.35
2017-11-16,95,73.0,,0.73,69.35
2017-11-17,95,73.0,,0.73,69.35
2017-11-18,89,73.0,,0.73,64.97
2017-11-19,87,73.0,,0.73,63.51
2017-11-20,95,73.0,,0.73,69.35
2017-11-21,100,73.0,,0.73,73.0
2017-11-22,96,73.0,,0.73,70.08
2017-11-23,80,73.0,,0.73,58.4
2017-11-24,83,73.0,,0.73,60.589999999999996
2017-11-25,88,73.0,,0.73,64.24
2017-11-26,85,73.0,,0.73,62.05
2017-11-27,91,73.0,,0.73,66.42999999999999
2017-11-28,100,73.0,,0.73,73.0
2017-11-29,99,73.0,,0.73,72.27
2017-11-30,98,73.0,,0.73,71.53999999999999
2017-12-01,87,73.0,False,0.73,63.51
2017-12-02,84,73.0,,0.73,61.32
2017-12-03,78,73.0,,0.73,56.94
2017-12-04,86,73.0,,0.73,62.78
2017-12-05,87,73.0,,0.73,63.51
2017-12-06,88,73.0,,0.73,64.24
2017-12-07,85,73.0,,0.73,62.05
2017-12-08,87,73.0,,0.73,63.51
2017-12-09,83,73.0,,0.73,60.589999999999996
2017-12-10,78,73.0,,0.73,56.94
2017-12-11,82,73.0,,0.73,59.86
2017-12-12,88,73.0,,0.73,64.24
2017-12-13,88,73.0,,0.73,64.24
2017-12-14,86,73.0,,0.73,62.78
2017-12-15,85,73.0,,0.73,62.05
2017-12-16,82,73.0,,0.73,59.86
2017-12-17,79,73.0,,0.73,57.67
2017-12-18,85,73.0,,0.73,62.05
2017-12-19,92,73.0,,0.73,67.16
2017-12-20,89,73.0,,0.73,64.97
2017-12-21,89,73.0,,0.73,64.97
2017-12-22,90,73.0,,0.73,65.7
2017-12-23,82,73.0,,0.73,59.86
2017-12-24,78,73.0,,0.73,56.94
2017-12-25,99,73.0,,0.73,72.27
2017-12-26,98,73.0,,0.73,71.53999999999999
2017-12-27,100,73.0,,0.73,73.0
2017-12-28,96,73.0,,0.73,70.08
2017-12-29,94,73.0,,0.73,68.62
2017-12-30,86,73.0,,0.73,62.78
2017-12-31,80,73.0,,0.73,58.4
2018-01-01,72,80.0,False,0.8,57.6
2018-01-02,83,80.0,,0.8,66.4
