date,KO_unscaled,KO_monthly,isPartial,scale,KO
2019-08-16,65,85.0,,0.85,55.25
2019-08-17,72,85.0,,0.85,61.199999999999996
2019-08-18,87,85.0,,0.85,73.95
2019-08-19,71,85.0,,0.85,60.35
2019-08-20,58,85.0,,0.85,49.3
2019-08-21,60,85.0,,0.85,51.0
2019-08-22,54,85.0,,0.85,45.9
2019-08-23,66,85.0,,0.85,56.1
2019-08-24,62,85.0,,0.85,52.699999999999996
2019-08-25,73,85.0,,0.85,62.05
2019-08-26,64,85.0,,0.85,54.4
2019-08-27,59,85.0,,0.85,50.15
2019-08-28,60,85.0,,0.85,51.0
2019-08-29,56,85.0,,0.85,47.6
2019-08-30,50,85.0,,0.85,42.5
2019-08-31,50,85.0,,0.85,42.5
2019-09-01,54,79.0,False,0.79,42.660000000000004
2019-09-02,57,79.0,,0.79,45.03
2019-09-03,57,79.0,,0.79,45.03
2019-09-04,58,79.0,,0.79,45.82
2019-09-05,53,79.0,,0.79,41.870000000000005
2019-09-06,53,79.0,,0.79,41.870000000000005
2019-09-07,100,79.0,,0.79,79.0
2019-09-08,65,79.0,,0.79,51.35
2019-09-09,54,79.0,,0.79,42.660000000000004
2019-09-10,58,79.0,,0.79,45.82
2019-09-11,58,79.0,,0.79,45.82
2019-09-12,62,79.0,,0.79,48.980000000000004
2019-09-13,57,79.0,,0.79,45.03
2019-09-14,55,79.0,,0.79,43.45
2019-09-15,59,79.0,,0.79,46.61
2019-09-16,56,79.0,,0.79,44.24
2019-09-17,52,79.0,,0.79,41.08
2019-09-18,59,79.0,,0.79,46.61
2019-09-19,54,79.0,,0.79,42.660000000000004
2019-09-20,70,79.0,,0.79,55.300000000000004
2019-09-21,54,79.0,,0.79,42.660000000000004
2019-09-22,51,79.0,,0.79,40.29
2019-09-23,52,79.0,,0.79,41.08
2019-09-24,52,79.0,,0.79,41.08
2019-09-25,55,79.0,,0.79,43.45
2019-09-26,54,79.0,,0.79,42.660000000000004
2019-09-27,58,79.0,,0.79,45.82
2019-09-28,57,79.0,,0.79,45.03
2019-09-29,48,79.0,,0.79,37.92
2019-09-30,60,79.0,,0.79,47.400000000000006
2019-10-01,67,75.0,False,0.75,50.25
2019-10-02,68,75.0,,0.75,51.0
2019-10-03,76,75.0,,0.75,57.0
2019-10-04,75,75.0,,0.75,56.25
2019-10-05,66,75.0,,0.75,49.5
2019-10-06,83,75.0,,0.75,62.25
2019-10-07,67,75.0,,0.75,50.25
2019-10-08,68,75.0,,0.75,51.0
2019-10-09,85,75.0,,0.75,63.75
2019-10-10,73,75.0,,0.75,54.75
2019-10-11,74,75.0,,0.75,55.5
2019-10-12,80,75.0,,0.75,60.0
2019-10-13,87,75.0,,0.75,65.25
2019-10-14,74,75.0,,0.75,55.5
2019-10-15,75,75.0,,0.75,56.25
2019-10-16,77,75.0,,0.75,57.75
2019-10-17,96,75.0,,0.75,72.0
2019-10-18,100,75.0,,0.75,75.0
2019-10-19,76,75.0,,0.75,57.0
2019-10-20,71,75.0,,0.75,53.25
2019-10-21,76,75.0,,0.75,57.0
2019-10-22,72,75.0,,0.75,54.0
2019-10-23,69,75.0,,0.75,51.75
2019-10-24,81,75.0,,0.75,60.75
2019-10-25,88,75.0,,0.75,66.0
2019-10-26,80,75.0,,0.75,60.0
2019-10-27,74,75.0,,0.75,55.5
2019-10-28,72,75.0,,0.75,54.0
2019-10-29,72,75.0,,0.75,54.0
2019-10-30,75,75.0,,0.75,56.25
2019-10-31,62,75.0,,0.75,46.5
2019-11-01,59,74.0,False,0.74,43.66
2019-11-02,66,74.0,,0.74,48.839999999999996
2019-11-03,100,74.0,,0.74,74.0
2019-11-04,67,74.0,,0.74,49.58
2019-11-05,58,74.0,,0.74,42.92
2019-11-06,62,74.0,,0.74,45.88
2019-11-07,65,74.0,,0.74,48.1
2019-11-08,63,74.0,,0.74,46.62
2019-11-09,59,74.0,,0.74,43.66
2019-11-10,53,74.0,,0.74,39.22
2019-11-11,53,74.0,,0.74,39.22
2019-11-12,54,74.0,,0.74,39.96
2019-11-13,55,74.0,,0.74,40.7
2019-11-14,56,74.0,,0.74,41.44
2019-11-15,65,74.0,,0.74,48.1
2019-11-16,61,74.0,,0.74,45.14
2019-11-17,62,74.0,,0.74,45.88
2019-11-18,57,74.0,,0.74,42.18
2019-11-19,58,74.0,,0.74,42.92
2019-11-20,65,74.0,,0.74,48.1
2019-11-21,58,74.0,,0.74,42.92
2019-11-22,70,74.0,,0.74,51.8
2019-11-23,65,74.0,,0.74,48.1
2019-11-24,89,74.0,,0.74,65.86
2019-11-25,65,74.0,,0.74,48.1
2019-11-26,64,74.0,,0.74,47.36
2019-11-27,61,74.0,,0.74,45.14
2019-11-28,64,74.0,,0.74,47.36
2019-11-29,58,74.0,,0.74,42.92
2019-11-30,49,74.0,,0.74,36.26
2019-12-01,75,73.0,False,0.73,54.75
2019-12-02,70,73.0,,0.73,51.1
2019-12-03,80,73.0,,0.73,58.4
2019-12-04,78,73.0,,0.73,56.94
2019-12-05,78,73.0,,0.73,56.94
2019-12-06,88,73.0,,0.73,64.24
2019-12-07,89,73.0,,0.73,64.97
2019-12-08,83,73.0,,0.73,60.589999999999996
2019-12-09,77,73.0,,0.73,56.21
2019-12-10,75,73.0,,0.73,54.75
2019-12-11,73,73.0,,0.73,53.29
2019-12-12,75,73.0,,0.73,54.75
2019-12-13,81,73.0,,0.73,59.129999999999995
2019-12-14,89,73.0,,0.73,64.97
2019-12-15,84,73.0,,0.73,61.32
2019-12-16,72,73.0,,0.73,52.56
2019-12-17,89,73.0,,0.73,64.97
2019-12-18,80,73.0,,0.73,58.4
2019-12-19,73,73.0,,0.73,53.29
2019-12-20,77,73.0,,0.73,56.21
2019-12-21,85,73.0,,0.73,62.05
2019-12-22,75,73.0,,0.73,54.75
2019-12-23,87,73.0,,0.73,63.51
2019-12-24,89,73.0,,0.73,64.97
2019-12-25,90,73.0,,0.73,65.7
2019-12-26,96,73.0,,0.73,70.08
2019-12-27,100,73.0,,0.73,73.0
2019-12-28,85,73.0,,0.73,62.05
2019-12-29,88,73.0,,0.73,64.24
2019-12-30,86,73.0,,0.73,62.78
2019-12-31,93,73.0,,0.73,67.89
2020-01-01,52,84.0,False,0.84,43.68
2020-01-02,60,84.0,,0.84,50.4
2020-01-03,57,84.0,,0.84,47.879999999999995
2020-01-04,56,84.0,,0.84,47.04
2020-01-05,53,84.0,,0.84,44.519999999999996
2020-01-06,53,84.0,,0.84,44.519999999999996
2020-01-07,57,84.0,,0.84,47.879999999999995
2020-01-08,52,84.0,,0.84,43.68
2020-01-09,58,84.0,,0.84,48.72
2020-01-10,62,84.0,,0.84,52.08
2020-01-11,61,84.0,,0.84,51.239999999999995
2020-01-12,63,84.0,,0.84,52.919999999999995
2020-01-13,58,84.0,,0.84,48.72
2020-01-14,50,84.0,,0.84,42.0
2020-01-15,56,84.0,,0.84,47.04
2020-01-16,67,84.0,,0.84,56.28
2020-01-17,69,84.0,,0.84,57.96
2020-01-18,68,84.0,,0.84,57.12
2020-01-19,100,84.0,,0.84,84.0
2020-01-20,58,84.0,,0.84,48.72
2020-01-21,57,84.0,,0.84,47.879999999999995
2020-01-22,56,84.0,,0.84,47.04
2020-01-23,62,84.0,,0.84,52.08
2020-01-24,55,84.0,,0.84,46.199999999999996
2020-01-25,59,84.0,,0.84,49.559999999999995
2020-01-26,87,84.0,,0.84,73.08
2020-01-27,73,84.0,,0.84,61.32
2020-01-28,64,84.0,,0.84,53.76
2020-01-29,55,84.0,,0.84,46.199999999999996
2020-01-30,68,84.0,,0.84,57.12
2020-01-31,66,84.0,,0.84,55.44
2020-02-01,77,77.0,False,0.77,59.29
2020-02-02,60,77.0,,0.77,46.2
2020-02-03,69,77.0,,0.77,53.13
2020-02-04,69,77.0,,0.77,53.13
2020-02-05,74,77.0,,0.77,56.980000000000004
2020-02-06,74,77.0,,0.77,56.980000000000004
2020-02-07,74,77.0,,0.77,56.980000000000004
2020-02-08,73,77.0,,0.77,56.21
2020-02-09,75,77.0,,0.77,57.75
2020-02-10,76,77.0,,0.77,58.52
2020-02-11,72,77.0,,0.77,55.44
2020-02-12,70,77.0,,0.77,53.9
2020-02-13,72,77.0,,0.77,55.44
2020-02-14,72,77.0,,0.77,55.44
2020-02-15,72,77.0,,0.77,55.44
2020-02-16,76,77.0,,0.77,58.52
2020-02-17,70,77.0,,0.77,53.9
2020-02-18,70,77.0,,0.77,53.9
2020-02-19,67,77.0,,0.77,51.59
2020-02-20,70,77.0,,0.77,53.9
2020-02-21,74,77.0,,0.77,56.980000000000004
2020-02-22,78,77.0,,0.77,60.06
2020-02-23,100,77.0,,0.77,77.0
2020-02-24,82,77.0,,0.77,63.14
2020-02-25,73,77.0,,0.77,56.21
2020-02-26,76,77.0,,0.77,58.52
2020-02-27,78,77.0,,0.77,60.06
2020-02-28,80,77.0,,0.77,61.6
2020-02-29,73,77.0,,0.77,56.21
2020-03-01,73,86.0,False,0.86,62.78
2020-03-02,68,86.0,,0.86,58.48
2020-03-03,69,86.0,,0.86,59.339999999999996
2020-03-04,67,86.0,,0.86,57.62
2020-03-05,64,86.0,,0.86,55.04
2020-03-06,65,86.0,,0.86,55.9
2020-03-07,63,86.0,,0.86,54.18
2020-03-08,59,86.0,,0.86,50.74
2020-03-09,69,86.0,,0.86,59.339999999999996
2020-03-10,73,86.0,,0.86,62.78
2020-03-11,67,86.0,,0.86,57.62
2020-03-12,65,86.0,,0.86,55.9
2020-03-13,68,86.0,,0.86,58.48
2020-03-14,66,86.0,,0.86,56.76
2020-03-15,59,86.0,,0.86,50.74
2020-03-16,80,86.0,,0.86,68.8
2020-03-17,75,86.0,,0.86,64.5
2020-03-18,68,86.0,,0.86,58.48
2020-03-19,76,86.0,,0.86,65.36
2020-03-20,82,86.0,,0.86,70.52
2020-03-21,72,86.0,,0.86,61.92
2020-03-22,70,86.0,,0.86,60.199999999999996
2020-03-23,78,86.0,,0.86,67.08
2020-03-24,96,86.0,,0.86,82.56
2020-03-25,82,86.0,,0.86,70.52
2020-03-26,81,86.0,,0.86,69.66
2020-03-27,100,86.0,,0.86,86.0
2020-03-28,95,86.0,,0.86,81.7
2020-03-29,74,86.0,,0.86,63.64
2020-03-30,76,86.0,,0.86,65.36
2020-03-31,75,86.0,,0.86,64.5
2020-04-01,78,83.0,False,0.83,64.74
2020-04-02,69,83.0,,0.83,57.269999999999996
2020-04-03,74,83.0,,0.83,61.419999999999995
2020-04-04,78,83.0,,0.83,64.74
2020-04-05,82,83.0,,0.83,68.06
2020-04-06,80,83.0,,0.83,66.39999999999999
2020-04-07,80,83.0,,0.83,66.39999999999999
2020-04-08,84,83.0,,0.83,69.72
2020-04-09,88,83.0,,0.83,73.03999999999999
2020-04-10,76,83.0,,0.83,63.08
2020-04-11,76,83.0,,0.83,63.08
2020-04-12,74,83.0,,0.83,61.419999999999995
2020-04-13,79,83.0,,0.83,65.57
2020-04-14,86,83.0,,0.83,71.38
2020-04-15,77,83.0,,0.83,63.91
2020-04-16,74,83.0,,0.83,61.419999999999995
2020-04-17,79,83.0,,0.83,65.57
2020-04-18,91,83.0,,0.83,75.53
2020-04-19,80,83.0,,0.83,66.39999999999999
2020-04-20,81,83.0,,0.83,67.22999999999999
2020-04-21,100,83.0,,0.83,83.0
2020-04-22,77,83.0,,0.83,63.91
2020-04-23,85,83.0,,0.83,70.55
2020-04-24,67,83.0,,0.83,55.61
2020-04-25,76,83.0,,0.83,63.08
2020-04-26,73,83.0,,0.83,60.589999999999996
2020-04-27,76,83.0,,0.83,63.08
2020-04-28,78,83.0,,0.83,64.74
2020-04-29,77,83.0,,0.83,63.91
2020-04-30,80,83.0,,0.83,66.39999999999999
2020-05-01,85,79.0,False,0.79,67.15
2020-05-02,90,79.0,,0.79,71.10000000000001
2020-05-03,85,79.0,,0.79,67.15
2020-05-04,81,79.0,,0.79,63.99
2020-05-05,81,79.0,,0.79,63.99
2020-05-06,87,79.0,,0.79,68.73
2020-05-07,90,79.0,,0.79,71.10000000000001
2020-05-08,77,79.0,,0.79,60.830000000000005
2020-05-09,74,79.0,,0.79,58.46
2020-05-10,100,79.0,,0.79,79.0
2020-05-11,77,79.0,,0.79,60.830000000000005
2020-05-12,88,79.0,,0.79,69.52000000000001
2020-05-13,86,79.0,,0.79,67.94
2020-05-14,86,79.0,,0.79,67.94
2020-05-15,78,79.0,,0.79,61.620000000000005
2020-05-16,92,79.0,,0.79,72.68
2020-05-17,89,79.0,,0.79,70.31
2020-05-18,88,79.0,,0.79,69.52000000000001
2020-05-19,91,79.0,,0.79,71.89
2020-05-20,79,79.0,,0.79,62.410000000000004
2020-05-21,86,79.0,,0.79,67.94
2020-05-22,88,79.0,,0.79,69.52000000000001
2020-05-23,77,79.0,,0.79,60.830000000000005
2020-05-24,84,79.0,,0.79,66.36
2020-05-25,71,79.0,,0.79,56.09
2020-05-26,81,79.0,,0.79,63.99
2020-05-27,80,79.0,,0.79,63.2
2020-05-28,78,79.0,,0.79,61.620000000000005
2020-05-29,84,79.0,,0.79,66.36
2020-05-30,69,79.0,,0.79,54.510000000000005
2020-05-31,73,79.0,,0.79,57.67
2020-06-01,58,79.0,False,0.79,45.82
2020-06-02,64,79.0,,0.79,50.56
2020-06-03,61,79.0,,0.79,48.190000000000005
2020-06-04,65,79.0,,0.79,51.35
2020-06-05,74,79.0,,0.79,58.46
2020-06-06,62,79.0,,0.79,48.980000000000004
2020-06-07,100,79.0,,0.79,79.0
2020-06-08,73,79.0,,0.79,57.67
2020-06-09,74,79.0,,0.79,58.46
2020-06-10,69,79.0,,0.79,54.510000000000005
2020-06-11,71,79.0,,0.79,56.09
2020-06-12,68,79.0,,0.79,53.72
2020-06-13,67,79.0,,0.79,52.93
2020-06-14,61,79.0,,0.79,48.190000000000005
2020-06-15,68,79.0,,0.79,53.72
2020-06-16,64,79.0,,0.79,50.56
2020-06-17,58,79.0,,0.79,45.82
2020-06-18,69,79.0,,0.79,54.510000000000005
2020-06-19,65,79.0,,0.79,51.35
2020-06-20,66,79.0,,0.79,52.14
2020-06-21,71,79.0,,0.79,56.09
2020-06-22,61,79.0,,0.79,48.190000000000005
2020-06-23,62,79.0,,0.79,48.980000000000004
2020-06-24,63,79.0,,0.79,49.77
2020-06-25,63,79.0,,0.79,49.77
2020-06-26,65,79.0,,0.79,51.35
2020-06-27,63,79.0,,0.79,49.77
2020-06-28,60,79.0,,0.79,47.400000000000006
2020-06-29,66,79.0,,0.79,52.14
2020-06-30,61,79.0,,0.79,48.190000000000005
2020-07-01,81,75.0,False,0.75,60.75
2020-07-02,83,75.0,,0.75,62.25
2020-07-03,75,75.0,,0.75,56.25
2020-07-04,75,75.0,,0.75,56.25
2020-07-05,74,75.0,,0.75,55.5
2020-07-06,78,75.0,,0.75,58.5
2020-07-07,86,75.0,,0.75,64.5
2020-07-08,87,75.0,,0.75,65.25
2020-07-09,81,75.0,,0.75,60.75
2020-07-10,81,75.0,,0.75,60.75
2020-07-11,79,75.0,,0.75,59.25
2020-07-12,87,75.0,,0.75,65.25
2020-07-13,79,75.0,,0.75,59.25
2020-07-14,78,75.0,,0.75,58.5
2020-07-15,79,75.0,,0.75,59.25
2020-07-16,80,75.0,,0.75,60.0
2020-07-17,82,75.0,,0.75,61.5
2020-07-18,80,75.0,,0.75,60.0
2020-07-19,75,75.0,,0.75,56.25
2020-07-20,94,75.0,,0.75,70.5
2020-07-21,100,75.0,,0.75,75.0
2020-07-22,92,75.0,,0.75,69.0
2020-07-23,80,75.0,,0.75,60.0
2020-07-24,80,75.0,,0.75,60.0
2020-07-25,75,75.0,,0.75,56.25
2020-07-26,81,75.0,,0.75,60.75
2020-07-27,78,75.0,,0.75,58.5
2020-07-28,85,75.0,,0.75,63.75
2020-07-29,82,75.0,,0.75,61.5
2020-07-30,83,75.0,,0.75,62.25
2020-07-31,87,75.0,,0.75,65.25
2020-08-01,84,71.0,False,0.71,59.64
2020-08-02,80,71.0,,0.71,56.8
2020-08-03,85,71.0,,0.71,60.349999999999994
2020-08-04,77,71.0,,0.71,54.669999999999995
2020-08-05,84,71.0,,0.71,59.64
2020-08-06,82,71.0,,0.71,58.22
2020-08-07,94,71.0,,0.71,66.74
2020-08-08,95,71.0,,0.71,67.45
2020-08-09,100,71.0,,0.71,71.0
2020-08-10,92,71.0,,0.71,65.32
2020-08-11,80,71.0,,0.71,56.8
2020-08-12,77,71.0,,0.71,54.669999999999995
2020-08-13,84,71.0,,0.71,59.64
2020-08-14,82,71.0,,0.71,58.22
2020-08-15,81,71.0,,0.71,57.51
2020-08-16,85,71.0,,0.71,60.349999999999994
2020-08-17,81,71.0,,0.71,57.51
2020-08-18,73,71.0,,0.71,51.83
2020-08-19,73,71.0,,0.71,51.83
2020-08-20,79,71.0,,0.71,56.089999999999996
2020-08-21,76,71.0,,0.71,53.959999999999994
2020-08-22,81,71.0,,0.71,57.51
2020-08-23,87,71.0,,0.71,61.769999999999996
2020-08-24,82,71.0,,0.71,58.22
2020-08-25,77,71.0,,0.71,54.669999999999995
2020-08-26,74,71.0,,0.71,52.54
2020-08-27,76,71.0,,0.71,53.959999999999994
2020-08-28,88,71.0,,0.71,62.48
2020-08-29,81,71.0,,0.71,57.51
2020-08-30,75,71.0,,0.71,53.25
2020-08-31,76,71.0,,0.71,53.959999999999994
2020-09-01,95,67.0,False,0.67,63.650000000000006
2020-09-02,100,67.0,,0.67,67.0
2020-09-03,89,67.0,,0.67,59.63
2020-09-04,90,67.0,,0.67,60.300000000000004
2020-09-05,82,67.0,,0.67,54.940000000000005
2020-09-06,85,67.0,,0.67,56.95
2020-09-07,94,67.0,,0.67,62.980000000000004
2020-09-08,87,67.0,,0.67,58.290000000000006
2020-09-09,84,67.0,,0.67,56.28
2020-09-10,82,67.0,,0.67,54.940000000000005
2020-09-11,80,67.0,,0.67,53.6
2020-09-12,88,67.0,,0.67,58.96
2020-09-13,79,67.0,,0.67,52.93
2020-09-14,80,67.0,,0.67,53.6
2020-09-15,95,67.0,,0.67,63.650000000000006
2020-09-16,80,67.0,,0.67,53.6
2020-09-17,85,67.0,,0.67,56.95
2020-09-18,82,67.0,,0.67,54.940000000000005
2020-09-19,81,67.0,,0.67,54.27
2020-09-20,76,67.0,,0.67,50.92
2020-09-21,82,67.0,,0.67,54.940000000000005
2020-09-22,79,67.0,,0.67,52.93
2020-09-23,85,67.0,,0.67,56.95
2020-09-24,84,67.0,,0.67,56.28
2020-09-25,79,67.0,,0.67,52.93
2020-09-26,89,67.0,,0.67,59.63
2020-09-27,93,67.0,,0.67,62.31
2020-09-28,83,67.0,,0.67,55.61000000000001
2020-09-29,94,67.0,,0.67,62.980000000000004
2020-09-30,79,67.0,,0.67,52.93
2020-10-01,75,72.0,False,0.72,54.0
2020-10-02,74,72.0,,0.72,53.28
2020-10-03,70,72.0,,0.72,50.4
2020-10-04,69,72.0,,0.72,49.68
2020-10-05,75,72.0,,0.72,54.0
2020-10-06,78,72.0,,0.72,56.16
2020-10-07,69,72.0,,0.72,49.68
2020-10-08,67,72.0,,0.72,48.239999999999995
2020-10-09,78,72.0,,0.72,56.16
2020-10-10,74,72.0,,0.72,53.28
2020-10-11,100,72.0,,0.72,72.0
2020-10-12,87,72.0,,0.72,62.64
2020-10-13,68,72.0,,0.72,48.96
2020-10-14,74,72.0,,0.72,53.28
2020-10-15,67,72.0,,0.72,48.239999999999995
2020-10-16,83,72.0,,0.72,59.76
2020-10-17,78,72.0,,0.72,56.16
2020-10-18,85,72.0,,0.72,61.199999999999996
2020-10-19,72,72.0,,0.72,51.839999999999996
2020-10-20,81,72.0,,0.72,58.32
2020-10-21,86,72.0,,0.72,61.919999999999995
2020-10-22,91,72.0,,0.72,65.52
2020-10-23,82,72.0,,0.72,59.04
2020-10-24,83,72.0,,0.72,59.76
2020-10-25,75,72.0,,0.72,54.0
2020-10-26,69,72.0,,0.72,49.68
2020-10-27,73,72.0,,0.72,52.559999999999995
2020-10-28,68,72.0,,0.72,48.96
2020-10-29,67,72.0,,0.72,48.239999999999995
2020-10-30,76,72.0,,0.72,54.72
2020-10-31,70,72.0,,0.72,50.4
2020-11-01,54,69.0,False,0.69,37.26
2020-11-02,51,69.0,,0.69,35.19
2020-11-03,47,69.0,,0.69,32.43
2020-11-04,29,69.0,,0.69,20.009999999999998
2020-11-05,32,69.0,,0.69,22.08
2020-11-06,40,69.0,,0.69,27.599999999999998
2020-11-07,41,69.0,,0.69,28.29
2020-11-08,41,69.0,,0.69,28.29
2020-11-09,53,69.0,,0.69,36.57
2020-11-10,51,69.0,,0.69,35.19
2020-11-11,52,69.0,,0.69,35.879999999999995
2020-11-12,45,69.0,,0.69,31.049999999999997
2020-11-13,52,69.0,,0.69,35.879999999999995
2020-11-14,44,69.0,,0.69,30.36
2020-11-15,49,69.0,,0.69,33.809999999999995
2020-11-16,50,69.0,,0.69,34.5
2020-11-17,46,69.0,,0.69,31.74
2020-11-18,48,69.0,,0.69,33.12
2020-11-19,55,69.0,,0.69,37.949999999999996
2020-11-20,51,69.0,,0.69,35.19
2020-11-21,55,69.0,,0.69,37.949999999999996
2020-11-22,62,69.0,,0.69,42.779999999999994
2020-11-23,54,69.0,,0.69,37.26
2020-11-24,61,69.0,,0.69,42.089999999999996
2020-11-25,53,69.0,,0.69,36.57
2020-11-26,45,69.0,,0.69,31.049999999999997
2020-11-27,51,69.0,,0.69,35.19
2020-11-28,52,69.0,,0.69,35.879999999999995
2020-11-29,100,69.0,,0.69,69.0
2020-11-30,54,69.0,,0.69,37.26
2020-12-01,70,73.0,False,0.73,51.1
2020-12-02,60,73.0,,0.73,43.8
2020-12-03,73,73.0,,0.73,53.29
2020-12-04,69,73.0,,0.73,50.37
2020-12-05,62,73.0,,0.73,45.26
2020-12-06,75,73.0,,0.73,54.75
2020-12-07,73,73.0,,0.73,53.29
2020-12-08,76,73.0,,0.73,55.48
2020-12-09,79,73.0,,0.73,57.67
2020-12-10,69,73.0,,0.73,50.37
2020-12-11,76,73.0,,0.73,55.48
2020-12-12,75,73.0,,0.73,54.75
2020-12-13,90,73.0,,0.73,65.7
2020-12-14,85,73.0,,0.73,62.05
2020-12-15,71,73.0,,0.73,51.83
2020-12-16,72,73.0,,0.73,52.56
2020-12-17,79,73.0,,0.73,57.67
2020-12-18,82,73.0,,0.73,59.86
2020-12-19,86,73.0,,0.73,62.78
2020-12-20,100,73.0,,0.73,73.0
2020-12-21,79,73.0,,0.73,57.67
2020-12-22,80,73.0,,0.73,58.4
2020-12-23,78,73.0,,0.73,56.94
2020-12-24,73,73.0,,0.73,53.29
2020-12-25,70,73.0,,0.73,51.1
2020-12-26,62,73.0,,0.73,45.26
2020-12-27,69,73.0,,0.73,50.37
2020-12-28,69,73.0,,0.73,50.37
2020-12-29,84,73.0,,0.73,61.32
2020-12-30,76,73.0,,0.73,55.48
2020-12-31,68,73.0,,0.73,49.64
2021-01-01,44,79.0,False,0.79,34.760000000000005
2021-01-02,44,79.0,,0.79,34.760000000000005
2021-01-03,42,79.0,,0.79,33.18
2021-01-04,48,79.0,,0.79,37.92
2021-01-05,43,79.0,,0.79,33.97
2021-01-06,41,79.0,,0.79,32.39
2021-01-07,51,79.0,,0.79,40.29
2021-01-08,48,79.0,,0.79,37.92
2021-01-09,41,79.0,,0.79,32.39
2021-01-10,39,79.0,,0.79,30.810000000000002
2021-01-11,44,79.0,,0.79,34.760000000000005
2021-01-12,39,79.0,,0.79,30.810000000000002
2021-01-13,46,79.0,,0.79,36.34
2021-01-14,46,79.0,,0.79,36.34
2021-01-15,48,79.0,,0.79,37.92
2021-01-16,48,79.0,,0.79,37.92
2021-01-17,44,79.0,,0.79,34.760000000000005
2021-01-18,39,79.0,,0.79,30.810000000000002
2021-01-19,47,79.0,,0.79,37.13
2021-01-20,43,79.0,,0.79,33.97
2021-01-21,44,79.0,,0.79,34.760000000000005
2021-01-22,47,79.0,,0.79,37.13
2021-01-23,46,79.0,,0.79,36.34
2021-01-24,100,79.0,,0.79,79.0
2021-01-25,51,79.0,,0.79,40.29
2021-01-26,54,79.0,,0.79,42.660000000000004
2021-01-27,50,79.0,,0.79,39.5
2021-01-28,54,79.0,,0.79,42.660000000000004
2021-01-29,55,79.0,,0.79,43.45
2021-01-30,45,79.0,,0.79,35.550000000000004
2021-01-31,44,79.0,,0.79,34.760000000000005
2021-02-01,79,81.0,False,0.81,63.99
2021-02-02,66,81.0,,0.81,53.46
2021-02-03,73,81.0,,0.81,59.13
2021-02-04,73,81.0,,0.81,59.13
2021-02-05,67,81.0,,0.81,54.27
2021-02-06,74,81.0,,0.81,59.940000000000005
2021-02-07,69,81.0,,0.81,55.89
2021-02-08,64,81.0,,0.81,51.84
2021-02-09,70,81.0,,0.81,56.7
2021-02-10,76,81.0,,0.81,61.56
2021-02-11,76,81.0,,0.81,61.56
2021-02-12,72,81.0,,0.81,58.32000000000001
2021-02-13,53,81.0,,0.81,42.93
2021-02-14,77,81.0,,0.81,62.370000000000005
2021-02-15,69,81.0,,0.81,55.89
2021-02-16,66,81.0,,0.81,53.46
2021-02-17,69,81.0,,0.81,55.89
2021-02-18,71,81.0,,0.81,57.510000000000005
2021-02-19,70,81.0,,0.81,56.7
2021-02-20,74,81.0,,0.81,59.940000000000005
2021-02-21,100,81.0,,0.81,81.0
2021-02-22,89,81.0,,0.81,72.09
2021-02-23,80,81.0,,0.81,64.80000000000001
2021-02-24,71,81.0,,0.81,57.510000000000005
2021-02-25,72,81.0,,0.81,58.32000000000001
2021-02-26,83,81.0,,0.81,67.23
2021-02-27,78,81.0,,0.81,63.18000000000001
2021-02-28,81,81.0,,0.81,65.61
2021-03-01,70,77.0,False,0.77,53.9
2021-03-02,72,77.0,,0.77,55.44
2021-03-03,65,77.0,,0.77,50.050000000000004
2021-03-04,64,77.0,,0.77,49.28
2021-03-05,81,77.0,,0.77,62.370000000000005
2021-03-06,79,77.0,,0.77,60.83
2021-03-07,77,77.0,,0.77,59.29
2021-03-08,77,77.0,,0.77,59.29
2021-03-09,70,77.0,,0.77,53.9
2021-03-10,59,77.0,,0.77,45.43
2021-03-11,67,77.0,,0.77,51.59
2021-03-12,75,77.0,,0.77,57.75
2021-03-13,60,77.0,,0.77,46.2
2021-03-14,66,77.0,,0.77,50.82
2021-03-15,69,77.0,,0.77,53.13
2021-03-16,59,77.0,,0.77,45.43
2021-03-17,65,77.0,,0.77,50.050000000000004
2021-03-18,65,77.0,,0.77,50.050000000000004
2021-03-19,69,77.0,,0.77,53.13
2021-03-20,68,77.0,,0.77,52.36
2021-03-21,64,77.0,,0.77,49.28
2021-03-22,70,77.0,,0.77,53.9
2021-03-23,68,77.0,,0.77,52.36
2021-03-24,62,77.0,,0.77,47.74
2021-03-25,66,77.0,,0.77,50.82
2021-03-26,67,77.0,,0.77,51.59
2021-03-27,66,77.0,,0.77,50.82
2021-03-28,100,77.0,,0.77,77.0
2021-03-29,74,77.0,,0.77,56.980000000000004
2021-03-30,75,77.0,,0.77,57.75
2021-03-31,66,77.0,,0.77,50.82
2021-04-01,41,92.0,False,0.92,37.72
2021-04-02,40,92.0,,0.92,36.800000000000004
2021-04-03,35,92.0,,0.92,32.2
2021-04-04,47,92.0,,0.92,43.24
2021-04-05,48,92.0,,0.92,44.160000000000004
2021-04-06,35,92.0,,0.92,32.2
2021-04-07,36,92.0,,0.92,33.120000000000005
2021-04-08,36,92.0,,0.92,33.120000000000005
2021-04-09,33,92.0,,0.92,30.360000000000003
2021-04-10,38,92.0,,0.92,34.96
2021-04-11,37,92.0,,0.92,34.04
2021-04-12,37,92.0,,0.92,34.04
2021-04-13,40,92.0,,0.92,36.800000000000004
2021-04-14,38,92.0,,0.92,34.96
2021-04-15,42,92.0,,0.92,38.64
