date,WH_unscaled,WH_monthly,isPartial,scale,WH
2021-04-28,80,71.0,,0.71,56.8
2021-04-29,82,71.0,,0.71,58.22
2021-04-30,81,71.0,,0.71,57.51
2021-05-01,72,72.0,False,0.72,51.839999999999996
2021-05-02,47,72.0,,0.72,33.839999999999996
2021-05-03,93,72.0,,0.72,66.96
2021-05-04,80,72.0,,0.72,57.599999999999994
2021-05-05,77,72.0,,0.72,55.44
2021-05-06,78,72.0,,0.72,56.16
2021-05-07,75,72.0,,0.72,54.0
2021-05-08,60,72.0,,0.72,43.199999999999996
2021-05-09,81,72.0,,0.72,58.32
2021-05-10,84,72.0,,0.72,60.48
2021-05-11,70,72.0,,0.72,50.4
2021-05-12,94,72.0,,0.72,67.67999999999999
2021-05-13,61,72.0,,0.72,43.92
2021-05-14,84,72.0,,0.72,60.48
2021-05-15,90,72.0,,0.72,64.8
2021-05-16,63,72.0,,0.72,45.36
2021-05-17,76,72.0,,0.72,54.72
2021-05-18,100,72.0,,0.72,72.0
2021-05-19,74,72.0,,0.72,53.28
2021-05-20,91,72.0,,0.72,65.52
2021-05-21,83,72.0,,0.72,59.76
2021-05-22,68,72.0,,0.72,48.96
2021-05-23,77,72.0,,0.72,55.44
2021-05-24,83,72.0,,0.72,59.76
2021-05-25,85,72.0,,0.72,61.199999999999996
2021-05-26,74,72.0,,0.72,53.28
2021-05-27,75,72.0,,0.72,54.0
2021-05-28,66,72.0,,0.72,47.519999999999996
2021-05-29,72,72.0,,0.72,51.839999999999996
2021-05-30,72,72.0,,0.72,51.839999999999996
2021-05-31,64,72.0,,0.72,46.08
2021-06-01,98,69.0,False,0.69,67.61999999999999
2021-06-02,75,69.0,,0.69,51.74999999999999
2021-06-03,74,69.0,,0.69,51.059999999999995
2021-06-04,77,69.0,,0.69,53.129999999999995
2021-06-05,65,69.0,,0.69,44.849999999999994
2021-06-06,78,69.0,,0.69,53.81999999999999
2021-06-07,83,69.0,,0.69,57.269999999999996
2021-06-08,87,69.0,,0.69,60.029999999999994
2021-06-09,80,69.0,,0.69,55.199999999999996
2021-06-10,65,69.0,,0.69,44.849999999999994
2021-06-11,80,69.0,,0.69,55.199999999999996
2021-06-12,70,69.0,,0.69,48.3
2021-06-13,67,69.0,,0.69,46.23
2021-06-14,68,69.0,,0.69,46.919999999999995
2021-06-15,66,69.0,,0.69,45.54
2021-06-16,68,69.0,,0.69,46.919999999999995
2021-06-17,88,69.0,,0.69,60.72
2021-06-18,85,69.0,,0.69,58.65
2021-06-19,80,69.0,,0.69,55.199999999999996
2021-06-20,83,69.0,,0.69,57.269999999999996
2021-06-21,100,69.0,,0.69,69.0
2021-06-22,86,69.0,,0.69,59.339999999999996
2021-06-23,84,69.0,,0.69,57.959999999999994
2021-06-24,80,69.0,,0.69,55.199999999999996
2021-06-25,84,69.0,,0.69,57.959999999999994
2021-06-26,68,69.0,,0.69,46.919999999999995
2021-06-27,70,69.0,,0.69,48.3
2021-06-28,83,69.0,,0.69,57.269999999999996
2021-06-29,81,69.0,,0.69,55.88999999999999
2021-06-30,74,69.0,,0.69,51.059999999999995
2021-07-01,84,67.0,False,0.67,56.28
2021-07-02,85,67.0,,0.67,56.95
2021-07-03,79,67.0,,0.67,52.93
2021-07-04,80,67.0,,0.67,53.6
2021-07-05,100,67.0,,0.67,67.0
2021-07-06,86,67.0,,0.67,57.620000000000005
2021-07-07,79,67.0,,0.67,52.93
2021-07-08,83,67.0,,0.67,55.61000000000001
2021-07-09,98,67.0,,0.67,65.66000000000001
2021-07-10,69,67.0,,0.67,46.230000000000004
2021-07-11,86,67.0,,0.67,57.620000000000005
2021-07-12,90,67.0,,0.67,60.300000000000004
2021-07-13,91,67.0,,0.67,60.970000000000006
2021-07-14,84,67.0,,0.67,56.28
2021-07-15,73,67.0,,0.67,48.910000000000004
2021-07-16,98,67.0,,0.67,65.66000000000001
2021-07-17,79,67.0,,0.67,52.93
2021-07-18,72,67.0,,0.67,48.24
2021-07-19,100,67.0,,0.67,67.0
2021-07-20,94,67.0,,0.67,62.980000000000004
2021-07-21,95,67.0,,0.67,63.650000000000006
2021-07-22,94,67.0,,0.67,62.980000000000004
2021-07-23,86,67.0,,0.67,57.620000000000005
2021-07-24,80,67.0,,0.67,53.6
2021-07-25,76,67.0,,0.67,50.92
2021-07-26,82,67.0,,0.67,54.940000000000005
2021-07-27,97,67.0,,0.67,64.99000000000001
2021-07-28,94,67.0,,0.67,62.980000000000004
2021-07-29,96,67.0,,0.67,64.32000000000001
2021-07-30,85,67.0,,0.67,56.95
2021-07-31,86,67.0,,0.67,57.620000000000005
2021-08-01,74,72.0,False,0.72,53.28
2021-08-02,83,72.0,,0.72,59.76
2021-08-03,78,72.0,,0.72,56.16
2021-08-04,67,72.0,,0.72,48.239999999999995
2021-08-05,79,72.0,,0.72,56.879999999999995
2021-08-06,72,72.0,,0.72,51.839999999999996
2021-08-07,75,72.0,,0.72,54.0
2021-08-08,65,72.0,,0.72,46.8
2021-08-09,90,72.0,,0.72,64.8
2021-08-10,81,72.0,,0.72,58.32
2021-08-11,85,72.0,,0.72,61.199999999999996
2021-08-12,77,72.0,,0.72,55.44
2021-08-13,85,72.0,,0.72,61.199999999999996
2021-08-14,78,72.0,,0.72,56.16
2021-08-15,79,72.0,,0.72,56.879999999999995
2021-08-16,88,72.0,,0.72,63.36
2021-08-17,90,72.0,,0.72,64.8
2021-08-18,93,72.0,,0.72,66.96
2021-08-19,85,72.0,,0.72,61.199999999999996
2021-08-20,81,72.0,,0.72,58.32
2021-08-21,100,72.0,,0.72,72.0
2021-08-22,87,72.0,,0.72,62.64
2021-08-23,98,72.0,,0.72,70.56
2021-08-24,79,72.0,,0.72,56.879999999999995
2021-08-25,84,72.0,,0.72,60.48
2021-08-26,94,72.0,,0.72,67.67999999999999
2021-08-27,82,72.0,,0.72,59.04
2021-08-28,82,72.0,,0.72,59.04
2021-08-29,90,72.0,,0.72,64.8
2021-08-30,86,72.0,,0.72,61.919999999999995
2021-08-31,89,72.0,,0.72,64.08
2021-09-01,94,72.0,False,0.72,67.67999999999999
2021-09-02,72,72.0,,0.72,51.839999999999996
2021-09-03,79,72.0,,0.72,56.879999999999995
2021-09-04,59,72.0,,0.72,42.48
2021-09-05,69,72.0,,0.72,49.68
2021-09-06,67,72.0,,0.72,48.239999999999995
2021-09-07,78,72.0,,0.72,56.16
2021-09-08,73,72.0,,0.72,52.559999999999995
2021-09-09,71,72.0,,0.72,51.12
2021-09-10,95,72.0,,0.72,68.39999999999999
2021-09-11,74,72.0,,0.72,53.28
2021-09-12,71,72.0,,0.72,51.12
2021-09-13,84,72.0,,0.72,60.48
2021-09-14,95,72.0,,0.72,68.39999999999999
2021-09-15,84,72.0,,0.72,60.48
2021-09-16,87,72.0,,0.72,62.64
2021-09-17,91,72.0,,0.72,65.52
2021-09-18,69,72.0,,0.72,49.68
2021-09-19,77,72.0,,0.72,55.44
2021-09-20,86,72.0,,0.72,61.919999999999995
2021-09-21,80,72.0,,0.72,57.599999999999994
2021-09-22,86,72.0,,0.72,61.919999999999995
2021-09-23,100,72.0,,0.72,72.0
2021-09-24,89,72.0,,0.72,64.08
2021-09-25,78,72.0,,0.72,56.16
2021-09-26,83,72.0,,0.72,59.76
2021-09-27,90,72.0,,0.72,64.8
2021-09-28,78,72.0,,0.72,56.16
2021-09-29,85,72.0,,0.72,61.199999999999996
2021-09-30,92,72.0,,0.72,66.24
2021-10-01,91,71.0,False,0.71,64.61
2021-10-02,66,71.0,,0.71,46.86
2021-10-03,79,71.0,,0.71,56.089999999999996
2021-10-04,86,71.0,,0.71,61.059999999999995
2021-10-05,88,71.0,,0.71,62.48
2021-10-06,93,71.0,,0.71,66.03
2021-10-07,88,71.0,,0.71,62.48
2021-10-08,65,71.0,,0.71,46.15
2021-10-09,60,71.0,,0.71,42.599999999999994
2021-10-10,80,71.0,,0.71,56.8
2021-10-11,100,71.0,,0.71,71.0
2021-10-12,76,71.0,,0.71,53.959999999999994
2021-10-13,91,71.0,,0.71,64.61
2021-10-14,86,71.0,,0.71,61.059999999999995
2021-10-15,87,71.0,,0.71,61.769999999999996
2021-10-16,75,71.0,,0.71,53.25
2021-10-17,74,71.0,,0.71,52.54
2021-10-18,88,71.0,,0.71,62.48
2021-10-19,82,71.0,,0.71,58.22
2021-10-20,95,71.0,,0.71,67.45
2021-10-21,92,71.0,,0.71,65.32
2021-10-22,86,71.0,,0.71,61.059999999999995
2021-10-23,68,71.0,,0.71,48.28
2021-10-24,69,71.0,,0.71,48.989999999999995
2021-10-25,84,71.0,,0.71,59.64
2021-10-26,85,71.0,,0.71,60.349999999999994
2021-10-27,86,71.0,,0.71,61.059999999999995
2021-10-28,98,71.0,,0.71,69.58
2021-10-29,87,71.0,,0.71,61.769999999999996
2021-10-30,54,71.0,,0.71,38.339999999999996
2021-10-31,87,71.0,,0.71,61.769999999999996
2021-11-01,83,77.0,False,0.77,63.910000000000004
2021-11-02,79,77.0,,0.77,60.83
2021-11-03,100,77.0,,0.77,77.0
2021-11-04,76,77.0,,0.77,58.52
2021-11-05,80,77.0,,0.77,61.6
2021-11-06,72,77.0,,0.77,55.44
2021-11-07,69,77.0,,0.77,53.13
2021-11-08,87,77.0,,0.77,66.99
2021-11-09,86,77.0,,0.77,66.22
2021-11-10,87,77.0,,0.77,66.99
2021-11-11,82,77.0,,0.77,63.14
2021-11-12,79,77.0,,0.77,60.83
2021-11-13,71,77.0,,0.77,54.67
2021-11-14,90,77.0,,0.77,69.3
2021-11-15,85,77.0,,0.77,65.45
2021-11-16,89,77.0,,0.77,68.53
2021-11-17,88,77.0,,0.77,67.76
2021-11-18,92,77.0,,0.77,70.84
2021-11-19,87,77.0,,0.77,66.99
2021-11-20,73,77.0,,0.77,56.21
2021-11-21,83,77.0,,0.77,63.910000000000004
2021-11-22,74,77.0,,0.77,56.980000000000004
2021-11-23,75,77.0,,0.77,57.75
2021-11-24,78,77.0,,0.77,60.06
2021-11-25,75,77.0,,0.77,57.75
2021-11-26,76,77.0,,0.77,58.52
2021-11-27,82,77.0,,0.77,63.14
2021-11-28,69,77.0,,0.77,53.13
2021-11-29,88,77.0,,0.77,67.76
2021-11-30,91,77.0,,0.77,70.07000000000001
2021-12-01,81,74.0,False,0.74,59.94
2021-12-02,80,74.0,,0.74,59.2
2021-12-03,67,74.0,,0.74,49.58
2021-12-04,64,74.0,,0.74,47.36
2021-12-05,60,74.0,,0.74,44.4
2021-12-06,80,74.0,,0.74,59.2
2021-12-07,89,74.0,,0.74,65.86
2021-12-08,73,74.0,,0.74,54.019999999999996
2021-12-09,83,74.0,,0.74,61.42
2021-12-10,76,74.0,,0.74,56.24
2021-12-11,64,74.0,,0.74,47.36
2021-12-12,70,74.0,,0.74,51.8
2021-12-13,78,74.0,,0.74,57.72
2021-12-14,74,74.0,,0.74,54.76
2021-12-15,78,74.0,,0.74,57.72
2021-12-16,79,74.0,,0.74,58.46
2021-12-17,77,74.0,,0.74,56.98
2021-12-18,51,74.0,,0.74,37.74
2021-12-19,67,74.0,,0.74,49.58
2021-12-20,97,74.0,,0.74,71.78
2021-12-21,100,74.0,,0.74,74.0
2021-12-22,88,74.0,,0.74,65.12
2021-12-23,79,74.0,,0.74,58.46
2021-12-24,65,74.0,,0.74,48.1
2021-12-25,74,74.0,,0.74,54.76
2021-12-26,63,74.0,,0.74,46.62
2021-12-27,72,74.0,,0.74,53.28
2021-12-28,61,74.0,,0.74,45.14
2021-12-29,66,74.0,,0.74,48.839999999999996
2021-12-30,71,74.0,,0.74,52.54
2021-12-31,83,74.0,,0.74,61.42
