date,NOK_unscaled,NOK_monthly,isPartial,scale,NOK
2021-04-19,31,16.0,,0.16,4.96
2021-04-20,26,16.0,,0.16,4.16
2021-04-21,26,16.0,,0.16,4.16
2021-04-22,32,16.0,,0.16,5.12
2021-04-23,25,16.0,,0.16,4.0
2021-04-24,14,16.0,,0.16,2.24
2021-04-25,14,16.0,,0.16,2.24
2021-04-26,29,16.0,,0.16,4.64
2021-04-27,31,16.0,,0.16,4.96
2021-04-28,32,16.0,,0.16,5.12
2021-04-29,100,16.0,,0.16,16.0
2021-04-30,64,16.0,,0.16,10.24
2021-05-01,25,22.0,False,0.22,5.5
2021-05-02,18,22.0,,0.22,3.96
2021-05-03,80,22.0,,0.22,17.6
2021-05-04,68,22.0,,0.22,14.96
2021-05-05,56,22.0,,0.22,12.32
2021-05-06,57,22.0,,0.22,12.540000000000001
2021-05-07,89,22.0,,0.22,19.580000000000002
2021-05-08,27,22.0,,0.22,5.94
2021-05-09,14,22.0,,0.22,3.08
2021-05-10,60,22.0,,0.22,13.2
2021-05-11,53,22.0,,0.22,11.66
2021-05-12,55,22.0,,0.22,12.1
2021-05-13,37,22.0,,0.22,8.14
2021-05-14,40,22.0,,0.22,8.8
2021-05-15,13,22.0,,0.22,2.86
2021-05-16,16,22.0,,0.22,3.52
2021-05-17,39,22.0,,0.22,8.58
2021-05-18,52,22.0,,0.22,11.44
2021-05-19,33,22.0,,0.22,7.26
2021-05-20,60,22.0,,0.22,13.2
2021-05-21,75,22.0,,0.22,16.5
2021-05-22,46,22.0,,0.22,10.12
2021-05-23,43,22.0,,0.22,9.46
2021-05-24,62,22.0,,0.22,13.64
2021-05-25,74,22.0,,0.22,16.28
2021-05-26,81,22.0,,0.22,17.82
2021-05-27,78,22.0,,0.22,17.16
2021-05-28,100,22.0,,0.22,22.0
2021-05-29,100,22.0,,0.22,22.0
2021-05-30,63,22.0,,0.22,13.86
2021-05-31,62,22.0,,0.22,13.64
2021-06-01,45,25.0,False,0.25,11.25
2021-06-02,78,25.0,,0.25,19.5
2021-06-03,100,25.0,,0.25,25.0
2021-06-04,65,25.0,,0.25,16.25
2021-06-05,24,25.0,,0.25,6.0
2021-06-06,19,25.0,,0.25,4.75
2021-06-07,55,25.0,,0.25,13.75
2021-06-08,60,25.0,,0.25,15.0
2021-06-09,60,25.0,,0.25,15.0
2021-06-10,53,25.0,,0.25,13.25
2021-06-11,45,25.0,,0.25,11.25
2021-06-12,18,25.0,,0.25,4.5
2021-06-13,11,25.0,,0.25,2.75
2021-06-14,38,25.0,,0.25,9.5
2021-06-15,39,25.0,,0.25,9.75
2021-06-16,33,25.0,,0.25,8.25
2021-06-17,28,25.0,,0.25,7.0
2021-06-18,26,25.0,,0.25,6.5
2021-06-19,17,25.0,,0.25,4.25
2021-06-20,10,25.0,,0.25,2.5
2021-06-21,25,25.0,,0.25,6.25
2021-06-22,22,25.0,,0.25,5.5
2021-06-23,29,25.0,,0.25,7.25
2021-06-24,24,25.0,,0.25,6.0
2021-06-25,42,25.0,,0.25,10.5
2021-06-26,14,25.0,,0.25,3.5
2021-06-27,8,25.0,,0.25,2.0
2021-06-28,35,25.0,,0.25,8.75
2021-06-29,23,25.0,,0.25,5.75
2021-06-30,26,25.0,,0.25,6.5
2021-07-01,52,17.0,False,0.17,8.84
2021-07-02,42,17.0,,0.17,7.140000000000001
2021-07-03,24,17.0,,0.17,4.08
2021-07-04,20,17.0,,0.17,3.4000000000000004
2021-07-05,20,17.0,,0.17,3.4000000000000004
2021-07-06,63,17.0,,0.17,10.71
2021-07-07,58,17.0,,0.17,9.860000000000001
2021-07-08,32,17.0,,0.17,5.44
2021-07-09,53,17.0,,0.17,9.01
2021-07-10,24,17.0,,0.17,4.08
2021-07-11,12,17.0,,0.17,2.04
2021-07-12,42,17.0,,0.17,7.140000000000001
2021-07-13,81,17.0,,0.17,13.770000000000001
2021-07-14,100,17.0,,0.17,17.0
2021-07-15,59,17.0,,0.17,10.030000000000001
2021-07-16,49,17.0,,0.17,8.33
2021-07-17,21,17.0,,0.17,3.5700000000000003
2021-07-18,24,17.0,,0.17,4.08
2021-07-19,50,17.0,,0.17,8.5
2021-07-20,48,17.0,,0.17,8.16
2021-07-21,47,17.0,,0.17,7.99
2021-07-22,49,17.0,,0.17,8.33
2021-07-23,44,17.0,,0.17,7.48
2021-07-24,13,17.0,,0.17,2.21
2021-07-25,17,17.0,,0.17,2.89
2021-07-26,44,17.0,,0.17,7.48
2021-07-27,53,17.0,,0.17,9.01
2021-07-28,52,17.0,,0.17,8.84
2021-07-29,81,17.0,,0.17,13.770000000000001
2021-07-30,70,17.0,,0.17,11.9
2021-07-31,27,17.0,,0.17,4.590000000000001
2021-08-01,29,13.0,False,0.13,3.77
2021-08-02,87,13.0,,0.13,11.31
2021-08-03,100,13.0,,0.13,13.0
2021-08-04,91,13.0,,0.13,11.83
2021-08-05,98,13.0,,0.13,12.74
2021-08-06,95,13.0,,0.13,12.35
2021-08-07,48,13.0,,0.13,6.24
2021-08-08,28,13.0,,0.13,3.64
2021-08-09,90,13.0,,0.13,11.700000000000001
2021-08-10,72,13.0,,0.13,9.36
2021-08-11,85,13.0,,0.13,11.05
2021-08-12,80,13.0,,0.13,10.4
2021-08-13,73,13.0,,0.13,9.49
2021-08-14,35,13.0,,0.13,4.55
2021-08-15,28,13.0,,0.13,3.64
2021-08-16,71,13.0,,0.13,9.23
2021-08-17,91,13.0,,0.13,11.83
2021-08-18,88,13.0,,0.13,11.440000000000001
2021-08-19,60,13.0,,0.13,7.800000000000001
2021-08-20,75,13.0,,0.13,9.75
2021-08-21,37,13.0,,0.13,4.8100000000000005
2021-08-22,35,13.0,,0.13,4.55
2021-08-23,78,13.0,,0.13,10.14
2021-08-24,88,13.0,,0.13,11.440000000000001
2021-08-25,72,13.0,,0.13,9.36
2021-08-26,99,13.0,,0.13,12.870000000000001
2021-08-27,62,13.0,,0.13,8.06
2021-08-28,41,13.0,,0.13,5.33
2021-08-29,30,13.0,,0.13,3.9000000000000004
2021-08-30,71,13.0,,0.13,9.23
2021-08-31,55,13.0,,0.13,7.15
2021-09-01,82,10.0,False,0.1,8.200000000000001
2021-09-02,100,10.0,,0.1,10.0
2021-09-03,76,10.0,,0.1,7.6000000000000005
2021-09-04,50,10.0,,0.1,5.0
2021-09-05,31,10.0,,0.1,3.1
2021-09-06,46,10.0,,0.1,4.6000000000000005
2021-09-07,88,10.0,,0.1,8.8
2021-09-08,98,10.0,,0.1,9.8
2021-09-09,65,10.0,,0.1,6.5
2021-09-10,71,10.0,,0.1,7.1000000000000005
2021-09-11,36,10.0,,0.1,3.6
2021-09-12,44,10.0,,0.1,4.4
2021-09-13,57,10.0,,0.1,5.7
2021-09-14,83,10.0,,0.1,8.3
2021-09-15,79,10.0,,0.1,7.9
2021-09-16,79,10.0,,0.1,7.9
2021-09-17,71,10.0,,0.1,7.1000000000000005
2021-09-18,41,10.0,,0.1,4.1000000000000005
2021-09-19,27,10.0,,0.1,2.7
2021-09-20,95,10.0,,0.1,9.5
2021-09-21,89,10.0,,0.1,8.9
2021-09-22,62,10.0,,0.1,6.2
2021-09-23,68,10.0,,0.1,6.800000000000001
2021-09-24,87,10.0,,0.1,8.700000000000001
2021-09-25,26,10.0,,0.1,2.6
2021-09-26,27,10.0,,0.1,2.7
2021-09-27,70,10.0,,0.1,7.0
2021-09-28,83,10.0,,0.1,8.3
2021-09-29,89,10.0,,0.1,8.9
2021-09-30,88,10.0,,0.1,8.8
2021-10-01,46,11.0,False,0.11,5.06
2021-10-02,22,11.0,,0.11,2.42
2021-10-03,34,11.0,,0.11,3.74
2021-10-04,64,11.0,,0.11,7.04
2021-10-05,59,11.0,,0.11,6.49
2021-10-06,59,11.0,,0.11,6.49
2021-10-07,63,11.0,,0.11,6.93
2021-10-08,57,11.0,,0.11,6.2700000000000005
2021-10-09,34,11.0,,0.11,3.74
2021-10-10,32,11.0,,0.11,3.52
2021-10-11,49,11.0,,0.11,5.39
2021-10-12,58,11.0,,0.11,6.38
2021-10-13,62,11.0,,0.11,6.82
2021-10-14,61,11.0,,0.11,6.71
2021-10-15,76,11.0,,0.11,8.36
2021-10-16,38,11.0,,0.11,4.18
2021-10-17,26,11.0,,0.11,2.86
2021-10-18,60,11.0,,0.11,6.6
2021-10-19,52,11.0,,0.11,5.72
2021-10-20,66,11.0,,0.11,7.26
2021-10-21,68,11.0,,0.11,7.48
2021-10-22,69,11.0,,0.11,7.59
2021-10-23,33,11.0,,0.11,3.63
2021-10-24,34,11.0,,0.11,3.74
2021-10-25,63,11.0,,0.11,6.93
2021-10-26,56,11.0,,0.11,6.16
2021-10-27,76,11.0,,0.11,8.36
2021-10-28,100,11.0,,0.11,11.0
2021-10-29,66,11.0,,0.11,7.26
2021-10-30,30,11.0,,0.11,3.3
2021-10-31,34,11.0,,0.11,3.74
2021-11-01,67,11.0,False,0.11,7.37
2021-11-02,62,11.0,,0.11,6.82
2021-11-03,81,11.0,,0.11,8.91
2021-11-04,74,11.0,,0.11,8.14
2021-11-05,69,11.0,,0.11,7.59
2021-11-06,25,11.0,,0.11,2.75
2021-11-07,33,11.0,,0.11,3.63
2021-11-08,86,11.0,,0.11,9.46
2021-11-09,68,11.0,,0.11,7.48
2021-11-10,58,11.0,,0.11,6.38
2021-11-11,61,11.0,,0.11,6.71
2021-11-12,65,11.0,,0.11,7.15
2021-11-13,38,11.0,,0.11,4.18
2021-11-14,25,11.0,,0.11,2.75
2021-11-15,69,11.0,,0.11,7.59
2021-11-16,72,11.0,,0.11,7.92
2021-11-17,100,11.0,,0.11,11.0
2021-11-18,66,11.0,,0.11,7.26
2021-11-19,58,11.0,,0.11,6.38
2021-11-20,29,11.0,,0.11,3.19
2021-11-21,31,11.0,,0.11,3.41
2021-11-22,68,11.0,,0.11,7.48
2021-11-23,88,11.0,,0.11,9.68
2021-11-24,63,11.0,,0.11,6.93
2021-11-25,34,11.0,,0.11,3.74
2021-11-26,62,11.0,,0.11,6.82
2021-11-27,33,11.0,,0.11,3.63
2021-11-28,28,11.0,,0.11,3.08
2021-11-29,66,11.0,,0.11,7.26
2021-11-30,78,11.0,,0.11,8.58
2021-12-01,73,10.0,False,0.1,7.300000000000001
2021-12-02,76,10.0,,0.1,7.6000000000000005
2021-12-03,65,10.0,,0.1,6.5
2021-12-04,46,10.0,,0.1,4.6000000000000005
2021-12-05,27,10.0,,0.1,2.7
2021-12-06,79,10.0,,0.1,7.9
2021-12-07,79,10.0,,0.1,7.9
2021-12-08,88,10.0,,0.1,8.8
2021-12-09,85,10.0,,0.1,8.5
2021-12-10,70,10.0,,0.1,7.0
2021-12-11,30,10.0,,0.1,3.0
2021-12-12,43,10.0,,0.1,4.3
2021-12-13,65,10.0,,0.1,6.5
2021-12-14,59,10.0,,0.1,5.9
2021-12-15,66,10.0,,0.1,6.6000000000000005
2021-12-16,72,10.0,,0.1,7.2
2021-12-17,57,10.0,,0.1,5.7
2021-12-18,33,10.0,,0.1,3.3000000000000003
2021-12-19,46,10.0,,0.1,4.6000000000000005
2021-12-20,59,10.0,,0.1,5.9
2021-12-21,67,10.0,,0.1,6.7
2021-12-22,76,10.0,,0.1,7.6000000000000005
2021-12-23,75,10.0,,0.1,7.5
2021-12-24,53,10.0,,0.1,5.300000000000001
2021-12-25,40,10.0,,0.1,4.0
2021-12-26,20,10.0,,0.1,2.0
2021-12-27,82,10.0,,0.1,8.200000000000001
2021-12-28,100,10.0,,0.1,10.0
2021-12-29,66,10.0,,0.1,6.6000000000000005
2021-12-30,61,10.0,,0.1,6.1000000000000005
2021-12-31,51,10.0,,0.1,5.1000000000000005
