date,AMC_unscaled,AMC_monthly,isPartial,scale,AMC
2021-04-17,66,31.0,,0.31,20.46
2021-04-18,57,31.0,,0.31,17.669999999999998
2021-04-19,67,31.0,,0.31,20.77
2021-04-20,60,31.0,,0.31,18.6
2021-04-21,60,31.0,,0.31,18.6
2021-04-22,75,31.0,,0.31,23.25
2021-04-23,100,31.0,,0.31,31.0
2021-04-24,96,31.0,,0.31,29.759999999999998
2021-04-25,76,31.0,,0.31,23.56
2021-04-26,78,31.0,,0.31,24.18
2021-04-27,82,31.0,,0.31,25.419999999999998
2021-04-28,70,31.0,,0.31,21.7
2021-04-29,60,31.0,,0.31,18.6
2021-04-30,70,31.0,,0.31,21.7
2021-05-01,15,47.0,False,0.47,7.05
2021-05-02,14,47.0,,0.47,6.58
2021-05-03,13,47.0,,0.47,6.109999999999999
2021-05-04,14,47.0,,0.47,6.58
2021-05-05,13,47.0,,0.47,6.109999999999999
2021-05-06,15,47.0,,0.47,7.05
2021-05-07,18,47.0,,0.47,8.459999999999999
2021-05-08,15,47.0,,0.47,7.05
2021-05-09,13,47.0,,0.47,6.109999999999999
2021-05-10,16,47.0,,0.47,7.52
2021-05-11,18,47.0,,0.47,8.459999999999999
2021-05-12,17,47.0,,0.47,7.989999999999999
2021-05-13,26,47.0,,0.47,12.219999999999999
2021-05-14,30,47.0,,0.47,14.1
2021-05-15,22,47.0,,0.47,10.34
2021-05-16,17,47.0,,0.47,7.989999999999999
2021-05-17,24,47.0,,0.47,11.28
2021-05-18,30,47.0,,0.47,14.1
2021-05-19,23,47.0,,0.47,10.809999999999999
2021-05-20,20,47.0,,0.47,9.399999999999999
2021-05-21,20,47.0,,0.47,9.399999999999999
2021-05-22,18,47.0,,0.47,8.459999999999999
2021-05-23,15,47.0,,0.47,7.05
2021-05-24,22,47.0,,0.47,10.34
2021-05-25,29,47.0,,0.47,13.629999999999999
2021-05-26,53,47.0,,0.47,24.91
2021-05-27,80,47.0,,0.47,37.599999999999994
2021-05-28,100,47.0,,0.47,47.0
2021-05-29,40,47.0,,0.47,18.799999999999997
2021-05-30,33,47.0,,0.47,15.51
2021-05-31,34,47.0,,0.47,15.979999999999999
2021-06-01,40,100.0,False,1.0,40.0
2021-06-02,95,100.0,,1.0,95.0
2021-06-03,100,100.0,,1.0,100.0
2021-06-04,65,100.0,,1.0,65.0
2021-06-05,28,100.0,,1.0,28.0
2021-06-06,20,100.0,,1.0,20.0
2021-06-07,45,100.0,,1.0,45.0
2021-06-08,42,100.0,,1.0,42.0
2021-06-09,35,100.0,,1.0,35.0
2021-06-10,33,100.0,,1.0,33.0
2021-06-11,35,100.0,,1.0,35.0
2021-06-12,18,100.0,,1.0,18.0
2021-06-13,15,100.0,,1.0,15.0
2021-06-14,32,100.0,,1.0,32.0
2021-06-15,34,100.0,,1.0,34.0
2021-06-16,28,100.0,,1.0,28.0
2021-06-17,30,100.0,,1.0,30.0
2021-06-18,30,100.0,,1.0,30.0
2021-06-19,16,100.0,,1.0,16.0
2021-06-20,14,100.0,,1.0,14.0
2021-06-21,22,100.0,,1.0,22.0
2021-06-22,22,100.0,,1.0,22.0
2021-06-23,20,100.0,,1.0,20.0
2021-06-24,20,100.0,,1.0,20.0
2021-06-25,24,100.0,,1.0,24.0
2021-06-26,18,100.0,,1.0,18.0
2021-06-27,15,100.0,,1.0,15.0
2021-06-28,20,100.0,,1.0,20.0
2021-06-29,20,100.0,,1.0,20.0
2021-06-30,17,100.0,,1.0,17.0
2021-07-01,75,59.0,False,0.59,44.25
2021-07-02,91,59.0,,0.59,53.69
2021-07-03,66,59.0,,0.59,38.94
2021-07-04,54,59.0,,0.59,31.86
2021-07-05,65,59.0,,0.59,38.35
2021-07-06,81,59.0,,0.59,47.79
2021-07-07,78,59.0,,0.59,46.019999999999996
2021-07-08,90,59.0,,0.59,53.099999999999994
2021-07-09,100,59.0,,0.59,59.0
2021-07-10,82,59.0,,0.59,48.379999999999995
2021-07-11,67,59.0,,0.59,39.53
2021-07-12,74,59.0,,0.59,43.66
2021-07-13,79,59.0,,0.59,46.61
2021-07-14,82,59.0,,0.59,48.379999999999995
2021-07-15,85,59.0,,0.59,50.15
2021-07-16,95,59.0,,0.59,56.05
2021-07-17,74,59.0,,0.59,43.66
2021-07-18,61,59.0,,0.59,35.989999999999995
2021-07-19,68,59.0,,0.59,40.12
2021-07-20,75,59.0,,0.59,44.25
2021-07-21,72,59.0,,0.59,42.48
2021-07-22,66,59.0,,0.59,38.94
2021-07-23,71,59.0,,0.59,41.89
2021-07-24,62,59.0,,0.59,36.58
2021-07-25,55,59.0,,0.59,32.449999999999996
2021-07-26,65,59.0,,0.59,38.35
2021-07-27,63,59.0,,0.59,37.169999999999995
2021-07-28,56,59.0,,0.59,33.04
2021-07-29,58,59.0,,0.59,34.22
2021-07-30,61,59.0,,0.59,35.989999999999995
2021-07-31,54,59.0,,0.59,31.86
2021-08-01,71,47.0,False,0.47,33.37
2021-08-02,78,47.0,,0.47,36.66
2021-08-03,81,47.0,,0.47,38.07
2021-08-04,84,47.0,,0.47,39.48
2021-08-05,86,47.0,,0.47,40.419999999999995
2021-08-06,90,47.0,,0.47,42.3
2021-08-07,76,47.0,,0.47,35.72
2021-08-08,65,47.0,,0.47,30.549999999999997
2021-08-09,93,47.0,,0.47,43.71
2021-08-10,98,47.0,,0.47,46.059999999999995
2021-08-11,79,47.0,,0.47,37.129999999999995
2021-08-12,78,47.0,,0.47,36.66
2021-08-13,93,47.0,,0.47,43.71
2021-08-14,86,47.0,,0.47,40.419999999999995
2021-08-15,73,47.0,,0.47,34.309999999999995
2021-08-16,81,47.0,,0.47,38.07
2021-08-17,83,47.0,,0.47,39.01
2021-08-18,78,47.0,,0.47,36.66
2021-08-19,72,47.0,,0.47,33.839999999999996
2021-08-20,83,47.0,,0.47,39.01
2021-08-21,79,47.0,,0.47,37.129999999999995
2021-08-22,68,47.0,,0.47,31.959999999999997
2021-08-23,76,47.0,,0.47,35.72
2021-08-24,100,47.0,,0.47,47.0
2021-08-25,97,47.0,,0.47,45.589999999999996
2021-08-26,83,47.0,,0.47,39.01
2021-08-27,90,47.0,,0.47,42.3
2021-08-28,83,47.0,,0.47,39.01
2021-08-29,68,47.0,,0.47,31.959999999999997
2021-08-30,79,47.0,,0.47,37.129999999999995
2021-08-31,80,47.0,,0.47,37.599999999999994
2021-09-01,82,38.0,False,0.38,31.16
2021-09-02,80,38.0,,0.38,30.4
2021-09-03,95,38.0,,0.38,36.1
2021-09-04,100,38.0,,0.38,38.0
2021-09-05,96,38.0,,0.38,36.480000000000004
2021-09-06,89,38.0,,0.38,33.82
2021-09-07,86,38.0,,0.38,32.68
2021-09-08,81,38.0,,0.38,30.78
2021-09-09,75,38.0,,0.38,28.5
2021-09-10,95,38.0,,0.38,36.1
2021-09-11,83,38.0,,0.38,31.54
2021-09-12,65,38.0,,0.38,24.7
2021-09-13,81,38.0,,0.38,30.78
2021-09-14,80,38.0,,0.38,30.4
2021-09-15,69,38.0,,0.38,26.22
2021-09-16,71,38.0,,0.38,26.98
2021-09-17,82,38.0,,0.38,31.16
2021-09-18,76,38.0,,0.38,28.88
2021-09-19,61,38.0,,0.38,23.18
2021-09-20,70,38.0,,0.38,26.6
2021-09-21,67,38.0,,0.38,25.46
2021-09-22,66,38.0,,0.38,25.080000000000002
2021-09-23,68,38.0,,0.38,25.84
2021-09-24,74,38.0,,0.38,28.12
2021-09-25,66,38.0,,0.38,25.080000000000002
2021-09-26,59,38.0,,0.38,22.42
2021-09-27,62,38.0,,0.38,23.56
2021-09-28,62,38.0,,0.38,23.56
2021-09-29,65,38.0,,0.38,24.7
2021-09-30,82,38.0,,0.38,31.16
2021-10-01,94,42.0,False,0.42,39.48
2021-10-02,94,42.0,,0.42,39.48
2021-10-03,77,42.0,,0.42,32.339999999999996
2021-10-04,63,42.0,,0.42,26.459999999999997
2021-10-05,65,42.0,,0.42,27.3
2021-10-06,59,42.0,,0.42,24.779999999999998
2021-10-07,64,42.0,,0.42,26.88
2021-10-08,78,42.0,,0.42,32.76
2021-10-09,84,42.0,,0.42,35.28
2021-10-10,75,42.0,,0.42,31.5
2021-10-11,68,42.0,,0.42,28.56
2021-10-12,60,42.0,,0.42,25.2
2021-10-13,59,42.0,,0.42,24.779999999999998
2021-10-14,70,42.0,,0.42,29.4
2021-10-15,95,42.0,,0.42,39.9
2021-10-16,100,42.0,,0.42,42.0
2021-10-17,76,42.0,,0.42,31.919999999999998
2021-10-18,65,42.0,,0.42,27.3
2021-10-19,67,42.0,,0.42,28.14
2021-10-20,60,42.0,,0.42,25.2
2021-10-21,62,42.0,,0.42,26.04
2021-10-22,76,42.0,,0.42,31.919999999999998
2021-10-23,86,42.0,,0.42,36.12
2021-10-24,68,42.0,,0.42,28.56
2021-10-25,60,42.0,,0.42,25.2
2021-10-26,53,42.0,,0.42,22.259999999999998
2021-10-27,54,42.0,,0.42,22.68
2021-10-28,55,42.0,,0.42,23.099999999999998
2021-10-29,70,42.0,,0.42,29.4
2021-10-30,71,42.0,,0.42,29.82
2021-10-31,64,42.0,,0.42,26.88
2021-11-01,42,44.0,False,0.44,18.48
2021-11-02,45,44.0,,0.44,19.8
2021-11-03,46,44.0,,0.44,20.24
2021-11-04,46,44.0,,0.44,20.24
2021-11-05,59,44.0,,0.44,25.96
2021-11-06,61,44.0,,0.44,26.84
2021-11-07,46,44.0,,0.44,20.24
2021-11-08,55,44.0,,0.44,24.2
2021-11-09,50,44.0,,0.44,22.0
2021-11-10,45,44.0,,0.44,19.8
2021-11-11,51,44.0,,0.44,22.44
2021-11-12,53,44.0,,0.44,23.32
2021-11-13,56,44.0,,0.44,24.64
2021-11-14,46,44.0,,0.44,20.24
2021-11-15,40,44.0,,0.44,17.6
2021-11-16,44,44.0,,0.44,19.36
2021-11-17,40,44.0,,0.44,17.6
2021-11-18,39,44.0,,0.44,17.16
2021-11-19,47,44.0,,0.44,20.68
2021-11-20,51,44.0,,0.44,22.44
2021-11-21,42,44.0,,0.44,18.48
2021-11-22,44,44.0,,0.44,19.36
2021-11-23,45,44.0,,0.44,19.8
2021-11-24,46,44.0,,0.44,20.24
2021-11-25,44,44.0,,0.44,19.36
2021-11-26,60,44.0,,0.44,26.4
2021-11-27,57,44.0,,0.44,25.080000000000002
2021-11-28,46,44.0,,0.44,20.24
2021-11-29,100,44.0,,0.44,44.0
2021-11-30,48,44.0,,0.44,21.12
2021-12-01,33,56.0,False,0.56,18.48
2021-12-02,34,56.0,,0.56,19.040000000000003
2021-12-03,37,56.0,,0.56,20.720000000000002
2021-12-04,38,56.0,,0.56,21.28
2021-12-05,35,56.0,,0.56,19.6
2021-12-06,34,56.0,,0.56,19.040000000000003
2021-12-07,32,56.0,,0.56,17.92
2021-12-08,33,56.0,,0.56,18.48
2021-12-09,30,56.0,,0.56,16.8
2021-12-10,36,56.0,,0.56,20.160000000000004
2021-12-11,40,56.0,,0.56,22.400000000000002
2021-12-12,33,56.0,,0.56,18.48
2021-12-13,37,56.0,,0.56,20.720000000000002
2021-12-14,42,56.0,,0.56,23.520000000000003
2021-12-15,42,56.0,,0.56,23.520000000000003
2021-12-16,57,56.0,,0.56,31.92
2021-12-17,92,56.0,,0.56,51.52
2021-12-18,100,56.0,,0.56,56.00000000000001
2021-12-19,85,56.0,,0.56,47.6
2021-12-20,70,56.0,,0.56,39.2
2021-12-21,65,56.0,,0.56,36.400000000000006
2021-12-22,63,56.0,,0.56,35.28
2021-12-23,58,56.0,,0.56,32.480000000000004
2021-12-24,53,56.0,,0.56,29.680000000000003
2021-12-25,69,56.0,,0.56,38.64
2021-12-26,71,56.0,,0.56,39.760000000000005
2021-12-27,62,56.0,,0.56,34.720000000000006
2021-12-28,59,56.0,,0.56,33.040000000000006
2021-12-29,51,56.0,,0.56,28.560000000000002
2021-12-30,50,56.0,,0.56,28.000000000000004
2021-12-31,45,56.0,,0.56,25.200000000000003
