date,SOXL_unscaled,SOXL_monthly,isPartial,scale,SOXL
2019-09-12,66,12.0,,0.12,7.92
2019-09-13,33,12.0,,0.12,3.96
2019-09-14,0,12.0,,0.12,0.0
2019-09-15,0,12.0,,0.12,0.0
2019-09-16,87,12.0,,0.12,10.44
2019-09-17,98,12.0,,0.12,11.76
2019-09-18,44,12.0,,0.12,5.279999999999999
2019-09-19,66,12.0,,0.12,7.92
2019-09-20,23,12.0,,0.12,2.76
2019-09-21,40,12.0,,0.12,4.8
2019-09-22,0,12.0,,0.12,0.0
2019-09-23,33,12.0,,0.12,3.96
2019-09-24,67,12.0,,0.12,8.04
2019-09-25,56,12.0,,0.12,6.72
2019-09-26,23,12.0,,0.12,2.76
2019-09-27,81,12.0,,0.12,9.719999999999999
2019-09-28,28,12.0,,0.12,3.36
2019-09-29,13,12.0,,0.12,1.56
2019-09-30,23,12.0,,0.12,2.76
2019-10-01,62,17.0,False,0.17,10.540000000000001
2019-10-02,44,17.0,,0.17,7.48
2019-10-03,80,17.0,,0.17,13.600000000000001
2019-10-04,64,17.0,,0.17,10.88
2019-10-05,42,17.0,,0.17,7.140000000000001
2019-10-06,11,17.0,,0.17,1.87
2019-10-07,45,17.0,,0.17,7.65
2019-10-08,90,17.0,,0.17,15.3
2019-10-09,37,17.0,,0.17,6.29
2019-10-10,100,17.0,,0.17,17.0
2019-10-11,83,17.0,,0.17,14.110000000000001
2019-10-12,11,17.0,,0.17,1.87
2019-10-13,11,17.0,,0.17,1.87
2019-10-14,73,17.0,,0.17,12.41
2019-10-15,62,17.0,,0.17,10.540000000000001
2019-10-16,72,17.0,,0.17,12.24
2019-10-17,27,17.0,,0.17,4.590000000000001
2019-10-18,100,17.0,,0.17,17.0
2019-10-19,0,17.0,,0.17,0.0
2019-10-20,10,17.0,,0.17,1.7000000000000002
2019-10-21,70,17.0,,0.17,11.9
2019-10-22,94,17.0,,0.17,15.98
2019-10-23,62,17.0,,0.17,10.540000000000001
2019-10-24,62,17.0,,0.17,10.540000000000001
2019-10-25,64,17.0,,0.17,10.88
2019-10-26,21,17.0,,0.17,3.5700000000000003
2019-10-27,0,17.0,,0.17,0.0
2019-10-28,69,17.0,,0.17,11.73
2019-10-29,96,17.0,,0.17,16.32
2019-10-30,44,17.0,,0.17,7.48
2019-10-31,72,17.0,,0.17,12.24
2019-11-01,54,14.0,False,0.14,7.5600000000000005
2019-11-02,10,14.0,,0.14,1.4000000000000001
2019-11-03,0,14.0,,0.14,0.0
2019-11-04,51,14.0,,0.14,7.140000000000001
2019-11-05,86,14.0,,0.14,12.040000000000001
2019-11-06,51,14.0,,0.14,7.140000000000001
2019-11-07,94,14.0,,0.14,13.160000000000002
2019-11-08,43,14.0,,0.14,6.0200000000000005
2019-11-09,20,14.0,,0.14,2.8000000000000003
2019-11-10,10,14.0,,0.14,1.4000000000000001
2019-11-11,60,14.0,,0.14,8.4
2019-11-12,74,14.0,,0.14,10.360000000000001
2019-11-13,50,14.0,,0.14,7.000000000000001
2019-11-14,42,14.0,,0.14,5.880000000000001
2019-11-15,100,14.0,,0.14,14.000000000000002
2019-11-16,0,14.0,,0.14,0.0
2019-11-17,0,14.0,,0.14,0.0
2019-11-18,33,14.0,,0.14,4.62
2019-11-19,59,14.0,,0.14,8.260000000000002
2019-11-20,34,14.0,,0.14,4.760000000000001
2019-11-21,86,14.0,,0.14,12.040000000000001
2019-11-22,78,14.0,,0.14,10.920000000000002
2019-11-23,10,14.0,,0.14,1.4000000000000001
2019-11-24,10,14.0,,0.14,1.4000000000000001
2019-11-25,51,14.0,,0.14,7.140000000000001
2019-11-26,71,14.0,,0.14,9.940000000000001
2019-11-27,55,14.0,,0.14,7.700000000000001
2019-11-28,0,14.0,,0.14,0.0
2019-11-29,19,14.0,,0.14,2.66
2019-11-30,10,14.0,,0.14,1.4000000000000001
2019-12-01,8,16.0,False,0.16,1.28
2019-12-02,54,16.0,,0.16,8.64
2019-12-03,70,16.0,,0.16,11.200000000000001
2019-12-04,78,16.0,,0.16,12.48
2019-12-05,29,16.0,,0.16,4.64
2019-12-06,51,16.0,,0.16,8.16
2019-12-07,0,16.0,,0.16,0.0
2019-12-08,8,16.0,,0.16,1.28
2019-12-09,50,16.0,,0.16,8.0
2019-12-10,59,16.0,,0.16,9.44
2019-12-11,50,16.0,,0.16,8.0
2019-12-12,79,16.0,,0.16,12.64
2019-12-13,58,16.0,,0.16,9.28
2019-12-14,0,16.0,,0.16,0.0
2019-12-15,8,16.0,,0.16,1.28
2019-12-16,57,16.0,,0.16,9.120000000000001
2019-12-17,44,16.0,,0.16,7.04
2019-12-18,58,16.0,,0.16,9.28
2019-12-19,52,16.0,,0.16,8.32
2019-12-20,100,16.0,,0.16,16.0
2019-12-21,18,16.0,,0.16,2.88
2019-12-22,0,16.0,,0.16,0.0
2019-12-23,40,16.0,,0.16,6.4
2019-12-24,68,16.0,,0.16,10.88
2019-12-25,29,16.0,,0.16,4.64
2019-12-26,51,16.0,,0.16,8.16
2019-12-27,40,16.0,,0.16,6.4
2019-12-28,42,16.0,,0.16,6.72
2019-12-29,16,16.0,,0.16,2.56
2019-12-30,55,16.0,,0.16,8.8
2019-12-31,48,16.0,,0.16,7.68
2020-01-01,15,22.0,False,0.22,3.3
2020-01-02,80,22.0,,0.22,17.6
2020-01-03,45,22.0,,0.22,9.9
2020-01-04,36,22.0,,0.22,7.92
2020-01-05,14,22.0,,0.22,3.08
2020-01-06,64,22.0,,0.22,14.08
2020-01-07,77,22.0,,0.22,16.94
2020-01-08,88,22.0,,0.22,19.36
2020-01-09,57,22.0,,0.22,12.540000000000001
2020-01-10,69,22.0,,0.22,15.18
2020-01-11,22,22.0,,0.22,4.84
2020-01-12,7,22.0,,0.22,1.54
2020-01-13,64,22.0,,0.22,14.08
2020-01-14,38,22.0,,0.22,8.36
2020-01-15,78,22.0,,0.22,17.16
2020-01-16,61,22.0,,0.22,13.42
2020-01-17,44,22.0,,0.22,9.68
2020-01-18,15,22.0,,0.22,3.3
2020-01-19,21,22.0,,0.22,4.62
2020-01-20,13,22.0,,0.22,2.86
2020-01-21,43,22.0,,0.22,9.46
2020-01-22,62,22.0,,0.22,13.64
2020-01-23,62,22.0,,0.22,13.64
2020-01-24,100,22.0,,0.22,22.0
2020-01-25,14,22.0,,0.22,3.08
2020-01-26,7,22.0,,0.22,1.54
2020-01-27,88,22.0,,0.22,19.36
2020-01-28,74,22.0,,0.22,16.28
2020-01-29,68,22.0,,0.22,14.96
2020-01-30,87,22.0,,0.22,19.14
2020-01-31,83,22.0,,0.22,18.26
2020-02-01,18,31.0,False,0.31,5.58
2020-02-02,0,31.0,,0.31,0.0
2020-02-03,30,31.0,,0.31,9.3
2020-02-04,20,31.0,,0.31,6.2
2020-02-05,46,31.0,,0.31,14.26
2020-02-06,15,31.0,,0.31,4.65
2020-02-07,41,31.0,,0.31,12.709999999999999
2020-02-08,3,31.0,,0.31,0.9299999999999999
2020-02-09,3,31.0,,0.31,0.9299999999999999
2020-02-10,29,31.0,,0.31,8.99
2020-02-11,47,31.0,,0.31,14.57
2020-02-12,27,31.0,,0.31,8.37
2020-02-13,35,31.0,,0.31,10.85
2020-02-14,37,31.0,,0.31,11.47
2020-02-15,9,31.0,,0.31,2.79
2020-02-16,3,31.0,,0.31,0.9299999999999999
2020-02-17,8,31.0,,0.31,2.48
2020-02-18,24,31.0,,0.31,7.4399999999999995
2020-02-19,34,31.0,,0.31,10.54
2020-02-20,41,31.0,,0.31,12.709999999999999
2020-02-21,37,31.0,,0.31,11.47
2020-02-22,6,31.0,,0.31,1.8599999999999999
2020-02-23,6,31.0,,0.31,1.8599999999999999
2020-02-24,56,31.0,,0.31,17.36
2020-02-25,34,31.0,,0.31,10.54
2020-02-26,52,31.0,,0.31,16.12
2020-02-27,59,31.0,,0.31,18.29
2020-02-28,100,31.0,,0.31,31.0
2020-02-29,14,31.0,,0.31,4.34
2020-03-01,7,47.0,False,0.47,3.29
2020-03-02,60,47.0,,0.47,28.2
2020-03-03,46,47.0,,0.47,21.619999999999997
2020-03-04,61,47.0,,0.47,28.669999999999998
2020-03-05,52,47.0,,0.47,24.439999999999998
2020-03-06,47,47.0,,0.47,22.09
2020-03-07,10,47.0,,0.47,4.699999999999999
2020-03-08,7,47.0,,0.47,3.29
2020-03-09,54,47.0,,0.47,25.38
2020-03-10,67,47.0,,0.47,31.49
2020-03-11,67,47.0,,0.47,31.49
2020-03-12,76,47.0,,0.47,35.72
2020-03-13,63,47.0,,0.47,29.61
2020-03-14,23,47.0,,0.47,10.809999999999999
2020-03-15,13,47.0,,0.47,6.109999999999999
2020-03-16,82,47.0,,0.47,38.54
2020-03-17,97,47.0,,0.47,45.589999999999996
2020-03-18,93,47.0,,0.47,43.71
2020-03-19,68,47.0,,0.47,31.959999999999997
2020-03-20,59,47.0,,0.47,27.729999999999997
2020-03-21,24,47.0,,0.47,11.28
2020-03-22,21,47.0,,0.47,9.87
2020-03-23,63,47.0,,0.47,29.61
2020-03-24,100,47.0,,0.47,47.0
2020-03-25,93,47.0,,0.47,43.71
2020-03-26,85,47.0,,0.47,39.949999999999996
2020-03-27,54,47.0,,0.47,25.38
2020-03-28,12,47.0,,0.47,5.64
2020-03-29,15,47.0,,0.47,7.05
2020-03-30,38,47.0,,0.47,17.86
2020-03-31,49,47.0,,0.47,23.029999999999998
2020-04-01,66,40.0,False,0.4,26.400000000000002
2020-04-02,81,40.0,,0.4,32.4
2020-04-03,63,40.0,,0.4,25.200000000000003
2020-04-04,4,40.0,,0.4,1.6
2020-04-05,4,40.0,,0.4,1.6
2020-04-06,66,40.0,,0.4,26.400000000000002
2020-04-07,100,40.0,,0.4,40.0
2020-04-08,79,40.0,,0.4,31.6
2020-04-09,64,40.0,,0.4,25.6
2020-04-10,19,40.0,,0.4,7.6000000000000005
2020-04-11,10,40.0,,0.4,4.0
2020-04-12,14,40.0,,0.4,5.6000000000000005
2020-04-13,48,40.0,,0.4,19.200000000000003
2020-04-14,42,40.0,,0.4,16.8
2020-04-15,55,40.0,,0.4,22.0
2020-04-16,82,40.0,,0.4,32.800000000000004
2020-04-17,52,40.0,,0.4,20.8
2020-04-18,7,40.0,,0.4,2.8000000000000003
2020-04-19,0,40.0,,0.4,0.0
2020-04-20,41,40.0,,0.4,16.400000000000002
2020-04-21,89,40.0,,0.4,35.6
2020-04-22,72,40.0,,0.4,28.8
2020-04-23,82,40.0,,0.4,32.800000000000004
2020-04-24,72,40.0,,0.4,28.8
2020-04-25,13,40.0,,0.4,5.2
2020-04-26,3,40.0,,0.4,1.2000000000000002
2020-04-27,75,40.0,,0.4,30.0
2020-04-28,62,40.0,,0.4,24.8
2020-04-29,84,40.0,,0.4,33.6
2020-04-30,78,40.0,,0.4,31.200000000000003
2020-05-01,96,38.0,False,0.38,36.480000000000004
2020-05-02,19,38.0,,0.38,7.22
2020-05-03,12,38.0,,0.38,4.5600000000000005
2020-05-04,75,38.0,,0.38,28.5
2020-05-05,75,38.0,,0.38,28.5
2020-05-06,72,38.0,,0.38,27.36
2020-05-07,56,38.0,,0.38,21.28
2020-05-08,68,38.0,,0.38,25.84
2020-05-09,19,38.0,,0.38,7.22
2020-05-10,20,38.0,,0.38,7.6
2020-05-11,63,38.0,,0.38,23.94
2020-05-12,56,38.0,,0.38,21.28
2020-05-13,82,38.0,,0.38,31.16
2020-05-14,73,38.0,,0.38,27.740000000000002
2020-05-15,84,38.0,,0.38,31.92
2020-05-16,12,38.0,,0.38,4.5600000000000005
2020-05-17,8,38.0,,0.38,3.04
2020-05-18,94,38.0,,0.38,35.72
2020-05-19,97,38.0,,0.38,36.86
2020-05-20,50,38.0,,0.38,19.0
2020-05-21,65,38.0,,0.38,24.7
2020-05-22,95,38.0,,0.38,36.1
2020-05-23,8,38.0,,0.38,3.04
2020-05-24,12,38.0,,0.38,4.5600000000000005
2020-05-25,16,38.0,,0.38,6.08
2020-05-26,100,38.0,,0.38,38.0
2020-05-27,27,38.0,,0.38,10.26
2020-05-28,67,38.0,,0.38,25.46
2020-05-29,45,38.0,,0.38,17.1
2020-05-30,8,38.0,,0.38,3.04
2020-05-31,16,38.0,,0.38,6.08
2020-06-01,56,34.0,False,0.34,19.040000000000003
2020-06-02,59,34.0,,0.34,20.060000000000002
2020-06-03,67,34.0,,0.34,22.78
2020-06-04,97,34.0,,0.34,32.980000000000004
2020-06-05,100,34.0,,0.34,34.0
2020-06-06,12,34.0,,0.34,4.08
2020-06-07,17,34.0,,0.34,5.78
2020-06-08,76,34.0,,0.34,25.840000000000003
2020-06-09,63,34.0,,0.34,21.42
2020-06-10,48,34.0,,0.34,16.32
2020-06-11,84,34.0,,0.34,28.560000000000002
2020-06-12,77,34.0,,0.34,26.180000000000003
2020-06-13,4,34.0,,0.34,1.36
2020-06-14,0,34.0,,0.34,0.0
2020-06-15,72,34.0,,0.34,24.48
2020-06-16,70,34.0,,0.34,23.8
2020-06-17,72,34.0,,0.34,24.48
2020-06-18,50,34.0,,0.34,17.0
2020-06-19,66,34.0,,0.34,22.44
2020-06-20,13,34.0,,0.34,4.42
2020-06-21,4,34.0,,0.34,1.36
2020-06-22,46,34.0,,0.34,15.64
2020-06-23,54,34.0,,0.34,18.360000000000003
2020-06-24,49,34.0,,0.34,16.66
2020-06-25,61,34.0,,0.34,20.740000000000002
2020-06-26,68,34.0,,0.34,23.12
2020-06-27,22,34.0,,0.34,7.48
2020-06-28,9,34.0,,0.34,3.06
2020-06-29,31,34.0,,0.34,10.540000000000001
2020-06-30,55,34.0,,0.34,18.700000000000003
2020-07-01,69,24.0,False,0.24,16.56
2020-07-02,100,24.0,,0.24,24.0
2020-07-03,5,24.0,,0.24,1.2
2020-07-04,16,24.0,,0.24,3.84
2020-07-05,5,24.0,,0.24,1.2
2020-07-06,47,24.0,,0.24,11.28
2020-07-07,73,24.0,,0.24,17.52
2020-07-08,53,24.0,,0.24,12.719999999999999
2020-07-09,44,24.0,,0.24,10.559999999999999
2020-07-10,50,24.0,,0.24,12.0
2020-07-11,10,24.0,,0.24,2.4
2020-07-12,15,24.0,,0.24,3.5999999999999996
2020-07-13,43,24.0,,0.24,10.32
2020-07-14,39,24.0,,0.24,9.36
2020-07-15,74,24.0,,0.24,17.759999999999998
2020-07-16,44,24.0,,0.24,10.559999999999999
2020-07-17,27,24.0,,0.24,6.4799999999999995
2020-07-18,10,24.0,,0.24,2.4
2020-07-19,5,24.0,,0.24,1.2
2020-07-20,40,24.0,,0.24,9.6
2020-07-21,53,24.0,,0.24,12.719999999999999
2020-07-22,36,24.0,,0.24,8.64
2020-07-23,87,24.0,,0.24,20.88
2020-07-24,27,24.0,,0.24,6.4799999999999995
2020-07-25,5,24.0,,0.24,1.2
2020-07-26,15,24.0,,0.24,3.5999999999999996
2020-07-27,49,24.0,,0.24,11.76
2020-07-28,31,24.0,,0.24,7.4399999999999995
2020-07-29,81,24.0,,0.24,19.439999999999998
2020-07-30,48,24.0,,0.24,11.52
2020-07-31,64,24.0,,0.24,15.36
2020-08-01,0,21.0,False,0.21,0.0
2020-08-02,0,21.0,,0.21,0.0
2020-08-03,51,21.0,,0.21,10.709999999999999
2020-08-04,72,21.0,,0.21,15.12
2020-08-05,91,21.0,,0.21,19.11
2020-08-06,45,21.0,,0.21,9.45
2020-08-07,41,21.0,,0.21,8.61
2020-08-08,13,21.0,,0.21,2.73
2020-08-09,7,21.0,,0.21,1.47
2020-08-10,67,21.0,,0.21,14.07
2020-08-11,62,21.0,,0.21,13.02
2020-08-12,89,21.0,,0.21,18.689999999999998
2020-08-13,61,21.0,,0.21,12.809999999999999
2020-08-14,68,21.0,,0.21,14.28
2020-08-15,0,21.0,,0.21,0.0
2020-08-16,0,21.0,,0.21,0.0
2020-08-17,100,21.0,,0.21,21.0
2020-08-18,71,21.0,,0.21,14.91
2020-08-19,38,21.0,,0.21,7.9799999999999995
2020-08-20,66,21.0,,0.21,13.86
2020-08-21,33,21.0,,0.21,6.93
2020-08-22,7,21.0,,0.21,1.47
2020-08-23,13,21.0,,0.21,2.73
2020-08-24,53,21.0,,0.21,11.129999999999999
2020-08-25,85,21.0,,0.21,17.849999999999998
2020-08-26,74,21.0,,0.21,15.54
2020-08-27,62,21.0,,0.21,13.02
2020-08-28,60,21.0,,0.21,12.6
2020-08-29,18,21.0,,0.21,3.78
2020-08-30,0,21.0,,0.21,0.0
2020-08-31,42,21.0,,0.21,8.82
2020-09-01,60,24.0,False,0.24,14.399999999999999
2020-09-02,63,24.0,,0.24,15.12
2020-09-03,100,24.0,,0.24,24.0
2020-09-04,55,24.0,,0.24,13.2
2020-09-05,4,24.0,,0.24,0.96
2020-09-06,0,24.0,,0.24,0.0
2020-09-07,8,24.0,,0.24,1.92
2020-09-08,80,24.0,,0.24,19.2
2020-09-09,35,24.0,,0.24,8.4
2020-09-10,40,24.0,,0.24,9.6
2020-09-11,53,24.0,,0.24,12.719999999999999
2020-09-12,8,24.0,,0.24,1.92
2020-09-13,0,24.0,,0.24,0.0
2020-09-14,24,24.0,,0.24,5.76
2020-09-15,31,24.0,,0.24,7.4399999999999995
2020-09-16,35,24.0,,0.24,8.4
2020-09-17,47,24.0,,0.24,11.28
2020-09-18,35,24.0,,0.24,8.4
2020-09-19,17,24.0,,0.24,4.08
2020-09-20,0,24.0,,0.24,0.0
2020-09-21,34,24.0,,0.24,8.16
2020-09-22,41,24.0,,0.24,9.84
2020-09-23,39,24.0,,0.24,9.36
2020-09-24,41,24.0,,0.24,9.84
2020-09-25,47,24.0,,0.24,11.28
2020-09-26,14,24.0,,0.24,3.36
2020-09-27,4,24.0,,0.24,0.96
2020-09-28,15,24.0,,0.24,3.5999999999999996
2020-09-29,49,24.0,,0.24,11.76
2020-09-30,49,24.0,,0.24,11.76
2020-10-01,74,22.0,False,0.22,16.28
2020-10-02,60,22.0,,0.22,13.2
2020-10-03,0,22.0,,0.22,0.0
2020-10-04,6,22.0,,0.22,1.32
2020-10-05,53,22.0,,0.22,11.66
2020-10-06,58,22.0,,0.22,12.76
2020-10-07,38,22.0,,0.22,8.36
2020-10-08,37,22.0,,0.22,8.14
2020-10-09,99,22.0,,0.22,21.78
2020-10-10,20,22.0,,0.22,4.4
2020-10-11,20,22.0,,0.22,4.4
2020-10-12,60,22.0,,0.22,13.2
2020-10-13,60,22.0,,0.22,13.2
2020-10-14,79,22.0,,0.22,17.38
2020-10-15,90,22.0,,0.22,19.8
2020-10-16,49,22.0,,0.22,10.78
2020-10-17,14,22.0,,0.22,3.08
2020-10-18,27,22.0,,0.22,5.94
2020-10-19,30,22.0,,0.22,6.6
2020-10-20,25,22.0,,0.22,5.5
2020-10-21,74,22.0,,0.22,16.28
2020-10-22,31,22.0,,0.22,6.82
2020-10-23,25,22.0,,0.22,5.5
2020-10-24,0,22.0,,0.22,0.0
2020-10-25,13,22.0,,0.22,2.86
2020-10-26,36,22.0,,0.22,7.92
2020-10-27,37,22.0,,0.22,8.14
2020-10-28,66,22.0,,0.22,14.52
2020-10-29,78,22.0,,0.22,17.16
2020-10-30,100,22.0,,0.22,22.0
2020-10-31,21,22.0,,0.22,4.62
2020-11-01,0,20.0,False,0.2,0.0
2020-11-02,49,20.0,,0.2,9.8
2020-11-03,41,20.0,,0.2,8.200000000000001
2020-11-04,24,20.0,,0.2,4.800000000000001
2020-11-05,62,20.0,,0.2,12.4
2020-11-06,55,20.0,,0.2,11.0
2020-11-07,29,20.0,,0.2,5.800000000000001
2020-11-08,6,20.0,,0.2,1.2000000000000002
2020-11-09,100,20.0,,0.2,20.0
2020-11-10,59,20.0,,0.2,11.8
2020-11-11,46,20.0,,0.2,9.200000000000001
2020-11-12,52,20.0,,0.2,10.4
2020-11-13,83,20.0,,0.2,16.6
2020-11-14,7,20.0,,0.2,1.4000000000000001
2020-11-15,0,20.0,,0.2,0.0
2020-11-16,66,20.0,,0.2,13.200000000000001
2020-11-17,65,20.0,,0.2,13.0
2020-11-18,73,20.0,,0.2,14.600000000000001
2020-11-19,54,20.0,,0.2,10.8
2020-11-20,62,20.0,,0.2,12.4
2020-11-21,14,20.0,,0.2,2.8000000000000003
2020-11-22,13,20.0,,0.2,2.6
2020-11-23,31,20.0,,0.2,6.2
2020-11-24,50,20.0,,0.2,10.0
2020-11-25,88,20.0,,0.2,17.6
2020-11-26,7,20.0,,0.2,1.4000000000000001
2020-11-27,38,20.0,,0.2,7.6000000000000005
2020-11-28,19,20.0,,0.2,3.8000000000000003
2020-11-29,19,20.0,,0.2,3.8000000000000003
2020-11-30,17,20.0,,0.2,3.4000000000000004
2020-12-01,100,19.0,False,0.19,19.0
2020-12-02,42,19.0,,0.19,7.98
2020-12-03,69,19.0,,0.19,13.11
2020-12-04,60,19.0,,0.19,11.4
2020-12-05,30,19.0,,0.19,5.7
2020-12-06,18,19.0,,0.19,3.42
2020-12-07,37,19.0,,0.19,7.03
2020-12-08,37,19.0,,0.19,7.03
2020-12-09,33,19.0,,0.19,6.2700000000000005
2020-12-10,37,19.0,,0.19,7.03
2020-12-11,49,19.0,,0.19,9.31
2020-12-12,24,19.0,,0.19,4.5600000000000005
2020-12-13,6,19.0,,0.19,1.1400000000000001
2020-12-14,32,19.0,,0.19,6.08
2020-12-15,70,19.0,,0.19,13.3
2020-12-16,38,19.0,,0.19,7.22
2020-12-17,22,19.0,,0.19,4.18
2020-12-18,62,19.0,,0.19,11.78
2020-12-19,25,19.0,,0.19,4.75
2020-12-20,12,19.0,,0.19,2.2800000000000002
2020-12-21,39,19.0,,0.19,7.41
2020-12-22,34,19.0,,0.19,6.46
2020-12-23,29,19.0,,0.19,5.51
2020-12-24,42,19.0,,0.19,7.98
2020-12-25,0,19.0,,0.19,0.0
2020-12-26,0,19.0,,0.19,0.0
2020-12-27,30,19.0,,0.19,5.7
2020-12-28,61,19.0,,0.19,11.59
2020-12-29,34,19.0,,0.19,6.46
2020-12-30,17,19.0,,0.19,3.23
2020-12-31,34,19.0,,0.19,6.46
2021-01-01,4,27.0,False,0.27,1.08
2021-01-02,4,27.0,,0.27,1.08
2021-01-03,8,27.0,,0.27,2.16
2021-01-04,40,27.0,,0.27,10.8
2021-01-05,15,27.0,,0.27,4.050000000000001
2021-01-06,40,27.0,,0.27,10.8
2021-01-07,44,27.0,,0.27,11.88
2021-01-08,48,27.0,,0.27,12.96
2021-01-09,20,27.0,,0.27,5.4
2021-01-10,8,27.0,,0.27,2.16
2021-01-11,36,27.0,,0.27,9.72
2021-01-12,26,27.0,,0.27,7.0200000000000005
2021-01-13,26,27.0,,0.27,7.0200000000000005
2021-01-14,64,27.0,,0.27,17.28
2021-01-15,56,27.0,,0.27,15.120000000000001
2021-01-16,16,27.0,,0.27,4.32
2021-01-17,0,27.0,,0.27,0.0
2021-01-18,16,27.0,,0.27,4.32
2021-01-19,52,27.0,,0.27,14.040000000000001
2021-01-20,59,27.0,,0.27,15.930000000000001
2021-01-21,67,27.0,,0.27,18.09
2021-01-22,49,27.0,,0.27,13.23
2021-01-23,16,27.0,,0.27,4.32
2021-01-24,12,27.0,,0.27,3.24
2021-01-25,44,27.0,,0.27,11.88
2021-01-26,52,27.0,,0.27,14.040000000000001
2021-01-27,77,27.0,,0.27,20.790000000000003
2021-01-28,100,27.0,,0.27,27.0
2021-01-29,41,27.0,,0.27,11.07
2021-01-30,42,27.0,,0.27,11.34
2021-01-31,17,27.0,,0.27,4.59
2021-02-01,38,60.0,False,0.6,22.8
2021-02-02,36,60.0,,0.6,21.599999999999998
2021-02-03,43,60.0,,0.6,25.8
2021-02-04,39,60.0,,0.6,23.4
2021-02-05,37,60.0,,0.6,22.2
2021-02-06,24,60.0,,0.6,14.399999999999999
2021-02-07,9,60.0,,0.6,5.3999999999999995
2021-02-08,44,60.0,,0.6,26.4
2021-02-09,59,60.0,,0.6,35.4
2021-02-10,47,60.0,,0.6,28.2
2021-02-11,41,60.0,,0.6,24.599999999999998
2021-02-12,68,60.0,,0.6,40.8
2021-02-13,50,60.0,,0.6,30.0
2021-02-14,19,60.0,,0.6,11.4
2021-02-15,30,60.0,,0.6,18.0
2021-02-16,66,60.0,,0.6,39.6
2021-02-17,83,60.0,,0.6,49.8
2021-02-18,54,60.0,,0.6,32.4
2021-02-19,59,60.0,,0.6,35.4
2021-02-20,12,60.0,,0.6,7.199999999999999
2021-02-21,7,60.0,,0.6,4.2
2021-02-22,67,60.0,,0.6,40.199999999999996
2021-02-23,79,60.0,,0.6,47.4
2021-02-24,62,60.0,,0.6,37.199999999999996
2021-02-25,100,60.0,,0.6,60.0
2021-02-26,83,60.0,,0.6,49.8
2021-02-27,27,60.0,,0.6,16.2
2021-02-28,12,60.0,,0.6,7.199999999999999
2021-03-01,30,100.0,False,1.0,30.0
2021-03-02,100,100.0,,1.0,100.0
2021-03-03,43,100.0,,1.0,43.0
2021-03-04,38,100.0,,1.0,38.0
2021-03-05,49,100.0,,1.0,49.0
2021-03-06,14,100.0,,1.0,14.0
2021-03-07,12,100.0,,1.0,12.0
2021-03-08,35,100.0,,1.0,35.0
2021-03-09,41,100.0,,1.0,41.0
2021-03-10,42,100.0,,1.0,42.0
2021-03-11,28,100.0,,1.0,28.0
2021-03-12,30,100.0,,1.0,30.0
2021-03-13,13,100.0,,1.0,13.0
2021-03-14,7,100.0,,1.0,7.0
2021-03-15,30,100.0,,1.0,30.0
2021-03-16,44,100.0,,1.0,44.0
2021-03-17,27,100.0,,1.0,27.0
2021-03-18,34,100.0,,1.0,34.0
2021-03-19,32,100.0,,1.0,32.0
2021-03-20,8,100.0,,1.0,8.0
2021-03-21,5,100.0,,1.0,5.0
2021-03-22,28,100.0,,1.0,28.0
2021-03-23,41,100.0,,1.0,41.0
2021-03-24,40,100.0,,1.0,40.0
2021-03-25,28,100.0,,1.0,28.0
2021-03-26,48,100.0,,1.0,48.0
2021-03-27,7,100.0,,1.0,7.0
2021-03-28,9,100.0,,1.0,9.0
2021-03-29,30,100.0,,1.0,30.0
2021-03-30,33,100.0,,1.0,33.0
2021-03-31,39,100.0,,1.0,39.0
2021-04-01,100,79.0,False,0.79,79.0
2021-04-02,39,79.0,,0.79,30.810000000000002
2021-04-03,20,79.0,,0.79,15.8
2021-04-04,23,79.0,,0.79,18.17
2021-04-05,95,79.0,,0.79,75.05
2021-04-06,92,79.0,,0.79,72.68
2021-04-07,60,79.0,,0.79,47.400000000000006
2021-04-08,54,79.0,,0.79,42.660000000000004
2021-04-09,62,79.0,,0.79,48.980000000000004
2021-04-10,19,79.0,,0.79,15.010000000000002
2021-04-11,6,79.0,,0.79,4.74
2021-04-12,60,79.0,,0.79,47.400000000000006
2021-04-13,91,79.0,,0.79,71.89
2021-04-14,62,79.0,,0.79,48.980000000000004
2021-04-15,57,79.0,,0.79,45.03
2021-04-16,54,79.0,,0.79,42.660000000000004
2021-04-17,15,79.0,,0.79,11.850000000000001
2021-04-18,11,79.0,,0.79,8.690000000000001
2021-04-19,45,79.0,,0.79,35.550000000000004
2021-04-20,63,79.0,,0.79,49.77
2021-04-21,66,79.0,,0.79,52.14
2021-04-22,71,79.0,,0.79,56.09
2021-04-23,64,79.0,,0.79,50.56
2021-04-24,13,79.0,,0.79,10.27
2021-04-25,11,79.0,,0.79,8.690000000000001
2021-04-26,84,79.0,,0.79,66.36
2021-04-27,52,79.0,,0.79,41.08
2021-04-28,55,79.0,,0.79,43.45
2021-04-29,47,79.0,,0.79,37.13
2021-04-30,54,79.0,,0.79,42.660000000000004
2021-05-01,13,71.0,False,0.71,9.23
2021-05-02,9,71.0,,0.71,6.39
2021-05-03,58,71.0,,0.71,41.18
2021-05-04,73,71.0,,0.71,51.83
2021-05-05,70,71.0,,0.71,49.699999999999996
2021-05-06,50,71.0,,0.71,35.5
2021-05-07,58,71.0,,0.71,41.18
