date,APR_unscaled,APR_monthly,isPartial,scale,APR
2021-04-13,100,92.0,,0.92,92.0
2021-04-14,90,92.0,,0.92,82.8
2021-04-15,87,92.0,,0.92,80.04
2021-04-16,86,92.0,,0.92,79.12
2021-04-17,78,92.0,,0.92,71.76
2021-04-18,77,92.0,,0.92,70.84
2021-04-19,82,92.0,,0.92,75.44
2021-04-20,84,92.0,,0.92,77.28
2021-04-21,95,92.0,,0.92,87.4
2021-04-22,91,92.0,,0.92,83.72
2021-04-23,78,92.0,,0.92,71.76
2021-04-24,73,92.0,,0.92,67.16
2021-04-25,75,92.0,,0.92,69.0
2021-04-26,81,92.0,,0.92,74.52000000000001
2021-04-27,85,92.0,,0.92,78.2
2021-04-28,87,92.0,,0.92,80.04
2021-04-29,77,92.0,,0.92,70.84
2021-04-30,77,92.0,,0.92,70.84
2021-05-01,80,66.0,False,0.66,52.800000000000004
2021-05-02,69,66.0,,0.66,45.54
2021-05-03,91,66.0,,0.66,60.06
2021-05-04,89,66.0,,0.66,58.74
2021-05-05,93,66.0,,0.66,61.38
2021-05-06,89,66.0,,0.66,58.74
2021-05-07,81,66.0,,0.66,53.46
2021-05-08,72,66.0,,0.66,47.52
2021-05-09,64,66.0,,0.66,42.24
2021-05-10,89,66.0,,0.66,58.74
2021-05-11,94,66.0,,0.66,62.040000000000006
2021-05-12,99,66.0,,0.66,65.34
2021-05-13,83,66.0,,0.66,54.78
2021-05-14,94,66.0,,0.66,62.040000000000006
2021-05-15,70,66.0,,0.66,46.2
2021-05-16,68,66.0,,0.66,44.88
2021-05-17,76,66.0,,0.66,50.160000000000004
2021-05-18,89,66.0,,0.66,58.74
2021-05-19,100,66.0,,0.66,66.0
2021-05-20,78,66.0,,0.66,51.480000000000004
2021-05-21,82,66.0,,0.66,54.120000000000005
2021-05-22,64,66.0,,0.66,42.24
2021-05-23,57,66.0,,0.66,37.620000000000005
2021-05-24,75,66.0,,0.66,49.5
2021-05-25,74,66.0,,0.66,48.84
2021-05-26,83,66.0,,0.66,54.78
2021-05-27,76,66.0,,0.66,50.160000000000004
2021-05-28,68,66.0,,0.66,44.88
2021-05-29,65,66.0,,0.66,42.9
2021-05-30,55,66.0,,0.66,36.300000000000004
2021-05-31,58,66.0,,0.66,38.28
2021-06-01,89,60.0,False,0.6,53.4
2021-06-02,86,60.0,,0.6,51.6
2021-06-03,95,60.0,,0.6,57.0
2021-06-04,95,60.0,,0.6,57.0
2021-06-05,70,60.0,,0.6,42.0
2021-06-06,70,60.0,,0.6,42.0
2021-06-07,70,60.0,,0.6,42.0
2021-06-08,88,60.0,,0.6,52.8
2021-06-09,99,60.0,,0.6,59.4
2021-06-10,91,60.0,,0.6,54.6
2021-06-11,83,60.0,,0.6,49.8
2021-06-12,67,60.0,,0.6,40.199999999999996
2021-06-13,61,60.0,,0.6,36.6
2021-06-14,79,60.0,,0.6,47.4
2021-06-15,76,60.0,,0.6,45.6
2021-06-16,100,60.0,,0.6,60.0
2021-06-17,81,60.0,,0.6,48.6
2021-06-18,83,60.0,,0.6,49.8
2021-06-19,69,60.0,,0.6,41.4
2021-06-20,64,60.0,,0.6,38.4
2021-06-21,73,60.0,,0.6,43.8
2021-06-22,85,60.0,,0.6,51.0
2021-06-23,97,60.0,,0.6,58.199999999999996
2021-06-24,94,60.0,,0.6,56.4
2021-06-25,80,60.0,,0.6,48.0
2021-06-26,61,60.0,,0.6,36.6
2021-06-27,68,60.0,,0.6,40.8
2021-06-28,73,60.0,,0.6,43.8
2021-06-29,79,60.0,,0.6,47.4
2021-06-30,95,60.0,,0.6,57.0
2021-07-01,80,60.0,False,0.6,48.0
2021-07-02,76,60.0,,0.6,45.6
2021-07-03,62,60.0,,0.6,37.199999999999996
2021-07-04,58,60.0,,0.6,34.8
2021-07-05,66,60.0,,0.6,39.6
2021-07-06,77,60.0,,0.6,46.199999999999996
2021-07-07,85,60.0,,0.6,51.0
2021-07-08,73,60.0,,0.6,43.8
2021-07-09,73,60.0,,0.6,43.8
2021-07-10,62,60.0,,0.6,37.199999999999996
2021-07-11,63,60.0,,0.6,37.8
2021-07-12,84,60.0,,0.6,50.4
2021-07-13,87,60.0,,0.6,52.199999999999996
2021-07-14,100,60.0,,0.6,60.0
2021-07-15,86,60.0,,0.6,51.6
2021-07-16,87,60.0,,0.6,52.199999999999996
2021-07-17,67,60.0,,0.6,40.199999999999996
2021-07-18,64,60.0,,0.6,38.4
2021-07-19,76,60.0,,0.6,45.6
2021-07-20,70,60.0,,0.6,42.0
2021-07-21,80,60.0,,0.6,48.0
2021-07-22,71,60.0,,0.6,42.6
2021-07-23,79,60.0,,0.6,47.4
2021-07-24,66,60.0,,0.6,39.6
2021-07-25,66,60.0,,0.6,39.6
2021-07-26,77,60.0,,0.6,46.199999999999996
2021-07-27,78,60.0,,0.6,46.8
2021-07-28,86,60.0,,0.6,51.6
2021-07-29,71,60.0,,0.6,42.6
2021-07-30,81,60.0,,0.6,48.6
2021-07-31,67,60.0,,0.6,40.199999999999996
2021-08-01,63,60.0,False,0.6,37.8
2021-08-02,64,60.0,,0.6,38.4
2021-08-03,83,60.0,,0.6,49.8
2021-08-04,99,60.0,,0.6,59.4
2021-08-05,76,60.0,,0.6,45.6
2021-08-06,87,60.0,,0.6,52.199999999999996
2021-08-07,64,60.0,,0.6,38.4
2021-08-08,67,60.0,,0.6,40.199999999999996
2021-08-09,69,60.0,,0.6,41.4
2021-08-10,91,60.0,,0.6,54.6
2021-08-11,92,60.0,,0.6,55.199999999999996
2021-08-12,86,60.0,,0.6,51.6
2021-08-13,92,60.0,,0.6,55.199999999999996
2021-08-14,72,60.0,,0.6,43.199999999999996
2021-08-15,53,60.0,,0.6,31.799999999999997
2021-08-16,70,60.0,,0.6,42.0
2021-08-17,84,60.0,,0.6,50.4
2021-08-18,100,60.0,,0.6,60.0
2021-08-19,80,60.0,,0.6,48.0
2021-08-20,87,60.0,,0.6,52.199999999999996
2021-08-21,77,60.0,,0.6,46.199999999999996
2021-08-22,60,60.0,,0.6,36.0
2021-08-23,78,60.0,,0.6,46.8
2021-08-24,90,60.0,,0.6,54.0
2021-08-25,94,60.0,,0.6,56.4
2021-08-26,72,60.0,,0.6,43.199999999999996
2021-08-27,86,60.0,,0.6,51.6
2021-08-28,64,60.0,,0.6,38.4
2021-08-29,64,60.0,,0.6,38.4
2021-08-30,79,60.0,,0.6,47.4
2021-08-31,84,60.0,,0.6,50.4
2021-09-01,77,59.0,False,0.59,45.43
2021-09-02,74,59.0,,0.59,43.66
2021-09-03,73,59.0,,0.59,43.07
2021-09-04,49,59.0,,0.59,28.91
2021-09-05,43,59.0,,0.59,25.369999999999997
2021-09-06,61,59.0,,0.59,35.989999999999995
2021-09-07,67,59.0,,0.59,39.53
2021-09-08,87,59.0,,0.59,51.33
2021-09-09,74,59.0,,0.59,43.66
2021-09-10,68,59.0,,0.59,40.12
2021-09-11,55,59.0,,0.59,32.449999999999996
2021-09-12,55,59.0,,0.59,32.449999999999996
2021-09-13,67,59.0,,0.59,39.53
2021-09-14,73,59.0,,0.59,43.07
2021-09-15,100,59.0,,0.59,59.0
2021-09-16,80,59.0,,0.59,47.199999999999996
2021-09-17,73,59.0,,0.59,43.07
2021-09-18,61,59.0,,0.59,35.989999999999995
2021-09-19,60,59.0,,0.59,35.4
2021-09-20,69,59.0,,0.59,40.71
2021-09-21,76,59.0,,0.59,44.839999999999996
2021-09-22,93,59.0,,0.59,54.87
2021-09-23,79,59.0,,0.59,46.61
2021-09-24,73,59.0,,0.59,43.07
2021-09-25,63,59.0,,0.59,37.169999999999995
2021-09-26,52,59.0,,0.59,30.68
2021-09-27,70,59.0,,0.59,41.3
2021-09-28,71,59.0,,0.59,41.89
2021-09-29,91,59.0,,0.59,53.69
2021-09-30,87,59.0,,0.59,51.33
2021-10-01,80,61.0,False,0.61,48.8
2021-10-02,64,61.0,,0.61,39.04
2021-10-03,63,61.0,,0.61,38.43
2021-10-04,85,61.0,,0.61,51.85
2021-10-05,92,61.0,,0.61,56.12
2021-10-06,100,61.0,,0.61,61.0
2021-10-07,85,61.0,,0.61,51.85
2021-10-08,86,61.0,,0.61,52.46
2021-10-09,68,61.0,,0.61,41.48
2021-10-10,60,61.0,,0.61,36.6
2021-10-11,71,61.0,,0.61,43.31
2021-10-12,78,61.0,,0.61,47.58
2021-10-13,100,61.0,,0.61,61.0
2021-10-14,81,61.0,,0.61,49.41
2021-10-15,72,61.0,,0.61,43.92
2021-10-16,72,61.0,,0.61,43.92
2021-10-17,59,61.0,,0.61,35.99
2021-10-18,85,61.0,,0.61,51.85
2021-10-19,87,61.0,,0.61,53.07
2021-10-20,92,61.0,,0.61,56.12
2021-10-21,97,61.0,,0.61,59.17
2021-10-22,81,61.0,,0.61,49.41
2021-10-23,58,61.0,,0.61,35.38
2021-10-24,67,61.0,,0.61,40.87
2021-10-25,73,61.0,,0.61,44.53
2021-10-26,94,61.0,,0.61,57.339999999999996
2021-10-27,86,61.0,,0.61,52.46
2021-10-28,77,61.0,,0.61,46.97
2021-10-29,84,61.0,,0.61,51.24
2021-10-30,65,61.0,,0.61,39.65
2021-10-31,59,61.0,,0.61,35.99
2021-11-01,77,62.0,False,0.62,47.74
2021-11-02,93,62.0,,0.62,57.66
2021-11-03,98,62.0,,0.62,60.76
2021-11-04,91,62.0,,0.62,56.42
2021-11-05,84,62.0,,0.62,52.08
2021-11-06,75,62.0,,0.62,46.5
2021-11-07,58,62.0,,0.62,35.96
2021-11-08,83,62.0,,0.62,51.46
2021-11-09,95,62.0,,0.62,58.9
2021-11-10,98,62.0,,0.62,60.76
2021-11-11,81,62.0,,0.62,50.22
2021-11-12,89,62.0,,0.62,55.18
2021-11-13,62,62.0,,0.62,38.44
2021-11-14,59,62.0,,0.62,36.58
2021-11-15,87,62.0,,0.62,53.94
2021-11-16,92,62.0,,0.62,57.04
2021-11-17,100,62.0,,0.62,62.0
2021-11-18,76,62.0,,0.62,47.12
2021-11-19,84,62.0,,0.62,52.08
2021-11-20,70,62.0,,0.62,43.4
2021-11-21,73,62.0,,0.62,45.26
2021-11-22,82,62.0,,0.62,50.839999999999996
2021-11-23,76,62.0,,0.62,47.12
2021-11-24,71,62.0,,0.62,44.02
2021-11-25,64,62.0,,0.62,39.68
2021-11-26,69,62.0,,0.62,42.78
2021-11-27,72,62.0,,0.62,44.64
2021-11-28,65,62.0,,0.62,40.3
2021-11-29,90,62.0,,0.62,55.8
2021-11-30,80,62.0,,0.62,49.6
2021-12-01,100,58.0,False,0.58,57.99999999999999
2021-12-02,97,58.0,,0.58,56.26
2021-12-03,88,58.0,,0.58,51.04
2021-12-04,75,58.0,,0.58,43.5
2021-12-05,52,58.0,,0.58,30.159999999999997
2021-12-06,80,58.0,,0.58,46.4
2021-12-07,85,58.0,,0.58,49.3
2021-12-08,97,58.0,,0.58,56.26
2021-12-09,91,58.0,,0.58,52.779999999999994
2021-12-10,71,58.0,,0.58,41.18
2021-12-11,71,58.0,,0.58,41.18
2021-12-12,60,58.0,,0.58,34.8
2021-12-13,90,58.0,,0.58,52.199999999999996
2021-12-14,72,58.0,,0.58,41.76
2021-12-15,85,58.0,,0.58,49.3
2021-12-16,89,58.0,,0.58,51.62
2021-12-17,68,58.0,,0.58,39.44
2021-12-18,65,58.0,,0.58,37.699999999999996
2021-12-19,52,58.0,,0.58,30.159999999999997
2021-12-20,73,58.0,,0.58,42.339999999999996
2021-12-21,70,58.0,,0.58,40.599999999999994
2021-12-22,76,58.0,,0.58,44.08
2021-12-23,65,58.0,,0.58,37.699999999999996
2021-12-24,59,58.0,,0.58,34.22
2021-12-25,43,58.0,,0.58,24.939999999999998
2021-12-26,41,58.0,,0.58,23.779999999999998
2021-12-27,67,58.0,,0.58,38.86
2021-12-28,67,58.0,,0.58,38.86
2021-12-29,90,58.0,,0.58,52.199999999999996
2021-12-30,63,58.0,,0.58,36.54
2021-12-31,83,58.0,,0.58,48.13999999999999
