date,RS_unscaled,RS_monthly,isPartial,scale,RS
2021-05-10,92,93.0,,0.93,85.56
2021-05-11,83,93.0,,0.93,77.19
2021-05-12,87,93.0,,0.93,80.91000000000001
2021-05-13,84,93.0,,0.93,78.12
2021-05-14,92,93.0,,0.93,85.56
2021-05-15,93,93.0,,0.93,86.49000000000001
2021-05-16,97,93.0,,0.93,90.21000000000001
2021-05-17,88,93.0,,0.93,81.84
2021-05-18,91,93.0,,0.93,84.63000000000001
2021-05-19,76,93.0,,0.93,70.68
2021-05-20,86,93.0,,0.93,79.98
2021-05-21,93,93.0,,0.93,86.49000000000001
2021-05-22,89,93.0,,0.93,82.77000000000001
2021-05-23,88,93.0,,0.93,81.84
2021-05-24,95,93.0,,0.93,88.35000000000001
2021-05-25,96,93.0,,0.93,89.28
2021-05-26,90,93.0,,0.93,83.7
2021-05-27,91,93.0,,0.93,84.63000000000001
2021-05-28,85,93.0,,0.93,79.05
2021-05-29,94,93.0,,0.93,87.42
2021-05-30,100,93.0,,0.93,93.0
2021-05-31,94,93.0,,0.93,87.42
2021-06-01,97,91.0,False,0.91,88.27
2021-06-02,93,91.0,,0.91,84.63000000000001
2021-06-03,96,91.0,,0.91,87.36
2021-06-04,92,91.0,,0.91,83.72
2021-06-05,94,91.0,,0.91,85.54
2021-06-06,92,91.0,,0.91,83.72
2021-06-07,80,91.0,,0.91,72.8
2021-06-08,87,91.0,,0.91,79.17
2021-06-09,85,91.0,,0.91,77.35000000000001
2021-06-10,81,91.0,,0.91,73.71000000000001
2021-06-11,98,91.0,,0.91,89.18
2021-06-12,87,91.0,,0.91,79.17
2021-06-13,97,91.0,,0.91,88.27
2021-06-14,93,91.0,,0.91,84.63000000000001
2021-06-15,85,91.0,,0.91,77.35000000000001
2021-06-16,93,91.0,,0.91,84.63000000000001
2021-06-17,96,91.0,,0.91,87.36
2021-06-18,84,91.0,,0.91,76.44
2021-06-19,95,91.0,,0.91,86.45
2021-06-20,93,91.0,,0.91,84.63000000000001
2021-06-21,91,91.0,,0.91,82.81
2021-06-22,94,91.0,,0.91,85.54
2021-06-23,86,91.0,,0.91,78.26
2021-06-24,87,91.0,,0.91,79.17
2021-06-25,90,91.0,,0.91,81.9
2021-06-26,100,91.0,,0.91,91.0
2021-06-27,90,91.0,,0.91,81.9
2021-06-28,90,91.0,,0.91,81.9
2021-06-29,92,91.0,,0.91,83.72
2021-06-30,92,91.0,,0.91,83.72
2021-07-01,88,92.0,False,0.92,80.96000000000001
2021-07-02,90,92.0,,0.92,82.8
2021-07-03,82,92.0,,0.92,75.44
2021-07-04,85,92.0,,0.92,78.2
2021-07-05,85,92.0,,0.92,78.2
2021-07-06,88,92.0,,0.92,80.96000000000001
2021-07-07,86,92.0,,0.92,79.12
2021-07-08,87,92.0,,0.92,80.04
2021-07-09,88,92.0,,0.92,80.96000000000001
2021-07-10,82,92.0,,0.92,75.44
2021-07-11,93,92.0,,0.92,85.56
2021-07-12,88,92.0,,0.92,80.96000000000001
2021-07-13,89,92.0,,0.92,81.88000000000001
2021-07-14,94,92.0,,0.92,86.48
2021-07-15,95,92.0,,0.92,87.4
2021-07-16,82,92.0,,0.92,75.44
2021-07-17,93,92.0,,0.92,85.56
2021-07-18,100,92.0,,0.92,92.0
2021-07-19,91,92.0,,0.92,83.72
2021-07-20,94,92.0,,0.92,86.48
2021-07-21,82,92.0,,0.92,75.44
2021-07-22,86,92.0,,0.92,79.12
2021-07-23,91,92.0,,0.92,83.72
2021-07-24,93,92.0,,0.92,85.56
2021-07-25,89,92.0,,0.92,81.88000000000001
2021-07-26,86,92.0,,0.92,79.12
2021-07-27,86,92.0,,0.92,79.12
2021-07-28,83,92.0,,0.92,76.36
2021-07-29,93,92.0,,0.92,85.56
2021-07-30,91,92.0,,0.92,83.72
2021-07-31,92,92.0,,0.92,84.64
2021-08-01,89,94.0,False,0.94,83.66
2021-08-02,92,94.0,,0.94,86.47999999999999
2021-08-03,87,94.0,,0.94,81.78
2021-08-04,93,94.0,,0.94,87.42
2021-08-05,86,94.0,,0.94,80.83999999999999
2021-08-06,80,94.0,,0.94,75.19999999999999
2021-08-07,90,94.0,,0.94,84.6
2021-08-08,89,94.0,,0.94,83.66
2021-08-09,99,94.0,,0.94,93.05999999999999
2021-08-10,97,94.0,,0.94,91.17999999999999
2021-08-11,82,94.0,,0.94,77.08
2021-08-12,89,94.0,,0.94,83.66
2021-08-13,96,94.0,,0.94,90.24
2021-08-14,93,94.0,,0.94,87.42
2021-08-15,93,94.0,,0.94,87.42
2021-08-16,93,94.0,,0.94,87.42
2021-08-17,86,94.0,,0.94,80.83999999999999
2021-08-18,84,94.0,,0.94,78.96
2021-08-19,88,94.0,,0.94,82.72
2021-08-20,84,94.0,,0.94,78.96
2021-08-21,98,94.0,,0.94,92.11999999999999
2021-08-22,97,94.0,,0.94,91.17999999999999
2021-08-23,87,94.0,,0.94,81.78
2021-08-24,75,94.0,,0.94,70.5
2021-08-25,85,94.0,,0.94,79.89999999999999
2021-08-26,91,94.0,,0.94,85.53999999999999
2021-08-27,84,94.0,,0.94,78.96
2021-08-28,100,94.0,,0.94,94.0
2021-08-29,98,94.0,,0.94,92.11999999999999
2021-08-30,80,94.0,,0.94,75.19999999999999
2021-08-31,89,94.0,,0.94,83.66
2021-09-01,81,90.0,False,0.9,72.9
2021-09-02,81,90.0,,0.9,72.9
2021-09-03,71,90.0,,0.9,63.9
2021-09-04,82,90.0,,0.9,73.8
2021-09-05,81,90.0,,0.9,72.9
2021-09-06,81,90.0,,0.9,72.9
2021-09-07,86,90.0,,0.9,77.4
2021-09-08,77,90.0,,0.9,69.3
2021-09-09,78,90.0,,0.9,70.2
2021-09-10,83,90.0,,0.9,74.7
2021-09-11,85,90.0,,0.9,76.5
2021-09-12,77,90.0,,0.9,69.3
2021-09-13,74,90.0,,0.9,66.60000000000001
2021-09-14,75,90.0,,0.9,67.5
2021-09-15,79,90.0,,0.9,71.10000000000001
2021-09-16,80,90.0,,0.9,72.0
2021-09-17,85,90.0,,0.9,76.5
2021-09-18,78,90.0,,0.9,70.2
2021-09-19,100,90.0,,0.9,90.0
2021-09-20,81,90.0,,0.9,72.9
2021-09-21,76,90.0,,0.9,68.4
2021-09-22,81,90.0,,0.9,72.9
2021-09-23,76,90.0,,0.9,68.4
2021-09-24,81,90.0,,0.9,72.9
2021-09-25,94,90.0,,0.9,84.60000000000001
2021-09-26,80,90.0,,0.9,72.0
2021-09-27,80,90.0,,0.9,72.0
2021-09-28,86,90.0,,0.9,77.4
2021-09-29,95,90.0,,0.9,85.5
2021-09-30,85,90.0,,0.9,76.5
2021-10-01,85,91.0,False,0.91,77.35000000000001
2021-10-02,100,91.0,,0.91,91.0
2021-10-03,100,91.0,,0.91,91.0
2021-10-04,87,91.0,,0.91,79.17
2021-10-05,90,91.0,,0.91,81.9
2021-10-06,90,91.0,,0.91,81.9
2021-10-07,86,91.0,,0.91,78.26
2021-10-08,83,91.0,,0.91,75.53
2021-10-09,91,91.0,,0.91,82.81
2021-10-10,89,91.0,,0.91,80.99000000000001
2021-10-11,76,91.0,,0.91,69.16
2021-10-12,87,91.0,,0.91,79.17
2021-10-13,89,91.0,,0.91,80.99000000000001
2021-10-14,88,91.0,,0.91,80.08
2021-10-15,82,91.0,,0.91,74.62
2021-10-16,100,91.0,,0.91,91.0
2021-10-17,96,91.0,,0.91,87.36
2021-10-18,88,91.0,,0.91,80.08
2021-10-19,89,91.0,,0.91,80.99000000000001
2021-10-20,91,91.0,,0.91,82.81
2021-10-21,83,91.0,,0.91,75.53
2021-10-22,92,91.0,,0.91,83.72
2021-10-23,91,91.0,,0.91,82.81
2021-10-24,92,91.0,,0.91,83.72
2021-10-25,83,91.0,,0.91,75.53
2021-10-26,74,91.0,,0.91,67.34
2021-10-27,89,91.0,,0.91,80.99000000000001
2021-10-28,77,91.0,,0.91,70.07000000000001
2021-10-29,78,91.0,,0.91,70.98
2021-10-30,67,91.0,,0.91,60.97
2021-10-31,79,91.0,,0.91,71.89
2021-11-01,61,96.0,False,0.96,58.559999999999995
2021-11-02,70,96.0,,0.96,67.2
2021-11-03,63,96.0,,0.96,60.48
2021-11-04,65,96.0,,0.96,62.4
2021-11-05,74,96.0,,0.96,71.03999999999999
2021-11-06,74,96.0,,0.96,71.03999999999999
2021-11-07,61,96.0,,0.96,58.559999999999995
2021-11-08,76,96.0,,0.96,72.96
2021-11-09,70,96.0,,0.96,67.2
2021-11-10,62,96.0,,0.96,59.519999999999996
2021-11-11,70,96.0,,0.96,67.2
2021-11-12,64,96.0,,0.96,61.44
2021-11-13,72,96.0,,0.96,69.12
2021-11-14,77,96.0,,0.96,73.92
2021-11-15,71,96.0,,0.96,68.16
2021-11-16,70,96.0,,0.96,67.2
2021-11-17,100,96.0,,0.96,96.0
2021-11-18,77,96.0,,0.96,73.92
2021-11-19,68,96.0,,0.96,65.28
2021-11-20,65,96.0,,0.96,62.4
2021-11-21,65,96.0,,0.96,62.4
2021-11-22,72,96.0,,0.96,69.12
2021-11-23,76,96.0,,0.96,72.96
2021-11-24,67,96.0,,0.96,64.32
2021-11-25,69,96.0,,0.96,66.24
2021-11-26,67,96.0,,0.96,64.32
2021-11-27,66,96.0,,0.96,63.36
2021-11-28,63,96.0,,0.96,60.48
2021-11-29,69,96.0,,0.96,66.24
2021-11-30,66,96.0,,0.96,63.36
2021-12-01,92,86.0,False,0.86,79.12
2021-12-02,93,86.0,,0.86,79.98
2021-12-03,95,86.0,,0.86,81.7
2021-12-04,88,86.0,,0.86,75.67999999999999
2021-12-05,94,86.0,,0.86,80.84
2021-12-06,92,86.0,,0.86,79.12
2021-12-07,90,86.0,,0.86,77.4
2021-12-08,93,86.0,,0.86,79.98
2021-12-09,99,86.0,,0.86,85.14
2021-12-10,86,86.0,,0.86,73.96
2021-12-11,91,86.0,,0.86,78.26
2021-12-12,100,86.0,,0.86,86.0
2021-12-13,87,86.0,,0.86,74.82
2021-12-14,87,86.0,,0.86,74.82
2021-12-15,96,86.0,,0.86,82.56
2021-12-16,98,86.0,,0.86,84.28
2021-12-17,88,86.0,,0.86,75.67999999999999
2021-12-18,95,86.0,,0.86,81.7
2021-12-19,90,86.0,,0.86,77.4
2021-12-20,93,86.0,,0.86,79.98
2021-12-21,93,86.0,,0.86,79.98
2021-12-22,96,86.0,,0.86,82.56
2021-12-23,88,86.0,,0.86,75.67999999999999
2021-12-24,93,86.0,,0.86,79.98
2021-12-25,87,86.0,,0.86,74.82
2021-12-26,100,86.0,,0.86,86.0
2021-12-27,94,86.0,,0.86,80.84
2021-12-28,88,86.0,,0.86,75.67999999999999
2021-12-29,88,86.0,,0.86,75.67999999999999
2021-12-30,96,86.0,,0.86,82.56
2021-12-31,80,86.0,,0.86,68.8
