date,WE_unscaled,WE_monthly,isPartial,scale,WE
2021-04-28,90,70.0,,0.7,62.99999999999999
2021-04-29,94,70.0,,0.7,65.8
2021-04-30,87,70.0,,0.7,60.9
2021-05-01,78,67.0,False,0.67,52.260000000000005
2021-05-02,82,67.0,,0.67,54.940000000000005
2021-05-03,98,67.0,,0.67,65.66000000000001
2021-05-04,100,67.0,,0.67,67.0
2021-05-05,99,67.0,,0.67,66.33
2021-05-06,96,67.0,,0.67,64.32000000000001
2021-05-07,94,67.0,,0.67,62.980000000000004
2021-05-08,73,67.0,,0.67,48.910000000000004
2021-05-09,76,67.0,,0.67,50.92
2021-05-10,95,67.0,,0.67,63.650000000000006
2021-05-11,100,67.0,,0.67,67.0
2021-05-12,98,67.0,,0.67,65.66000000000001
2021-05-13,95,67.0,,0.67,63.650000000000006
2021-05-14,95,67.0,,0.67,63.650000000000006
2021-05-15,81,67.0,,0.67,54.27
2021-05-16,80,67.0,,0.67,53.6
2021-05-17,94,67.0,,0.67,62.980000000000004
2021-05-18,91,67.0,,0.67,60.970000000000006
2021-05-19,88,67.0,,0.67,58.96
2021-05-20,89,67.0,,0.67,59.63
2021-05-21,88,67.0,,0.67,58.96
2021-05-22,72,67.0,,0.67,48.24
2021-05-23,74,67.0,,0.67,49.580000000000005
2021-05-24,85,67.0,,0.67,56.95
2021-05-25,92,67.0,,0.67,61.64
2021-05-26,89,67.0,,0.67,59.63
2021-05-27,90,67.0,,0.67,60.300000000000004
2021-05-28,87,67.0,,0.67,58.290000000000006
2021-05-29,79,67.0,,0.67,52.93
2021-05-30,74,67.0,,0.67,49.580000000000005
2021-05-31,84,67.0,,0.67,56.28
2021-06-01,97,62.0,False,0.62,60.14
2021-06-02,100,62.0,,0.62,62.0
2021-06-03,98,62.0,,0.62,60.76
2021-06-04,99,62.0,,0.62,61.38
2021-06-05,83,62.0,,0.62,51.46
2021-06-06,92,62.0,,0.62,57.04
2021-06-07,95,62.0,,0.62,58.9
2021-06-08,97,62.0,,0.62,60.14
2021-06-09,94,62.0,,0.62,58.28
2021-06-10,97,62.0,,0.62,60.14
2021-06-11,94,62.0,,0.62,58.28
2021-06-12,82,62.0,,0.62,50.839999999999996
2021-06-13,90,62.0,,0.62,55.8
2021-06-14,93,62.0,,0.62,57.66
2021-06-15,96,62.0,,0.62,59.519999999999996
2021-06-16,89,62.0,,0.62,55.18
2021-06-17,96,62.0,,0.62,59.519999999999996
2021-06-18,96,62.0,,0.62,59.519999999999996
2021-06-19,87,62.0,,0.62,53.94
2021-06-20,81,62.0,,0.62,50.22
2021-06-21,91,62.0,,0.62,56.42
2021-06-22,94,62.0,,0.62,58.28
2021-06-23,92,62.0,,0.62,57.04
2021-06-24,93,62.0,,0.62,57.66
2021-06-25,90,62.0,,0.62,55.8
2021-06-26,80,62.0,,0.62,49.6
2021-06-27,91,62.0,,0.62,56.42
2021-06-28,91,62.0,,0.62,56.42
2021-06-29,96,62.0,,0.62,59.519999999999996
2021-06-30,94,62.0,,0.62,58.28
2021-07-01,87,62.0,False,0.62,53.94
2021-07-02,89,62.0,,0.62,55.18
2021-07-03,84,62.0,,0.62,52.08
2021-07-04,100,62.0,,0.62,62.0
2021-07-05,94,62.0,,0.62,58.28
2021-07-06,87,62.0,,0.62,53.94
2021-07-07,85,62.0,,0.62,52.7
2021-07-08,89,62.0,,0.62,55.18
2021-07-09,89,62.0,,0.62,55.18
2021-07-10,83,62.0,,0.62,51.46
2021-07-11,85,62.0,,0.62,52.7
2021-07-12,90,62.0,,0.62,55.8
2021-07-13,92,62.0,,0.62,57.04
2021-07-14,90,62.0,,0.62,55.8
2021-07-15,94,62.0,,0.62,58.28
2021-07-16,96,62.0,,0.62,59.519999999999996
2021-07-17,88,62.0,,0.62,54.56
2021-07-18,85,62.0,,0.62,52.7
2021-07-19,86,62.0,,0.62,53.32
2021-07-20,87,62.0,,0.62,53.94
2021-07-21,84,62.0,,0.62,52.08
2021-07-22,86,62.0,,0.62,53.32
2021-07-23,79,62.0,,0.62,48.98
2021-07-24,82,62.0,,0.62,50.839999999999996
2021-07-25,90,62.0,,0.62,55.8
2021-07-26,91,62.0,,0.62,56.42
2021-07-27,91,62.0,,0.62,56.42
2021-07-28,88,62.0,,0.62,54.56
2021-07-29,94,62.0,,0.62,58.28
2021-07-30,91,62.0,,0.62,56.42
2021-07-31,81,62.0,,0.62,50.22
2021-08-01,76,67.0,False,0.67,50.92
2021-08-02,83,67.0,,0.67,55.61000000000001
2021-08-03,80,67.0,,0.67,53.6
2021-08-04,82,67.0,,0.67,54.940000000000005
2021-08-05,80,67.0,,0.67,53.6
2021-08-06,79,67.0,,0.67,52.93
2021-08-07,76,67.0,,0.67,50.92
2021-08-08,80,67.0,,0.67,53.6
2021-08-09,78,67.0,,0.67,52.260000000000005
2021-08-10,77,67.0,,0.67,51.59
2021-08-11,100,67.0,,0.67,67.0
2021-08-12,92,67.0,,0.67,61.64
2021-08-13,87,67.0,,0.67,58.290000000000006
2021-08-14,78,67.0,,0.67,52.260000000000005
2021-08-15,82,67.0,,0.67,54.940000000000005
2021-08-16,86,67.0,,0.67,57.620000000000005
2021-08-17,86,67.0,,0.67,57.620000000000005
2021-08-18,86,67.0,,0.67,57.620000000000005
2021-08-19,84,67.0,,0.67,56.28
2021-08-20,84,67.0,,0.67,56.28
2021-08-21,86,67.0,,0.67,57.620000000000005
2021-08-22,83,67.0,,0.67,55.61000000000001
2021-08-23,82,67.0,,0.67,54.940000000000005
2021-08-24,86,67.0,,0.67,57.620000000000005
2021-08-25,87,67.0,,0.67,58.290000000000006
2021-08-26,92,67.0,,0.67,61.64
2021-08-27,88,67.0,,0.67,58.96
2021-08-28,85,67.0,,0.67,56.95
2021-08-29,86,67.0,,0.67,57.620000000000005
2021-08-30,89,67.0,,0.67,59.63
2021-08-31,91,67.0,,0.67,60.970000000000006
2021-09-01,85,72.0,False,0.72,61.199999999999996
2021-09-02,86,72.0,,0.72,61.919999999999995
2021-09-03,88,72.0,,0.72,63.36
2021-09-04,85,72.0,,0.72,61.199999999999996
2021-09-05,80,72.0,,0.72,57.599999999999994
2021-09-06,91,72.0,,0.72,65.52
2021-09-07,88,72.0,,0.72,63.36
2021-09-08,83,72.0,,0.72,59.76
2021-09-09,89,72.0,,0.72,64.08
2021-09-10,87,72.0,,0.72,62.64
2021-09-11,88,72.0,,0.72,63.36
2021-09-12,88,72.0,,0.72,63.36
2021-09-13,91,72.0,,0.72,65.52
2021-09-14,92,72.0,,0.72,66.24
2021-09-15,90,72.0,,0.72,64.8
2021-09-16,91,72.0,,0.72,65.52
2021-09-17,89,72.0,,0.72,64.08
2021-09-18,75,72.0,,0.72,54.0
2021-09-19,83,72.0,,0.72,59.76
2021-09-20,88,72.0,,0.72,63.36
2021-09-21,91,72.0,,0.72,65.52
2021-09-22,89,72.0,,0.72,64.08
2021-09-23,90,72.0,,0.72,64.8
2021-09-24,89,72.0,,0.72,64.08
2021-09-25,75,72.0,,0.72,54.0
2021-09-26,79,72.0,,0.72,56.879999999999995
2021-09-27,91,72.0,,0.72,65.52
2021-09-28,91,72.0,,0.72,65.52
2021-09-29,90,72.0,,0.72,64.8
2021-09-30,100,72.0,,0.72,72.0
2021-10-01,92,72.0,False,0.72,66.24
2021-10-02,82,72.0,,0.72,59.04
2021-10-03,86,72.0,,0.72,61.919999999999995
2021-10-04,87,72.0,,0.72,62.64
2021-10-05,88,72.0,,0.72,63.36
2021-10-06,85,72.0,,0.72,61.199999999999996
2021-10-07,89,72.0,,0.72,64.08
2021-10-08,84,72.0,,0.72,60.48
2021-10-09,75,72.0,,0.72,54.0
2021-10-10,82,72.0,,0.72,59.04
2021-10-11,90,72.0,,0.72,64.8
2021-10-12,84,72.0,,0.72,60.48
2021-10-13,85,72.0,,0.72,61.199999999999996
2021-10-14,89,72.0,,0.72,64.08
2021-10-15,84,72.0,,0.72,60.48
2021-10-16,70,72.0,,0.72,50.4
2021-10-17,80,72.0,,0.72,57.599999999999994
2021-10-18,86,72.0,,0.72,61.919999999999995
2021-10-19,89,72.0,,0.72,64.08
2021-10-20,88,72.0,,0.72,63.36
2021-10-21,93,72.0,,0.72,66.96
2021-10-22,91,72.0,,0.72,65.52
2021-10-23,84,72.0,,0.72,60.48
2021-10-24,84,72.0,,0.72,60.48
2021-10-25,100,72.0,,0.72,72.0
2021-10-26,90,72.0,,0.72,64.8
2021-10-27,88,72.0,,0.72,63.36
2021-10-28,90,72.0,,0.72,64.8
2021-10-29,88,72.0,,0.72,63.36
2021-10-30,85,72.0,,0.72,61.199999999999996
2021-10-31,94,72.0,,0.72,67.67999999999999
2021-11-01,82,71.0,False,0.71,58.22
2021-11-02,83,71.0,,0.71,58.93
2021-11-03,76,71.0,,0.71,53.959999999999994
2021-11-04,75,71.0,,0.71,53.25
2021-11-05,78,71.0,,0.71,55.379999999999995
2021-11-06,78,71.0,,0.71,55.379999999999995
2021-11-07,100,71.0,,0.71,71.0
2021-11-08,82,71.0,,0.71,58.22
2021-11-09,75,71.0,,0.71,53.25
2021-11-10,71,71.0,,0.71,50.41
2021-11-11,74,71.0,,0.71,52.54
2021-11-12,71,71.0,,0.71,50.41
2021-11-13,60,71.0,,0.71,42.599999999999994
2021-11-14,67,71.0,,0.71,47.57
2021-11-15,74,71.0,,0.71,52.54
2021-11-16,76,71.0,,0.71,53.959999999999994
2021-11-17,71,71.0,,0.71,50.41
2021-11-18,73,71.0,,0.71,51.83
2021-11-19,69,71.0,,0.71,48.989999999999995
2021-11-20,59,71.0,,0.71,41.89
2021-11-21,66,71.0,,0.71,46.86
2021-11-22,70,71.0,,0.71,49.699999999999996
2021-11-23,66,71.0,,0.71,46.86
2021-11-24,60,71.0,,0.71,42.599999999999994
2021-11-25,57,71.0,,0.71,40.47
2021-11-26,52,71.0,,0.71,36.92
2021-11-27,56,71.0,,0.71,39.76
2021-11-28,62,71.0,,0.71,44.019999999999996
2021-11-29,67,71.0,,0.71,47.57
2021-11-30,68,71.0,,0.71,48.28
2021-12-01,87,67.0,False,0.67,58.290000000000006
2021-12-02,90,67.0,,0.67,60.300000000000004
2021-12-03,87,67.0,,0.67,58.290000000000006
2021-12-04,81,67.0,,0.67,54.27
2021-12-05,86,67.0,,0.67,57.620000000000005
2021-12-06,89,67.0,,0.67,59.63
2021-12-07,93,67.0,,0.67,62.31
2021-12-08,95,67.0,,0.67,63.650000000000006
2021-12-09,93,67.0,,0.67,62.31
2021-12-10,88,67.0,,0.67,58.96
2021-12-11,80,67.0,,0.67,53.6
2021-12-12,80,67.0,,0.67,53.6
2021-12-13,91,67.0,,0.67,60.970000000000006
2021-12-14,91,67.0,,0.67,60.970000000000006
2021-12-15,89,67.0,,0.67,59.63
2021-12-16,100,67.0,,0.67,67.0
2021-12-17,84,67.0,,0.67,56.28
2021-12-18,78,67.0,,0.67,52.260000000000005
2021-12-19,79,67.0,,0.67,52.93
2021-12-20,80,67.0,,0.67,53.6
2021-12-21,81,67.0,,0.67,54.27
2021-12-22,73,67.0,,0.67,48.910000000000004
2021-12-23,74,67.0,,0.67,49.580000000000005
2021-12-24,71,67.0,,0.67,47.57
2021-12-25,72,67.0,,0.67,48.24
2021-12-26,70,67.0,,0.67,46.900000000000006
2021-12-27,75,67.0,,0.67,50.25
2021-12-28,77,67.0,,0.67,51.59
2021-12-29,79,67.0,,0.67,52.93
2021-12-30,79,67.0,,0.67,52.93
2021-12-31,84,67.0,,0.67,56.28
