date,KR_unscaled,KR_monthly,isPartial,scale,KR
2021-05-11,89,88.0,,0.88,78.32000000000001
2021-05-12,82,88.0,,0.88,72.16
2021-05-13,68,88.0,,0.88,59.84
2021-05-14,81,88.0,,0.88,71.28
2021-05-15,70,88.0,,0.88,61.6
2021-05-16,85,88.0,,0.88,74.8
2021-05-17,85,88.0,,0.88,74.8
2021-05-18,60,88.0,,0.88,52.8
2021-05-19,81,88.0,,0.88,71.28
2021-05-20,87,88.0,,0.88,76.56
2021-05-21,82,88.0,,0.88,72.16
2021-05-22,78,88.0,,0.88,68.64
2021-05-23,55,88.0,,0.88,48.4
2021-05-24,76,88.0,,0.88,66.88
2021-05-25,80,88.0,,0.88,70.4
2021-05-26,73,88.0,,0.88,64.24
2021-05-27,65,88.0,,0.88,57.2
2021-05-28,81,88.0,,0.88,71.28
2021-05-29,72,88.0,,0.88,63.36
2021-05-30,80,88.0,,0.88,70.4
2021-05-31,69,88.0,,0.88,60.72
2021-06-01,70,84.0,False,0.84,58.8
2021-06-02,66,84.0,,0.84,55.44
2021-06-03,89,84.0,,0.84,74.75999999999999
2021-06-04,84,84.0,,0.84,70.56
2021-06-05,59,84.0,,0.84,49.559999999999995
2021-06-06,64,84.0,,0.84,53.76
2021-06-07,83,84.0,,0.84,69.72
2021-06-08,89,84.0,,0.84,74.75999999999999
2021-06-09,100,84.0,,0.84,84.0
2021-06-10,63,84.0,,0.84,52.919999999999995
2021-06-11,85,84.0,,0.84,71.39999999999999
2021-06-12,66,84.0,,0.84,55.44
2021-06-13,58,84.0,,0.84,48.72
2021-06-14,83,84.0,,0.84,69.72
2021-06-15,89,84.0,,0.84,74.75999999999999
2021-06-16,82,84.0,,0.84,68.88
2021-06-17,85,84.0,,0.84,71.39999999999999
2021-06-18,90,84.0,,0.84,75.6
2021-06-19,73,84.0,,0.84,61.32
2021-06-20,52,84.0,,0.84,43.68
2021-06-21,88,84.0,,0.84,73.92
2021-06-22,70,84.0,,0.84,58.8
2021-06-23,88,84.0,,0.84,73.92
2021-06-24,80,84.0,,0.84,67.2
2021-06-25,83,84.0,,0.84,69.72
2021-06-26,64,84.0,,0.84,53.76
2021-06-27,63,84.0,,0.84,52.919999999999995
2021-06-28,79,84.0,,0.84,66.36
2021-06-29,83,84.0,,0.84,69.72
2021-06-30,76,84.0,,0.84,63.839999999999996
2021-07-01,77,83.0,False,0.83,63.91
2021-07-02,76,83.0,,0.83,63.08
2021-07-03,67,83.0,,0.83,55.61
2021-07-04,64,83.0,,0.83,53.12
2021-07-05,67,83.0,,0.83,55.61
2021-07-06,68,83.0,,0.83,56.44
2021-07-07,76,83.0,,0.83,63.08
2021-07-08,72,83.0,,0.83,59.76
2021-07-09,87,83.0,,0.83,72.21
2021-07-10,78,83.0,,0.83,64.74
2021-07-11,63,83.0,,0.83,52.29
2021-07-12,79,83.0,,0.83,65.57
2021-07-13,88,83.0,,0.83,73.03999999999999
2021-07-14,100,83.0,,0.83,83.0
2021-07-15,81,83.0,,0.83,67.22999999999999
2021-07-16,74,83.0,,0.83,61.419999999999995
2021-07-17,68,83.0,,0.83,56.44
2021-07-18,71,83.0,,0.83,58.93
2021-07-19,70,83.0,,0.83,58.099999999999994
2021-07-20,78,83.0,,0.83,64.74
2021-07-21,69,83.0,,0.83,57.269999999999996
2021-07-22,67,83.0,,0.83,55.61
2021-07-23,78,83.0,,0.83,64.74
2021-07-24,89,83.0,,0.83,73.86999999999999
2021-07-25,61,83.0,,0.83,50.629999999999995
2021-07-26,61,83.0,,0.83,50.629999999999995
2021-07-27,90,83.0,,0.83,74.7
2021-07-28,68,83.0,,0.83,56.44
2021-07-29,81,83.0,,0.83,67.22999999999999
2021-07-30,81,83.0,,0.83,67.22999999999999
2021-07-31,63,83.0,,0.83,52.29
2021-08-01,64,89.0,False,0.89,56.96
2021-08-02,85,89.0,,0.89,75.65
2021-08-03,82,89.0,,0.89,72.98
2021-08-04,67,89.0,,0.89,59.63
2021-08-05,88,89.0,,0.89,78.32000000000001
2021-08-06,69,89.0,,0.89,61.410000000000004
2021-08-07,58,89.0,,0.89,51.62
2021-08-08,70,89.0,,0.89,62.300000000000004
2021-08-09,74,89.0,,0.89,65.86
2021-08-10,87,89.0,,0.89,77.43
2021-08-11,68,89.0,,0.89,60.52
2021-08-12,81,89.0,,0.89,72.09
2021-08-13,80,89.0,,0.89,71.2
2021-08-14,71,89.0,,0.89,63.19
2021-08-15,67,89.0,,0.89,59.63
2021-08-16,69,89.0,,0.89,61.410000000000004
2021-08-17,81,89.0,,0.89,72.09
2021-08-18,100,89.0,,0.89,89.0
2021-08-19,96,89.0,,0.89,85.44
2021-08-20,81,89.0,,0.89,72.09
2021-08-21,90,89.0,,0.89,80.1
2021-08-22,80,89.0,,0.89,71.2
2021-08-23,80,89.0,,0.89,71.2
2021-08-24,85,89.0,,0.89,75.65
2021-08-25,64,89.0,,0.89,56.96
2021-08-26,85,89.0,,0.89,75.65
2021-08-27,77,89.0,,0.89,68.53
2021-08-28,71,89.0,,0.89,63.19
2021-08-29,67,89.0,,0.89,59.63
2021-08-30,87,89.0,,0.89,77.43
2021-08-31,80,89.0,,0.89,71.2
2021-09-01,78,93.0,False,0.93,72.54
2021-09-02,66,93.0,,0.93,61.38
2021-09-03,77,93.0,,0.93,71.61
2021-09-04,65,93.0,,0.93,60.45
2021-09-05,47,93.0,,0.93,43.71
2021-09-06,56,93.0,,0.93,52.080000000000005
2021-09-07,67,93.0,,0.93,62.31
2021-09-08,77,93.0,,0.93,71.61
2021-09-09,74,93.0,,0.93,68.82000000000001
2021-09-10,96,93.0,,0.93,89.28
2021-09-11,54,93.0,,0.93,50.220000000000006
2021-09-12,54,93.0,,0.93,50.220000000000006
2021-09-13,80,93.0,,0.93,74.4
2021-09-14,71,93.0,,0.93,66.03
2021-09-15,100,93.0,,0.93,93.0
2021-09-16,82,93.0,,0.93,76.26
2021-09-17,64,93.0,,0.93,59.52
2021-09-18,68,93.0,,0.93,63.24
2021-09-19,64,93.0,,0.93,59.52
2021-09-20,71,93.0,,0.93,66.03
2021-09-21,75,93.0,,0.93,69.75
2021-09-22,75,93.0,,0.93,69.75
2021-09-23,64,93.0,,0.93,59.52
2021-09-24,55,93.0,,0.93,51.150000000000006
2021-09-25,62,93.0,,0.93,57.660000000000004
2021-09-26,60,93.0,,0.93,55.800000000000004
2021-09-27,73,93.0,,0.93,67.89
2021-09-28,66,93.0,,0.93,61.38
2021-09-29,81,93.0,,0.93,75.33
2021-09-30,78,93.0,,0.93,72.54
2021-10-01,67,95.0,False,0.95,63.65
2021-10-02,61,95.0,,0.95,57.949999999999996
2021-10-03,78,95.0,,0.95,74.1
2021-10-04,71,95.0,,0.95,67.45
2021-10-05,100,95.0,,0.95,95.0
2021-10-06,82,95.0,,0.95,77.89999999999999
2021-10-07,94,95.0,,0.95,89.3
2021-10-08,89,95.0,,0.95,84.55
2021-10-09,81,95.0,,0.95,76.95
2021-10-10,87,95.0,,0.95,82.64999999999999
2021-10-11,61,95.0,,0.95,57.949999999999996
2021-10-12,86,95.0,,0.95,81.7
2021-10-13,67,95.0,,0.95,63.65
2021-10-14,67,95.0,,0.95,63.65
2021-10-15,92,95.0,,0.95,87.39999999999999
2021-10-16,49,95.0,,0.95,46.55
2021-10-17,70,95.0,,0.95,66.5
2021-10-18,68,95.0,,0.95,64.6
2021-10-19,81,95.0,,0.95,76.95
2021-10-20,82,95.0,,0.95,77.89999999999999
2021-10-21,88,95.0,,0.95,83.6
2021-10-22,77,95.0,,0.95,73.14999999999999
2021-10-23,61,95.0,,0.95,57.949999999999996
2021-10-24,58,95.0,,0.95,55.099999999999994
2021-10-25,78,95.0,,0.95,74.1
2021-10-26,75,95.0,,0.95,71.25
2021-10-27,85,95.0,,0.95,80.75
2021-10-28,76,95.0,,0.95,72.2
2021-10-29,74,95.0,,0.95,70.3
2021-10-30,82,95.0,,0.95,77.89999999999999
2021-10-31,70,95.0,,0.95,66.5
2021-11-01,64,98.0,False,0.98,62.72
2021-11-02,100,98.0,,0.98,98.0
2021-11-03,87,98.0,,0.98,85.26
2021-11-04,85,98.0,,0.98,83.3
2021-11-05,87,98.0,,0.98,85.26
2021-11-06,65,98.0,,0.98,63.699999999999996
2021-11-07,69,98.0,,0.98,67.62
2021-11-08,93,98.0,,0.98,91.14
2021-11-09,84,98.0,,0.98,82.32
2021-11-10,78,98.0,,0.98,76.44
2021-11-11,71,98.0,,0.98,69.58
2021-11-12,78,98.0,,0.98,76.44
2021-11-13,67,98.0,,0.98,65.66
2021-11-14,73,98.0,,0.98,71.53999999999999
2021-11-15,66,98.0,,0.98,64.67999999999999
2021-11-16,89,98.0,,0.98,87.22
2021-11-17,95,98.0,,0.98,93.1
2021-11-18,87,98.0,,0.98,85.26
2021-11-19,95,98.0,,0.98,93.1
2021-11-20,66,98.0,,0.98,64.67999999999999
2021-11-21,64,98.0,,0.98,62.72
2021-11-22,77,98.0,,0.98,75.46
2021-11-23,70,98.0,,0.98,68.6
2021-11-24,62,98.0,,0.98,60.76
2021-11-25,68,98.0,,0.98,66.64
2021-11-26,79,98.0,,0.98,77.42
2021-11-27,69,98.0,,0.98,67.62
2021-11-28,66,98.0,,0.98,64.67999999999999
2021-11-29,77,98.0,,0.98,75.46
2021-11-30,83,98.0,,0.98,81.34
2021-12-01,86,91.0,False,0.91,78.26
2021-12-02,94,91.0,,0.91,85.54
2021-12-03,99,91.0,,0.91,90.09
2021-12-04,76,91.0,,0.91,69.16
2021-12-05,73,91.0,,0.91,66.43
2021-12-06,83,91.0,,0.91,75.53
2021-12-07,98,91.0,,0.91,89.18
2021-12-08,81,91.0,,0.91,73.71000000000001
2021-12-09,76,91.0,,0.91,69.16
2021-12-10,87,91.0,,0.91,79.17
2021-12-11,64,91.0,,0.91,58.24
2021-12-12,71,91.0,,0.91,64.61
2021-12-13,88,91.0,,0.91,80.08
2021-12-14,89,91.0,,0.91,80.99000000000001
2021-12-15,85,91.0,,0.91,77.35000000000001
2021-12-16,100,91.0,,0.91,91.0
2021-12-17,80,91.0,,0.91,72.8
2021-12-18,81,91.0,,0.91,73.71000000000001
2021-12-19,72,91.0,,0.91,65.52
2021-12-20,77,91.0,,0.91,70.07000000000001
2021-12-21,89,91.0,,0.91,80.99000000000001
2021-12-22,68,91.0,,0.91,61.88
2021-12-23,83,91.0,,0.91,75.53
2021-12-24,85,91.0,,0.91,77.35000000000001
2021-12-25,58,91.0,,0.91,52.78
2021-12-26,60,91.0,,0.91,54.6
2021-12-27,91,91.0,,0.91,82.81
2021-12-28,84,91.0,,0.91,76.44
2021-12-29,59,91.0,,0.91,53.690000000000005
2021-12-30,79,91.0,,0.91,71.89
2021-12-31,60,91.0,,0.91,54.6
