date,GL_unscaled,GL_monthly,isPartial,scale,GL
2021-05-12,81,85.0,,0.85,68.85
2021-05-13,87,85.0,,0.85,73.95
2021-05-14,68,85.0,,0.85,57.8
2021-05-15,78,85.0,,0.85,66.3
2021-05-16,65,85.0,,0.85,55.25
2021-05-17,92,85.0,,0.85,78.2
2021-05-18,85,85.0,,0.85,72.25
2021-05-19,83,85.0,,0.85,70.55
2021-05-20,86,85.0,,0.85,73.1
2021-05-21,76,85.0,,0.85,64.6
2021-05-22,70,85.0,,0.85,59.5
2021-05-23,72,85.0,,0.85,61.199999999999996
2021-05-24,75,85.0,,0.85,63.75
2021-05-25,81,85.0,,0.85,68.85
2021-05-26,87,85.0,,0.85,73.95
2021-05-27,89,85.0,,0.85,75.64999999999999
2021-05-28,84,85.0,,0.85,71.39999999999999
2021-05-29,81,85.0,,0.85,68.85
2021-05-30,78,85.0,,0.85,66.3
2021-05-31,89,85.0,,0.85,75.64999999999999
2021-06-01,88,88.0,False,0.88,77.44
2021-06-02,94,88.0,,0.88,82.72
2021-06-03,100,88.0,,0.88,88.0
2021-06-04,86,88.0,,0.88,75.68
2021-06-05,77,88.0,,0.88,67.76
2021-06-06,81,88.0,,0.88,71.28
2021-06-07,79,88.0,,0.88,69.52
2021-06-08,77,88.0,,0.88,67.76
2021-06-09,87,88.0,,0.88,76.56
2021-06-10,91,88.0,,0.88,80.08
2021-06-11,76,88.0,,0.88,66.88
2021-06-12,57,88.0,,0.88,50.160000000000004
2021-06-13,75,88.0,,0.88,66.0
2021-06-14,76,88.0,,0.88,66.88
2021-06-15,88,88.0,,0.88,77.44
2021-06-16,85,88.0,,0.88,74.8
2021-06-17,71,88.0,,0.88,62.48
2021-06-18,85,88.0,,0.88,74.8
2021-06-19,69,88.0,,0.88,60.72
2021-06-20,62,88.0,,0.88,54.56
2021-06-21,73,88.0,,0.88,64.24
2021-06-22,76,88.0,,0.88,66.88
2021-06-23,67,88.0,,0.88,58.96
2021-06-24,86,88.0,,0.88,75.68
2021-06-25,82,88.0,,0.88,72.16
2021-06-26,74,88.0,,0.88,65.12
2021-06-27,73,88.0,,0.88,64.24
2021-06-28,87,88.0,,0.88,76.56
2021-06-29,77,88.0,,0.88,67.76
2021-06-30,87,88.0,,0.88,76.56
2021-07-01,91,85.0,False,0.85,77.35
2021-07-02,75,85.0,,0.85,63.75
2021-07-03,77,85.0,,0.85,65.45
2021-07-04,81,85.0,,0.85,68.85
2021-07-05,76,85.0,,0.85,64.6
2021-07-06,85,85.0,,0.85,72.25
2021-07-07,80,85.0,,0.85,68.0
2021-07-08,80,85.0,,0.85,68.0
2021-07-09,72,85.0,,0.85,61.199999999999996
2021-07-10,75,85.0,,0.85,63.75
2021-07-11,68,85.0,,0.85,57.8
2021-07-12,90,85.0,,0.85,76.5
2021-07-13,99,85.0,,0.85,84.14999999999999
2021-07-14,81,85.0,,0.85,68.85
2021-07-15,88,85.0,,0.85,74.8
2021-07-16,84,85.0,,0.85,71.39999999999999
2021-07-17,89,85.0,,0.85,75.64999999999999
2021-07-18,78,85.0,,0.85,66.3
2021-07-19,77,85.0,,0.85,65.45
2021-07-20,81,85.0,,0.85,68.85
2021-07-21,71,85.0,,0.85,60.35
2021-07-22,84,85.0,,0.85,71.39999999999999
2021-07-23,100,85.0,,0.85,85.0
2021-07-24,77,85.0,,0.85,65.45
2021-07-25,87,85.0,,0.85,73.95
2021-07-26,80,85.0,,0.85,68.0
2021-07-27,89,85.0,,0.85,75.64999999999999
2021-07-28,98,85.0,,0.85,83.3
2021-07-29,71,85.0,,0.85,60.35
2021-07-30,75,85.0,,0.85,63.75
2021-07-31,79,85.0,,0.85,67.14999999999999
2021-08-01,68,83.0,False,0.83,56.44
2021-08-02,73,83.0,,0.83,60.589999999999996
2021-08-03,81,83.0,,0.83,67.22999999999999
2021-08-04,82,83.0,,0.83,68.06
2021-08-05,70,83.0,,0.83,58.099999999999994
2021-08-06,90,83.0,,0.83,74.7
2021-08-07,68,83.0,,0.83,56.44
2021-08-08,69,83.0,,0.83,57.269999999999996
2021-08-09,83,83.0,,0.83,68.89
2021-08-10,73,83.0,,0.83,60.589999999999996
2021-08-11,77,83.0,,0.83,63.91
2021-08-12,88,83.0,,0.83,73.03999999999999
2021-08-13,84,83.0,,0.83,69.72
2021-08-14,71,83.0,,0.83,58.93
2021-08-15,75,83.0,,0.83,62.25
2021-08-16,85,83.0,,0.83,70.55
2021-08-17,87,83.0,,0.83,72.21
2021-08-18,100,83.0,,0.83,83.0
2021-08-19,84,83.0,,0.83,69.72
2021-08-20,81,83.0,,0.83,67.22999999999999
2021-08-21,61,83.0,,0.83,50.629999999999995
2021-08-22,63,83.0,,0.83,52.29
2021-08-23,93,83.0,,0.83,77.19
2021-08-24,82,83.0,,0.83,68.06
2021-08-25,88,83.0,,0.83,73.03999999999999
2021-08-26,88,83.0,,0.83,73.03999999999999
2021-08-27,82,83.0,,0.83,68.06
2021-08-28,69,83.0,,0.83,57.269999999999996
2021-08-29,73,83.0,,0.83,60.589999999999996
2021-08-30,87,83.0,,0.83,72.21
2021-08-31,79,83.0,,0.83,65.57
2021-09-01,79,88.0,False,0.88,69.52
2021-09-02,68,88.0,,0.88,59.84
2021-09-03,79,88.0,,0.88,69.52
2021-09-04,75,88.0,,0.88,66.0
2021-09-05,76,88.0,,0.88,66.88
2021-09-06,77,88.0,,0.88,67.76
2021-09-07,84,88.0,,0.88,73.92
2021-09-08,73,88.0,,0.88,64.24
2021-09-09,90,88.0,,0.88,79.2
2021-09-10,72,88.0,,0.88,63.36
2021-09-11,80,88.0,,0.88,70.4
2021-09-12,81,88.0,,0.88,71.28
2021-09-13,85,88.0,,0.88,74.8
2021-09-14,94,88.0,,0.88,82.72
2021-09-15,100,88.0,,0.88,88.0
2021-09-16,84,88.0,,0.88,73.92
2021-09-17,80,88.0,,0.88,70.4
2021-09-18,74,88.0,,0.88,65.12
2021-09-19,73,88.0,,0.88,64.24
2021-09-20,83,88.0,,0.88,73.04
2021-09-21,80,88.0,,0.88,70.4
2021-09-22,88,88.0,,0.88,77.44
2021-09-23,80,88.0,,0.88,70.4
2021-09-24,74,88.0,,0.88,65.12
2021-09-25,71,88.0,,0.88,62.48
2021-09-26,64,88.0,,0.88,56.32
2021-09-27,81,88.0,,0.88,71.28
2021-09-28,84,88.0,,0.88,73.92
2021-09-29,80,88.0,,0.88,70.4
2021-09-30,78,88.0,,0.88,68.64
2021-10-01,88,83.0,False,0.83,73.03999999999999
2021-10-02,81,83.0,,0.83,67.22999999999999
2021-10-03,70,83.0,,0.83,58.099999999999994
2021-10-04,93,83.0,,0.83,77.19
2021-10-05,92,83.0,,0.83,76.36
2021-10-06,97,83.0,,0.83,80.50999999999999
2021-10-07,95,83.0,,0.83,78.85
2021-10-08,80,83.0,,0.83,66.39999999999999
2021-10-09,88,83.0,,0.83,73.03999999999999
2021-10-10,87,83.0,,0.83,72.21
2021-10-11,93,83.0,,0.83,77.19
2021-10-12,94,83.0,,0.83,78.02
2021-10-13,87,83.0,,0.83,72.21
2021-10-14,85,83.0,,0.83,70.55
2021-10-15,85,83.0,,0.83,70.55
2021-10-16,80,83.0,,0.83,66.39999999999999
2021-10-17,71,83.0,,0.83,58.93
2021-10-18,97,83.0,,0.83,80.50999999999999
2021-10-19,100,83.0,,0.83,83.0
2021-10-20,88,83.0,,0.83,73.03999999999999
2021-10-21,84,83.0,,0.83,69.72
2021-10-22,92,83.0,,0.83,76.36
2021-10-23,70,83.0,,0.83,58.099999999999994
2021-10-24,74,83.0,,0.83,61.419999999999995
2021-10-25,92,83.0,,0.83,76.36
2021-10-26,92,83.0,,0.83,76.36
2021-10-27,87,83.0,,0.83,72.21
2021-10-28,90,83.0,,0.83,74.7
2021-10-29,80,83.0,,0.83,66.39999999999999
2021-10-30,76,83.0,,0.83,63.08
2021-10-31,61,83.0,,0.83,50.629999999999995
2021-11-01,78,81.0,False,0.81,63.18000000000001
2021-11-02,91,81.0,,0.81,73.71000000000001
2021-11-03,85,81.0,,0.81,68.85000000000001
2021-11-04,95,81.0,,0.81,76.95
2021-11-05,97,81.0,,0.81,78.57000000000001
2021-11-06,84,81.0,,0.81,68.04
2021-11-07,57,81.0,,0.81,46.17
2021-11-08,93,81.0,,0.81,75.33
2021-11-09,99,81.0,,0.81,80.19000000000001
2021-11-10,92,81.0,,0.81,74.52000000000001
2021-11-11,73,81.0,,0.81,59.13
2021-11-12,100,81.0,,0.81,81.0
2021-11-13,72,81.0,,0.81,58.32000000000001
2021-11-14,74,81.0,,0.81,59.940000000000005
2021-11-15,81,81.0,,0.81,65.61
2021-11-16,88,81.0,,0.81,71.28
2021-11-17,93,81.0,,0.81,75.33
2021-11-18,83,81.0,,0.81,67.23
2021-11-19,83,81.0,,0.81,67.23
2021-11-20,74,81.0,,0.81,59.940000000000005
2021-11-21,72,81.0,,0.81,58.32000000000001
2021-11-22,84,81.0,,0.81,68.04
2021-11-23,70,81.0,,0.81,56.7
2021-11-24,73,81.0,,0.81,59.13
2021-11-25,60,81.0,,0.81,48.6
2021-11-26,74,81.0,,0.81,59.940000000000005
2021-11-27,85,81.0,,0.81,68.85000000000001
2021-11-28,68,81.0,,0.81,55.080000000000005
2021-11-29,91,81.0,,0.81,73.71000000000001
2021-11-30,79,81.0,,0.81,63.99
2021-12-01,80,82.0,False,0.82,65.6
2021-12-02,85,82.0,,0.82,69.7
2021-12-03,100,82.0,,0.82,82.0
2021-12-04,78,82.0,,0.82,63.959999999999994
2021-12-05,58,82.0,,0.82,47.559999999999995
2021-12-06,77,82.0,,0.82,63.13999999999999
2021-12-07,82,82.0,,0.82,67.24
2021-12-08,83,82.0,,0.82,68.06
2021-12-09,69,82.0,,0.82,56.58
2021-12-10,57,82.0,,0.82,46.739999999999995
2021-12-11,65,82.0,,0.82,53.3
2021-12-12,59,82.0,,0.82,48.379999999999995
2021-12-13,78,82.0,,0.82,63.959999999999994
2021-12-14,70,82.0,,0.82,57.4
2021-12-15,69,82.0,,0.82,56.58
2021-12-16,81,82.0,,0.82,66.42
2021-12-17,91,82.0,,0.82,74.61999999999999
2021-12-18,67,82.0,,0.82,54.94
2021-12-19,64,82.0,,0.82,52.48
2021-12-20,91,82.0,,0.82,74.61999999999999
2021-12-21,90,82.0,,0.82,73.8
2021-12-22,69,82.0,,0.82,56.58
2021-12-23,86,82.0,,0.82,70.52
2021-12-24,62,82.0,,0.82,50.839999999999996
2021-12-25,61,82.0,,0.82,50.019999999999996
2021-12-26,60,82.0,,0.82,49.199999999999996
2021-12-27,74,82.0,,0.82,60.68
2021-12-28,87,82.0,,0.82,71.33999999999999
2021-12-29,67,82.0,,0.82,54.94
2021-12-30,82,82.0,,0.82,67.24
2021-12-31,68,82.0,,0.82,55.76
