date,MAGA_unscaled,MAGA_monthly,isPartial,scale,MAGA
2021-04-17,70,14.0,,0.14,9.8
2021-04-18,90,14.0,,0.14,12.600000000000001
2021-04-19,64,14.0,,0.14,8.96
2021-04-20,85,14.0,,0.14,11.9
2021-04-21,57,14.0,,0.14,7.98
2021-04-22,77,14.0,,0.14,10.780000000000001
2021-04-23,60,14.0,,0.14,8.4
2021-04-24,78,14.0,,0.14,10.920000000000002
2021-04-25,100,14.0,,0.14,14.000000000000002
2021-04-26,68,14.0,,0.14,9.520000000000001
2021-04-27,81,14.0,,0.14,11.340000000000002
2021-04-28,80,14.0,,0.14,11.200000000000001
2021-04-29,79,14.0,,0.14,11.06
2021-04-30,66,14.0,,0.14,9.24
2021-05-01,73,15.0,False,0.15,10.95
2021-05-02,97,15.0,,0.15,14.549999999999999
2021-05-03,81,15.0,,0.15,12.15
2021-05-04,63,15.0,,0.15,9.45
2021-05-05,80,15.0,,0.15,12.0
2021-05-06,73,15.0,,0.15,10.95
2021-05-07,100,15.0,,0.15,15.0
2021-05-08,80,15.0,,0.15,12.0
2021-05-09,71,15.0,,0.15,10.65
2021-05-10,68,15.0,,0.15,10.2
2021-05-11,67,15.0,,0.15,10.049999999999999
2021-05-12,83,15.0,,0.15,12.45
2021-05-13,75,15.0,,0.15,11.25
2021-05-14,84,15.0,,0.15,12.6
2021-05-15,88,15.0,,0.15,13.2
2021-05-16,83,15.0,,0.15,12.45
2021-05-17,90,15.0,,0.15,13.5
2021-05-18,86,15.0,,0.15,12.9
2021-05-19,82,15.0,,0.15,12.299999999999999
2021-05-20,78,15.0,,0.15,11.7
2021-05-21,73,15.0,,0.15,10.95
2021-05-22,81,15.0,,0.15,12.15
2021-05-23,87,15.0,,0.15,13.049999999999999
2021-05-24,78,15.0,,0.15,11.7
2021-05-25,91,15.0,,0.15,13.65
2021-05-26,72,15.0,,0.15,10.799999999999999
2021-05-27,85,15.0,,0.15,12.75
2021-05-28,61,15.0,,0.15,9.15
2021-05-29,64,15.0,,0.15,9.6
2021-05-30,77,15.0,,0.15,11.549999999999999
2021-05-31,90,15.0,,0.15,13.5
2021-06-01,63,15.0,False,0.15,9.45
2021-06-02,88,15.0,,0.15,13.2
2021-06-03,73,15.0,,0.15,10.95
2021-06-04,70,15.0,,0.15,10.5
2021-06-05,63,15.0,,0.15,9.45
2021-06-06,57,15.0,,0.15,8.549999999999999
2021-06-07,65,15.0,,0.15,9.75
2021-06-08,73,15.0,,0.15,10.95
2021-06-09,72,15.0,,0.15,10.799999999999999
2021-06-10,63,15.0,,0.15,9.45
2021-06-11,70,15.0,,0.15,10.5
2021-06-12,100,15.0,,0.15,15.0
2021-06-13,82,15.0,,0.15,12.299999999999999
2021-06-14,70,15.0,,0.15,10.5
2021-06-15,81,15.0,,0.15,12.15
2021-06-16,61,15.0,,0.15,9.15
2021-06-17,63,15.0,,0.15,9.45
2021-06-18,68,15.0,,0.15,10.2
2021-06-19,73,15.0,,0.15,10.95
2021-06-20,68,15.0,,0.15,10.2
2021-06-21,81,15.0,,0.15,12.15
2021-06-22,59,15.0,,0.15,8.85
2021-06-23,69,15.0,,0.15,10.35
2021-06-24,42,15.0,,0.15,6.3
2021-06-25,57,15.0,,0.15,8.549999999999999
2021-06-26,79,15.0,,0.15,11.85
2021-06-27,88,15.0,,0.15,13.2
2021-06-28,69,15.0,,0.15,10.35
2021-06-29,74,15.0,,0.15,11.1
2021-06-30,69,15.0,,0.15,10.35
2021-07-01,77,15.0,False,0.15,11.549999999999999
2021-07-02,60,15.0,,0.15,9.0
2021-07-03,72,15.0,,0.15,10.799999999999999
2021-07-04,88,15.0,,0.15,13.2
2021-07-05,79,15.0,,0.15,11.85
2021-07-06,64,15.0,,0.15,9.6
2021-07-07,84,15.0,,0.15,12.6
2021-07-08,77,15.0,,0.15,11.549999999999999
2021-07-09,83,15.0,,0.15,12.45
2021-07-10,77,15.0,,0.15,11.549999999999999
2021-07-11,89,15.0,,0.15,13.35
2021-07-12,78,15.0,,0.15,11.7
2021-07-13,83,15.0,,0.15,12.45
2021-07-14,77,15.0,,0.15,11.549999999999999
2021-07-15,63,15.0,,0.15,9.45
2021-07-16,72,15.0,,0.15,10.799999999999999
2021-07-17,73,15.0,,0.15,10.95
2021-07-18,70,15.0,,0.15,10.5
2021-07-19,78,15.0,,0.15,11.7
2021-07-20,59,15.0,,0.15,8.85
2021-07-21,88,15.0,,0.15,13.2
2021-07-22,100,15.0,,0.15,15.0
2021-07-23,75,15.0,,0.15,11.25
2021-07-24,81,15.0,,0.15,12.15
2021-07-25,72,15.0,,0.15,10.799999999999999
2021-07-26,74,15.0,,0.15,11.1
2021-07-27,75,15.0,,0.15,11.25
2021-07-28,76,15.0,,0.15,11.4
2021-07-29,58,15.0,,0.15,8.7
2021-07-30,56,15.0,,0.15,8.4
2021-07-31,60,15.0,,0.15,9.0
2021-08-01,76,15.0,False,0.15,11.4
2021-08-02,90,15.0,,0.15,13.5
2021-08-03,89,15.0,,0.15,13.35
2021-08-04,81,15.0,,0.15,12.15
2021-08-05,70,15.0,,0.15,10.5
2021-08-06,72,15.0,,0.15,10.799999999999999
2021-08-07,73,15.0,,0.15,10.95
2021-08-08,93,15.0,,0.15,13.95
2021-08-09,76,15.0,,0.15,11.4
2021-08-10,74,15.0,,0.15,11.1
2021-08-11,74,15.0,,0.15,11.1
2021-08-12,84,15.0,,0.15,12.6
2021-08-13,70,15.0,,0.15,10.5
2021-08-14,100,15.0,,0.15,15.0
2021-08-15,71,15.0,,0.15,10.65
2021-08-16,83,15.0,,0.15,12.45
2021-08-17,69,15.0,,0.15,10.35
2021-08-18,78,15.0,,0.15,11.7
2021-08-19,95,15.0,,0.15,14.25
2021-08-20,76,15.0,,0.15,11.4
2021-08-21,78,15.0,,0.15,11.7
2021-08-22,75,15.0,,0.15,11.25
2021-08-23,68,15.0,,0.15,10.2
2021-08-24,61,15.0,,0.15,9.15
2021-08-25,78,15.0,,0.15,11.7
2021-08-26,70,15.0,,0.15,10.5
2021-08-27,72,15.0,,0.15,10.799999999999999
2021-08-28,61,15.0,,0.15,9.15
2021-08-29,86,15.0,,0.15,12.9
2021-08-30,72,15.0,,0.15,10.799999999999999
2021-08-31,76,15.0,,0.15,11.4
2021-09-01,52,14.0,False,0.14,7.280000000000001
2021-09-02,60,14.0,,0.14,8.4
2021-09-03,46,14.0,,0.14,6.44
2021-09-04,60,14.0,,0.14,8.4
2021-09-05,60,14.0,,0.14,8.4
2021-09-06,58,14.0,,0.14,8.120000000000001
2021-09-07,51,14.0,,0.14,7.140000000000001
2021-09-08,49,14.0,,0.14,6.86
2021-09-09,64,14.0,,0.14,8.96
2021-09-10,53,14.0,,0.14,7.420000000000001
2021-09-11,57,14.0,,0.14,7.98
2021-09-12,64,14.0,,0.14,8.96
2021-09-13,100,14.0,,0.14,14.000000000000002
2021-09-14,93,14.0,,0.14,13.020000000000001
2021-09-15,64,14.0,,0.14,8.96
2021-09-16,73,14.0,,0.14,10.22
2021-09-17,65,14.0,,0.14,9.100000000000001
2021-09-18,74,14.0,,0.14,10.360000000000001
2021-09-19,66,14.0,,0.14,9.24
2021-09-20,56,14.0,,0.14,7.840000000000001
2021-09-21,59,14.0,,0.14,8.260000000000002
2021-09-22,54,14.0,,0.14,7.5600000000000005
2021-09-23,41,14.0,,0.14,5.74
2021-09-24,42,14.0,,0.14,5.880000000000001
2021-09-25,60,14.0,,0.14,8.4
2021-09-26,35,14.0,,0.14,4.9
2021-09-27,53,14.0,,0.14,7.420000000000001
2021-09-28,51,14.0,,0.14,7.140000000000001
2021-09-29,45,14.0,,0.14,6.300000000000001
2021-09-30,46,14.0,,0.14,6.44
2021-10-01,81,14.0,False,0.14,11.340000000000002
2021-10-02,67,14.0,,0.14,9.38
2021-10-03,81,14.0,,0.14,11.340000000000002
2021-10-04,67,14.0,,0.14,9.38
2021-10-05,77,14.0,,0.14,10.780000000000001
2021-10-06,91,14.0,,0.14,12.740000000000002
2021-10-07,72,14.0,,0.14,10.080000000000002
2021-10-08,53,14.0,,0.14,7.420000000000001
2021-10-09,56,14.0,,0.14,7.840000000000001
2021-10-10,76,14.0,,0.14,10.64
2021-10-11,87,14.0,,0.14,12.180000000000001
2021-10-12,75,14.0,,0.14,10.500000000000002
2021-10-13,72,14.0,,0.14,10.080000000000002
2021-10-14,80,14.0,,0.14,11.200000000000001
2021-10-15,88,14.0,,0.14,12.32
2021-10-16,98,14.0,,0.14,13.72
2021-10-17,94,14.0,,0.14,13.160000000000002
2021-10-18,75,14.0,,0.14,10.500000000000002
2021-10-19,85,14.0,,0.14,11.9
2021-10-20,60,14.0,,0.14,8.4
2021-10-21,67,14.0,,0.14,9.38
2021-10-22,70,14.0,,0.14,9.8
2021-10-23,100,14.0,,0.14,14.000000000000002
2021-10-24,73,14.0,,0.14,10.22
2021-10-25,73,14.0,,0.14,10.22
2021-10-26,81,14.0,,0.14,11.340000000000002
2021-10-27,81,14.0,,0.14,11.340000000000002
2021-10-28,70,14.0,,0.14,9.8
2021-10-29,76,14.0,,0.14,10.64
2021-10-30,73,14.0,,0.14,10.22
2021-10-31,79,14.0,,0.14,11.06
2021-11-01,74,14.0,False,0.14,10.360000000000001
2021-11-02,68,14.0,,0.14,9.520000000000001
2021-11-03,77,14.0,,0.14,10.780000000000001
2021-11-04,78,14.0,,0.14,10.920000000000002
2021-11-05,66,14.0,,0.14,9.24
2021-11-06,39,14.0,,0.14,5.460000000000001
2021-11-07,64,14.0,,0.14,8.96
2021-11-08,61,14.0,,0.14,8.540000000000001
2021-11-09,69,14.0,,0.14,9.66
2021-11-10,70,14.0,,0.14,9.8
2021-11-11,79,14.0,,0.14,11.06
2021-11-12,75,14.0,,0.14,10.500000000000002
2021-11-13,63,14.0,,0.14,8.82
2021-11-14,81,14.0,,0.14,11.340000000000002
2021-11-15,65,14.0,,0.14,9.100000000000001
2021-11-16,68,14.0,,0.14,9.520000000000001
2021-11-17,60,14.0,,0.14,8.4
2021-11-18,64,14.0,,0.14,8.96
2021-11-19,85,14.0,,0.14,11.9
2021-11-20,100,14.0,,0.14,14.000000000000002
2021-11-21,78,14.0,,0.14,10.920000000000002
2021-11-22,65,14.0,,0.14,9.100000000000001
2021-11-23,88,14.0,,0.14,12.32
2021-11-24,65,14.0,,0.14,9.100000000000001
2021-11-25,62,14.0,,0.14,8.680000000000001
2021-11-26,55,14.0,,0.14,7.700000000000001
2021-11-27,72,14.0,,0.14,10.080000000000002
2021-11-28,59,14.0,,0.14,8.260000000000002
2021-11-29,53,14.0,,0.14,7.420000000000001
2021-11-30,52,14.0,,0.14,7.280000000000001
2021-12-01,57,13.0,False,0.13,7.41
2021-12-02,80,13.0,,0.13,10.4
2021-12-03,98,13.0,,0.13,12.74
2021-12-04,92,13.0,,0.13,11.96
2021-12-05,85,13.0,,0.13,11.05
2021-12-06,76,13.0,,0.13,9.88
2021-12-07,75,13.0,,0.13,9.75
2021-12-08,74,13.0,,0.13,9.620000000000001
2021-12-09,82,13.0,,0.13,10.66
2021-12-10,86,13.0,,0.13,11.18
2021-12-11,94,13.0,,0.13,12.22
2021-12-12,100,13.0,,0.13,13.0
2021-12-13,82,13.0,,0.13,10.66
2021-12-14,75,13.0,,0.13,9.75
2021-12-15,77,13.0,,0.13,10.01
2021-12-16,84,13.0,,0.13,10.92
2021-12-17,70,13.0,,0.13,9.1
2021-12-18,72,13.0,,0.13,9.36
2021-12-19,73,13.0,,0.13,9.49
2021-12-20,77,13.0,,0.13,10.01
2021-12-21,90,13.0,,0.13,11.700000000000001
2021-12-22,59,13.0,,0.13,7.67
2021-12-23,60,13.0,,0.13,7.800000000000001
2021-12-24,62,13.0,,0.13,8.06
2021-12-25,73,13.0,,0.13,9.49
2021-12-26,64,13.0,,0.13,8.32
2021-12-27,77,13.0,,0.13,10.01
2021-12-28,86,13.0,,0.13,11.18
2021-12-29,81,13.0,,0.13,10.530000000000001
2021-12-30,61,13.0,,0.13,7.930000000000001
2021-12-31,73,13.0,,0.13,9.49
