date,PFE_unscaled,PFE_monthly,isPartial,scale,PFE
2019-07-30,100,9.0,,0.09,9.0
2019-07-31,68,9.0,,0.09,6.12
2019-08-01,100,11.0,False,0.11,11.0
2019-08-02,65,11.0,,0.11,7.15
2019-08-03,13,11.0,,0.11,1.43
2019-08-04,7,11.0,,0.11,0.77
2019-08-05,88,11.0,,0.11,9.68
2019-08-06,64,11.0,,0.11,7.04
2019-08-07,52,11.0,,0.11,5.72
2019-08-08,52,11.0,,0.11,5.72
2019-08-09,51,11.0,,0.11,5.61
2019-08-10,9,11.0,,0.11,0.99
2019-08-11,14,11.0,,0.11,1.54
2019-08-12,82,11.0,,0.11,9.02
2019-08-13,98,11.0,,0.11,10.78
2019-08-14,61,11.0,,0.11,6.71
2019-08-15,74,11.0,,0.11,8.14
2019-08-16,61,11.0,,0.11,6.71
2019-08-17,25,11.0,,0.11,2.75
2019-08-18,12,11.0,,0.11,1.32
2019-08-19,70,11.0,,0.11,7.7
2019-08-20,49,11.0,,0.11,5.39
2019-08-21,58,11.0,,0.11,6.38
2019-08-22,57,11.0,,0.11,6.2700000000000005
2019-08-23,65,11.0,,0.11,7.15
2019-08-24,26,11.0,,0.11,2.86
2019-08-25,14,11.0,,0.11,1.54
2019-08-26,63,11.0,,0.11,6.93
2019-08-27,46,11.0,,0.11,5.06
2019-08-28,64,11.0,,0.11,7.04
2019-08-29,42,11.0,,0.11,4.62
2019-08-30,44,11.0,,0.11,4.84
2019-08-31,12,11.0,,0.11,1.32
2019-09-01,5,7.0,False,0.07,0.35000000000000003
2019-09-02,9,7.0,,0.07,0.6300000000000001
2019-09-03,52,7.0,,0.07,3.6400000000000006
2019-09-04,79,7.0,,0.07,5.53
2019-09-05,73,7.0,,0.07,5.11
2019-09-06,83,7.0,,0.07,5.8100000000000005
2019-09-07,27,7.0,,0.07,1.8900000000000001
2019-09-08,12,7.0,,0.07,0.8400000000000001
2019-09-09,73,7.0,,0.07,5.11
2019-09-10,60,7.0,,0.07,4.2
2019-09-11,87,7.0,,0.07,6.090000000000001
2019-09-12,69,7.0,,0.07,4.83
2019-09-13,100,7.0,,0.07,7.000000000000001
2019-09-14,33,7.0,,0.07,2.31
2019-09-15,17,7.0,,0.07,1.1900000000000002
2019-09-16,63,7.0,,0.07,4.41
2019-09-17,78,7.0,,0.07,5.460000000000001
2019-09-18,70,7.0,,0.07,4.9
2019-09-19,56,7.0,,0.07,3.9200000000000004
2019-09-20,63,7.0,,0.07,4.41
2019-09-21,17,7.0,,0.07,1.1900000000000002
2019-09-22,7,7.0,,0.07,0.49000000000000005
2019-09-23,65,7.0,,0.07,4.550000000000001
2019-09-24,69,7.0,,0.07,4.83
2019-09-25,53,7.0,,0.07,3.7100000000000004
2019-09-26,60,7.0,,0.07,4.2
2019-09-27,58,7.0,,0.07,4.0600000000000005
2019-09-28,10,7.0,,0.07,0.7000000000000001
2019-09-29,10,7.0,,0.07,0.7000000000000001
2019-09-30,68,7.0,,0.07,4.760000000000001
2019-10-01,44,9.0,False,0.09,3.96
2019-10-02,46,9.0,,0.09,4.14
2019-10-03,46,9.0,,0.09,4.14
2019-10-04,42,9.0,,0.09,3.78
2019-10-05,13,9.0,,0.09,1.17
2019-10-06,12,9.0,,0.09,1.08
2019-10-07,45,9.0,,0.09,4.05
2019-10-08,30,9.0,,0.09,2.6999999999999997
2019-10-09,49,9.0,,0.09,4.41
2019-10-10,53,9.0,,0.09,4.77
2019-10-11,69,9.0,,0.09,6.21
2019-10-12,12,9.0,,0.09,1.08
2019-10-13,7,9.0,,0.09,0.63
2019-10-14,29,9.0,,0.09,2.61
2019-10-15,55,9.0,,0.09,4.95
2019-10-16,45,9.0,,0.09,4.05
2019-10-17,50,9.0,,0.09,4.5
2019-10-18,43,9.0,,0.09,3.8699999999999997
2019-10-19,12,9.0,,0.09,1.08
2019-10-20,8,9.0,,0.09,0.72
2019-10-21,59,9.0,,0.09,5.31
2019-10-22,45,9.0,,0.09,4.05
2019-10-23,55,9.0,,0.09,4.95
2019-10-24,42,9.0,,0.09,3.78
2019-10-25,38,9.0,,0.09,3.42
2019-10-26,20,9.0,,0.09,1.7999999999999998
2019-10-27,11,9.0,,0.09,0.99
2019-10-28,60,9.0,,0.09,5.3999999999999995
2019-10-29,100,9.0,,0.09,9.0
2019-10-30,63,9.0,,0.09,5.67
2019-10-31,51,9.0,,0.09,4.59
2019-11-01,77,8.0,False,0.08,6.16
2019-11-02,32,8.0,,0.08,2.56
2019-11-03,8,8.0,,0.08,0.64
2019-11-04,72,8.0,,0.08,5.76
2019-11-05,84,8.0,,0.08,6.72
2019-11-06,100,8.0,,0.08,8.0
2019-11-07,97,8.0,,0.08,7.76
2019-11-08,87,8.0,,0.08,6.96
2019-11-09,20,8.0,,0.08,1.6
2019-11-10,13,8.0,,0.08,1.04
2019-11-11,63,8.0,,0.08,5.04
2019-11-12,82,8.0,,0.08,6.5600000000000005
2019-11-13,62,8.0,,0.08,4.96
2019-11-14,53,8.0,,0.08,4.24
2019-11-15,60,8.0,,0.08,4.8
2019-11-16,25,8.0,,0.08,2.0
2019-11-17,13,8.0,,0.08,1.04
2019-11-18,58,8.0,,0.08,4.64
2019-11-19,63,8.0,,0.08,5.04
2019-11-20,88,8.0,,0.08,7.04
2019-11-21,97,8.0,,0.08,7.76
2019-11-22,80,8.0,,0.08,6.4
2019-11-23,15,8.0,,0.08,1.2
2019-11-24,25,8.0,,0.08,2.0
2019-11-25,68,8.0,,0.08,5.44
2019-11-26,80,8.0,,0.08,6.4
2019-11-27,73,8.0,,0.08,5.84
2019-11-28,15,8.0,,0.08,1.2
2019-11-29,46,8.0,,0.08,3.68
2019-11-30,29,8.0,,0.08,2.32
2019-12-01,10,7.0,False,0.07,0.7000000000000001
2019-12-02,26,7.0,,0.07,1.8200000000000003
2019-12-03,58,7.0,,0.07,4.0600000000000005
2019-12-04,43,7.0,,0.07,3.0100000000000002
2019-12-05,51,7.0,,0.07,3.5700000000000003
2019-12-06,52,7.0,,0.07,3.6400000000000006
2019-12-07,24,7.0,,0.07,1.6800000000000002
2019-12-08,19,7.0,,0.07,1.33
2019-12-09,55,7.0,,0.07,3.8500000000000005
2019-12-10,28,7.0,,0.07,1.9600000000000002
2019-12-11,50,7.0,,0.07,3.5000000000000004
2019-12-12,69,7.0,,0.07,4.83
2019-12-13,53,7.0,,0.07,3.7100000000000004
2019-12-14,28,7.0,,0.07,1.9600000000000002
2019-12-15,13,7.0,,0.07,0.9100000000000001
2019-12-16,55,7.0,,0.07,3.8500000000000005
2019-12-17,100,7.0,,0.07,7.000000000000001
2019-12-18,57,7.0,,0.07,3.99
2019-12-19,56,7.0,,0.07,3.9200000000000004
2019-12-20,62,7.0,,0.07,4.340000000000001
2019-12-21,29,7.0,,0.07,2.0300000000000002
2019-12-22,11,7.0,,0.07,0.77
2019-12-23,59,7.0,,0.07,4.130000000000001
2019-12-24,52,7.0,,0.07,3.6400000000000006
2019-12-25,22,7.0,,0.07,1.54
2019-12-26,58,7.0,,0.07,4.0600000000000005
2019-12-27,68,7.0,,0.07,4.760000000000001
2019-12-28,26,7.0,,0.07,1.8200000000000003
2019-12-29,10,7.0,,0.07,0.7000000000000001
2019-12-30,58,7.0,,0.07,4.0600000000000005
2019-12-31,43,7.0,,0.07,3.0100000000000002
2020-01-01,20,10.0,False,0.1,2.0
2020-01-02,78,10.0,,0.1,7.800000000000001
2020-01-03,55,10.0,,0.1,5.5
2020-01-04,24,10.0,,0.1,2.4000000000000004
2020-01-05,15,10.0,,0.1,1.5
2020-01-06,45,10.0,,0.1,4.5
2020-01-07,46,10.0,,0.1,4.6000000000000005
2020-01-08,65,10.0,,0.1,6.5
2020-01-09,57,10.0,,0.1,5.7
2020-01-10,54,10.0,,0.1,5.4
2020-01-11,19,10.0,,0.1,1.9000000000000001
2020-01-12,16,10.0,,0.1,1.6
2020-01-13,43,10.0,,0.1,4.3
2020-01-14,45,10.0,,0.1,4.5
2020-01-15,62,10.0,,0.1,6.2
2020-01-16,60,10.0,,0.1,6.0
2020-01-17,58,10.0,,0.1,5.800000000000001
2020-01-18,15,10.0,,0.1,1.5
2020-01-19,17,10.0,,0.1,1.7000000000000002
2020-01-20,19,10.0,,0.1,1.9000000000000001
2020-01-21,29,10.0,,0.1,2.9000000000000004
2020-01-22,58,10.0,,0.1,5.800000000000001
2020-01-23,54,10.0,,0.1,5.4
2020-01-24,46,10.0,,0.1,4.6000000000000005
2020-01-25,16,10.0,,0.1,1.6
2020-01-26,16,10.0,,0.1,1.6
2020-01-27,49,10.0,,0.1,4.9
2020-01-28,100,10.0,,0.1,10.0
2020-01-29,96,10.0,,0.1,9.600000000000001
2020-01-30,83,10.0,,0.1,8.3
2020-01-31,75,10.0,,0.1,7.5
2020-02-01,26,10.0,False,0.1,2.6
2020-02-02,10,10.0,,0.1,1.0
2020-02-03,57,10.0,,0.1,5.7
2020-02-04,58,10.0,,0.1,5.800000000000001
2020-02-05,73,10.0,,0.1,7.300000000000001
2020-02-06,46,10.0,,0.1,4.6000000000000005
2020-02-07,50,10.0,,0.1,5.0
2020-02-08,3,10.0,,0.1,0.30000000000000004
2020-02-09,10,10.0,,0.1,1.0
2020-02-10,52,10.0,,0.1,5.2
2020-02-11,55,10.0,,0.1,5.5
2020-02-12,56,10.0,,0.1,5.6000000000000005
2020-02-13,48,10.0,,0.1,4.800000000000001
2020-02-14,57,10.0,,0.1,5.7
2020-02-15,18,10.0,,0.1,1.8
2020-02-16,10,10.0,,0.1,1.0
2020-02-17,15,10.0,,0.1,1.5
2020-02-18,59,10.0,,0.1,5.9
2020-02-19,45,10.0,,0.1,4.5
2020-02-20,52,10.0,,0.1,5.2
2020-02-21,45,10.0,,0.1,4.5
2020-02-22,18,10.0,,0.1,1.8
2020-02-23,11,10.0,,0.1,1.1
2020-02-24,83,10.0,,0.1,8.3
2020-02-25,67,10.0,,0.1,6.7
2020-02-26,81,10.0,,0.1,8.1
2020-02-27,93,10.0,,0.1,9.3
2020-02-28,100,10.0,,0.1,10.0
2020-02-29,49,10.0,,0.1,4.9
2020-03-01,19,16.0,False,0.16,3.04
2020-03-02,58,16.0,,0.16,9.28
2020-03-03,58,16.0,,0.16,9.28
2020-03-04,70,16.0,,0.16,11.200000000000001
2020-03-05,59,16.0,,0.16,9.44
2020-03-06,55,16.0,,0.16,8.8
2020-03-07,14,16.0,,0.16,2.24
2020-03-08,12,16.0,,0.16,1.92
2020-03-09,64,16.0,,0.16,10.24
2020-03-10,58,16.0,,0.16,9.28
2020-03-11,68,16.0,,0.16,10.88
2020-03-12,66,16.0,,0.16,10.56
2020-03-13,60,16.0,,0.16,9.6
2020-03-14,38,16.0,,0.16,6.08
2020-03-15,14,16.0,,0.16,2.24
2020-03-16,77,16.0,,0.16,12.32
2020-03-17,69,16.0,,0.16,11.040000000000001
2020-03-18,78,16.0,,0.16,12.48
2020-03-19,81,16.0,,0.16,12.96
2020-03-20,95,16.0,,0.16,15.200000000000001
2020-03-21,33,16.0,,0.16,5.28
2020-03-22,35,16.0,,0.16,5.6000000000000005
2020-03-23,79,16.0,,0.16,12.64
2020-03-24,86,16.0,,0.16,13.76
2020-03-25,100,16.0,,0.16,16.0
2020-03-26,78,16.0,,0.16,12.48
2020-03-27,77,16.0,,0.16,12.32
2020-03-28,22,16.0,,0.16,3.52
2020-03-29,17,16.0,,0.16,2.72
2020-03-30,52,16.0,,0.16,8.32
2020-03-31,60,16.0,,0.16,9.6
2020-04-01,40,16.0,False,0.16,6.4
2020-04-02,51,16.0,,0.16,8.16
2020-04-03,46,16.0,,0.16,7.36
2020-04-04,22,16.0,,0.16,3.52
2020-04-05,11,16.0,,0.16,1.76
2020-04-06,69,16.0,,0.16,11.040000000000001
2020-04-07,75,16.0,,0.16,12.0
2020-04-08,60,16.0,,0.16,9.6
2020-04-09,73,16.0,,0.16,11.68
2020-04-10,47,16.0,,0.16,7.5200000000000005
2020-04-11,15,16.0,,0.16,2.4
2020-04-12,17,16.0,,0.16,2.72
2020-04-13,48,16.0,,0.16,7.68
2020-04-14,58,16.0,,0.16,9.28
2020-04-15,44,16.0,,0.16,7.04
2020-04-16,55,16.0,,0.16,8.8
2020-04-17,66,16.0,,0.16,10.56
2020-04-18,19,16.0,,0.16,3.04
2020-04-19,12,16.0,,0.16,1.92
2020-04-20,51,16.0,,0.16,8.16
2020-04-21,43,16.0,,0.16,6.88
2020-04-22,58,16.0,,0.16,9.28
2020-04-23,62,16.0,,0.16,9.92
2020-04-24,44,16.0,,0.16,7.04
2020-04-25,16,16.0,,0.16,2.56
2020-04-26,16,16.0,,0.16,2.56
2020-04-27,71,16.0,,0.16,11.36
2020-04-28,100,16.0,,0.16,16.0
2020-04-29,77,16.0,,0.16,12.32
2020-04-30,80,16.0,,0.16,12.8
2020-05-01,55,17.0,False,0.17,9.350000000000001
2020-05-02,15,17.0,,0.17,2.5500000000000003
2020-05-03,14,17.0,,0.17,2.3800000000000003
2020-05-04,40,17.0,,0.17,6.800000000000001
2020-05-05,100,17.0,,0.17,17.0
2020-05-06,91,17.0,,0.17,15.47
2020-05-07,73,17.0,,0.17,12.41
2020-05-08,68,17.0,,0.17,11.56
2020-05-09,16,17.0,,0.17,2.72
2020-05-10,10,17.0,,0.17,1.7000000000000002
2020-05-11,63,17.0,,0.17,10.71
2020-05-12,61,17.0,,0.17,10.370000000000001
2020-05-13,66,17.0,,0.17,11.22
2020-05-14,53,17.0,,0.17,9.01
2020-05-15,64,17.0,,0.17,10.88
2020-05-16,16,17.0,,0.17,2.72
2020-05-17,9,17.0,,0.17,1.53
2020-05-18,58,17.0,,0.17,9.860000000000001
2020-05-19,67,17.0,,0.17,11.39
2020-05-20,55,17.0,,0.17,9.350000000000001
2020-05-21,51,17.0,,0.17,8.67
2020-05-22,43,17.0,,0.17,7.3100000000000005
2020-05-23,13,17.0,,0.17,2.21
2020-05-24,6,17.0,,0.17,1.02
2020-05-25,15,17.0,,0.17,2.5500000000000003
2020-05-26,59,17.0,,0.17,10.030000000000001
2020-05-27,45,17.0,,0.17,7.65
2020-05-28,49,17.0,,0.17,8.33
2020-05-29,73,17.0,,0.17,12.41
2020-05-30,32,17.0,,0.17,5.44
2020-05-31,19,17.0,,0.17,3.2300000000000004
2020-06-01,100,21.0,False,0.21,21.0
2020-06-02,71,21.0,,0.21,14.91
2020-06-03,63,21.0,,0.21,13.229999999999999
2020-06-04,63,21.0,,0.21,13.229999999999999
2020-06-05,64,21.0,,0.21,13.44
2020-06-06,15,21.0,,0.21,3.15
2020-06-07,17,21.0,,0.21,3.57
2020-06-08,50,21.0,,0.21,10.5
2020-06-09,54,21.0,,0.21,11.34
2020-06-10,36,21.0,,0.21,7.56
2020-06-11,52,21.0,,0.21,10.92
2020-06-12,57,21.0,,0.21,11.969999999999999
2020-06-13,15,21.0,,0.21,3.15
2020-06-14,10,21.0,,0.21,2.1
2020-06-15,53,21.0,,0.21,11.129999999999999
2020-06-16,72,21.0,,0.21,15.12
2020-06-17,62,21.0,,0.21,13.02
2020-06-18,53,21.0,,0.21,11.129999999999999
2020-06-19,50,21.0,,0.21,10.5
2020-06-20,13,21.0,,0.21,2.73
2020-06-21,11,21.0,,0.21,2.31
2020-06-22,45,21.0,,0.21,9.45
2020-06-23,57,21.0,,0.21,11.969999999999999
2020-06-24,57,21.0,,0.21,11.969999999999999
2020-06-25,48,21.0,,0.21,10.08
2020-06-26,56,21.0,,0.21,11.76
2020-06-27,15,21.0,,0.21,3.15
2020-06-28,12,21.0,,0.21,2.52
2020-06-29,48,21.0,,0.21,10.08
2020-06-30,53,21.0,,0.21,11.129999999999999
2020-07-01,54,39.0,False,0.39,21.060000000000002
2020-07-02,43,39.0,,0.39,16.77
2020-07-03,13,39.0,,0.39,5.07
2020-07-04,4,39.0,,0.39,1.56
2020-07-05,6,39.0,,0.39,2.34
2020-07-06,26,39.0,,0.39,10.14
2020-07-07,19,39.0,,0.39,7.41
2020-07-08,16,39.0,,0.39,6.24
2020-07-09,16,39.0,,0.39,6.24
2020-07-10,21,39.0,,0.39,8.19
2020-07-11,8,39.0,,0.39,3.12
2020-07-12,4,39.0,,0.39,1.56
2020-07-13,40,39.0,,0.39,15.600000000000001
2020-07-14,30,39.0,,0.39,11.700000000000001
2020-07-15,31,39.0,,0.39,12.09
2020-07-16,22,39.0,,0.39,8.58
2020-07-17,25,39.0,,0.39,9.75
2020-07-18,8,39.0,,0.39,3.12
2020-07-19,5,39.0,,0.39,1.9500000000000002
2020-07-20,39,39.0,,0.39,15.21
2020-07-21,35,39.0,,0.39,13.65
2020-07-22,100,39.0,,0.39,39.0
2020-07-23,79,39.0,,0.39,30.810000000000002
2020-07-24,51,39.0,,0.39,19.89
2020-07-25,16,39.0,,0.39,6.24
2020-07-26,9,39.0,,0.39,3.5100000000000002
2020-07-27,44,39.0,,0.39,17.16
2020-07-28,79,39.0,,0.39,30.810000000000002
2020-07-29,52,39.0,,0.39,20.28
2020-07-30,46,39.0,,0.39,17.94
2020-07-31,35,39.0,,0.39,13.65
2020-08-01,31,26.0,False,0.26,8.06
2020-08-02,15,26.0,,0.26,3.9000000000000004
2020-08-03,93,26.0,,0.26,24.18
2020-08-04,96,26.0,,0.26,24.96
2020-08-05,93,26.0,,0.26,24.18
2020-08-06,100,26.0,,0.26,26.0
2020-08-07,85,26.0,,0.26,22.1
2020-08-08,25,26.0,,0.26,6.5
2020-08-09,23,26.0,,0.26,5.98
2020-08-10,63,26.0,,0.26,16.38
2020-08-11,86,26.0,,0.26,22.36
2020-08-12,84,26.0,,0.26,21.84
2020-08-13,72,26.0,,0.26,18.72
2020-08-14,65,26.0,,0.26,16.900000000000002
2020-08-15,20,26.0,,0.26,5.2
2020-08-16,18,26.0,,0.26,4.68
2020-08-17,58,26.0,,0.26,15.08
2020-08-18,63,26.0,,0.26,16.38
2020-08-19,79,26.0,,0.26,20.54
2020-08-20,50,26.0,,0.26,13.0
2020-08-21,97,26.0,,0.26,25.220000000000002
2020-08-22,25,26.0,,0.26,6.5
2020-08-23,16,26.0,,0.26,4.16
2020-08-24,76,26.0,,0.26,19.76
2020-08-25,89,26.0,,0.26,23.14
2020-08-26,82,26.0,,0.26,21.32
2020-08-27,63,26.0,,0.26,16.38
2020-08-28,60,26.0,,0.26,15.600000000000001
2020-08-29,19,26.0,,0.26,4.94
2020-08-30,8,26.0,,0.26,2.08
2020-08-31,52,26.0,,0.26,13.52
2020-09-01,83,23.0,False,0.23,19.09
2020-09-02,60,23.0,,0.23,13.8
2020-09-03,68,23.0,,0.23,15.64
2020-09-04,82,23.0,,0.23,18.86
2020-09-05,24,23.0,,0.23,5.5200000000000005
2020-09-06,14,23.0,,0.23,3.22
2020-09-07,15,23.0,,0.23,3.45
2020-09-08,66,23.0,,0.23,15.180000000000001
2020-09-09,73,23.0,,0.23,16.79
2020-09-10,57,23.0,,0.23,13.110000000000001
2020-09-11,54,23.0,,0.23,12.42
2020-09-12,26,23.0,,0.23,5.98
2020-09-13,17,23.0,,0.23,3.91
2020-09-14,100,23.0,,0.23,23.0
2020-09-15,87,23.0,,0.23,20.01
2020-09-16,66,23.0,,0.23,15.180000000000001
2020-09-17,64,23.0,,0.23,14.72
2020-09-18,53,23.0,,0.23,12.190000000000001
2020-09-19,12,23.0,,0.23,2.7600000000000002
2020-09-20,8,23.0,,0.23,1.84
2020-09-21,52,23.0,,0.23,11.96
2020-09-22,58,23.0,,0.23,13.34
2020-09-23,70,23.0,,0.23,16.1
2020-09-24,55,23.0,,0.23,12.65
2020-09-25,60,23.0,,0.23,13.8
2020-09-26,18,23.0,,0.23,4.140000000000001
2020-09-27,11,23.0,,0.23,2.5300000000000002
2020-09-28,48,23.0,,0.23,11.040000000000001
2020-09-29,49,23.0,,0.23,11.270000000000001
2020-09-30,65,23.0,,0.23,14.950000000000001
2020-10-01,44,25.0,False,0.25,11.0
2020-10-02,55,25.0,,0.25,13.75
2020-10-03,13,25.0,,0.25,3.25
2020-10-04,4,25.0,,0.25,1.0
2020-10-05,53,25.0,,0.25,13.25
2020-10-06,50,25.0,,0.25,12.5
2020-10-07,46,25.0,,0.25,11.5
2020-10-08,51,25.0,,0.25,12.75
2020-10-09,45,25.0,,0.25,11.25
2020-10-10,16,25.0,,0.25,4.0
2020-10-11,14,25.0,,0.25,3.5
2020-10-12,37,25.0,,0.25,9.25
2020-10-13,44,25.0,,0.25,11.0
2020-10-14,54,25.0,,0.25,13.5
2020-10-15,44,25.0,,0.25,11.0
2020-10-16,100,25.0,,0.25,25.0
2020-10-17,39,25.0,,0.25,9.75
2020-10-18,24,25.0,,0.25,6.0
2020-10-19,81,25.0,,0.25,20.25
2020-10-20,69,25.0,,0.25,17.25
2020-10-21,51,25.0,,0.25,12.75
2020-10-22,69,25.0,,0.25,17.25
2020-10-23,68,25.0,,0.25,17.0
2020-10-24,21,25.0,,0.25,5.25
2020-10-25,18,25.0,,0.25,4.5
2020-10-26,66,25.0,,0.25,16.5
2020-10-27,94,25.0,,0.25,23.5
2020-10-28,71,25.0,,0.25,17.75
2020-10-29,62,25.0,,0.25,15.5
2020-10-30,57,25.0,,0.25,14.25
2020-10-31,20,25.0,,0.25,5.0
2020-11-01,2,63.0,False,0.63,1.26
2020-11-02,12,63.0,,0.63,7.5600000000000005
2020-11-03,12,63.0,,0.63,7.5600000000000005
2020-11-04,9,63.0,,0.63,5.67
2020-11-05,11,63.0,,0.63,6.93
2020-11-06,11,63.0,,0.63,6.93
2020-11-07,3,63.0,,0.63,1.8900000000000001
2020-11-08,3,63.0,,0.63,1.8900000000000001
2020-11-09,100,63.0,,0.63,63.0
2020-11-10,60,63.0,,0.63,37.8
2020-11-11,43,63.0,,0.63,27.09
2020-11-12,35,63.0,,0.63,22.05
2020-11-13,29,63.0,,0.63,18.27
2020-11-14,10,63.0,,0.63,6.3
2020-11-15,6,63.0,,0.63,3.7800000000000002
2020-11-16,38,63.0,,0.63,23.94
2020-11-17,38,63.0,,0.63,23.94
2020-11-18,54,63.0,,0.63,34.02
2020-11-19,41,63.0,,0.63,25.830000000000002
2020-11-20,44,63.0,,0.63,27.72
2020-11-21,17,63.0,,0.63,10.71
2020-11-22,5,63.0,,0.63,3.15
2020-11-23,35,63.0,,0.63,22.05
2020-11-24,33,63.0,,0.63,20.79
2020-11-25,26,63.0,,0.63,16.38
2020-11-26,11,63.0,,0.63,6.93
2020-11-27,21,63.0,,0.63,13.23
2020-11-28,9,63.0,,0.63,5.67
2020-11-29,7,63.0,,0.63,4.41
2020-11-30,33,63.0,,0.63,20.79
2020-12-01,49,100.0,False,1.0,49.0
2020-12-02,76,100.0,,1.0,76.0
2020-12-03,69,100.0,,1.0,69.0
2020-12-04,54,100.0,,1.0,54.0
2020-12-05,14,100.0,,1.0,14.0
2020-12-06,12,100.0,,1.0,12.0
2020-12-07,51,100.0,,1.0,51.0
2020-12-08,75,100.0,,1.0,75.0
2020-12-09,72,100.0,,1.0,72.0
2020-12-10,86,100.0,,1.0,86.0
2020-12-11,100,100.0,,1.0,100.0
2020-12-12,43,100.0,,1.0,43.0
2020-12-13,19,100.0,,1.0,19.0
2020-12-14,81,100.0,,1.0,81.0
2020-12-15,68,100.0,,1.0,68.0
2020-12-16,52,100.0,,1.0,52.0
2020-12-17,52,100.0,,1.0,52.0
2020-12-18,43,100.0,,1.0,43.0
2020-12-19,14,100.0,,1.0,14.0
2020-12-20,8,100.0,,1.0,8.0
2020-12-21,38,100.0,,1.0,38.0
2020-12-22,36,100.0,,1.0,36.0
2020-12-23,44,100.0,,1.0,44.0
2020-12-24,27,100.0,,1.0,27.0
2020-12-25,9,100.0,,1.0,9.0
2020-12-26,4,100.0,,1.0,4.0
2020-12-27,6,100.0,,1.0,6.0
2020-12-28,29,100.0,,1.0,29.0
2020-12-29,29,100.0,,1.0,29.0
2020-12-30,24,100.0,,1.0,24.0
2020-12-31,26,100.0,,1.0,26.0
2021-01-01,32,32.0,False,0.32,10.24
2021-01-02,17,32.0,,0.32,5.44
2021-01-03,17,32.0,,0.32,5.44
2021-01-04,95,32.0,,0.32,30.400000000000002
2021-01-05,100,32.0,,0.32,32.0
2021-01-06,84,32.0,,0.32,26.88
2021-01-07,94,32.0,,0.32,30.080000000000002
2021-01-08,95,32.0,,0.32,30.400000000000002
2021-01-09,25,32.0,,0.32,8.0
2021-01-10,13,32.0,,0.32,4.16
2021-01-11,81,32.0,,0.32,25.92
2021-01-12,89,32.0,,0.32,28.48
2021-01-13,71,32.0,,0.32,22.72
2021-01-14,78,32.0,,0.32,24.96
2021-01-15,73,32.0,,0.32,23.36
2021-01-16,16,32.0,,0.32,5.12
2021-01-17,19,32.0,,0.32,6.08
2021-01-18,24,32.0,,0.32,7.68
2021-01-19,65,32.0,,0.32,20.8
2021-01-20,75,32.0,,0.32,24.0
2021-01-21,67,32.0,,0.32,21.44
2021-01-22,72,32.0,,0.32,23.04
2021-01-23,22,32.0,,0.32,7.04
2021-01-24,18,32.0,,0.32,5.76
2021-01-25,67,32.0,,0.32,21.44
2021-01-26,87,32.0,,0.32,27.84
2021-01-27,80,32.0,,0.32,25.6
2021-01-28,81,32.0,,0.32,25.92
2021-01-29,99,32.0,,0.32,31.68
2021-01-30,24,32.0,,0.32,7.68
2021-01-31,18,32.0,,0.32,5.76
2021-02-01,61,34.0,False,0.34,20.740000000000002
2021-02-02,100,34.0,,0.34,34.0
2021-02-03,71,34.0,,0.34,24.14
2021-02-04,65,34.0,,0.34,22.1
2021-02-05,58,34.0,,0.34,19.720000000000002
2021-02-06,17,34.0,,0.34,5.78
2021-02-07,12,34.0,,0.34,4.08
2021-02-08,51,34.0,,0.34,17.34
2021-02-09,60,34.0,,0.34,20.400000000000002
2021-02-10,56,34.0,,0.34,19.040000000000003
2021-02-11,62,34.0,,0.34,21.080000000000002
2021-02-12,54,34.0,,0.34,18.360000000000003
2021-02-13,19,34.0,,0.34,6.460000000000001
2021-02-14,11,34.0,,0.34,3.74
2021-02-15,20,34.0,,0.34,6.800000000000001
2021-02-16,52,34.0,,0.34,17.68
2021-02-17,55,34.0,,0.34,18.700000000000003
2021-02-18,53,34.0,,0.34,18.02
2021-02-19,47,34.0,,0.34,15.98
2021-02-20,16,34.0,,0.34,5.44
2021-02-21,13,34.0,,0.34,4.42
2021-02-22,54,34.0,,0.34,18.360000000000003
2021-02-23,56,34.0,,0.34,19.040000000000003
2021-02-24,51,34.0,,0.34,17.34
2021-02-25,54,34.0,,0.34,18.360000000000003
2021-02-26,52,34.0,,0.34,17.68
2021-02-27,19,34.0,,0.34,6.460000000000001
2021-02-28,10,34.0,,0.34,3.4000000000000004
2021-03-01,100,29.0,False,0.29,28.999999999999996
2021-03-02,90,29.0,,0.29,26.099999999999998
2021-03-03,96,29.0,,0.29,27.839999999999996
2021-03-04,85,29.0,,0.29,24.65
2021-03-05,96,29.0,,0.29,27.839999999999996
2021-03-06,30,29.0,,0.29,8.7
2021-03-07,15,29.0,,0.29,4.35
2021-03-08,94,29.0,,0.29,27.259999999999998
2021-03-09,84,29.0,,0.29,24.36
2021-03-10,79,29.0,,0.29,22.91
2021-03-11,78,29.0,,0.29,22.619999999999997
2021-03-12,85,29.0,,0.29,24.65
2021-03-13,16,29.0,,0.29,4.64
2021-03-14,16,29.0,,0.29,4.64
2021-03-15,93,29.0,,0.29,26.97
2021-03-16,72,29.0,,0.29,20.88
2021-03-17,78,29.0,,0.29,22.619999999999997
2021-03-18,81,29.0,,0.29,23.49
2021-03-19,83,29.0,,0.29,24.069999999999997
2021-03-20,20,29.0,,0.29,5.8
2021-03-21,14,29.0,,0.29,4.06
2021-03-22,75,29.0,,0.29,21.75
2021-03-23,64,29.0,,0.29,18.56
2021-03-24,71,29.0,,0.29,20.59
