date,NG_unscaled,NG_monthly,isPartial,scale,NG
2021-03-29,83,70.0,,0.7,58.099999999999994
2021-03-30,84,70.0,,0.7,58.8
2021-03-31,88,70.0,,0.7,61.599999999999994
2021-04-01,89,72.0,False,0.72,64.08
2021-04-02,87,72.0,,0.72,62.64
2021-04-03,71,72.0,,0.72,51.12
2021-04-04,69,72.0,,0.72,49.68
2021-04-05,87,72.0,,0.72,62.64
2021-04-06,83,72.0,,0.72,59.76
2021-04-07,80,72.0,,0.72,57.599999999999994
2021-04-08,74,72.0,,0.72,53.28
2021-04-09,100,72.0,,0.72,72.0
2021-04-10,74,72.0,,0.72,53.28
2021-04-11,88,72.0,,0.72,63.36
2021-04-12,80,72.0,,0.72,57.599999999999994
2021-04-13,74,72.0,,0.72,53.28
2021-04-14,80,72.0,,0.72,57.599999999999994
2021-04-15,98,72.0,,0.72,70.56
2021-04-16,74,72.0,,0.72,53.28
2021-04-17,77,72.0,,0.72,55.44
2021-04-18,78,72.0,,0.72,56.16
2021-04-19,70,72.0,,0.72,50.4
2021-04-20,76,72.0,,0.72,54.72
2021-04-21,87,72.0,,0.72,62.64
2021-04-22,76,72.0,,0.72,54.72
2021-04-23,81,72.0,,0.72,58.32
2021-04-24,80,72.0,,0.72,57.599999999999994
2021-04-25,80,72.0,,0.72,57.599999999999994
2021-04-26,91,72.0,,0.72,65.52
2021-04-27,88,72.0,,0.72,63.36
2021-04-28,86,72.0,,0.72,61.919999999999995
2021-04-29,80,72.0,,0.72,57.599999999999994
2021-04-30,74,72.0,,0.72,53.28
2021-05-01,75,68.0,False,0.68,51.00000000000001
2021-05-02,59,68.0,,0.68,40.120000000000005
2021-05-03,79,68.0,,0.68,53.720000000000006
2021-05-04,86,68.0,,0.68,58.480000000000004
2021-05-05,82,68.0,,0.68,55.760000000000005
2021-05-06,88,68.0,,0.68,59.84
2021-05-07,80,68.0,,0.68,54.400000000000006
2021-05-08,76,68.0,,0.68,51.68000000000001
2021-05-09,82,68.0,,0.68,55.760000000000005
2021-05-10,77,68.0,,0.68,52.36000000000001
2021-05-11,89,68.0,,0.68,60.52
2021-05-12,88,68.0,,0.68,59.84
2021-05-13,78,68.0,,0.68,53.040000000000006
2021-05-14,81,68.0,,0.68,55.080000000000005
2021-05-15,75,68.0,,0.68,51.00000000000001
2021-05-16,88,68.0,,0.68,59.84
2021-05-17,80,68.0,,0.68,54.400000000000006
2021-05-18,100,68.0,,0.68,68.0
2021-05-19,85,68.0,,0.68,57.800000000000004
2021-05-20,88,68.0,,0.68,59.84
2021-05-21,83,68.0,,0.68,56.440000000000005
2021-05-22,76,68.0,,0.68,51.68000000000001
2021-05-23,72,68.0,,0.68,48.96
2021-05-24,90,68.0,,0.68,61.2
2021-05-25,79,68.0,,0.68,53.720000000000006
2021-05-26,88,68.0,,0.68,59.84
2021-05-27,90,68.0,,0.68,61.2
2021-05-28,80,68.0,,0.68,54.400000000000006
2021-05-29,70,68.0,,0.68,47.6
2021-05-30,68,68.0,,0.68,46.24
2021-05-31,84,68.0,,0.68,57.120000000000005
2021-06-01,79,71.0,False,0.71,56.089999999999996
2021-06-02,91,71.0,,0.71,64.61
2021-06-03,92,71.0,,0.71,65.32
2021-06-04,83,71.0,,0.71,58.93
2021-06-05,77,71.0,,0.71,54.669999999999995
2021-06-06,73,71.0,,0.71,51.83
2021-06-07,86,71.0,,0.71,61.059999999999995
2021-06-08,97,71.0,,0.71,68.86999999999999
2021-06-09,95,71.0,,0.71,67.45
2021-06-10,100,71.0,,0.71,71.0
2021-06-11,90,71.0,,0.71,63.9
2021-06-12,99,71.0,,0.71,70.28999999999999
2021-06-13,81,71.0,,0.71,57.51
2021-06-14,90,71.0,,0.71,63.9
2021-06-15,92,71.0,,0.71,65.32
2021-06-16,84,71.0,,0.71,59.64
2021-06-17,79,71.0,,0.71,56.089999999999996
2021-06-18,78,71.0,,0.71,55.379999999999995
2021-06-19,73,71.0,,0.71,51.83
2021-06-20,86,71.0,,0.71,61.059999999999995
2021-06-21,95,71.0,,0.71,67.45
2021-06-22,87,71.0,,0.71,61.769999999999996
2021-06-23,92,71.0,,0.71,65.32
2021-06-24,79,71.0,,0.71,56.089999999999996
2021-06-25,81,71.0,,0.71,57.51
2021-06-26,84,71.0,,0.71,59.64
2021-06-27,81,71.0,,0.71,57.51
2021-06-28,90,71.0,,0.71,63.9
2021-06-29,78,71.0,,0.71,55.379999999999995
2021-06-30,92,71.0,,0.71,65.32
2021-07-01,80,66.0,False,0.66,52.800000000000004
2021-07-02,75,66.0,,0.66,49.5
2021-07-03,71,66.0,,0.66,46.86
2021-07-04,72,66.0,,0.66,47.52
2021-07-05,76,66.0,,0.66,50.160000000000004
2021-07-06,78,66.0,,0.66,51.480000000000004
2021-07-07,88,66.0,,0.66,58.080000000000005
2021-07-08,73,66.0,,0.66,48.18
2021-07-09,88,66.0,,0.66,58.080000000000005
2021-07-10,74,66.0,,0.66,48.84
2021-07-11,66,66.0,,0.66,43.56
2021-07-12,87,66.0,,0.66,57.42
2021-07-13,88,66.0,,0.66,58.080000000000005
2021-07-14,100,66.0,,0.66,66.0
2021-07-15,90,66.0,,0.66,59.400000000000006
2021-07-16,74,66.0,,0.66,48.84
2021-07-17,65,66.0,,0.66,42.9
2021-07-18,72,66.0,,0.66,47.52
2021-07-19,84,66.0,,0.66,55.440000000000005
2021-07-20,82,66.0,,0.66,54.120000000000005
2021-07-21,66,66.0,,0.66,43.56
2021-07-22,90,66.0,,0.66,59.400000000000006
2021-07-23,64,66.0,,0.66,42.24
2021-07-24,68,66.0,,0.66,44.88
2021-07-25,69,66.0,,0.66,45.54
2021-07-26,74,66.0,,0.66,48.84
2021-07-27,80,66.0,,0.66,52.800000000000004
2021-07-28,89,66.0,,0.66,58.74
2021-07-29,74,66.0,,0.66,48.84
2021-07-30,81,66.0,,0.66,53.46
2021-07-31,74,66.0,,0.66,48.84
2021-08-01,83,71.0,False,0.71,58.93
2021-08-02,91,71.0,,0.71,64.61
2021-08-03,87,71.0,,0.71,61.769999999999996
2021-08-04,85,71.0,,0.71,60.349999999999994
2021-08-05,88,71.0,,0.71,62.48
2021-08-06,91,71.0,,0.71,64.61
2021-08-07,86,71.0,,0.71,61.059999999999995
2021-08-08,78,71.0,,0.71,55.379999999999995
2021-08-09,89,71.0,,0.71,63.19
2021-08-10,93,71.0,,0.71,66.03
2021-08-11,88,71.0,,0.71,62.48
2021-08-12,100,71.0,,0.71,71.0
2021-08-13,79,71.0,,0.71,56.089999999999996
2021-08-14,69,71.0,,0.71,48.989999999999995
2021-08-15,74,71.0,,0.71,52.54
2021-08-16,87,71.0,,0.71,61.769999999999996
2021-08-17,90,71.0,,0.71,63.9
2021-08-18,91,71.0,,0.71,64.61
2021-08-19,95,71.0,,0.71,67.45
2021-08-20,80,71.0,,0.71,56.8
2021-08-21,78,71.0,,0.71,55.379999999999995
2021-08-22,78,71.0,,0.71,55.379999999999995
2021-08-23,98,71.0,,0.71,69.58
2021-08-24,89,71.0,,0.71,63.19
2021-08-25,85,71.0,,0.71,60.349999999999994
2021-08-26,98,71.0,,0.71,69.58
2021-08-27,86,71.0,,0.71,61.059999999999995
2021-08-28,75,71.0,,0.71,53.25
2021-08-29,83,71.0,,0.71,58.93
2021-08-30,88,71.0,,0.71,62.48
2021-08-31,96,71.0,,0.71,68.16
2021-09-01,81,70.0,False,0.7,56.699999999999996
2021-09-02,81,70.0,,0.7,56.699999999999996
2021-09-03,79,70.0,,0.7,55.3
2021-09-04,72,70.0,,0.7,50.4
2021-09-05,73,70.0,,0.7,51.099999999999994
2021-09-06,70,70.0,,0.7,49.0
2021-09-07,82,70.0,,0.7,57.4
2021-09-08,84,70.0,,0.7,58.8
2021-09-09,80,70.0,,0.7,56.0
2021-09-10,90,70.0,,0.7,62.99999999999999
2021-09-11,72,70.0,,0.7,50.4
2021-09-12,80,70.0,,0.7,56.0
2021-09-13,79,70.0,,0.7,55.3
2021-09-14,91,70.0,,0.7,63.699999999999996
2021-09-15,91,70.0,,0.7,63.699999999999996
2021-09-16,100,70.0,,0.7,70.0
2021-09-17,88,70.0,,0.7,61.599999999999994
2021-09-18,76,70.0,,0.7,53.199999999999996
2021-09-19,81,70.0,,0.7,56.699999999999996
2021-09-20,78,70.0,,0.7,54.599999999999994
2021-09-21,92,70.0,,0.7,64.39999999999999
2021-09-22,77,70.0,,0.7,53.9
2021-09-23,77,70.0,,0.7,53.9
2021-09-24,85,70.0,,0.7,59.49999999999999
2021-09-25,62,70.0,,0.7,43.4
2021-09-26,71,70.0,,0.7,49.699999999999996
2021-09-27,84,70.0,,0.7,58.8
2021-09-28,91,70.0,,0.7,63.699999999999996
2021-09-29,95,70.0,,0.7,66.5
2021-09-30,77,70.0,,0.7,53.9
2021-10-01,93,70.0,False,0.7,65.1
2021-10-02,62,70.0,,0.7,43.4
2021-10-03,79,70.0,,0.7,55.3
2021-10-04,85,70.0,,0.7,59.49999999999999
2021-10-05,93,70.0,,0.7,65.1
2021-10-06,89,70.0,,0.7,62.3
2021-10-07,98,70.0,,0.7,68.6
2021-10-08,86,70.0,,0.7,60.199999999999996
2021-10-09,85,70.0,,0.7,59.49999999999999
2021-10-10,76,70.0,,0.7,53.199999999999996
2021-10-11,83,70.0,,0.7,58.099999999999994
2021-10-12,88,70.0,,0.7,61.599999999999994
2021-10-13,82,70.0,,0.7,57.4
2021-10-14,94,70.0,,0.7,65.8
2021-10-15,89,70.0,,0.7,62.3
2021-10-16,71,70.0,,0.7,49.699999999999996
2021-10-17,74,70.0,,0.7,51.8
2021-10-18,82,70.0,,0.7,57.4
2021-10-19,100,70.0,,0.7,70.0
2021-10-20,89,70.0,,0.7,62.3
2021-10-21,97,70.0,,0.7,67.89999999999999
2021-10-22,84,70.0,,0.7,58.8
2021-10-23,78,70.0,,0.7,54.599999999999994
2021-10-24,91,70.0,,0.7,63.699999999999996
2021-10-25,93,70.0,,0.7,65.1
2021-10-26,86,70.0,,0.7,60.199999999999996
2021-10-27,84,70.0,,0.7,58.8
2021-10-28,92,70.0,,0.7,64.39999999999999
2021-10-29,79,70.0,,0.7,55.3
2021-10-30,76,70.0,,0.7,53.199999999999996
2021-10-31,63,70.0,,0.7,44.099999999999994
2021-11-01,71,68.0,False,0.68,48.28
2021-11-02,100,68.0,,0.68,68.0
2021-11-03,78,68.0,,0.68,53.040000000000006
2021-11-04,93,68.0,,0.68,63.24
2021-11-05,88,68.0,,0.68,59.84
2021-11-06,77,68.0,,0.68,52.36000000000001
2021-11-07,78,68.0,,0.68,53.040000000000006
2021-11-08,89,68.0,,0.68,60.52
2021-11-09,91,68.0,,0.68,61.88
2021-11-10,85,68.0,,0.68,57.800000000000004
2021-11-11,81,68.0,,0.68,55.080000000000005
2021-11-12,85,68.0,,0.68,57.800000000000004
2021-11-13,56,68.0,,0.68,38.080000000000005
2021-11-14,75,68.0,,0.68,51.00000000000001
2021-11-15,87,68.0,,0.68,59.160000000000004
2021-11-16,92,68.0,,0.68,62.56
2021-11-17,86,68.0,,0.68,58.480000000000004
2021-11-18,93,68.0,,0.68,63.24
2021-11-19,84,68.0,,0.68,57.120000000000005
2021-11-20,64,68.0,,0.68,43.52
2021-11-21,67,68.0,,0.68,45.56
2021-11-22,77,68.0,,0.68,52.36000000000001
2021-11-23,84,68.0,,0.68,57.120000000000005
2021-11-24,77,68.0,,0.68,52.36000000000001
2021-11-25,72,68.0,,0.68,48.96
2021-11-26,69,68.0,,0.68,46.92
2021-11-27,68,68.0,,0.68,46.24
2021-11-28,63,68.0,,0.68,42.84
2021-11-29,86,68.0,,0.68,58.480000000000004
2021-11-30,82,68.0,,0.68,55.760000000000005
2021-12-01,93,67.0,False,0.67,62.31
2021-12-02,95,67.0,,0.67,63.650000000000006
2021-12-03,82,67.0,,0.67,54.940000000000005
2021-12-04,68,67.0,,0.67,45.56
2021-12-05,71,67.0,,0.67,47.57
2021-12-06,87,67.0,,0.67,58.290000000000006
2021-12-07,100,67.0,,0.67,67.0
2021-12-08,84,67.0,,0.67,56.28
2021-12-09,81,67.0,,0.67,54.27
2021-12-10,85,67.0,,0.67,56.95
2021-12-11,74,67.0,,0.67,49.580000000000005
2021-12-12,69,67.0,,0.67,46.230000000000004
2021-12-13,84,67.0,,0.67,56.28
2021-12-14,100,67.0,,0.67,67.0
2021-12-15,82,67.0,,0.67,54.940000000000005
2021-12-16,96,67.0,,0.67,64.32000000000001
2021-12-17,85,67.0,,0.67,56.95
2021-12-18,73,67.0,,0.67,48.910000000000004
2021-12-19,68,67.0,,0.67,45.56
2021-12-20,82,67.0,,0.67,54.940000000000005
2021-12-21,74,67.0,,0.67,49.580000000000005
2021-12-22,88,67.0,,0.67,58.96
2021-12-23,94,67.0,,0.67,62.980000000000004
2021-12-24,63,67.0,,0.67,42.21
2021-12-25,77,67.0,,0.67,51.59
2021-12-26,80,67.0,,0.67,53.6
2021-12-27,81,67.0,,0.67,54.27
2021-12-28,81,67.0,,0.67,54.27
2021-12-29,91,67.0,,0.67,60.970000000000006
2021-12-30,72,67.0,,0.67,48.24
2021-12-31,66,67.0,,0.67,44.220000000000006
