date,SPXU_unscaled,SPXU_monthly,isPartial,scale,SPXU
2016-05-01,16,12.0,False,0.12,1.92
2016-05-02,14,12.0,,0.12,1.68
2016-05-03,27,12.0,,0.12,3.2399999999999998
2016-05-04,68,12.0,,0.12,8.16
2016-05-05,28,12.0,,0.12,3.36
2016-05-06,73,12.0,,0.12,8.76
2016-05-07,17,12.0,,0.12,2.04
2016-05-08,0,12.0,,0.12,0.0
2016-05-09,14,12.0,,0.12,1.68
2016-05-10,14,12.0,,0.12,1.68
2016-05-11,14,12.0,,0.12,1.68
2016-05-12,29,12.0,,0.12,3.48
2016-05-13,59,12.0,,0.12,7.08
2016-05-14,0,12.0,,0.12,0.0
2016-05-15,0,12.0,,0.12,0.0
2016-05-16,0,12.0,,0.12,0.0
2016-05-17,14,12.0,,0.12,1.68
2016-05-18,84,12.0,,0.12,10.08
2016-05-19,100,12.0,,0.12,12.0
2016-05-20,74,12.0,,0.12,8.879999999999999
2016-05-21,18,12.0,,0.12,2.16
2016-05-22,0,12.0,,0.12,0.0
2016-05-23,29,12.0,,0.12,3.48
2016-05-24,57,12.0,,0.12,6.84
2016-05-25,43,12.0,,0.12,5.16
2016-05-26,59,12.0,,0.12,7.08
2016-05-27,31,12.0,,0.12,3.7199999999999998
2016-05-28,18,12.0,,0.12,2.16
2016-05-29,0,12.0,,0.12,0.0
2016-05-30,0,12.0,,0.12,0.0
2016-05-31,29,12.0,,0.12,3.48
2016-06-01,12,21.0,False,0.21,2.52
2016-06-02,18,21.0,,0.21,3.78
2016-06-03,30,21.0,,0.21,6.3
2016-06-04,0,21.0,,0.21,0.0
2016-06-05,0,21.0,,0.21,0.0
2016-06-06,6,21.0,,0.21,1.26
2016-06-07,6,21.0,,0.21,1.26
2016-06-08,12,21.0,,0.21,2.52
2016-06-09,18,21.0,,0.21,3.78
2016-06-10,31,21.0,,0.21,6.51
2016-06-11,14,21.0,,0.21,2.94
2016-06-12,0,21.0,,0.21,0.0
2016-06-13,29,21.0,,0.21,6.09
2016-06-14,40,21.0,,0.21,8.4
2016-06-15,18,21.0,,0.21,3.78
2016-06-16,36,21.0,,0.21,7.56
2016-06-17,18,21.0,,0.21,3.78
2016-06-18,14,21.0,,0.21,2.94
2016-06-19,0,21.0,,0.21,0.0
2016-06-20,12,21.0,,0.21,2.52
2016-06-21,12,21.0,,0.21,2.52
2016-06-22,6,21.0,,0.21,1.26
2016-06-23,24,21.0,,0.21,5.04
2016-06-24,55,21.0,,0.21,11.549999999999999
2016-06-25,7,21.0,,0.21,1.47
2016-06-26,0,21.0,,0.21,0.0
2016-06-27,100,21.0,,0.21,21.0
2016-06-28,42,21.0,,0.21,8.82
2016-06-29,24,21.0,,0.21,5.04
2016-06-30,55,21.0,,0.21,11.549999999999999
2016-07-01,29,16.0,False,0.16,4.64
2016-07-02,17,16.0,,0.16,2.72
2016-07-03,0,16.0,,0.16,0.0
2016-07-04,0,16.0,,0.16,0.0
2016-07-05,89,16.0,,0.16,14.24
2016-07-06,85,16.0,,0.16,13.6
2016-07-07,85,16.0,,0.16,13.6
2016-07-08,43,16.0,,0.16,6.88
2016-07-09,17,16.0,,0.16,2.72
2016-07-10,0,16.0,,0.16,0.0
2016-07-11,57,16.0,,0.16,9.120000000000001
2016-07-12,57,16.0,,0.16,9.120000000000001
2016-07-13,58,16.0,,0.16,9.28
2016-07-14,96,16.0,,0.16,15.36
2016-07-15,44,16.0,,0.16,7.04
2016-07-16,33,16.0,,0.16,5.28
2016-07-17,0,16.0,,0.16,0.0
2016-07-18,100,16.0,,0.16,16.0
2016-07-19,42,16.0,,0.16,6.72
2016-07-20,72,16.0,,0.16,11.52
2016-07-21,43,16.0,,0.16,6.88
2016-07-22,0,16.0,,0.16,0.0
2016-07-23,0,16.0,,0.16,0.0
2016-07-24,17,16.0,,0.16,2.72
2016-07-25,56,16.0,,0.16,8.96
2016-07-26,42,16.0,,0.16,6.72
2016-07-27,0,16.0,,0.16,0.0
2016-07-28,28,16.0,,0.16,4.48
2016-07-29,71,16.0,,0.16,11.36
2016-07-30,16,16.0,,0.16,2.56
2016-07-31,0,16.0,,0.16,0.0
2016-08-01,91,14.0,False,0.14,12.740000000000002
2016-08-02,61,14.0,,0.14,8.540000000000001
2016-08-03,16,14.0,,0.14,2.24
2016-08-04,32,14.0,,0.14,4.48
2016-08-05,51,14.0,,0.14,7.140000000000001
2016-08-06,19,14.0,,0.14,2.66
2016-08-07,0,14.0,,0.14,0.0
2016-08-08,47,14.0,,0.14,6.580000000000001
2016-08-09,16,14.0,,0.14,2.24
2016-08-10,65,14.0,,0.14,9.100000000000001
2016-08-11,34,14.0,,0.14,4.760000000000001
2016-08-12,100,14.0,,0.14,14.000000000000002
2016-08-13,37,14.0,,0.14,5.180000000000001
2016-08-14,0,14.0,,0.14,0.0
2016-08-15,32,14.0,,0.14,4.48
2016-08-16,0,14.0,,0.14,0.0
2016-08-17,66,14.0,,0.14,9.24
2016-08-18,34,14.0,,0.14,4.760000000000001
2016-08-19,68,14.0,,0.14,9.520000000000001
2016-08-20,20,14.0,,0.14,2.8000000000000003
2016-08-21,0,14.0,,0.14,0.0
2016-08-22,33,14.0,,0.14,4.62
2016-08-23,32,14.0,,0.14,4.48
2016-08-24,80,14.0,,0.14,11.200000000000001
2016-08-25,91,14.0,,0.14,12.740000000000002
2016-08-26,47,14.0,,0.14,6.580000000000001
2016-08-27,0,14.0,,0.14,0.0
2016-08-28,0,14.0,,0.14,0.0
2016-08-29,30,14.0,,0.14,4.2
2016-08-30,45,14.0,,0.14,6.300000000000001
2016-08-31,30,14.0,,0.14,4.2
2016-09-01,0,12.0,False,0.12,0.0
2016-09-02,68,12.0,,0.12,8.16
2016-09-03,0,12.0,,0.12,0.0
2016-09-04,0,12.0,,0.12,0.0
2016-09-05,0,12.0,,0.12,0.0
2016-09-06,49,12.0,,0.12,5.88
2016-09-07,79,12.0,,0.12,9.48
2016-09-08,64,12.0,,0.12,7.68
2016-09-09,100,12.0,,0.12,12.0
2016-09-10,39,12.0,,0.12,4.68
2016-09-11,19,12.0,,0.12,2.28
2016-09-12,32,12.0,,0.12,3.84
2016-09-13,32,12.0,,0.12,3.84
2016-09-14,48,12.0,,0.12,5.76
2016-09-15,49,12.0,,0.12,5.88
2016-09-16,66,12.0,,0.12,7.92
2016-09-17,19,12.0,,0.12,2.28
2016-09-18,0,12.0,,0.12,0.0
2016-09-19,79,12.0,,0.12,9.48
2016-09-20,16,12.0,,0.12,1.92
2016-09-21,32,12.0,,0.12,3.84
2016-09-22,33,12.0,,0.12,3.96
2016-09-23,17,12.0,,0.12,2.04
2016-09-24,19,12.0,,0.12,2.28
2016-09-25,0,12.0,,0.12,0.0
2016-09-26,0,12.0,,0.12,0.0
2016-09-27,64,12.0,,0.12,7.68
2016-09-28,48,12.0,,0.12,5.76
2016-09-29,48,12.0,,0.12,5.76
2016-09-30,17,12.0,,0.12,2.04
2016-10-01,0,10.0,False,0.1,0.0
2016-10-02,23,10.0,,0.1,2.3000000000000003
2016-10-03,39,10.0,,0.1,3.9000000000000004
2016-10-04,59,10.0,,0.1,5.9
2016-10-05,97,10.0,,0.1,9.700000000000001
2016-10-06,79,10.0,,0.1,7.9
2016-10-07,40,10.0,,0.1,4.0
2016-10-08,0,10.0,,0.1,0.0
2016-10-09,0,10.0,,0.1,0.0
2016-10-10,79,10.0,,0.1,7.9
2016-10-11,80,10.0,,0.1,8.0
2016-10-12,100,10.0,,0.1,10.0
2016-10-13,80,10.0,,0.1,8.0
2016-10-14,62,10.0,,0.1,6.2
2016-10-15,0,10.0,,0.1,0.0
2016-10-16,23,10.0,,0.1,2.3000000000000003
2016-10-17,20,10.0,,0.1,2.0
2016-10-18,20,10.0,,0.1,2.0
2016-10-19,40,10.0,,0.1,4.0
2016-10-20,20,10.0,,0.1,2.0
2016-10-21,20,10.0,,0.1,2.0
2016-10-22,0,10.0,,0.1,0.0
2016-10-23,0,10.0,,0.1,0.0
2016-10-24,39,10.0,,0.1,3.9000000000000004
2016-10-25,78,10.0,,0.1,7.800000000000001
2016-10-26,19,10.0,,0.1,1.9000000000000001
2016-10-27,20,10.0,,0.1,2.0
2016-10-28,21,10.0,,0.1,2.1
2016-10-29,24,10.0,,0.1,2.4000000000000004
2016-10-30,0,10.0,,0.1,0.0
2016-10-31,39,10.0,,0.1,3.9000000000000004
2016-11-01,29,12.0,False,0.12,3.48
2016-11-02,28,12.0,,0.12,3.36
2016-11-03,41,12.0,,0.12,4.92
2016-11-04,29,12.0,,0.12,3.48
2016-11-05,0,12.0,,0.12,0.0
2016-11-06,17,12.0,,0.12,2.04
2016-11-07,14,12.0,,0.12,1.68
2016-11-08,53,12.0,,0.12,6.359999999999999
2016-11-09,100,12.0,,0.12,12.0
2016-11-10,29,12.0,,0.12,3.48
2016-11-11,59,12.0,,0.12,7.08
2016-11-12,17,12.0,,0.12,2.04
2016-11-13,0,12.0,,0.12,0.0
2016-11-14,14,12.0,,0.12,1.68
2016-11-15,28,12.0,,0.12,3.36
2016-11-16,70,12.0,,0.12,8.4
2016-11-17,14,12.0,,0.12,1.68
2016-11-18,58,12.0,,0.12,6.96
2016-11-19,0,12.0,,0.12,0.0
2016-11-20,17,12.0,,0.12,2.04
2016-11-21,28,12.0,,0.12,3.36
2016-11-22,72,12.0,,0.12,8.64
2016-11-23,46,12.0,,0.12,5.52
2016-11-24,0,12.0,,0.12,0.0
2016-11-25,15,12.0,,0.12,1.7999999999999998
2016-11-26,0,12.0,,0.12,0.0
2016-11-27,16,12.0,,0.12,1.92
2016-11-28,64,12.0,,0.12,7.68
2016-11-29,52,12.0,,0.12,6.24
2016-11-30,40,12.0,,0.12,4.8
2016-12-01,17,7.0,False,0.07,1.1900000000000002
2016-12-02,34,7.0,,0.07,2.3800000000000003
2016-12-03,0,7.0,,0.07,0.0
2016-12-04,19,7.0,,0.07,1.33
2016-12-05,15,7.0,,0.07,1.05
2016-12-06,16,7.0,,0.07,1.12
2016-12-07,17,7.0,,0.07,1.1900000000000002
2016-12-08,100,7.0,,0.07,7.000000000000001
2016-12-09,35,7.0,,0.07,2.45
2016-12-10,0,7.0,,0.07,0.0
2016-12-11,39,7.0,,0.07,2.7300000000000004
2016-12-12,16,7.0,,0.07,1.12
2016-12-13,49,7.0,,0.07,3.43
2016-12-14,50,7.0,,0.07,3.5000000000000004
2016-12-15,17,7.0,,0.07,1.1900000000000002
2016-12-16,0,7.0,,0.07,0.0
2016-12-17,0,7.0,,0.07,0.0
2016-12-18,0,7.0,,0.07,0.0
2016-12-19,0,7.0,,0.07,0.0
2016-12-20,54,7.0,,0.07,3.7800000000000002
2016-12-21,18,7.0,,0.07,1.2600000000000002
2016-12-22,19,7.0,,0.07,1.33
2016-12-23,77,7.0,,0.07,5.390000000000001
2016-12-24,0,7.0,,0.07,0.0
2016-12-25,0,7.0,,0.07,0.0
2016-12-26,0,7.0,,0.07,0.0
2016-12-27,54,7.0,,0.07,3.7800000000000002
2016-12-28,56,7.0,,0.07,3.9200000000000004
2016-12-29,18,7.0,,0.07,1.2600000000000002
2016-12-30,0,7.0,,0.07,0.0
2016-12-31,20,7.0,,0.07,1.4000000000000001
2017-01-01,32,8.0,False,0.08,2.56
2017-01-02,28,8.0,,0.08,2.24
2017-01-03,51,8.0,,0.08,4.08
2017-01-04,26,8.0,,0.08,2.08
2017-01-05,0,8.0,,0.08,0.0
2017-01-06,26,8.0,,0.08,2.08
2017-01-07,60,8.0,,0.08,4.8
2017-01-08,0,8.0,,0.08,0.0
2017-01-09,100,8.0,,0.08,8.0
2017-01-10,25,8.0,,0.08,2.0
2017-01-11,0,8.0,,0.08,0.0
2017-01-12,77,8.0,,0.08,6.16
2017-01-13,0,8.0,,0.08,0.0
2017-01-14,0,8.0,,0.08,0.0
2017-01-15,0,8.0,,0.08,0.0
2017-01-16,78,8.0,,0.08,6.24
2017-01-17,50,8.0,,0.08,4.0
2017-01-18,49,8.0,,0.08,3.92
2017-01-19,50,8.0,,0.08,4.0
2017-01-20,74,8.0,,0.08,5.92
2017-01-21,0,8.0,,0.08,0.0
2017-01-22,0,8.0,,0.08,0.0
2017-01-23,71,8.0,,0.08,5.68
2017-01-24,25,8.0,,0.08,2.0
2017-01-25,74,8.0,,0.08,5.92
2017-01-26,25,8.0,,0.08,2.0
2017-01-27,77,8.0,,0.08,6.16
2017-01-28,59,8.0,,0.08,4.72
2017-01-29,30,8.0,,0.08,2.4
2017-01-30,73,8.0,,0.08,5.84
2017-01-31,74,8.0,,0.08,5.92
2017-02-01,33,8.0,False,0.08,2.64
2017-02-02,49,8.0,,0.08,3.92
2017-02-03,34,8.0,,0.08,2.72
2017-02-04,0,8.0,,0.08,0.0
2017-02-05,20,8.0,,0.08,1.6
2017-02-06,32,8.0,,0.08,2.56
2017-02-07,16,8.0,,0.08,1.28
2017-02-08,33,8.0,,0.08,2.64
2017-02-09,17,8.0,,0.08,1.36
2017-02-10,17,8.0,,0.08,1.36
2017-02-11,0,8.0,,0.08,0.0
2017-02-12,0,8.0,,0.08,0.0
2017-02-13,49,8.0,,0.08,3.92
2017-02-14,67,8.0,,0.08,5.36
2017-02-15,51,8.0,,0.08,4.08
2017-02-16,100,8.0,,0.08,8.0
2017-02-17,84,8.0,,0.08,6.72
2017-02-18,0,8.0,,0.08,0.0
2017-02-19,21,8.0,,0.08,1.68
2017-02-20,17,8.0,,0.08,1.36
2017-02-21,16,8.0,,0.08,1.28
2017-02-22,16,8.0,,0.08,1.28
2017-02-23,33,8.0,,0.08,2.64
2017-02-24,0,8.0,,0.08,0.0
2017-02-25,0,8.0,,0.08,0.0
2017-02-26,0,8.0,,0.08,0.0
2017-02-27,31,8.0,,0.08,2.48
2017-02-28,16,8.0,,0.08,1.28
2017-03-01,18,10.0,False,0.1,1.8
2017-03-02,57,10.0,,0.1,5.7
2017-03-03,100,10.0,,0.1,10.0
2017-03-04,24,10.0,,0.1,2.4000000000000004
2017-03-05,0,10.0,,0.1,0.0
2017-03-06,37,10.0,,0.1,3.7
2017-03-07,18,10.0,,0.1,1.8
2017-03-08,39,10.0,,0.1,3.9000000000000004
2017-03-09,97,10.0,,0.1,9.700000000000001
2017-03-10,20,10.0,,0.1,2.0
2017-03-11,23,10.0,,0.1,2.3000000000000003
2017-03-12,0,10.0,,0.1,0.0
2017-03-13,18,10.0,,0.1,1.8
2017-03-14,78,10.0,,0.1,7.800000000000001
2017-03-15,80,10.0,,0.1,8.0
2017-03-16,60,10.0,,0.1,6.0
2017-03-17,41,10.0,,0.1,4.1000000000000005
2017-03-18,71,10.0,,0.1,7.1000000000000005
2017-03-19,0,10.0,,0.1,0.0
2017-03-20,20,10.0,,0.1,2.0
2017-03-21,20,10.0,,0.1,2.0
2017-03-22,40,10.0,,0.1,4.0
2017-03-23,40,10.0,,0.1,4.0
2017-03-24,82,10.0,,0.1,8.200000000000001
2017-03-25,24,10.0,,0.1,2.4000000000000004
2017-03-26,24,10.0,,0.1,2.4000000000000004
2017-03-27,59,10.0,,0.1,5.9
2017-03-28,0,10.0,,0.1,0.0
2017-03-29,20,10.0,,0.1,2.0
2017-03-30,81,10.0,,0.1,8.1
2017-03-31,20,10.0,,0.1,2.0
2017-04-01,23,7.0,False,0.07,1.61
2017-04-02,0,7.0,,0.07,0.0
2017-04-03,38,7.0,,0.07,2.66
2017-04-04,39,7.0,,0.07,2.7300000000000004
2017-04-05,19,7.0,,0.07,1.33
2017-04-06,0,7.0,,0.07,0.0
2017-04-07,100,7.0,,0.07,7.000000000000001
2017-04-08,48,7.0,,0.07,3.3600000000000003
2017-04-09,24,7.0,,0.07,1.6800000000000002
2017-04-10,39,7.0,,0.07,2.7300000000000004
2017-04-11,20,7.0,,0.07,1.4000000000000001
2017-04-12,20,7.0,,0.07,1.4000000000000001
2017-04-13,100,7.0,,0.07,7.000000000000001
2017-04-14,21,7.0,,0.07,1.4700000000000002
2017-04-15,0,7.0,,0.07,0.0
2017-04-16,0,7.0,,0.07,0.0
2017-04-17,20,7.0,,0.07,1.4000000000000001
2017-04-18,19,7.0,,0.07,1.33
2017-04-19,39,7.0,,0.07,2.7300000000000004
2017-04-20,19,7.0,,0.07,1.33
2017-04-21,0,7.0,,0.07,0.0
2017-04-22,0,7.0,,0.07,0.0
2017-04-23,0,7.0,,0.07,0.0
2017-04-24,58,7.0,,0.07,4.0600000000000005
2017-04-25,38,7.0,,0.07,2.66
2017-04-26,76,7.0,,0.07,5.32
2017-04-27,19,7.0,,0.07,1.33
2017-04-28,20,7.0,,0.07,1.4000000000000001
2017-04-29,0,7.0,,0.07,0.0
2017-04-30,24,7.0,,0.07,1.6800000000000002
2017-05-01,89,7.0,False,0.07,6.23
2017-05-02,22,7.0,,0.07,1.54
2017-05-03,23,7.0,,0.07,1.61
2017-05-04,0,7.0,,0.07,0.0
2017-05-05,48,7.0,,0.07,3.3600000000000003
2017-05-06,0,7.0,,0.07,0.0
2017-05-07,0,7.0,,0.07,0.0
2017-05-08,46,7.0,,0.07,3.22
2017-05-09,46,7.0,,0.07,3.22
2017-05-10,23,7.0,,0.07,1.61
2017-05-11,47,7.0,,0.07,3.2900000000000005
2017-05-12,49,7.0,,0.07,3.43
2017-05-13,58,7.0,,0.07,4.0600000000000005
2017-05-14,0,7.0,,0.07,0.0
2017-05-15,0,7.0,,0.07,0.0
2017-05-16,0,7.0,,0.07,0.0
2017-05-17,49,7.0,,0.07,3.43
2017-05-18,99,7.0,,0.07,6.930000000000001
2017-05-19,76,7.0,,0.07,5.32
2017-05-20,0,7.0,,0.07,0.0
2017-05-21,0,7.0,,0.07,0.0
2017-05-22,25,7.0,,0.07,1.7500000000000002
2017-05-23,24,7.0,,0.07,1.6800000000000002
2017-05-24,50,7.0,,0.07,3.5000000000000004
2017-05-25,100,7.0,,0.07,7.000000000000001
2017-05-26,81,7.0,,0.07,5.670000000000001
2017-05-27,32,7.0,,0.07,2.24
2017-05-28,0,7.0,,0.07,0.0
2017-05-29,0,7.0,,0.07,0.0
2017-05-30,49,7.0,,0.07,3.43
2017-05-31,24,7.0,,0.07,1.6800000000000002
2017-06-01,24,8.0,False,0.08,1.92
2017-06-02,51,8.0,,0.08,4.08
2017-06-03,0,8.0,,0.08,0.0
2017-06-04,29,8.0,,0.08,2.32
2017-06-05,95,8.0,,0.08,7.6000000000000005
2017-06-06,23,8.0,,0.08,1.84
2017-06-07,0,8.0,,0.08,0.0
2017-06-08,72,8.0,,0.08,5.76
2017-06-09,0,8.0,,0.08,0.0
2017-06-10,58,8.0,,0.08,4.64
2017-06-11,0,8.0,,0.08,0.0
2017-06-12,48,8.0,,0.08,3.84
2017-06-13,23,8.0,,0.08,1.84
2017-06-14,47,8.0,,0.08,3.7600000000000002
2017-06-15,25,8.0,,0.08,2.0
2017-06-16,0,8.0,,0.08,0.0
2017-06-17,0,8.0,,0.08,0.0
2017-06-18,0,8.0,,0.08,0.0
2017-06-19,96,8.0,,0.08,7.68
2017-06-20,46,8.0,,0.08,3.68
2017-06-21,46,8.0,,0.08,3.68
2017-06-22,46,8.0,,0.08,3.68
2017-06-23,47,8.0,,0.08,3.7600000000000002
2017-06-24,0,8.0,,0.08,0.0
2017-06-25,59,8.0,,0.08,4.72
2017-06-26,0,8.0,,0.08,0.0
2017-06-27,100,8.0,,0.08,8.0
2017-06-28,77,8.0,,0.08,6.16
2017-06-29,77,8.0,,0.08,6.16
2017-06-30,26,8.0,,0.08,2.08
2017-07-01,24,9.0,False,0.09,2.16
2017-07-02,0,9.0,,0.09,0.0
2017-07-03,44,9.0,,0.09,3.96
2017-07-04,24,9.0,,0.09,2.16
2017-07-05,42,9.0,,0.09,3.78
2017-07-06,20,9.0,,0.09,1.7999999999999998
2017-07-07,20,9.0,,0.09,1.7999999999999998
2017-07-08,0,9.0,,0.09,0.0
2017-07-09,0,9.0,,0.09,0.0
2017-07-10,20,9.0,,0.09,1.7999999999999998
2017-07-11,20,9.0,,0.09,1.7999999999999998
2017-07-12,60,9.0,,0.09,5.3999999999999995
2017-07-13,80,9.0,,0.09,7.199999999999999
2017-07-14,20,9.0,,0.09,1.7999999999999998
2017-07-15,0,9.0,,0.09,0.0
2017-07-16,0,9.0,,0.09,0.0
2017-07-17,40,9.0,,0.09,3.5999999999999996
2017-07-18,60,9.0,,0.09,5.3999999999999995
2017-07-19,100,9.0,,0.09,9.0
2017-07-20,39,9.0,,0.09,3.51
2017-07-21,20,9.0,,0.09,1.7999999999999998
2017-07-22,0,9.0,,0.09,0.0
2017-07-23,0,9.0,,0.09,0.0
2017-07-24,79,9.0,,0.09,7.109999999999999
2017-07-25,59,9.0,,0.09,5.31
2017-07-26,39,9.0,,0.09,3.51
2017-07-27,79,9.0,,0.09,7.109999999999999
2017-07-28,40,9.0,,0.09,3.5999999999999996
2017-07-29,0,9.0,,0.09,0.0
2017-07-30,0,9.0,,0.09,0.0
2017-07-31,40,9.0,,0.09,3.5999999999999996
2017-08-01,100,11.0,False,0.11,11.0
2017-08-02,58,11.0,,0.11,6.38
2017-08-03,60,11.0,,0.11,6.6
2017-08-04,63,11.0,,0.11,6.93
2017-08-05,0,11.0,,0.11,0.0
2017-08-06,0,11.0,,0.11,0.0
2017-08-07,20,11.0,,0.11,2.2
2017-08-08,19,11.0,,0.11,2.09
2017-08-09,81,11.0,,0.11,8.91
2017-08-10,84,11.0,,0.11,9.24
2017-08-11,42,11.0,,0.11,4.62
2017-08-12,0,11.0,,0.11,0.0
2017-08-13,0,11.0,,0.11,0.0
2017-08-14,82,11.0,,0.11,9.02
2017-08-15,21,11.0,,0.11,2.31
2017-08-16,61,11.0,,0.11,6.71
2017-08-17,41,11.0,,0.11,4.51
2017-08-18,41,11.0,,0.11,4.51
2017-08-19,71,11.0,,0.11,7.81
2017-08-20,47,11.0,,0.11,5.17
2017-08-21,0,11.0,,0.11,0.0
2017-08-22,41,11.0,,0.11,4.51
2017-08-23,81,11.0,,0.11,8.91
2017-08-24,40,11.0,,0.11,4.4
2017-08-25,82,11.0,,0.11,9.02
2017-08-26,0,11.0,,0.11,0.0
2017-08-27,22,11.0,,0.11,2.42
2017-08-28,40,11.0,,0.11,4.4
2017-08-29,39,11.0,,0.11,4.29
2017-08-30,79,11.0,,0.11,8.69
2017-08-31,0,11.0,,0.11,0.0
2017-09-01,21,8.0,False,0.08,1.68
2017-09-02,0,8.0,,0.08,0.0
2017-09-03,0,8.0,,0.08,0.0
2017-09-04,0,8.0,,0.08,0.0
2017-09-05,19,8.0,,0.08,1.52
2017-09-06,38,8.0,,0.08,3.04
2017-09-07,97,8.0,,0.08,7.76
2017-09-08,39,8.0,,0.08,3.12
2017-09-09,0,8.0,,0.08,0.0
2017-09-10,0,8.0,,0.08,0.0
2017-09-11,97,8.0,,0.08,7.76
2017-09-12,0,8.0,,0.08,0.0
2017-09-13,39,8.0,,0.08,3.12
2017-09-14,100,8.0,,0.08,8.0
2017-09-15,40,8.0,,0.08,3.2
2017-09-16,24,8.0,,0.08,1.92
2017-09-17,0,8.0,,0.08,0.0
2017-09-18,19,8.0,,0.08,1.52
2017-09-19,20,8.0,,0.08,1.6
2017-09-20,19,8.0,,0.08,1.52
2017-09-21,20,8.0,,0.08,1.6
2017-09-22,41,8.0,,0.08,3.2800000000000002
2017-09-23,0,8.0,,0.08,0.0
2017-09-24,24,8.0,,0.08,1.92
2017-09-25,59,8.0,,0.08,4.72
2017-09-26,59,8.0,,0.08,4.72
2017-09-27,59,8.0,,0.08,4.72
2017-09-28,79,8.0,,0.08,6.32
2017-09-29,61,8.0,,0.08,4.88
2017-09-30,0,8.0,,0.08,0.0
2017-10-01,39,4.0,False,0.04,1.56
2017-10-02,63,4.0,,0.04,2.52
2017-10-03,32,4.0,,0.04,1.28
2017-10-04,65,4.0,,0.04,2.6
2017-10-05,0,4.0,,0.04,0.0
2017-10-06,33,4.0,,0.04,1.32
2017-10-07,0,4.0,,0.04,0.0
2017-10-08,0,4.0,,0.04,0.0
2017-10-09,32,4.0,,0.04,1.28
2017-10-10,32,4.0,,0.04,1.28
2017-10-11,0,4.0,,0.04,0.0
2017-10-12,0,4.0,,0.04,0.0
2017-10-13,100,4.0,,0.04,4.0
2017-10-14,0,4.0,,0.04,0.0
2017-10-15,0,4.0,,0.04,0.0
2017-10-16,0,4.0,,0.04,0.0
2017-10-17,33,4.0,,0.04,1.32
2017-10-18,32,4.0,,0.04,1.28
2017-10-19,0,4.0,,0.04,0.0
2017-10-20,0,4.0,,0.04,0.0
2017-10-21,0,4.0,,0.04,0.0
2017-10-22,0,4.0,,0.04,0.0
2017-10-23,32,4.0,,0.04,1.28
2017-10-24,32,4.0,,0.04,1.28
2017-10-25,97,4.0,,0.04,3.88
2017-10-26,65,4.0,,0.04,2.6
2017-10-27,34,4.0,,0.04,1.36
2017-10-28,0,4.0,,0.04,0.0
2017-10-29,0,4.0,,0.04,0.0
2017-10-30,64,4.0,,0.04,2.56
2017-10-31,33,4.0,,0.04,1.32
2017-11-01,0,7.0,False,0.07,0.0
2017-11-02,0,7.0,,0.07,0.0
2017-11-03,49,7.0,,0.07,3.43
2017-11-04,0,7.0,,0.07,0.0
2017-11-05,28,7.0,,0.07,1.9600000000000002
2017-11-06,71,7.0,,0.07,4.970000000000001
2017-11-07,24,7.0,,0.07,1.6800000000000002
2017-11-08,23,7.0,,0.07,1.61
2017-11-09,71,7.0,,0.07,4.970000000000001
2017-11-10,51,7.0,,0.07,3.5700000000000003
2017-11-11,0,7.0,,0.07,0.0
2017-11-12,0,7.0,,0.07,0.0
2017-11-13,70,7.0,,0.07,4.9
2017-11-14,70,7.0,,0.07,4.9
2017-11-15,95,7.0,,0.07,6.65
2017-11-16,47,7.0,,0.07,3.2900000000000005
2017-11-17,0,7.0,,0.07,0.0
2017-11-18,0,7.0,,0.07,0.0
2017-11-19,29,7.0,,0.07,2.0300000000000002
2017-11-20,0,7.0,,0.07,0.0
2017-11-21,100,7.0,,0.07,7.000000000000001
2017-11-22,0,7.0,,0.07,0.0
2017-11-23,29,7.0,,0.07,2.0300000000000002
2017-11-24,55,7.0,,0.07,3.8500000000000005
2017-11-25,28,7.0,,0.07,1.9600000000000002
2017-11-26,0,7.0,,0.07,0.0
2017-11-27,44,7.0,,0.07,3.08
2017-11-28,23,7.0,,0.07,1.61
2017-11-29,23,7.0,,0.07,1.61
2017-11-30,71,7.0,,0.07,4.970000000000001
2017-12-01,68,6.0,False,0.06,4.08
2017-12-02,27,6.0,,0.06,1.6199999999999999
2017-12-03,27,6.0,,0.06,1.6199999999999999
2017-12-04,44,6.0,,0.06,2.6399999999999997
2017-12-05,22,6.0,,0.06,1.3199999999999998
2017-12-06,22,6.0,,0.06,1.3199999999999998
2017-12-07,45,6.0,,0.06,2.6999999999999997
2017-12-08,46,6.0,,0.06,2.76
2017-12-09,0,6.0,,0.06,0.0
2017-12-10,0,6.0,,0.06,0.0
2017-12-11,22,6.0,,0.06,1.3199999999999998
2017-12-12,22,6.0,,0.06,1.3199999999999998
2017-12-13,22,6.0,,0.06,1.3199999999999998
2017-12-14,46,6.0,,0.06,2.76
2017-12-15,48,6.0,,0.06,2.88
2017-12-16,0,6.0,,0.06,0.0
2017-12-17,28,6.0,,0.06,1.68
2017-12-18,23,6.0,,0.06,1.38
2017-12-19,24,6.0,,0.06,1.44
2017-12-20,49,6.0,,0.06,2.94
2017-12-21,100,6.0,,0.06,6.0
2017-12-22,26,6.0,,0.06,1.56
2017-12-23,0,6.0,,0.06,0.0
2017-12-24,30,6.0,,0.06,1.7999999999999998
2017-12-25,0,6.0,,0.06,0.0
2017-12-26,0,6.0,,0.06,0.0
2017-12-27,51,6.0,,0.06,3.06
2017-12-28,77,6.0,,0.06,4.62
2017-12-29,51,6.0,,0.06,3.06
