date,BA_unscaled,BA_monthly,isPartial,scale,BA
2021-03-02,83,63.0,,0.63,52.29
2021-03-03,82,63.0,,0.63,51.660000000000004
2021-03-04,76,63.0,,0.63,47.88
2021-03-05,80,63.0,,0.63,50.4
2021-03-06,70,63.0,,0.63,44.1
2021-03-07,62,63.0,,0.63,39.06
2021-03-08,81,63.0,,0.63,51.03
2021-03-09,79,63.0,,0.63,49.77
2021-03-10,94,63.0,,0.63,59.22
2021-03-11,95,63.0,,0.63,59.85
2021-03-12,100,63.0,,0.63,63.0
2021-03-13,58,63.0,,0.63,36.54
2021-03-14,65,63.0,,0.63,40.95
2021-03-15,90,63.0,,0.63,56.7
2021-03-16,79,63.0,,0.63,49.77
2021-03-17,83,63.0,,0.63,52.29
2021-03-18,81,63.0,,0.63,51.03
2021-03-19,82,63.0,,0.63,51.660000000000004
2021-03-20,57,63.0,,0.63,35.910000000000004
2021-03-21,56,63.0,,0.63,35.28
2021-03-22,80,63.0,,0.63,50.4
2021-03-23,73,63.0,,0.63,45.99
2021-03-24,73,63.0,,0.63,45.99
2021-03-25,87,63.0,,0.63,54.81
2021-03-26,79,63.0,,0.63,49.77
2021-03-27,69,63.0,,0.63,43.47
2021-03-28,59,63.0,,0.63,37.17
2021-03-29,86,63.0,,0.63,54.18
2021-03-30,85,63.0,,0.63,53.55
2021-03-31,78,63.0,,0.63,49.14
2021-04-01,93,57.0,False,0.57,53.01
2021-04-02,83,57.0,,0.57,47.309999999999995
2021-04-03,63,57.0,,0.57,35.91
2021-04-04,66,57.0,,0.57,37.62
2021-04-05,90,57.0,,0.57,51.3
2021-04-06,87,57.0,,0.57,49.589999999999996
2021-04-07,94,57.0,,0.57,53.58
2021-04-08,82,57.0,,0.57,46.739999999999995
2021-04-09,75,57.0,,0.57,42.74999999999999
2021-04-10,70,57.0,,0.57,39.9
2021-04-11,67,57.0,,0.57,38.19
2021-04-12,90,57.0,,0.57,51.3
2021-04-13,94,57.0,,0.57,53.58
2021-04-14,92,57.0,,0.57,52.44
2021-04-15,84,57.0,,0.57,47.879999999999995
2021-04-16,86,57.0,,0.57,49.019999999999996
2021-04-17,64,57.0,,0.57,36.48
2021-04-18,60,57.0,,0.57,34.199999999999996
2021-04-19,83,57.0,,0.57,47.309999999999995
2021-04-20,97,57.0,,0.57,55.28999999999999
2021-04-21,90,57.0,,0.57,51.3
2021-04-22,85,57.0,,0.57,48.449999999999996
2021-04-23,89,57.0,,0.57,50.73
2021-04-24,71,57.0,,0.57,40.47
2021-04-25,65,57.0,,0.57,37.05
2021-04-26,92,57.0,,0.57,52.44
2021-04-27,95,57.0,,0.57,54.15
2021-04-28,100,57.0,,0.57,56.99999999999999
2021-04-29,84,57.0,,0.57,47.879999999999995
2021-04-30,81,57.0,,0.57,46.169999999999995
2021-05-01,69,55.0,False,0.55,37.95
2021-05-02,65,55.0,,0.55,35.75
2021-05-03,92,55.0,,0.55,50.6
2021-05-04,92,55.0,,0.55,50.6
2021-05-05,90,55.0,,0.55,49.50000000000001
2021-05-06,91,55.0,,0.55,50.050000000000004
2021-05-07,89,55.0,,0.55,48.95
2021-05-08,80,55.0,,0.55,44.0
2021-05-09,69,55.0,,0.55,37.95
2021-05-10,88,55.0,,0.55,48.400000000000006
2021-05-11,89,55.0,,0.55,48.95
2021-05-12,92,55.0,,0.55,50.6
2021-05-13,97,55.0,,0.55,53.35
2021-05-14,84,55.0,,0.55,46.2
2021-05-15,70,55.0,,0.55,38.5
2021-05-16,66,55.0,,0.55,36.300000000000004
2021-05-17,80,55.0,,0.55,44.0
2021-05-18,90,55.0,,0.55,49.50000000000001
2021-05-19,93,55.0,,0.55,51.150000000000006
2021-05-20,100,55.0,,0.55,55.00000000000001
2021-05-21,98,55.0,,0.55,53.900000000000006
2021-05-22,83,55.0,,0.55,45.650000000000006
2021-05-23,82,55.0,,0.55,45.1
2021-05-24,97,55.0,,0.55,53.35
2021-05-25,100,55.0,,0.55,55.00000000000001
2021-05-26,93,55.0,,0.55,51.150000000000006
2021-05-27,99,55.0,,0.55,54.45
2021-05-28,95,55.0,,0.55,52.25000000000001
2021-05-29,71,55.0,,0.55,39.050000000000004
2021-05-30,84,55.0,,0.55,46.2
2021-05-31,88,55.0,,0.55,48.400000000000006
2021-06-01,90,55.0,False,0.55,49.50000000000001
2021-06-02,100,55.0,,0.55,55.00000000000001
2021-06-03,83,55.0,,0.55,45.650000000000006
2021-06-04,89,55.0,,0.55,48.95
2021-06-05,71,55.0,,0.55,39.050000000000004
2021-06-06,68,55.0,,0.55,37.400000000000006
2021-06-07,78,55.0,,0.55,42.900000000000006
2021-06-08,87,55.0,,0.55,47.85
2021-06-09,73,55.0,,0.55,40.150000000000006
2021-06-10,88,55.0,,0.55,48.400000000000006
2021-06-11,94,55.0,,0.55,51.7
2021-06-12,70,55.0,,0.55,38.5
2021-06-13,72,55.0,,0.55,39.6
2021-06-14,75,55.0,,0.55,41.25
2021-06-15,84,55.0,,0.55,46.2
2021-06-16,81,55.0,,0.55,44.550000000000004
2021-06-17,83,55.0,,0.55,45.650000000000006
2021-06-18,87,55.0,,0.55,47.85
2021-06-19,70,55.0,,0.55,38.5
2021-06-20,70,55.0,,0.55,38.5
2021-06-21,82,55.0,,0.55,45.1
2021-06-22,82,55.0,,0.55,45.1
2021-06-23,93,55.0,,0.55,51.150000000000006
2021-06-24,85,55.0,,0.55,46.75000000000001
2021-06-25,78,55.0,,0.55,42.900000000000006
2021-06-26,75,55.0,,0.55,41.25
2021-06-27,66,55.0,,0.55,36.300000000000004
2021-06-28,86,55.0,,0.55,47.300000000000004
2021-06-29,90,55.0,,0.55,49.50000000000001
2021-06-30,84,55.0,,0.55,46.2
2021-07-01,80,54.0,False,0.54,43.2
2021-07-02,82,54.0,,0.54,44.28
2021-07-03,59,54.0,,0.54,31.860000000000003
2021-07-04,70,54.0,,0.54,37.800000000000004
2021-07-05,67,54.0,,0.54,36.18
2021-07-06,76,54.0,,0.54,41.040000000000006
2021-07-07,80,54.0,,0.54,43.2
2021-07-08,79,54.0,,0.54,42.660000000000004
2021-07-09,84,54.0,,0.54,45.36
2021-07-10,64,54.0,,0.54,34.56
2021-07-11,65,54.0,,0.54,35.1
2021-07-12,79,54.0,,0.54,42.660000000000004
2021-07-13,90,54.0,,0.54,48.6
2021-07-14,84,54.0,,0.54,45.36
2021-07-15,77,54.0,,0.54,41.580000000000005
2021-07-16,78,54.0,,0.54,42.120000000000005
2021-07-17,71,54.0,,0.54,38.34
2021-07-18,74,54.0,,0.54,39.96
2021-07-19,91,54.0,,0.54,49.14
2021-07-20,91,54.0,,0.54,49.14
2021-07-21,87,54.0,,0.54,46.980000000000004
2021-07-22,79,54.0,,0.54,42.660000000000004
2021-07-23,74,54.0,,0.54,39.96
2021-07-24,65,54.0,,0.54,35.1
2021-07-25,68,54.0,,0.54,36.72
2021-07-26,77,54.0,,0.54,41.580000000000005
2021-07-27,85,54.0,,0.54,45.900000000000006
2021-07-28,100,54.0,,0.54,54.0
2021-07-29,80,54.0,,0.54,43.2
2021-07-30,83,54.0,,0.54,44.82
2021-07-31,74,54.0,,0.54,39.96
2021-08-01,72,54.0,False,0.54,38.88
2021-08-02,96,54.0,,0.54,51.84
2021-08-03,92,54.0,,0.54,49.68000000000001
2021-08-04,96,54.0,,0.54,51.84
2021-08-05,92,54.0,,0.54,49.68000000000001
2021-08-06,87,54.0,,0.54,46.980000000000004
2021-08-07,77,54.0,,0.54,41.580000000000005
2021-08-08,79,54.0,,0.54,42.660000000000004
2021-08-09,85,54.0,,0.54,45.900000000000006
2021-08-10,97,54.0,,0.54,52.38
2021-08-11,92,54.0,,0.54,49.68000000000001
2021-08-12,88,54.0,,0.54,47.52
2021-08-13,98,54.0,,0.54,52.92
2021-08-14,79,54.0,,0.54,42.660000000000004
2021-08-15,68,54.0,,0.54,36.72
2021-08-16,95,54.0,,0.54,51.300000000000004
2021-08-17,97,54.0,,0.54,52.38
2021-08-18,96,54.0,,0.54,51.84
2021-08-19,96,54.0,,0.54,51.84
2021-08-20,94,54.0,,0.54,50.760000000000005
2021-08-21,79,54.0,,0.54,42.660000000000004
2021-08-22,75,54.0,,0.54,40.5
2021-08-23,88,54.0,,0.54,47.52
2021-08-24,100,54.0,,0.54,54.0
2021-08-25,93,54.0,,0.54,50.220000000000006
2021-08-26,92,54.0,,0.54,49.68000000000001
2021-08-27,95,54.0,,0.54,51.300000000000004
2021-08-28,76,54.0,,0.54,41.040000000000006
2021-08-29,73,54.0,,0.54,39.42
2021-08-30,90,54.0,,0.54,48.6
2021-08-31,97,54.0,,0.54,52.38
2021-09-01,84,52.0,False,0.52,43.68
2021-09-02,88,52.0,,0.52,45.760000000000005
2021-09-03,93,52.0,,0.52,48.36
2021-09-04,74,52.0,,0.52,38.480000000000004
2021-09-05,71,52.0,,0.52,36.92
2021-09-06,74,52.0,,0.52,38.480000000000004
2021-09-07,90,52.0,,0.52,46.800000000000004
2021-09-08,98,52.0,,0.52,50.96
2021-09-09,92,52.0,,0.52,47.84
2021-09-10,87,52.0,,0.52,45.24
2021-09-11,72,52.0,,0.52,37.44
2021-09-12,71,52.0,,0.52,36.92
2021-09-13,93,52.0,,0.52,48.36
2021-09-14,88,52.0,,0.52,45.760000000000005
2021-09-15,87,52.0,,0.52,45.24
2021-09-16,96,52.0,,0.52,49.92
2021-09-17,84,52.0,,0.52,43.68
2021-09-18,73,52.0,,0.52,37.96
2021-09-19,64,52.0,,0.52,33.28
2021-09-20,87,52.0,,0.52,45.24
2021-09-21,87,52.0,,0.52,45.24
2021-09-22,100,52.0,,0.52,52.0
2021-09-23,89,52.0,,0.52,46.28
2021-09-24,82,52.0,,0.52,42.64
2021-09-25,71,52.0,,0.52,36.92
2021-09-26,73,52.0,,0.52,37.96
2021-09-27,86,52.0,,0.52,44.72
2021-09-28,87,52.0,,0.52,45.24
2021-09-29,96,52.0,,0.52,49.92
2021-09-30,94,52.0,,0.52,48.88
2021-10-01,82,54.0,False,0.54,44.28
2021-10-02,72,54.0,,0.54,38.88
2021-10-03,71,54.0,,0.54,38.34
2021-10-04,83,54.0,,0.54,44.82
2021-10-05,78,54.0,,0.54,42.120000000000005
2021-10-06,84,54.0,,0.54,45.36
2021-10-07,79,54.0,,0.54,42.660000000000004
2021-10-08,83,54.0,,0.54,44.82
2021-10-09,66,54.0,,0.54,35.64
2021-10-10,67,54.0,,0.54,36.18
2021-10-11,84,54.0,,0.54,45.36
2021-10-12,88,54.0,,0.54,47.52
2021-10-13,100,54.0,,0.54,54.0
2021-10-14,92,54.0,,0.54,49.68000000000001
2021-10-15,94,54.0,,0.54,50.760000000000005
2021-10-16,72,54.0,,0.54,38.88
2021-10-17,75,54.0,,0.54,40.5
2021-10-18,76,54.0,,0.54,41.040000000000006
2021-10-19,87,54.0,,0.54,46.980000000000004
2021-10-20,81,54.0,,0.54,43.74
2021-10-21,88,54.0,,0.54,47.52
2021-10-22,80,54.0,,0.54,43.2
2021-10-23,80,54.0,,0.54,43.2
2021-10-24,66,54.0,,0.54,35.64
2021-10-25,85,54.0,,0.54,45.900000000000006
2021-10-26,87,54.0,,0.54,46.980000000000004
2021-10-27,95,54.0,,0.54,51.300000000000004
2021-10-28,90,54.0,,0.54,48.6
2021-10-29,91,54.0,,0.54,49.14
2021-10-30,70,54.0,,0.54,37.800000000000004
2021-10-31,76,54.0,,0.54,41.040000000000006
2021-11-01,81,58.0,False,0.58,46.98
2021-11-02,83,58.0,,0.58,48.13999999999999
2021-11-03,83,58.0,,0.58,48.13999999999999
2021-11-04,86,58.0,,0.58,49.879999999999995
2021-11-05,86,58.0,,0.58,49.879999999999995
2021-11-06,74,58.0,,0.58,42.919999999999995
2021-11-07,66,58.0,,0.58,38.279999999999994
2021-11-08,88,58.0,,0.58,51.04
2021-11-09,86,58.0,,0.58,49.879999999999995
2021-11-10,89,58.0,,0.58,51.62
2021-11-11,86,58.0,,0.58,49.879999999999995
2021-11-12,84,58.0,,0.58,48.72
2021-11-13,78,58.0,,0.58,45.239999999999995
2021-11-14,67,58.0,,0.58,38.86
2021-11-15,100,58.0,,0.58,57.99999999999999
2021-11-16,95,58.0,,0.58,55.099999999999994
2021-11-17,86,58.0,,0.58,49.879999999999995
2021-11-18,80,58.0,,0.58,46.4
2021-11-19,89,58.0,,0.58,51.62
2021-11-20,67,58.0,,0.58,38.86
2021-11-21,69,58.0,,0.58,40.019999999999996
2021-11-22,94,58.0,,0.58,54.519999999999996
2021-11-23,82,58.0,,0.58,47.559999999999995
2021-11-24,82,58.0,,0.58,47.559999999999995
2021-11-25,69,58.0,,0.58,40.019999999999996
2021-11-26,86,58.0,,0.58,49.879999999999995
2021-11-27,70,58.0,,0.58,40.599999999999994
2021-11-28,64,58.0,,0.58,37.12
2021-11-29,84,58.0,,0.58,48.72
2021-11-30,88,58.0,,0.58,51.04
2021-12-01,96,58.0,False,0.58,55.67999999999999
2021-12-02,98,58.0,,0.58,56.839999999999996
2021-12-03,93,58.0,,0.58,53.94
2021-12-04,85,58.0,,0.58,49.3
2021-12-05,77,58.0,,0.58,44.66
2021-12-06,90,58.0,,0.58,52.199999999999996
2021-12-07,91,58.0,,0.58,52.779999999999994
2021-12-08,96,58.0,,0.58,55.67999999999999
2021-12-09,97,58.0,,0.58,56.26
2021-12-10,89,58.0,,0.58,51.62
2021-12-11,75,58.0,,0.58,43.5
2021-12-12,72,58.0,,0.58,41.76
2021-12-13,90,58.0,,0.58,52.199999999999996
2021-12-14,94,58.0,,0.58,54.519999999999996
2021-12-15,89,58.0,,0.58,51.62
2021-12-16,100,58.0,,0.58,57.99999999999999
2021-12-17,77,58.0,,0.58,44.66
2021-12-18,76,58.0,,0.58,44.08
2021-12-19,78,58.0,,0.58,45.239999999999995
2021-12-20,93,58.0,,0.58,53.94
2021-12-21,86,58.0,,0.58,49.879999999999995
2021-12-22,96,58.0,,0.58,55.67999999999999
2021-12-23,91,58.0,,0.58,52.779999999999994
2021-12-24,72,58.0,,0.58,41.76
2021-12-25,73,58.0,,0.58,42.339999999999996
2021-12-26,81,58.0,,0.58,46.98
2021-12-27,87,58.0,,0.58,50.459999999999994
2021-12-28,89,58.0,,0.58,51.62
2021-12-29,83,58.0,,0.58,48.13999999999999
2021-12-30,83,58.0,,0.58,48.13999999999999
2021-12-31,80,58.0,,0.58,46.4
