date,ULTA_unscaled,ULTA_monthly,isPartial,scale,ULTA
2021-04-15,66,55.0,,0.55,36.300000000000004
2021-04-16,78,55.0,,0.55,42.900000000000006
2021-04-17,90,55.0,,0.55,49.50000000000001
2021-04-18,87,55.0,,0.55,47.85
2021-04-19,60,55.0,,0.55,33.0
2021-04-20,63,55.0,,0.55,34.650000000000006
2021-04-21,62,55.0,,0.55,34.1
2021-04-22,62,55.0,,0.55,34.1
2021-04-23,67,55.0,,0.55,36.85
2021-04-24,80,55.0,,0.55,44.0
2021-04-25,80,55.0,,0.55,44.0
2021-04-26,58,55.0,,0.55,31.900000000000002
2021-04-27,61,55.0,,0.55,33.550000000000004
2021-04-28,56,55.0,,0.55,30.800000000000004
2021-04-29,59,55.0,,0.55,32.45
2021-04-30,66,55.0,,0.55,36.300000000000004
2021-05-01,88,57.0,False,0.57,50.16
2021-05-02,88,57.0,,0.57,50.16
2021-05-03,67,57.0,,0.57,38.19
2021-05-04,68,57.0,,0.57,38.76
2021-05-05,67,57.0,,0.57,38.19
2021-05-06,73,57.0,,0.57,41.61
2021-05-07,85,57.0,,0.57,48.449999999999996
2021-05-08,100,57.0,,0.57,56.99999999999999
2021-05-09,94,57.0,,0.57,53.58
2021-05-10,70,57.0,,0.57,39.9
2021-05-11,69,57.0,,0.57,39.33
2021-05-12,69,57.0,,0.57,39.33
2021-05-13,70,57.0,,0.57,39.9
2021-05-14,78,57.0,,0.57,44.459999999999994
2021-05-15,96,57.0,,0.57,54.72
2021-05-16,85,57.0,,0.57,48.449999999999996
2021-05-17,69,57.0,,0.57,39.33
2021-05-18,69,57.0,,0.57,39.33
2021-05-19,66,57.0,,0.57,37.62
2021-05-20,72,57.0,,0.57,41.04
2021-05-21,76,57.0,,0.57,43.31999999999999
2021-05-22,89,57.0,,0.57,50.73
2021-05-23,82,57.0,,0.57,46.739999999999995
2021-05-24,67,57.0,,0.57,38.19
2021-05-25,70,57.0,,0.57,39.9
2021-05-26,70,57.0,,0.57,39.9
2021-05-27,72,57.0,,0.57,41.04
2021-05-28,84,57.0,,0.57,47.879999999999995
2021-05-29,92,57.0,,0.57,52.44
2021-05-30,90,57.0,,0.57,51.3
2021-05-31,91,57.0,,0.57,51.87
2021-06-01,76,52.0,False,0.52,39.52
2021-06-02,79,52.0,,0.52,41.08
2021-06-03,80,52.0,,0.52,41.6
2021-06-04,89,52.0,,0.52,46.28
2021-06-05,95,52.0,,0.52,49.4
2021-06-06,93,52.0,,0.52,48.36
2021-06-07,74,52.0,,0.52,38.480000000000004
2021-06-08,73,52.0,,0.52,37.96
2021-06-09,78,52.0,,0.52,40.56
2021-06-10,81,52.0,,0.52,42.120000000000005
2021-06-11,86,52.0,,0.52,44.72
2021-06-12,88,52.0,,0.52,45.760000000000005
2021-06-13,88,52.0,,0.52,45.760000000000005
2021-06-14,73,52.0,,0.52,37.96
2021-06-15,74,52.0,,0.52,38.480000000000004
2021-06-16,83,52.0,,0.52,43.160000000000004
2021-06-17,78,52.0,,0.52,40.56
2021-06-18,90,52.0,,0.52,46.800000000000004
2021-06-19,95,52.0,,0.52,49.4
2021-06-20,85,52.0,,0.52,44.2
2021-06-21,76,52.0,,0.52,39.52
2021-06-22,82,52.0,,0.52,42.64
2021-06-23,80,52.0,,0.52,41.6
2021-06-24,84,52.0,,0.52,43.68
2021-06-25,88,52.0,,0.52,45.760000000000005
2021-06-26,93,52.0,,0.52,48.36
2021-06-27,100,52.0,,0.52,52.0
2021-06-28,82,52.0,,0.52,42.64
2021-06-29,83,52.0,,0.52,43.160000000000004
2021-06-30,87,52.0,,0.52,45.24
2021-07-01,87,53.0,False,0.53,46.11
2021-07-02,98,53.0,,0.53,51.940000000000005
2021-07-03,97,53.0,,0.53,51.410000000000004
2021-07-04,96,53.0,,0.53,50.88
2021-07-05,83,53.0,,0.53,43.99
2021-07-06,79,53.0,,0.53,41.870000000000005
2021-07-07,78,53.0,,0.53,41.34
2021-07-08,89,53.0,,0.53,47.17
2021-07-09,88,53.0,,0.53,46.64
2021-07-10,96,53.0,,0.53,50.88
2021-07-11,91,53.0,,0.53,48.230000000000004
2021-07-12,79,53.0,,0.53,41.870000000000005
2021-07-13,81,53.0,,0.53,42.93
2021-07-14,81,53.0,,0.53,42.93
2021-07-15,87,53.0,,0.53,46.11
2021-07-16,97,53.0,,0.53,51.410000000000004
2021-07-17,100,53.0,,0.53,53.0
2021-07-18,95,53.0,,0.53,50.35
2021-07-19,75,53.0,,0.53,39.75
2021-07-20,73,53.0,,0.53,38.690000000000005
2021-07-21,79,53.0,,0.53,41.870000000000005
2021-07-22,87,53.0,,0.53,46.11
2021-07-23,86,53.0,,0.53,45.580000000000005
2021-07-24,93,53.0,,0.53,49.29
2021-07-25,91,53.0,,0.53,48.230000000000004
2021-07-26,78,53.0,,0.53,41.34
2021-07-27,84,53.0,,0.53,44.52
2021-07-28,84,53.0,,0.53,44.52
2021-07-29,89,53.0,,0.53,47.17
2021-07-30,86,53.0,,0.53,45.580000000000005
2021-07-31,96,53.0,,0.53,50.88
2021-08-01,96,53.0,False,0.53,50.88
2021-08-02,76,53.0,,0.53,40.28
2021-08-03,72,53.0,,0.53,38.160000000000004
2021-08-04,79,53.0,,0.53,41.870000000000005
2021-08-05,80,53.0,,0.53,42.400000000000006
2021-08-06,76,53.0,,0.53,40.28
2021-08-07,87,53.0,,0.53,46.11
2021-08-08,87,53.0,,0.53,46.11
2021-08-09,63,53.0,,0.53,33.39
2021-08-10,65,53.0,,0.53,34.45
2021-08-11,70,53.0,,0.53,37.1
2021-08-12,73,53.0,,0.53,38.690000000000005
2021-08-13,79,53.0,,0.53,41.870000000000005
2021-08-14,86,53.0,,0.53,45.580000000000005
2021-08-15,95,53.0,,0.53,50.35
2021-08-16,75,53.0,,0.53,39.75
2021-08-17,72,53.0,,0.53,38.160000000000004
2021-08-18,70,53.0,,0.53,37.1
2021-08-19,72,53.0,,0.53,38.160000000000004
2021-08-20,79,53.0,,0.53,41.870000000000005
2021-08-21,84,53.0,,0.53,44.52
2021-08-22,84,53.0,,0.53,44.52
2021-08-23,65,53.0,,0.53,34.45
2021-08-24,72,53.0,,0.53,38.160000000000004
2021-08-25,73,53.0,,0.53,38.690000000000005
2021-08-26,81,53.0,,0.53,42.93
2021-08-27,77,53.0,,0.53,40.81
2021-08-28,99,53.0,,0.53,52.470000000000006
2021-08-29,100,53.0,,0.53,53.0
2021-08-30,71,53.0,,0.53,37.63
2021-08-31,76,53.0,,0.53,40.28
2021-09-01,82,53.0,False,0.53,43.46
2021-09-02,78,53.0,,0.53,41.34
2021-09-03,83,53.0,,0.53,43.99
2021-09-04,100,53.0,,0.53,53.0
2021-09-05,91,53.0,,0.53,48.230000000000004
2021-09-06,93,53.0,,0.53,49.29
2021-09-07,73,53.0,,0.53,38.690000000000005
2021-09-08,74,53.0,,0.53,39.22
2021-09-09,72,53.0,,0.53,38.160000000000004
2021-09-10,78,53.0,,0.53,41.34
2021-09-11,94,53.0,,0.53,49.82
2021-09-12,88,53.0,,0.53,46.64
2021-09-13,67,53.0,,0.53,35.510000000000005
2021-09-14,68,53.0,,0.53,36.04
2021-09-15,72,53.0,,0.53,38.160000000000004
2021-09-16,75,53.0,,0.53,39.75
2021-09-17,84,53.0,,0.53,44.52
2021-09-18,91,53.0,,0.53,48.230000000000004
2021-09-19,83,53.0,,0.53,43.99
2021-09-20,59,53.0,,0.53,31.270000000000003
2021-09-21,63,53.0,,0.53,33.39
2021-09-22,65,53.0,,0.53,34.45
2021-09-23,69,53.0,,0.53,36.57
2021-09-24,72,53.0,,0.53,38.160000000000004
2021-09-25,85,53.0,,0.53,45.050000000000004
2021-09-26,84,53.0,,0.53,44.52
2021-09-27,64,53.0,,0.53,33.92
2021-09-28,68,53.0,,0.53,36.04
2021-09-29,65,53.0,,0.53,34.45
2021-09-30,70,53.0,,0.53,37.1
2021-10-01,83,54.0,False,0.54,44.82
2021-10-02,91,54.0,,0.54,49.14
2021-10-03,83,54.0,,0.54,44.82
2021-10-04,71,54.0,,0.54,38.34
2021-10-05,74,54.0,,0.54,39.96
2021-10-06,70,54.0,,0.54,37.800000000000004
2021-10-07,76,54.0,,0.54,41.040000000000006
2021-10-08,83,54.0,,0.54,44.82
2021-10-09,100,54.0,,0.54,54.0
2021-10-10,90,54.0,,0.54,48.6
2021-10-11,77,54.0,,0.54,41.580000000000005
2021-10-12,70,54.0,,0.54,37.800000000000004
2021-10-13,75,54.0,,0.54,40.5
2021-10-14,71,54.0,,0.54,38.34
2021-10-15,82,54.0,,0.54,44.28
2021-10-16,96,54.0,,0.54,51.84
2021-10-17,87,54.0,,0.54,46.980000000000004
2021-10-18,69,54.0,,0.54,37.260000000000005
2021-10-19,78,54.0,,0.54,42.120000000000005
2021-10-20,73,54.0,,0.54,39.42
2021-10-21,73,54.0,,0.54,39.42
2021-10-22,79,54.0,,0.54,42.660000000000004
2021-10-23,93,54.0,,0.54,50.220000000000006
2021-10-24,85,54.0,,0.54,45.900000000000006
2021-10-25,62,54.0,,0.54,33.480000000000004
2021-10-26,68,54.0,,0.54,36.72
2021-10-27,67,54.0,,0.54,36.18
2021-10-28,72,54.0,,0.54,38.88
2021-10-29,81,54.0,,0.54,43.74
2021-10-30,90,54.0,,0.54,48.6
2021-10-31,80,54.0,,0.54,43.2
2021-11-01,24,78.0,False,0.78,18.72
2021-11-02,25,78.0,,0.78,19.5
2021-11-03,26,78.0,,0.78,20.28
2021-11-04,28,78.0,,0.78,21.84
2021-11-05,32,78.0,,0.78,24.96
2021-11-06,38,78.0,,0.78,29.64
2021-11-07,37,78.0,,0.78,28.86
2021-11-08,28,78.0,,0.78,21.84
2021-11-09,35,78.0,,0.78,27.3
2021-11-10,31,78.0,,0.78,24.18
2021-11-11,35,78.0,,0.78,27.3
2021-11-12,34,78.0,,0.78,26.52
2021-11-13,39,78.0,,0.78,30.42
2021-11-14,42,78.0,,0.78,32.76
2021-11-15,34,78.0,,0.78,26.52
2021-11-16,35,78.0,,0.78,27.3
2021-11-17,34,78.0,,0.78,26.52
2021-11-18,33,78.0,,0.78,25.740000000000002
2021-11-19,34,78.0,,0.78,26.52
2021-11-20,45,78.0,,0.78,35.1
2021-11-21,60,78.0,,0.78,46.800000000000004
2021-11-22,42,78.0,,0.78,32.76
2021-11-23,45,78.0,,0.78,35.1
2021-11-24,47,78.0,,0.78,36.660000000000004
2021-11-25,51,78.0,,0.78,39.78
2021-11-26,100,78.0,,0.78,78.0
2021-11-27,66,78.0,,0.78,51.480000000000004
2021-11-28,51,78.0,,0.78,39.78
2021-11-29,56,78.0,,0.78,43.68
2021-11-30,47,78.0,,0.78,36.660000000000004
2021-12-01,48,92.0,False,0.92,44.160000000000004
2021-12-02,51,92.0,,0.92,46.92
2021-12-03,57,92.0,,0.92,52.440000000000005
2021-12-04,67,92.0,,0.92,61.64
2021-12-05,65,92.0,,0.92,59.800000000000004
2021-12-06,50,92.0,,0.92,46.0
2021-12-07,51,92.0,,0.92,46.92
2021-12-08,50,92.0,,0.92,46.0
2021-12-09,54,92.0,,0.92,49.68
2021-12-10,61,92.0,,0.92,56.120000000000005
2021-12-11,73,92.0,,0.92,67.16
2021-12-12,74,92.0,,0.92,68.08
2021-12-13,59,92.0,,0.92,54.28
2021-12-14,59,92.0,,0.92,54.28
2021-12-15,59,92.0,,0.92,54.28
2021-12-16,63,92.0,,0.92,57.96
2021-12-17,67,92.0,,0.92,61.64
2021-12-18,84,92.0,,0.92,77.28
2021-12-19,85,92.0,,0.92,78.2
2021-12-20,73,92.0,,0.92,67.16
2021-12-21,76,92.0,,0.92,69.92
2021-12-22,79,92.0,,0.92,72.68
2021-12-23,90,92.0,,0.92,82.8
2021-12-24,100,92.0,,0.92,92.0
2021-12-25,49,92.0,,0.92,45.080000000000005
2021-12-26,82,92.0,,0.92,75.44
2021-12-27,69,92.0,,0.92,63.480000000000004
2021-12-28,59,92.0,,0.92,54.28
2021-12-29,54,92.0,,0.92,49.68
2021-12-30,59,92.0,,0.92,54.28
2021-12-31,66,92.0,,0.92,60.720000000000006
