date,IT_unscaled,IT_monthly,isPartial,scale,IT
2021-04-25,94,92.0,,0.92,86.48
2021-04-26,97,92.0,,0.92,89.24000000000001
2021-04-27,100,92.0,,0.92,92.0
2021-04-28,99,92.0,,0.92,91.08
2021-04-29,94,92.0,,0.92,86.48
2021-04-30,91,92.0,,0.92,83.72
2021-05-01,90,89.0,False,0.89,80.1
2021-05-02,93,89.0,,0.89,82.77
2021-05-03,99,89.0,,0.89,88.11
2021-05-04,96,89.0,,0.89,85.44
2021-05-05,97,89.0,,0.89,86.33
2021-05-06,94,89.0,,0.89,83.66
2021-05-07,96,89.0,,0.89,85.44
2021-05-08,88,89.0,,0.89,78.32000000000001
2021-05-09,90,89.0,,0.89,80.1
2021-05-10,94,89.0,,0.89,83.66
2021-05-11,99,89.0,,0.89,88.11
2021-05-12,95,89.0,,0.89,84.55
2021-05-13,96,89.0,,0.89,85.44
2021-05-14,93,89.0,,0.89,82.77
2021-05-15,93,89.0,,0.89,82.77
2021-05-16,92,89.0,,0.89,81.88
2021-05-17,100,89.0,,0.89,89.0
2021-05-18,98,89.0,,0.89,87.22
2021-05-19,94,89.0,,0.89,83.66
2021-05-20,95,89.0,,0.89,84.55
2021-05-21,97,89.0,,0.89,86.33
2021-05-22,92,89.0,,0.89,81.88
2021-05-23,93,89.0,,0.89,82.77
2021-05-24,98,89.0,,0.89,87.22
2021-05-25,96,89.0,,0.89,85.44
2021-05-26,95,89.0,,0.89,84.55
2021-05-27,95,89.0,,0.89,84.55
2021-05-28,90,89.0,,0.89,80.1
2021-05-29,92,89.0,,0.89,81.88
2021-05-30,94,89.0,,0.89,83.66
2021-05-31,91,89.0,,0.89,80.99
2021-06-01,95,91.0,False,0.91,86.45
2021-06-02,95,91.0,,0.91,86.45
2021-06-03,95,91.0,,0.91,86.45
2021-06-04,98,91.0,,0.91,89.18
2021-06-05,99,91.0,,0.91,90.09
2021-06-06,98,91.0,,0.91,89.18
2021-06-07,94,91.0,,0.91,85.54
2021-06-08,100,91.0,,0.91,91.0
2021-06-09,94,91.0,,0.91,85.54
2021-06-10,97,91.0,,0.91,88.27
2021-06-11,94,91.0,,0.91,85.54
2021-06-12,92,91.0,,0.91,83.72
2021-06-13,96,91.0,,0.91,87.36
2021-06-14,96,91.0,,0.91,87.36
2021-06-15,94,91.0,,0.91,85.54
2021-06-16,95,91.0,,0.91,86.45
2021-06-17,95,91.0,,0.91,86.45
2021-06-18,97,91.0,,0.91,88.27
2021-06-19,96,91.0,,0.91,87.36
2021-06-20,93,91.0,,0.91,84.63000000000001
2021-06-21,96,91.0,,0.91,87.36
2021-06-22,95,91.0,,0.91,86.45
2021-06-23,94,91.0,,0.91,85.54
2021-06-24,99,91.0,,0.91,90.09
2021-06-25,93,91.0,,0.91,84.63000000000001
2021-06-26,100,91.0,,0.91,91.0
2021-06-27,99,91.0,,0.91,90.09
2021-06-28,98,91.0,,0.91,89.18
2021-06-29,99,91.0,,0.91,90.09
2021-06-30,96,91.0,,0.91,87.36
2021-07-01,95,92.0,False,0.92,87.4
2021-07-02,95,92.0,,0.92,87.4
2021-07-03,96,92.0,,0.92,88.32000000000001
2021-07-04,95,92.0,,0.92,87.4
2021-07-05,97,92.0,,0.92,89.24000000000001
2021-07-06,96,92.0,,0.92,88.32000000000001
2021-07-07,95,92.0,,0.92,87.4
2021-07-08,97,92.0,,0.92,89.24000000000001
2021-07-09,100,92.0,,0.92,92.0
2021-07-10,97,92.0,,0.92,89.24000000000001
2021-07-11,99,92.0,,0.92,91.08
2021-07-12,97,92.0,,0.92,89.24000000000001
2021-07-13,100,92.0,,0.92,92.0
2021-07-14,97,92.0,,0.92,89.24000000000001
2021-07-15,96,92.0,,0.92,88.32000000000001
2021-07-16,96,92.0,,0.92,88.32000000000001
2021-07-17,95,92.0,,0.92,87.4
2021-07-18,99,92.0,,0.92,91.08
2021-07-19,99,92.0,,0.92,91.08
2021-07-20,96,92.0,,0.92,88.32000000000001
2021-07-21,96,92.0,,0.92,88.32000000000001
2021-07-22,98,92.0,,0.92,90.16000000000001
2021-07-23,95,92.0,,0.92,87.4
2021-07-24,99,92.0,,0.92,91.08
2021-07-25,100,92.0,,0.92,92.0
2021-07-26,99,92.0,,0.92,91.08
2021-07-27,95,92.0,,0.92,87.4
2021-07-28,98,92.0,,0.92,90.16000000000001
2021-07-29,95,92.0,,0.92,87.4
2021-07-30,96,92.0,,0.92,88.32000000000001
2021-07-31,94,92.0,,0.92,86.48
2021-08-01,96,90.0,False,0.9,86.4
2021-08-02,96,90.0,,0.9,86.4
2021-08-03,94,90.0,,0.9,84.60000000000001
2021-08-04,96,90.0,,0.9,86.4
2021-08-05,97,90.0,,0.9,87.3
2021-08-06,95,90.0,,0.9,85.5
2021-08-07,97,90.0,,0.9,87.3
2021-08-08,93,90.0,,0.9,83.7
2021-08-09,94,90.0,,0.9,84.60000000000001
2021-08-10,98,90.0,,0.9,88.2
2021-08-11,94,90.0,,0.9,84.60000000000001
2021-08-12,95,90.0,,0.9,85.5
2021-08-13,97,90.0,,0.9,87.3
2021-08-14,96,90.0,,0.9,86.4
2021-08-15,94,90.0,,0.9,84.60000000000001
2021-08-16,95,90.0,,0.9,85.5
2021-08-17,95,90.0,,0.9,85.5
2021-08-18,93,90.0,,0.9,83.7
2021-08-19,94,90.0,,0.9,84.60000000000001
2021-08-20,92,90.0,,0.9,82.8
2021-08-21,95,90.0,,0.9,85.5
2021-08-22,99,90.0,,0.9,89.10000000000001
2021-08-23,93,90.0,,0.9,83.7
2021-08-24,95,90.0,,0.9,85.5
2021-08-25,94,90.0,,0.9,84.60000000000001
2021-08-26,100,90.0,,0.9,90.0
2021-08-27,98,90.0,,0.9,88.2
2021-08-28,97,90.0,,0.9,87.3
2021-08-29,99,90.0,,0.9,89.10000000000001
2021-08-30,92,90.0,,0.9,82.8
2021-08-31,96,90.0,,0.9,86.4
2021-09-01,93,90.0,False,0.9,83.7
2021-09-02,98,90.0,,0.9,88.2
2021-09-03,92,90.0,,0.9,82.8
2021-09-04,94,90.0,,0.9,84.60000000000001
2021-09-05,96,90.0,,0.9,86.4
2021-09-06,98,90.0,,0.9,88.2
2021-09-07,96,90.0,,0.9,86.4
2021-09-08,92,90.0,,0.9,82.8
2021-09-09,99,90.0,,0.9,89.10000000000001
2021-09-10,96,90.0,,0.9,86.4
2021-09-11,92,90.0,,0.9,82.8
2021-09-12,93,90.0,,0.9,83.7
2021-09-13,97,90.0,,0.9,87.3
2021-09-14,96,90.0,,0.9,86.4
2021-09-15,98,90.0,,0.9,88.2
2021-09-16,100,90.0,,0.9,90.0
2021-09-17,96,90.0,,0.9,86.4
2021-09-18,90,90.0,,0.9,81.0
2021-09-19,96,90.0,,0.9,86.4
2021-09-20,97,90.0,,0.9,87.3
2021-09-21,98,90.0,,0.9,88.2
2021-09-22,97,90.0,,0.9,87.3
2021-09-23,98,90.0,,0.9,88.2
2021-09-24,96,90.0,,0.9,86.4
2021-09-25,94,90.0,,0.9,84.60000000000001
2021-09-26,94,90.0,,0.9,84.60000000000001
2021-09-27,98,90.0,,0.9,88.2
2021-09-28,99,90.0,,0.9,89.10000000000001
2021-09-29,99,90.0,,0.9,89.10000000000001
2021-09-30,99,90.0,,0.9,89.10000000000001
2021-10-01,94,90.0,False,0.9,84.60000000000001
2021-10-02,93,90.0,,0.9,83.7
2021-10-03,90,90.0,,0.9,81.0
2021-10-04,93,90.0,,0.9,83.7
2021-10-05,99,90.0,,0.9,89.10000000000001
2021-10-06,95,90.0,,0.9,85.5
2021-10-07,98,90.0,,0.9,88.2
2021-10-08,94,90.0,,0.9,84.60000000000001
2021-10-09,91,90.0,,0.9,81.9
2021-10-10,91,90.0,,0.9,81.9
2021-10-11,96,90.0,,0.9,86.4
2021-10-12,98,90.0,,0.9,88.2
2021-10-13,96,90.0,,0.9,86.4
2021-10-14,100,90.0,,0.9,90.0
2021-10-15,97,90.0,,0.9,87.3
2021-10-16,91,90.0,,0.9,81.9
2021-10-17,91,90.0,,0.9,81.9
2021-10-18,95,90.0,,0.9,85.5
2021-10-19,98,90.0,,0.9,88.2
2021-10-20,97,90.0,,0.9,87.3
2021-10-21,96,90.0,,0.9,86.4
2021-10-22,96,90.0,,0.9,86.4
2021-10-23,89,90.0,,0.9,80.10000000000001
2021-10-24,95,90.0,,0.9,85.5
2021-10-25,97,90.0,,0.9,87.3
2021-10-26,96,90.0,,0.9,86.4
2021-10-27,97,90.0,,0.9,87.3
2021-10-28,99,90.0,,0.9,89.10000000000001
2021-10-29,97,90.0,,0.9,87.3
2021-10-30,90,90.0,,0.9,81.0
2021-10-31,97,90.0,,0.9,87.3
2021-11-01,90,92.0,False,0.92,82.8
2021-11-02,95,92.0,,0.92,87.4
2021-11-03,90,92.0,,0.92,82.8
2021-11-04,96,92.0,,0.92,88.32000000000001
2021-11-05,93,92.0,,0.92,85.56
2021-11-06,86,92.0,,0.92,79.12
2021-11-07,100,92.0,,0.92,92.0
2021-11-08,98,92.0,,0.92,90.16000000000001
2021-11-09,100,92.0,,0.92,92.0
2021-11-10,94,92.0,,0.92,86.48
2021-11-11,93,92.0,,0.92,85.56
2021-11-12,95,92.0,,0.92,87.4
2021-11-13,89,92.0,,0.92,81.88000000000001
2021-11-14,93,92.0,,0.92,85.56
2021-11-15,99,92.0,,0.92,91.08
2021-11-16,93,92.0,,0.92,85.56
2021-11-17,94,92.0,,0.92,86.48
2021-11-18,92,92.0,,0.92,84.64
2021-11-19,91,92.0,,0.92,83.72
2021-11-20,89,92.0,,0.92,81.88000000000001
2021-11-21,92,92.0,,0.92,84.64
2021-11-22,92,92.0,,0.92,84.64
2021-11-23,91,92.0,,0.92,83.72
2021-11-24,89,92.0,,0.92,81.88000000000001
2021-11-25,94,92.0,,0.92,86.48
2021-11-26,82,92.0,,0.92,75.44
2021-11-27,86,92.0,,0.92,79.12
2021-11-28,90,92.0,,0.92,82.8
2021-11-29,89,92.0,,0.92,81.88000000000001
2021-11-30,92,92.0,,0.92,84.64
2021-12-01,97,87.0,False,0.87,84.39
2021-12-02,97,87.0,,0.87,84.39
2021-12-03,100,87.0,,0.87,87.0
2021-12-04,96,87.0,,0.87,83.52
2021-12-05,95,87.0,,0.87,82.65
2021-12-06,96,87.0,,0.87,83.52
2021-12-07,99,87.0,,0.87,86.13
2021-12-08,100,87.0,,0.87,87.0
2021-12-09,99,87.0,,0.87,86.13
2021-12-10,98,87.0,,0.87,85.26
2021-12-11,92,87.0,,0.87,80.04
2021-12-12,91,87.0,,0.87,79.17
2021-12-13,97,87.0,,0.87,84.39
2021-12-14,97,87.0,,0.87,84.39
2021-12-15,94,87.0,,0.87,81.78
2021-12-16,96,87.0,,0.87,83.52
2021-12-17,94,87.0,,0.87,81.78
2021-12-18,92,87.0,,0.87,80.04
2021-12-19,90,87.0,,0.87,78.3
2021-12-20,90,87.0,,0.87,78.3
2021-12-21,95,87.0,,0.87,82.65
2021-12-22,92,87.0,,0.87,80.04
2021-12-23,93,87.0,,0.87,80.91
2021-12-24,93,87.0,,0.87,80.91
2021-12-25,96,87.0,,0.87,83.52
2021-12-26,91,87.0,,0.87,79.17
2021-12-27,91,87.0,,0.87,79.17
2021-12-28,99,87.0,,0.87,86.13
2021-12-29,98,87.0,,0.87,85.26
2021-12-30,94,87.0,,0.87,81.78
2021-12-31,93,87.0,,0.87,80.91
