date,MAN_unscaled,MAN_monthly,isPartial,scale,MAN
2021-04-30,77,58.0,,0.58,44.66
2021-05-01,80,64.0,False,0.64,51.2
2021-05-02,90,64.0,,0.64,57.6
2021-05-03,79,64.0,,0.64,50.56
2021-05-04,86,64.0,,0.64,55.04
2021-05-05,74,64.0,,0.64,47.36
2021-05-06,78,64.0,,0.64,49.92
2021-05-07,82,64.0,,0.64,52.480000000000004
2021-05-08,97,64.0,,0.64,62.08
2021-05-09,95,64.0,,0.64,60.800000000000004
2021-05-10,79,64.0,,0.64,50.56
2021-05-11,80,64.0,,0.64,51.2
2021-05-12,72,64.0,,0.64,46.08
2021-05-13,79,64.0,,0.64,50.56
2021-05-14,80,64.0,,0.64,51.2
2021-05-15,87,64.0,,0.64,55.68
2021-05-16,85,64.0,,0.64,54.4
2021-05-17,74,64.0,,0.64,47.36
2021-05-18,78,64.0,,0.64,49.92
2021-05-19,73,64.0,,0.64,46.72
2021-05-20,72,64.0,,0.64,46.08
2021-05-21,79,64.0,,0.64,50.56
2021-05-22,83,64.0,,0.64,53.120000000000005
2021-05-23,89,64.0,,0.64,56.96
2021-05-24,76,64.0,,0.64,48.64
2021-05-25,77,64.0,,0.64,49.28
2021-05-26,82,64.0,,0.64,52.480000000000004
2021-05-27,74,64.0,,0.64,47.36
2021-05-28,75,64.0,,0.64,48.0
2021-05-29,100,64.0,,0.64,64.0
2021-05-30,89,64.0,,0.64,56.96
2021-05-31,90,64.0,,0.64,57.6
2021-06-01,86,57.0,False,0.57,49.019999999999996
2021-06-02,80,57.0,,0.57,45.599999999999994
2021-06-03,80,57.0,,0.57,45.599999999999994
2021-06-04,83,57.0,,0.57,47.309999999999995
2021-06-05,98,57.0,,0.57,55.85999999999999
2021-06-06,94,57.0,,0.57,53.58
2021-06-07,82,57.0,,0.57,46.739999999999995
2021-06-08,81,57.0,,0.57,46.169999999999995
2021-06-09,81,57.0,,0.57,46.169999999999995
2021-06-10,80,57.0,,0.57,45.599999999999994
2021-06-11,82,57.0,,0.57,46.739999999999995
2021-06-12,93,57.0,,0.57,53.01
2021-06-13,95,57.0,,0.57,54.15
2021-06-14,83,57.0,,0.57,47.309999999999995
2021-06-15,82,57.0,,0.57,46.739999999999995
2021-06-16,80,57.0,,0.57,45.599999999999994
2021-06-17,79,57.0,,0.57,45.029999999999994
2021-06-18,82,57.0,,0.57,46.739999999999995
2021-06-19,88,57.0,,0.57,50.16
2021-06-20,99,57.0,,0.57,56.42999999999999
2021-06-21,81,57.0,,0.57,46.169999999999995
2021-06-22,80,57.0,,0.57,45.599999999999994
2021-06-23,78,57.0,,0.57,44.459999999999994
2021-06-24,77,57.0,,0.57,43.88999999999999
2021-06-25,77,57.0,,0.57,43.88999999999999
2021-06-26,89,57.0,,0.57,50.73
2021-06-27,100,57.0,,0.57,56.99999999999999
2021-06-28,86,57.0,,0.57,49.019999999999996
2021-06-29,86,57.0,,0.57,49.019999999999996
2021-06-30,82,57.0,,0.57,46.739999999999995
2021-07-01,78,61.0,False,0.61,47.58
2021-07-02,82,61.0,,0.61,50.019999999999996
2021-07-03,91,61.0,,0.61,55.51
2021-07-04,98,61.0,,0.61,59.78
2021-07-05,88,61.0,,0.61,53.68
2021-07-06,82,61.0,,0.61,50.019999999999996
2021-07-07,80,61.0,,0.61,48.8
2021-07-08,79,61.0,,0.61,48.19
2021-07-09,81,61.0,,0.61,49.41
2021-07-10,89,61.0,,0.61,54.29
2021-07-11,90,61.0,,0.61,54.9
2021-07-12,81,61.0,,0.61,49.41
2021-07-13,82,61.0,,0.61,50.019999999999996
2021-07-14,81,61.0,,0.61,49.41
2021-07-15,80,61.0,,0.61,48.8
2021-07-16,83,61.0,,0.61,50.629999999999995
2021-07-17,91,61.0,,0.61,55.51
2021-07-18,100,61.0,,0.61,61.0
2021-07-19,81,61.0,,0.61,49.41
2021-07-20,81,61.0,,0.61,49.41
2021-07-21,78,61.0,,0.61,47.58
2021-07-22,80,61.0,,0.61,48.8
2021-07-23,84,61.0,,0.61,51.24
2021-07-24,98,61.0,,0.61,59.78
2021-07-25,95,61.0,,0.61,57.949999999999996
2021-07-26,83,61.0,,0.61,50.629999999999995
2021-07-27,85,61.0,,0.61,51.85
2021-07-28,84,61.0,,0.61,51.24
2021-07-29,81,61.0,,0.61,49.41
2021-07-30,79,61.0,,0.61,48.19
2021-07-31,88,61.0,,0.61,53.68
2021-08-01,66,65.0,False,0.65,42.9
2021-08-02,58,65.0,,0.65,37.7
2021-08-03,55,65.0,,0.65,35.75
2021-08-04,59,65.0,,0.65,38.35
2021-08-05,57,65.0,,0.65,37.050000000000004
2021-08-06,58,65.0,,0.65,37.7
2021-08-07,70,65.0,,0.65,45.5
2021-08-08,66,65.0,,0.65,42.9
2021-08-09,57,65.0,,0.65,37.050000000000004
2021-08-10,58,65.0,,0.65,37.7
2021-08-11,55,65.0,,0.65,35.75
2021-08-12,58,65.0,,0.65,37.7
2021-08-13,57,65.0,,0.65,37.050000000000004
2021-08-14,67,65.0,,0.65,43.550000000000004
2021-08-15,72,65.0,,0.65,46.800000000000004
2021-08-16,58,65.0,,0.65,37.7
2021-08-17,57,65.0,,0.65,37.050000000000004
2021-08-18,56,65.0,,0.65,36.4
2021-08-19,56,65.0,,0.65,36.4
2021-08-20,57,65.0,,0.65,37.050000000000004
2021-08-21,64,65.0,,0.65,41.6
2021-08-22,69,65.0,,0.65,44.85
2021-08-23,67,65.0,,0.65,43.550000000000004
2021-08-24,100,65.0,,0.65,65.0
2021-08-25,80,65.0,,0.65,52.0
2021-08-26,82,65.0,,0.65,53.300000000000004
2021-08-27,78,65.0,,0.65,50.7
2021-08-28,87,65.0,,0.65,56.550000000000004
2021-08-29,88,65.0,,0.65,57.2
2021-08-30,65,65.0,,0.65,42.25
2021-08-31,69,65.0,,0.65,44.85
2021-09-01,74,64.0,False,0.64,47.36
2021-09-02,72,64.0,,0.64,46.08
2021-09-03,75,64.0,,0.64,48.0
2021-09-04,87,64.0,,0.64,55.68
2021-09-05,89,64.0,,0.64,56.96
2021-09-06,86,64.0,,0.64,55.04
2021-09-07,73,64.0,,0.64,46.72
2021-09-08,70,64.0,,0.64,44.800000000000004
2021-09-09,73,64.0,,0.64,46.72
2021-09-10,76,64.0,,0.64,48.64
2021-09-11,100,64.0,,0.64,64.0
2021-09-12,89,64.0,,0.64,56.96
2021-09-13,76,64.0,,0.64,48.64
2021-09-14,84,64.0,,0.64,53.76
2021-09-15,80,64.0,,0.64,51.2
2021-09-16,78,64.0,,0.64,49.92
2021-09-17,74,64.0,,0.64,47.36
2021-09-18,81,64.0,,0.64,51.84
2021-09-19,90,64.0,,0.64,57.6
2021-09-20,75,64.0,,0.64,48.0
2021-09-21,74,64.0,,0.64,47.36
2021-09-22,75,64.0,,0.64,48.0
2021-09-23,80,64.0,,0.64,51.2
2021-09-24,72,64.0,,0.64,46.08
2021-09-25,86,64.0,,0.64,55.04
2021-09-26,77,64.0,,0.64,49.28
2021-09-27,69,64.0,,0.64,44.160000000000004
2021-09-28,81,64.0,,0.64,51.84
2021-09-29,77,64.0,,0.64,49.28
2021-09-30,77,64.0,,0.64,49.28
2021-10-01,77,61.0,False,0.61,46.97
2021-10-02,100,61.0,,0.61,61.0
2021-10-03,95,61.0,,0.61,57.949999999999996
2021-10-04,73,61.0,,0.61,44.53
2021-10-05,75,61.0,,0.61,45.75
2021-10-06,74,61.0,,0.61,45.14
2021-10-07,76,61.0,,0.61,46.36
2021-10-08,77,61.0,,0.61,46.97
2021-10-09,82,61.0,,0.61,50.019999999999996
2021-10-10,86,61.0,,0.61,52.46
2021-10-11,75,61.0,,0.61,45.75
2021-10-12,72,61.0,,0.61,43.92
2021-10-13,75,61.0,,0.61,45.75
2021-10-14,76,61.0,,0.61,46.36
2021-10-15,75,61.0,,0.61,45.75
2021-10-16,89,61.0,,0.61,54.29
2021-10-17,84,61.0,,0.61,51.24
2021-10-18,71,61.0,,0.61,43.31
2021-10-19,78,61.0,,0.61,47.58
2021-10-20,83,61.0,,0.61,50.629999999999995
2021-10-21,77,61.0,,0.61,46.97
2021-10-22,74,61.0,,0.61,45.14
2021-10-23,84,61.0,,0.61,51.24
2021-10-24,98,61.0,,0.61,59.78
2021-10-25,76,61.0,,0.61,46.36
2021-10-26,76,61.0,,0.61,46.36
2021-10-27,77,61.0,,0.61,46.97
2021-10-28,80,61.0,,0.61,48.8
2021-10-29,82,61.0,,0.61,50.019999999999996
2021-10-30,94,61.0,,0.61,57.339999999999996
2021-10-31,87,61.0,,0.61,53.07
2021-11-01,62,65.0,False,0.65,40.300000000000004
2021-11-02,67,65.0,,0.65,43.550000000000004
2021-11-03,63,65.0,,0.65,40.95
2021-11-04,60,65.0,,0.65,39.0
2021-11-05,64,65.0,,0.65,41.6
2021-11-06,73,65.0,,0.65,47.45
2021-11-07,67,65.0,,0.65,43.550000000000004
2021-11-08,65,65.0,,0.65,42.25
2021-11-09,65,65.0,,0.65,42.25
2021-11-10,70,65.0,,0.65,45.5
2021-11-11,68,65.0,,0.65,44.2
2021-11-12,66,65.0,,0.65,42.9
2021-11-13,73,65.0,,0.65,47.45
2021-11-14,74,65.0,,0.65,48.1
2021-11-15,66,65.0,,0.65,42.9
2021-11-16,73,65.0,,0.65,47.45
2021-11-17,100,65.0,,0.65,65.0
2021-11-18,78,65.0,,0.65,50.7
2021-11-19,72,65.0,,0.65,46.800000000000004
2021-11-20,82,65.0,,0.65,53.300000000000004
2021-11-21,81,65.0,,0.65,52.65
2021-11-22,71,65.0,,0.65,46.15
2021-11-23,78,65.0,,0.65,50.7
2021-11-24,79,65.0,,0.65,51.35
2021-11-25,80,65.0,,0.65,52.0
2021-11-26,74,65.0,,0.65,48.1
2021-11-27,78,65.0,,0.65,50.7
2021-11-28,93,65.0,,0.65,60.45
2021-11-29,97,65.0,,0.65,63.050000000000004
2021-11-30,84,65.0,,0.65,54.6
2021-12-01,36,100.0,False,1.0,36.0
2021-12-02,41,100.0,,1.0,41.0
2021-12-03,38,100.0,,1.0,38.0
2021-12-04,41,100.0,,1.0,41.0
2021-12-05,46,100.0,,1.0,46.0
2021-12-06,38,100.0,,1.0,38.0
2021-12-07,39,100.0,,1.0,39.0
2021-12-08,40,100.0,,1.0,40.0
2021-12-09,38,100.0,,1.0,38.0
2021-12-10,37,100.0,,1.0,37.0
2021-12-11,46,100.0,,1.0,46.0
2021-12-12,46,100.0,,1.0,46.0
2021-12-13,42,100.0,,1.0,42.0
2021-12-14,51,100.0,,1.0,51.0
2021-12-15,52,100.0,,1.0,52.0
2021-12-16,62,100.0,,1.0,62.0
2021-12-17,86,100.0,,1.0,86.0
2021-12-18,100,100.0,,1.0,100.0
2021-12-19,91,100.0,,1.0,91.0
2021-12-20,77,100.0,,1.0,77.0
2021-12-21,68,100.0,,1.0,68.0
2021-12-22,65,100.0,,1.0,65.0
2021-12-23,64,100.0,,1.0,64.0
2021-12-24,64,100.0,,1.0,64.0
2021-12-25,65,100.0,,1.0,65.0
2021-12-26,69,100.0,,1.0,69.0
2021-12-27,64,100.0,,1.0,64.0
2021-12-28,60,100.0,,1.0,60.0
2021-12-29,55,100.0,,1.0,55.0
2021-12-30,56,100.0,,1.0,56.0
2021-12-31,52,100.0,,1.0,52.0
