date,SPY_unscaled,SPY_monthly,isPartial,scale,SPY
2016-06-19,57,61.0,,0.61,34.769999999999996
2016-06-20,50,61.0,,0.61,30.5
2016-06-21,51,61.0,,0.61,31.11
2016-06-22,53,61.0,,0.61,32.33
2016-06-23,52,61.0,,0.61,31.72
2016-06-24,69,61.0,,0.61,42.089999999999996
2016-06-25,58,61.0,,0.61,35.38
2016-06-26,57,61.0,,0.61,34.769999999999996
2016-06-27,59,61.0,,0.61,35.99
2016-06-28,54,61.0,,0.61,32.94
2016-06-29,53,61.0,,0.61,32.33
2016-06-30,56,61.0,,0.61,34.16
2016-07-01,85,56.0,False,0.56,47.6
2016-07-02,89,56.0,,0.56,49.84
2016-07-03,87,56.0,,0.56,48.720000000000006
2016-07-04,100,56.0,,0.56,56.00000000000001
2016-07-05,92,56.0,,0.56,51.52
2016-07-06,92,56.0,,0.56,51.52
2016-07-07,88,56.0,,0.56,49.28
2016-07-08,90,56.0,,0.56,50.400000000000006
2016-07-09,88,56.0,,0.56,49.28
2016-07-10,85,56.0,,0.56,47.6
2016-07-11,88,56.0,,0.56,49.28
2016-07-12,87,56.0,,0.56,48.720000000000006
2016-07-13,86,56.0,,0.56,48.160000000000004
2016-07-14,94,56.0,,0.56,52.64000000000001
2016-07-15,84,56.0,,0.56,47.040000000000006
2016-07-16,88,56.0,,0.56,49.28
2016-07-17,85,56.0,,0.56,47.6
2016-07-18,87,56.0,,0.56,48.720000000000006
2016-07-19,87,56.0,,0.56,48.720000000000006
2016-07-20,86,56.0,,0.56,48.160000000000004
2016-07-21,86,56.0,,0.56,48.160000000000004
2016-07-22,84,56.0,,0.56,47.040000000000006
2016-07-23,83,56.0,,0.56,46.480000000000004
2016-07-24,85,56.0,,0.56,47.6
2016-07-25,78,56.0,,0.56,43.68000000000001
2016-07-26,91,56.0,,0.56,50.96000000000001
2016-07-27,84,56.0,,0.56,47.040000000000006
2016-07-28,78,56.0,,0.56,43.68000000000001
2016-07-29,79,56.0,,0.56,44.24
2016-07-30,80,56.0,,0.56,44.800000000000004
2016-07-31,88,56.0,,0.56,49.28
2016-08-01,74,51.0,False,0.51,37.74
2016-08-02,77,51.0,,0.51,39.27
2016-08-03,76,51.0,,0.51,38.76
2016-08-04,88,51.0,,0.51,44.88
2016-08-05,100,51.0,,0.51,51.0
2016-08-06,76,51.0,,0.51,38.76
2016-08-07,78,51.0,,0.51,39.78
2016-08-08,73,51.0,,0.51,37.230000000000004
2016-08-09,69,51.0,,0.51,35.19
2016-08-10,75,51.0,,0.51,38.25
2016-08-11,64,51.0,,0.51,32.64
2016-08-12,68,51.0,,0.51,34.68
2016-08-13,70,51.0,,0.51,35.7
2016-08-14,75,51.0,,0.51,38.25
2016-08-15,69,51.0,,0.51,35.19
2016-08-16,67,51.0,,0.51,34.17
2016-08-17,70,51.0,,0.51,35.7
2016-08-18,69,51.0,,0.51,35.19
2016-08-19,60,51.0,,0.51,30.6
2016-08-20,71,51.0,,0.51,36.21
2016-08-21,69,51.0,,0.51,35.19
2016-08-22,68,51.0,,0.51,34.68
2016-08-23,64,51.0,,0.51,32.64
2016-08-24,65,51.0,,0.51,33.15
2016-08-25,75,51.0,,0.51,38.25
2016-08-26,70,51.0,,0.51,35.7
2016-08-27,73,51.0,,0.51,37.230000000000004
2016-08-28,79,51.0,,0.51,40.29
2016-08-29,61,51.0,,0.51,31.11
2016-08-30,68,51.0,,0.51,34.68
2016-08-31,66,51.0,,0.51,33.660000000000004
2016-09-01,71,48.0,False,0.48,34.08
2016-09-02,76,48.0,,0.48,36.48
2016-09-03,90,48.0,,0.48,43.199999999999996
2016-09-04,91,48.0,,0.48,43.68
2016-09-05,91,48.0,,0.48,43.68
2016-09-06,83,48.0,,0.48,39.839999999999996
2016-09-07,74,48.0,,0.48,35.519999999999996
2016-09-08,78,48.0,,0.48,37.44
2016-09-09,81,48.0,,0.48,38.879999999999995
2016-09-10,100,48.0,,0.48,48.0
2016-09-11,91,48.0,,0.48,43.68
2016-09-12,79,48.0,,0.48,37.92
2016-09-13,88,48.0,,0.48,42.239999999999995
2016-09-14,79,48.0,,0.48,37.92
2016-09-15,79,48.0,,0.48,37.92
2016-09-16,77,48.0,,0.48,36.96
2016-09-17,88,48.0,,0.48,42.239999999999995
2016-09-18,81,48.0,,0.48,38.879999999999995
2016-09-19,79,48.0,,0.48,37.92
2016-09-20,82,48.0,,0.48,39.36
2016-09-21,89,48.0,,0.48,42.72
2016-09-22,80,48.0,,0.48,38.4
2016-09-23,76,48.0,,0.48,36.48
2016-09-24,83,48.0,,0.48,39.839999999999996
2016-09-25,79,48.0,,0.48,37.92
2016-09-26,83,48.0,,0.48,39.839999999999996
2016-09-27,74,48.0,,0.48,35.519999999999996
2016-09-28,72,48.0,,0.48,34.56
2016-09-29,83,48.0,,0.48,39.839999999999996
2016-09-30,83,48.0,,0.48,39.839999999999996
2016-10-01,91,49.0,False,0.49,44.589999999999996
2016-10-02,100,49.0,,0.49,49.0
2016-10-03,86,49.0,,0.49,42.14
2016-10-04,83,49.0,,0.49,40.67
2016-10-05,79,49.0,,0.49,38.71
2016-10-06,81,49.0,,0.49,39.69
2016-10-07,78,49.0,,0.49,38.22
2016-10-08,98,49.0,,0.49,48.019999999999996
2016-10-09,92,49.0,,0.49,45.08
2016-10-10,80,49.0,,0.49,39.2
2016-10-11,83,49.0,,0.49,40.67
2016-10-12,87,49.0,,0.49,42.63
2016-10-13,98,49.0,,0.49,48.019999999999996
2016-10-14,92,49.0,,0.49,45.08
2016-10-15,98,49.0,,0.49,48.019999999999996
2016-10-16,87,49.0,,0.49,42.63
2016-10-17,88,49.0,,0.49,43.12
2016-10-18,88,49.0,,0.49,43.12
2016-10-19,84,49.0,,0.49,41.16
2016-10-20,81,49.0,,0.49,39.69
2016-10-21,84,49.0,,0.49,41.16
2016-10-22,85,49.0,,0.49,41.65
2016-10-23,90,49.0,,0.49,44.1
2016-10-24,84,49.0,,0.49,41.16
2016-10-25,90,49.0,,0.49,44.1
2016-10-26,87,49.0,,0.49,42.63
2016-10-27,84,49.0,,0.49,41.16
2016-10-28,93,49.0,,0.49,45.57
2016-10-29,97,49.0,,0.49,47.53
2016-10-30,93,49.0,,0.49,45.57
2016-10-31,88,49.0,,0.49,43.12
2016-11-01,86,53.0,False,0.53,45.580000000000005
2016-11-02,75,53.0,,0.53,39.75
2016-11-03,73,53.0,,0.53,38.690000000000005
2016-11-04,77,53.0,,0.53,40.81
2016-11-05,90,53.0,,0.53,47.7
2016-11-06,85,53.0,,0.53,45.050000000000004
2016-11-07,80,53.0,,0.53,42.400000000000006
2016-11-08,81,53.0,,0.53,42.93
2016-11-09,74,53.0,,0.53,39.22
2016-11-10,88,53.0,,0.53,46.64
2016-11-11,80,53.0,,0.53,42.400000000000006
2016-11-12,89,53.0,,0.53,47.17
2016-11-13,81,53.0,,0.53,42.93
2016-11-14,81,53.0,,0.53,42.93
2016-11-15,82,53.0,,0.53,43.46
2016-11-16,84,53.0,,0.53,44.52
2016-11-17,78,53.0,,0.53,41.34
2016-11-18,82,53.0,,0.53,43.46
2016-11-19,93,53.0,,0.53,49.29
2016-11-20,97,53.0,,0.53,51.410000000000004
2016-11-21,91,53.0,,0.53,48.230000000000004
2016-11-22,81,53.0,,0.53,42.93
2016-11-23,100,53.0,,0.53,53.0
2016-11-24,82,53.0,,0.53,43.46
2016-11-25,99,53.0,,0.53,52.470000000000006
2016-11-26,100,53.0,,0.53,53.0
2016-11-27,98,53.0,,0.53,51.940000000000005
2016-11-28,84,53.0,,0.53,44.52
2016-11-29,76,53.0,,0.53,40.28
2016-11-30,81,53.0,,0.53,42.93
2016-12-01,85,56.0,False,0.56,47.6
2016-12-02,86,56.0,,0.56,48.160000000000004
2016-12-03,97,56.0,,0.56,54.32000000000001
2016-12-04,93,56.0,,0.56,52.080000000000005
2016-12-05,81,56.0,,0.56,45.36000000000001
2016-12-06,78,56.0,,0.56,43.68000000000001
2016-12-07,84,56.0,,0.56,47.040000000000006
2016-12-08,89,56.0,,0.56,49.84
2016-12-09,83,56.0,,0.56,46.480000000000004
2016-12-10,100,56.0,,0.56,56.00000000000001
2016-12-11,92,56.0,,0.56,51.52
2016-12-12,99,56.0,,0.56,55.440000000000005
2016-12-13,88,56.0,,0.56,49.28
2016-12-14,93,56.0,,0.56,52.080000000000005
2016-12-15,90,56.0,,0.56,50.400000000000006
2016-12-16,98,56.0,,0.56,54.88
2016-12-17,96,56.0,,0.56,53.760000000000005
2016-12-18,92,56.0,,0.56,51.52
2016-12-19,88,56.0,,0.56,49.28
2016-12-20,89,56.0,,0.56,49.84
2016-12-21,91,56.0,,0.56,50.96000000000001
2016-12-22,94,56.0,,0.56,52.64000000000001
2016-12-23,91,56.0,,0.56,50.96000000000001
2016-12-24,86,56.0,,0.56,48.160000000000004
2016-12-25,93,56.0,,0.56,52.080000000000005
2016-12-26,91,56.0,,0.56,50.96000000000001
2016-12-27,89,56.0,,0.56,49.84
2016-12-28,90,56.0,,0.56,50.400000000000006
2016-12-29,87,56.0,,0.56,48.720000000000006
2016-12-30,97,56.0,,0.56,54.32000000000001
2016-12-31,88,56.0,,0.56,49.28
2017-01-01,65,56.0,False,0.56,36.400000000000006
2017-01-02,70,56.0,,0.56,39.2
2017-01-03,74,56.0,,0.56,41.440000000000005
2017-01-04,68,56.0,,0.56,38.080000000000005
2017-01-05,75,56.0,,0.56,42.00000000000001
2017-01-06,72,56.0,,0.56,40.32000000000001
2017-01-07,80,56.0,,0.56,44.800000000000004
2017-01-08,79,56.0,,0.56,44.24
2017-01-09,70,56.0,,0.56,39.2
2017-01-10,67,56.0,,0.56,37.52
2017-01-11,71,56.0,,0.56,39.760000000000005
2017-01-12,66,56.0,,0.56,36.96
2017-01-13,73,56.0,,0.56,40.88
2017-01-14,77,56.0,,0.56,43.120000000000005
2017-01-15,80,56.0,,0.56,44.800000000000004
2017-01-16,75,56.0,,0.56,42.00000000000001
2017-01-17,70,56.0,,0.56,39.2
2017-01-18,63,56.0,,0.56,35.28
2017-01-19,71,56.0,,0.56,39.760000000000005
2017-01-20,66,56.0,,0.56,36.96
2017-01-21,77,56.0,,0.56,43.120000000000005
2017-01-22,100,56.0,,0.56,56.00000000000001
2017-01-23,66,56.0,,0.56,36.96
2017-01-24,73,56.0,,0.56,40.88
2017-01-25,78,56.0,,0.56,43.68000000000001
2017-01-26,66,56.0,,0.56,36.96
2017-01-27,77,56.0,,0.56,43.120000000000005
2017-01-28,79,56.0,,0.56,44.24
2017-01-29,85,56.0,,0.56,47.6
2017-01-30,68,56.0,,0.56,38.080000000000005
2017-01-31,70,56.0,,0.56,39.2
2017-02-01,39,67.0,False,0.67,26.130000000000003
2017-02-02,40,67.0,,0.67,26.8
2017-02-03,43,67.0,,0.67,28.810000000000002
2017-02-04,45,67.0,,0.67,30.150000000000002
2017-02-05,45,67.0,,0.67,30.150000000000002
2017-02-06,39,67.0,,0.67,26.130000000000003
2017-02-07,41,67.0,,0.67,27.470000000000002
2017-02-08,42,67.0,,0.67,28.14
2017-02-09,41,67.0,,0.67,27.470000000000002
2017-02-10,44,67.0,,0.67,29.48
2017-02-11,47,67.0,,0.67,31.490000000000002
2017-02-12,50,67.0,,0.67,33.5
2017-02-13,43,67.0,,0.67,28.810000000000002
2017-02-14,59,67.0,,0.67,39.53
2017-02-15,100,67.0,,0.67,67.0
2017-02-16,99,67.0,,0.67,66.33
2017-02-17,69,67.0,,0.67,46.230000000000004
2017-02-18,65,67.0,,0.67,43.550000000000004
2017-02-19,55,67.0,,0.67,36.85
2017-02-20,51,67.0,,0.67,34.17
2017-02-21,45,67.0,,0.67,30.150000000000002
2017-02-22,45,67.0,,0.67,30.150000000000002
2017-02-23,45,67.0,,0.67,30.150000000000002
2017-02-24,45,67.0,,0.67,30.150000000000002
2017-02-25,52,67.0,,0.67,34.84
2017-02-26,48,67.0,,0.67,32.160000000000004
2017-02-27,48,67.0,,0.67,32.160000000000004
2017-02-28,45,67.0,,0.67,30.150000000000002
2017-03-01,83,66.0,False,0.66,54.78
2017-03-02,90,66.0,,0.66,59.400000000000006
2017-03-03,90,66.0,,0.66,59.400000000000006
2017-03-04,99,66.0,,0.66,65.34
2017-03-05,100,66.0,,0.66,66.0
2017-03-06,83,66.0,,0.66,54.78
2017-03-07,87,66.0,,0.66,57.42
2017-03-08,92,66.0,,0.66,60.720000000000006
2017-03-09,92,66.0,,0.66,60.720000000000006
2017-03-10,95,66.0,,0.66,62.7
2017-03-11,99,66.0,,0.66,65.34
2017-03-12,100,66.0,,0.66,66.0
2017-03-13,92,66.0,,0.66,60.720000000000006
2017-03-14,99,66.0,,0.66,65.34
2017-03-15,93,66.0,,0.66,61.38
2017-03-16,94,66.0,,0.66,62.040000000000006
2017-03-17,93,66.0,,0.66,61.38
2017-03-18,90,66.0,,0.66,59.400000000000006
2017-03-19,87,66.0,,0.66,57.42
2017-03-20,89,66.0,,0.66,58.74
2017-03-21,92,66.0,,0.66,60.720000000000006
2017-03-22,96,66.0,,0.66,63.36
2017-03-23,90,66.0,,0.66,59.400000000000006
2017-03-24,92,66.0,,0.66,60.720000000000006
2017-03-25,92,66.0,,0.66,60.720000000000006
2017-03-26,88,66.0,,0.66,58.080000000000005
2017-03-27,89,66.0,,0.66,58.74
2017-03-28,92,66.0,,0.66,60.720000000000006
2017-03-29,87,66.0,,0.66,57.42
2017-03-30,92,66.0,,0.66,60.720000000000006
2017-03-31,92,66.0,,0.66,60.720000000000006
2017-04-01,77,66.0,False,0.66,50.82
2017-04-02,93,66.0,,0.66,61.38
2017-04-03,73,66.0,,0.66,48.18
2017-04-04,76,66.0,,0.66,50.160000000000004
2017-04-05,79,66.0,,0.66,52.14
2017-04-06,78,66.0,,0.66,51.480000000000004
2017-04-07,81,66.0,,0.66,53.46
2017-04-08,92,66.0,,0.66,60.720000000000006
2017-04-09,100,66.0,,0.66,66.0
2017-04-10,79,66.0,,0.66,52.14
2017-04-11,76,66.0,,0.66,50.160000000000004
2017-04-12,83,66.0,,0.66,54.78
2017-04-13,78,66.0,,0.66,51.480000000000004
2017-04-14,85,66.0,,0.66,56.1
2017-04-15,76,66.0,,0.66,50.160000000000004
2017-04-16,72,66.0,,0.66,47.52
2017-04-17,79,66.0,,0.66,52.14
2017-04-18,76,66.0,,0.66,50.160000000000004
2017-04-19,78,66.0,,0.66,51.480000000000004
2017-04-20,82,66.0,,0.66,54.120000000000005
2017-04-21,79,66.0,,0.66,52.14
2017-04-22,77,66.0,,0.66,50.82
2017-04-23,88,66.0,,0.66,58.080000000000005
2017-04-24,72,66.0,,0.66,47.52
2017-04-25,74,66.0,,0.66,48.84
2017-04-26,72,66.0,,0.66,47.52
2017-04-27,76,66.0,,0.66,50.160000000000004
2017-04-28,71,66.0,,0.66,46.86
2017-04-29,79,66.0,,0.66,52.14
2017-04-30,80,66.0,,0.66,52.800000000000004
2017-05-01,85,63.0,False,0.63,53.55
2017-05-02,86,63.0,,0.63,54.18
2017-05-03,83,63.0,,0.63,52.29
2017-05-04,88,63.0,,0.63,55.44
2017-05-05,96,63.0,,0.63,60.480000000000004
2017-05-06,91,63.0,,0.63,57.33
2017-05-07,100,63.0,,0.63,63.0
2017-05-08,93,63.0,,0.63,58.59
2017-05-09,90,63.0,,0.63,56.7
2017-05-10,92,63.0,,0.63,57.96
2017-05-11,91,63.0,,0.63,57.33
2017-05-12,95,63.0,,0.63,59.85
2017-05-13,96,63.0,,0.63,60.480000000000004
2017-05-14,92,63.0,,0.63,57.96
2017-05-15,78,63.0,,0.63,49.14
2017-05-16,91,63.0,,0.63,57.33
2017-05-17,95,63.0,,0.63,59.85
2017-05-18,98,63.0,,0.63,61.74
2017-05-19,99,63.0,,0.63,62.37
2017-05-20,99,63.0,,0.63,62.37
2017-05-21,93,63.0,,0.63,58.59
2017-05-22,83,63.0,,0.63,52.29
2017-05-23,90,63.0,,0.63,56.7
2017-05-24,96,63.0,,0.63,60.480000000000004
2017-05-25,83,63.0,,0.63,52.29
2017-05-26,91,63.0,,0.63,57.33
2017-05-27,90,63.0,,0.63,56.7
2017-05-28,92,63.0,,0.63,57.96
2017-05-29,82,63.0,,0.63,51.660000000000004
2017-05-30,82,63.0,,0.63,51.660000000000004
2017-05-31,86,63.0,,0.63,54.18
2017-06-01,92,55.0,False,0.55,50.6
2017-06-02,97,55.0,,0.55,53.35
2017-06-03,100,55.0,,0.55,55.00000000000001
2017-06-04,94,55.0,,0.55,51.7
2017-06-05,90,55.0,,0.55,49.50000000000001
2017-06-06,94,55.0,,0.55,51.7
2017-06-07,89,55.0,,0.55,48.95
2017-06-08,91,55.0,,0.55,50.050000000000004
2017-06-09,92,55.0,,0.55,50.6
2017-06-10,90,55.0,,0.55,49.50000000000001
2017-06-11,89,55.0,,0.55,48.95
2017-06-12,83,55.0,,0.55,45.650000000000006
2017-06-13,88,55.0,,0.55,48.400000000000006
2017-06-14,84,55.0,,0.55,46.2
2017-06-15,91,55.0,,0.55,50.050000000000004
2017-06-16,95,55.0,,0.55,52.25000000000001
2017-06-17,93,55.0,,0.55,51.150000000000006
2017-06-18,92,55.0,,0.55,50.6
2017-06-19,87,55.0,,0.55,47.85
2017-06-20,80,55.0,,0.55,44.0
2017-06-21,91,55.0,,0.55,50.050000000000004
2017-06-22,90,55.0,,0.55,49.50000000000001
2017-06-23,88,55.0,,0.55,48.400000000000006
2017-06-24,91,55.0,,0.55,50.050000000000004
2017-06-25,90,55.0,,0.55,49.50000000000001
2017-06-26,89,55.0,,0.55,48.95
2017-06-27,87,55.0,,0.55,47.85
2017-06-28,80,55.0,,0.55,44.0
2017-06-29,81,55.0,,0.55,44.550000000000004
2017-06-30,83,55.0,,0.55,45.650000000000006
2017-07-01,96,52.0,False,0.52,49.92
2017-07-02,95,52.0,,0.52,49.4
2017-07-03,90,52.0,,0.52,46.800000000000004
2017-07-04,94,52.0,,0.52,48.88
2017-07-05,86,52.0,,0.52,44.72
2017-07-06,93,52.0,,0.52,48.36
2017-07-07,92,52.0,,0.52,47.84
2017-07-08,89,52.0,,0.52,46.28
2017-07-09,96,52.0,,0.52,49.92
2017-07-10,89,52.0,,0.52,46.28
2017-07-11,93,52.0,,0.52,48.36
2017-07-12,96,52.0,,0.52,49.92
2017-07-13,89,52.0,,0.52,46.28
2017-07-14,94,52.0,,0.52,48.88
2017-07-15,100,52.0,,0.52,52.0
2017-07-16,96,52.0,,0.52,49.92
2017-07-17,88,52.0,,0.52,45.760000000000005
2017-07-18,91,52.0,,0.52,47.32
2017-07-19,92,52.0,,0.52,47.84
2017-07-20,88,52.0,,0.52,45.760000000000005
2017-07-21,94,52.0,,0.52,48.88
2017-07-22,94,52.0,,0.52,48.88
2017-07-23,99,52.0,,0.52,51.480000000000004
2017-07-24,95,52.0,,0.52,49.4
2017-07-25,93,52.0,,0.52,48.36
2017-07-26,92,52.0,,0.52,47.84
2017-07-27,96,52.0,,0.52,49.92
2017-07-28,94,52.0,,0.52,48.88
2017-07-29,94,52.0,,0.52,48.88
2017-07-30,97,52.0,,0.52,50.440000000000005
2017-07-31,84,52.0,,0.52,43.68
2017-08-01,83,51.0,False,0.51,42.33
2017-08-02,85,51.0,,0.51,43.35
2017-08-03,80,51.0,,0.51,40.8
2017-08-04,83,51.0,,0.51,42.33
2017-08-05,84,51.0,,0.51,42.84
2017-08-06,86,51.0,,0.51,43.86
2017-08-07,85,51.0,,0.51,43.35
2017-08-08,82,51.0,,0.51,41.82
2017-08-09,88,51.0,,0.51,44.88
2017-08-10,97,51.0,,0.51,49.47
2017-08-11,89,51.0,,0.51,45.39
2017-08-12,89,51.0,,0.51,45.39
2017-08-13,87,51.0,,0.51,44.37
2017-08-14,86,51.0,,0.51,43.86
2017-08-15,85,51.0,,0.51,43.35
2017-08-16,81,51.0,,0.51,41.31
2017-08-17,80,51.0,,0.51,40.8
2017-08-18,86,51.0,,0.51,43.86
2017-08-19,89,51.0,,0.51,45.39
2017-08-20,81,51.0,,0.51,41.31
2017-08-21,73,51.0,,0.51,37.230000000000004
2017-08-22,83,51.0,,0.51,42.33
2017-08-23,75,51.0,,0.51,38.25
2017-08-24,80,51.0,,0.51,40.8
2017-08-25,80,51.0,,0.51,40.8
2017-08-26,82,51.0,,0.51,41.82
2017-08-27,100,51.0,,0.51,51.0
2017-08-28,82,51.0,,0.51,41.82
2017-08-29,83,51.0,,0.51,42.33
2017-08-30,80,51.0,,0.51,40.8
2017-08-31,76,51.0,,0.51,38.76
2017-09-01,86,49.0,False,0.49,42.14
2017-09-02,78,49.0,,0.49,38.22
2017-09-03,100,49.0,,0.49,49.0
2017-09-04,82,49.0,,0.49,40.18
2017-09-05,72,49.0,,0.49,35.28
2017-09-06,67,49.0,,0.49,32.83
2017-09-07,67,49.0,,0.49,32.83
2017-09-08,65,49.0,,0.49,31.849999999999998
2017-09-09,70,49.0,,0.49,34.3
2017-09-10,70,49.0,,0.49,34.3
2017-09-11,69,49.0,,0.49,33.81
2017-09-12,73,49.0,,0.49,35.769999999999996
2017-09-13,71,49.0,,0.49,34.79
2017-09-14,78,49.0,,0.49,38.22
2017-09-15,86,49.0,,0.49,42.14
2017-09-16,78,49.0,,0.49,38.22
2017-09-17,87,49.0,,0.49,42.63
2017-09-18,79,49.0,,0.49,38.71
2017-09-19,75,49.0,,0.49,36.75
2017-09-20,69,49.0,,0.49,33.81
2017-09-21,72,49.0,,0.49,35.28
2017-09-22,81,49.0,,0.49,39.69
2017-09-23,79,49.0,,0.49,38.71
2017-09-24,94,49.0,,0.49,46.06
2017-09-25,84,49.0,,0.49,41.16
2017-09-26,73,49.0,,0.49,35.769999999999996
2017-09-27,79,49.0,,0.49,38.71
2017-09-28,76,49.0,,0.49,37.24
2017-09-29,74,49.0,,0.49,36.26
2017-09-30,75,49.0,,0.49,36.75
2017-10-01,88,47.0,False,0.47,41.36
2017-10-02,78,47.0,,0.47,36.66
2017-10-03,82,47.0,,0.47,38.54
2017-10-04,79,47.0,,0.47,37.129999999999995
2017-10-05,83,47.0,,0.47,39.01
2017-10-06,82,47.0,,0.47,38.54
2017-10-07,85,47.0,,0.47,39.949999999999996
2017-10-08,100,47.0,,0.47,47.0
2017-10-09,82,47.0,,0.47,38.54
2017-10-10,80,47.0,,0.47,37.599999999999994
2017-10-11,77,47.0,,0.47,36.19
2017-10-12,81,47.0,,0.47,38.07
2017-10-13,79,47.0,,0.47,37.129999999999995
2017-10-14,91,47.0,,0.47,42.769999999999996
2017-10-15,98,47.0,,0.47,46.059999999999995
2017-10-16,91,47.0,,0.47,42.769999999999996
2017-10-17,86,47.0,,0.47,40.419999999999995
2017-10-18,76,47.0,,0.47,35.72
2017-10-19,86,47.0,,0.47,40.419999999999995
2017-10-20,82,47.0,,0.47,38.54
2017-10-21,95,47.0,,0.47,44.65
2017-10-22,96,47.0,,0.47,45.12
2017-10-23,94,47.0,,0.47,44.18
2017-10-24,94,47.0,,0.47,44.18
2017-10-25,92,47.0,,0.47,43.239999999999995
2017-10-26,80,47.0,,0.47,37.599999999999994
2017-10-27,90,47.0,,0.47,42.3
2017-10-28,89,47.0,,0.47,41.83
2017-10-29,86,47.0,,0.47,40.419999999999995
2017-10-30,85,47.0,,0.47,39.949999999999996
2017-10-31,85,47.0,,0.47,39.949999999999996
2017-11-01,77,46.0,False,0.46,35.42
2017-11-02,81,46.0,,0.46,37.260000000000005
2017-11-03,81,46.0,,0.46,37.260000000000005
2017-11-04,91,46.0,,0.46,41.86
2017-11-05,88,46.0,,0.46,40.480000000000004
2017-11-06,77,46.0,,0.46,35.42
2017-11-07,83,46.0,,0.46,38.18
2017-11-08,85,46.0,,0.46,39.1
2017-11-09,80,46.0,,0.46,36.800000000000004
2017-11-10,85,46.0,,0.46,39.1
2017-11-11,83,46.0,,0.46,38.18
2017-11-12,100,46.0,,0.46,46.0
2017-11-13,84,46.0,,0.46,38.64
2017-11-14,82,46.0,,0.46,37.72
2017-11-15,77,46.0,,0.46,35.42
2017-11-16,79,46.0,,0.46,36.34
2017-11-17,75,46.0,,0.46,34.5
2017-11-18,95,46.0,,0.46,43.7
2017-11-19,96,46.0,,0.46,44.160000000000004
2017-11-20,81,46.0,,0.46,37.260000000000005
2017-11-21,84,46.0,,0.46,38.64
2017-11-22,80,46.0,,0.46,36.800000000000004
2017-11-23,83,46.0,,0.46,38.18
2017-11-24,89,46.0,,0.46,40.940000000000005
2017-11-25,83,46.0,,0.46,38.18
2017-11-26,93,46.0,,0.46,42.78
2017-11-27,77,46.0,,0.46,35.42
2017-11-28,81,46.0,,0.46,37.260000000000005
2017-11-29,79,46.0,,0.46,36.34
2017-11-30,84,46.0,,0.46,38.64
2017-12-01,76,50.0,False,0.5,38.0
2017-12-02,84,50.0,,0.5,42.0
2017-12-03,73,50.0,,0.5,36.5
2017-12-04,77,50.0,,0.5,38.5
2017-12-05,80,50.0,,0.5,40.0
2017-12-06,74,50.0,,0.5,37.0
2017-12-07,79,50.0,,0.5,39.5
2017-12-08,75,50.0,,0.5,37.5
2017-12-09,79,50.0,,0.5,39.5
2017-12-10,78,50.0,,0.5,39.0
2017-12-11,72,50.0,,0.5,36.0
2017-12-12,68,50.0,,0.5,34.0
2017-12-13,74,50.0,,0.5,37.0
2017-12-14,78,50.0,,0.5,39.0
2017-12-15,73,50.0,,0.5,36.5
