date,CHK_unscaled,CHK_monthly,isPartial,scale,CHK
2021-04-18,35,8.0,,0.08,2.8000000000000003
2021-04-19,55,8.0,,0.08,4.4
2021-04-20,67,8.0,,0.08,5.36
2021-04-21,49,8.0,,0.08,3.92
2021-04-22,82,8.0,,0.08,6.5600000000000005
2021-04-23,57,8.0,,0.08,4.5600000000000005
2021-04-24,14,8.0,,0.08,1.12
2021-04-25,43,8.0,,0.08,3.44
2021-04-26,100,8.0,,0.08,8.0
2021-04-27,95,8.0,,0.08,7.6000000000000005
2021-04-28,56,8.0,,0.08,4.48
2021-04-29,55,8.0,,0.08,4.4
2021-04-30,66,8.0,,0.08,5.28
2021-05-01,76,8.0,False,0.08,6.08
2021-05-02,35,8.0,,0.08,2.8000000000000003
2021-05-03,30,8.0,,0.08,2.4
2021-05-04,47,8.0,,0.08,3.7600000000000002
2021-05-05,77,8.0,,0.08,6.16
2021-05-06,42,8.0,,0.08,3.36
2021-05-07,75,8.0,,0.08,6.0
2021-05-08,7,8.0,,0.08,0.56
2021-05-09,21,8.0,,0.08,1.68
2021-05-10,100,8.0,,0.08,8.0
2021-05-11,73,8.0,,0.08,5.84
2021-05-12,78,8.0,,0.08,6.24
2021-05-13,73,8.0,,0.08,5.84
2021-05-14,45,8.0,,0.08,3.6
2021-05-15,36,8.0,,0.08,2.88
2021-05-16,35,8.0,,0.08,2.8000000000000003
2021-05-17,56,8.0,,0.08,4.48
2021-05-18,18,8.0,,0.08,1.44
2021-05-19,24,8.0,,0.08,1.92
2021-05-20,56,8.0,,0.08,4.48
2021-05-21,50,8.0,,0.08,4.0
2021-05-22,36,8.0,,0.08,2.88
2021-05-23,42,8.0,,0.08,3.36
2021-05-24,49,8.0,,0.08,3.92
2021-05-25,70,8.0,,0.08,5.6000000000000005
2021-05-26,55,8.0,,0.08,4.4
2021-05-27,31,8.0,,0.08,2.48
2021-05-28,56,8.0,,0.08,4.48
2021-05-29,48,8.0,,0.08,3.84
2021-05-30,28,8.0,,0.08,2.24
2021-05-31,49,8.0,,0.08,3.92
2021-06-01,88,8.0,False,0.08,7.04
2021-06-02,91,8.0,,0.08,7.28
2021-06-03,67,8.0,,0.08,5.36
2021-06-04,55,8.0,,0.08,4.4
2021-06-05,23,8.0,,0.08,1.84
2021-06-06,23,8.0,,0.08,1.84
2021-06-07,46,8.0,,0.08,3.68
2021-06-08,67,8.0,,0.08,5.36
2021-06-09,73,8.0,,0.08,5.84
2021-06-10,61,8.0,,0.08,4.88
2021-06-11,28,8.0,,0.08,2.24
2021-06-12,84,8.0,,0.08,6.72
2021-06-13,15,8.0,,0.08,1.2
2021-06-14,100,8.0,,0.08,8.0
2021-06-15,67,8.0,,0.08,5.36
2021-06-16,27,8.0,,0.08,2.16
2021-06-17,83,8.0,,0.08,6.640000000000001
2021-06-18,56,8.0,,0.08,4.48
2021-06-19,31,8.0,,0.08,2.48
2021-06-20,54,8.0,,0.08,4.32
2021-06-21,61,8.0,,0.08,4.88
2021-06-22,48,8.0,,0.08,3.84
2021-06-23,20,8.0,,0.08,1.6
2021-06-24,49,8.0,,0.08,3.92
2021-06-25,56,8.0,,0.08,4.48
2021-06-26,15,8.0,,0.08,1.2
2021-06-27,86,8.0,,0.08,6.88
2021-06-28,76,8.0,,0.08,6.08
2021-06-29,62,8.0,,0.08,4.96
2021-06-30,40,8.0,,0.08,3.2
2021-07-01,26,6.0,False,0.06,1.56
2021-07-02,47,6.0,,0.06,2.82
2021-07-03,45,6.0,,0.06,2.6999999999999997
2021-07-04,56,6.0,,0.06,3.36
2021-07-05,100,6.0,,0.06,6.0
2021-07-06,61,6.0,,0.06,3.6599999999999997
2021-07-07,39,6.0,,0.06,2.34
2021-07-08,60,6.0,,0.06,3.5999999999999996
2021-07-09,14,6.0,,0.06,0.84
2021-07-10,60,6.0,,0.06,3.5999999999999996
2021-07-11,15,6.0,,0.06,0.8999999999999999
2021-07-12,40,6.0,,0.06,2.4
2021-07-13,40,6.0,,0.06,2.4
2021-07-14,46,6.0,,0.06,2.76
2021-07-15,27,6.0,,0.06,1.6199999999999999
2021-07-16,33,6.0,,0.06,1.98
2021-07-17,30,6.0,,0.06,1.7999999999999998
2021-07-18,52,6.0,,0.06,3.12
2021-07-19,33,6.0,,0.06,1.98
2021-07-20,66,6.0,,0.06,3.96
2021-07-21,52,6.0,,0.06,3.12
2021-07-22,14,6.0,,0.06,0.84
2021-07-23,94,6.0,,0.06,5.64
2021-07-24,15,6.0,,0.06,0.8999999999999999
2021-07-25,38,6.0,,0.06,2.28
2021-07-26,20,6.0,,0.06,1.2
2021-07-27,33,6.0,,0.06,1.98
2021-07-28,13,6.0,,0.06,0.78
2021-07-29,26,6.0,,0.06,1.56
2021-07-30,39,6.0,,0.06,2.34
2021-07-31,22,6.0,,0.06,1.3199999999999998
2021-08-01,34,6.0,False,0.06,2.04
2021-08-02,39,6.0,,0.06,2.34
2021-08-03,39,6.0,,0.06,2.34
2021-08-04,71,6.0,,0.06,4.26
2021-08-05,32,6.0,,0.06,1.92
2021-08-06,65,6.0,,0.06,3.9
2021-08-07,44,6.0,,0.06,2.6399999999999997
2021-08-08,26,6.0,,0.06,1.56
2021-08-09,54,6.0,,0.06,3.2399999999999998
2021-08-10,56,6.0,,0.06,3.36
2021-08-11,69,6.0,,0.06,4.14
2021-08-12,87,6.0,,0.06,5.22
2021-08-13,57,6.0,,0.06,3.42
2021-08-14,88,6.0,,0.06,5.279999999999999
2021-08-15,9,6.0,,0.06,0.54
2021-08-16,32,6.0,,0.06,1.92
2021-08-17,46,6.0,,0.06,2.76
2021-08-18,77,6.0,,0.06,4.62
2021-08-19,100,6.0,,0.06,6.0
2021-08-20,54,6.0,,0.06,3.2399999999999998
2021-08-21,43,6.0,,0.06,2.58
2021-08-22,17,6.0,,0.06,1.02
2021-08-23,63,6.0,,0.06,3.78
2021-08-24,59,6.0,,0.06,3.54
2021-08-25,61,6.0,,0.06,3.6599999999999997
2021-08-26,40,6.0,,0.06,2.4
2021-08-27,48,6.0,,0.06,2.88
2021-08-28,44,6.0,,0.06,2.6399999999999997
2021-08-29,17,6.0,,0.06,1.02
2021-08-30,30,6.0,,0.06,1.7999999999999998
2021-08-31,47,6.0,,0.06,2.82
2021-09-01,46,6.0,False,0.06,2.76
2021-09-02,97,6.0,,0.06,5.819999999999999
2021-09-03,60,6.0,,0.06,3.5999999999999996
2021-09-04,57,6.0,,0.06,3.42
2021-09-05,23,6.0,,0.06,1.38
2021-09-06,21,6.0,,0.06,1.26
2021-09-07,98,6.0,,0.06,5.88
2021-09-08,76,6.0,,0.06,4.56
2021-09-09,48,6.0,,0.06,2.88
2021-09-10,100,6.0,,0.06,6.0
2021-09-11,55,6.0,,0.06,3.3
2021-09-12,21,6.0,,0.06,1.26
2021-09-13,78,6.0,,0.06,4.68
2021-09-14,38,6.0,,0.06,2.28
2021-09-15,86,6.0,,0.06,5.16
2021-09-16,77,6.0,,0.06,4.62
2021-09-17,30,6.0,,0.06,1.7999999999999998
2021-09-18,32,6.0,,0.06,1.92
2021-09-19,32,6.0,,0.06,1.92
2021-09-20,76,6.0,,0.06,4.56
2021-09-21,59,6.0,,0.06,3.54
2021-09-22,38,6.0,,0.06,2.28
2021-09-23,38,6.0,,0.06,2.28
2021-09-24,50,6.0,,0.06,3.0
2021-09-25,55,6.0,,0.06,3.3
2021-09-26,43,6.0,,0.06,2.58
2021-09-27,66,6.0,,0.06,3.96
2021-09-28,67,6.0,,0.06,4.02
2021-09-29,66,6.0,,0.06,3.96
2021-09-30,97,6.0,,0.06,5.819999999999999
2021-10-01,33,7.0,False,0.07,2.31
2021-10-02,18,7.0,,0.07,1.2600000000000002
2021-10-03,28,7.0,,0.07,1.9600000000000002
2021-10-04,45,7.0,,0.07,3.1500000000000004
2021-10-05,42,7.0,,0.07,2.9400000000000004
2021-10-06,57,7.0,,0.07,3.99
2021-10-07,21,7.0,,0.07,1.4700000000000002
2021-10-08,44,7.0,,0.07,3.08
2021-10-09,18,7.0,,0.07,1.2600000000000002
2021-10-10,35,7.0,,0.07,2.45
2021-10-11,53,7.0,,0.07,3.7100000000000004
2021-10-12,48,7.0,,0.07,3.3600000000000003
2021-10-13,27,7.0,,0.07,1.8900000000000001
2021-10-14,16,7.0,,0.07,1.12
2021-10-15,16,7.0,,0.07,1.12
2021-10-16,18,7.0,,0.07,1.2600000000000002
2021-10-17,12,7.0,,0.07,0.8400000000000001
2021-10-18,37,7.0,,0.07,2.5900000000000003
2021-10-19,33,7.0,,0.07,2.31
2021-10-20,32,7.0,,0.07,2.24
2021-10-21,48,7.0,,0.07,3.3600000000000003
2021-10-22,38,7.0,,0.07,2.66
2021-10-23,60,7.0,,0.07,4.2
2021-10-24,40,7.0,,0.07,2.8000000000000003
2021-10-25,100,7.0,,0.07,7.000000000000001
2021-10-26,63,7.0,,0.07,4.41
2021-10-27,52,7.0,,0.07,3.6400000000000006
2021-10-28,48,7.0,,0.07,3.3600000000000003
2021-10-29,43,7.0,,0.07,3.0100000000000002
2021-10-30,17,7.0,,0.07,1.1900000000000002
2021-10-31,6,7.0,,0.07,0.42000000000000004
2021-11-01,98,7.0,False,0.07,6.86
2021-11-02,55,7.0,,0.07,3.8500000000000005
2021-11-03,100,7.0,,0.07,7.000000000000001
2021-11-04,84,7.0,,0.07,5.880000000000001
2021-11-05,42,7.0,,0.07,2.9400000000000004
2021-11-06,0,7.0,,0.07,0.0
2021-11-07,38,7.0,,0.07,2.66
2021-11-08,49,7.0,,0.07,3.43
2021-11-09,42,7.0,,0.07,2.9400000000000004
2021-11-10,48,7.0,,0.07,3.3600000000000003
2021-11-11,40,7.0,,0.07,2.8000000000000003
2021-11-12,70,7.0,,0.07,4.9
2021-11-13,8,7.0,,0.07,0.56
2021-11-14,46,7.0,,0.07,3.22
2021-11-15,68,7.0,,0.07,4.760000000000001
2021-11-16,45,7.0,,0.07,3.1500000000000004
2021-11-17,79,7.0,,0.07,5.53
2021-11-18,35,7.0,,0.07,2.45
2021-11-19,21,7.0,,0.07,1.4700000000000002
2021-11-20,38,7.0,,0.07,2.66
2021-11-21,15,7.0,,0.07,1.05
2021-11-22,35,7.0,,0.07,2.45
2021-11-23,56,7.0,,0.07,3.9200000000000004
2021-11-24,49,7.0,,0.07,3.43
2021-11-25,59,7.0,,0.07,4.130000000000001
2021-11-26,29,7.0,,0.07,2.0300000000000002
2021-11-27,29,7.0,,0.07,2.0300000000000002
2021-11-28,22,7.0,,0.07,1.54
2021-11-29,51,7.0,,0.07,3.5700000000000003
2021-11-30,45,7.0,,0.07,3.1500000000000004
2021-12-01,56,6.0,False,0.06,3.36
2021-12-02,57,6.0,,0.06,3.42
2021-12-03,69,6.0,,0.06,4.14
2021-12-04,22,6.0,,0.06,1.3199999999999998
2021-12-05,22,6.0,,0.06,1.3199999999999998
2021-12-06,87,6.0,,0.06,5.22
2021-12-07,97,6.0,,0.06,5.819999999999999
2021-12-08,80,6.0,,0.06,4.8
2021-12-09,100,6.0,,0.06,6.0
2021-12-10,61,6.0,,0.06,3.6599999999999997
2021-12-11,0,6.0,,0.06,0.0
2021-12-12,33,6.0,,0.06,1.98
2021-12-13,40,6.0,,0.06,2.4
2021-12-14,90,6.0,,0.06,5.3999999999999995
2021-12-15,60,6.0,,0.06,3.5999999999999996
2021-12-16,21,6.0,,0.06,1.26
2021-12-17,53,6.0,,0.06,3.1799999999999997
2021-12-18,92,6.0,,0.06,5.52
2021-12-19,56,6.0,,0.06,3.36
2021-12-20,74,6.0,,0.06,4.4399999999999995
2021-12-21,52,6.0,,0.06,3.12
2021-12-22,42,6.0,,0.06,2.52
2021-12-23,87,6.0,,0.06,5.22
2021-12-24,70,6.0,,0.06,4.2
2021-12-25,25,6.0,,0.06,1.5
2021-12-26,58,6.0,,0.06,3.48
2021-12-27,93,6.0,,0.06,5.58
2021-12-28,72,6.0,,0.06,4.32
2021-12-29,90,6.0,,0.06,5.3999999999999995
2021-12-30,61,6.0,,0.06,3.6599999999999997
2021-12-31,81,6.0,,0.06,4.859999999999999
