date,PTON_unscaled,PTON_monthly,isPartial,scale,PTON
2019-10-03,67,18.0,,0.18,12.059999999999999
2019-10-04,81,18.0,,0.18,14.58
2019-10-05,6,18.0,,0.18,1.08
2019-10-06,13,18.0,,0.18,2.34
2019-10-07,44,18.0,,0.18,7.92
2019-10-08,44,18.0,,0.18,7.92
2019-10-09,34,18.0,,0.18,6.12
2019-10-10,35,18.0,,0.18,6.3
2019-10-11,15,18.0,,0.18,2.6999999999999997
2019-10-12,11,18.0,,0.18,1.98
2019-10-13,4,18.0,,0.18,0.72
2019-10-14,37,18.0,,0.18,6.66
2019-10-15,31,18.0,,0.18,5.58
2019-10-16,44,18.0,,0.18,7.92
2019-10-17,20,18.0,,0.18,3.5999999999999996
2019-10-18,32,18.0,,0.18,5.76
2019-10-19,13,18.0,,0.18,2.34
2019-10-20,6,18.0,,0.18,1.08
2019-10-21,45,18.0,,0.18,8.1
2019-10-22,32,18.0,,0.18,5.76
2019-10-23,20,18.0,,0.18,3.5999999999999996
2019-10-24,25,18.0,,0.18,4.5
2019-10-25,47,18.0,,0.18,8.459999999999999
2019-10-26,15,18.0,,0.18,2.6999999999999997
2019-10-27,13,18.0,,0.18,2.34
2019-10-28,21,18.0,,0.18,3.78
2019-10-29,16,18.0,,0.18,2.88
2019-10-30,31,18.0,,0.18,5.58
2019-10-31,26,18.0,,0.18,4.68
2019-11-01,22,15.0,False,0.15,3.3
2019-11-02,6,15.0,,0.15,0.8999999999999999
2019-11-03,6,15.0,,0.15,0.8999999999999999
2019-11-04,24,15.0,,0.15,3.5999999999999996
2019-11-05,100,15.0,,0.15,15.0
2019-11-06,40,15.0,,0.15,6.0
2019-11-07,29,15.0,,0.15,4.35
2019-11-08,13,15.0,,0.15,1.95
2019-11-09,10,15.0,,0.15,1.5
2019-11-10,6,15.0,,0.15,0.8999999999999999
2019-11-11,26,15.0,,0.15,3.9
2019-11-12,22,15.0,,0.15,3.3
2019-11-13,29,15.0,,0.15,4.35
2019-11-14,16,15.0,,0.15,2.4
2019-11-15,40,15.0,,0.15,6.0
2019-11-16,8,15.0,,0.15,1.2
2019-11-17,8,15.0,,0.15,1.2
2019-11-18,49,15.0,,0.15,7.35
2019-11-19,50,15.0,,0.15,7.5
2019-11-20,29,15.0,,0.15,4.35
2019-11-21,23,15.0,,0.15,3.4499999999999997
2019-11-22,31,15.0,,0.15,4.6499999999999995
2019-11-23,7,15.0,,0.15,1.05
2019-11-24,0,15.0,,0.15,0.0
2019-11-25,20,15.0,,0.15,3.0
2019-11-26,19,15.0,,0.15,2.85
2019-11-27,25,15.0,,0.15,3.75
2019-11-28,19,15.0,,0.15,2.85
2019-11-29,29,15.0,,0.15,4.35
2019-11-30,16,15.0,,0.15,2.4
2019-12-01,4,29.0,False,0.29,1.16
2019-12-02,27,29.0,,0.29,7.829999999999999
2019-12-03,64,29.0,,0.29,18.56
2019-12-04,54,29.0,,0.29,15.659999999999998
2019-12-05,72,29.0,,0.29,20.88
2019-12-06,51,29.0,,0.29,14.79
2019-12-07,24,29.0,,0.29,6.959999999999999
2019-12-08,6,29.0,,0.29,1.7399999999999998
2019-12-09,54,29.0,,0.29,15.659999999999998
2019-12-10,54,29.0,,0.29,15.659999999999998
2019-12-11,100,29.0,,0.29,28.999999999999996
2019-12-12,53,29.0,,0.29,15.37
2019-12-13,40,29.0,,0.29,11.6
2019-12-14,13,29.0,,0.29,3.7699999999999996
2019-12-15,8,29.0,,0.29,2.32
2019-12-16,24,29.0,,0.29,6.959999999999999
2019-12-17,40,29.0,,0.29,11.6
2019-12-18,33,29.0,,0.29,9.569999999999999
2019-12-19,30,29.0,,0.29,8.7
2019-12-20,40,29.0,,0.29,11.6
2019-12-21,12,29.0,,0.29,3.4799999999999995
2019-12-22,9,29.0,,0.29,2.61
2019-12-23,33,29.0,,0.29,9.569999999999999
2019-12-24,31,29.0,,0.29,8.99
2019-12-25,10,29.0,,0.29,2.9
2019-12-26,35,29.0,,0.29,10.149999999999999
2019-12-27,50,29.0,,0.29,14.499999999999998
2019-12-28,7,29.0,,0.29,2.03
2019-12-29,3,29.0,,0.29,0.8699999999999999
2019-12-30,30,29.0,,0.29,8.7
2019-12-31,37,29.0,,0.29,10.729999999999999
2020-01-01,20,17.0,False,0.17,3.4000000000000004
2020-01-02,79,17.0,,0.17,13.430000000000001
2020-01-03,100,17.0,,0.17,17.0
2020-01-04,25,17.0,,0.17,4.25
2020-01-05,16,17.0,,0.17,2.72
2020-01-06,84,17.0,,0.17,14.280000000000001
2020-01-07,68,17.0,,0.17,11.56
2020-01-08,67,17.0,,0.17,11.39
2020-01-09,75,17.0,,0.17,12.750000000000002
2020-01-10,91,17.0,,0.17,15.47
2020-01-11,25,17.0,,0.17,4.25
2020-01-12,9,17.0,,0.17,1.53
2020-01-13,54,17.0,,0.17,9.180000000000001
2020-01-14,38,17.0,,0.17,6.460000000000001
2020-01-15,56,17.0,,0.17,9.520000000000001
2020-01-16,46,17.0,,0.17,7.82
2020-01-17,47,17.0,,0.17,7.99
2020-01-18,23,17.0,,0.17,3.91
2020-01-19,16,17.0,,0.17,2.72
2020-01-20,26,17.0,,0.17,4.42
2020-01-21,57,17.0,,0.17,9.690000000000001
2020-01-22,91,17.0,,0.17,15.47
2020-01-23,63,17.0,,0.17,10.71
2020-01-24,63,17.0,,0.17,10.71
2020-01-25,19,17.0,,0.17,3.2300000000000004
2020-01-26,12,17.0,,0.17,2.04
2020-01-27,31,17.0,,0.17,5.2700000000000005
2020-01-28,41,17.0,,0.17,6.970000000000001
2020-01-29,44,17.0,,0.17,7.48
2020-01-30,60,17.0,,0.17,10.200000000000001
2020-01-31,45,17.0,,0.17,7.65
2020-02-01,9,23.0,False,0.23,2.0700000000000003
2020-02-02,3,23.0,,0.23,0.6900000000000001
2020-02-03,28,23.0,,0.23,6.44
2020-02-04,49,23.0,,0.23,11.270000000000001
2020-02-05,81,23.0,,0.23,18.630000000000003
2020-02-06,100,23.0,,0.23,23.0
2020-02-07,33,23.0,,0.23,7.590000000000001
2020-02-08,17,23.0,,0.23,3.91
2020-02-09,5,23.0,,0.23,1.1500000000000001
2020-02-10,20,23.0,,0.23,4.6000000000000005
2020-02-11,26,23.0,,0.23,5.98
2020-02-12,19,23.0,,0.23,4.37
2020-02-13,21,23.0,,0.23,4.83
2020-02-14,28,23.0,,0.23,6.44
2020-02-15,5,23.0,,0.23,1.1500000000000001
2020-02-16,7,23.0,,0.23,1.61
2020-02-17,11,23.0,,0.23,2.5300000000000002
2020-02-18,21,23.0,,0.23,4.83
2020-02-19,22,23.0,,0.23,5.0600000000000005
2020-02-20,30,23.0,,0.23,6.9
2020-02-21,33,23.0,,0.23,7.590000000000001
2020-02-22,16,23.0,,0.23,3.68
2020-02-23,1,23.0,,0.23,0.23
2020-02-24,41,23.0,,0.23,9.43
2020-02-25,25,23.0,,0.23,5.75
2020-02-26,36,23.0,,0.23,8.280000000000001
2020-02-27,32,23.0,,0.23,7.36
2020-02-28,28,23.0,,0.23,6.44
2020-02-29,6,23.0,,0.23,1.3800000000000001
2020-03-01,5,21.0,False,0.21,1.05
2020-03-02,41,21.0,,0.21,8.61
2020-03-03,37,21.0,,0.21,7.77
2020-03-04,33,21.0,,0.21,6.93
2020-03-05,31,21.0,,0.21,6.51
2020-03-06,31,21.0,,0.21,6.51
2020-03-07,11,21.0,,0.21,2.31
2020-03-08,4,21.0,,0.21,0.84
2020-03-09,40,21.0,,0.21,8.4
2020-03-10,33,21.0,,0.21,6.93
2020-03-11,32,21.0,,0.21,6.72
2020-03-12,37,21.0,,0.21,7.77
2020-03-13,44,21.0,,0.21,9.24
2020-03-14,15,21.0,,0.21,3.15
2020-03-15,19,21.0,,0.21,3.9899999999999998
2020-03-16,72,21.0,,0.21,15.12
2020-03-17,100,21.0,,0.21,21.0
2020-03-18,68,21.0,,0.21,14.28
2020-03-19,59,21.0,,0.21,12.389999999999999
2020-03-20,46,21.0,,0.21,9.66
2020-03-21,15,21.0,,0.21,3.15
2020-03-22,14,21.0,,0.21,2.94
2020-03-23,59,21.0,,0.21,12.389999999999999
2020-03-24,47,21.0,,0.21,9.87
2020-03-25,54,21.0,,0.21,11.34
2020-03-26,43,21.0,,0.21,9.03
2020-03-27,26,21.0,,0.21,5.46
2020-03-28,13,21.0,,0.21,2.73
2020-03-29,7,21.0,,0.21,1.47
2020-03-30,36,21.0,,0.21,7.56
2020-03-31,33,21.0,,0.21,6.93
2020-04-01,67,22.0,False,0.22,14.74
2020-04-02,41,22.0,,0.22,9.02
2020-04-03,45,22.0,,0.22,9.9
2020-04-04,20,22.0,,0.22,4.4
2020-04-05,6,22.0,,0.22,1.32
2020-04-06,49,22.0,,0.22,10.78
2020-04-07,38,22.0,,0.22,8.36
2020-04-08,36,22.0,,0.22,7.92
2020-04-09,19,22.0,,0.22,4.18
2020-04-10,18,22.0,,0.22,3.96
2020-04-11,4,22.0,,0.22,0.88
2020-04-12,6,22.0,,0.22,1.32
2020-04-13,70,22.0,,0.22,15.4
2020-04-14,71,22.0,,0.22,15.62
2020-04-15,85,22.0,,0.22,18.7
2020-04-16,100,22.0,,0.22,22.0
2020-04-17,71,22.0,,0.22,15.62
2020-04-18,17,22.0,,0.22,3.74
2020-04-19,10,22.0,,0.22,2.2
2020-04-20,41,22.0,,0.22,9.02
2020-04-21,52,22.0,,0.22,11.44
2020-04-22,53,22.0,,0.22,11.66
2020-04-23,56,22.0,,0.22,12.32
2020-04-24,69,22.0,,0.22,15.18
2020-04-25,25,22.0,,0.22,5.5
2020-04-26,10,22.0,,0.22,2.2
2020-04-27,36,22.0,,0.22,7.92
2020-04-28,54,22.0,,0.22,11.88
2020-04-29,38,22.0,,0.22,8.36
2020-04-30,59,22.0,,0.22,12.98
2020-05-01,9,49.0,False,0.49,4.41
2020-05-02,2,49.0,,0.49,0.98
2020-05-03,1,49.0,,0.49,0.49
2020-05-04,21,49.0,,0.49,10.29
2020-05-05,32,49.0,,0.49,15.68
2020-05-06,97,49.0,,0.49,47.53
2020-05-07,100,49.0,,0.49,49.0
2020-05-08,35,49.0,,0.49,17.15
2020-05-09,8,49.0,,0.49,3.92
2020-05-10,3,49.0,,0.49,1.47
2020-05-11,21,49.0,,0.49,10.29
2020-05-12,30,49.0,,0.49,14.7
2020-05-13,29,49.0,,0.49,14.209999999999999
2020-05-14,24,49.0,,0.49,11.76
2020-05-15,31,49.0,,0.49,15.19
2020-05-16,6,49.0,,0.49,2.94
2020-05-17,5,49.0,,0.49,2.45
2020-05-18,22,49.0,,0.49,10.78
2020-05-19,28,49.0,,0.49,13.719999999999999
2020-05-20,19,49.0,,0.49,9.31
2020-05-21,15,49.0,,0.49,7.35
2020-05-22,20,49.0,,0.49,9.8
2020-05-23,5,49.0,,0.49,2.45
2020-05-24,2,49.0,,0.49,0.98
2020-05-25,6,49.0,,0.49,2.94
2020-05-26,18,49.0,,0.49,8.82
2020-05-27,26,49.0,,0.49,12.74
2020-05-28,21,49.0,,0.49,10.29
2020-05-29,15,49.0,,0.49,7.35
2020-05-30,3,49.0,,0.49,1.47
2020-05-31,3,49.0,,0.49,1.47
2020-06-01,57,32.0,False,0.32,18.240000000000002
2020-06-02,74,32.0,,0.32,23.68
2020-06-03,67,32.0,,0.32,21.44
2020-06-04,59,32.0,,0.32,18.88
2020-06-05,33,32.0,,0.32,10.56
2020-06-06,11,32.0,,0.32,3.52
2020-06-07,15,32.0,,0.32,4.8
2020-06-08,66,32.0,,0.32,21.12
2020-06-09,63,32.0,,0.32,20.16
2020-06-10,35,32.0,,0.32,11.200000000000001
2020-06-11,64,32.0,,0.32,20.48
2020-06-12,30,32.0,,0.32,9.6
2020-06-13,10,32.0,,0.32,3.2
2020-06-14,12,32.0,,0.32,3.84
2020-06-15,74,32.0,,0.32,23.68
2020-06-16,72,32.0,,0.32,23.04
2020-06-17,55,32.0,,0.32,17.6
2020-06-18,46,32.0,,0.32,14.72
2020-06-19,44,32.0,,0.32,14.08
2020-06-20,15,32.0,,0.32,4.8
2020-06-21,9,32.0,,0.32,2.88
2020-06-22,65,32.0,,0.32,20.8
2020-06-23,100,32.0,,0.32,32.0
2020-06-24,73,32.0,,0.32,23.36
2020-06-25,91,32.0,,0.32,29.12
2020-06-26,67,32.0,,0.32,21.44
2020-06-27,29,32.0,,0.32,9.28
2020-06-28,14,32.0,,0.32,4.48
2020-06-29,76,32.0,,0.32,24.32
2020-06-30,82,32.0,,0.32,26.240000000000002
2020-07-01,66,35.0,False,0.35,23.099999999999998
2020-07-02,71,35.0,,0.35,24.849999999999998
2020-07-03,15,35.0,,0.35,5.25
2020-07-04,3,35.0,,0.35,1.0499999999999998
2020-07-05,8,35.0,,0.35,2.8
2020-07-06,46,35.0,,0.35,16.099999999999998
2020-07-07,51,35.0,,0.35,17.849999999999998
2020-07-08,62,35.0,,0.35,21.7
2020-07-09,69,35.0,,0.35,24.15
2020-07-10,87,35.0,,0.35,30.45
2020-07-11,16,35.0,,0.35,5.6
2020-07-12,21,35.0,,0.35,7.35
2020-07-13,79,35.0,,0.35,27.65
2020-07-14,77,35.0,,0.35,26.95
2020-07-15,54,35.0,,0.35,18.9
2020-07-16,62,35.0,,0.35,21.7
2020-07-17,73,35.0,,0.35,25.549999999999997
2020-07-18,12,35.0,,0.35,4.199999999999999
2020-07-19,12,35.0,,0.35,4.199999999999999
2020-07-20,68,35.0,,0.35,23.799999999999997
2020-07-21,72,35.0,,0.35,25.2
2020-07-22,63,35.0,,0.35,22.049999999999997
2020-07-23,52,35.0,,0.35,18.2
2020-07-24,45,35.0,,0.35,15.749999999999998
2020-07-25,3,35.0,,0.35,1.0499999999999998
2020-07-26,11,35.0,,0.35,3.8499999999999996
2020-07-27,40,35.0,,0.35,14.0
2020-07-28,56,35.0,,0.35,19.599999999999998
2020-07-29,47,35.0,,0.35,16.45
2020-07-30,52,35.0,,0.35,18.2
2020-07-31,100,35.0,,0.35,35.0
2020-08-01,12,38.0,False,0.38,4.5600000000000005
2020-08-02,15,38.0,,0.38,5.7
2020-08-03,100,38.0,,0.38,38.0
2020-08-04,92,38.0,,0.38,34.96
2020-08-05,52,38.0,,0.38,19.76
2020-08-06,55,38.0,,0.38,20.9
2020-08-07,62,38.0,,0.38,23.56
2020-08-08,7,38.0,,0.38,2.66
2020-08-09,11,38.0,,0.38,4.18
2020-08-10,36,38.0,,0.38,13.68
2020-08-11,40,38.0,,0.38,15.2
2020-08-12,35,38.0,,0.38,13.3
2020-08-13,44,38.0,,0.38,16.72
2020-08-14,45,38.0,,0.38,17.1
2020-08-15,8,38.0,,0.38,3.04
2020-08-16,12,38.0,,0.38,4.5600000000000005
2020-08-17,29,38.0,,0.38,11.02
2020-08-18,70,38.0,,0.38,26.6
2020-08-19,46,38.0,,0.38,17.48
2020-08-20,32,38.0,,0.38,12.16
2020-08-21,35,38.0,,0.38,13.3
2020-08-22,9,38.0,,0.38,3.42
2020-08-23,12,38.0,,0.38,4.5600000000000005
2020-08-24,29,38.0,,0.38,11.02
2020-08-25,40,38.0,,0.38,15.2
2020-08-26,32,38.0,,0.38,12.16
2020-08-27,63,38.0,,0.38,23.94
2020-08-28,96,38.0,,0.38,36.480000000000004
2020-08-29,16,38.0,,0.38,6.08
2020-08-30,23,38.0,,0.38,8.74
2020-08-31,57,38.0,,0.38,21.66
2020-09-01,24,100.0,False,1.0,24.0
2020-09-02,43,100.0,,1.0,43.0
2020-09-03,31,100.0,,1.0,31.0
2020-09-04,29,100.0,,1.0,29.0
2020-09-05,10,100.0,,1.0,10.0
2020-09-06,5,100.0,,1.0,5.0
2020-09-07,9,100.0,,1.0,9.0
2020-09-08,42,100.0,,1.0,42.0
2020-09-09,46,100.0,,1.0,46.0
2020-09-10,100,100.0,,1.0,100.0
2020-09-11,89,100.0,,1.0,89.0
2020-09-12,14,100.0,,1.0,14.0
2020-09-13,8,100.0,,1.0,8.0
2020-09-14,29,100.0,,1.0,29.0
2020-09-15,32,100.0,,1.0,32.0
2020-09-16,25,100.0,,1.0,25.0
2020-09-17,16,100.0,,1.0,16.0
2020-09-18,16,100.0,,1.0,16.0
2020-09-19,4,100.0,,1.0,4.0
2020-09-20,3,100.0,,1.0,3.0
2020-09-21,17,100.0,,1.0,17.0
2020-09-22,23,100.0,,1.0,23.0
2020-09-23,26,100.0,,1.0,26.0
2020-09-24,14,100.0,,1.0,14.0
2020-09-25,18,100.0,,1.0,18.0
2020-09-26,5,100.0,,1.0,5.0
2020-09-27,3,100.0,,1.0,3.0
2020-09-28,18,100.0,,1.0,18.0
2020-09-29,22,100.0,,1.0,22.0
2020-09-30,15,100.0,,1.0,15.0
2020-10-01,53,71.0,False,0.71,37.629999999999995
2020-10-02,57,71.0,,0.71,40.47
2020-10-03,8,71.0,,0.71,5.68
2020-10-04,8,71.0,,0.71,5.68
2020-10-05,52,71.0,,0.71,36.92
2020-10-06,44,71.0,,0.71,31.24
2020-10-07,63,71.0,,0.71,44.73
2020-10-08,60,71.0,,0.71,42.599999999999994
2020-10-09,62,71.0,,0.71,44.019999999999996
2020-10-10,13,71.0,,0.71,9.23
2020-10-11,10,71.0,,0.71,7.1
2020-10-12,65,71.0,,0.71,46.15
2020-10-13,62,71.0,,0.71,44.019999999999996
2020-10-14,79,71.0,,0.71,56.089999999999996
2020-10-15,71,71.0,,0.71,50.41
2020-10-16,100,71.0,,0.71,71.0
2020-10-17,23,71.0,,0.71,16.33
2020-10-18,14,71.0,,0.71,9.94
2020-10-19,49,71.0,,0.71,34.79
2020-10-20,68,71.0,,0.71,48.28
2020-10-21,81,71.0,,0.71,57.51
2020-10-22,83,71.0,,0.71,58.93
2020-10-23,62,71.0,,0.71,44.019999999999996
2020-10-24,14,71.0,,0.71,9.94
2020-10-25,7,71.0,,0.71,4.97
2020-10-26,47,71.0,,0.71,33.37
2020-10-27,45,71.0,,0.71,31.95
2020-10-28,44,71.0,,0.71,31.24
2020-10-29,62,71.0,,0.71,44.019999999999996
2020-10-30,34,71.0,,0.71,24.14
2020-10-31,12,71.0,,0.71,8.52
2020-11-01,5,61.0,False,0.61,3.05
2020-11-02,28,61.0,,0.61,17.08
2020-11-03,35,61.0,,0.61,21.349999999999998
2020-11-04,16,61.0,,0.61,9.76
2020-11-05,61,61.0,,0.61,37.21
2020-11-06,62,61.0,,0.61,37.82
2020-11-07,7,61.0,,0.61,4.27
2020-11-08,8,61.0,,0.61,4.88
2020-11-09,100,61.0,,0.61,61.0
2020-11-10,92,61.0,,0.61,56.12
2020-11-11,56,61.0,,0.61,34.16
2020-11-12,48,61.0,,0.61,29.28
2020-11-13,54,61.0,,0.61,32.94
2020-11-14,15,61.0,,0.61,9.15
2020-11-15,5,61.0,,0.61,3.05
2020-11-16,50,61.0,,0.61,30.5
2020-11-17,46,61.0,,0.61,28.06
2020-11-18,36,61.0,,0.61,21.96
2020-11-19,51,61.0,,0.61,31.11
2020-11-20,42,61.0,,0.61,25.62
2020-11-21,10,61.0,,0.61,6.1
2020-11-22,10,61.0,,0.61,6.1
2020-11-23,35,61.0,,0.61,21.349999999999998
2020-11-24,42,61.0,,0.61,25.62
2020-11-25,35,61.0,,0.61,21.349999999999998
2020-11-26,6,61.0,,0.61,3.66
2020-11-27,23,61.0,,0.61,14.03
2020-11-28,7,61.0,,0.61,4.27
2020-11-29,7,61.0,,0.61,4.27
2020-11-30,33,61.0,,0.61,20.13
2020-12-01,38,49.0,False,0.49,18.62
2020-12-02,27,49.0,,0.49,13.23
2020-12-03,24,49.0,,0.49,11.76
2020-12-04,30,49.0,,0.49,14.7
2020-12-05,4,49.0,,0.49,1.96
2020-12-06,7,49.0,,0.49,3.4299999999999997
2020-12-07,26,49.0,,0.49,12.74
2020-12-08,30,49.0,,0.49,14.7
2020-12-09,38,49.0,,0.49,18.62
2020-12-10,31,49.0,,0.49,15.19
2020-12-11,23,49.0,,0.49,11.27
2020-12-12,9,49.0,,0.49,4.41
2020-12-13,6,49.0,,0.49,2.94
2020-12-14,32,49.0,,0.49,15.68
2020-12-15,29,49.0,,0.49,14.209999999999999
2020-12-16,37,49.0,,0.49,18.13
2020-12-17,30,49.0,,0.49,14.7
2020-12-18,34,49.0,,0.49,16.66
2020-12-19,9,49.0,,0.49,4.41
2020-12-20,11,49.0,,0.49,5.39
2020-12-21,56,49.0,,0.49,27.439999999999998
2020-12-22,100,49.0,,0.49,49.0
2020-12-23,64,49.0,,0.49,31.36
2020-12-24,37,49.0,,0.49,18.13
2020-12-25,7,49.0,,0.49,3.4299999999999997
2020-12-26,10,49.0,,0.49,4.9
2020-12-27,5,49.0,,0.49,2.45
2020-12-28,38,49.0,,0.49,18.62
2020-12-29,34,49.0,,0.49,16.66
2020-12-30,32,49.0,,0.49,15.68
2020-12-31,28,49.0,,0.49,13.719999999999999
2021-01-01,24,34.0,False,0.34,8.16
2021-01-02,12,34.0,,0.34,4.08
2021-01-03,8,34.0,,0.34,2.72
2021-01-04,81,34.0,,0.34,27.540000000000003
2021-01-05,73,34.0,,0.34,24.82
2021-01-06,53,34.0,,0.34,18.02
2021-01-07,63,34.0,,0.34,21.42
2021-01-08,95,34.0,,0.34,32.300000000000004
2021-01-09,16,34.0,,0.34,5.44
2021-01-10,16,34.0,,0.34,5.44
2021-01-11,59,34.0,,0.34,20.060000000000002
2021-01-12,55,34.0,,0.34,18.700000000000003
2021-01-13,93,34.0,,0.34,31.62
2021-01-14,80,34.0,,0.34,27.200000000000003
2021-01-15,60,34.0,,0.34,20.400000000000002
2021-01-16,21,34.0,,0.34,7.140000000000001
2021-01-17,13,34.0,,0.34,4.42
2021-01-18,19,34.0,,0.34,6.460000000000001
2021-01-19,100,34.0,,0.34,34.0
2021-01-20,75,34.0,,0.34,25.500000000000004
2021-01-21,68,34.0,,0.34,23.12
2021-01-22,52,34.0,,0.34,17.68
2021-01-23,33,34.0,,0.34,11.22
2021-01-24,15,34.0,,0.34,5.1000000000000005
2021-01-25,59,34.0,,0.34,20.060000000000002
2021-01-26,65,34.0,,0.34,22.1
2021-01-27,60,34.0,,0.34,20.400000000000002
2021-01-28,58,34.0,,0.34,19.720000000000002
2021-01-29,49,34.0,,0.34,16.66
2021-01-30,25,34.0,,0.34,8.5
2021-01-31,15,34.0,,0.34,5.1000000000000005
2021-02-01,29,46.0,False,0.46,13.34
2021-02-02,20,46.0,,0.46,9.200000000000001
2021-02-03,39,46.0,,0.46,17.94
2021-02-04,100,46.0,,0.46,46.0
2021-02-05,92,46.0,,0.46,42.32
2021-02-06,25,46.0,,0.46,11.5
2021-02-07,11,46.0,,0.46,5.0600000000000005
2021-02-08,40,46.0,,0.46,18.400000000000002
2021-02-09,40,46.0,,0.46,18.400000000000002
2021-02-10,29,46.0,,0.46,13.34
2021-02-11,26,46.0,,0.46,11.96
2021-02-12,28,46.0,,0.46,12.88
2021-02-13,12,46.0,,0.46,5.5200000000000005
2021-02-14,7,46.0,,0.46,3.22
2021-02-15,14,46.0,,0.46,6.44
2021-02-16,22,46.0,,0.46,10.120000000000001
2021-02-17,45,46.0,,0.46,20.7
2021-02-18,27,46.0,,0.46,12.42
2021-02-19,25,46.0,,0.46,11.5
2021-02-20,12,46.0,,0.46,5.5200000000000005
2021-02-21,7,46.0,,0.46,3.22
2021-02-22,33,46.0,,0.46,15.180000000000001
2021-02-23,58,46.0,,0.46,26.68
2021-02-24,51,46.0,,0.46,23.46
2021-02-25,32,46.0,,0.46,14.72
2021-02-26,37,46.0,,0.46,17.02
2021-02-27,10,46.0,,0.46,4.6000000000000005
2021-02-28,6,46.0,,0.46,2.7600000000000002
2021-03-01,67,37.0,False,0.37,24.79
2021-03-02,48,37.0,,0.37,17.759999999999998
2021-03-03,63,37.0,,0.37,23.31
2021-03-04,92,37.0,,0.37,34.04
2021-03-05,70,37.0,,0.37,25.9
2021-03-06,21,37.0,,0.37,7.77
2021-03-07,16,37.0,,0.37,5.92
2021-03-08,85,37.0,,0.37,31.45
2021-03-09,100,37.0,,0.37,37.0
2021-03-10,76,37.0,,0.37,28.12
2021-03-11,62,37.0,,0.37,22.94
2021-03-12,63,37.0,,0.37,23.31
2021-03-13,15,37.0,,0.37,5.55
2021-03-14,12,37.0,,0.37,4.4399999999999995
2021-03-15,60,37.0,,0.37,22.2
2021-03-16,47,37.0,,0.37,17.39
2021-03-17,67,37.0,,0.37,24.79
2021-03-18,82,37.0,,0.37,30.34
2021-03-19,50,37.0,,0.37,18.5
2021-03-20,11,37.0,,0.37,4.07
2021-03-21,14,37.0,,0.37,5.18
2021-03-22,52,37.0,,0.37,19.24
2021-03-23,61,37.0,,0.37,22.57
2021-03-24,54,37.0,,0.37,19.98
2021-03-25,50,37.0,,0.37,18.5
2021-03-26,48,37.0,,0.37,17.759999999999998
2021-03-27,23,37.0,,0.37,8.51
2021-03-28,10,37.0,,0.37,3.7
2021-03-29,49,37.0,,0.37,18.13
2021-03-30,45,37.0,,0.37,16.65
2021-03-31,51,37.0,,0.37,18.87
2021-04-01,35,36.0,False,0.36,12.6
2021-04-02,12,36.0,,0.36,4.32
2021-04-03,3,36.0,,0.36,1.08
2021-04-04,10,36.0,,0.36,3.5999999999999996
2021-04-05,30,36.0,,0.36,10.799999999999999
2021-04-06,29,36.0,,0.36,10.44
2021-04-07,26,36.0,,0.36,9.36
2021-04-08,41,36.0,,0.36,14.76
2021-04-09,31,36.0,,0.36,11.16
2021-04-10,9,36.0,,0.36,3.2399999999999998
2021-04-11,5,36.0,,0.36,1.7999999999999998
2021-04-12,28,36.0,,0.36,10.08
2021-04-13,23,36.0,,0.36,8.28
2021-04-14,32,36.0,,0.36,11.52
2021-04-15,21,36.0,,0.36,7.56
2021-04-16,26,36.0,,0.36,9.36
2021-04-17,7,36.0,,0.36,2.52
2021-04-18,20,36.0,,0.36,7.199999999999999
2021-04-19,100,36.0,,0.36,36.0
2021-04-20,68,36.0,,0.36,24.48
2021-04-21,57,36.0,,0.36,20.52
2021-04-22,51,36.0,,0.36,18.36
2021-04-23,40,36.0,,0.36,14.399999999999999
2021-04-24,17,36.0,,0.36,6.12
2021-04-25,9,36.0,,0.36,3.2399999999999998
2021-04-26,37,36.0,,0.36,13.32
2021-04-27,29,36.0,,0.36,10.44
2021-04-28,29,36.0,,0.36,10.44
2021-04-29,45,36.0,,0.36,16.2
2021-04-30,32,36.0,,0.36,11.52
2021-05-01,7,63.0,False,0.63,4.41
2021-05-02,2,63.0,,0.63,1.26
2021-05-03,21,63.0,,0.63,13.23
2021-05-04,14,63.0,,0.63,8.82
2021-05-05,99,63.0,,0.63,62.37
2021-05-06,100,63.0,,0.63,63.0
2021-05-07,60,63.0,,0.63,37.8
2021-05-08,7,63.0,,0.63,4.41
2021-05-09,6,63.0,,0.63,3.7800000000000002
2021-05-10,34,63.0,,0.63,21.42
2021-05-11,29,63.0,,0.63,18.27
2021-05-12,21,63.0,,0.63,13.23
2021-05-13,24,63.0,,0.63,15.120000000000001
2021-05-14,23,63.0,,0.63,14.49
2021-05-15,2,63.0,,0.63,1.26
2021-05-16,4,63.0,,0.63,2.52
2021-05-17,11,63.0,,0.63,6.93
2021-05-18,13,63.0,,0.63,8.19
2021-05-19,17,63.0,,0.63,10.71
2021-05-20,16,63.0,,0.63,10.08
2021-05-21,20,63.0,,0.63,12.6
2021-05-22,2,63.0,,0.63,1.26
2021-05-23,2,63.0,,0.63,1.26
2021-05-24,17,63.0,,0.63,10.71
2021-05-25,15,63.0,,0.63,9.45
2021-05-26,22,63.0,,0.63,13.86
2021-05-27,22,63.0,,0.63,13.86
2021-05-28,19,63.0,,0.63,11.97
2021-05-29,3,63.0,,0.63,1.8900000000000001
2021-05-30,3,63.0,,0.63,1.8900000000000001
2021-05-31,4,63.0,,0.63,2.52
