date,NIO_unscaled,NIO_monthly,isPartial,scale,NIO
2021-04-24,26,48.0,,0.48,12.48
2021-04-25,22,48.0,,0.48,10.559999999999999
2021-04-26,84,48.0,,0.48,40.32
2021-04-27,85,48.0,,0.48,40.8
2021-04-28,70,48.0,,0.48,33.6
2021-04-29,100,48.0,,0.48,48.0
2021-04-30,96,48.0,,0.48,46.08
2021-05-01,36,35.0,False,0.35,12.6
2021-05-02,26,35.0,,0.35,9.1
2021-05-03,93,35.0,,0.35,32.55
2021-05-04,89,35.0,,0.35,31.15
2021-05-05,83,35.0,,0.35,29.049999999999997
2021-05-06,90,35.0,,0.35,31.499999999999996
2021-05-07,80,35.0,,0.35,28.0
2021-05-08,29,35.0,,0.35,10.149999999999999
2021-05-09,24,35.0,,0.35,8.399999999999999
2021-05-10,87,35.0,,0.35,30.45
2021-05-11,100,35.0,,0.35,35.0
2021-05-12,88,35.0,,0.35,30.799999999999997
2021-05-13,96,35.0,,0.35,33.599999999999994
2021-05-14,96,35.0,,0.35,33.599999999999994
2021-05-15,34,35.0,,0.35,11.899999999999999
2021-05-16,23,35.0,,0.35,8.049999999999999
2021-05-17,85,35.0,,0.35,29.749999999999996
2021-05-18,84,35.0,,0.35,29.4
2021-05-19,73,35.0,,0.35,25.549999999999997
2021-05-20,71,35.0,,0.35,24.849999999999998
2021-05-21,78,35.0,,0.35,27.299999999999997
2021-05-22,20,35.0,,0.35,7.0
2021-05-23,15,35.0,,0.35,5.25
2021-05-24,78,35.0,,0.35,27.299999999999997
2021-05-25,87,35.0,,0.35,30.45
2021-05-26,80,35.0,,0.35,28.0
2021-05-27,90,35.0,,0.35,31.499999999999996
2021-05-28,87,35.0,,0.35,30.45
2021-05-29,22,35.0,,0.35,7.699999999999999
2021-05-30,17,35.0,,0.35,5.949999999999999
2021-05-31,22,35.0,,0.35,7.699999999999999
2021-06-01,82,41.0,False,0.41,33.62
2021-06-02,80,41.0,,0.41,32.8
2021-06-03,69,41.0,,0.41,28.29
2021-06-04,62,41.0,,0.41,25.419999999999998
2021-06-05,18,41.0,,0.41,7.38
2021-06-06,15,41.0,,0.41,6.1499999999999995
2021-06-07,63,41.0,,0.41,25.83
2021-06-08,68,41.0,,0.41,27.88
2021-06-09,62,41.0,,0.41,25.419999999999998
2021-06-10,52,41.0,,0.41,21.32
2021-06-11,68,41.0,,0.41,27.88
2021-06-12,24,41.0,,0.41,9.84
2021-06-13,20,41.0,,0.41,8.2
2021-06-14,69,41.0,,0.41,28.29
2021-06-15,64,41.0,,0.41,26.24
2021-06-16,58,41.0,,0.41,23.779999999999998
2021-06-17,65,41.0,,0.41,26.65
2021-06-18,65,41.0,,0.41,26.65
2021-06-19,19,41.0,,0.41,7.789999999999999
2021-06-20,13,41.0,,0.41,5.33
2021-06-21,56,41.0,,0.41,22.959999999999997
2021-06-22,59,41.0,,0.41,24.189999999999998
2021-06-23,60,41.0,,0.41,24.599999999999998
2021-06-24,59,41.0,,0.41,24.189999999999998
2021-06-25,57,41.0,,0.41,23.369999999999997
2021-06-26,19,41.0,,0.41,7.789999999999999
2021-06-27,14,41.0,,0.41,5.739999999999999
2021-06-28,79,41.0,,0.41,32.39
2021-06-29,88,41.0,,0.41,36.08
2021-06-30,100,41.0,,0.41,41.0
2021-07-01,100,36.0,False,0.36,36.0
2021-07-02,69,36.0,,0.36,24.84
2021-07-03,17,36.0,,0.36,6.12
2021-07-04,13,36.0,,0.36,4.68
2021-07-05,23,36.0,,0.36,8.28
2021-07-06,58,36.0,,0.36,20.88
2021-07-07,66,36.0,,0.36,23.759999999999998
2021-07-08,63,36.0,,0.36,22.68
2021-07-09,63,36.0,,0.36,22.68
2021-07-10,20,36.0,,0.36,7.199999999999999
2021-07-11,16,36.0,,0.36,5.76
2021-07-12,54,36.0,,0.36,19.439999999999998
2021-07-13,57,36.0,,0.36,20.52
2021-07-14,53,36.0,,0.36,19.08
2021-07-15,49,36.0,,0.36,17.64
2021-07-16,48,36.0,,0.36,17.28
2021-07-17,14,36.0,,0.36,5.04
2021-07-18,10,36.0,,0.36,3.5999999999999996
2021-07-19,52,36.0,,0.36,18.72
2021-07-20,52,36.0,,0.36,18.72
2021-07-21,55,36.0,,0.36,19.8
2021-07-22,52,36.0,,0.36,18.72
2021-07-23,54,36.0,,0.36,19.439999999999998
2021-07-24,16,36.0,,0.36,5.76
2021-07-25,11,36.0,,0.36,3.96
2021-07-26,50,36.0,,0.36,18.0
2021-07-27,60,36.0,,0.36,21.599999999999998
2021-07-28,54,36.0,,0.36,19.439999999999998
2021-07-29,49,36.0,,0.36,17.64
2021-07-30,48,36.0,,0.36,17.28
2021-07-31,15,36.0,,0.36,5.3999999999999995
2021-08-01,22,30.0,False,0.3,6.6
2021-08-02,80,30.0,,0.3,24.0
2021-08-03,71,30.0,,0.3,21.3
2021-08-04,69,30.0,,0.3,20.7
2021-08-05,67,30.0,,0.3,20.099999999999998
2021-08-06,68,30.0,,0.3,20.4
2021-08-07,20,30.0,,0.3,6.0
2021-08-08,15,30.0,,0.3,4.5
2021-08-09,66,30.0,,0.3,19.8
2021-08-10,78,30.0,,0.3,23.4
2021-08-11,87,30.0,,0.3,26.099999999999998
2021-08-12,100,30.0,,0.3,30.0
2021-08-13,69,30.0,,0.3,20.7
2021-08-14,20,30.0,,0.3,6.0
2021-08-15,18,30.0,,0.3,5.3999999999999995
2021-08-16,85,30.0,,0.3,25.5
2021-08-17,73,30.0,,0.3,21.9
2021-08-18,72,30.0,,0.3,21.599999999999998
2021-08-19,70,30.0,,0.3,21.0
2021-08-20,69,30.0,,0.3,20.7
2021-08-21,18,30.0,,0.3,5.3999999999999995
2021-08-22,14,30.0,,0.3,4.2
2021-08-23,67,30.0,,0.3,20.099999999999998
2021-08-24,71,30.0,,0.3,21.3
2021-08-25,70,30.0,,0.3,21.0
2021-08-26,57,30.0,,0.3,17.099999999999998
2021-08-27,54,30.0,,0.3,16.2
2021-08-28,17,30.0,,0.3,5.1
2021-08-29,16,30.0,,0.3,4.8
2021-08-30,55,30.0,,0.3,16.5
2021-08-31,61,30.0,,0.3,18.3
2021-09-01,95,22.0,False,0.22,20.9
2021-09-02,85,22.0,,0.22,18.7
2021-09-03,87,22.0,,0.22,19.14
2021-09-04,27,22.0,,0.22,5.94
2021-09-05,21,22.0,,0.22,4.62
2021-09-06,27,22.0,,0.22,5.94
2021-09-07,91,22.0,,0.22,20.02
2021-09-08,100,22.0,,0.22,22.0
2021-09-09,87,22.0,,0.22,19.14
2021-09-10,75,22.0,,0.22,16.5
2021-09-11,22,22.0,,0.22,4.84
2021-09-12,20,22.0,,0.22,4.4
2021-09-13,82,22.0,,0.22,18.04
2021-09-14,70,22.0,,0.22,15.4
2021-09-15,67,22.0,,0.22,14.74
2021-09-16,79,22.0,,0.22,17.38
2021-09-17,74,22.0,,0.22,16.28
2021-09-18,21,22.0,,0.22,4.62
2021-09-19,19,22.0,,0.22,4.18
2021-09-20,92,22.0,,0.22,20.24
2021-09-21,92,22.0,,0.22,20.24
2021-09-22,93,22.0,,0.22,20.46
2021-09-23,83,22.0,,0.22,18.26
2021-09-24,79,22.0,,0.22,17.38
2021-09-25,28,22.0,,0.22,6.16
2021-09-26,19,22.0,,0.22,4.18
2021-09-27,82,22.0,,0.22,18.04
2021-09-28,81,22.0,,0.22,17.82
2021-09-29,75,22.0,,0.22,16.5
2021-09-30,78,22.0,,0.22,17.16
2021-10-01,74,23.0,False,0.23,17.02
2021-10-02,22,23.0,,0.23,5.0600000000000005
2021-10-03,17,23.0,,0.23,3.91
2021-10-04,75,23.0,,0.23,17.25
2021-10-05,79,23.0,,0.23,18.17
2021-10-06,64,23.0,,0.23,14.72
2021-10-07,97,23.0,,0.23,22.310000000000002
2021-10-08,83,23.0,,0.23,19.09
2021-10-09,22,23.0,,0.23,5.0600000000000005
2021-10-10,14,23.0,,0.23,3.22
2021-10-11,68,23.0,,0.23,15.64
2021-10-12,67,23.0,,0.23,15.41
2021-10-13,73,23.0,,0.23,16.79
2021-10-14,76,23.0,,0.23,17.48
2021-10-15,77,23.0,,0.23,17.71
2021-10-16,23,23.0,,0.23,5.29
2021-10-17,15,23.0,,0.23,3.45
2021-10-18,86,23.0,,0.23,19.78
2021-10-19,95,23.0,,0.23,21.85
2021-10-20,78,23.0,,0.23,17.94
2021-10-21,74,23.0,,0.23,17.02
2021-10-22,70,23.0,,0.23,16.1
2021-10-23,18,23.0,,0.23,4.140000000000001
2021-10-24,15,23.0,,0.23,3.45
2021-10-25,91,23.0,,0.23,20.93
2021-10-26,100,23.0,,0.23,23.0
2021-10-27,81,23.0,,0.23,18.630000000000003
2021-10-28,84,23.0,,0.23,19.32
2021-10-29,81,23.0,,0.23,18.630000000000003
2021-10-30,28,23.0,,0.23,6.44
2021-10-31,26,23.0,,0.23,5.98
2021-11-01,91,29.0,False,0.29,26.389999999999997
2021-11-02,82,29.0,,0.29,23.779999999999998
2021-11-03,65,29.0,,0.29,18.849999999999998
2021-11-04,85,29.0,,0.29,24.65
2021-11-05,81,29.0,,0.29,23.49
2021-11-06,24,29.0,,0.29,6.959999999999999
2021-11-07,17,29.0,,0.29,4.93
2021-11-08,80,29.0,,0.29,23.2
2021-11-09,100,29.0,,0.29,28.999999999999996
2021-11-10,91,29.0,,0.29,26.389999999999997
2021-11-11,82,29.0,,0.29,23.779999999999998
2021-11-12,78,29.0,,0.29,22.619999999999997
2021-11-13,28,29.0,,0.29,8.12
2021-11-14,22,29.0,,0.29,6.38
2021-11-15,69,29.0,,0.29,20.009999999999998
2021-11-16,82,29.0,,0.29,23.779999999999998
2021-11-17,71,29.0,,0.29,20.59
2021-11-18,74,29.0,,0.29,21.459999999999997
2021-11-19,66,29.0,,0.29,19.139999999999997
2021-11-20,31,29.0,,0.29,8.99
2021-11-21,21,29.0,,0.29,6.09
2021-11-22,86,29.0,,0.29,24.939999999999998
2021-11-23,83,29.0,,0.29,24.069999999999997
2021-11-24,68,29.0,,0.29,19.72
2021-11-25,27,29.0,,0.29,7.829999999999999
2021-11-26,61,29.0,,0.29,17.689999999999998
2021-11-27,19,29.0,,0.29,5.51
2021-11-28,15,29.0,,0.29,4.35
2021-11-29,61,29.0,,0.29,17.689999999999998
2021-11-30,70,29.0,,0.29,20.299999999999997
2021-12-01,64,30.0,False,0.3,19.2
2021-12-02,69,30.0,,0.3,20.7
2021-12-03,100,30.0,,0.3,30.0
2021-12-04,33,30.0,,0.3,9.9
2021-12-05,21,30.0,,0.3,6.3
2021-12-06,85,30.0,,0.3,25.5
2021-12-07,76,30.0,,0.3,22.8
2021-12-08,74,30.0,,0.3,22.2
2021-12-09,69,30.0,,0.3,20.7
2021-12-10,60,30.0,,0.3,18.0
2021-12-11,21,30.0,,0.3,6.3
2021-12-12,14,30.0,,0.3,4.2
2021-12-13,51,30.0,,0.3,15.299999999999999
2021-12-14,71,30.0,,0.3,21.3
2021-12-15,81,30.0,,0.3,24.3
2021-12-16,87,30.0,,0.3,26.099999999999998
2021-12-17,70,30.0,,0.3,21.0
2021-12-18,54,30.0,,0.3,16.2
2021-12-19,37,30.0,,0.3,11.1
2021-12-20,89,30.0,,0.3,26.7
2021-12-21,78,30.0,,0.3,23.4
2021-12-22,70,30.0,,0.3,21.0
2021-12-23,72,30.0,,0.3,21.599999999999998
2021-12-24,32,30.0,,0.3,9.6
2021-12-25,16,30.0,,0.3,4.8
2021-12-26,18,30.0,,0.3,5.3999999999999995
2021-12-27,64,30.0,,0.3,19.2
2021-12-28,62,30.0,,0.3,18.599999999999998
2021-12-29,60,30.0,,0.3,18.0
2021-12-30,81,30.0,,0.3,24.3
2021-12-31,75,30.0,,0.3,22.5
