date,EDIT_unscaled,EDIT_monthly,isPartial,scale,EDIT
2019-08-30,77,63.0,,0.63,48.51
2019-08-31,57,63.0,,0.63,35.910000000000004
2019-09-01,66,66.0,False,0.66,43.56
2019-09-02,75,66.0,,0.66,49.5
2019-09-03,85,66.0,,0.66,56.1
2019-09-04,91,66.0,,0.66,60.06
2019-09-05,88,66.0,,0.66,58.080000000000005
2019-09-06,87,66.0,,0.66,57.42
2019-09-07,68,66.0,,0.66,44.88
2019-09-08,67,66.0,,0.66,44.22
2019-09-09,92,66.0,,0.66,60.720000000000006
2019-09-10,91,66.0,,0.66,60.06
2019-09-11,87,66.0,,0.66,57.42
2019-09-12,91,66.0,,0.66,60.06
2019-09-13,89,66.0,,0.66,58.74
2019-09-14,63,66.0,,0.66,41.580000000000005
2019-09-15,71,66.0,,0.66,46.86
2019-09-16,94,66.0,,0.66,62.040000000000006
2019-09-17,94,66.0,,0.66,62.040000000000006
2019-09-18,86,66.0,,0.66,56.760000000000005
2019-09-19,86,66.0,,0.66,56.760000000000005
2019-09-20,91,66.0,,0.66,60.06
2019-09-21,76,66.0,,0.66,50.160000000000004
2019-09-22,77,66.0,,0.66,50.82
2019-09-23,96,66.0,,0.66,63.36
2019-09-24,97,66.0,,0.66,64.02
2019-09-25,100,66.0,,0.66,66.0
2019-09-26,96,66.0,,0.66,63.36
2019-09-27,88,66.0,,0.66,58.080000000000005
2019-09-28,69,66.0,,0.66,45.54
2019-09-29,72,66.0,,0.66,47.52
2019-09-30,90,66.0,,0.66,59.400000000000006
2019-10-01,92,66.0,False,0.66,60.720000000000006
2019-10-02,90,66.0,,0.66,59.400000000000006
2019-10-03,92,66.0,,0.66,60.720000000000006
2019-10-04,84,66.0,,0.66,55.440000000000005
2019-10-05,70,66.0,,0.66,46.2
2019-10-06,72,66.0,,0.66,47.52
2019-10-07,95,66.0,,0.66,62.7
2019-10-08,96,66.0,,0.66,63.36
2019-10-09,100,66.0,,0.66,66.0
2019-10-10,98,66.0,,0.66,64.68
2019-10-11,90,66.0,,0.66,59.400000000000006
2019-10-12,71,66.0,,0.66,46.86
2019-10-13,70,66.0,,0.66,46.2
2019-10-14,94,66.0,,0.66,62.040000000000006
2019-10-15,91,66.0,,0.66,60.06
2019-10-16,94,66.0,,0.66,62.040000000000006
2019-10-17,92,66.0,,0.66,60.720000000000006
2019-10-18,85,66.0,,0.66,56.1
2019-10-19,68,66.0,,0.66,44.88
2019-10-20,68,66.0,,0.66,44.88
2019-10-21,88,66.0,,0.66,58.080000000000005
2019-10-22,95,66.0,,0.66,62.7
2019-10-23,97,66.0,,0.66,64.02
2019-10-24,92,66.0,,0.66,60.720000000000006
2019-10-25,85,66.0,,0.66,56.1
2019-10-26,67,66.0,,0.66,44.22
2019-10-27,67,66.0,,0.66,44.22
2019-10-28,86,66.0,,0.66,56.760000000000005
2019-10-29,87,66.0,,0.66,57.42
2019-10-30,91,66.0,,0.66,60.06
2019-10-31,83,66.0,,0.66,54.78
2019-11-01,84,61.0,False,0.61,51.24
2019-11-02,71,61.0,,0.61,43.31
2019-11-03,71,61.0,,0.61,43.31
2019-11-04,87,61.0,,0.61,53.07
2019-11-05,100,61.0,,0.61,61.0
2019-11-06,94,61.0,,0.61,57.339999999999996
2019-11-07,92,61.0,,0.61,56.12
2019-11-08,90,61.0,,0.61,54.9
2019-11-09,71,61.0,,0.61,43.31
2019-11-10,67,61.0,,0.61,40.87
2019-11-11,84,61.0,,0.61,51.24
2019-11-12,90,61.0,,0.61,54.9
2019-11-13,92,61.0,,0.61,56.12
2019-11-14,84,61.0,,0.61,51.24
2019-11-15,81,61.0,,0.61,49.41
2019-11-16,68,61.0,,0.61,41.48
2019-11-17,70,61.0,,0.61,42.699999999999996
2019-11-18,88,61.0,,0.61,53.68
2019-11-19,92,61.0,,0.61,56.12
2019-11-20,94,61.0,,0.61,57.339999999999996
2019-11-21,87,61.0,,0.61,53.07
2019-11-22,86,61.0,,0.61,52.46
2019-11-23,69,61.0,,0.61,42.089999999999996
2019-11-24,66,61.0,,0.61,40.26
2019-11-25,84,61.0,,0.61,51.24
2019-11-26,92,61.0,,0.61,56.12
2019-11-27,76,61.0,,0.61,46.36
2019-11-28,63,61.0,,0.61,38.43
2019-11-29,60,61.0,,0.61,36.6
2019-11-30,67,61.0,,0.61,40.87
2019-12-01,74,60.0,False,0.6,44.4
2019-12-02,88,60.0,,0.6,52.8
2019-12-03,93,60.0,,0.6,55.8
2019-12-04,92,60.0,,0.6,55.199999999999996
2019-12-05,100,60.0,,0.6,60.0
2019-12-06,92,60.0,,0.6,55.199999999999996
2019-12-07,66,60.0,,0.6,39.6
2019-12-08,72,60.0,,0.6,43.199999999999996
2019-12-09,84,60.0,,0.6,50.4
2019-12-10,89,60.0,,0.6,53.4
2019-12-11,99,60.0,,0.6,59.4
2019-12-12,91,60.0,,0.6,54.6
2019-12-13,88,60.0,,0.6,52.8
2019-12-14,67,60.0,,0.6,40.199999999999996
2019-12-15,68,60.0,,0.6,40.8
2019-12-16,81,60.0,,0.6,48.6
2019-12-17,91,60.0,,0.6,54.6
2019-12-18,91,60.0,,0.6,54.6
2019-12-19,86,60.0,,0.6,51.6
2019-12-20,74,60.0,,0.6,44.4
2019-12-21,62,60.0,,0.6,37.199999999999996
2019-12-22,67,60.0,,0.6,40.199999999999996
2019-12-23,76,60.0,,0.6,45.6
2019-12-24,68,60.0,,0.6,40.8
2019-12-25,70,60.0,,0.6,42.0
2019-12-26,83,60.0,,0.6,49.8
2019-12-27,84,60.0,,0.6,50.4
2019-12-28,67,60.0,,0.6,40.199999999999996
2019-12-29,65,60.0,,0.6,39.0
2019-12-30,91,60.0,,0.6,54.6
2019-12-31,83,60.0,,0.6,49.8
2020-01-01,68,64.0,False,0.64,43.52
2020-01-02,90,64.0,,0.64,57.6
2020-01-03,92,64.0,,0.64,58.88
2020-01-04,76,64.0,,0.64,48.64
2020-01-05,72,64.0,,0.64,46.08
2020-01-06,87,64.0,,0.64,55.68
2020-01-07,94,64.0,,0.64,60.160000000000004
2020-01-08,89,64.0,,0.64,56.96
2020-01-09,90,64.0,,0.64,57.6
2020-01-10,89,64.0,,0.64,56.96
2020-01-11,73,64.0,,0.64,46.72
2020-01-12,76,64.0,,0.64,48.64
2020-01-13,85,64.0,,0.64,54.4
2020-01-14,92,64.0,,0.64,58.88
2020-01-15,95,64.0,,0.64,60.800000000000004
2020-01-16,93,64.0,,0.64,59.52
2020-01-17,86,64.0,,0.64,55.04
2020-01-18,76,64.0,,0.64,48.64
2020-01-19,70,64.0,,0.64,44.800000000000004
2020-01-20,87,64.0,,0.64,55.68
2020-01-21,92,64.0,,0.64,58.88
2020-01-22,98,64.0,,0.64,62.72
2020-01-23,98,64.0,,0.64,62.72
2020-01-24,88,64.0,,0.64,56.32
2020-01-25,68,64.0,,0.64,43.52
2020-01-26,74,64.0,,0.64,47.36
2020-01-27,90,64.0,,0.64,57.6
2020-01-28,89,64.0,,0.64,56.96
2020-01-29,100,64.0,,0.64,64.0
2020-01-30,93,64.0,,0.64,59.52
2020-01-31,94,64.0,,0.64,60.160000000000004
2020-02-01,74,66.0,False,0.66,48.84
2020-02-02,71,66.0,,0.66,46.86
2020-02-03,86,66.0,,0.66,56.760000000000005
2020-02-04,92,66.0,,0.66,60.720000000000006
2020-02-05,99,66.0,,0.66,65.34
2020-02-06,95,66.0,,0.66,62.7
2020-02-07,94,66.0,,0.66,62.040000000000006
2020-02-08,72,66.0,,0.66,47.52
2020-02-09,77,66.0,,0.66,50.82
2020-02-10,93,66.0,,0.66,61.38
2020-02-11,97,66.0,,0.66,64.02
2020-02-12,100,66.0,,0.66,66.0
2020-02-13,92,66.0,,0.66,60.720000000000006
2020-02-14,89,66.0,,0.66,58.74
2020-02-15,75,66.0,,0.66,49.5
2020-02-16,74,66.0,,0.66,48.84
2020-02-17,92,66.0,,0.66,60.720000000000006
2020-02-18,95,66.0,,0.66,62.7
2020-02-19,98,66.0,,0.66,64.68
2020-02-20,99,66.0,,0.66,65.34
2020-02-21,92,66.0,,0.66,60.720000000000006
2020-02-22,75,66.0,,0.66,49.5
2020-02-23,72,66.0,,0.66,47.52
2020-02-24,89,66.0,,0.66,58.74
2020-02-25,100,66.0,,0.66,66.0
2020-02-26,99,66.0,,0.66,65.34
2020-02-27,97,66.0,,0.66,64.02
2020-02-28,92,66.0,,0.66,60.720000000000006
2020-02-29,69,66.0,,0.66,45.54
2020-03-01,52,72.0,False,0.72,37.44
2020-03-02,68,72.0,,0.72,48.96
2020-03-03,71,72.0,,0.72,51.12
2020-03-04,66,72.0,,0.72,47.519999999999996
2020-03-05,66,72.0,,0.72,47.519999999999996
2020-03-06,65,72.0,,0.72,46.8
2020-03-07,52,72.0,,0.72,37.44
2020-03-08,54,72.0,,0.72,38.879999999999995
2020-03-09,64,72.0,,0.72,46.08
2020-03-10,70,72.0,,0.72,50.4
2020-03-11,65,72.0,,0.72,46.8
2020-03-12,58,72.0,,0.72,41.76
2020-03-13,58,72.0,,0.72,41.76
2020-03-14,53,72.0,,0.72,38.16
2020-03-15,53,72.0,,0.72,38.16
2020-03-16,66,72.0,,0.72,47.519999999999996
2020-03-17,74,72.0,,0.72,53.28
2020-03-18,72,72.0,,0.72,51.839999999999996
2020-03-19,81,72.0,,0.72,58.32
2020-03-20,78,72.0,,0.72,56.16
2020-03-21,65,72.0,,0.72,46.8
2020-03-22,69,72.0,,0.72,49.68
2020-03-23,85,72.0,,0.72,61.199999999999996
2020-03-24,90,72.0,,0.72,64.8
2020-03-25,96,72.0,,0.72,69.12
2020-03-26,93,72.0,,0.72,66.96
2020-03-27,90,72.0,,0.72,64.8
2020-03-28,73,72.0,,0.72,52.559999999999995
2020-03-29,74,72.0,,0.72,53.28
2020-03-30,87,72.0,,0.72,62.64
2020-03-31,100,72.0,,0.72,72.0
2020-04-01,97,91.0,False,0.91,88.27
2020-04-02,96,91.0,,0.91,87.36
2020-04-03,88,91.0,,0.91,80.08
2020-04-04,75,91.0,,0.91,68.25
2020-04-05,79,91.0,,0.91,71.89
2020-04-06,96,91.0,,0.91,87.36
2020-04-07,97,91.0,,0.91,88.27
2020-04-08,95,91.0,,0.91,86.45
2020-04-09,100,91.0,,0.91,91.0
2020-04-10,94,91.0,,0.91,85.54
2020-04-11,75,91.0,,0.91,68.25
2020-04-12,76,91.0,,0.91,69.16
2020-04-13,91,91.0,,0.91,82.81
2020-04-14,100,91.0,,0.91,91.0
2020-04-15,89,91.0,,0.91,80.99000000000001
2020-04-16,95,91.0,,0.91,86.45
2020-04-17,90,91.0,,0.91,81.9
2020-04-18,83,91.0,,0.91,75.53
2020-04-19,78,91.0,,0.91,70.98
2020-04-20,87,91.0,,0.91,79.17
2020-04-21,97,91.0,,0.91,88.27
2020-04-22,95,91.0,,0.91,86.45
2020-04-23,98,91.0,,0.91,89.18
2020-04-24,93,91.0,,0.91,84.63000000000001
2020-04-25,74,91.0,,0.91,67.34
2020-04-26,78,91.0,,0.91,70.98
2020-04-27,94,91.0,,0.91,85.54
2020-04-28,99,91.0,,0.91,90.09
2020-04-29,96,91.0,,0.91,87.36
2020-04-30,96,91.0,,0.91,87.36
2020-05-01,100,84.0,False,0.84,84.0
2020-05-02,80,84.0,,0.84,67.2
2020-05-03,80,84.0,,0.84,67.2
2020-05-04,94,84.0,,0.84,78.96
2020-05-05,99,84.0,,0.84,83.16
2020-05-06,93,84.0,,0.84,78.11999999999999
2020-05-07,95,84.0,,0.84,79.8
2020-05-08,91,84.0,,0.84,76.44
2020-05-09,79,84.0,,0.84,66.36
2020-05-10,76,84.0,,0.84,63.839999999999996
2020-05-11,88,84.0,,0.84,73.92
2020-05-12,93,84.0,,0.84,78.11999999999999
2020-05-13,95,84.0,,0.84,79.8
2020-05-14,91,84.0,,0.84,76.44
2020-05-15,89,84.0,,0.84,74.75999999999999
2020-05-16,72,84.0,,0.84,60.48
2020-05-17,79,84.0,,0.84,66.36
2020-05-18,97,84.0,,0.84,81.48
2020-05-19,92,84.0,,0.84,77.28
2020-05-20,95,84.0,,0.84,79.8
2020-05-21,89,84.0,,0.84,74.75999999999999
2020-05-22,89,84.0,,0.84,74.75999999999999
2020-05-23,69,84.0,,0.84,57.96
2020-05-24,74,84.0,,0.84,62.16
2020-05-25,76,84.0,,0.84,63.839999999999996
2020-05-26,90,84.0,,0.84,75.6
2020-05-27,94,84.0,,0.84,78.96
2020-05-28,92,84.0,,0.84,77.28
2020-05-29,82,84.0,,0.84,68.88
2020-05-30,70,84.0,,0.84,58.8
2020-05-31,73,84.0,,0.84,61.32
2020-06-01,90,77.0,False,0.77,69.3
2020-06-02,97,77.0,,0.77,74.69
2020-06-03,97,77.0,,0.77,74.69
2020-06-04,92,77.0,,0.77,70.84
2020-06-05,94,77.0,,0.77,72.38
2020-06-06,81,77.0,,0.77,62.370000000000005
2020-06-07,82,77.0,,0.77,63.14
2020-06-08,97,77.0,,0.77,74.69
2020-06-09,98,77.0,,0.77,75.46000000000001
2020-06-10,96,77.0,,0.77,73.92
2020-06-11,99,77.0,,0.77,76.23
2020-06-12,90,77.0,,0.77,69.3
2020-06-13,77,77.0,,0.77,59.29
2020-06-14,76,77.0,,0.77,58.52
2020-06-15,91,77.0,,0.77,70.07000000000001
2020-06-16,100,77.0,,0.77,77.0
2020-06-17,92,77.0,,0.77,70.84
2020-06-18,96,77.0,,0.77,73.92
2020-06-19,89,77.0,,0.77,68.53
2020-06-20,78,77.0,,0.77,60.06
2020-06-21,70,77.0,,0.77,53.9
2020-06-22,96,77.0,,0.77,73.92
2020-06-23,99,77.0,,0.77,76.23
2020-06-24,96,77.0,,0.77,73.92
2020-06-25,96,77.0,,0.77,73.92
2020-06-26,92,77.0,,0.77,70.84
2020-06-27,76,77.0,,0.77,58.52
2020-06-28,79,77.0,,0.77,60.83
2020-06-29,90,77.0,,0.77,69.3
2020-06-30,98,77.0,,0.77,75.46000000000001
2020-07-01,95,78.0,False,0.78,74.10000000000001
2020-07-02,85,78.0,,0.78,66.3
2020-07-03,70,78.0,,0.78,54.6
2020-07-04,66,78.0,,0.78,51.480000000000004
2020-07-05,67,78.0,,0.78,52.260000000000005
2020-07-06,82,78.0,,0.78,63.96
2020-07-07,94,78.0,,0.78,73.32000000000001
2020-07-08,98,78.0,,0.78,76.44
2020-07-09,95,78.0,,0.78,74.10000000000001
2020-07-10,88,78.0,,0.78,68.64
2020-07-11,73,78.0,,0.78,56.940000000000005
2020-07-12,66,78.0,,0.78,51.480000000000004
2020-07-13,87,78.0,,0.78,67.86
2020-07-14,88,78.0,,0.78,68.64
2020-07-15,90,78.0,,0.78,70.2
2020-07-16,96,78.0,,0.78,74.88
2020-07-17,83,78.0,,0.78,64.74000000000001
2020-07-18,69,78.0,,0.78,53.82
2020-07-19,74,78.0,,0.78,57.72
2020-07-20,90,78.0,,0.78,70.2
2020-07-21,91,78.0,,0.78,70.98
2020-07-22,100,78.0,,0.78,78.0
2020-07-23,96,78.0,,0.78,74.88
2020-07-24,86,78.0,,0.78,67.08
2020-07-25,69,78.0,,0.78,53.82
2020-07-26,66,78.0,,0.78,51.480000000000004
2020-07-27,86,78.0,,0.78,67.08
2020-07-28,88,78.0,,0.78,68.64
2020-07-29,99,78.0,,0.78,77.22
2020-07-30,95,78.0,,0.78,74.10000000000001
2020-07-31,88,78.0,,0.78,68.64
2020-08-01,65,80.0,False,0.8,52.0
2020-08-02,76,80.0,,0.8,60.800000000000004
2020-08-03,85,80.0,,0.8,68.0
2020-08-04,90,80.0,,0.8,72.0
2020-08-05,90,80.0,,0.8,72.0
2020-08-06,95,80.0,,0.8,76.0
2020-08-07,88,80.0,,0.8,70.4
2020-08-08,74,80.0,,0.8,59.2
2020-08-09,74,80.0,,0.8,59.2
2020-08-10,93,80.0,,0.8,74.4
2020-08-11,95,80.0,,0.8,76.0
2020-08-12,96,80.0,,0.8,76.80000000000001
2020-08-13,94,80.0,,0.8,75.2
2020-08-14,95,80.0,,0.8,76.0
2020-08-15,75,80.0,,0.8,60.0
2020-08-16,78,80.0,,0.8,62.400000000000006
2020-08-17,94,80.0,,0.8,75.2
2020-08-18,99,80.0,,0.8,79.2
2020-08-19,99,80.0,,0.8,79.2
2020-08-20,99,80.0,,0.8,79.2
2020-08-21,95,80.0,,0.8,76.0
2020-08-22,78,80.0,,0.8,62.400000000000006
2020-08-23,80,80.0,,0.8,64.0
2020-08-24,95,80.0,,0.8,76.0
2020-08-25,100,80.0,,0.8,80.0
2020-08-26,98,80.0,,0.8,78.4
2020-08-27,98,80.0,,0.8,78.4
2020-08-28,95,80.0,,0.8,76.0
2020-08-29,74,80.0,,0.8,59.2
2020-08-30,78,80.0,,0.8,62.400000000000006
2020-08-31,98,80.0,,0.8,78.4
2020-09-01,64,100.0,False,1.0,64.0
2020-09-02,64,100.0,,1.0,64.0
2020-09-03,66,100.0,,1.0,66.0
2020-09-04,63,100.0,,1.0,63.0
2020-09-05,50,100.0,,1.0,50.0
2020-09-06,50,100.0,,1.0,50.0
2020-09-07,56,100.0,,1.0,56.0
2020-09-08,64,100.0,,1.0,64.0
2020-09-09,71,100.0,,1.0,71.0
2020-09-10,80,100.0,,1.0,80.0
2020-09-11,78,100.0,,1.0,78.0
2020-09-12,76,100.0,,1.0,76.0
2020-09-13,76,100.0,,1.0,76.0
2020-09-14,82,100.0,,1.0,82.0
2020-09-15,80,100.0,,1.0,80.0
2020-09-16,81,100.0,,1.0,81.0
2020-09-17,84,100.0,,1.0,84.0
2020-09-18,79,100.0,,1.0,79.0
2020-09-19,86,100.0,,1.0,86.0
2020-09-20,96,100.0,,1.0,96.0
2020-09-21,100,100.0,,1.0,100.0
2020-09-22,91,100.0,,1.0,91.0
2020-09-23,85,100.0,,1.0,85.0
2020-09-24,73,100.0,,1.0,73.0
2020-09-25,67,100.0,,1.0,67.0
2020-09-26,61,100.0,,1.0,61.0
2020-09-27,62,100.0,,1.0,62.0
2020-09-28,69,100.0,,1.0,69.0
2020-09-29,68,100.0,,1.0,68.0
2020-09-30,64,100.0,,1.0,64.0
2020-10-01,100,75.0,False,0.75,75.0
2020-10-02,96,75.0,,0.75,72.0
2020-10-03,82,75.0,,0.75,61.5
2020-10-04,89,75.0,,0.75,66.75
2020-10-05,96,75.0,,0.75,72.0
2020-10-06,94,75.0,,0.75,70.5
2020-10-07,95,75.0,,0.75,71.25
2020-10-08,90,75.0,,0.75,67.5
2020-10-09,85,75.0,,0.75,63.75
2020-10-10,71,75.0,,0.75,53.25
2020-10-11,76,75.0,,0.75,57.0
2020-10-12,87,75.0,,0.75,65.25
2020-10-13,84,75.0,,0.75,63.0
2020-10-14,86,75.0,,0.75,64.5
2020-10-15,89,75.0,,0.75,66.75
2020-10-16,85,75.0,,0.75,63.75
2020-10-17,73,75.0,,0.75,54.75
2020-10-18,69,75.0,,0.75,51.75
2020-10-19,83,75.0,,0.75,62.25
2020-10-20,88,75.0,,0.75,66.0
2020-10-21,83,75.0,,0.75,62.25
2020-10-22,81,75.0,,0.75,60.75
2020-10-23,77,75.0,,0.75,57.75
2020-10-24,69,75.0,,0.75,51.75
2020-10-25,67,75.0,,0.75,50.25
2020-10-26,80,75.0,,0.75,60.0
2020-10-27,85,75.0,,0.75,63.75
2020-10-28,88,75.0,,0.75,66.0
2020-10-29,82,75.0,,0.75,61.5
2020-10-30,80,75.0,,0.75,60.0
2020-10-31,65,75.0,,0.75,48.75
2020-11-01,83,65.0,False,0.65,53.95
2020-11-02,100,65.0,,0.65,65.0
2020-11-03,96,65.0,,0.65,62.400000000000006
2020-11-04,58,65.0,,0.65,37.7
2020-11-05,66,65.0,,0.65,42.9
2020-11-06,73,65.0,,0.65,47.45
2020-11-07,66,65.0,,0.65,42.9
2020-11-08,77,65.0,,0.65,50.050000000000004
2020-11-09,94,65.0,,0.65,61.1
2020-11-10,97,65.0,,0.65,63.050000000000004
2020-11-11,99,65.0,,0.65,64.35000000000001
2020-11-12,98,65.0,,0.65,63.7
2020-11-13,92,65.0,,0.65,59.800000000000004
2020-11-14,78,65.0,,0.65,50.7
2020-11-15,79,65.0,,0.65,51.35
2020-11-16,90,65.0,,0.65,58.5
2020-11-17,100,65.0,,0.65,65.0
2020-11-18,95,65.0,,0.65,61.75
2020-11-19,96,65.0,,0.65,62.400000000000006
2020-11-20,93,65.0,,0.65,60.45
2020-11-21,79,65.0,,0.65,51.35
2020-11-22,80,65.0,,0.65,52.0
2020-11-23,98,65.0,,0.65,63.7
2020-11-24,95,65.0,,0.65,61.75
2020-11-25,95,65.0,,0.65,61.75
2020-11-26,68,65.0,,0.65,44.2
2020-11-27,74,65.0,,0.65,48.1
2020-11-28,74,65.0,,0.65,48.1
2020-11-29,74,65.0,,0.65,48.1
2020-11-30,93,65.0,,0.65,60.45
2020-12-01,87,67.0,False,0.67,58.290000000000006
2020-12-02,91,67.0,,0.67,60.970000000000006
2020-12-03,95,67.0,,0.67,63.650000000000006
2020-12-04,91,67.0,,0.67,60.970000000000006
2020-12-05,73,67.0,,0.67,48.910000000000004
2020-12-06,79,67.0,,0.67,52.93
2020-12-07,94,67.0,,0.67,62.980000000000004
2020-12-08,89,67.0,,0.67,59.63
2020-12-09,95,67.0,,0.67,63.650000000000006
2020-12-10,100,67.0,,0.67,67.0
2020-12-11,90,67.0,,0.67,60.300000000000004
2020-12-12,72,67.0,,0.67,48.24
2020-12-13,78,67.0,,0.67,52.260000000000005
2020-12-14,86,67.0,,0.67,57.620000000000005
2020-12-15,89,67.0,,0.67,59.63
2020-12-16,96,67.0,,0.67,64.32000000000001
2020-12-17,87,67.0,,0.67,58.290000000000006
2020-12-18,89,67.0,,0.67,59.63
2020-12-19,70,67.0,,0.67,46.900000000000006
2020-12-20,71,67.0,,0.67,47.57
2020-12-21,88,67.0,,0.67,58.96
2020-12-22,86,67.0,,0.67,57.620000000000005
2020-12-23,78,67.0,,0.67,52.260000000000005
2020-12-24,78,67.0,,0.67,52.260000000000005
2020-12-25,83,67.0,,0.67,55.61000000000001
2020-12-26,82,67.0,,0.67,54.940000000000005
2020-12-27,78,67.0,,0.67,52.260000000000005
2020-12-28,87,67.0,,0.67,58.290000000000006
2020-12-29,91,67.0,,0.67,60.970000000000006
2020-12-30,94,67.0,,0.67,62.980000000000004
2020-12-31,76,67.0,,0.67,50.92
2021-01-01,77,69.0,False,0.69,53.129999999999995
2021-01-02,79,69.0,,0.69,54.51
2021-01-03,86,69.0,,0.69,59.339999999999996
2021-01-04,94,69.0,,0.69,64.86
2021-01-05,92,69.0,,0.69,63.48
2021-01-06,92,69.0,,0.69,63.48
2021-01-07,95,69.0,,0.69,65.55
2021-01-08,94,69.0,,0.69,64.86
2021-01-09,79,69.0,,0.69,54.51
2021-01-10,75,69.0,,0.69,51.74999999999999
2021-01-11,93,69.0,,0.69,64.17
2021-01-12,99,69.0,,0.69,68.30999999999999
2021-01-13,94,69.0,,0.69,64.86
2021-01-14,93,69.0,,0.69,64.17
2021-01-15,90,69.0,,0.69,62.099999999999994
2021-01-16,74,69.0,,0.69,51.059999999999995
2021-01-17,77,69.0,,0.69,53.129999999999995
2021-01-18,89,69.0,,0.69,61.41
2021-01-19,100,69.0,,0.69,69.0
2021-01-20,94,69.0,,0.69,64.86
2021-01-21,99,69.0,,0.69,68.30999999999999
2021-01-22,99,69.0,,0.69,68.30999999999999
2021-01-23,82,69.0,,0.69,56.58
2021-01-24,77,69.0,,0.69,53.129999999999995
2021-01-25,98,69.0,,0.69,67.61999999999999
2021-01-26,91,69.0,,0.69,62.78999999999999
2021-01-27,96,69.0,,0.69,66.24
2021-01-28,97,69.0,,0.69,66.92999999999999
2021-01-29,95,69.0,,0.69,65.55
2021-01-30,80,69.0,,0.69,55.199999999999996
2021-01-31,82,69.0,,0.69,56.58
2021-02-01,98,71.0,False,0.71,69.58
2021-02-02,100,71.0,,0.71,71.0
2021-02-03,100,71.0,,0.71,71.0
2021-02-04,97,71.0,,0.71,68.86999999999999
2021-02-05,96,71.0,,0.71,68.16
2021-02-06,75,71.0,,0.71,53.25
2021-02-07,79,71.0,,0.71,56.089999999999996
2021-02-08,90,71.0,,0.71,63.9
2021-02-09,97,71.0,,0.71,68.86999999999999
2021-02-10,96,71.0,,0.71,68.16
2021-02-11,90,71.0,,0.71,63.9
2021-02-12,92,71.0,,0.71,65.32
2021-02-13,75,71.0,,0.71,53.25
2021-02-14,79,71.0,,0.71,56.089999999999996
2021-02-15,87,71.0,,0.71,61.769999999999996
2021-02-16,90,71.0,,0.71,63.9
2021-02-17,95,71.0,,0.71,67.45
2021-02-18,92,71.0,,0.71,65.32
2021-02-19,94,71.0,,0.71,66.74
2021-02-20,73,71.0,,0.71,51.83
2021-02-21,77,71.0,,0.71,54.669999999999995
2021-02-22,96,71.0,,0.71,68.16
2021-02-23,93,71.0,,0.71,66.03
2021-02-24,92,71.0,,0.71,65.32
2021-02-25,95,71.0,,0.71,67.45
2021-02-26,89,71.0,,0.71,63.19
2021-02-27,70,71.0,,0.71,49.699999999999996
2021-02-28,76,71.0,,0.71,53.959999999999994
2021-03-01,93,64.0,False,0.64,59.52
2021-03-02,93,64.0,,0.64,59.52
2021-03-03,100,64.0,,0.64,64.0
2021-03-04,98,64.0,,0.64,62.72
2021-03-05,93,64.0,,0.64,59.52
2021-03-06,76,64.0,,0.64,48.64
2021-03-07,73,64.0,,0.64,46.72
2021-03-08,95,64.0,,0.64,60.800000000000004
2021-03-09,95,64.0,,0.64,60.800000000000004
2021-03-10,90,64.0,,0.64,57.6
2021-03-11,90,64.0,,0.64,57.6
2021-03-12,90,64.0,,0.64,57.6
2021-03-13,73,64.0,,0.64,46.72
2021-03-14,75,64.0,,0.64,48.0
2021-03-15,86,64.0,,0.64,55.04
2021-03-16,91,64.0,,0.64,58.24
2021-03-17,87,64.0,,0.64,55.68
2021-03-18,88,64.0,,0.64,56.32
2021-03-19,90,64.0,,0.64,57.6
2021-03-20,72,64.0,,0.64,46.08
2021-03-21,70,64.0,,0.64,44.800000000000004
2021-03-22,91,64.0,,0.64,58.24
2021-03-23,94,64.0,,0.64,60.160000000000004
2021-03-24,93,64.0,,0.64,59.52
2021-03-25,95,64.0,,0.64,60.800000000000004
2021-03-26,91,64.0,,0.64,58.24
2021-03-27,69,64.0,,0.64,44.160000000000004
2021-03-28,76,64.0,,0.64,48.64
2021-03-29,89,64.0,,0.64,56.96
2021-03-30,97,64.0,,0.64,62.08
2021-03-31,94,64.0,,0.64,60.160000000000004
2021-04-01,99,65.0,False,0.65,64.35000000000001
2021-04-02,85,65.0,,0.65,55.25
2021-04-03,72,65.0,,0.65,46.800000000000004
2021-04-04,82,65.0,,0.65,53.300000000000004
2021-04-05,94,65.0,,0.65,61.1
2021-04-06,96,65.0,,0.65,62.400000000000006
2021-04-07,96,65.0,,0.65,62.400000000000006
2021-04-08,98,65.0,,0.65,63.7
2021-04-09,91,65.0,,0.65,59.15
2021-04-10,75,65.0,,0.65,48.75
2021-04-11,77,65.0,,0.65,50.050000000000004
2021-04-12,96,65.0,,0.65,62.400000000000006
2021-04-13,98,65.0,,0.65,63.7
2021-04-14,99,65.0,,0.65,64.35000000000001
2021-04-15,91,65.0,,0.65,59.15
2021-04-16,92,65.0,,0.65,59.800000000000004
2021-04-17,75,65.0,,0.65,48.75
2021-04-18,78,65.0,,0.65,50.7
2021-04-19,95,65.0,,0.65,61.75
2021-04-20,94,65.0,,0.65,61.1
2021-04-21,99,65.0,,0.65,64.35000000000001
2021-04-22,96,65.0,,0.65,62.400000000000006
2021-04-23,92,65.0,,0.65,59.800000000000004
2021-04-24,71,65.0,,0.65,46.15
2021-04-25,77,65.0,,0.65,50.050000000000004
2021-04-26,94,65.0,,0.65,61.1
