date,F_unscaled,F_monthly,isPartial,scale,F
2021-05-04,88,85.0,,0.85,74.8
2021-05-05,86,85.0,,0.85,73.1
2021-05-06,88,85.0,,0.85,74.8
2021-05-07,88,85.0,,0.85,74.8
2021-05-08,83,85.0,,0.85,70.55
2021-05-09,81,85.0,,0.85,68.85
2021-05-10,91,85.0,,0.85,77.35
2021-05-11,89,85.0,,0.85,75.64999999999999
2021-05-12,87,85.0,,0.85,73.95
2021-05-13,88,85.0,,0.85,74.8
2021-05-14,89,85.0,,0.85,75.64999999999999
2021-05-15,85,85.0,,0.85,72.25
2021-05-16,84,85.0,,0.85,71.39999999999999
2021-05-17,87,85.0,,0.85,73.95
2021-05-18,90,85.0,,0.85,76.5
2021-05-19,90,85.0,,0.85,76.5
2021-05-20,100,85.0,,0.85,85.0
2021-05-21,98,85.0,,0.85,83.3
2021-05-22,90,85.0,,0.85,76.5
2021-05-23,88,85.0,,0.85,74.8
2021-05-24,90,85.0,,0.85,76.5
2021-05-25,93,85.0,,0.85,79.05
2021-05-26,89,85.0,,0.85,75.64999999999999
2021-05-27,94,85.0,,0.85,79.89999999999999
2021-05-28,90,85.0,,0.85,76.5
2021-05-29,86,85.0,,0.85,73.1
2021-05-30,86,85.0,,0.85,73.1
2021-05-31,85,85.0,,0.85,72.25
2021-06-01,79,95.0,False,0.95,75.05
2021-06-02,73,95.0,,0.95,69.35
2021-06-03,88,95.0,,0.95,83.6
2021-06-04,88,95.0,,0.95,83.6
2021-06-05,79,95.0,,0.95,75.05
2021-06-06,74,95.0,,0.95,70.3
2021-06-07,75,95.0,,0.95,71.25
2021-06-08,79,95.0,,0.95,75.05
2021-06-09,78,95.0,,0.95,74.1
2021-06-10,79,95.0,,0.95,75.05
2021-06-11,75,95.0,,0.95,71.25
2021-06-12,74,95.0,,0.95,70.3
2021-06-13,78,95.0,,0.95,74.1
2021-06-14,82,95.0,,0.95,77.89999999999999
2021-06-15,81,95.0,,0.95,76.95
2021-06-16,80,95.0,,0.95,76.0
2021-06-17,80,95.0,,0.95,76.0
2021-06-18,79,95.0,,0.95,75.05
2021-06-19,80,95.0,,0.95,76.0
2021-06-20,80,95.0,,0.95,76.0
2021-06-21,86,95.0,,0.95,81.7
2021-06-22,81,95.0,,0.95,76.95
2021-06-23,79,95.0,,0.95,75.05
2021-06-24,78,95.0,,0.95,74.1
2021-06-25,78,95.0,,0.95,74.1
2021-06-26,80,95.0,,0.95,76.0
2021-06-27,88,95.0,,0.95,83.6
2021-06-28,95,95.0,,0.95,90.25
2021-06-29,100,95.0,,0.95,95.0
2021-06-30,83,95.0,,0.95,78.85
2021-07-01,92,88.0,False,0.88,80.96
2021-07-02,91,88.0,,0.88,80.08
2021-07-03,92,88.0,,0.88,80.96
2021-07-04,100,88.0,,0.88,88.0
2021-07-05,92,88.0,,0.88,80.96
2021-07-06,92,88.0,,0.88,80.96
2021-07-07,87,88.0,,0.88,76.56
2021-07-08,91,88.0,,0.88,80.08
2021-07-09,91,88.0,,0.88,80.08
2021-07-10,90,88.0,,0.88,79.2
2021-07-11,89,88.0,,0.88,78.32000000000001
2021-07-12,94,88.0,,0.88,82.72
2021-07-13,91,88.0,,0.88,80.08
2021-07-14,89,88.0,,0.88,78.32000000000001
2021-07-15,89,88.0,,0.88,78.32000000000001
2021-07-16,89,88.0,,0.88,78.32000000000001
2021-07-17,93,88.0,,0.88,81.84
2021-07-18,91,88.0,,0.88,80.08
2021-07-19,91,88.0,,0.88,80.08
2021-07-20,90,88.0,,0.88,79.2
2021-07-21,88,88.0,,0.88,77.44
2021-07-22,92,88.0,,0.88,80.96
2021-07-23,88,88.0,,0.88,77.44
2021-07-24,89,88.0,,0.88,78.32000000000001
2021-07-25,90,88.0,,0.88,79.2
2021-07-26,93,88.0,,0.88,81.84
2021-07-27,90,88.0,,0.88,79.2
2021-07-28,92,88.0,,0.88,80.96
2021-07-29,92,88.0,,0.88,80.96
2021-07-30,85,88.0,,0.88,74.8
2021-07-31,86,88.0,,0.88,75.68
2021-08-01,91,88.0,False,0.88,80.08
2021-08-02,93,88.0,,0.88,81.84
2021-08-03,92,88.0,,0.88,80.96
2021-08-04,89,88.0,,0.88,78.32000000000001
2021-08-05,89,88.0,,0.88,78.32000000000001
2021-08-06,92,88.0,,0.88,80.96
2021-08-07,90,88.0,,0.88,79.2
2021-08-08,89,88.0,,0.88,78.32000000000001
2021-08-09,90,88.0,,0.88,79.2
2021-08-10,91,88.0,,0.88,80.08
2021-08-11,92,88.0,,0.88,80.96
2021-08-12,99,88.0,,0.88,87.12
2021-08-13,94,88.0,,0.88,82.72
2021-08-14,93,88.0,,0.88,81.84
2021-08-15,90,88.0,,0.88,79.2
2021-08-16,95,88.0,,0.88,83.6
2021-08-17,91,88.0,,0.88,80.08
2021-08-18,90,88.0,,0.88,79.2
2021-08-19,91,88.0,,0.88,80.08
2021-08-20,89,88.0,,0.88,78.32000000000001
2021-08-21,87,88.0,,0.88,76.56
2021-08-22,87,88.0,,0.88,76.56
2021-08-23,92,88.0,,0.88,80.96
2021-08-24,96,88.0,,0.88,84.48
2021-08-25,92,88.0,,0.88,80.96
2021-08-26,94,88.0,,0.88,82.72
2021-08-27,96,88.0,,0.88,84.48
2021-08-28,100,88.0,,0.88,88.0
2021-08-29,99,88.0,,0.88,87.12
2021-08-30,96,88.0,,0.88,84.48
2021-08-31,96,88.0,,0.88,84.48
2021-09-01,89,84.0,False,0.84,74.75999999999999
2021-09-02,97,84.0,,0.84,81.48
2021-09-03,93,84.0,,0.84,78.11999999999999
2021-09-04,94,84.0,,0.84,78.96
2021-09-05,89,84.0,,0.84,74.75999999999999
2021-09-06,92,84.0,,0.84,77.28
2021-09-07,96,84.0,,0.84,80.64
2021-09-08,95,84.0,,0.84,79.8
2021-09-09,95,84.0,,0.84,79.8
2021-09-10,92,84.0,,0.84,77.28
2021-09-11,91,84.0,,0.84,76.44
2021-09-12,91,84.0,,0.84,76.44
2021-09-13,95,84.0,,0.84,79.8
2021-09-14,95,84.0,,0.84,79.8
2021-09-15,95,84.0,,0.84,79.8
2021-09-16,91,84.0,,0.84,76.44
2021-09-17,96,84.0,,0.84,80.64
2021-09-18,91,84.0,,0.84,76.44
2021-09-19,89,84.0,,0.84,74.75999999999999
2021-09-20,97,84.0,,0.84,81.48
2021-09-21,95,84.0,,0.84,79.8
2021-09-22,95,84.0,,0.84,79.8
2021-09-23,95,84.0,,0.84,79.8
2021-09-24,98,84.0,,0.84,82.32
2021-09-25,88,84.0,,0.84,73.92
2021-09-26,85,84.0,,0.84,71.39999999999999
2021-09-27,92,84.0,,0.84,77.28
2021-09-28,100,84.0,,0.84,84.0
2021-09-29,97,84.0,,0.84,81.48
2021-09-30,97,84.0,,0.84,81.48
2021-10-01,87,88.0,False,0.88,76.56
2021-10-02,80,88.0,,0.88,70.4
2021-10-03,78,88.0,,0.88,68.64
2021-10-04,83,88.0,,0.88,73.04
2021-10-05,82,88.0,,0.88,72.16
2021-10-06,90,88.0,,0.88,79.2
2021-10-07,100,88.0,,0.88,88.0
2021-10-08,92,88.0,,0.88,80.96
2021-10-09,80,88.0,,0.88,70.4
2021-10-10,78,88.0,,0.88,68.64
2021-10-11,83,88.0,,0.88,73.04
2021-10-12,83,88.0,,0.88,73.04
2021-10-13,85,88.0,,0.88,74.8
2021-10-14,86,88.0,,0.88,75.68
2021-10-15,87,88.0,,0.88,76.56
2021-10-16,81,88.0,,0.88,71.28
2021-10-17,79,88.0,,0.88,69.52
2021-10-18,89,88.0,,0.88,78.32000000000001
2021-10-19,87,88.0,,0.88,76.56
2021-10-20,85,88.0,,0.88,74.8
2021-10-21,86,88.0,,0.88,75.68
2021-10-22,83,88.0,,0.88,73.04
2021-10-23,79,88.0,,0.88,69.52
2021-10-24,80,88.0,,0.88,70.4
2021-10-25,82,88.0,,0.88,72.16
2021-10-26,87,88.0,,0.88,76.56
2021-10-27,85,88.0,,0.88,74.8
2021-10-28,88,88.0,,0.88,77.44
2021-10-29,84,88.0,,0.88,73.92
2021-10-30,78,88.0,,0.88,68.64
2021-10-31,78,88.0,,0.88,68.64
2021-11-01,85,93.0,False,0.93,79.05
2021-11-02,91,93.0,,0.93,84.63000000000001
2021-11-03,88,93.0,,0.93,81.84
2021-11-04,95,93.0,,0.93,88.35000000000001
2021-11-05,87,93.0,,0.93,80.91000000000001
2021-11-06,85,93.0,,0.93,79.05
2021-11-07,81,93.0,,0.93,75.33
2021-11-08,91,93.0,,0.93,84.63000000000001
2021-11-09,90,93.0,,0.93,83.7
2021-11-10,88,93.0,,0.93,81.84
2021-11-11,89,93.0,,0.93,82.77000000000001
2021-11-12,89,93.0,,0.93,82.77000000000001
2021-11-13,83,93.0,,0.93,77.19
2021-11-14,83,93.0,,0.93,77.19
2021-11-15,90,93.0,,0.93,83.7
2021-11-16,92,93.0,,0.93,85.56
2021-11-17,89,93.0,,0.93,82.77000000000001
2021-11-18,89,93.0,,0.93,82.77000000000001
2021-11-19,87,93.0,,0.93,80.91000000000001
2021-11-20,81,93.0,,0.93,75.33
2021-11-21,82,93.0,,0.93,76.26
2021-11-22,92,93.0,,0.93,85.56
2021-11-23,100,93.0,,0.93,93.0
2021-11-24,89,93.0,,0.93,82.77000000000001
2021-11-25,97,93.0,,0.93,90.21000000000001
2021-11-26,84,93.0,,0.93,78.12
2021-11-27,84,93.0,,0.93,78.12
2021-11-28,86,93.0,,0.93,79.98
2021-11-29,87,93.0,,0.93,80.91000000000001
2021-11-30,89,93.0,,0.93,82.77000000000001
2021-12-01,92,93.0,False,0.93,85.56
2021-12-02,93,93.0,,0.93,86.49000000000001
2021-12-03,94,93.0,,0.93,87.42
2021-12-04,89,93.0,,0.93,82.77000000000001
2021-12-05,91,93.0,,0.93,84.63000000000001
2021-12-06,94,93.0,,0.93,87.42
2021-12-07,100,93.0,,0.93,93.0
2021-12-08,95,93.0,,0.93,88.35000000000001
2021-12-09,96,93.0,,0.93,89.28
2021-12-10,95,93.0,,0.93,88.35000000000001
2021-12-11,96,93.0,,0.93,89.28
2021-12-12,91,93.0,,0.93,84.63000000000001
2021-12-13,94,93.0,,0.93,87.42
2021-12-14,94,93.0,,0.93,87.42
2021-12-15,94,93.0,,0.93,87.42
2021-12-16,97,93.0,,0.93,90.21000000000001
2021-12-17,91,93.0,,0.93,84.63000000000001
2021-12-18,93,93.0,,0.93,86.49000000000001
2021-12-19,93,93.0,,0.93,86.49000000000001
2021-12-20,92,93.0,,0.93,85.56
2021-12-21,94,93.0,,0.93,87.42
2021-12-22,89,93.0,,0.93,82.77000000000001
2021-12-23,93,93.0,,0.93,86.49000000000001
2021-12-24,98,93.0,,0.93,91.14
2021-12-25,99,93.0,,0.93,92.07000000000001
2021-12-26,89,93.0,,0.93,82.77000000000001
2021-12-27,95,93.0,,0.93,88.35000000000001
2021-12-28,93,93.0,,0.93,86.49000000000001
2021-12-29,92,93.0,,0.93,85.56
2021-12-30,92,93.0,,0.93,85.56
2021-12-31,88,93.0,,0.93,81.84
