date,LINK_unscaled,LINK_monthly,isPartial,scale,LINK
2021-05-06,91,82.0,,0.82,74.61999999999999
2021-05-07,95,82.0,,0.82,77.89999999999999
2021-05-08,91,82.0,,0.82,74.61999999999999
2021-05-09,85,82.0,,0.82,69.7
2021-05-10,100,82.0,,0.82,82.0
2021-05-11,96,82.0,,0.82,78.72
2021-05-12,96,82.0,,0.82,78.72
2021-05-13,93,82.0,,0.82,76.25999999999999
2021-05-14,96,82.0,,0.82,78.72
2021-05-15,83,82.0,,0.82,68.06
2021-05-16,85,82.0,,0.82,69.7
2021-05-17,96,82.0,,0.82,78.72
2021-05-18,95,82.0,,0.82,77.89999999999999
2021-05-19,92,82.0,,0.82,75.44
2021-05-20,89,82.0,,0.82,72.97999999999999
2021-05-21,90,82.0,,0.82,73.8
2021-05-22,81,82.0,,0.82,66.42
2021-05-23,80,82.0,,0.82,65.6
2021-05-24,94,82.0,,0.82,77.08
2021-05-25,95,82.0,,0.82,77.89999999999999
2021-05-26,94,82.0,,0.82,77.08
2021-05-27,91,82.0,,0.82,74.61999999999999
2021-05-28,90,82.0,,0.82,73.8
2021-05-29,81,82.0,,0.82,66.42
2021-05-30,83,82.0,,0.82,68.06
2021-05-31,85,82.0,,0.82,69.7
2021-06-01,95,80.0,False,0.8,76.0
2021-06-02,94,80.0,,0.8,75.2
2021-06-03,93,80.0,,0.8,74.4
2021-06-04,95,80.0,,0.8,76.0
2021-06-05,86,80.0,,0.8,68.8
2021-06-06,86,80.0,,0.8,68.8
2021-06-07,99,80.0,,0.8,79.2
2021-06-08,97,80.0,,0.8,77.60000000000001
2021-06-09,96,80.0,,0.8,76.80000000000001
2021-06-10,97,80.0,,0.8,77.60000000000001
2021-06-11,93,80.0,,0.8,74.4
2021-06-12,87,80.0,,0.8,69.60000000000001
2021-06-13,84,80.0,,0.8,67.2
2021-06-14,93,80.0,,0.8,74.4
2021-06-15,95,80.0,,0.8,76.0
2021-06-16,93,80.0,,0.8,74.4
2021-06-17,94,80.0,,0.8,75.2
2021-06-18,90,80.0,,0.8,72.0
2021-06-19,85,80.0,,0.8,68.0
2021-06-20,78,80.0,,0.8,62.400000000000006
2021-06-21,92,80.0,,0.8,73.60000000000001
2021-06-22,97,80.0,,0.8,77.60000000000001
2021-06-23,100,80.0,,0.8,80.0
2021-06-24,98,80.0,,0.8,78.4
2021-06-25,94,80.0,,0.8,75.2
2021-06-26,84,80.0,,0.8,67.2
2021-06-27,86,80.0,,0.8,68.8
2021-06-28,89,80.0,,0.8,71.2
2021-06-29,95,80.0,,0.8,76.0
2021-06-30,92,80.0,,0.8,73.60000000000001
2021-07-01,89,79.0,False,0.79,70.31
2021-07-02,87,79.0,,0.79,68.73
2021-07-03,81,79.0,,0.79,63.99
2021-07-04,78,79.0,,0.79,61.620000000000005
2021-07-05,81,79.0,,0.79,63.99
2021-07-06,93,79.0,,0.79,73.47
2021-07-07,96,79.0,,0.79,75.84
2021-07-08,97,79.0,,0.79,76.63000000000001
2021-07-09,90,79.0,,0.79,71.10000000000001
2021-07-10,84,79.0,,0.79,66.36
2021-07-11,82,79.0,,0.79,64.78
2021-07-12,95,79.0,,0.79,75.05
2021-07-13,96,79.0,,0.79,75.84
2021-07-14,96,79.0,,0.79,75.84
2021-07-15,93,79.0,,0.79,73.47
2021-07-16,96,79.0,,0.79,75.84
2021-07-17,89,79.0,,0.79,70.31
2021-07-18,85,79.0,,0.79,67.15
2021-07-19,91,79.0,,0.79,71.89
2021-07-20,94,79.0,,0.79,74.26
2021-07-21,95,79.0,,0.79,75.05
2021-07-22,100,79.0,,0.79,79.0
2021-07-23,91,79.0,,0.79,71.89
2021-07-24,85,79.0,,0.79,67.15
2021-07-25,81,79.0,,0.79,63.99
2021-07-26,94,79.0,,0.79,74.26
2021-07-27,95,79.0,,0.79,75.05
2021-07-28,94,79.0,,0.79,74.26
2021-07-29,93,79.0,,0.79,73.47
2021-07-30,86,79.0,,0.79,67.94
2021-07-31,84,79.0,,0.79,66.36
2021-08-01,84,80.0,False,0.8,67.2
2021-08-02,96,80.0,,0.8,76.80000000000001
2021-08-03,97,80.0,,0.8,77.60000000000001
2021-08-04,96,80.0,,0.8,76.80000000000001
2021-08-05,93,80.0,,0.8,74.4
2021-08-06,94,80.0,,0.8,75.2
2021-08-07,82,80.0,,0.8,65.60000000000001
2021-08-08,81,80.0,,0.8,64.8
2021-08-09,95,80.0,,0.8,76.0
2021-08-10,95,80.0,,0.8,76.0
2021-08-11,96,80.0,,0.8,76.80000000000001
2021-08-12,94,80.0,,0.8,75.2
2021-08-13,89,80.0,,0.8,71.2
2021-08-14,83,80.0,,0.8,66.4
2021-08-15,83,80.0,,0.8,66.4
2021-08-16,94,80.0,,0.8,75.2
2021-08-17,95,80.0,,0.8,76.0
2021-08-18,97,80.0,,0.8,77.60000000000001
2021-08-19,94,80.0,,0.8,75.2
2021-08-20,92,80.0,,0.8,73.60000000000001
2021-08-21,84,80.0,,0.8,67.2
2021-08-22,84,80.0,,0.8,67.2
2021-08-23,97,80.0,,0.8,77.60000000000001
2021-08-24,100,80.0,,0.8,80.0
2021-08-25,94,80.0,,0.8,75.2
2021-08-26,99,80.0,,0.8,79.2
2021-08-27,94,80.0,,0.8,75.2
2021-08-28,87,80.0,,0.8,69.60000000000001
2021-08-29,85,80.0,,0.8,68.0
2021-08-30,96,80.0,,0.8,76.80000000000001
2021-08-31,96,80.0,,0.8,76.80000000000001
2021-09-01,95,80.0,False,0.8,76.0
2021-09-02,98,80.0,,0.8,78.4
2021-09-03,92,80.0,,0.8,73.60000000000001
2021-09-04,78,80.0,,0.8,62.400000000000006
2021-09-05,77,80.0,,0.8,61.6
2021-09-06,85,80.0,,0.8,68.0
2021-09-07,98,80.0,,0.8,78.4
2021-09-08,96,80.0,,0.8,76.80000000000001
2021-09-09,99,80.0,,0.8,79.2
2021-09-10,94,80.0,,0.8,75.2
2021-09-11,81,80.0,,0.8,64.8
2021-09-12,76,80.0,,0.8,60.800000000000004
2021-09-13,98,80.0,,0.8,78.4
2021-09-14,96,80.0,,0.8,76.80000000000001
2021-09-15,98,80.0,,0.8,78.4
2021-09-16,96,80.0,,0.8,76.80000000000001
2021-09-17,93,80.0,,0.8,74.4
2021-09-18,78,80.0,,0.8,62.400000000000006
2021-09-19,79,80.0,,0.8,63.2
2021-09-20,92,80.0,,0.8,73.60000000000001
2021-09-21,100,80.0,,0.8,80.0
2021-09-22,96,80.0,,0.8,76.80000000000001
2021-09-23,96,80.0,,0.8,76.80000000000001
2021-09-24,91,80.0,,0.8,72.8
2021-09-25,79,80.0,,0.8,63.2
2021-09-26,81,80.0,,0.8,64.8
2021-09-27,91,80.0,,0.8,72.8
2021-09-28,95,80.0,,0.8,76.0
2021-09-29,97,80.0,,0.8,77.60000000000001
2021-09-30,97,80.0,,0.8,77.60000000000001
2021-10-01,93,79.0,False,0.79,73.47
2021-10-02,82,79.0,,0.79,64.78
2021-10-03,78,79.0,,0.79,61.620000000000005
2021-10-04,92,79.0,,0.79,72.68
2021-10-05,99,79.0,,0.79,78.21000000000001
2021-10-06,94,79.0,,0.79,74.26
2021-10-07,97,79.0,,0.79,76.63000000000001
2021-10-08,91,79.0,,0.79,71.89
2021-10-09,78,79.0,,0.79,61.620000000000005
2021-10-10,80,79.0,,0.79,63.2
2021-10-11,94,79.0,,0.79,74.26
2021-10-12,97,79.0,,0.79,76.63000000000001
2021-10-13,98,79.0,,0.79,77.42
2021-10-14,98,79.0,,0.79,77.42
2021-10-15,96,79.0,,0.79,75.84
2021-10-16,87,79.0,,0.79,68.73
2021-10-17,83,79.0,,0.79,65.57000000000001
2021-10-18,95,79.0,,0.79,75.05
2021-10-19,99,79.0,,0.79,78.21000000000001
2021-10-20,97,79.0,,0.79,76.63000000000001
2021-10-21,100,79.0,,0.79,79.0
2021-10-22,94,79.0,,0.79,74.26
2021-10-23,81,79.0,,0.79,63.99
2021-10-24,84,79.0,,0.79,66.36
2021-10-25,97,79.0,,0.79,76.63000000000001
2021-10-26,99,79.0,,0.79,78.21000000000001
2021-10-27,98,79.0,,0.79,77.42
2021-10-28,97,79.0,,0.79,76.63000000000001
2021-10-29,92,79.0,,0.79,72.68
2021-10-30,87,79.0,,0.79,68.73
2021-10-31,80,79.0,,0.79,63.2
2021-11-01,91,80.0,False,0.8,72.8
2021-11-02,94,80.0,,0.8,75.2
2021-11-03,91,80.0,,0.8,72.8
2021-11-04,96,80.0,,0.8,76.80000000000001
2021-11-05,89,80.0,,0.8,71.2
2021-11-06,81,80.0,,0.8,64.8
2021-11-07,82,80.0,,0.8,65.60000000000001
2021-11-08,92,80.0,,0.8,73.60000000000001
2021-11-09,100,80.0,,0.8,80.0
2021-11-10,90,80.0,,0.8,72.0
2021-11-11,90,80.0,,0.8,72.0
2021-11-12,91,80.0,,0.8,72.8
2021-11-13,82,80.0,,0.8,65.60000000000001
2021-11-14,83,80.0,,0.8,66.4
2021-11-15,97,80.0,,0.8,77.60000000000001
2021-11-16,91,80.0,,0.8,72.8
2021-11-17,93,80.0,,0.8,74.4
2021-11-18,94,80.0,,0.8,75.2
2021-11-19,92,80.0,,0.8,73.60000000000001
2021-11-20,80,80.0,,0.8,64.0
2021-11-21,77,80.0,,0.8,61.6
2021-11-22,92,80.0,,0.8,73.60000000000001
2021-11-23,93,80.0,,0.8,74.4
2021-11-24,87,80.0,,0.8,69.60000000000001
2021-11-25,73,80.0,,0.8,58.400000000000006
2021-11-26,84,80.0,,0.8,67.2
2021-11-27,85,80.0,,0.8,68.0
2021-11-28,83,80.0,,0.8,66.4
2021-11-29,88,80.0,,0.8,70.4
2021-11-30,95,80.0,,0.8,76.0
2021-12-01,98,79.0,False,0.79,77.42
2021-12-02,98,79.0,,0.79,77.42
2021-12-03,95,79.0,,0.79,75.05
2021-12-04,87,79.0,,0.79,68.73
2021-12-05,87,79.0,,0.79,68.73
2021-12-06,99,79.0,,0.79,78.21000000000001
2021-12-07,100,79.0,,0.79,79.0
2021-12-08,96,79.0,,0.79,75.84
2021-12-09,100,79.0,,0.79,79.0
2021-12-10,93,79.0,,0.79,73.47
2021-12-11,84,79.0,,0.79,66.36
2021-12-12,84,79.0,,0.79,66.36
2021-12-13,93,79.0,,0.79,73.47
2021-12-14,95,79.0,,0.79,75.05
2021-12-15,98,79.0,,0.79,77.42
2021-12-16,93,79.0,,0.79,73.47
2021-12-17,90,79.0,,0.79,71.10000000000001
2021-12-18,84,79.0,,0.79,66.36
2021-12-19,78,79.0,,0.79,61.620000000000005
2021-12-20,97,79.0,,0.79,76.63000000000001
2021-12-21,93,79.0,,0.79,73.47
2021-12-22,93,79.0,,0.79,73.47
2021-12-23,90,79.0,,0.79,71.10000000000001
2021-12-24,80,79.0,,0.79,63.2
2021-12-25,97,79.0,,0.79,76.63000000000001
2021-12-26,93,79.0,,0.79,73.47
2021-12-27,96,79.0,,0.79,75.84
2021-12-28,93,79.0,,0.79,73.47
2021-12-29,92,79.0,,0.79,72.68
2021-12-30,89,79.0,,0.79,70.31
2021-12-31,79,79.0,,0.79,62.410000000000004
