date,NET_unscaled,NET_monthly,isPartial,scale,NET
2021-04-16,80,73.0,,0.73,58.4
2021-04-17,86,73.0,,0.73,62.78
2021-04-18,100,73.0,,0.73,73.0
2021-04-19,89,73.0,,0.73,64.97
2021-04-20,83,73.0,,0.73,60.589999999999996
2021-04-21,78,73.0,,0.73,56.94
2021-04-22,83,73.0,,0.73,60.589999999999996
2021-04-23,83,73.0,,0.73,60.589999999999996
2021-04-24,82,73.0,,0.73,59.86
2021-04-25,95,73.0,,0.73,69.35
2021-04-26,83,73.0,,0.73,60.589999999999996
2021-04-27,84,73.0,,0.73,61.32
2021-04-28,83,73.0,,0.73,60.589999999999996
2021-04-29,83,73.0,,0.73,60.589999999999996
2021-04-30,82,73.0,,0.73,59.86
2021-05-01,97,73.0,False,0.73,70.81
2021-05-02,95,73.0,,0.73,69.35
2021-05-03,96,73.0,,0.73,70.08
2021-05-04,99,73.0,,0.73,72.27
2021-05-05,91,73.0,,0.73,66.42999999999999
2021-05-06,89,73.0,,0.73,64.97
2021-05-07,89,73.0,,0.73,64.97
2021-05-08,89,73.0,,0.73,64.97
2021-05-09,100,73.0,,0.73,73.0
2021-05-10,97,73.0,,0.73,70.81
2021-05-11,94,73.0,,0.73,68.62
2021-05-12,90,73.0,,0.73,65.7
2021-05-13,90,73.0,,0.73,65.7
2021-05-14,92,73.0,,0.73,67.16
2021-05-15,91,73.0,,0.73,66.42999999999999
2021-05-16,98,73.0,,0.73,71.53999999999999
2021-05-17,90,73.0,,0.73,65.7
2021-05-18,88,73.0,,0.73,64.24
2021-05-19,91,73.0,,0.73,66.42999999999999
2021-05-20,87,73.0,,0.73,63.51
2021-05-21,88,73.0,,0.73,64.24
2021-05-22,89,73.0,,0.73,64.97
2021-05-23,100,73.0,,0.73,73.0
2021-05-24,94,73.0,,0.73,68.62
2021-05-25,90,73.0,,0.73,65.7
2021-05-26,89,73.0,,0.73,64.97
2021-05-27,87,73.0,,0.73,63.51
2021-05-28,89,73.0,,0.73,64.97
2021-05-29,93,73.0,,0.73,67.89
2021-05-30,99,73.0,,0.73,72.27
2021-05-31,100,73.0,,0.73,73.0
2021-06-01,76,72.0,False,0.72,54.72
2021-06-02,78,72.0,,0.72,56.16
2021-06-03,79,72.0,,0.72,56.879999999999995
2021-06-04,79,72.0,,0.72,56.879999999999995
2021-06-05,82,72.0,,0.72,59.04
2021-06-06,93,72.0,,0.72,66.96
2021-06-07,100,72.0,,0.72,72.0
2021-06-08,82,72.0,,0.72,59.04
2021-06-09,77,72.0,,0.72,55.44
2021-06-10,78,72.0,,0.72,56.16
2021-06-11,77,72.0,,0.72,55.44
2021-06-12,80,72.0,,0.72,57.599999999999994
2021-06-13,88,72.0,,0.72,63.36
2021-06-14,77,72.0,,0.72,55.44
2021-06-15,79,72.0,,0.72,56.879999999999995
2021-06-16,77,72.0,,0.72,55.44
2021-06-17,77,72.0,,0.72,55.44
2021-06-18,76,72.0,,0.72,54.72
2021-06-19,78,72.0,,0.72,56.16
2021-06-20,86,72.0,,0.72,61.919999999999995
2021-06-21,79,72.0,,0.72,56.879999999999995
2021-06-22,80,72.0,,0.72,57.599999999999994
2021-06-23,80,72.0,,0.72,57.599999999999994
2021-06-24,86,72.0,,0.72,61.919999999999995
2021-06-25,79,72.0,,0.72,56.879999999999995
2021-06-26,84,72.0,,0.72,60.48
2021-06-27,93,72.0,,0.72,66.96
2021-06-28,86,72.0,,0.72,61.919999999999995
2021-06-29,84,72.0,,0.72,60.48
2021-06-30,88,72.0,,0.72,63.36
2021-07-01,79,74.0,False,0.74,58.46
2021-07-02,76,74.0,,0.74,56.24
2021-07-03,77,74.0,,0.74,56.98
2021-07-04,82,74.0,,0.74,60.68
2021-07-05,85,74.0,,0.74,62.9
2021-07-06,79,74.0,,0.74,58.46
2021-07-07,76,74.0,,0.74,56.24
2021-07-08,79,74.0,,0.74,58.46
2021-07-09,79,74.0,,0.74,58.46
2021-07-10,84,74.0,,0.74,62.16
2021-07-11,100,74.0,,0.74,74.0
2021-07-12,81,74.0,,0.74,59.94
2021-07-13,78,74.0,,0.74,57.72
2021-07-14,77,74.0,,0.74,56.98
2021-07-15,77,74.0,,0.74,56.98
2021-07-16,75,74.0,,0.74,55.5
2021-07-17,80,74.0,,0.74,59.2
2021-07-18,83,74.0,,0.74,61.42
2021-07-19,77,74.0,,0.74,56.98
2021-07-20,83,74.0,,0.74,61.42
2021-07-21,80,74.0,,0.74,59.2
2021-07-22,82,74.0,,0.74,60.68
2021-07-23,79,74.0,,0.74,58.46
2021-07-24,79,74.0,,0.74,58.46
2021-07-25,89,74.0,,0.74,65.86
2021-07-26,81,74.0,,0.74,59.94
2021-07-27,83,74.0,,0.74,61.42
2021-07-28,91,74.0,,0.74,67.34
2021-07-29,81,74.0,,0.74,59.94
2021-07-30,75,74.0,,0.74,55.5
2021-07-31,78,74.0,,0.74,57.72
2021-08-01,88,72.0,False,0.72,63.36
2021-08-02,79,72.0,,0.72,56.879999999999995
2021-08-03,80,72.0,,0.72,57.599999999999994
2021-08-04,88,72.0,,0.72,63.36
2021-08-05,86,72.0,,0.72,61.919999999999995
2021-08-06,85,72.0,,0.72,61.199999999999996
2021-08-07,89,72.0,,0.72,64.08
2021-08-08,100,72.0,,0.72,72.0
2021-08-09,86,72.0,,0.72,61.919999999999995
2021-08-10,86,72.0,,0.72,61.919999999999995
2021-08-11,83,72.0,,0.72,59.76
2021-08-12,85,72.0,,0.72,61.199999999999996
2021-08-13,84,72.0,,0.72,60.48
2021-08-14,86,72.0,,0.72,61.919999999999995
2021-08-15,88,72.0,,0.72,63.36
2021-08-16,77,72.0,,0.72,55.44
2021-08-17,76,72.0,,0.72,54.72
2021-08-18,75,72.0,,0.72,54.0
2021-08-19,78,72.0,,0.72,56.16
2021-08-20,80,72.0,,0.72,57.599999999999994
2021-08-21,84,72.0,,0.72,60.48
2021-08-22,86,72.0,,0.72,61.919999999999995
2021-08-23,77,72.0,,0.72,55.44
2021-08-24,79,72.0,,0.72,56.879999999999995
2021-08-25,81,72.0,,0.72,58.32
2021-08-26,79,72.0,,0.72,56.879999999999995
2021-08-27,75,72.0,,0.72,54.0
2021-08-28,82,72.0,,0.72,59.04
2021-08-29,84,72.0,,0.72,60.48
2021-08-30,79,72.0,,0.72,56.879999999999995
2021-08-31,75,72.0,,0.72,54.0
2021-09-01,63,71.0,False,0.71,44.73
2021-09-02,64,71.0,,0.71,45.44
2021-09-03,65,71.0,,0.71,46.15
2021-09-04,69,71.0,,0.71,48.989999999999995
2021-09-05,71,71.0,,0.71,50.41
2021-09-06,75,71.0,,0.71,53.25
2021-09-07,67,71.0,,0.71,47.57
2021-09-08,70,71.0,,0.71,49.699999999999996
2021-09-09,67,71.0,,0.71,47.57
2021-09-10,66,71.0,,0.71,46.86
2021-09-11,65,71.0,,0.71,46.15
2021-09-12,70,71.0,,0.71,49.699999999999996
2021-09-13,70,71.0,,0.71,49.699999999999996
2021-09-14,70,71.0,,0.71,49.699999999999996
2021-09-15,69,71.0,,0.71,48.989999999999995
2021-09-16,68,71.0,,0.71,48.28
2021-09-17,66,71.0,,0.71,46.86
2021-09-18,68,71.0,,0.71,48.28
2021-09-19,71,71.0,,0.71,50.41
2021-09-20,65,71.0,,0.71,46.15
2021-09-21,67,71.0,,0.71,47.57
2021-09-22,66,71.0,,0.71,46.86
2021-09-23,70,71.0,,0.71,49.699999999999996
2021-09-24,69,71.0,,0.71,48.989999999999995
2021-09-25,67,71.0,,0.71,47.57
2021-09-26,100,71.0,,0.71,71.0
2021-09-27,81,71.0,,0.71,57.51
2021-09-28,79,71.0,,0.71,56.089999999999996
2021-09-29,70,71.0,,0.71,49.699999999999996
2021-09-30,74,71.0,,0.71,52.54
2021-10-01,91,71.0,False,0.71,64.61
2021-10-02,88,71.0,,0.71,62.48
2021-10-03,94,71.0,,0.71,66.74
2021-10-04,92,71.0,,0.71,65.32
2021-10-05,99,71.0,,0.71,70.28999999999999
2021-10-06,92,71.0,,0.71,65.32
2021-10-07,94,71.0,,0.71,66.74
2021-10-08,91,71.0,,0.71,64.61
2021-10-09,90,71.0,,0.71,63.9
2021-10-10,100,71.0,,0.71,71.0
2021-10-11,91,71.0,,0.71,64.61
2021-10-12,95,71.0,,0.71,67.45
2021-10-13,98,71.0,,0.71,69.58
2021-10-14,94,71.0,,0.71,66.74
2021-10-15,92,71.0,,0.71,65.32
2021-10-16,92,71.0,,0.71,65.32
2021-10-17,96,71.0,,0.71,68.16
2021-10-18,99,71.0,,0.71,70.28999999999999
2021-10-19,96,71.0,,0.71,68.16
2021-10-20,89,71.0,,0.71,63.19
2021-10-21,92,71.0,,0.71,65.32
2021-10-22,88,71.0,,0.71,62.48
2021-10-23,89,71.0,,0.71,63.19
2021-10-24,97,71.0,,0.71,68.86999999999999
2021-10-25,93,71.0,,0.71,66.03
2021-10-26,99,71.0,,0.71,70.28999999999999
2021-10-27,97,71.0,,0.71,68.86999999999999
2021-10-28,96,71.0,,0.71,68.16
2021-10-29,92,71.0,,0.71,65.32
2021-10-30,93,71.0,,0.71,66.03
2021-10-31,91,71.0,,0.71,64.61
2021-11-01,85,73.0,False,0.73,62.05
2021-11-02,89,73.0,,0.73,64.97
2021-11-03,89,73.0,,0.73,64.97
2021-11-04,96,73.0,,0.73,70.08
2021-11-05,94,73.0,,0.73,68.62
2021-11-06,91,73.0,,0.73,66.42999999999999
2021-11-07,98,73.0,,0.73,71.53999999999999
2021-11-08,93,73.0,,0.73,67.89
2021-11-09,91,73.0,,0.73,66.42999999999999
2021-11-10,89,73.0,,0.73,64.97
2021-11-11,86,73.0,,0.73,62.78
2021-11-12,91,73.0,,0.73,66.42999999999999
2021-11-13,94,73.0,,0.73,68.62
2021-11-14,96,73.0,,0.73,70.08
2021-11-15,100,73.0,,0.73,73.0
2021-11-16,89,73.0,,0.73,64.97
2021-11-17,95,73.0,,0.73,69.35
2021-11-18,100,73.0,,0.73,73.0
2021-11-19,100,73.0,,0.73,73.0
2021-11-20,97,73.0,,0.73,70.81
2021-11-21,95,73.0,,0.73,69.35
2021-11-22,88,73.0,,0.73,64.24
2021-11-23,91,73.0,,0.73,66.42999999999999
2021-11-24,82,73.0,,0.73,59.86
2021-11-25,87,73.0,,0.73,63.51
2021-11-26,84,73.0,,0.73,61.32
2021-11-27,92,73.0,,0.73,67.16
2021-11-28,97,73.0,,0.73,70.81
2021-11-29,96,73.0,,0.73,70.08
2021-11-30,89,73.0,,0.73,64.97
2021-12-01,90,73.0,False,0.73,65.7
2021-12-02,89,73.0,,0.73,64.97
2021-12-03,86,73.0,,0.73,62.78
2021-12-04,86,73.0,,0.73,62.78
2021-12-05,93,73.0,,0.73,67.89
2021-12-06,87,73.0,,0.73,63.51
2021-12-07,86,73.0,,0.73,62.78
2021-12-08,91,73.0,,0.73,66.42999999999999
2021-12-09,89,73.0,,0.73,64.97
2021-12-10,88,73.0,,0.73,64.24
2021-12-11,90,73.0,,0.73,65.7
2021-12-12,92,73.0,,0.73,67.16
2021-12-13,85,73.0,,0.73,62.05
2021-12-14,83,73.0,,0.73,60.589999999999996
2021-12-15,83,73.0,,0.73,60.589999999999996
2021-12-16,87,73.0,,0.73,63.51
2021-12-17,85,73.0,,0.73,62.05
2021-12-18,87,73.0,,0.73,63.51
2021-12-19,94,73.0,,0.73,68.62
2021-12-20,90,73.0,,0.73,65.7
2021-12-21,82,73.0,,0.73,59.86
2021-12-22,86,73.0,,0.73,62.78
2021-12-23,85,73.0,,0.73,62.05
2021-12-24,87,73.0,,0.73,63.51
2021-12-25,86,73.0,,0.73,62.78
2021-12-26,90,73.0,,0.73,65.7
2021-12-27,88,73.0,,0.73,64.24
2021-12-28,87,73.0,,0.73,63.51
2021-12-29,100,73.0,,0.73,73.0
2021-12-30,89,73.0,,0.73,64.97
2021-12-31,94,73.0,,0.73,68.62
