date,NEXT_unscaled,NEXT_monthly,isPartial,scale,NEXT
2021-05-14,88,85.0,,0.85,74.8
2021-05-15,89,85.0,,0.85,75.64999999999999
2021-05-16,89,85.0,,0.85,75.64999999999999
2021-05-17,87,85.0,,0.85,73.95
2021-05-18,84,85.0,,0.85,71.39999999999999
2021-05-19,83,85.0,,0.85,70.55
2021-05-20,83,85.0,,0.85,70.55
2021-05-21,83,85.0,,0.85,70.55
2021-05-22,87,85.0,,0.85,73.95
2021-05-23,90,85.0,,0.85,76.5
2021-05-24,94,85.0,,0.85,79.89999999999999
2021-05-25,95,85.0,,0.85,80.75
2021-05-26,100,85.0,,0.85,85.0
2021-05-27,90,85.0,,0.85,76.5
2021-05-28,84,85.0,,0.85,71.39999999999999
2021-05-29,85,85.0,,0.85,72.25
2021-05-30,86,85.0,,0.85,73.1
2021-05-31,88,85.0,,0.85,74.8
2021-06-01,86,88.0,False,0.88,75.68
2021-06-02,90,88.0,,0.88,79.2
2021-06-03,90,88.0,,0.88,79.2
2021-06-04,93,88.0,,0.88,81.84
2021-06-05,93,88.0,,0.88,81.84
2021-06-06,100,88.0,,0.88,88.0
2021-06-07,98,88.0,,0.88,86.24
2021-06-08,91,88.0,,0.88,80.08
2021-06-09,89,88.0,,0.88,78.32000000000001
2021-06-10,94,88.0,,0.88,82.72
2021-06-11,91,88.0,,0.88,80.08
2021-06-12,95,88.0,,0.88,83.6
2021-06-13,97,88.0,,0.88,85.36
2021-06-14,88,88.0,,0.88,77.44
2021-06-15,86,88.0,,0.88,75.68
2021-06-16,86,88.0,,0.88,75.68
2021-06-17,89,88.0,,0.88,78.32000000000001
2021-06-18,87,88.0,,0.88,76.56
2021-06-19,91,88.0,,0.88,80.08
2021-06-20,95,88.0,,0.88,83.6
2021-06-21,90,88.0,,0.88,79.2
2021-06-22,95,88.0,,0.88,83.6
2021-06-23,94,88.0,,0.88,82.72
2021-06-24,94,88.0,,0.88,82.72
2021-06-25,89,88.0,,0.88,78.32000000000001
2021-06-26,93,88.0,,0.88,81.84
2021-06-27,96,88.0,,0.88,84.48
2021-06-28,89,88.0,,0.88,78.32000000000001
2021-06-29,87,88.0,,0.88,76.56
2021-06-30,83,88.0,,0.88,73.04
2021-07-01,82,86.0,False,0.86,70.52
2021-07-02,82,86.0,,0.86,70.52
2021-07-03,86,86.0,,0.86,73.96
2021-07-04,84,86.0,,0.86,72.24
2021-07-05,89,86.0,,0.86,76.53999999999999
2021-07-06,85,86.0,,0.86,73.1
2021-07-07,83,86.0,,0.86,71.38
2021-07-08,87,86.0,,0.86,74.82
2021-07-09,85,86.0,,0.86,73.1
2021-07-10,91,86.0,,0.86,78.26
2021-07-11,100,86.0,,0.86,86.0
2021-07-12,89,86.0,,0.86,76.53999999999999
2021-07-13,90,86.0,,0.86,77.4
2021-07-14,88,86.0,,0.86,75.67999999999999
2021-07-15,91,86.0,,0.86,78.26
2021-07-16,88,86.0,,0.86,75.67999999999999
2021-07-17,86,86.0,,0.86,73.96
2021-07-18,90,86.0,,0.86,77.4
2021-07-19,88,86.0,,0.86,75.67999999999999
2021-07-20,85,86.0,,0.86,73.1
2021-07-21,84,86.0,,0.86,72.24
2021-07-22,86,86.0,,0.86,73.96
2021-07-23,90,86.0,,0.86,77.4
2021-07-24,100,86.0,,0.86,86.0
2021-07-25,97,86.0,,0.86,83.42
2021-07-26,90,86.0,,0.86,77.4
2021-07-27,90,86.0,,0.86,77.4
2021-07-28,91,86.0,,0.86,78.26
2021-07-29,84,86.0,,0.86,72.24
2021-07-30,84,86.0,,0.86,72.24
2021-07-31,84,86.0,,0.86,72.24
2021-08-01,98,81.0,False,0.81,79.38000000000001
2021-08-02,94,81.0,,0.81,76.14
2021-08-03,90,81.0,,0.81,72.9
2021-08-04,88,81.0,,0.81,71.28
2021-08-05,92,81.0,,0.81,74.52000000000001
2021-08-06,92,81.0,,0.81,74.52000000000001
2021-08-07,93,81.0,,0.81,75.33
2021-08-08,99,81.0,,0.81,80.19000000000001
2021-08-09,100,81.0,,0.81,81.0
2021-08-10,95,81.0,,0.81,76.95
2021-08-11,87,81.0,,0.81,70.47
2021-08-12,87,81.0,,0.81,70.47
2021-08-13,91,81.0,,0.81,73.71000000000001
2021-08-14,91,81.0,,0.81,73.71000000000001
2021-08-15,90,81.0,,0.81,72.9
2021-08-16,88,81.0,,0.81,71.28
2021-08-17,85,81.0,,0.81,68.85000000000001
2021-08-18,87,81.0,,0.81,70.47
2021-08-19,89,81.0,,0.81,72.09
2021-08-20,91,81.0,,0.81,73.71000000000001
2021-08-21,95,81.0,,0.81,76.95
2021-08-22,100,81.0,,0.81,81.0
2021-08-23,86,81.0,,0.81,69.66000000000001
2021-08-24,85,81.0,,0.81,68.85000000000001
2021-08-25,82,81.0,,0.81,66.42
2021-08-26,83,81.0,,0.81,67.23
2021-08-27,85,81.0,,0.81,68.85000000000001
2021-08-28,88,81.0,,0.81,71.28
2021-08-29,92,81.0,,0.81,74.52000000000001
2021-08-30,86,81.0,,0.81,69.66000000000001
2021-08-31,84,81.0,,0.81,68.04
2021-09-01,72,82.0,False,0.82,59.04
2021-09-02,77,82.0,,0.82,63.13999999999999
2021-09-03,77,82.0,,0.82,63.13999999999999
2021-09-04,80,82.0,,0.82,65.6
2021-09-05,85,82.0,,0.82,69.7
2021-09-06,85,82.0,,0.82,69.7
2021-09-07,79,82.0,,0.82,64.78
2021-09-08,80,82.0,,0.82,65.6
2021-09-09,82,82.0,,0.82,67.24
2021-09-10,87,82.0,,0.82,71.33999999999999
2021-09-11,84,82.0,,0.82,68.88
2021-09-12,90,82.0,,0.82,73.8
2021-09-13,87,82.0,,0.82,71.33999999999999
2021-09-14,83,82.0,,0.82,68.06
2021-09-15,82,82.0,,0.82,67.24
2021-09-16,83,82.0,,0.82,68.06
2021-09-17,83,82.0,,0.82,68.06
2021-09-18,85,82.0,,0.82,69.7
2021-09-19,100,82.0,,0.82,82.0
2021-09-20,95,82.0,,0.82,77.89999999999999
2021-09-21,89,82.0,,0.82,72.97999999999999
2021-09-22,81,82.0,,0.82,66.42
2021-09-23,78,82.0,,0.82,63.959999999999994
2021-09-24,79,82.0,,0.82,64.78
2021-09-25,82,82.0,,0.82,67.24
2021-09-26,91,82.0,,0.82,74.61999999999999
2021-09-27,83,82.0,,0.82,68.06
2021-09-28,84,82.0,,0.82,68.88
2021-09-29,80,82.0,,0.82,65.6
2021-09-30,81,82.0,,0.82,66.42
2021-10-01,78,88.0,False,0.88,68.64
2021-10-02,78,88.0,,0.88,68.64
2021-10-03,83,88.0,,0.88,73.04
2021-10-04,84,88.0,,0.88,73.92
2021-10-05,83,88.0,,0.88,73.04
2021-10-06,76,88.0,,0.88,66.88
2021-10-07,79,88.0,,0.88,69.52
2021-10-08,77,88.0,,0.88,67.76
2021-10-09,79,88.0,,0.88,69.52
2021-10-10,90,88.0,,0.88,79.2
2021-10-11,83,88.0,,0.88,73.04
2021-10-12,81,88.0,,0.88,71.28
2021-10-13,88,88.0,,0.88,77.44
2021-10-14,80,88.0,,0.88,70.4
2021-10-15,83,88.0,,0.88,73.04
2021-10-16,83,88.0,,0.88,73.04
2021-10-17,87,88.0,,0.88,76.56
2021-10-18,84,88.0,,0.88,73.92
2021-10-19,87,88.0,,0.88,76.56
2021-10-20,86,88.0,,0.88,75.68
2021-10-21,84,88.0,,0.88,73.92
2021-10-22,80,88.0,,0.88,70.4
2021-10-23,85,88.0,,0.88,74.8
2021-10-24,89,88.0,,0.88,78.32000000000001
2021-10-25,79,88.0,,0.88,69.52
2021-10-26,76,88.0,,0.88,66.88
2021-10-27,79,88.0,,0.88,69.52
2021-10-28,82,88.0,,0.88,72.16
2021-10-29,84,88.0,,0.88,73.92
2021-10-30,89,88.0,,0.88,78.32000000000001
2021-10-31,100,88.0,,0.88,88.0
2021-11-01,88,91.0,False,0.91,80.08
2021-11-02,78,91.0,,0.91,70.98
2021-11-03,75,91.0,,0.91,68.25
2021-11-04,72,91.0,,0.91,65.52
2021-11-05,73,91.0,,0.91,66.43
2021-11-06,76,91.0,,0.91,69.16
2021-11-07,100,91.0,,0.91,91.0
2021-11-08,89,91.0,,0.91,80.99000000000001
2021-11-09,78,91.0,,0.91,70.98
2021-11-10,72,91.0,,0.91,65.52
2021-11-11,78,91.0,,0.91,70.98
2021-11-12,82,91.0,,0.91,74.62
2021-11-13,93,91.0,,0.91,84.63000000000001
2021-11-14,89,91.0,,0.91,80.99000000000001
2021-11-15,80,91.0,,0.91,72.8
2021-11-16,77,91.0,,0.91,70.07000000000001
2021-11-17,82,91.0,,0.91,74.62
2021-11-18,79,91.0,,0.91,71.89
2021-11-19,86,91.0,,0.91,78.26
2021-11-20,83,91.0,,0.91,75.53
2021-11-21,81,91.0,,0.91,73.71000000000001
2021-11-22,72,91.0,,0.91,65.52
2021-11-23,70,91.0,,0.91,63.7
2021-11-24,72,91.0,,0.91,65.52
2021-11-25,68,91.0,,0.91,61.88
2021-11-26,72,91.0,,0.91,65.52
2021-11-27,78,91.0,,0.91,70.98
2021-11-28,87,91.0,,0.91,79.17
2021-11-29,76,91.0,,0.91,69.16
2021-11-30,75,91.0,,0.91,68.25
2021-12-01,79,89.0,False,0.89,70.31
2021-12-02,80,89.0,,0.89,71.2
2021-12-03,79,89.0,,0.89,70.31
2021-12-04,85,89.0,,0.89,75.65
2021-12-05,100,89.0,,0.89,89.0
2021-12-06,86,89.0,,0.89,76.54
2021-12-07,79,89.0,,0.89,70.31
2021-12-08,78,89.0,,0.89,69.42
2021-12-09,79,89.0,,0.89,70.31
2021-12-10,75,89.0,,0.89,66.75
2021-12-11,79,89.0,,0.89,70.31
2021-12-12,84,89.0,,0.89,74.76
2021-12-13,78,89.0,,0.89,69.42
2021-12-14,76,89.0,,0.89,67.64
2021-12-15,75,89.0,,0.89,66.75
2021-12-16,80,89.0,,0.89,71.2
2021-12-17,77,89.0,,0.89,68.53
2021-12-18,81,89.0,,0.89,72.09
2021-12-19,86,89.0,,0.89,76.54
2021-12-20,78,89.0,,0.89,69.42
2021-12-21,75,89.0,,0.89,66.75
2021-12-22,76,89.0,,0.89,67.64
2021-12-23,76,89.0,,0.89,67.64
2021-12-24,74,89.0,,0.89,65.86
2021-12-25,75,89.0,,0.89,66.75
2021-12-26,89,89.0,,0.89,79.21000000000001
2021-12-27,82,89.0,,0.89,72.98
2021-12-28,81,89.0,,0.89,72.09
2021-12-29,81,89.0,,0.89,72.09
2021-12-30,81,89.0,,0.89,72.09
2021-12-31,78,89.0,,0.89,69.42
