date,BEST_unscaled,BEST_monthly,isPartial,scale,BEST
2021-04-30,84,90.0,,0.9,75.60000000000001
2021-05-01,95,92.0,False,0.92,87.4
2021-05-02,94,92.0,,0.92,86.48
2021-05-03,83,92.0,,0.92,76.36
2021-05-04,82,92.0,,0.92,75.44
2021-05-05,84,92.0,,0.92,77.28
2021-05-06,82,92.0,,0.92,75.44
2021-05-07,79,92.0,,0.92,72.68
2021-05-08,93,92.0,,0.92,85.56
2021-05-09,93,92.0,,0.92,85.56
2021-05-10,86,92.0,,0.92,79.12
2021-05-11,82,92.0,,0.92,75.44
2021-05-12,80,92.0,,0.92,73.60000000000001
2021-05-13,83,92.0,,0.92,76.36
2021-05-14,80,92.0,,0.92,73.60000000000001
2021-05-15,93,92.0,,0.92,85.56
2021-05-16,97,92.0,,0.92,89.24000000000001
2021-05-17,83,92.0,,0.92,76.36
2021-05-18,81,92.0,,0.92,74.52000000000001
2021-05-19,85,92.0,,0.92,78.2
2021-05-20,80,92.0,,0.92,73.60000000000001
2021-05-21,83,92.0,,0.92,76.36
2021-05-22,90,92.0,,0.92,82.8
2021-05-23,100,92.0,,0.92,92.0
2021-05-24,83,92.0,,0.92,76.36
2021-05-25,86,92.0,,0.92,79.12
2021-05-26,85,92.0,,0.92,78.2
2021-05-27,80,92.0,,0.92,73.60000000000001
2021-05-28,84,92.0,,0.92,77.28
2021-05-29,93,92.0,,0.92,85.56
2021-05-30,100,92.0,,0.92,92.0
2021-05-31,99,92.0,,0.92,91.08
2021-06-01,89,92.0,False,0.92,81.88000000000001
2021-06-02,88,92.0,,0.92,80.96000000000001
2021-06-03,87,92.0,,0.92,80.04
2021-06-04,83,92.0,,0.92,76.36
2021-06-05,95,92.0,,0.92,87.4
2021-06-06,99,92.0,,0.92,91.08
2021-06-07,87,92.0,,0.92,80.04
2021-06-08,93,92.0,,0.92,85.56
2021-06-09,90,92.0,,0.92,82.8
2021-06-10,87,92.0,,0.92,80.04
2021-06-11,87,92.0,,0.92,80.04
2021-06-12,97,92.0,,0.92,89.24000000000001
2021-06-13,99,92.0,,0.92,91.08
2021-06-14,91,92.0,,0.92,83.72
2021-06-15,86,92.0,,0.92,79.12
2021-06-16,91,92.0,,0.92,83.72
2021-06-17,85,92.0,,0.92,78.2
2021-06-18,88,92.0,,0.92,80.96000000000001
2021-06-19,99,92.0,,0.92,91.08
2021-06-20,98,92.0,,0.92,90.16000000000001
2021-06-21,95,92.0,,0.92,87.4
2021-06-22,97,92.0,,0.92,89.24000000000001
2021-06-23,91,92.0,,0.92,83.72
2021-06-24,90,92.0,,0.92,82.8
2021-06-25,86,92.0,,0.92,79.12
2021-06-26,93,92.0,,0.92,85.56
2021-06-27,100,92.0,,0.92,92.0
2021-06-28,88,92.0,,0.92,80.96000000000001
2021-06-29,89,92.0,,0.92,81.88000000000001
2021-06-30,91,92.0,,0.92,83.72
2021-07-01,84,95.0,False,0.95,79.8
2021-07-02,85,95.0,,0.95,80.75
2021-07-03,97,95.0,,0.95,92.14999999999999
2021-07-04,98,95.0,,0.95,93.1
2021-07-05,100,95.0,,0.95,95.0
2021-07-06,89,95.0,,0.95,84.55
2021-07-07,89,95.0,,0.95,84.55
2021-07-08,89,95.0,,0.95,84.55
2021-07-09,87,95.0,,0.95,82.64999999999999
2021-07-10,96,95.0,,0.95,91.19999999999999
2021-07-11,98,95.0,,0.95,93.1
2021-07-12,89,95.0,,0.95,84.55
2021-07-13,88,95.0,,0.95,83.6
2021-07-14,91,95.0,,0.95,86.45
2021-07-15,85,95.0,,0.95,80.75
2021-07-16,85,95.0,,0.95,80.75
2021-07-17,99,95.0,,0.95,94.05
2021-07-18,98,95.0,,0.95,93.1
2021-07-19,90,95.0,,0.95,85.5
2021-07-20,88,95.0,,0.95,83.6
2021-07-21,86,95.0,,0.95,81.7
2021-07-22,84,95.0,,0.95,79.8
2021-07-23,85,95.0,,0.95,80.75
2021-07-24,92,95.0,,0.95,87.39999999999999
2021-07-25,99,95.0,,0.95,94.05
2021-07-26,89,95.0,,0.95,84.55
2021-07-27,84,95.0,,0.95,79.8
2021-07-28,86,95.0,,0.95,81.7
2021-07-29,83,95.0,,0.95,78.85
2021-07-30,87,95.0,,0.95,82.64999999999999
2021-07-31,92,95.0,,0.95,87.39999999999999
2021-08-01,97,89.0,False,0.89,86.33
2021-08-02,88,89.0,,0.89,78.32000000000001
2021-08-03,87,89.0,,0.89,77.43
2021-08-04,89,89.0,,0.89,79.21000000000001
2021-08-05,85,89.0,,0.89,75.65
2021-08-06,86,89.0,,0.89,76.54
2021-08-07,95,89.0,,0.89,84.55
2021-08-08,95,89.0,,0.89,84.55
2021-08-09,86,89.0,,0.89,76.54
2021-08-10,87,89.0,,0.89,77.43
2021-08-11,86,89.0,,0.89,76.54
2021-08-12,83,89.0,,0.89,73.87
2021-08-13,86,89.0,,0.89,76.54
2021-08-14,94,89.0,,0.89,83.66
2021-08-15,100,89.0,,0.89,89.0
2021-08-16,87,89.0,,0.89,77.43
2021-08-17,83,89.0,,0.89,73.87
2021-08-18,88,89.0,,0.89,78.32000000000001
2021-08-19,85,89.0,,0.89,75.65
2021-08-20,85,89.0,,0.89,75.65
2021-08-21,94,89.0,,0.89,83.66
2021-08-22,99,89.0,,0.89,88.11
2021-08-23,86,89.0,,0.89,76.54
2021-08-24,82,89.0,,0.89,72.98
2021-08-25,86,89.0,,0.89,76.54
2021-08-26,86,89.0,,0.89,76.54
2021-08-27,82,89.0,,0.89,72.98
2021-08-28,96,89.0,,0.89,85.44
2021-08-29,99,89.0,,0.89,88.11
2021-08-30,82,89.0,,0.89,72.98
2021-08-31,84,89.0,,0.89,74.76
2021-09-01,83,86.0,False,0.86,71.38
2021-09-02,82,86.0,,0.86,70.52
2021-09-03,80,86.0,,0.86,68.8
2021-09-04,94,86.0,,0.86,80.84
2021-09-05,99,86.0,,0.86,85.14
2021-09-06,100,86.0,,0.86,86.0
2021-09-07,82,86.0,,0.86,70.52
2021-09-08,84,86.0,,0.86,72.24
2021-09-09,80,86.0,,0.86,68.8
2021-09-10,83,86.0,,0.86,71.38
2021-09-11,87,86.0,,0.86,74.82
2021-09-12,90,86.0,,0.86,77.4
2021-09-13,82,86.0,,0.86,70.52
2021-09-14,83,86.0,,0.86,71.38
2021-09-15,84,86.0,,0.86,72.24
2021-09-16,81,86.0,,0.86,69.66
2021-09-17,84,86.0,,0.86,72.24
2021-09-18,93,86.0,,0.86,79.98
2021-09-19,91,86.0,,0.86,78.26
2021-09-20,78,86.0,,0.86,67.08
2021-09-21,82,86.0,,0.86,70.52
2021-09-22,84,86.0,,0.86,72.24
2021-09-23,82,86.0,,0.86,70.52
2021-09-24,82,86.0,,0.86,70.52
2021-09-25,88,86.0,,0.86,75.67999999999999
2021-09-26,90,86.0,,0.86,77.4
2021-09-27,80,86.0,,0.86,68.8
2021-09-28,83,86.0,,0.86,71.38
2021-09-29,83,86.0,,0.86,71.38
2021-09-30,81,86.0,,0.86,69.66
2021-10-01,87,87.0,False,0.87,75.69
2021-10-02,90,87.0,,0.87,78.3
2021-10-03,95,87.0,,0.87,82.65
2021-10-04,81,87.0,,0.87,70.47
2021-10-05,83,87.0,,0.87,72.21
2021-10-06,83,87.0,,0.87,72.21
2021-10-07,88,87.0,,0.87,76.56
2021-10-08,83,87.0,,0.87,72.21
2021-10-09,97,87.0,,0.87,84.39
2021-10-10,93,87.0,,0.87,80.91
2021-10-11,90,87.0,,0.87,78.3
2021-10-12,84,87.0,,0.87,73.08
2021-10-13,85,87.0,,0.87,73.95
2021-10-14,86,87.0,,0.87,74.82
2021-10-15,84,87.0,,0.87,73.08
2021-10-16,96,87.0,,0.87,83.52
2021-10-17,100,87.0,,0.87,87.0
2021-10-18,83,87.0,,0.87,72.21
2021-10-19,86,87.0,,0.87,74.82
2021-10-20,88,87.0,,0.87,76.56
2021-10-21,85,87.0,,0.87,73.95
2021-10-22,84,87.0,,0.87,73.08
2021-10-23,95,87.0,,0.87,82.65
2021-10-24,95,87.0,,0.87,82.65
2021-10-25,84,87.0,,0.87,73.08
2021-10-26,84,87.0,,0.87,73.08
2021-10-27,84,87.0,,0.87,73.08
2021-10-28,84,87.0,,0.87,73.08
2021-10-29,84,87.0,,0.87,73.08
2021-10-30,96,87.0,,0.87,83.52
2021-10-31,93,87.0,,0.87,80.91
2021-11-01,58,96.0,False,0.96,55.68
2021-11-02,62,96.0,,0.96,59.519999999999996
2021-11-03,63,96.0,,0.96,60.48
2021-11-04,62,96.0,,0.96,59.519999999999996
2021-11-05,60,96.0,,0.96,57.599999999999994
2021-11-06,66,96.0,,0.96,63.36
2021-11-07,71,96.0,,0.96,68.16
2021-11-08,60,96.0,,0.96,57.599999999999994
2021-11-09,62,96.0,,0.96,59.519999999999996
2021-11-10,62,96.0,,0.96,59.519999999999996
2021-11-11,64,96.0,,0.96,61.44
2021-11-12,62,96.0,,0.96,59.519999999999996
2021-11-13,68,96.0,,0.96,65.28
2021-11-14,73,96.0,,0.96,70.08
2021-11-15,64,96.0,,0.96,61.44
2021-11-16,63,96.0,,0.96,60.48
2021-11-17,64,96.0,,0.96,61.44
2021-11-18,61,96.0,,0.96,58.559999999999995
2021-11-19,61,96.0,,0.96,58.559999999999995
2021-11-20,70,96.0,,0.96,67.2
2021-11-21,75,96.0,,0.96,72.0
2021-11-22,67,96.0,,0.96,64.32
2021-11-23,68,96.0,,0.96,65.28
2021-11-24,73,96.0,,0.96,70.08
2021-11-25,80,96.0,,0.96,76.8
2021-11-26,100,96.0,,0.96,96.0
2021-11-27,85,96.0,,0.96,81.6
2021-11-28,79,96.0,,0.96,75.84
2021-11-29,77,96.0,,0.96,73.92
2021-11-30,69,96.0,,0.96,66.24
2021-12-01,86,98.0,False,0.98,84.28
2021-12-02,85,98.0,,0.98,83.3
2021-12-03,86,98.0,,0.98,84.28
2021-12-04,92,98.0,,0.98,90.16
2021-12-05,98,98.0,,0.98,96.03999999999999
2021-12-06,85,98.0,,0.98,83.3
2021-12-07,85,98.0,,0.98,83.3
2021-12-08,86,98.0,,0.98,84.28
2021-12-09,89,98.0,,0.98,87.22
2021-12-10,84,98.0,,0.98,82.32
2021-12-11,94,98.0,,0.98,92.12
2021-12-12,98,98.0,,0.98,96.03999999999999
2021-12-13,87,98.0,,0.98,85.26
2021-12-14,83,98.0,,0.98,81.34
2021-12-15,83,98.0,,0.98,81.34
2021-12-16,83,98.0,,0.98,81.34
2021-12-17,84,98.0,,0.98,82.32
2021-12-18,98,98.0,,0.98,96.03999999999999
2021-12-19,97,98.0,,0.98,95.06
2021-12-20,88,98.0,,0.98,86.24
2021-12-21,90,98.0,,0.98,88.2
2021-12-22,89,98.0,,0.98,87.22
2021-12-23,92,98.0,,0.98,90.16
2021-12-24,93,98.0,,0.98,91.14
2021-12-25,87,98.0,,0.98,85.26
2021-12-26,100,98.0,,0.98,98.0
2021-12-27,94,98.0,,0.98,92.12
2021-12-28,94,98.0,,0.98,92.12
2021-12-29,94,98.0,,0.98,92.12
2021-12-30,94,98.0,,0.98,92.12
2021-12-31,89,98.0,,0.98,87.22
