date,MF_unscaled,MF_monthly,isPartial,scale,MF
2021-05-01,69,16.0,False,0.16,11.040000000000001
2021-05-02,64,16.0,,0.16,10.24
2021-05-03,68,16.0,,0.16,10.88
2021-05-04,60,16.0,,0.16,9.6
2021-05-05,71,16.0,,0.16,11.36
2021-05-06,77,16.0,,0.16,12.32
2021-05-07,100,16.0,,0.16,16.0
2021-05-08,84,16.0,,0.16,13.44
2021-05-09,81,16.0,,0.16,12.96
2021-05-10,74,16.0,,0.16,11.84
2021-05-11,71,16.0,,0.16,11.36
2021-05-12,84,16.0,,0.16,13.44
2021-05-13,70,16.0,,0.16,11.200000000000001
2021-05-14,75,16.0,,0.16,12.0
2021-05-15,73,16.0,,0.16,11.68
2021-05-16,69,16.0,,0.16,11.040000000000001
2021-05-17,77,16.0,,0.16,12.32
2021-05-18,79,16.0,,0.16,12.64
2021-05-19,69,16.0,,0.16,11.040000000000001
2021-05-20,77,16.0,,0.16,12.32
2021-05-21,64,16.0,,0.16,10.24
2021-05-22,64,16.0,,0.16,10.24
2021-05-23,73,16.0,,0.16,11.68
2021-05-24,67,16.0,,0.16,10.72
2021-05-25,78,16.0,,0.16,12.48
2021-05-26,65,16.0,,0.16,10.4
2021-05-27,62,16.0,,0.16,9.92
2021-05-28,77,16.0,,0.16,12.32
2021-05-29,74,16.0,,0.16,11.84
2021-05-30,70,16.0,,0.16,11.200000000000001
2021-05-31,87,16.0,,0.16,13.92
2021-06-01,100,16.0,False,0.16,16.0
2021-06-02,87,16.0,,0.16,13.92
2021-06-03,82,16.0,,0.16,13.120000000000001
2021-06-04,96,16.0,,0.16,15.36
2021-06-05,95,16.0,,0.16,15.200000000000001
2021-06-06,94,16.0,,0.16,15.040000000000001
2021-06-07,99,16.0,,0.16,15.84
2021-06-08,73,16.0,,0.16,11.68
2021-06-09,75,16.0,,0.16,12.0
2021-06-10,87,16.0,,0.16,13.92
2021-06-11,72,16.0,,0.16,11.52
2021-06-12,90,16.0,,0.16,14.4
2021-06-13,83,16.0,,0.16,13.280000000000001
2021-06-14,84,16.0,,0.16,13.44
2021-06-15,77,16.0,,0.16,12.32
2021-06-16,77,16.0,,0.16,12.32
2021-06-17,98,16.0,,0.16,15.68
2021-06-18,89,16.0,,0.16,14.24
2021-06-19,84,16.0,,0.16,13.44
2021-06-20,87,16.0,,0.16,13.92
2021-06-21,81,16.0,,0.16,12.96
2021-06-22,84,16.0,,0.16,13.44
2021-06-23,90,16.0,,0.16,14.4
2021-06-24,88,16.0,,0.16,14.08
2021-06-25,76,16.0,,0.16,12.16
2021-06-26,94,16.0,,0.16,15.040000000000001
2021-06-27,70,16.0,,0.16,11.200000000000001
2021-06-28,86,16.0,,0.16,13.76
2021-06-29,66,16.0,,0.16,10.56
2021-06-30,69,16.0,,0.16,11.040000000000001
2021-07-01,63,16.0,False,0.16,10.08
2021-07-02,65,16.0,,0.16,10.4
2021-07-03,80,16.0,,0.16,12.8
2021-07-04,55,16.0,,0.16,8.8
2021-07-05,56,16.0,,0.16,8.96
2021-07-06,57,16.0,,0.16,9.120000000000001
2021-07-07,63,16.0,,0.16,10.08
2021-07-08,70,16.0,,0.16,11.200000000000001
2021-07-09,75,16.0,,0.16,12.0
2021-07-10,74,16.0,,0.16,11.84
2021-07-11,58,16.0,,0.16,9.28
2021-07-12,58,16.0,,0.16,9.28
2021-07-13,100,16.0,,0.16,16.0
2021-07-14,92,16.0,,0.16,14.72
2021-07-15,62,16.0,,0.16,9.92
2021-07-16,65,16.0,,0.16,10.4
2021-07-17,77,16.0,,0.16,12.32
2021-07-18,64,16.0,,0.16,10.24
2021-07-19,70,16.0,,0.16,11.200000000000001
2021-07-20,53,16.0,,0.16,8.48
2021-07-21,64,16.0,,0.16,10.24
2021-07-22,53,16.0,,0.16,8.48
2021-07-23,63,16.0,,0.16,10.08
2021-07-24,59,16.0,,0.16,9.44
2021-07-25,56,16.0,,0.16,8.96
2021-07-26,64,16.0,,0.16,10.24
2021-07-27,63,16.0,,0.16,10.08
2021-07-28,54,16.0,,0.16,8.64
2021-07-29,60,16.0,,0.16,9.6
2021-07-30,55,16.0,,0.16,8.8
2021-07-31,64,16.0,,0.16,10.24
2021-08-01,80,16.0,False,0.16,12.8
2021-08-02,77,16.0,,0.16,12.32
2021-08-03,82,16.0,,0.16,13.120000000000001
2021-08-04,83,16.0,,0.16,13.280000000000001
2021-08-05,68,16.0,,0.16,10.88
2021-08-06,73,16.0,,0.16,11.68
2021-08-07,85,16.0,,0.16,13.6
2021-08-08,77,16.0,,0.16,12.32
2021-08-09,77,16.0,,0.16,12.32
2021-08-10,73,16.0,,0.16,11.68
2021-08-11,87,16.0,,0.16,13.92
2021-08-12,91,16.0,,0.16,14.56
2021-08-13,80,16.0,,0.16,12.8
2021-08-14,89,16.0,,0.16,14.24
2021-08-15,84,16.0,,0.16,13.44
2021-08-16,84,16.0,,0.16,13.44
2021-08-17,70,16.0,,0.16,11.200000000000001
2021-08-18,80,16.0,,0.16,12.8
2021-08-19,80,16.0,,0.16,12.8
2021-08-20,86,16.0,,0.16,13.76
2021-08-21,98,16.0,,0.16,15.68
2021-08-22,83,16.0,,0.16,13.280000000000001
2021-08-23,87,16.0,,0.16,13.92
2021-08-24,100,16.0,,0.16,16.0
2021-08-25,82,16.0,,0.16,13.120000000000001
2021-08-26,95,16.0,,0.16,15.200000000000001
2021-08-27,91,16.0,,0.16,14.56
2021-08-28,85,16.0,,0.16,13.6
2021-08-29,83,16.0,,0.16,13.280000000000001
2021-08-30,81,16.0,,0.16,12.96
2021-08-31,79,16.0,,0.16,12.64
2021-09-01,77,17.0,False,0.17,13.090000000000002
2021-09-02,70,17.0,,0.17,11.9
2021-09-03,76,17.0,,0.17,12.920000000000002
2021-09-04,95,17.0,,0.17,16.150000000000002
2021-09-05,70,17.0,,0.17,11.9
2021-09-06,72,17.0,,0.17,12.24
2021-09-07,72,17.0,,0.17,12.24
2021-09-08,78,17.0,,0.17,13.260000000000002
2021-09-09,78,17.0,,0.17,13.260000000000002
2021-09-10,76,17.0,,0.17,12.920000000000002
2021-09-11,87,17.0,,0.17,14.790000000000001
2021-09-12,82,17.0,,0.17,13.940000000000001
2021-09-13,67,17.0,,0.17,11.39
2021-09-14,80,17.0,,0.17,13.600000000000001
2021-09-15,74,17.0,,0.17,12.58
2021-09-16,87,17.0,,0.17,14.790000000000001
2021-09-17,83,17.0,,0.17,14.110000000000001
2021-09-18,66,17.0,,0.17,11.22
2021-09-19,77,17.0,,0.17,13.090000000000002
2021-09-20,89,17.0,,0.17,15.13
2021-09-21,93,17.0,,0.17,15.81
2021-09-22,69,17.0,,0.17,11.73
2021-09-23,84,17.0,,0.17,14.280000000000001
2021-09-24,74,17.0,,0.17,12.58
2021-09-25,72,17.0,,0.17,12.24
2021-09-26,100,17.0,,0.17,17.0
2021-09-27,73,17.0,,0.17,12.41
2021-09-28,88,17.0,,0.17,14.96
2021-09-29,92,17.0,,0.17,15.64
2021-09-30,82,17.0,,0.17,13.940000000000001
2021-10-01,57,21.0,False,0.21,11.969999999999999
2021-10-02,54,21.0,,0.21,11.34
2021-10-03,54,21.0,,0.21,11.34
2021-10-04,52,21.0,,0.21,10.92
2021-10-05,60,21.0,,0.21,12.6
2021-10-06,61,21.0,,0.21,12.809999999999999
2021-10-07,58,21.0,,0.21,12.18
2021-10-08,52,21.0,,0.21,10.92
2021-10-09,47,21.0,,0.21,9.87
2021-10-10,50,21.0,,0.21,10.5
2021-10-11,59,21.0,,0.21,12.389999999999999
2021-10-12,51,21.0,,0.21,10.709999999999999
2021-10-13,52,21.0,,0.21,10.92
2021-10-14,48,21.0,,0.21,10.08
2021-10-15,59,21.0,,0.21,12.389999999999999
2021-10-16,52,21.0,,0.21,10.92
2021-10-17,55,21.0,,0.21,11.549999999999999
2021-10-18,48,21.0,,0.21,10.08
2021-10-19,60,21.0,,0.21,12.6
2021-10-20,52,21.0,,0.21,10.92
2021-10-21,67,21.0,,0.21,14.07
2021-10-22,55,21.0,,0.21,11.549999999999999
2021-10-23,50,21.0,,0.21,10.5
2021-10-24,56,21.0,,0.21,11.76
2021-10-25,50,21.0,,0.21,10.5
2021-10-26,51,21.0,,0.21,10.709999999999999
2021-10-27,51,21.0,,0.21,10.709999999999999
2021-10-28,61,21.0,,0.21,12.809999999999999
2021-10-29,46,21.0,,0.21,9.66
2021-10-30,63,21.0,,0.21,13.229999999999999
2021-10-31,100,21.0,,0.21,21.0
2021-11-01,100,20.0,False,0.2,20.0
2021-11-02,72,20.0,,0.2,14.4
2021-11-03,63,20.0,,0.2,12.600000000000001
2021-11-04,71,20.0,,0.2,14.200000000000001
2021-11-05,68,20.0,,0.2,13.600000000000001
2021-11-06,68,20.0,,0.2,13.600000000000001
2021-11-07,56,20.0,,0.2,11.200000000000001
2021-11-08,66,20.0,,0.2,13.200000000000001
2021-11-09,62,20.0,,0.2,12.4
2021-11-10,71,20.0,,0.2,14.200000000000001
2021-11-11,62,20.0,,0.2,12.4
2021-11-12,74,20.0,,0.2,14.8
2021-11-13,67,20.0,,0.2,13.4
2021-11-14,64,20.0,,0.2,12.8
2021-11-15,48,20.0,,0.2,9.600000000000001
2021-11-16,47,20.0,,0.2,9.4
2021-11-17,62,20.0,,0.2,12.4
2021-11-18,64,20.0,,0.2,12.8
2021-11-19,64,20.0,,0.2,12.8
2021-11-20,65,20.0,,0.2,13.0
2021-11-21,65,20.0,,0.2,13.0
2021-11-22,67,20.0,,0.2,13.4
2021-11-23,59,20.0,,0.2,11.8
2021-11-24,52,20.0,,0.2,10.4
2021-11-25,57,20.0,,0.2,11.4
2021-11-26,62,20.0,,0.2,12.4
2021-11-27,60,20.0,,0.2,12.0
2021-11-28,62,20.0,,0.2,12.4
2021-11-29,61,20.0,,0.2,12.200000000000001
2021-11-30,52,20.0,,0.2,10.4
2021-12-01,73,17.0,False,0.17,12.41
2021-12-02,83,17.0,,0.17,14.110000000000001
2021-12-03,81,17.0,,0.17,13.770000000000001
2021-12-04,88,17.0,,0.17,14.96
2021-12-05,87,17.0,,0.17,14.790000000000001
2021-12-06,73,17.0,,0.17,12.41
2021-12-07,91,17.0,,0.17,15.47
2021-12-08,87,17.0,,0.17,14.790000000000001
2021-12-09,77,17.0,,0.17,13.090000000000002
2021-12-10,89,17.0,,0.17,15.13
2021-12-11,100,17.0,,0.17,17.0
2021-12-12,94,17.0,,0.17,15.98
2021-12-13,97,17.0,,0.17,16.490000000000002
2021-12-14,90,17.0,,0.17,15.3
2021-12-15,97,17.0,,0.17,16.490000000000002
2021-12-16,91,17.0,,0.17,15.47
2021-12-17,76,17.0,,0.17,12.920000000000002
2021-12-18,85,17.0,,0.17,14.450000000000001
2021-12-19,98,17.0,,0.17,16.66
2021-12-20,78,17.0,,0.17,13.260000000000002
2021-12-21,79,17.0,,0.17,13.430000000000001
2021-12-22,84,17.0,,0.17,14.280000000000001
2021-12-23,79,17.0,,0.17,13.430000000000001
2021-12-24,78,17.0,,0.17,13.260000000000002
2021-12-25,95,17.0,,0.17,16.150000000000002
2021-12-26,92,17.0,,0.17,15.64
2021-12-27,87,17.0,,0.17,14.790000000000001
2021-12-28,95,17.0,,0.17,16.150000000000002
2021-12-29,94,17.0,,0.17,15.98
2021-12-30,98,17.0,,0.17,16.66
2021-12-31,98,17.0,,0.17,16.66
