date,GOOGL_unscaled,GOOGL_monthly,isPartial,scale,GOOGL
2021-04-29,69,43.0,,0.43,29.669999999999998
2021-04-30,60,43.0,,0.43,25.8
2021-05-01,35,37.0,False,0.37,12.95
2021-05-02,45,37.0,,0.37,16.65
2021-05-03,100,37.0,,0.37,37.0
2021-05-04,92,37.0,,0.37,34.04
2021-05-05,83,37.0,,0.37,30.71
2021-05-06,93,37.0,,0.37,34.41
2021-05-07,86,37.0,,0.37,31.82
2021-05-08,56,37.0,,0.37,20.72
2021-05-09,52,37.0,,0.37,19.24
2021-05-10,84,37.0,,0.37,31.08
2021-05-11,87,37.0,,0.37,32.19
2021-05-12,99,37.0,,0.37,36.63
2021-05-13,93,37.0,,0.37,34.41
2021-05-14,92,37.0,,0.37,34.04
2021-05-15,47,37.0,,0.37,17.39
2021-05-16,39,37.0,,0.37,14.43
2021-05-17,83,37.0,,0.37,30.71
2021-05-18,76,37.0,,0.37,28.12
2021-05-19,96,37.0,,0.37,35.519999999999996
2021-05-20,92,37.0,,0.37,34.04
2021-05-21,79,37.0,,0.37,29.23
2021-05-22,37,37.0,,0.37,13.69
2021-05-23,49,37.0,,0.37,18.13
2021-05-24,98,37.0,,0.37,36.26
2021-05-25,97,37.0,,0.37,35.89
2021-05-26,95,37.0,,0.37,35.15
2021-05-27,83,37.0,,0.37,30.71
2021-05-28,61,37.0,,0.37,22.57
2021-05-29,51,37.0,,0.37,18.87
2021-05-30,41,37.0,,0.37,15.17
2021-05-31,52,37.0,,0.37,19.24
2021-06-01,96,36.0,False,0.36,34.56
2021-06-02,82,36.0,,0.36,29.52
2021-06-03,78,36.0,,0.36,28.08
2021-06-04,83,36.0,,0.36,29.88
2021-06-05,60,36.0,,0.36,21.599999999999998
2021-06-06,39,36.0,,0.36,14.04
2021-06-07,88,36.0,,0.36,31.68
2021-06-08,83,36.0,,0.36,29.88
2021-06-09,88,36.0,,0.36,31.68
2021-06-10,87,36.0,,0.36,31.32
2021-06-11,91,36.0,,0.36,32.76
2021-06-12,63,36.0,,0.36,22.68
2021-06-13,46,36.0,,0.36,16.56
2021-06-14,97,36.0,,0.36,34.92
2021-06-15,88,36.0,,0.36,31.68
2021-06-16,90,36.0,,0.36,32.4
2021-06-17,76,36.0,,0.36,27.36
2021-06-18,84,36.0,,0.36,30.24
2021-06-19,56,36.0,,0.36,20.16
2021-06-20,54,36.0,,0.36,19.439999999999998
2021-06-21,91,36.0,,0.36,32.76
2021-06-22,78,36.0,,0.36,28.08
2021-06-23,76,36.0,,0.36,27.36
2021-06-24,91,36.0,,0.36,32.76
2021-06-25,100,36.0,,0.36,36.0
2021-06-26,54,36.0,,0.36,19.439999999999998
2021-06-27,63,36.0,,0.36,22.68
2021-06-28,69,36.0,,0.36,24.84
2021-06-29,90,36.0,,0.36,32.4
2021-06-30,84,36.0,,0.36,30.24
2021-07-01,36,42.0,False,0.42,15.12
2021-07-02,47,42.0,,0.42,19.74
2021-07-03,30,42.0,,0.42,12.6
2021-07-04,23,42.0,,0.42,9.66
2021-07-05,24,42.0,,0.42,10.08
2021-07-06,41,42.0,,0.42,17.22
2021-07-07,51,42.0,,0.42,21.419999999999998
2021-07-08,59,42.0,,0.42,24.779999999999998
2021-07-09,49,42.0,,0.42,20.58
2021-07-10,42,42.0,,0.42,17.64
2021-07-11,40,42.0,,0.42,16.8
2021-07-12,55,42.0,,0.42,23.099999999999998
2021-07-13,52,42.0,,0.42,21.84
2021-07-14,52,42.0,,0.42,21.84
2021-07-15,54,42.0,,0.42,22.68
2021-07-16,57,42.0,,0.42,23.939999999999998
2021-07-17,39,42.0,,0.42,16.38
2021-07-18,26,42.0,,0.42,10.92
2021-07-19,38,42.0,,0.42,15.959999999999999
2021-07-20,53,42.0,,0.42,22.259999999999998
2021-07-21,47,42.0,,0.42,19.74
2021-07-22,35,42.0,,0.42,14.7
2021-07-23,56,42.0,,0.42,23.52
2021-07-24,28,42.0,,0.42,11.76
2021-07-25,24,42.0,,0.42,10.08
2021-07-26,47,42.0,,0.42,19.74
2021-07-27,93,42.0,,0.42,39.059999999999995
2021-07-28,100,42.0,,0.42,42.0
2021-07-29,61,42.0,,0.42,25.619999999999997
2021-07-30,51,42.0,,0.42,21.419999999999998
2021-07-31,24,42.0,,0.42,10.08
2021-08-01,52,40.0,False,0.4,20.8
2021-08-02,69,40.0,,0.4,27.6
2021-08-03,82,40.0,,0.4,32.800000000000004
2021-08-04,77,40.0,,0.4,30.8
2021-08-05,83,40.0,,0.4,33.2
2021-08-06,66,40.0,,0.4,26.400000000000002
2021-08-07,38,40.0,,0.4,15.200000000000001
2021-08-08,44,40.0,,0.4,17.6
2021-08-09,58,40.0,,0.4,23.200000000000003
2021-08-10,74,40.0,,0.4,29.6
2021-08-11,71,40.0,,0.4,28.400000000000002
2021-08-12,85,40.0,,0.4,34.0
2021-08-13,77,40.0,,0.4,30.8
2021-08-14,46,40.0,,0.4,18.400000000000002
2021-08-15,44,40.0,,0.4,17.6
2021-08-16,87,40.0,,0.4,34.800000000000004
2021-08-17,75,40.0,,0.4,30.0
2021-08-18,76,40.0,,0.4,30.400000000000002
2021-08-19,74,40.0,,0.4,29.6
2021-08-20,74,40.0,,0.4,29.6
2021-08-21,57,40.0,,0.4,22.8
2021-08-22,57,40.0,,0.4,22.8
2021-08-23,89,40.0,,0.4,35.6
2021-08-24,86,40.0,,0.4,34.4
2021-08-25,86,40.0,,0.4,34.4
2021-08-26,84,40.0,,0.4,33.6
2021-08-27,91,40.0,,0.4,36.4
2021-08-28,41,40.0,,0.4,16.400000000000002
2021-08-29,59,40.0,,0.4,23.6
2021-08-30,100,40.0,,0.4,40.0
2021-08-31,100,40.0,,0.4,40.0
2021-09-01,70,44.0,False,0.44,30.8
2021-09-02,68,44.0,,0.44,29.92
2021-09-03,62,44.0,,0.44,27.28
2021-09-04,36,44.0,,0.44,15.84
2021-09-05,36,44.0,,0.44,15.84
2021-09-06,42,44.0,,0.44,18.48
2021-09-07,71,44.0,,0.44,31.24
2021-09-08,73,44.0,,0.44,32.12
2021-09-09,73,44.0,,0.44,32.12
2021-09-10,80,44.0,,0.44,35.2
2021-09-11,38,44.0,,0.44,16.72
2021-09-12,32,44.0,,0.44,14.08
2021-09-13,72,44.0,,0.44,31.68
2021-09-14,65,44.0,,0.44,28.6
2021-09-15,75,44.0,,0.44,33.0
2021-09-16,73,44.0,,0.44,32.12
2021-09-17,72,44.0,,0.44,31.68
2021-09-18,27,44.0,,0.44,11.88
2021-09-19,37,44.0,,0.44,16.28
2021-09-20,71,44.0,,0.44,31.24
2021-09-21,86,44.0,,0.44,37.84
2021-09-22,82,44.0,,0.44,36.08
2021-09-23,71,44.0,,0.44,31.24
2021-09-24,70,44.0,,0.44,30.8
2021-09-25,37,44.0,,0.44,16.28
2021-09-26,44,44.0,,0.44,19.36
2021-09-27,74,44.0,,0.44,32.56
2021-09-28,90,44.0,,0.44,39.6
2021-09-29,100,44.0,,0.44,44.0
2021-09-30,88,44.0,,0.44,38.72
2021-10-01,50,46.0,False,0.46,23.0
2021-10-02,18,46.0,,0.46,8.280000000000001
2021-10-03,28,46.0,,0.46,12.88
2021-10-04,64,46.0,,0.46,29.44
2021-10-05,66,46.0,,0.46,30.360000000000003
2021-10-06,51,46.0,,0.46,23.46
2021-10-07,59,46.0,,0.46,27.14
2021-10-08,42,46.0,,0.46,19.32
2021-10-09,33,46.0,,0.46,15.180000000000001
2021-10-10,31,46.0,,0.46,14.26
2021-10-11,50,46.0,,0.46,23.0
2021-10-12,64,46.0,,0.46,29.44
2021-10-13,61,46.0,,0.46,28.060000000000002
2021-10-14,55,46.0,,0.46,25.3
2021-10-15,62,46.0,,0.46,28.52
2021-10-16,29,46.0,,0.46,13.34
2021-10-17,25,46.0,,0.46,11.5
2021-10-18,58,46.0,,0.46,26.68
2021-10-19,61,46.0,,0.46,28.060000000000002
2021-10-20,61,46.0,,0.46,28.060000000000002
2021-10-21,60,46.0,,0.46,27.6
2021-10-22,68,46.0,,0.46,31.28
2021-10-23,34,46.0,,0.46,15.64
2021-10-24,29,46.0,,0.46,13.34
2021-10-25,64,46.0,,0.46,29.44
2021-10-26,85,46.0,,0.46,39.1
2021-10-27,100,46.0,,0.46,46.0
2021-10-28,78,46.0,,0.46,35.88
2021-10-29,60,46.0,,0.46,27.6
2021-10-30,37,46.0,,0.46,17.02
2021-10-31,35,46.0,,0.46,16.1
2021-11-01,100,47.0,False,0.47,47.0
2021-11-02,74,47.0,,0.47,34.78
2021-11-03,96,47.0,,0.47,45.12
2021-11-04,99,47.0,,0.47,46.529999999999994
2021-11-05,83,47.0,,0.47,39.01
2021-11-06,46,47.0,,0.47,21.619999999999997
2021-11-07,40,47.0,,0.47,18.799999999999997
2021-11-08,83,47.0,,0.47,39.01
2021-11-09,74,47.0,,0.47,34.78
2021-11-10,74,47.0,,0.47,34.78
2021-11-11,82,47.0,,0.47,38.54
2021-11-12,80,47.0,,0.47,37.599999999999994
2021-11-13,45,47.0,,0.47,21.15
2021-11-14,49,47.0,,0.47,23.029999999999998
2021-11-15,77,47.0,,0.47,36.19
2021-11-16,77,47.0,,0.47,36.19
2021-11-17,85,47.0,,0.47,39.949999999999996
2021-11-18,81,47.0,,0.47,38.07
2021-11-19,87,47.0,,0.47,40.89
2021-11-20,44,47.0,,0.47,20.68
2021-11-21,41,47.0,,0.47,19.27
2021-11-22,78,47.0,,0.47,36.66
2021-11-23,75,47.0,,0.47,35.25
2021-11-24,60,47.0,,0.47,28.2
2021-11-25,39,47.0,,0.47,18.33
2021-11-26,68,47.0,,0.47,31.959999999999997
2021-11-27,61,47.0,,0.47,28.669999999999998
2021-11-28,47,47.0,,0.47,22.09
2021-11-29,84,47.0,,0.47,39.48
2021-11-30,86,47.0,,0.47,40.419999999999995
2021-12-01,86,43.0,False,0.43,36.98
2021-12-02,100,43.0,,0.43,43.0
2021-12-03,91,43.0,,0.43,39.13
2021-12-04,46,43.0,,0.43,19.78
2021-12-05,42,43.0,,0.43,18.06
2021-12-06,79,43.0,,0.43,33.97
2021-12-07,97,43.0,,0.43,41.71
2021-12-08,83,43.0,,0.43,35.69
2021-12-09,96,43.0,,0.43,41.28
2021-12-10,81,43.0,,0.43,34.83
2021-12-11,47,43.0,,0.43,20.21
2021-12-12,60,43.0,,0.43,25.8
2021-12-13,80,43.0,,0.43,34.4
2021-12-14,82,43.0,,0.43,35.26
2021-12-15,98,43.0,,0.43,42.14
2021-12-16,77,43.0,,0.43,33.11
2021-12-17,83,43.0,,0.43,35.69
2021-12-18,54,43.0,,0.43,23.22
2021-12-19,43,43.0,,0.43,18.49
2021-12-20,89,43.0,,0.43,38.269999999999996
2021-12-21,97,43.0,,0.43,41.71
2021-12-22,83,43.0,,0.43,35.69
2021-12-23,66,43.0,,0.43,28.38
2021-12-24,47,43.0,,0.43,20.21
2021-12-25,45,43.0,,0.43,19.35
2021-12-26,43,43.0,,0.43,18.49
2021-12-27,61,43.0,,0.43,26.23
2021-12-28,63,43.0,,0.43,27.09
2021-12-29,65,43.0,,0.43,27.95
2021-12-30,58,43.0,,0.43,24.94
2021-12-31,61,43.0,,0.43,26.23
