date,ES_unscaled,ES_monthly,isPartial,scale,ES
2021-05-02,84,93.0,,0.93,78.12
2021-05-03,86,93.0,,0.93,79.98
2021-05-04,91,93.0,,0.93,84.63000000000001
2021-05-05,90,93.0,,0.93,83.7
2021-05-06,92,93.0,,0.93,85.56
2021-05-07,86,93.0,,0.93,79.98
2021-05-08,86,93.0,,0.93,79.98
2021-05-09,83,93.0,,0.93,77.19
2021-05-10,81,93.0,,0.93,75.33
2021-05-11,87,93.0,,0.93,80.91000000000001
2021-05-12,87,93.0,,0.93,80.91000000000001
2021-05-13,90,93.0,,0.93,83.7
2021-05-14,89,93.0,,0.93,82.77000000000001
2021-05-15,86,93.0,,0.93,79.98
2021-05-16,86,93.0,,0.93,79.98
2021-05-17,91,93.0,,0.93,84.63000000000001
2021-05-18,90,93.0,,0.93,83.7
2021-05-19,95,93.0,,0.93,88.35000000000001
2021-05-20,100,93.0,,0.93,93.0
2021-05-21,94,93.0,,0.93,87.42
2021-05-22,85,93.0,,0.93,79.05
2021-05-23,86,93.0,,0.93,79.98
2021-05-24,89,93.0,,0.93,82.77000000000001
2021-05-25,91,93.0,,0.93,84.63000000000001
2021-05-26,92,93.0,,0.93,85.56
2021-05-27,94,93.0,,0.93,87.42
2021-05-28,89,93.0,,0.93,82.77000000000001
2021-05-29,83,93.0,,0.93,77.19
2021-05-30,85,93.0,,0.93,79.05
2021-05-31,87,93.0,,0.93,80.91000000000001
2021-06-01,88,91.0,False,0.91,80.08
2021-06-02,89,91.0,,0.91,80.99000000000001
2021-06-03,93,91.0,,0.91,84.63000000000001
2021-06-04,94,91.0,,0.91,85.54
2021-06-05,88,91.0,,0.91,80.08
2021-06-06,90,91.0,,0.91,81.9
2021-06-07,91,91.0,,0.91,82.81
2021-06-08,92,91.0,,0.91,83.72
2021-06-09,90,91.0,,0.91,81.9
2021-06-10,99,91.0,,0.91,90.09
2021-06-11,94,91.0,,0.91,85.54
2021-06-12,88,91.0,,0.91,80.08
2021-06-13,92,91.0,,0.91,83.72
2021-06-14,92,91.0,,0.91,83.72
2021-06-15,90,91.0,,0.91,81.9
2021-06-16,95,91.0,,0.91,86.45
2021-06-17,100,91.0,,0.91,91.0
2021-06-18,92,91.0,,0.91,83.72
2021-06-19,88,91.0,,0.91,80.08
2021-06-20,85,91.0,,0.91,77.35000000000001
2021-06-21,81,91.0,,0.91,73.71000000000001
2021-06-22,81,91.0,,0.91,73.71000000000001
2021-06-23,85,91.0,,0.91,77.35000000000001
2021-06-24,85,91.0,,0.91,77.35000000000001
2021-06-25,83,91.0,,0.91,75.53
2021-06-26,81,91.0,,0.91,73.71000000000001
2021-06-27,82,91.0,,0.91,74.62
2021-06-28,86,91.0,,0.91,78.26
2021-06-29,82,91.0,,0.91,74.62
2021-06-30,80,91.0,,0.91,72.8
2021-07-01,90,88.0,False,0.88,79.2
2021-07-02,86,88.0,,0.88,75.68
2021-07-03,89,88.0,,0.88,78.32000000000001
2021-07-04,91,88.0,,0.88,80.08
2021-07-05,94,88.0,,0.88,82.72
2021-07-06,92,88.0,,0.88,80.96
2021-07-07,88,88.0,,0.88,77.44
2021-07-08,91,88.0,,0.88,80.08
2021-07-09,92,88.0,,0.88,80.96
2021-07-10,100,88.0,,0.88,88.0
2021-07-11,92,88.0,,0.88,80.96
2021-07-12,87,88.0,,0.88,76.56
2021-07-13,94,88.0,,0.88,82.72
2021-07-14,91,88.0,,0.88,80.08
2021-07-15,91,88.0,,0.88,80.08
2021-07-16,92,88.0,,0.88,80.96
2021-07-17,92,88.0,,0.88,80.96
2021-07-18,94,88.0,,0.88,82.72
2021-07-19,88,88.0,,0.88,77.44
2021-07-20,86,88.0,,0.88,75.68
2021-07-21,90,88.0,,0.88,79.2
2021-07-22,93,88.0,,0.88,81.84
2021-07-23,94,88.0,,0.88,82.72
2021-07-24,94,88.0,,0.88,82.72
2021-07-25,95,88.0,,0.88,83.6
2021-07-26,87,88.0,,0.88,76.56
2021-07-27,89,88.0,,0.88,78.32000000000001
2021-07-28,94,88.0,,0.88,82.72
2021-07-29,92,88.0,,0.88,80.96
2021-07-30,89,88.0,,0.88,78.32000000000001
2021-07-31,94,88.0,,0.88,82.72
2021-08-01,89,91.0,False,0.91,80.99000000000001
2021-08-02,86,91.0,,0.91,78.26
2021-08-03,86,91.0,,0.91,78.26
2021-08-04,92,91.0,,0.91,83.72
2021-08-05,87,91.0,,0.91,79.17
2021-08-06,84,91.0,,0.91,76.44
2021-08-07,86,91.0,,0.91,78.26
2021-08-08,83,91.0,,0.91,75.53
2021-08-09,87,91.0,,0.91,79.17
2021-08-10,90,91.0,,0.91,81.9
2021-08-11,83,91.0,,0.91,75.53
2021-08-12,87,91.0,,0.91,79.17
2021-08-13,91,91.0,,0.91,82.81
2021-08-14,89,91.0,,0.91,80.99000000000001
2021-08-15,86,91.0,,0.91,78.26
2021-08-16,95,91.0,,0.91,86.45
2021-08-17,91,91.0,,0.91,82.81
2021-08-18,100,91.0,,0.91,91.0
2021-08-19,95,91.0,,0.91,86.45
2021-08-20,99,91.0,,0.91,90.09
2021-08-21,91,91.0,,0.91,82.81
2021-08-22,94,91.0,,0.91,85.54
2021-08-23,95,91.0,,0.91,86.45
2021-08-24,90,91.0,,0.91,81.9
2021-08-25,96,91.0,,0.91,87.36
2021-08-26,98,91.0,,0.91,89.18
2021-08-27,95,91.0,,0.91,86.45
2021-08-28,87,91.0,,0.91,79.17
2021-08-29,89,91.0,,0.91,80.99000000000001
2021-08-30,92,91.0,,0.91,83.72
2021-08-31,97,91.0,,0.91,88.27
2021-09-01,88,94.0,False,0.94,82.72
2021-09-02,88,94.0,,0.94,82.72
2021-09-03,86,94.0,,0.94,80.83999999999999
2021-09-04,83,94.0,,0.94,78.02
2021-09-05,82,94.0,,0.94,77.08
2021-09-06,86,94.0,,0.94,80.83999999999999
2021-09-07,85,94.0,,0.94,79.89999999999999
2021-09-08,89,94.0,,0.94,83.66
2021-09-09,91,94.0,,0.94,85.53999999999999
2021-09-10,95,94.0,,0.94,89.3
2021-09-11,85,94.0,,0.94,79.89999999999999
2021-09-12,85,94.0,,0.94,79.89999999999999
2021-09-13,96,94.0,,0.94,90.24
2021-09-14,96,94.0,,0.94,90.24
2021-09-15,93,94.0,,0.94,87.42
2021-09-16,93,94.0,,0.94,87.42
2021-09-17,91,94.0,,0.94,85.53999999999999
2021-09-18,84,94.0,,0.94,78.96
2021-09-19,82,94.0,,0.94,77.08
2021-09-20,85,94.0,,0.94,79.89999999999999
2021-09-21,94,94.0,,0.94,88.36
2021-09-22,90,94.0,,0.94,84.6
2021-09-23,93,94.0,,0.94,87.42
2021-09-24,90,94.0,,0.94,84.6
2021-09-25,83,94.0,,0.94,78.02
2021-09-26,82,94.0,,0.94,77.08
2021-09-27,88,94.0,,0.94,82.72
2021-09-28,92,94.0,,0.94,86.47999999999999
2021-09-29,89,94.0,,0.94,83.66
2021-09-30,100,94.0,,0.94,94.0
2021-10-01,87,98.0,False,0.98,85.26
2021-10-02,84,98.0,,0.98,82.32
2021-10-03,83,98.0,,0.98,81.34
2021-10-04,80,98.0,,0.98,78.4
2021-10-05,90,98.0,,0.98,88.2
2021-10-06,88,98.0,,0.98,86.24
2021-10-07,90,98.0,,0.98,88.2
2021-10-08,88,98.0,,0.98,86.24
2021-10-09,83,98.0,,0.98,81.34
2021-10-10,83,98.0,,0.98,81.34
2021-10-11,87,98.0,,0.98,85.26
2021-10-12,87,98.0,,0.98,85.26
2021-10-13,90,98.0,,0.98,88.2
2021-10-14,94,98.0,,0.98,92.12
2021-10-15,90,98.0,,0.98,88.2
2021-10-16,87,98.0,,0.98,85.26
2021-10-17,85,98.0,,0.98,83.3
2021-10-18,87,98.0,,0.98,85.26
2021-10-19,92,98.0,,0.98,90.16
2021-10-20,88,98.0,,0.98,86.24
2021-10-21,92,98.0,,0.98,90.16
2021-10-22,95,98.0,,0.98,93.1
2021-10-23,87,98.0,,0.98,85.26
2021-10-24,87,98.0,,0.98,85.26
2021-10-25,86,98.0,,0.98,84.28
2021-10-26,92,98.0,,0.98,90.16
2021-10-27,88,98.0,,0.98,86.24
2021-10-28,100,98.0,,0.98,98.0
2021-10-29,89,98.0,,0.98,87.22
2021-10-30,83,98.0,,0.98,81.34
2021-10-31,89,98.0,,0.98,87.22
2021-11-01,83,100.0,False,1.0,83.0
2021-11-02,87,100.0,,1.0,87.0
2021-11-03,91,100.0,,1.0,91.0
2021-11-04,94,100.0,,1.0,94.0
2021-11-05,90,100.0,,1.0,90.0
2021-11-06,87,100.0,,1.0,87.0
2021-11-07,100,100.0,,1.0,100.0
2021-11-08,89,100.0,,1.0,89.0
2021-11-09,89,100.0,,1.0,89.0
2021-11-10,92,100.0,,1.0,92.0
2021-11-11,93,100.0,,1.0,93.0
2021-11-12,91,100.0,,1.0,91.0
2021-11-13,84,100.0,,1.0,84.0
2021-11-14,86,100.0,,1.0,86.0
2021-11-15,87,100.0,,1.0,87.0
2021-11-16,95,100.0,,1.0,95.0
2021-11-17,89,100.0,,1.0,89.0
2021-11-18,95,100.0,,1.0,95.0
2021-11-19,92,100.0,,1.0,92.0
2021-11-20,81,100.0,,1.0,81.0
2021-11-21,79,100.0,,1.0,79.0
2021-11-22,81,100.0,,1.0,81.0
2021-11-23,82,100.0,,1.0,82.0
2021-11-24,81,100.0,,1.0,81.0
2021-11-25,92,100.0,,1.0,92.0
2021-11-26,78,100.0,,1.0,78.0
2021-11-27,80,100.0,,1.0,80.0
2021-11-28,81,100.0,,1.0,81.0
2021-11-29,81,100.0,,1.0,81.0
2021-11-30,86,100.0,,1.0,86.0
2021-12-01,100,91.0,False,0.91,91.0
2021-12-02,95,91.0,,0.91,86.45
2021-12-03,96,91.0,,0.91,87.36
2021-12-04,92,91.0,,0.91,83.72
2021-12-05,90,91.0,,0.91,81.9
2021-12-06,91,91.0,,0.91,82.81
2021-12-07,95,91.0,,0.91,86.45
2021-12-08,94,91.0,,0.91,85.54
2021-12-09,95,91.0,,0.91,86.45
2021-12-10,94,91.0,,0.91,85.54
2021-12-11,92,91.0,,0.91,83.72
2021-12-12,96,91.0,,0.91,87.36
2021-12-13,99,91.0,,0.91,90.09
2021-12-14,97,91.0,,0.91,88.27
2021-12-15,95,91.0,,0.91,86.45
2021-12-16,92,91.0,,0.91,83.72
2021-12-17,89,91.0,,0.91,80.99000000000001
2021-12-18,87,91.0,,0.91,79.17
2021-12-19,87,91.0,,0.91,79.17
2021-12-20,86,91.0,,0.91,78.26
2021-12-21,85,91.0,,0.91,77.35000000000001
2021-12-22,84,91.0,,0.91,76.44
2021-12-23,85,91.0,,0.91,77.35000000000001
2021-12-24,82,91.0,,0.91,74.62
2021-12-25,86,91.0,,0.91,78.26
2021-12-26,89,91.0,,0.91,80.99000000000001
2021-12-27,84,91.0,,0.91,76.44
2021-12-28,89,91.0,,0.91,80.99000000000001
2021-12-29,90,91.0,,0.91,81.9
2021-12-30,88,91.0,,0.91,80.08
2021-12-31,82,91.0,,0.91,74.62
