date,ES_unscaled,ES_monthly,isPartial,scale,ES
2017-12-30,91,59.0,,0.59,53.69
2017-12-31,90,59.0,,0.59,53.099999999999994
2018-01-01,79,63.0,False,0.63,49.77
2018-01-02,80,63.0,,0.63,50.4
2018-01-03,87,63.0,,0.63,54.81
2018-01-04,90,63.0,,0.63,56.7
2018-01-05,94,63.0,,0.63,59.22
2018-01-06,97,63.0,,0.63,61.11
2018-01-07,94,63.0,,0.63,59.22
2018-01-08,88,63.0,,0.63,55.44
2018-01-09,95,63.0,,0.63,59.85
2018-01-10,97,63.0,,0.63,61.11
2018-01-11,96,63.0,,0.63,60.480000000000004
2018-01-12,97,63.0,,0.63,61.11
2018-01-13,97,63.0,,0.63,61.11
2018-01-14,94,63.0,,0.63,59.22
2018-01-15,92,63.0,,0.63,57.96
2018-01-16,95,63.0,,0.63,59.85
2018-01-17,93,63.0,,0.63,58.59
2018-01-18,97,63.0,,0.63,61.11
2018-01-19,94,63.0,,0.63,59.22
2018-01-20,98,63.0,,0.63,61.74
2018-01-21,96,63.0,,0.63,60.480000000000004
2018-01-22,90,63.0,,0.63,56.7
2018-01-23,93,63.0,,0.63,58.59
2018-01-24,97,63.0,,0.63,61.11
2018-01-25,96,63.0,,0.63,60.480000000000004
2018-01-26,94,63.0,,0.63,59.22
2018-01-27,97,63.0,,0.63,61.11
2018-01-28,100,63.0,,0.63,63.0
2018-01-29,94,63.0,,0.63,59.22
2018-01-30,94,63.0,,0.63,59.22
2018-01-31,98,63.0,,0.63,61.74
2018-02-01,94,68.0,False,0.68,63.92
2018-02-02,95,68.0,,0.68,64.60000000000001
2018-02-03,96,68.0,,0.68,65.28
2018-02-04,97,68.0,,0.68,65.96000000000001
2018-02-05,87,68.0,,0.68,59.160000000000004
2018-02-06,92,68.0,,0.68,62.56
2018-02-07,94,68.0,,0.68,63.92
2018-02-08,94,68.0,,0.68,63.92
2018-02-09,91,68.0,,0.68,61.88
2018-02-10,98,68.0,,0.68,66.64
2018-02-11,95,68.0,,0.68,64.60000000000001
2018-02-12,89,68.0,,0.68,60.52
2018-02-13,92,68.0,,0.68,62.56
2018-02-14,94,68.0,,0.68,63.92
2018-02-15,94,68.0,,0.68,63.92
2018-02-16,96,68.0,,0.68,65.28
2018-02-17,98,68.0,,0.68,66.64
2018-02-18,97,68.0,,0.68,65.96000000000001
2018-02-19,91,68.0,,0.68,61.88
2018-02-20,92,68.0,,0.68,62.56
2018-02-21,97,68.0,,0.68,65.96000000000001
2018-02-22,95,68.0,,0.68,64.60000000000001
2018-02-23,98,68.0,,0.68,66.64
2018-02-24,98,68.0,,0.68,66.64
2018-02-25,100,68.0,,0.68,68.0
2018-02-26,87,68.0,,0.68,59.160000000000004
2018-02-27,97,68.0,,0.68,65.96000000000001
2018-02-28,93,68.0,,0.68,63.24
2018-03-01,92,69.0,False,0.69,63.48
2018-03-02,90,69.0,,0.69,62.099999999999994
2018-03-03,96,69.0,,0.69,66.24
2018-03-04,96,69.0,,0.69,66.24
2018-03-05,89,69.0,,0.69,61.41
2018-03-06,93,69.0,,0.69,64.17
2018-03-07,91,69.0,,0.69,62.78999999999999
2018-03-08,92,69.0,,0.69,63.48
2018-03-09,92,69.0,,0.69,63.48
2018-03-10,94,69.0,,0.69,64.86
2018-03-11,100,69.0,,0.69,69.0
2018-03-12,91,69.0,,0.69,62.78999999999999
2018-03-13,94,69.0,,0.69,64.86
2018-03-14,95,69.0,,0.69,65.55
2018-03-15,93,69.0,,0.69,64.17
2018-03-16,91,69.0,,0.69,62.78999999999999
2018-03-17,91,69.0,,0.69,62.78999999999999
2018-03-18,99,69.0,,0.69,68.30999999999999
2018-03-19,87,69.0,,0.69,60.029999999999994
2018-03-20,91,69.0,,0.69,62.78999999999999
2018-03-21,94,69.0,,0.69,64.86
2018-03-22,91,69.0,,0.69,62.78999999999999
2018-03-23,93,69.0,,0.69,64.17
2018-03-24,94,69.0,,0.69,64.86
2018-03-25,98,69.0,,0.69,67.61999999999999
2018-03-26,87,69.0,,0.69,60.029999999999994
2018-03-27,92,69.0,,0.69,63.48
2018-03-28,91,69.0,,0.69,62.78999999999999
2018-03-29,91,69.0,,0.69,62.78999999999999
2018-03-30,88,69.0,,0.69,60.72
2018-03-31,96,69.0,,0.69,66.24
2018-04-01,97,68.0,False,0.68,65.96000000000001
2018-04-02,91,68.0,,0.68,61.88
2018-04-03,89,68.0,,0.68,60.52
2018-04-04,92,68.0,,0.68,62.56
2018-04-05,94,68.0,,0.68,63.92
2018-04-06,93,68.0,,0.68,63.24
2018-04-07,89,68.0,,0.68,60.52
2018-04-08,96,68.0,,0.68,65.28
2018-04-09,92,68.0,,0.68,62.56
2018-04-10,95,68.0,,0.68,64.60000000000001
2018-04-11,93,68.0,,0.68,63.24
2018-04-12,95,68.0,,0.68,64.60000000000001
2018-04-13,94,68.0,,0.68,63.92
2018-04-14,97,68.0,,0.68,65.96000000000001
2018-04-15,95,68.0,,0.68,64.60000000000001
2018-04-16,88,68.0,,0.68,59.84
2018-04-17,94,68.0,,0.68,63.92
2018-04-18,93,68.0,,0.68,63.24
2018-04-19,94,68.0,,0.68,63.92
2018-04-20,95,68.0,,0.68,64.60000000000001
2018-04-21,100,68.0,,0.68,68.0
2018-04-22,95,68.0,,0.68,64.60000000000001
2018-04-23,89,68.0,,0.68,60.52
2018-04-24,95,68.0,,0.68,64.60000000000001
2018-04-25,98,68.0,,0.68,66.64
2018-04-26,91,68.0,,0.68,61.88
2018-04-27,91,68.0,,0.68,61.88
2018-04-28,94,68.0,,0.68,63.92
2018-04-29,97,68.0,,0.68,65.96000000000001
2018-04-30,91,68.0,,0.68,61.88
2018-05-01,90,66.0,False,0.66,59.400000000000006
2018-05-02,88,66.0,,0.66,58.080000000000005
2018-05-03,90,66.0,,0.66,59.400000000000006
2018-05-04,94,66.0,,0.66,62.040000000000006
2018-05-05,94,66.0,,0.66,62.040000000000006
2018-05-06,95,66.0,,0.66,62.7
2018-05-07,88,66.0,,0.66,58.080000000000005
2018-05-08,86,66.0,,0.66,56.760000000000005
2018-05-09,89,66.0,,0.66,58.74
2018-05-10,89,66.0,,0.66,58.74
2018-05-11,89,66.0,,0.66,58.74
2018-05-12,92,66.0,,0.66,60.720000000000006
2018-05-13,90,66.0,,0.66,59.400000000000006
2018-05-14,87,66.0,,0.66,57.42
2018-05-15,90,66.0,,0.66,59.400000000000006
2018-05-16,88,66.0,,0.66,58.080000000000005
2018-05-17,90,66.0,,0.66,59.400000000000006
2018-05-18,91,66.0,,0.66,60.06
2018-05-19,96,66.0,,0.66,63.36
2018-05-20,100,66.0,,0.66,66.0
2018-05-21,90,66.0,,0.66,59.400000000000006
2018-05-22,92,66.0,,0.66,60.720000000000006
2018-05-23,93,66.0,,0.66,61.38
2018-05-24,94,66.0,,0.66,62.040000000000006
2018-05-25,91,66.0,,0.66,60.06
2018-05-26,94,66.0,,0.66,62.040000000000006
2018-05-27,93,66.0,,0.66,61.38
2018-05-28,98,66.0,,0.66,64.68
2018-05-29,90,66.0,,0.66,59.400000000000006
2018-05-30,88,66.0,,0.66,58.080000000000005
2018-05-31,89,66.0,,0.66,58.74
2018-06-01,85,67.0,False,0.67,56.95
2018-06-02,91,67.0,,0.67,60.970000000000006
2018-06-03,93,67.0,,0.67,62.31
2018-06-04,81,67.0,,0.67,54.27
2018-06-05,85,67.0,,0.67,56.95
2018-06-06,86,67.0,,0.67,57.620000000000005
2018-06-07,86,67.0,,0.67,57.620000000000005
2018-06-08,84,67.0,,0.67,56.28
2018-06-09,91,67.0,,0.67,60.970000000000006
2018-06-10,92,67.0,,0.67,61.64
2018-06-11,85,67.0,,0.67,56.95
2018-06-12,87,67.0,,0.67,58.290000000000006
2018-06-13,90,67.0,,0.67,60.300000000000004
2018-06-14,91,67.0,,0.67,60.970000000000006
2018-06-15,90,67.0,,0.67,60.300000000000004
2018-06-16,93,67.0,,0.67,62.31
2018-06-17,100,67.0,,0.67,67.0
2018-06-18,81,67.0,,0.67,54.27
2018-06-19,85,67.0,,0.67,56.95
2018-06-20,87,67.0,,0.67,58.290000000000006
2018-06-21,88,67.0,,0.67,58.96
2018-06-22,82,67.0,,0.67,54.940000000000005
2018-06-23,93,67.0,,0.67,62.31
2018-06-24,93,67.0,,0.67,62.31
2018-06-25,80,67.0,,0.67,53.6
2018-06-26,87,67.0,,0.67,58.290000000000006
2018-06-27,85,67.0,,0.67,56.95
2018-06-28,85,67.0,,0.67,56.95
2018-06-29,86,67.0,,0.67,57.620000000000005
2018-06-30,93,67.0,,0.67,62.31
2018-07-01,93,68.0,False,0.68,63.24
2018-07-02,96,68.0,,0.68,65.28
2018-07-03,87,68.0,,0.68,59.160000000000004
2018-07-04,94,68.0,,0.68,63.92
2018-07-05,88,68.0,,0.68,59.84
2018-07-06,85,68.0,,0.68,57.800000000000004
2018-07-07,92,68.0,,0.68,62.56
2018-07-08,91,68.0,,0.68,61.88
2018-07-09,84,68.0,,0.68,57.120000000000005
2018-07-10,87,68.0,,0.68,59.160000000000004
2018-07-11,87,68.0,,0.68,59.160000000000004
2018-07-12,89,68.0,,0.68,60.52
2018-07-13,92,68.0,,0.68,62.56
2018-07-14,94,68.0,,0.68,63.92
2018-07-15,100,68.0,,0.68,68.0
2018-07-16,86,68.0,,0.68,58.480000000000004
2018-07-17,87,68.0,,0.68,59.160000000000004
2018-07-18,85,68.0,,0.68,57.800000000000004
2018-07-19,87,68.0,,0.68,59.160000000000004
2018-07-20,89,68.0,,0.68,60.52
2018-07-21,92,68.0,,0.68,62.56
2018-07-22,93,68.0,,0.68,63.24
2018-07-23,83,68.0,,0.68,56.440000000000005
2018-07-24,84,68.0,,0.68,57.120000000000005
2018-07-25,88,68.0,,0.68,59.84
2018-07-26,89,68.0,,0.68,60.52
2018-07-27,89,68.0,,0.68,60.52
2018-07-28,94,68.0,,0.68,63.92
2018-07-29,97,68.0,,0.68,65.96000000000001
2018-07-30,87,68.0,,0.68,59.160000000000004
2018-07-31,85,68.0,,0.68,57.800000000000004
2018-08-01,92,68.0,False,0.68,62.56
2018-08-02,89,68.0,,0.68,60.52
2018-08-03,90,68.0,,0.68,61.2
2018-08-04,94,68.0,,0.68,63.92
2018-08-05,94,68.0,,0.68,63.92
2018-08-06,88,68.0,,0.68,59.84
2018-08-07,92,68.0,,0.68,62.56
2018-08-08,94,68.0,,0.68,63.92
2018-08-09,90,68.0,,0.68,61.2
2018-08-10,89,68.0,,0.68,60.52
2018-08-11,95,68.0,,0.68,64.60000000000001
2018-08-12,94,68.0,,0.68,63.92
2018-08-13,85,68.0,,0.68,57.800000000000004
2018-08-14,93,68.0,,0.68,63.24
2018-08-15,91,68.0,,0.68,61.88
2018-08-16,95,68.0,,0.68,64.60000000000001
2018-08-17,91,68.0,,0.68,61.88
2018-08-18,98,68.0,,0.68,66.64
2018-08-19,95,68.0,,0.68,64.60000000000001
2018-08-20,94,68.0,,0.68,63.92
2018-08-21,97,68.0,,0.68,65.96000000000001
2018-08-22,93,68.0,,0.68,63.24
2018-08-23,99,68.0,,0.68,67.32000000000001
2018-08-24,93,68.0,,0.68,63.24
2018-08-25,96,68.0,,0.68,65.28
2018-08-26,96,68.0,,0.68,65.28
2018-08-27,91,68.0,,0.68,61.88
2018-08-28,100,68.0,,0.68,68.0
2018-08-29,100,68.0,,0.68,68.0
2018-08-30,95,68.0,,0.68,64.60000000000001
2018-08-31,94,68.0,,0.68,63.92
2018-09-01,85,71.0,False,0.71,60.349999999999994
2018-09-02,88,71.0,,0.71,62.48
2018-09-03,94,71.0,,0.71,66.74
2018-09-04,87,71.0,,0.71,61.769999999999996
2018-09-05,89,71.0,,0.71,63.19
2018-09-06,91,71.0,,0.71,64.61
2018-09-07,88,71.0,,0.71,62.48
2018-09-08,92,71.0,,0.71,65.32
2018-09-09,92,71.0,,0.71,65.32
2018-09-10,86,71.0,,0.71,61.059999999999995
2018-09-11,94,71.0,,0.71,66.74
2018-09-12,95,71.0,,0.71,67.45
2018-09-13,93,71.0,,0.71,66.03
2018-09-14,94,71.0,,0.71,66.74
2018-09-15,94,71.0,,0.71,66.74
2018-09-16,100,71.0,,0.71,71.0
2018-09-17,92,71.0,,0.71,65.32
2018-09-18,92,71.0,,0.71,65.32
2018-09-19,94,71.0,,0.71,66.74
2018-09-20,96,71.0,,0.71,68.16
2018-09-21,91,71.0,,0.71,64.61
2018-09-22,95,71.0,,0.71,67.45
2018-09-23,95,71.0,,0.71,67.45
2018-09-24,90,71.0,,0.71,63.9
2018-09-25,95,71.0,,0.71,67.45
2018-09-26,95,71.0,,0.71,67.45
2018-09-27,96,71.0,,0.71,68.16
2018-09-28,90,71.0,,0.71,63.9
2018-09-29,92,71.0,,0.71,65.32
2018-09-30,90,71.0,,0.71,63.9
2018-10-01,92,75.0,False,0.75,69.0
2018-10-02,99,75.0,,0.75,74.25
2018-10-03,97,75.0,,0.75,72.75
2018-10-04,99,75.0,,0.75,74.25
2018-10-05,95,75.0,,0.75,71.25
2018-10-06,95,75.0,,0.75,71.25
2018-10-07,90,75.0,,0.75,67.5
2018-10-08,92,75.0,,0.75,69.0
2018-10-09,96,75.0,,0.75,72.0
2018-10-10,99,75.0,,0.75,74.25
2018-10-11,99,75.0,,0.75,74.25
2018-10-12,97,75.0,,0.75,72.75
2018-10-13,96,75.0,,0.75,72.0
2018-10-14,97,75.0,,0.75,72.75
2018-10-15,94,75.0,,0.75,70.5
2018-10-16,98,75.0,,0.75,73.5
2018-10-17,97,75.0,,0.75,72.75
2018-10-18,98,75.0,,0.75,73.5
2018-10-19,97,75.0,,0.75,72.75
2018-10-20,94,75.0,,0.75,70.5
2018-10-21,97,75.0,,0.75,72.75
2018-10-22,91,75.0,,0.75,68.25
2018-10-23,95,75.0,,0.75,71.25
2018-10-24,95,75.0,,0.75,71.25
2018-10-25,97,75.0,,0.75,72.75
2018-10-26,95,75.0,,0.75,71.25
2018-10-27,94,75.0,,0.75,70.5
2018-10-28,100,75.0,,0.75,75.0
2018-10-29,96,75.0,,0.75,72.0
2018-10-30,99,75.0,,0.75,74.25
2018-10-31,97,75.0,,0.75,72.75
2018-11-01,93,70.0,False,0.7,65.1
2018-11-02,93,70.0,,0.7,65.1
2018-11-03,95,70.0,,0.7,66.5
2018-11-04,100,70.0,,0.7,70.0
2018-11-05,93,70.0,,0.7,65.1
2018-11-06,92,70.0,,0.7,64.39999999999999
2018-11-07,94,70.0,,0.7,65.8
2018-11-08,94,70.0,,0.7,65.8
2018-11-09,95,70.0,,0.7,66.5
2018-11-10,91,70.0,,0.7,63.699999999999996
2018-11-11,93,70.0,,0.7,65.1
2018-11-12,88,70.0,,0.7,61.599999999999994
2018-11-13,91,70.0,,0.7,63.699999999999996
2018-11-14,96,70.0,,0.7,67.19999999999999
2018-11-15,92,70.0,,0.7,64.39999999999999
2018-11-16,90,70.0,,0.7,62.99999999999999
2018-11-17,96,70.0,,0.7,67.19999999999999
2018-11-18,93,70.0,,0.7,65.1
2018-11-19,88,70.0,,0.7,61.599999999999994
2018-11-20,91,70.0,,0.7,63.699999999999996
2018-11-21,84,70.0,,0.7,58.8
2018-11-22,95,70.0,,0.7,66.5
2018-11-23,81,70.0,,0.7,56.699999999999996
2018-11-24,88,70.0,,0.7,61.599999999999994
2018-11-25,89,70.0,,0.7,62.3
2018-11-26,80,70.0,,0.7,56.0
2018-11-27,90,70.0,,0.7,62.99999999999999
2018-11-28,93,70.0,,0.7,65.1
2018-11-29,91,70.0,,0.7,63.699999999999996
2018-11-30,94,70.0,,0.7,65.8
2018-12-01,93,67.0,False,0.67,62.31
2018-12-02,96,67.0,,0.67,64.32000000000001
2018-12-03,89,67.0,,0.67,59.63
2018-12-04,97,67.0,,0.67,64.99000000000001
2018-12-05,96,67.0,,0.67,64.32000000000001
2018-12-06,94,67.0,,0.67,62.980000000000004
2018-12-07,94,67.0,,0.67,62.980000000000004
2018-12-08,97,67.0,,0.67,64.99000000000001
2018-12-09,96,67.0,,0.67,64.32000000000001
2018-12-10,87,67.0,,0.67,58.290000000000006
2018-12-11,96,67.0,,0.67,64.32000000000001
2018-12-12,98,67.0,,0.67,65.66000000000001
2018-12-13,95,67.0,,0.67,63.650000000000006
2018-12-14,97,67.0,,0.67,64.99000000000001
2018-12-15,96,67.0,,0.67,64.32000000000001
2018-12-16,100,67.0,,0.67,67.0
2018-12-17,93,67.0,,0.67,62.31
2018-12-18,94,67.0,,0.67,62.980000000000004
2018-12-19,92,67.0,,0.67,61.64
2018-12-20,89,67.0,,0.67,59.63
2018-12-21,86,67.0,,0.67,57.620000000000005
2018-12-22,94,67.0,,0.67,62.980000000000004
2018-12-23,92,67.0,,0.67,61.64
2018-12-24,90,67.0,,0.67,60.300000000000004
2018-12-25,81,67.0,,0.67,54.27
2018-12-26,89,67.0,,0.67,59.63
2018-12-27,89,67.0,,0.67,59.63
2018-12-28,92,67.0,,0.67,61.64
2018-12-29,95,67.0,,0.67,63.650000000000006
2018-12-30,96,67.0,,0.67,64.32000000000001
2018-12-31,85,67.0,,0.67,56.95
2019-01-01,81,71.0,False,0.71,57.51
2019-01-02,84,71.0,,0.71,59.64
2019-01-03,86,71.0,,0.71,61.059999999999995
2019-01-04,89,71.0,,0.71,63.19
2019-01-05,95,71.0,,0.71,67.45
2019-01-06,95,71.0,,0.71,67.45
2019-01-07,88,71.0,,0.71,62.48
2019-01-08,88,71.0,,0.71,62.48
2019-01-09,93,71.0,,0.71,66.03
2019-01-10,93,71.0,,0.71,66.03
2019-01-11,94,71.0,,0.71,66.74
2019-01-12,100,71.0,,0.71,71.0
2019-01-13,97,71.0,,0.71,68.86999999999999
2019-01-14,91,71.0,,0.71,64.61
2019-01-15,95,71.0,,0.71,67.45
2019-01-16,98,71.0,,0.71,69.58
2019-01-17,96,71.0,,0.71,68.16
2019-01-18,92,71.0,,0.71,65.32
2019-01-19,96,71.0,,0.71,68.16
2019-01-20,97,71.0,,0.71,68.86999999999999
2019-01-21,93,71.0,,0.71,66.03
2019-01-22,93,71.0,,0.71,66.03
2019-01-23,93,71.0,,0.71,66.03
2019-01-24,97,71.0,,0.71,68.86999999999999
2019-01-25,98,71.0,,0.71,69.58
2019-01-26,98,71.0,,0.71,69.58
2019-01-27,97,71.0,,0.71,68.86999999999999
2019-01-28,91,71.0,,0.71,64.61
2019-01-29,96,71.0,,0.71,68.16
2019-01-30,99,71.0,,0.71,70.28999999999999
2019-01-31,98,71.0,,0.71,69.58
2019-02-01,92,75.0,False,0.75,69.0
2019-02-02,95,75.0,,0.75,71.25
2019-02-03,100,75.0,,0.75,75.0
2019-02-04,90,75.0,,0.75,67.5
2019-02-05,97,75.0,,0.75,72.75
2019-02-06,99,75.0,,0.75,74.25
2019-02-07,96,75.0,,0.75,72.0
2019-02-08,94,75.0,,0.75,70.5
2019-02-09,96,75.0,,0.75,72.0
2019-02-10,95,75.0,,0.75,71.25
2019-02-11,88,75.0,,0.75,66.0
2019-02-12,93,75.0,,0.75,69.75
2019-02-13,95,75.0,,0.75,71.25
2019-02-14,90,75.0,,0.75,67.5
2019-02-15,90,75.0,,0.75,67.5
2019-02-16,94,75.0,,0.75,70.5
2019-02-17,97,75.0,,0.75,72.75
2019-02-18,91,75.0,,0.75,68.25
2019-02-19,91,75.0,,0.75,68.25
2019-02-20,95,75.0,,0.75,71.25
2019-02-21,92,75.0,,0.75,69.0
2019-02-22,93,75.0,,0.75,69.75
2019-02-23,91,75.0,,0.75,68.25
2019-02-24,100,75.0,,0.75,75.0
2019-02-25,90,75.0,,0.75,67.5
2019-02-26,93,75.0,,0.75,69.75
2019-02-27,95,75.0,,0.75,71.25
2019-02-28,97,75.0,,0.75,72.75
2019-03-01,91,76.0,False,0.76,69.16
2019-03-02,93,76.0,,0.76,70.68
2019-03-03,89,76.0,,0.76,67.64
2019-03-04,90,76.0,,0.76,68.4
2019-03-05,95,76.0,,0.76,72.2
2019-03-06,100,76.0,,0.76,76.0
2019-03-07,95,76.0,,0.76,72.2
2019-03-08,96,76.0,,0.76,72.96000000000001
2019-03-09,93,76.0,,0.76,70.68
2019-03-10,98,76.0,,0.76,74.48
2019-03-11,92,76.0,,0.76,69.92
2019-03-12,92,76.0,,0.76,69.92
2019-03-13,92,76.0,,0.76,69.92
2019-03-14,91,76.0,,0.76,69.16
2019-03-15,89,76.0,,0.76,67.64
2019-03-16,90,76.0,,0.76,68.4
2019-03-17,97,76.0,,0.76,73.72
2019-03-18,92,76.0,,0.76,69.92
2019-03-19,97,76.0,,0.76,73.72
2019-03-20,98,76.0,,0.76,74.48
2019-03-21,95,76.0,,0.76,72.2
2019-03-22,91,76.0,,0.76,69.16
2019-03-23,95,76.0,,0.76,72.2
2019-03-24,97,76.0,,0.76,73.72
2019-03-25,89,76.0,,0.76,67.64
2019-03-26,93,76.0,,0.76,70.68
2019-03-27,94,76.0,,0.76,71.44
2019-03-28,92,76.0,,0.76,69.92
2019-03-29,90,76.0,,0.76,68.4
2019-03-30,92,76.0,,0.76,69.92
2019-03-31,91,76.0,,0.76,69.16
2019-04-01,89,74.0,False,0.74,65.86
2019-04-02,92,74.0,,0.74,68.08
2019-04-03,96,74.0,,0.74,71.03999999999999
2019-04-04,91,74.0,,0.74,67.34
2019-04-05,93,74.0,,0.74,68.82
2019-04-06,100,74.0,,0.74,74.0
2019-04-07,95,74.0,,0.74,70.3
2019-04-08,88,74.0,,0.74,65.12
2019-04-09,94,74.0,,0.74,69.56
2019-04-10,98,74.0,,0.74,72.52
2019-04-11,93,74.0,,0.74,68.82
2019-04-12,93,74.0,,0.74,68.82
2019-04-13,96,74.0,,0.74,71.03999999999999
2019-04-14,98,74.0,,0.74,72.52
2019-04-15,89,74.0,,0.74,65.86
2019-04-16,89,74.0,,0.74,65.86
2019-04-17,91,74.0,,0.74,67.34
2019-04-18,89,74.0,,0.74,65.86
2019-04-19,90,74.0,,0.74,66.6
2019-04-20,95,74.0,,0.74,70.3
2019-04-21,98,74.0,,0.74,72.52
2019-04-22,86,74.0,,0.74,63.64
2019-04-23,89,74.0,,0.74,65.86
2019-04-24,93,74.0,,0.74,68.82
2019-04-25,88,74.0,,0.74,65.12
2019-04-26,87,74.0,,0.74,64.38
2019-04-27,90,74.0,,0.74,66.6
2019-04-28,93,74.0,,0.74,68.82
2019-04-29,87,74.0,,0.74,64.38
2019-04-30,90,74.0,,0.74,66.6
2019-05-01,91,74.0,False,0.74,67.34
2019-05-02,90,74.0,,0.74,66.6
2019-05-03,90,74.0,,0.74,66.6
2019-05-04,92,74.0,,0.74,68.08
2019-05-05,96,74.0,,0.74,71.03999999999999
2019-05-06,89,74.0,,0.74,65.86
2019-05-07,89,74.0,,0.74,65.86
2019-05-08,92,74.0,,0.74,68.08
2019-05-09,92,74.0,,0.74,68.08
2019-05-10,88,74.0,,0.74,65.12
2019-05-11,94,74.0,,0.74,69.56
2019-05-12,92,74.0,,0.74,68.08
2019-05-13,89,74.0,,0.74,65.86
2019-05-14,91,74.0,,0.74,67.34
2019-05-15,94,74.0,,0.74,69.56
2019-05-16,89,74.0,,0.74,65.86
2019-05-17,92,74.0,,0.74,68.08
2019-05-18,95,74.0,,0.74,70.3
2019-05-19,97,74.0,,0.74,71.78
2019-05-20,91,74.0,,0.74,67.34
2019-05-21,91,74.0,,0.74,67.34
2019-05-22,93,74.0,,0.74,68.82
2019-05-23,94,74.0,,0.74,69.56
2019-05-24,93,74.0,,0.74,68.82
2019-05-25,100,74.0,,0.74,74.0
2019-05-26,97,74.0,,0.74,71.78
2019-05-27,100,74.0,,0.74,74.0
2019-05-28,90,74.0,,0.74,66.6
2019-05-29,89,74.0,,0.74,65.86
2019-05-30,91,74.0,,0.74,67.34
2019-05-31,88,74.0,,0.74,65.12
2019-06-01,94,73.0,False,0.73,68.62
2019-06-02,91,73.0,,0.73,66.42999999999999
2019-06-03,85,73.0,,0.73,62.05
2019-06-04,84,73.0,,0.73,61.32
2019-06-05,93,73.0,,0.73,67.89
2019-06-06,94,73.0,,0.73,68.62
2019-06-07,88,73.0,,0.73,64.24
2019-06-08,95,73.0,,0.73,69.35
2019-06-09,97,73.0,,0.73,70.81
2019-06-10,86,73.0,,0.73,62.78
2019-06-11,87,73.0,,0.73,63.51
2019-06-12,91,73.0,,0.73,66.42999999999999
2019-06-13,92,73.0,,0.73,67.16
2019-06-14,90,73.0,,0.73,65.7
2019-06-15,99,73.0,,0.73,72.27
2019-06-16,100,73.0,,0.73,73.0
2019-06-17,86,73.0,,0.73,62.78
2019-06-18,85,73.0,,0.73,62.05
2019-06-19,84,73.0,,0.73,61.32
2019-06-20,86,73.0,,0.73,62.78
2019-06-21,90,73.0,,0.73,65.7
2019-06-22,94,73.0,,0.73,68.62
2019-06-23,96,73.0,,0.73,70.08
2019-06-24,87,73.0,,0.73,63.51
2019-06-25,87,73.0,,0.73,63.51
2019-06-26,88,73.0,,0.73,64.24
2019-06-27,89,73.0,,0.73,64.97
2019-06-28,91,73.0,,0.73,66.42999999999999
2019-06-29,92,73.0,,0.73,67.16
2019-06-30,96,73.0,,0.73,70.08
2019-07-01,84,71.0,False,0.71,59.64
2019-07-02,89,71.0,,0.71,63.19
2019-07-03,86,71.0,,0.71,61.059999999999995
2019-07-04,94,71.0,,0.71,66.74
2019-07-05,90,71.0,,0.71,63.9
2019-07-06,96,71.0,,0.71,68.16
2019-07-07,94,71.0,,0.71,66.74
2019-07-08,85,71.0,,0.71,60.349999999999994
2019-07-09,88,71.0,,0.71,62.48
2019-07-10,89,71.0,,0.71,63.19
2019-07-11,89,71.0,,0.71,63.19
2019-07-12,89,71.0,,0.71,63.19
2019-07-13,97,71.0,,0.71,68.86999999999999
2019-07-14,96,71.0,,0.71,68.16
2019-07-15,86,71.0,,0.71,61.059999999999995
2019-07-16,87,71.0,,0.71,61.769999999999996
2019-07-17,92,71.0,,0.71,65.32
2019-07-18,91,71.0,,0.71,64.61
2019-07-19,91,71.0,,0.71,64.61
2019-07-20,93,71.0,,0.71,66.03
2019-07-21,93,71.0,,0.71,66.03
2019-07-22,84,71.0,,0.71,59.64
2019-07-23,89,71.0,,0.71,63.19
2019-07-24,92,71.0,,0.71,65.32
2019-07-25,92,71.0,,0.71,65.32
2019-07-26,92,71.0,,0.71,65.32
2019-07-27,96,71.0,,0.71,68.16
2019-07-28,100,71.0,,0.71,71.0
2019-07-29,86,71.0,,0.71,61.059999999999995
2019-07-30,87,71.0,,0.71,61.769999999999996
2019-07-31,89,71.0,,0.71,63.19
2019-08-01,88,72.0,False,0.72,63.36
2019-08-02,92,72.0,,0.72,66.24
2019-08-03,97,72.0,,0.72,69.84
2019-08-04,95,72.0,,0.72,68.39999999999999
2019-08-05,87,72.0,,0.72,62.64
2019-08-06,89,72.0,,0.72,64.08
2019-08-07,91,72.0,,0.72,65.52
2019-08-08,90,72.0,,0.72,64.8
2019-08-09,91,72.0,,0.72,65.52
2019-08-10,95,72.0,,0.72,68.39999999999999
2019-08-11,98,72.0,,0.72,70.56
2019-08-12,90,72.0,,0.72,64.8
2019-08-13,94,72.0,,0.72,67.67999999999999
2019-08-14,92,72.0,,0.72,66.24
2019-08-15,91,72.0,,0.72,65.52
2019-08-16,92,72.0,,0.72,66.24
2019-08-17,96,72.0,,0.72,69.12
2019-08-18,93,72.0,,0.72,66.96
2019-08-19,89,72.0,,0.72,64.08
2019-08-20,92,72.0,,0.72,66.24
2019-08-21,94,72.0,,0.72,67.67999999999999
2019-08-22,98,72.0,,0.72,70.56
2019-08-23,94,72.0,,0.72,67.67999999999999
2019-08-24,98,72.0,,0.72,70.56
2019-08-25,99,72.0,,0.72,71.28
2019-08-26,91,72.0,,0.72,65.52
2019-08-27,96,72.0,,0.72,69.12
2019-08-28,100,72.0,,0.72,72.0
