date,VTI_unscaled,VTI_monthly,isPartial,scale,VTI
2016-07-25,69,13.0,,0.13,8.97
2016-07-26,62,13.0,,0.13,8.06
2016-07-27,77,13.0,,0.13,10.01
2016-07-28,61,13.0,,0.13,7.930000000000001
2016-07-29,81,13.0,,0.13,10.530000000000001
2016-07-30,23,13.0,,0.13,2.99
2016-07-31,20,13.0,,0.13,2.6
2016-08-01,64,11.0,False,0.11,7.04
2016-08-02,65,11.0,,0.11,7.15
2016-08-03,57,11.0,,0.11,6.2700000000000005
2016-08-04,61,11.0,,0.11,6.71
2016-08-05,72,11.0,,0.11,7.92
2016-08-06,31,11.0,,0.11,3.41
2016-08-07,8,11.0,,0.11,0.88
2016-08-08,73,11.0,,0.11,8.03
2016-08-09,100,11.0,,0.11,11.0
2016-08-10,59,11.0,,0.11,6.49
2016-08-11,75,11.0,,0.11,8.25
2016-08-12,57,11.0,,0.11,6.2700000000000005
2016-08-13,4,11.0,,0.11,0.44
2016-08-14,15,11.0,,0.11,1.65
2016-08-15,69,11.0,,0.11,7.59
2016-08-16,60,11.0,,0.11,6.6
2016-08-17,86,11.0,,0.11,9.46
2016-08-18,44,11.0,,0.11,4.84
2016-08-19,41,11.0,,0.11,4.51
2016-08-20,20,11.0,,0.11,2.2
2016-08-21,8,11.0,,0.11,0.88
2016-08-22,60,11.0,,0.11,6.6
2016-08-23,59,11.0,,0.11,6.49
2016-08-24,97,11.0,,0.11,10.67
2016-08-25,70,11.0,,0.11,7.7
2016-08-26,57,11.0,,0.11,6.2700000000000005
2016-08-27,33,11.0,,0.11,3.63
2016-08-28,11,11.0,,0.11,1.21
2016-08-29,93,11.0,,0.11,10.23
2016-08-30,69,11.0,,0.11,7.59
2016-08-31,75,11.0,,0.11,8.25
2016-09-01,56,10.0,False,0.1,5.6000000000000005
2016-09-02,42,10.0,,0.1,4.2
2016-09-03,30,10.0,,0.1,3.0
2016-09-04,19,10.0,,0.1,1.9000000000000001
2016-09-05,23,10.0,,0.1,2.3000000000000003
2016-09-06,61,10.0,,0.1,6.1000000000000005
2016-09-07,44,10.0,,0.1,4.4
2016-09-08,35,10.0,,0.1,3.5
2016-09-09,81,10.0,,0.1,8.1
2016-09-10,30,10.0,,0.1,3.0
2016-09-11,17,10.0,,0.1,1.7000000000000002
2016-09-12,69,10.0,,0.1,6.9
2016-09-13,100,10.0,,0.1,10.0
2016-09-14,86,10.0,,0.1,8.6
2016-09-15,58,10.0,,0.1,5.800000000000001
2016-09-16,34,10.0,,0.1,3.4000000000000004
2016-09-17,33,10.0,,0.1,3.3000000000000003
2016-09-18,11,10.0,,0.1,1.1
2016-09-19,47,10.0,,0.1,4.7
2016-09-20,57,10.0,,0.1,5.7
2016-09-21,45,10.0,,0.1,4.5
2016-09-22,66,10.0,,0.1,6.6000000000000005
2016-09-23,49,10.0,,0.1,4.9
2016-09-24,18,10.0,,0.1,1.8
2016-09-25,12,10.0,,0.1,1.2000000000000002
2016-09-26,57,10.0,,0.1,5.7
2016-09-27,55,10.0,,0.1,5.5
2016-09-28,55,10.0,,0.1,5.5
2016-09-29,68,10.0,,0.1,6.800000000000001
2016-09-30,71,10.0,,0.1,7.1000000000000005
2016-10-01,45,9.0,False,0.09,4.05
2016-10-02,39,9.0,,0.09,3.51
2016-10-03,40,9.0,,0.09,3.5999999999999996
2016-10-04,69,9.0,,0.09,6.21
2016-10-05,76,9.0,,0.09,6.84
2016-10-06,92,9.0,,0.09,8.28
2016-10-07,41,9.0,,0.09,3.69
2016-10-08,18,9.0,,0.09,1.6199999999999999
2016-10-09,9,9.0,,0.09,0.8099999999999999
2016-10-10,85,9.0,,0.09,7.6499999999999995
2016-10-11,67,9.0,,0.09,6.029999999999999
2016-10-12,67,9.0,,0.09,6.029999999999999
2016-10-13,74,9.0,,0.09,6.66
2016-10-14,81,9.0,,0.09,7.29
2016-10-15,27,9.0,,0.09,2.4299999999999997
2016-10-16,9,9.0,,0.09,0.8099999999999999
2016-10-17,73,9.0,,0.09,6.569999999999999
2016-10-18,80,9.0,,0.09,7.199999999999999
2016-10-19,100,9.0,,0.09,9.0
2016-10-20,78,9.0,,0.09,7.02
2016-10-21,68,9.0,,0.09,6.12
2016-10-22,46,9.0,,0.09,4.14
2016-10-23,22,9.0,,0.09,1.98
2016-10-24,87,9.0,,0.09,7.83
2016-10-25,69,9.0,,0.09,6.21
2016-10-26,58,9.0,,0.09,5.22
2016-10-27,91,9.0,,0.09,8.19
2016-10-28,92,9.0,,0.09,8.28
2016-10-29,18,9.0,,0.09,1.6199999999999999
2016-10-30,13,9.0,,0.09,1.17
2016-10-31,95,9.0,,0.09,8.549999999999999
2016-11-01,24,13.0,False,0.13,3.12
2016-11-02,45,13.0,,0.13,5.8500000000000005
2016-11-03,29,13.0,,0.13,3.77
2016-11-04,34,13.0,,0.13,4.42
2016-11-05,8,13.0,,0.13,1.04
2016-11-06,19,13.0,,0.13,2.47
2016-11-07,69,13.0,,0.13,8.97
2016-11-08,41,13.0,,0.13,5.33
2016-11-09,100,13.0,,0.13,13.0
2016-11-10,63,13.0,,0.13,8.19
2016-11-11,50,13.0,,0.13,6.5
2016-11-12,20,13.0,,0.13,2.6
2016-11-13,13,13.0,,0.13,1.69
2016-11-14,28,13.0,,0.13,3.64
2016-11-15,52,13.0,,0.13,6.76
2016-11-16,25,13.0,,0.13,3.25
2016-11-17,25,13.0,,0.13,3.25
2016-11-18,37,13.0,,0.13,4.8100000000000005
2016-11-19,5,13.0,,0.13,0.65
2016-11-20,5,13.0,,0.13,0.65
2016-11-21,32,13.0,,0.13,4.16
2016-11-22,51,13.0,,0.13,6.63
2016-11-23,42,13.0,,0.13,5.46
2016-11-24,16,13.0,,0.13,2.08
2016-11-25,18,13.0,,0.13,2.34
2016-11-26,16,13.0,,0.13,2.08
2016-11-27,8,13.0,,0.13,1.04
2016-11-28,34,13.0,,0.13,4.42
2016-11-29,37,13.0,,0.13,4.8100000000000005
2016-11-30,39,13.0,,0.13,5.07
2016-12-01,51,11.0,False,0.11,5.61
2016-12-02,87,11.0,,0.11,9.57
2016-12-03,19,11.0,,0.11,2.09
2016-12-04,6,11.0,,0.11,0.66
2016-12-05,88,11.0,,0.11,9.68
2016-12-06,70,11.0,,0.11,7.7
2016-12-07,92,11.0,,0.11,10.12
2016-12-08,64,11.0,,0.11,7.04
2016-12-09,89,11.0,,0.11,9.790000000000001
2016-12-10,30,11.0,,0.11,3.3
2016-12-11,19,11.0,,0.11,2.09
2016-12-12,54,11.0,,0.11,5.94
2016-12-13,91,11.0,,0.11,10.01
2016-12-14,77,11.0,,0.11,8.47
2016-12-15,81,11.0,,0.11,8.91
2016-12-16,85,11.0,,0.11,9.35
2016-12-17,17,11.0,,0.11,1.87
2016-12-18,16,11.0,,0.11,1.76
2016-12-19,64,11.0,,0.11,7.04
2016-12-20,98,11.0,,0.11,10.78
2016-12-21,71,11.0,,0.11,7.81
2016-12-22,100,11.0,,0.11,11.0
2016-12-23,71,11.0,,0.11,7.81
2016-12-24,21,11.0,,0.11,2.31
2016-12-25,19,11.0,,0.11,2.09
2016-12-26,32,11.0,,0.11,3.52
2016-12-27,75,11.0,,0.11,8.25
2016-12-28,53,11.0,,0.11,5.83
2016-12-29,55,11.0,,0.11,6.05
2016-12-30,81,11.0,,0.11,8.91
2016-12-31,37,11.0,,0.11,4.07
2017-01-01,8,13.0,False,0.13,1.04
2017-01-02,27,13.0,,0.13,3.5100000000000002
2017-01-03,67,13.0,,0.13,8.71
2017-01-04,69,13.0,,0.13,8.97
2017-01-05,69,13.0,,0.13,8.97
2017-01-06,76,13.0,,0.13,9.88
2017-01-07,31,13.0,,0.13,4.03
2017-01-08,19,13.0,,0.13,2.47
2017-01-09,53,13.0,,0.13,6.890000000000001
2017-01-10,77,13.0,,0.13,10.01
2017-01-11,55,13.0,,0.13,7.15
2017-01-12,62,13.0,,0.13,8.06
2017-01-13,80,13.0,,0.13,10.4
2017-01-14,19,13.0,,0.13,2.47
2017-01-15,14,13.0,,0.13,1.82
2017-01-16,25,13.0,,0.13,3.25
2017-01-17,56,13.0,,0.13,7.28
2017-01-18,68,13.0,,0.13,8.84
2017-01-19,59,13.0,,0.13,7.67
2017-01-20,74,13.0,,0.13,9.620000000000001
2017-01-21,31,13.0,,0.13,4.03
2017-01-22,18,13.0,,0.13,2.34
2017-01-23,56,13.0,,0.13,7.28
2017-01-24,62,13.0,,0.13,8.06
2017-01-25,100,13.0,,0.13,13.0
2017-01-26,84,13.0,,0.13,10.92
2017-01-27,62,13.0,,0.13,8.06
2017-01-28,29,13.0,,0.13,3.77
2017-01-29,14,13.0,,0.13,1.82
2017-01-30,84,13.0,,0.13,10.92
2017-01-31,96,13.0,,0.13,12.48
2017-02-01,71,14.0,False,0.14,9.940000000000001
2017-02-02,80,14.0,,0.14,11.200000000000001
2017-02-03,79,14.0,,0.14,11.06
2017-02-04,22,14.0,,0.14,3.08
2017-02-05,16,14.0,,0.14,2.24
2017-02-06,67,14.0,,0.14,9.38
2017-02-07,89,14.0,,0.14,12.46
2017-02-08,81,14.0,,0.14,11.340000000000002
2017-02-09,89,14.0,,0.14,12.46
2017-02-10,96,14.0,,0.14,13.440000000000001
2017-02-11,25,14.0,,0.14,3.5000000000000004
2017-02-12,33,14.0,,0.14,4.62
2017-02-13,81,14.0,,0.14,11.340000000000002
2017-02-14,97,14.0,,0.14,13.580000000000002
2017-02-15,67,14.0,,0.14,9.38
2017-02-16,97,14.0,,0.14,13.580000000000002
2017-02-17,82,14.0,,0.14,11.48
2017-02-18,32,14.0,,0.14,4.48
2017-02-19,25,14.0,,0.14,3.5000000000000004
2017-02-20,33,14.0,,0.14,4.62
2017-02-21,58,14.0,,0.14,8.120000000000001
2017-02-22,100,14.0,,0.14,14.000000000000002
2017-02-23,72,14.0,,0.14,10.080000000000002
2017-02-24,76,14.0,,0.14,10.64
2017-02-25,35,14.0,,0.14,4.9
2017-02-26,21,14.0,,0.14,2.9400000000000004
2017-02-27,77,14.0,,0.14,10.780000000000001
2017-02-28,66,14.0,,0.14,9.24
2017-03-01,83,16.0,False,0.16,13.280000000000001
2017-03-02,100,16.0,,0.16,16.0
2017-03-03,88,16.0,,0.16,14.08
2017-03-04,22,16.0,,0.16,3.52
2017-03-05,22,16.0,,0.16,3.52
2017-03-06,70,16.0,,0.16,11.200000000000001
2017-03-07,80,16.0,,0.16,12.8
2017-03-08,73,16.0,,0.16,11.68
2017-03-09,67,16.0,,0.16,10.72
2017-03-10,60,16.0,,0.16,9.6
2017-03-11,22,16.0,,0.16,3.52
2017-03-12,14,16.0,,0.16,2.24
2017-03-13,58,16.0,,0.16,9.28
2017-03-14,72,16.0,,0.16,11.52
2017-03-15,77,16.0,,0.16,12.32
2017-03-16,69,16.0,,0.16,11.040000000000001
2017-03-17,69,16.0,,0.16,11.040000000000001
2017-03-18,40,16.0,,0.16,6.4
2017-03-19,30,16.0,,0.16,4.8
2017-03-20,66,16.0,,0.16,10.56
2017-03-21,93,16.0,,0.16,14.88
2017-03-22,98,16.0,,0.16,15.68
2017-03-23,88,16.0,,0.16,14.08
2017-03-24,92,16.0,,0.16,14.72
2017-03-25,28,16.0,,0.16,4.48
2017-03-26,20,16.0,,0.16,3.2
2017-03-27,88,16.0,,0.16,14.08
2017-03-28,92,16.0,,0.16,14.72
2017-03-29,65,16.0,,0.16,10.4
2017-03-30,66,16.0,,0.16,10.56
2017-03-31,74,16.0,,0.16,11.84
2017-04-01,45,13.0,False,0.13,5.8500000000000005
2017-04-02,18,13.0,,0.13,2.34
2017-04-03,54,13.0,,0.13,7.0200000000000005
2017-04-04,88,13.0,,0.13,11.440000000000001
2017-04-05,74,13.0,,0.13,9.620000000000001
2017-04-06,66,13.0,,0.13,8.58
2017-04-07,64,13.0,,0.13,8.32
2017-04-08,18,13.0,,0.13,2.34
2017-04-09,25,13.0,,0.13,3.25
2017-04-10,52,13.0,,0.13,6.76
2017-04-11,82,13.0,,0.13,10.66
2017-04-12,69,13.0,,0.13,8.97
2017-04-13,66,13.0,,0.13,8.58
2017-04-14,41,13.0,,0.13,5.33
2017-04-15,5,13.0,,0.13,0.65
2017-04-16,16,13.0,,0.13,2.08
2017-04-17,78,13.0,,0.13,10.14
2017-04-18,57,13.0,,0.13,7.41
2017-04-19,88,13.0,,0.13,11.440000000000001
2017-04-20,81,13.0,,0.13,10.530000000000001
2017-04-21,63,13.0,,0.13,8.19
2017-04-22,23,13.0,,0.13,2.99
2017-04-23,18,13.0,,0.13,2.34
2017-04-24,90,13.0,,0.13,11.700000000000001
2017-04-25,100,13.0,,0.13,13.0
2017-04-26,88,13.0,,0.13,11.440000000000001
2017-04-27,72,13.0,,0.13,9.36
2017-04-28,69,13.0,,0.13,8.97
2017-04-29,23,13.0,,0.13,2.99
2017-04-30,15,13.0,,0.13,1.9500000000000002
2017-05-01,52,15.0,False,0.15,7.8
2017-05-02,69,15.0,,0.15,10.35
2017-05-03,67,15.0,,0.15,10.049999999999999
2017-05-04,54,15.0,,0.15,8.1
2017-05-05,52,15.0,,0.15,7.8
2017-05-06,26,15.0,,0.15,3.9
2017-05-07,24,15.0,,0.15,3.5999999999999996
2017-05-08,52,15.0,,0.15,7.8
2017-05-09,74,15.0,,0.15,11.1
2017-05-10,77,15.0,,0.15,11.549999999999999
2017-05-11,64,15.0,,0.15,9.6
2017-05-12,66,15.0,,0.15,9.9
2017-05-13,32,15.0,,0.15,4.8
2017-05-14,11,15.0,,0.15,1.65
2017-05-15,34,15.0,,0.15,5.1
2017-05-16,61,15.0,,0.15,9.15
2017-05-17,73,15.0,,0.15,10.95
2017-05-18,100,15.0,,0.15,15.0
2017-05-19,59,15.0,,0.15,8.85
2017-05-20,17,15.0,,0.15,2.55
2017-05-21,21,15.0,,0.15,3.15
2017-05-22,58,15.0,,0.15,8.7
2017-05-23,73,15.0,,0.15,10.95
2017-05-24,52,15.0,,0.15,7.8
2017-05-25,68,15.0,,0.15,10.2
2017-05-26,40,15.0,,0.15,6.0
2017-05-27,27,15.0,,0.15,4.05
2017-05-28,12,15.0,,0.15,1.7999999999999998
2017-05-29,14,15.0,,0.15,2.1
2017-05-30,61,15.0,,0.15,9.15
2017-05-31,74,15.0,,0.15,11.1
2017-06-01,67,15.0,False,0.15,10.049999999999999
2017-06-02,68,15.0,,0.15,10.2
2017-06-03,24,15.0,,0.15,3.5999999999999996
2017-06-04,16,15.0,,0.15,2.4
2017-06-05,43,15.0,,0.15,6.45
2017-06-06,62,15.0,,0.15,9.299999999999999
2017-06-07,65,15.0,,0.15,9.75
2017-06-08,75,15.0,,0.15,11.25
2017-06-09,88,15.0,,0.15,13.2
2017-06-10,21,15.0,,0.15,3.15
2017-06-11,8,15.0,,0.15,1.2
2017-06-12,59,15.0,,0.15,8.85
2017-06-13,77,15.0,,0.15,11.549999999999999
2017-06-14,83,15.0,,0.15,12.45
2017-06-15,88,15.0,,0.15,13.2
2017-06-16,68,15.0,,0.15,10.2
2017-06-17,30,15.0,,0.15,4.5
2017-06-18,24,15.0,,0.15,3.5999999999999996
2017-06-19,93,15.0,,0.15,13.95
2017-06-20,63,15.0,,0.15,9.45
2017-06-21,100,15.0,,0.15,15.0
2017-06-22,81,15.0,,0.15,12.15
2017-06-23,65,15.0,,0.15,9.75
2017-06-24,33,15.0,,0.15,4.95
2017-06-25,14,15.0,,0.15,2.1
2017-06-26,59,15.0,,0.15,8.85
2017-06-27,80,15.0,,0.15,12.0
2017-06-28,73,15.0,,0.15,10.95
2017-06-29,71,15.0,,0.15,10.65
2017-06-30,89,15.0,,0.15,13.35
2017-07-01,17,13.0,False,0.13,2.21
2017-07-02,21,13.0,,0.13,2.73
2017-07-03,79,13.0,,0.13,10.27
2017-07-04,20,13.0,,0.13,2.6
2017-07-05,46,13.0,,0.13,5.98
2017-07-06,72,13.0,,0.13,9.36
2017-07-07,61,13.0,,0.13,7.930000000000001
2017-07-08,25,13.0,,0.13,3.25
2017-07-09,20,13.0,,0.13,2.6
2017-07-10,62,13.0,,0.13,8.06
2017-07-11,69,13.0,,0.13,8.97
2017-07-12,81,13.0,,0.13,10.530000000000001
2017-07-13,82,13.0,,0.13,10.66
2017-07-14,64,13.0,,0.13,8.32
2017-07-15,20,13.0,,0.13,2.6
2017-07-16,6,13.0,,0.13,0.78
2017-07-17,60,13.0,,0.13,7.800000000000001
2017-07-18,79,13.0,,0.13,10.27
2017-07-19,89,13.0,,0.13,11.57
2017-07-20,97,13.0,,0.13,12.610000000000001
2017-07-21,56,13.0,,0.13,7.28
2017-07-22,30,13.0,,0.13,3.9000000000000004
2017-07-23,19,13.0,,0.13,2.47
2017-07-24,52,13.0,,0.13,6.76
2017-07-25,100,13.0,,0.13,13.0
2017-07-26,82,13.0,,0.13,10.66
2017-07-27,88,13.0,,0.13,11.440000000000001
2017-07-28,75,13.0,,0.13,9.75
2017-07-29,25,13.0,,0.13,3.25
2017-07-30,11,13.0,,0.13,1.4300000000000002
2017-07-31,95,13.0,,0.13,12.35
2017-08-01,100,14.0,False,0.14,14.000000000000002
2017-08-02,96,14.0,,0.14,13.440000000000001
2017-08-03,48,14.0,,0.14,6.720000000000001
2017-08-04,52,14.0,,0.14,7.280000000000001
2017-08-05,30,14.0,,0.14,4.2
2017-08-06,8,14.0,,0.14,1.12
2017-08-07,65,14.0,,0.14,9.100000000000001
2017-08-08,79,14.0,,0.14,11.06
2017-08-09,73,14.0,,0.14,10.22
2017-08-10,67,14.0,,0.14,9.38
2017-08-11,84,14.0,,0.14,11.760000000000002
2017-08-12,16,14.0,,0.14,2.24
2017-08-13,27,14.0,,0.14,3.7800000000000002
2017-08-14,63,14.0,,0.14,8.82
2017-08-15,77,14.0,,0.14,10.780000000000001
2017-08-16,58,14.0,,0.14,8.120000000000001
2017-08-17,91,14.0,,0.14,12.740000000000002
2017-08-18,91,14.0,,0.14,12.740000000000002
2017-08-19,35,14.0,,0.14,4.9
2017-08-20,21,14.0,,0.14,2.9400000000000004
2017-08-21,61,14.0,,0.14,8.540000000000001
2017-08-22,57,14.0,,0.14,7.98
2017-08-23,58,14.0,,0.14,8.120000000000001
2017-08-24,91,14.0,,0.14,12.740000000000002
2017-08-25,56,14.0,,0.14,7.840000000000001
2017-08-26,29,14.0,,0.14,4.0600000000000005
2017-08-27,15,14.0,,0.14,2.1
2017-08-28,57,14.0,,0.14,7.98
2017-08-29,85,14.0,,0.14,11.9
2017-08-30,81,14.0,,0.14,11.340000000000002
2017-08-31,63,14.0,,0.14,8.82
2017-09-01,67,12.0,False,0.12,8.04
2017-09-02,30,12.0,,0.12,3.5999999999999996
2017-09-03,3,12.0,,0.12,0.36
2017-09-04,26,12.0,,0.12,3.12
2017-09-05,83,12.0,,0.12,9.959999999999999
2017-09-06,73,12.0,,0.12,8.76
2017-09-07,60,12.0,,0.12,7.199999999999999
2017-09-08,46,12.0,,0.12,5.52
2017-09-09,22,12.0,,0.12,2.6399999999999997
2017-09-10,5,12.0,,0.12,0.6
2017-09-11,69,12.0,,0.12,8.28
2017-09-12,68,12.0,,0.12,8.16
2017-09-13,67,12.0,,0.12,8.04
2017-09-14,58,12.0,,0.12,6.96
2017-09-15,59,12.0,,0.12,7.08
2017-09-16,33,12.0,,0.12,3.96
2017-09-17,20,12.0,,0.12,2.4
2017-09-18,100,12.0,,0.12,12.0
2017-09-19,50,12.0,,0.12,6.0
2017-09-20,71,12.0,,0.12,8.52
2017-09-21,59,12.0,,0.12,7.08
2017-09-22,64,12.0,,0.12,7.68
2017-09-23,21,12.0,,0.12,2.52
2017-09-24,23,12.0,,0.12,2.76
2017-09-25,55,12.0,,0.12,6.6
2017-09-26,40,12.0,,0.12,4.8
2017-09-27,70,12.0,,0.12,8.4
2017-09-28,66,12.0,,0.12,7.92
2017-09-29,50,12.0,,0.12,6.0
2017-09-30,18,12.0,,0.12,2.16
2017-10-01,19,14.0,False,0.14,2.66
2017-10-02,85,14.0,,0.14,11.9
2017-10-03,85,14.0,,0.14,11.9
2017-10-04,75,14.0,,0.14,10.500000000000002
2017-10-05,100,14.0,,0.14,14.000000000000002
2017-10-06,75,14.0,,0.14,10.500000000000002
2017-10-07,37,14.0,,0.14,5.180000000000001
2017-10-08,34,14.0,,0.14,4.760000000000001
2017-10-09,52,14.0,,0.14,7.280000000000001
2017-10-10,67,14.0,,0.14,9.38
2017-10-11,76,14.0,,0.14,10.64
2017-10-12,62,14.0,,0.14,8.680000000000001
2017-10-13,68,14.0,,0.14,9.520000000000001
2017-10-14,24,14.0,,0.14,3.3600000000000003
2017-10-15,13,14.0,,0.14,1.8200000000000003
2017-10-16,51,14.0,,0.14,7.140000000000001
2017-10-17,95,14.0,,0.14,13.3
2017-10-18,92,14.0,,0.14,12.88
2017-10-19,80,14.0,,0.14,11.200000000000001
2017-10-20,97,14.0,,0.14,13.580000000000002
2017-10-21,27,14.0,,0.14,3.7800000000000002
2017-10-22,13,14.0,,0.14,1.8200000000000003
2017-10-23,91,14.0,,0.14,12.740000000000002
2017-10-24,87,14.0,,0.14,12.180000000000001
2017-10-25,53,14.0,,0.14,7.420000000000001
2017-10-26,79,14.0,,0.14,11.06
2017-10-27,60,14.0,,0.14,8.4
2017-10-28,32,14.0,,0.14,4.48
2017-10-29,21,14.0,,0.14,2.9400000000000004
2017-10-30,71,14.0,,0.14,9.940000000000001
2017-10-31,90,14.0,,0.14,12.600000000000001
2017-11-01,96,12.0,False,0.12,11.52
2017-11-02,91,12.0,,0.12,10.92
2017-11-03,78,12.0,,0.12,9.36
2017-11-04,21,12.0,,0.12,2.52
2017-11-05,26,12.0,,0.12,3.12
2017-11-06,90,12.0,,0.12,10.799999999999999
2017-11-07,85,12.0,,0.12,10.2
2017-11-08,77,12.0,,0.12,9.24
2017-11-09,97,12.0,,0.12,11.639999999999999
2017-11-10,88,12.0,,0.12,10.559999999999999
2017-11-11,36,12.0,,0.12,4.32
2017-11-12,27,12.0,,0.12,3.2399999999999998
2017-11-13,54,12.0,,0.12,6.4799999999999995
2017-11-14,67,12.0,,0.12,8.04
2017-11-15,67,12.0,,0.12,8.04
2017-11-16,80,12.0,,0.12,9.6
2017-11-17,51,12.0,,0.12,6.12
2017-11-18,36,12.0,,0.12,4.32
2017-11-19,21,12.0,,0.12,2.52
2017-11-20,51,12.0,,0.12,6.12
2017-11-21,100,12.0,,0.12,12.0
2017-11-22,63,12.0,,0.12,7.56
2017-11-23,36,12.0,,0.12,4.32
2017-11-24,38,12.0,,0.12,4.56
2017-11-25,18,12.0,,0.12,2.16
2017-11-26,26,12.0,,0.12,3.12
2017-11-27,96,12.0,,0.12,11.52
2017-11-28,58,12.0,,0.12,6.96
2017-11-29,84,12.0,,0.12,10.08
2017-11-30,100,12.0,,0.12,12.0
2017-12-01,92,15.0,False,0.15,13.799999999999999
2017-12-02,30,15.0,,0.15,4.5
2017-12-03,32,15.0,,0.15,4.8
2017-12-04,100,15.0,,0.15,15.0
2017-12-05,77,15.0,,0.15,11.549999999999999
2017-12-06,84,15.0,,0.15,12.6
2017-12-07,71,15.0,,0.15,10.65
2017-12-08,59,15.0,,0.15,8.85
2017-12-09,26,15.0,,0.15,3.9
2017-12-10,18,15.0,,0.15,2.6999999999999997
2017-12-11,62,15.0,,0.15,9.299999999999999
2017-12-12,74,15.0,,0.15,11.1
2017-12-13,85,15.0,,0.15,12.75
2017-12-14,74,15.0,,0.15,11.1
2017-12-15,55,15.0,,0.15,8.25
2017-12-16,28,15.0,,0.15,4.2
2017-12-17,23,15.0,,0.15,3.4499999999999997
2017-12-18,91,15.0,,0.15,13.65
2017-12-19,84,15.0,,0.15,12.6
2017-12-20,85,15.0,,0.15,12.75
2017-12-21,74,15.0,,0.15,11.1
