date,TSLA_unscaled,TSLA_monthly,isPartial,scale,TSLA
2021-04-14,73,52.0,,0.52,37.96
2021-04-15,61,52.0,,0.52,31.720000000000002
2021-04-16,50,52.0,,0.52,26.0
2021-04-17,12,52.0,,0.52,6.24
2021-04-18,10,52.0,,0.52,5.2
2021-04-19,67,52.0,,0.52,34.84
2021-04-20,58,52.0,,0.52,30.16
2021-04-21,53,52.0,,0.52,27.560000000000002
2021-04-22,49,52.0,,0.52,25.48
2021-04-23,48,52.0,,0.52,24.96
2021-04-24,12,52.0,,0.52,6.24
2021-04-25,7,52.0,,0.52,3.64
2021-04-26,100,52.0,,0.52,52.0
2021-04-27,99,52.0,,0.52,51.480000000000004
2021-04-28,54,52.0,,0.52,28.080000000000002
2021-04-29,51,52.0,,0.52,26.52
2021-04-30,51,52.0,,0.52,26.52
2021-05-01,18,42.0,False,0.42,7.56
2021-05-02,11,42.0,,0.42,4.62
2021-05-03,68,42.0,,0.42,28.56
2021-05-04,58,42.0,,0.42,24.36
2021-05-05,60,42.0,,0.42,25.2
2021-05-06,62,42.0,,0.42,26.04
2021-05-07,58,42.0,,0.42,24.36
2021-05-08,17,42.0,,0.42,7.14
2021-05-09,14,42.0,,0.42,5.88
2021-05-10,66,42.0,,0.42,27.72
2021-05-11,97,42.0,,0.42,40.74
2021-05-12,90,42.0,,0.42,37.8
2021-05-13,100,42.0,,0.42,42.0
2021-05-14,77,42.0,,0.42,32.339999999999996
2021-05-15,23,42.0,,0.42,9.66
2021-05-16,16,42.0,,0.42,6.72
2021-05-17,80,42.0,,0.42,33.6
2021-05-18,92,42.0,,0.42,38.64
2021-05-19,88,42.0,,0.42,36.96
2021-05-20,77,42.0,,0.42,32.339999999999996
2021-05-21,72,42.0,,0.42,30.24
2021-05-22,16,42.0,,0.42,6.72
2021-05-23,12,42.0,,0.42,5.04
2021-05-24,64,42.0,,0.42,26.88
2021-05-25,67,42.0,,0.42,28.14
2021-05-26,64,42.0,,0.42,26.88
2021-05-27,66,42.0,,0.42,27.72
2021-05-28,58,42.0,,0.42,24.36
2021-05-29,14,42.0,,0.42,5.88
2021-05-30,9,42.0,,0.42,3.78
2021-05-31,12,42.0,,0.42,5.04
2021-06-01,60,35.0,False,0.35,21.0
2021-06-02,59,35.0,,0.35,20.65
2021-06-03,71,35.0,,0.35,24.849999999999998
2021-06-04,73,35.0,,0.35,25.549999999999997
2021-06-05,17,35.0,,0.35,5.949999999999999
2021-06-06,11,35.0,,0.35,3.8499999999999996
2021-06-07,64,35.0,,0.35,22.4
2021-06-08,63,35.0,,0.35,22.049999999999997
2021-06-09,55,35.0,,0.35,19.25
2021-06-10,54,35.0,,0.35,18.9
2021-06-11,64,35.0,,0.35,22.4
2021-06-12,12,35.0,,0.35,4.199999999999999
2021-06-13,12,35.0,,0.35,4.199999999999999
2021-06-14,48,35.0,,0.35,16.799999999999997
2021-06-15,53,35.0,,0.35,18.549999999999997
2021-06-16,51,35.0,,0.35,17.849999999999998
2021-06-17,54,35.0,,0.35,18.9
2021-06-18,54,35.0,,0.35,18.9
2021-06-19,14,35.0,,0.35,4.8999999999999995
2021-06-20,8,35.0,,0.35,2.8
2021-06-21,48,35.0,,0.35,16.799999999999997
2021-06-22,49,35.0,,0.35,17.15
2021-06-23,65,35.0,,0.35,22.75
2021-06-24,100,35.0,,0.35,35.0
2021-06-25,72,35.0,,0.35,25.2
2021-06-26,15,35.0,,0.35,5.25
2021-06-27,11,35.0,,0.35,3.8499999999999996
2021-06-28,63,35.0,,0.35,22.049999999999997
2021-06-29,55,35.0,,0.35,19.25
2021-06-30,54,35.0,,0.35,18.9
2021-07-01,44,31.0,False,0.31,13.64
2021-07-02,53,31.0,,0.31,16.43
2021-07-03,11,31.0,,0.31,3.41
2021-07-04,7,31.0,,0.31,2.17
2021-07-05,11,31.0,,0.31,3.41
2021-07-06,43,31.0,,0.31,13.33
2021-07-07,44,31.0,,0.31,13.64
2021-07-08,47,31.0,,0.31,14.57
2021-07-09,43,31.0,,0.31,13.33
2021-07-10,10,31.0,,0.31,3.1
2021-07-11,7,31.0,,0.31,2.17
2021-07-12,52,31.0,,0.31,16.12
2021-07-13,48,31.0,,0.31,14.879999999999999
2021-07-14,46,31.0,,0.31,14.26
2021-07-15,47,31.0,,0.31,14.57
2021-07-16,36,31.0,,0.31,11.16
2021-07-17,8,31.0,,0.31,2.48
2021-07-18,7,31.0,,0.31,2.17
2021-07-19,43,31.0,,0.31,13.33
2021-07-20,43,31.0,,0.31,13.33
2021-07-21,40,31.0,,0.31,12.4
2021-07-22,40,31.0,,0.31,12.4
2021-07-23,39,31.0,,0.31,12.09
2021-07-24,9,31.0,,0.31,2.79
2021-07-25,7,31.0,,0.31,2.17
2021-07-26,92,31.0,,0.31,28.52
2021-07-27,100,31.0,,0.31,31.0
2021-07-28,51,31.0,,0.31,15.81
2021-07-29,51,31.0,,0.31,15.81
2021-07-30,48,31.0,,0.31,14.879999999999999
2021-07-31,12,31.0,,0.31,3.7199999999999998
2021-08-01,14,30.0,False,0.3,4.2
2021-08-02,100,30.0,,0.3,30.0
2021-08-03,89,30.0,,0.3,26.7
2021-08-04,74,30.0,,0.3,22.2
2021-08-05,74,30.0,,0.3,22.2
2021-08-06,74,30.0,,0.3,22.2
2021-08-07,17,30.0,,0.3,5.1
2021-08-08,11,30.0,,0.3,3.3
2021-08-09,75,30.0,,0.3,22.5
2021-08-10,75,30.0,,0.3,22.5
2021-08-11,67,30.0,,0.3,20.099999999999998
2021-08-12,69,30.0,,0.3,20.7
2021-08-13,68,30.0,,0.3,20.4
2021-08-14,14,30.0,,0.3,4.2
2021-08-15,11,30.0,,0.3,3.3
2021-08-16,82,30.0,,0.3,24.599999999999998
2021-08-17,92,30.0,,0.3,27.599999999999998
2021-08-18,87,30.0,,0.3,26.099999999999998
2021-08-19,75,30.0,,0.3,22.5
2021-08-20,81,30.0,,0.3,24.3
2021-08-21,19,30.0,,0.3,5.7
2021-08-22,8,30.0,,0.3,2.4
2021-08-23,70,30.0,,0.3,21.0
2021-08-24,74,30.0,,0.3,22.2
2021-08-25,69,30.0,,0.3,20.7
2021-08-26,58,30.0,,0.3,17.4
2021-08-27,67,30.0,,0.3,20.099999999999998
2021-08-28,17,30.0,,0.3,5.1
2021-08-29,8,30.0,,0.3,2.4
2021-08-30,72,30.0,,0.3,21.599999999999998
2021-08-31,73,30.0,,0.3,21.9
2021-09-01,72,24.0,False,0.24,17.28
2021-09-02,63,24.0,,0.24,15.12
2021-09-03,62,24.0,,0.24,14.879999999999999
2021-09-04,18,24.0,,0.24,4.32
2021-09-05,12,24.0,,0.24,2.88
2021-09-06,20,24.0,,0.24,4.8
2021-09-07,82,24.0,,0.24,19.68
2021-09-08,87,24.0,,0.24,20.88
2021-09-09,77,24.0,,0.24,18.48
2021-09-10,76,24.0,,0.24,18.24
2021-09-11,16,24.0,,0.24,3.84
2021-09-12,10,24.0,,0.24,2.4
2021-09-13,70,24.0,,0.24,16.8
2021-09-14,70,24.0,,0.24,16.8
2021-09-15,75,24.0,,0.24,18.0
2021-09-16,64,24.0,,0.24,15.36
2021-09-17,64,24.0,,0.24,15.36
2021-09-18,16,24.0,,0.24,3.84
2021-09-19,16,24.0,,0.24,3.84
2021-09-20,79,24.0,,0.24,18.96
2021-09-21,77,24.0,,0.24,18.48
2021-09-22,71,24.0,,0.24,17.04
2021-09-23,62,24.0,,0.24,14.879999999999999
2021-09-24,83,24.0,,0.24,19.919999999999998
2021-09-25,17,24.0,,0.24,4.08
2021-09-26,9,24.0,,0.24,2.16
2021-09-27,87,24.0,,0.24,20.88
2021-09-28,100,24.0,,0.24,24.0
2021-09-29,85,24.0,,0.24,20.4
2021-09-30,86,24.0,,0.24,20.64
2021-10-01,25,44.0,False,0.44,11.0
2021-10-02,8,44.0,,0.44,3.52
2021-10-03,7,44.0,,0.44,3.08
2021-10-04,35,44.0,,0.44,15.4
2021-10-05,31,44.0,,0.44,13.64
2021-10-06,25,44.0,,0.44,11.0
2021-10-07,29,44.0,,0.44,12.76
2021-10-08,29,44.0,,0.44,12.76
2021-10-09,7,44.0,,0.44,3.08
2021-10-10,4,44.0,,0.44,1.76
2021-10-11,27,44.0,,0.44,11.88
2021-10-12,29,44.0,,0.44,12.76
2021-10-13,30,44.0,,0.44,13.2
2021-10-14,29,44.0,,0.44,12.76
2021-10-15,33,44.0,,0.44,14.52
2021-10-16,9,44.0,,0.44,3.96
2021-10-17,6,44.0,,0.44,2.64
2021-10-18,39,44.0,,0.44,17.16
2021-10-19,42,44.0,,0.44,18.48
2021-10-20,56,44.0,,0.44,24.64
2021-10-21,58,44.0,,0.44,25.52
2021-10-22,41,44.0,,0.44,18.04
2021-10-23,11,44.0,,0.44,4.84
2021-10-24,5,44.0,,0.44,2.2
2021-10-25,98,44.0,,0.44,43.12
2021-10-26,100,44.0,,0.44,44.0
2021-10-27,66,44.0,,0.44,29.04
2021-10-28,62,44.0,,0.44,27.28
2021-10-29,59,44.0,,0.44,25.96
2021-10-30,21,44.0,,0.44,9.24
2021-10-31,11,44.0,,0.44,4.84
2021-11-01,91,60.0,False,0.6,54.6
2021-11-02,100,60.0,,0.6,60.0
2021-11-03,72,60.0,,0.6,43.199999999999996
2021-11-04,72,60.0,,0.6,43.199999999999996
2021-11-05,54,60.0,,0.6,32.4
2021-11-06,15,60.0,,0.6,9.0
2021-11-07,15,60.0,,0.6,9.0
2021-11-08,95,60.0,,0.6,57.0
2021-11-09,98,60.0,,0.6,58.8
2021-11-10,87,60.0,,0.6,52.199999999999996
2021-11-11,83,60.0,,0.6,49.8
2021-11-12,63,60.0,,0.6,37.8
2021-11-13,16,60.0,,0.6,9.6
2021-11-14,13,60.0,,0.6,7.8
2021-11-15,65,60.0,,0.6,39.0
2021-11-16,65,60.0,,0.6,39.0
2021-11-17,59,60.0,,0.6,35.4
2021-11-18,51,60.0,,0.6,30.599999999999998
2021-11-19,50,60.0,,0.6,30.0
2021-11-20,13,60.0,,0.6,7.8
2021-11-21,9,60.0,,0.6,5.3999999999999995
2021-11-22,51,60.0,,0.6,30.599999999999998
2021-11-23,55,60.0,,0.6,33.0
2021-11-24,47,60.0,,0.6,28.2
2021-11-25,14,60.0,,0.6,8.4
2021-11-26,39,60.0,,0.6,23.4
2021-11-27,10,60.0,,0.6,6.0
2021-11-28,7,60.0,,0.6,4.2
2021-11-29,42,60.0,,0.6,25.2
2021-11-30,45,60.0,,0.6,27.0
2021-12-01,83,41.0,False,0.41,34.03
2021-12-02,76,41.0,,0.41,31.159999999999997
2021-12-03,90,41.0,,0.41,36.9
2021-12-04,29,41.0,,0.41,11.889999999999999
2021-12-05,12,41.0,,0.41,4.92
2021-12-06,96,41.0,,0.41,39.36
2021-12-07,86,41.0,,0.41,35.26
2021-12-08,83,41.0,,0.41,34.03
2021-12-09,82,41.0,,0.41,33.62
2021-12-10,86,41.0,,0.41,35.26
2021-12-11,18,41.0,,0.41,7.38
2021-12-12,11,41.0,,0.41,4.51
2021-12-13,83,41.0,,0.41,34.03
2021-12-14,93,41.0,,0.41,38.129999999999995
2021-12-15,91,41.0,,0.41,37.309999999999995
2021-12-16,94,41.0,,0.41,38.54
2021-12-17,87,41.0,,0.41,35.669999999999995
2021-12-18,20,41.0,,0.41,8.2
2021-12-19,11,41.0,,0.41,4.51
2021-12-20,77,41.0,,0.41,31.569999999999997
2021-12-21,90,41.0,,0.41,36.9
2021-12-22,94,41.0,,0.41,38.54
2021-12-23,100,41.0,,0.41,41.0
2021-12-24,41,41.0,,0.41,16.81
2021-12-25,14,41.0,,0.41,5.739999999999999
2021-12-26,12,41.0,,0.41,4.92
2021-12-27,79,41.0,,0.41,32.39
2021-12-28,84,41.0,,0.41,34.44
2021-12-29,83,41.0,,0.41,34.03
2021-12-30,81,41.0,,0.41,33.21
2021-12-31,58,41.0,,0.41,23.779999999999998
