date,JAN_unscaled,JAN_monthly,isPartial,scale,JAN
2021-03-28,20,20.0,,0.2,4.0
2021-03-29,20,20.0,,0.2,4.0
2021-03-30,20,20.0,,0.2,4.0
2021-03-31,19,20.0,,0.2,3.8000000000000003
2021-04-01,87,15.0,False,0.15,13.049999999999999
2021-04-02,88,15.0,,0.15,13.2
2021-04-03,90,15.0,,0.15,13.5
2021-04-04,77,15.0,,0.15,11.549999999999999
2021-04-05,91,15.0,,0.15,13.65
2021-04-06,82,15.0,,0.15,12.299999999999999
2021-04-07,89,15.0,,0.15,13.35
2021-04-08,85,15.0,,0.15,12.75
2021-04-09,85,15.0,,0.15,12.75
2021-04-10,100,15.0,,0.15,15.0
2021-04-11,92,15.0,,0.15,13.799999999999999
2021-04-12,90,15.0,,0.15,13.5
2021-04-13,90,15.0,,0.15,13.5
2021-04-14,89,15.0,,0.15,13.35
2021-04-15,89,15.0,,0.15,13.35
2021-04-16,85,15.0,,0.15,12.75
2021-04-17,88,15.0,,0.15,13.2
2021-04-18,98,15.0,,0.15,14.7
2021-04-19,94,15.0,,0.15,14.1
2021-04-20,89,15.0,,0.15,13.35
2021-04-21,93,15.0,,0.15,13.95
2021-04-22,91,15.0,,0.15,13.65
2021-04-23,93,15.0,,0.15,13.95
2021-04-24,84,15.0,,0.15,12.6
2021-04-25,88,15.0,,0.15,13.2
2021-04-26,90,15.0,,0.15,13.5
2021-04-27,93,15.0,,0.15,13.95
2021-04-28,90,15.0,,0.15,13.5
2021-04-29,89,15.0,,0.15,13.35
2021-04-30,88,15.0,,0.15,13.2
2021-05-01,42,16.0,False,0.16,6.72
2021-05-02,50,16.0,,0.16,8.0
2021-05-03,44,16.0,,0.16,7.04
2021-05-04,45,16.0,,0.16,7.2
2021-05-05,44,16.0,,0.16,7.04
2021-05-06,45,16.0,,0.16,7.2
2021-05-07,44,16.0,,0.16,7.04
2021-05-08,39,16.0,,0.16,6.24
2021-05-09,44,16.0,,0.16,7.04
2021-05-10,44,16.0,,0.16,7.04
2021-05-11,48,16.0,,0.16,7.68
2021-05-12,45,16.0,,0.16,7.2
2021-05-13,47,16.0,,0.16,7.5200000000000005
2021-05-14,44,16.0,,0.16,7.04
2021-05-15,41,16.0,,0.16,6.5600000000000005
2021-05-16,49,16.0,,0.16,7.84
2021-05-17,50,16.0,,0.16,8.0
2021-05-18,44,16.0,,0.16,7.04
2021-05-19,61,16.0,,0.16,9.76
2021-05-20,72,16.0,,0.16,11.52
2021-05-21,55,16.0,,0.16,8.8
2021-05-22,48,16.0,,0.16,7.68
2021-05-23,47,16.0,,0.16,7.5200000000000005
2021-05-24,46,16.0,,0.16,7.36
2021-05-25,47,16.0,,0.16,7.5200000000000005
2021-05-26,43,16.0,,0.16,6.88
2021-05-27,50,16.0,,0.16,8.0
2021-05-28,100,16.0,,0.16,16.0
2021-05-29,64,16.0,,0.16,10.24
2021-05-30,48,16.0,,0.16,7.68
2021-05-31,47,16.0,,0.16,7.5200000000000005
2021-06-01,77,15.0,False,0.15,11.549999999999999
2021-06-02,85,15.0,,0.15,12.75
2021-06-03,82,15.0,,0.15,12.299999999999999
2021-06-04,90,15.0,,0.15,13.5
2021-06-05,82,15.0,,0.15,12.299999999999999
2021-06-06,91,15.0,,0.15,13.65
2021-06-07,90,15.0,,0.15,13.5
2021-06-08,96,15.0,,0.15,14.399999999999999
2021-06-09,94,15.0,,0.15,14.1
2021-06-10,100,15.0,,0.15,15.0
2021-06-11,88,15.0,,0.15,13.2
2021-06-12,90,15.0,,0.15,13.5
2021-06-13,100,15.0,,0.15,15.0
2021-06-14,88,15.0,,0.15,13.2
2021-06-15,87,15.0,,0.15,13.049999999999999
2021-06-16,95,15.0,,0.15,14.25
2021-06-17,97,15.0,,0.15,14.549999999999999
2021-06-18,91,15.0,,0.15,13.65
2021-06-19,86,15.0,,0.15,12.9
2021-06-20,79,15.0,,0.15,11.85
2021-06-21,85,15.0,,0.15,12.75
2021-06-22,82,15.0,,0.15,12.299999999999999
2021-06-23,87,15.0,,0.15,13.049999999999999
2021-06-24,80,15.0,,0.15,12.0
2021-06-25,85,15.0,,0.15,12.75
2021-06-26,85,15.0,,0.15,12.75
2021-06-27,87,15.0,,0.15,13.049999999999999
2021-06-28,80,15.0,,0.15,12.0
2021-06-29,81,15.0,,0.15,12.15
2021-06-30,91,15.0,,0.15,13.65
2021-07-01,52,17.0,False,0.17,8.84
2021-07-02,56,17.0,,0.17,9.520000000000001
2021-07-03,43,17.0,,0.17,7.3100000000000005
2021-07-04,46,17.0,,0.17,7.82
2021-07-05,44,17.0,,0.17,7.48
2021-07-06,44,17.0,,0.17,7.48
2021-07-07,47,17.0,,0.17,7.99
2021-07-08,47,17.0,,0.17,7.99
2021-07-09,48,17.0,,0.17,8.16
2021-07-10,43,17.0,,0.17,7.3100000000000005
2021-07-11,49,17.0,,0.17,8.33
2021-07-12,46,17.0,,0.17,7.82
2021-07-13,46,17.0,,0.17,7.82
2021-07-14,46,17.0,,0.17,7.82
2021-07-15,45,17.0,,0.17,7.65
2021-07-16,47,17.0,,0.17,7.99
2021-07-17,45,17.0,,0.17,7.65
2021-07-18,46,17.0,,0.17,7.82
2021-07-19,49,17.0,,0.17,8.33
2021-07-20,45,17.0,,0.17,7.65
2021-07-21,47,17.0,,0.17,7.99
2021-07-22,53,17.0,,0.17,9.01
2021-07-23,50,17.0,,0.17,8.5
2021-07-24,44,17.0,,0.17,7.48
2021-07-25,48,17.0,,0.17,8.16
2021-07-26,51,17.0,,0.17,8.67
2021-07-27,100,17.0,,0.17,17.0
2021-07-28,91,17.0,,0.17,15.47
2021-07-29,60,17.0,,0.17,10.200000000000001
2021-07-30,55,17.0,,0.17,9.350000000000001
2021-07-31,52,17.0,,0.17,8.84
2021-08-01,96,15.0,False,0.15,14.399999999999999
2021-08-02,92,15.0,,0.15,13.799999999999999
2021-08-03,100,15.0,,0.15,15.0
2021-08-04,96,15.0,,0.15,14.399999999999999
2021-08-05,100,15.0,,0.15,15.0
2021-08-06,97,15.0,,0.15,14.549999999999999
2021-08-07,98,15.0,,0.15,14.7
2021-08-08,90,15.0,,0.15,13.5
2021-08-09,87,15.0,,0.15,13.049999999999999
2021-08-10,95,15.0,,0.15,14.25
2021-08-11,79,15.0,,0.15,11.85
2021-08-12,86,15.0,,0.15,12.9
2021-08-13,80,15.0,,0.15,12.0
2021-08-14,81,15.0,,0.15,12.15
2021-08-15,92,15.0,,0.15,13.799999999999999
2021-08-16,86,15.0,,0.15,12.9
2021-08-17,90,15.0,,0.15,13.5
2021-08-18,83,15.0,,0.15,12.45
2021-08-19,79,15.0,,0.15,11.85
2021-08-20,89,15.0,,0.15,13.35
2021-08-21,99,15.0,,0.15,14.85
2021-08-22,90,15.0,,0.15,13.5
2021-08-23,86,15.0,,0.15,12.9
2021-08-24,88,15.0,,0.15,13.2
2021-08-25,89,15.0,,0.15,13.35
2021-08-26,96,15.0,,0.15,14.399999999999999
2021-08-27,84,15.0,,0.15,12.6
2021-08-28,75,15.0,,0.15,11.25
2021-08-29,81,15.0,,0.15,12.15
2021-08-30,85,15.0,,0.15,12.75
2021-08-31,91,15.0,,0.15,13.65
2021-09-01,80,16.0,False,0.16,12.8
2021-09-02,78,16.0,,0.16,12.48
2021-09-03,84,16.0,,0.16,13.44
2021-09-04,73,16.0,,0.16,11.68
2021-09-05,83,16.0,,0.16,13.280000000000001
2021-09-06,92,16.0,,0.16,14.72
2021-09-07,89,16.0,,0.16,14.24
2021-09-08,88,16.0,,0.16,14.08
2021-09-09,82,16.0,,0.16,13.120000000000001
2021-09-10,78,16.0,,0.16,12.48
2021-09-11,76,16.0,,0.16,12.16
2021-09-12,81,16.0,,0.16,12.96
2021-09-13,85,16.0,,0.16,13.6
2021-09-14,85,16.0,,0.16,13.6
2021-09-15,88,16.0,,0.16,14.08
2021-09-16,97,16.0,,0.16,15.52
2021-09-17,83,16.0,,0.16,13.280000000000001
2021-09-18,100,16.0,,0.16,16.0
2021-09-19,88,16.0,,0.16,14.08
2021-09-20,88,16.0,,0.16,14.08
2021-09-21,92,16.0,,0.16,14.72
2021-09-22,77,16.0,,0.16,12.32
2021-09-23,83,16.0,,0.16,13.280000000000001
2021-09-24,87,16.0,,0.16,13.92
2021-09-25,79,16.0,,0.16,12.64
2021-09-26,78,16.0,,0.16,12.48
2021-09-27,84,16.0,,0.16,13.44
2021-09-28,85,16.0,,0.16,13.6
2021-09-29,94,16.0,,0.16,15.040000000000001
2021-09-30,83,16.0,,0.16,13.280000000000001
2021-10-01,56,17.0,False,0.17,9.520000000000001
2021-10-02,62,17.0,,0.17,10.540000000000001
2021-10-03,56,17.0,,0.17,9.520000000000001
2021-10-04,62,17.0,,0.17,10.540000000000001
2021-10-05,67,17.0,,0.17,11.39
2021-10-06,61,17.0,,0.17,10.370000000000001
2021-10-07,65,17.0,,0.17,11.05
2021-10-08,61,17.0,,0.17,10.370000000000001
2021-10-09,61,17.0,,0.17,10.370000000000001
2021-10-10,54,17.0,,0.17,9.180000000000001
2021-10-11,62,17.0,,0.17,10.540000000000001
2021-10-12,67,17.0,,0.17,11.39
2021-10-13,72,17.0,,0.17,12.24
2021-10-14,73,17.0,,0.17,12.41
2021-10-15,69,17.0,,0.17,11.73
2021-10-16,59,17.0,,0.17,10.030000000000001
2021-10-17,66,17.0,,0.17,11.22
2021-10-18,67,17.0,,0.17,11.39
2021-10-19,68,17.0,,0.17,11.56
2021-10-20,64,17.0,,0.17,10.88
2021-10-21,72,17.0,,0.17,12.24
2021-10-22,73,17.0,,0.17,12.41
2021-10-23,64,17.0,,0.17,10.88
2021-10-24,65,17.0,,0.17,11.05
2021-10-25,89,17.0,,0.17,15.13
2021-10-26,93,17.0,,0.17,15.81
2021-10-27,70,17.0,,0.17,11.9
2021-10-28,73,17.0,,0.17,12.41
2021-10-29,74,17.0,,0.17,12.58
2021-10-30,100,17.0,,0.17,17.0
2021-10-31,80,17.0,,0.17,13.600000000000001
2021-11-01,95,19.0,False,0.19,18.05
2021-11-02,82,19.0,,0.19,15.58
2021-11-03,75,19.0,,0.19,14.25
2021-11-04,100,19.0,,0.19,19.0
2021-11-05,95,19.0,,0.19,18.05
2021-11-06,80,19.0,,0.19,15.2
2021-11-07,85,19.0,,0.19,16.15
2021-11-08,83,19.0,,0.19,15.77
2021-11-09,90,19.0,,0.19,17.1
2021-11-10,88,19.0,,0.19,16.72
2021-11-11,88,19.0,,0.19,16.72
2021-11-12,84,19.0,,0.19,15.96
2021-11-13,75,19.0,,0.19,14.25
2021-11-14,79,19.0,,0.19,15.01
2021-11-15,89,19.0,,0.19,16.91
2021-11-16,85,19.0,,0.19,16.15
2021-11-17,91,19.0,,0.19,17.29
2021-11-18,92,19.0,,0.19,17.48
2021-11-19,81,19.0,,0.19,15.39
2021-11-20,80,19.0,,0.19,15.2
2021-11-21,78,19.0,,0.19,14.82
2021-11-22,86,19.0,,0.19,16.34
2021-11-23,95,19.0,,0.19,18.05
2021-11-24,81,19.0,,0.19,15.39
2021-11-25,67,19.0,,0.19,12.73
2021-11-26,67,19.0,,0.19,12.73
2021-11-27,78,19.0,,0.19,14.82
2021-11-28,83,19.0,,0.19,15.77
2021-11-29,85,19.0,,0.19,16.15
2021-11-30,87,19.0,,0.19,16.53
2021-12-01,38,29.0,False,0.29,11.02
2021-12-02,38,29.0,,0.29,11.02
2021-12-03,39,29.0,,0.29,11.309999999999999
2021-12-04,41,29.0,,0.29,11.889999999999999
2021-12-05,37,29.0,,0.29,10.729999999999999
2021-12-06,43,29.0,,0.29,12.469999999999999
2021-12-07,44,29.0,,0.29,12.76
2021-12-08,49,29.0,,0.29,14.209999999999999
2021-12-09,47,29.0,,0.29,13.629999999999999
2021-12-10,42,29.0,,0.29,12.18
2021-12-11,41,29.0,,0.29,11.889999999999999
2021-12-12,45,29.0,,0.29,13.049999999999999
2021-12-13,51,29.0,,0.29,14.79
2021-12-14,62,29.0,,0.29,17.98
2021-12-15,53,29.0,,0.29,15.37
2021-12-16,64,29.0,,0.29,18.56
2021-12-17,53,29.0,,0.29,15.37
2021-12-18,55,29.0,,0.29,15.95
2021-12-19,50,29.0,,0.29,14.499999999999998
2021-12-20,56,29.0,,0.29,16.24
2021-12-21,67,29.0,,0.29,19.43
2021-12-22,59,29.0,,0.29,17.11
2021-12-23,58,29.0,,0.29,16.82
2021-12-24,53,29.0,,0.29,15.37
2021-12-25,46,29.0,,0.29,13.34
2021-12-26,66,29.0,,0.29,19.139999999999997
2021-12-27,73,29.0,,0.29,21.169999999999998
2021-12-28,84,29.0,,0.29,24.36
2021-12-29,83,29.0,,0.29,24.069999999999997
2021-12-30,96,29.0,,0.29,27.839999999999996
2021-12-31,100,29.0,,0.29,28.999999999999996
