date,JAN_unscaled,JAN_monthly,isPartial,scale,JAN
2017-12-25,44,26.0,,0.26,11.440000000000001
2017-12-26,53,26.0,,0.26,13.780000000000001
2017-12-27,59,26.0,,0.26,15.34
2017-12-28,69,26.0,,0.26,17.94
2017-12-29,73,26.0,,0.26,18.98
2017-12-30,70,26.0,,0.26,18.2
2017-12-31,100,26.0,,0.26,26.0
2018-01-01,75,93.0,False,0.93,69.75
2018-01-02,68,93.0,,0.93,63.24
2018-01-03,76,93.0,,0.93,70.68
2018-01-04,86,93.0,,0.93,79.98
2018-01-05,75,93.0,,0.93,69.75
2018-01-06,89,93.0,,0.93,82.77000000000001
2018-01-07,100,93.0,,0.93,93.0
2018-01-08,69,93.0,,0.93,64.17
2018-01-09,61,93.0,,0.93,56.730000000000004
2018-01-10,62,93.0,,0.93,57.660000000000004
2018-01-11,62,93.0,,0.93,57.660000000000004
2018-01-12,65,93.0,,0.93,60.45
2018-01-13,76,93.0,,0.93,70.68
2018-01-14,72,93.0,,0.93,66.96000000000001
2018-01-15,71,93.0,,0.93,66.03
2018-01-16,66,93.0,,0.93,61.38
2018-01-17,67,93.0,,0.93,62.31
2018-01-18,61,93.0,,0.93,56.730000000000004
2018-01-19,57,93.0,,0.93,53.010000000000005
2018-01-20,68,93.0,,0.93,63.24
2018-01-21,63,93.0,,0.93,58.59
2018-01-22,52,93.0,,0.93,48.36
2018-01-23,53,93.0,,0.93,49.29
2018-01-24,51,93.0,,0.93,47.43
2018-01-25,53,93.0,,0.93,49.29
2018-01-26,53,93.0,,0.93,49.29
2018-01-27,56,93.0,,0.93,52.080000000000005
2018-01-28,60,93.0,,0.93,55.800000000000004
2018-01-29,51,93.0,,0.93,47.43
2018-01-30,57,93.0,,0.93,53.010000000000005
2018-01-31,68,93.0,,0.93,63.24
2018-02-01,100,22.0,False,0.22,22.0
2018-02-02,59,22.0,,0.22,12.98
2018-02-03,49,22.0,,0.22,10.78
2018-02-04,50,22.0,,0.22,11.0
2018-02-05,42,22.0,,0.22,9.24
2018-02-06,43,22.0,,0.22,9.46
2018-02-07,40,22.0,,0.22,8.8
2018-02-08,39,22.0,,0.22,8.58
2018-02-09,38,22.0,,0.22,8.36
2018-02-10,35,22.0,,0.22,7.7
2018-02-11,44,22.0,,0.22,9.68
2018-02-12,44,22.0,,0.22,9.68
2018-02-13,40,22.0,,0.22,8.8
2018-02-14,34,22.0,,0.22,7.48
2018-02-15,39,22.0,,0.22,8.58
2018-02-16,35,22.0,,0.22,7.7
2018-02-17,34,22.0,,0.22,7.48
2018-02-18,33,22.0,,0.22,7.26
2018-02-19,34,22.0,,0.22,7.48
2018-02-20,34,22.0,,0.22,7.48
2018-02-21,32,22.0,,0.22,7.04
2018-02-22,32,22.0,,0.22,7.04
2018-02-23,32,22.0,,0.22,7.04
2018-02-24,32,22.0,,0.22,7.04
2018-02-25,32,22.0,,0.22,7.04
2018-02-26,30,22.0,,0.22,6.6
2018-02-27,32,22.0,,0.22,7.04
2018-02-28,31,22.0,,0.22,6.82
2018-03-01,87,15.0,False,0.15,13.049999999999999
2018-03-02,88,15.0,,0.15,13.2
2018-03-03,77,15.0,,0.15,11.549999999999999
2018-03-04,90,15.0,,0.15,13.5
2018-03-05,82,15.0,,0.15,12.299999999999999
2018-03-06,100,15.0,,0.15,15.0
2018-03-07,92,15.0,,0.15,13.799999999999999
2018-03-08,87,15.0,,0.15,13.049999999999999
2018-03-09,85,15.0,,0.15,12.75
2018-03-10,92,15.0,,0.15,13.799999999999999
2018-03-11,81,15.0,,0.15,12.15
2018-03-12,83,15.0,,0.15,12.45
2018-03-13,86,15.0,,0.15,12.9
2018-03-14,86,15.0,,0.15,12.9
2018-03-15,82,15.0,,0.15,12.299999999999999
2018-03-16,85,15.0,,0.15,12.75
2018-03-17,76,15.0,,0.15,11.4
2018-03-18,83,15.0,,0.15,12.45
2018-03-19,78,15.0,,0.15,11.7
2018-03-20,95,15.0,,0.15,14.25
2018-03-21,85,15.0,,0.15,12.75
2018-03-22,80,15.0,,0.15,12.0
2018-03-23,87,15.0,,0.15,13.049999999999999
2018-03-24,76,15.0,,0.15,11.4
2018-03-25,81,15.0,,0.15,12.15
2018-03-26,80,15.0,,0.15,12.0
2018-03-27,90,15.0,,0.15,13.5
2018-03-28,81,15.0,,0.15,12.15
2018-03-29,84,15.0,,0.15,12.6
2018-03-30,73,15.0,,0.15,10.95
2018-03-31,79,15.0,,0.15,11.85
2018-04-01,57,15.0,False,0.15,8.549999999999999
2018-04-02,58,15.0,,0.15,8.7
2018-04-03,56,15.0,,0.15,8.4
2018-04-04,57,15.0,,0.15,8.549999999999999
2018-04-05,64,15.0,,0.15,9.6
2018-04-06,56,15.0,,0.15,8.4
2018-04-07,60,15.0,,0.15,9.0
2018-04-08,63,15.0,,0.15,9.45
2018-04-09,63,15.0,,0.15,9.45
2018-04-10,59,15.0,,0.15,8.85
2018-04-11,56,15.0,,0.15,8.4
2018-04-12,52,15.0,,0.15,7.8
2018-04-13,57,15.0,,0.15,8.549999999999999
2018-04-14,55,15.0,,0.15,8.25
2018-04-15,59,15.0,,0.15,8.85
2018-04-16,57,15.0,,0.15,8.549999999999999
2018-04-17,61,15.0,,0.15,9.15
2018-04-18,56,15.0,,0.15,8.4
2018-04-19,54,15.0,,0.15,8.1
2018-04-20,55,15.0,,0.15,8.25
2018-04-21,52,15.0,,0.15,7.8
2018-04-22,51,15.0,,0.15,7.6499999999999995
2018-04-23,54,15.0,,0.15,8.1
2018-04-24,60,15.0,,0.15,9.0
2018-04-25,52,15.0,,0.15,7.8
2018-04-26,65,15.0,,0.15,9.75
2018-04-27,50,15.0,,0.15,7.5
2018-04-28,100,15.0,,0.15,15.0
2018-04-29,86,15.0,,0.15,12.9
2018-04-30,70,15.0,,0.15,10.5
2018-05-01,100,14.0,False,0.14,14.000000000000002
2018-05-02,68,14.0,,0.14,9.520000000000001
2018-05-03,62,14.0,,0.14,8.680000000000001
2018-05-04,59,14.0,,0.14,8.260000000000002
2018-05-05,50,14.0,,0.14,7.000000000000001
2018-05-06,62,14.0,,0.14,8.680000000000001
2018-05-07,61,14.0,,0.14,8.540000000000001
2018-05-08,61,14.0,,0.14,8.540000000000001
2018-05-09,62,14.0,,0.14,8.680000000000001
2018-05-10,63,14.0,,0.14,8.82
2018-05-11,62,14.0,,0.14,8.680000000000001
2018-05-12,58,14.0,,0.14,8.120000000000001
2018-05-13,57,14.0,,0.14,7.98
2018-05-14,62,14.0,,0.14,8.680000000000001
2018-05-15,62,14.0,,0.14,8.680000000000001
2018-05-16,55,14.0,,0.14,7.700000000000001
2018-05-17,58,14.0,,0.14,8.120000000000001
2018-05-18,55,14.0,,0.14,7.700000000000001
2018-05-19,49,14.0,,0.14,6.86
2018-05-20,52,14.0,,0.14,7.280000000000001
2018-05-21,61,14.0,,0.14,8.540000000000001
2018-05-22,66,14.0,,0.14,9.24
2018-05-23,67,14.0,,0.14,9.38
2018-05-24,66,14.0,,0.14,9.24
2018-05-25,58,14.0,,0.14,8.120000000000001
2018-05-26,51,14.0,,0.14,7.140000000000001
2018-05-27,60,14.0,,0.14,8.4
2018-05-28,54,14.0,,0.14,7.5600000000000005
2018-05-29,57,14.0,,0.14,7.98
2018-05-30,67,14.0,,0.14,9.38
2018-05-31,80,14.0,,0.14,11.200000000000001
2018-06-01,100,14.0,False,0.14,14.000000000000002
2018-06-02,98,14.0,,0.14,13.72
2018-06-03,88,14.0,,0.14,12.32
2018-06-04,90,14.0,,0.14,12.600000000000001
2018-06-05,81,14.0,,0.14,11.340000000000002
2018-06-06,91,14.0,,0.14,12.740000000000002
2018-06-07,88,14.0,,0.14,12.32
2018-06-08,83,14.0,,0.14,11.620000000000001
2018-06-09,66,14.0,,0.14,9.24
2018-06-10,83,14.0,,0.14,11.620000000000001
2018-06-11,92,14.0,,0.14,12.88
2018-06-12,82,14.0,,0.14,11.48
2018-06-13,84,14.0,,0.14,11.760000000000002
2018-06-14,83,14.0,,0.14,11.620000000000001
2018-06-15,71,14.0,,0.14,9.940000000000001
2018-06-16,75,14.0,,0.14,10.500000000000002
2018-06-17,84,14.0,,0.14,11.760000000000002
2018-06-18,81,14.0,,0.14,11.340000000000002
2018-06-19,88,14.0,,0.14,12.32
2018-06-20,78,14.0,,0.14,10.920000000000002
2018-06-21,80,14.0,,0.14,11.200000000000001
2018-06-22,80,14.0,,0.14,11.200000000000001
2018-06-23,70,14.0,,0.14,9.8
2018-06-24,74,14.0,,0.14,10.360000000000001
2018-06-25,79,14.0,,0.14,11.06
2018-06-26,80,14.0,,0.14,11.200000000000001
2018-06-27,75,14.0,,0.14,10.500000000000002
2018-06-28,77,14.0,,0.14,10.780000000000001
2018-06-29,70,14.0,,0.14,9.8
2018-06-30,69,14.0,,0.14,9.66
2018-07-01,80,14.0,False,0.14,11.200000000000001
2018-07-02,90,14.0,,0.14,12.600000000000001
2018-07-03,91,14.0,,0.14,12.740000000000002
2018-07-04,82,14.0,,0.14,11.48
2018-07-05,96,14.0,,0.14,13.440000000000001
2018-07-06,92,14.0,,0.14,12.88
2018-07-07,91,14.0,,0.14,12.740000000000002
2018-07-08,85,14.0,,0.14,11.9
2018-07-09,88,14.0,,0.14,12.32
2018-07-10,92,14.0,,0.14,12.88
2018-07-11,76,14.0,,0.14,10.64
2018-07-12,77,14.0,,0.14,10.780000000000001
2018-07-13,90,14.0,,0.14,12.600000000000001
2018-07-14,85,14.0,,0.14,11.9
2018-07-15,82,14.0,,0.14,11.48
2018-07-16,87,14.0,,0.14,12.180000000000001
2018-07-17,81,14.0,,0.14,11.340000000000002
2018-07-18,90,14.0,,0.14,12.600000000000001
2018-07-19,100,14.0,,0.14,14.000000000000002
2018-07-20,87,14.0,,0.14,12.180000000000001
2018-07-21,84,14.0,,0.14,11.760000000000002
2018-07-22,86,14.0,,0.14,12.040000000000001
2018-07-23,89,14.0,,0.14,12.46
2018-07-24,92,14.0,,0.14,12.88
2018-07-25,96,14.0,,0.14,13.440000000000001
2018-07-26,97,14.0,,0.14,13.580000000000002
2018-07-27,89,14.0,,0.14,12.46
2018-07-28,88,14.0,,0.14,12.32
2018-07-29,86,14.0,,0.14,12.040000000000001
2018-07-30,99,14.0,,0.14,13.860000000000001
2018-07-31,82,14.0,,0.14,11.48
2018-08-01,82,14.0,False,0.14,11.48
2018-08-02,77,14.0,,0.14,10.780000000000001
2018-08-03,86,14.0,,0.14,12.040000000000001
2018-08-04,86,14.0,,0.14,12.040000000000001
2018-08-05,87,14.0,,0.14,12.180000000000001
2018-08-06,83,14.0,,0.14,11.620000000000001
2018-08-07,97,14.0,,0.14,13.580000000000002
2018-08-08,87,14.0,,0.14,12.180000000000001
2018-08-09,76,14.0,,0.14,10.64
2018-08-10,100,14.0,,0.14,14.000000000000002
2018-08-11,82,14.0,,0.14,11.48
2018-08-12,81,14.0,,0.14,11.340000000000002
2018-08-13,82,14.0,,0.14,11.48
2018-08-14,90,14.0,,0.14,12.600000000000001
2018-08-15,89,14.0,,0.14,12.46
2018-08-16,84,14.0,,0.14,11.760000000000002
2018-08-17,76,14.0,,0.14,10.64
2018-08-18,79,14.0,,0.14,11.06
2018-08-19,88,14.0,,0.14,12.32
2018-08-20,81,14.0,,0.14,11.340000000000002
2018-08-21,83,14.0,,0.14,11.620000000000001
2018-08-22,85,14.0,,0.14,11.9
2018-08-23,83,14.0,,0.14,11.620000000000001
2018-08-24,84,14.0,,0.14,11.760000000000002
2018-08-25,76,14.0,,0.14,10.64
2018-08-26,100,14.0,,0.14,14.000000000000002
2018-08-27,87,14.0,,0.14,12.180000000000001
2018-08-28,92,14.0,,0.14,12.88
2018-08-29,86,14.0,,0.14,12.040000000000001
2018-08-30,84,14.0,,0.14,11.760000000000002
2018-08-31,87,14.0,,0.14,12.180000000000001
2018-09-01,54,14.0,False,0.14,7.5600000000000005
2018-09-02,58,14.0,,0.14,8.120000000000001
2018-09-03,53,14.0,,0.14,7.420000000000001
2018-09-04,61,14.0,,0.14,8.540000000000001
2018-09-05,50,14.0,,0.14,7.000000000000001
2018-09-06,56,14.0,,0.14,7.840000000000001
2018-09-07,56,14.0,,0.14,7.840000000000001
2018-09-08,52,14.0,,0.14,7.280000000000001
2018-09-09,55,14.0,,0.14,7.700000000000001
2018-09-10,58,14.0,,0.14,8.120000000000001
2018-09-11,62,14.0,,0.14,8.680000000000001
2018-09-12,57,14.0,,0.14,7.98
2018-09-13,64,14.0,,0.14,8.96
2018-09-14,57,14.0,,0.14,7.98
2018-09-15,68,14.0,,0.14,9.520000000000001
2018-09-16,61,14.0,,0.14,8.540000000000001
2018-09-17,59,14.0,,0.14,8.260000000000002
2018-09-18,100,14.0,,0.14,14.000000000000002
2018-09-19,70,14.0,,0.14,9.8
2018-09-20,57,14.0,,0.14,7.98
2018-09-21,62,14.0,,0.14,8.680000000000001
2018-09-22,56,14.0,,0.14,7.840000000000001
2018-09-23,51,14.0,,0.14,7.140000000000001
2018-09-24,61,14.0,,0.14,8.540000000000001
2018-09-25,65,14.0,,0.14,9.100000000000001
2018-09-26,56,14.0,,0.14,7.840000000000001
2018-09-27,59,14.0,,0.14,8.260000000000002
2018-09-28,58,14.0,,0.14,8.120000000000001
2018-09-29,55,14.0,,0.14,7.700000000000001
2018-09-30,59,14.0,,0.14,8.260000000000002
2018-10-01,83,15.0,False,0.15,12.45
2018-10-02,80,15.0,,0.15,12.0
2018-10-03,79,15.0,,0.15,11.85
2018-10-04,76,15.0,,0.15,11.4
2018-10-05,81,15.0,,0.15,12.15
2018-10-06,70,15.0,,0.15,10.5
2018-10-07,73,15.0,,0.15,10.95
2018-10-08,79,15.0,,0.15,11.85
2018-10-09,82,15.0,,0.15,12.299999999999999
2018-10-10,81,15.0,,0.15,12.15
2018-10-11,83,15.0,,0.15,12.45
2018-10-12,72,15.0,,0.15,10.799999999999999
2018-10-13,73,15.0,,0.15,10.95
2018-10-14,71,15.0,,0.15,10.65
2018-10-15,82,15.0,,0.15,12.299999999999999
2018-10-16,77,15.0,,0.15,11.549999999999999
2018-10-17,74,15.0,,0.15,11.1
2018-10-18,78,15.0,,0.15,11.7
2018-10-19,88,15.0,,0.15,13.2
2018-10-20,69,15.0,,0.15,10.35
2018-10-21,68,15.0,,0.15,10.2
2018-10-22,88,15.0,,0.15,13.2
2018-10-23,79,15.0,,0.15,11.85
2018-10-24,83,15.0,,0.15,12.45
2018-10-25,100,15.0,,0.15,15.0
2018-10-26,86,15.0,,0.15,12.9
2018-10-27,70,15.0,,0.15,10.5
2018-10-28,73,15.0,,0.15,10.95
2018-10-29,74,15.0,,0.15,11.1
2018-10-30,81,15.0,,0.15,12.15
2018-10-31,85,15.0,,0.15,12.75
2018-11-01,72,17.0,False,0.17,12.24
2018-11-02,75,17.0,,0.17,12.750000000000002
2018-11-03,68,17.0,,0.17,11.56
2018-11-04,65,17.0,,0.17,11.05
2018-11-05,75,17.0,,0.17,12.750000000000002
2018-11-06,75,17.0,,0.17,12.750000000000002
2018-11-07,73,17.0,,0.17,12.41
2018-11-08,71,17.0,,0.17,12.07
2018-11-09,73,17.0,,0.17,12.41
2018-11-10,71,17.0,,0.17,12.07
2018-11-11,66,17.0,,0.17,11.22
2018-11-12,80,17.0,,0.17,13.600000000000001
2018-11-13,82,17.0,,0.17,13.940000000000001
2018-11-14,83,17.0,,0.17,14.110000000000001
2018-11-15,84,17.0,,0.17,14.280000000000001
2018-11-16,74,17.0,,0.17,12.58
2018-11-17,67,17.0,,0.17,11.39
2018-11-18,69,17.0,,0.17,11.73
2018-11-19,81,17.0,,0.17,13.770000000000001
2018-11-20,83,17.0,,0.17,14.110000000000001
2018-11-21,70,17.0,,0.17,11.9
2018-11-22,65,17.0,,0.17,11.05
2018-11-23,68,17.0,,0.17,11.56
2018-11-24,70,17.0,,0.17,11.9
2018-11-25,83,17.0,,0.17,14.110000000000001
2018-11-26,78,17.0,,0.17,13.260000000000002
2018-11-27,88,17.0,,0.17,14.96
2018-11-28,84,17.0,,0.17,14.280000000000001
2018-11-29,100,17.0,,0.17,17.0
2018-11-30,85,17.0,,0.17,14.450000000000001
2018-12-01,32,25.0,False,0.25,8.0
2018-12-02,32,25.0,,0.25,8.0
2018-12-03,37,25.0,,0.25,9.25
2018-12-04,33,25.0,,0.25,8.25
2018-12-05,32,25.0,,0.25,8.0
2018-12-06,36,25.0,,0.25,9.0
2018-12-07,39,25.0,,0.25,9.75
2018-12-08,32,25.0,,0.25,8.0
2018-12-09,32,25.0,,0.25,8.0
2018-12-10,37,25.0,,0.25,9.25
2018-12-11,39,25.0,,0.25,9.75
2018-12-12,39,25.0,,0.25,9.75
2018-12-13,41,25.0,,0.25,10.25
2018-12-14,39,25.0,,0.25,9.75
2018-12-15,35,25.0,,0.25,8.75
2018-12-16,33,25.0,,0.25,8.25
2018-12-17,41,25.0,,0.25,10.25
2018-12-18,43,25.0,,0.25,10.75
2018-12-19,46,25.0,,0.25,11.5
2018-12-20,44,25.0,,0.25,11.0
2018-12-21,48,25.0,,0.25,12.0
2018-12-22,43,25.0,,0.25,10.75
2018-12-23,40,25.0,,0.25,10.0
2018-12-24,44,25.0,,0.25,11.0
2018-12-25,43,25.0,,0.25,10.75
2018-12-26,54,25.0,,0.25,13.5
2018-12-27,66,25.0,,0.25,16.5
2018-12-28,65,25.0,,0.25,16.25
2018-12-29,65,25.0,,0.25,16.25
2018-12-30,77,25.0,,0.25,19.25
2018-12-31,100,25.0,,0.25,25.0
2019-01-01,96,83.0,False,0.83,79.67999999999999
2019-01-02,88,83.0,,0.83,73.03999999999999
2019-01-03,84,83.0,,0.83,69.72
2019-01-04,82,83.0,,0.83,68.06
2019-01-05,83,83.0,,0.83,68.89
2019-01-06,82,83.0,,0.83,68.06
2019-01-07,76,83.0,,0.83,63.08
2019-01-08,73,83.0,,0.83,60.589999999999996
2019-01-09,80,83.0,,0.83,66.39999999999999
2019-01-10,73,83.0,,0.83,60.589999999999996
2019-01-11,77,83.0,,0.83,63.91
2019-01-12,80,83.0,,0.83,66.39999999999999
2019-01-13,81,83.0,,0.83,67.22999999999999
2019-01-14,77,83.0,,0.83,63.91
2019-01-15,74,83.0,,0.83,61.419999999999995
2019-01-16,75,83.0,,0.83,62.25
2019-01-17,76,83.0,,0.83,63.08
2019-01-18,77,83.0,,0.83,63.91
2019-01-19,91,83.0,,0.83,75.53
2019-01-20,96,83.0,,0.83,79.67999999999999
2019-01-21,100,83.0,,0.83,83.0
2019-01-22,73,83.0,,0.83,60.589999999999996
2019-01-23,69,83.0,,0.83,57.269999999999996
2019-01-24,68,83.0,,0.83,56.44
2019-01-25,70,83.0,,0.83,58.099999999999994
2019-01-26,72,83.0,,0.83,59.76
2019-01-27,70,83.0,,0.83,58.099999999999994
2019-01-28,68,83.0,,0.83,56.44
2019-01-29,70,83.0,,0.83,58.099999999999994
2019-01-30,75,83.0,,0.83,62.25
2019-01-31,67,83.0,,0.83,55.61
2019-02-01,100,25.0,False,0.25,25.0
2019-02-02,79,25.0,,0.25,19.75
2019-02-03,69,25.0,,0.25,17.25
2019-02-04,66,25.0,,0.25,16.5
2019-02-05,71,25.0,,0.25,17.75
2019-02-06,58,25.0,,0.25,14.5
2019-02-07,58,25.0,,0.25,14.5
2019-02-08,53,25.0,,0.25,13.25
2019-02-09,56,25.0,,0.25,14.0
2019-02-10,54,25.0,,0.25,13.5
2019-02-11,51,25.0,,0.25,12.75
2019-02-12,53,25.0,,0.25,13.25
2019-02-13,53,25.0,,0.25,13.25
2019-02-14,53,25.0,,0.25,13.25
2019-02-15,48,25.0,,0.25,12.0
2019-02-16,53,25.0,,0.25,13.25
2019-02-17,55,25.0,,0.25,13.75
2019-02-18,51,25.0,,0.25,12.75
2019-02-19,56,25.0,,0.25,14.0
2019-02-20,53,25.0,,0.25,13.25
2019-02-21,48,25.0,,0.25,12.0
2019-02-22,51,25.0,,0.25,12.75
2019-02-23,48,25.0,,0.25,12.0
2019-02-24,46,25.0,,0.25,11.5
2019-02-25,45,25.0,,0.25,11.25
2019-02-26,46,25.0,,0.25,11.5
2019-02-27,41,25.0,,0.25,10.25
2019-02-28,39,25.0,,0.25,9.75
2019-03-01,15,28.0,False,0.28,4.2
2019-03-02,13,28.0,,0.28,3.6400000000000006
2019-03-03,13,28.0,,0.28,3.6400000000000006
2019-03-04,13,28.0,,0.28,3.6400000000000006
2019-03-05,13,28.0,,0.28,3.6400000000000006
2019-03-06,12,28.0,,0.28,3.3600000000000003
2019-03-07,12,28.0,,0.28,3.3600000000000003
2019-03-08,85,28.0,,0.28,23.8
2019-03-09,100,28.0,,0.28,28.000000000000004
2019-03-10,32,28.0,,0.28,8.96
2019-03-11,20,28.0,,0.28,5.6000000000000005
2019-03-12,15,28.0,,0.28,4.2
2019-03-13,13,28.0,,0.28,3.6400000000000006
2019-03-14,12,28.0,,0.28,3.3600000000000003
2019-03-15,12,28.0,,0.28,3.3600000000000003
2019-03-16,11,28.0,,0.28,3.08
2019-03-17,12,28.0,,0.28,3.3600000000000003
2019-03-18,13,28.0,,0.28,3.6400000000000006
2019-03-19,12,28.0,,0.28,3.3600000000000003
2019-03-20,12,28.0,,0.28,3.3600000000000003
2019-03-21,29,28.0,,0.28,8.120000000000001
2019-03-22,19,28.0,,0.28,5.32
2019-03-23,14,28.0,,0.28,3.9200000000000004
2019-03-24,13,28.0,,0.28,3.6400000000000006
2019-03-25,13,28.0,,0.28,3.6400000000000006
2019-03-26,13,28.0,,0.28,3.6400000000000006
2019-03-27,12,28.0,,0.28,3.3600000000000003
2019-03-28,11,28.0,,0.28,3.08
2019-03-29,10,28.0,,0.28,2.8000000000000003
2019-03-30,11,28.0,,0.28,3.08
2019-03-31,11,28.0,,0.28,3.08
2019-04-01,94,14.0,False,0.14,13.160000000000002
2019-04-02,94,14.0,,0.14,13.160000000000002
2019-04-03,91,14.0,,0.14,12.740000000000002
2019-04-04,84,14.0,,0.14,11.760000000000002
2019-04-05,93,14.0,,0.14,13.020000000000001
2019-04-06,86,14.0,,0.14,12.040000000000001
2019-04-07,82,14.0,,0.14,11.48
2019-04-08,99,14.0,,0.14,13.860000000000001
2019-04-09,92,14.0,,0.14,12.88
2019-04-10,87,14.0,,0.14,12.180000000000001
2019-04-11,87,14.0,,0.14,12.180000000000001
2019-04-12,94,14.0,,0.14,13.160000000000002
2019-04-13,82,14.0,,0.14,11.48
2019-04-14,86,14.0,,0.14,12.040000000000001
2019-04-15,95,14.0,,0.14,13.3
2019-04-16,91,14.0,,0.14,12.740000000000002
2019-04-17,100,14.0,,0.14,14.000000000000002
2019-04-18,86,14.0,,0.14,12.040000000000001
2019-04-19,72,14.0,,0.14,10.080000000000002
2019-04-20,79,14.0,,0.14,11.06
2019-04-21,75,14.0,,0.14,10.500000000000002
2019-04-22,84,14.0,,0.14,11.760000000000002
2019-04-23,87,14.0,,0.14,12.180000000000001
2019-04-24,83,14.0,,0.14,11.620000000000001
2019-04-25,94,14.0,,0.14,13.160000000000002
2019-04-26,84,14.0,,0.14,11.760000000000002
2019-04-27,78,14.0,,0.14,10.920000000000002
2019-04-28,77,14.0,,0.14,10.780000000000001
2019-04-29,97,14.0,,0.14,13.580000000000002
2019-04-30,94,14.0,,0.14,13.160000000000002
2019-05-01,86,14.0,False,0.14,12.040000000000001
2019-05-02,87,14.0,,0.14,12.180000000000001
2019-05-03,80,14.0,,0.14,11.200000000000001
2019-05-04,77,14.0,,0.14,10.780000000000001
2019-05-05,75,14.0,,0.14,10.500000000000002
2019-05-06,80,14.0,,0.14,11.200000000000001
2019-05-07,85,14.0,,0.14,11.9
2019-05-08,80,14.0,,0.14,11.200000000000001
2019-05-09,100,14.0,,0.14,14.000000000000002
2019-05-10,81,14.0,,0.14,11.340000000000002
2019-05-11,73,14.0,,0.14,10.22
2019-05-12,83,14.0,,0.14,11.620000000000001
2019-05-13,77,14.0,,0.14,10.780000000000001
2019-05-14,81,14.0,,0.14,11.340000000000002
2019-05-15,83,14.0,,0.14,11.620000000000001
2019-05-16,81,14.0,,0.14,11.340000000000002
2019-05-17,77,14.0,,0.14,10.780000000000001
2019-05-18,74,14.0,,0.14,10.360000000000001
2019-05-19,81,14.0,,0.14,11.340000000000002
2019-05-20,74,14.0,,0.14,10.360000000000001
2019-05-21,79,14.0,,0.14,11.06
2019-05-22,84,14.0,,0.14,11.760000000000002
2019-05-23,78,14.0,,0.14,10.920000000000002
2019-05-24,76,14.0,,0.14,10.64
2019-05-25,66,14.0,,0.14,9.24
2019-05-26,70,14.0,,0.14,9.8
2019-05-27,79,14.0,,0.14,11.06
2019-05-28,83,14.0,,0.14,11.620000000000001
2019-05-29,82,14.0,,0.14,11.48
2019-05-30,88,14.0,,0.14,12.32
2019-05-31,83,14.0,,0.14,11.620000000000001
2019-06-01,76,13.0,False,0.13,9.88
2019-06-02,99,13.0,,0.13,12.870000000000001
2019-06-03,90,13.0,,0.13,11.700000000000001
2019-06-04,82,13.0,,0.13,10.66
2019-06-05,85,13.0,,0.13,11.05
2019-06-06,89,13.0,,0.13,11.57
2019-06-07,81,13.0,,0.13,10.530000000000001
2019-06-08,78,13.0,,0.13,10.14
2019-06-09,83,13.0,,0.13,10.790000000000001
2019-06-10,94,13.0,,0.13,12.22
2019-06-11,100,13.0,,0.13,13.0
2019-06-12,82,13.0,,0.13,10.66
2019-06-13,100,13.0,,0.13,13.0
2019-06-14,88,13.0,,0.13,11.440000000000001
2019-06-15,84,13.0,,0.13,10.92
2019-06-16,96,13.0,,0.13,12.48
2019-06-17,93,13.0,,0.13,12.09
2019-06-18,87,13.0,,0.13,11.31
2019-06-19,92,13.0,,0.13,11.96
2019-06-20,94,13.0,,0.13,12.22
2019-06-21,91,13.0,,0.13,11.83
2019-06-22,76,13.0,,0.13,9.88
2019-06-23,73,13.0,,0.13,9.49
2019-06-24,79,13.0,,0.13,10.27
2019-06-25,81,13.0,,0.13,10.530000000000001
2019-06-26,94,13.0,,0.13,12.22
2019-06-27,80,13.0,,0.13,10.4
2019-06-28,84,13.0,,0.13,10.92
2019-06-29,75,13.0,,0.13,9.75
2019-06-30,86,13.0,,0.13,11.18
2019-07-01,74,13.0,False,0.13,9.620000000000001
2019-07-02,78,13.0,,0.13,10.14
2019-07-03,70,13.0,,0.13,9.1
2019-07-04,68,13.0,,0.13,8.84
2019-07-05,75,13.0,,0.13,9.75
2019-07-06,82,13.0,,0.13,10.66
2019-07-07,100,13.0,,0.13,13.0
2019-07-08,73,13.0,,0.13,9.49
2019-07-09,69,13.0,,0.13,8.97
2019-07-10,81,13.0,,0.13,10.530000000000001
2019-07-11,81,13.0,,0.13,10.530000000000001
2019-07-12,81,13.0,,0.13,10.530000000000001
2019-07-13,80,13.0,,0.13,10.4
2019-07-14,78,13.0,,0.13,10.14
2019-07-15,83,13.0,,0.13,10.790000000000001
2019-07-16,72,13.0,,0.13,9.36
2019-07-17,77,13.0,,0.13,10.01
2019-07-18,73,13.0,,0.13,9.49
2019-07-19,71,13.0,,0.13,9.23
2019-07-20,71,13.0,,0.13,9.23
2019-07-21,76,13.0,,0.13,9.88
2019-07-22,81,13.0,,0.13,10.530000000000001
2019-07-23,73,13.0,,0.13,9.49
2019-07-24,73,13.0,,0.13,9.49
2019-07-25,66,13.0,,0.13,8.58
2019-07-26,79,13.0,,0.13,10.27
2019-07-27,74,13.0,,0.13,9.620000000000001
2019-07-28,67,13.0,,0.13,8.71
2019-07-29,72,13.0,,0.13,9.36
2019-07-30,73,13.0,,0.13,9.49
2019-07-31,76,13.0,,0.13,9.88
2019-08-01,79,14.0,False,0.14,11.06
2019-08-02,83,14.0,,0.14,11.620000000000001
2019-08-03,76,14.0,,0.14,10.64
2019-08-04,89,14.0,,0.14,12.46
