date,SHOP_unscaled,SHOP_monthly,isPartial,scale,SHOP
2021-05-01,92,90.0,False,0.9,82.8
2021-05-02,82,90.0,,0.9,73.8
2021-05-03,79,90.0,,0.9,71.10000000000001
2021-05-04,76,90.0,,0.9,68.4
2021-05-05,75,90.0,,0.9,67.5
2021-05-06,78,90.0,,0.9,70.2
2021-05-07,87,90.0,,0.9,78.3
2021-05-08,100,90.0,,0.9,90.0
2021-05-09,83,90.0,,0.9,74.7
2021-05-10,78,90.0,,0.9,70.2
2021-05-11,76,90.0,,0.9,68.4
2021-05-12,71,90.0,,0.9,63.9
2021-05-13,76,90.0,,0.9,68.4
2021-05-14,82,90.0,,0.9,73.8
2021-05-15,93,90.0,,0.9,83.7
2021-05-16,80,90.0,,0.9,72.0
2021-05-17,76,90.0,,0.9,68.4
2021-05-18,76,90.0,,0.9,68.4
2021-05-19,74,90.0,,0.9,66.60000000000001
2021-05-20,76,90.0,,0.9,68.4
2021-05-21,83,90.0,,0.9,74.7
2021-05-22,90,90.0,,0.9,81.0
2021-05-23,83,90.0,,0.9,74.7
2021-05-24,78,90.0,,0.9,70.2
2021-05-25,78,90.0,,0.9,70.2
2021-05-26,79,90.0,,0.9,71.10000000000001
2021-05-27,76,90.0,,0.9,68.4
2021-05-28,81,90.0,,0.9,72.9
2021-05-29,94,90.0,,0.9,84.60000000000001
2021-05-30,90,90.0,,0.9,81.0
2021-05-31,89,90.0,,0.9,80.10000000000001
2021-06-01,81,92.0,False,0.92,74.52000000000001
2021-06-02,82,92.0,,0.92,75.44
2021-06-03,80,92.0,,0.92,73.60000000000001
2021-06-04,90,92.0,,0.92,82.8
2021-06-05,97,92.0,,0.92,89.24000000000001
2021-06-06,84,92.0,,0.92,77.28
2021-06-07,78,92.0,,0.92,71.76
2021-06-08,77,92.0,,0.92,70.84
2021-06-09,78,92.0,,0.92,71.76
2021-06-10,83,92.0,,0.92,76.36
2021-06-11,88,92.0,,0.92,80.96000000000001
2021-06-12,96,92.0,,0.92,88.32000000000001
2021-06-13,87,92.0,,0.92,80.04
2021-06-14,82,92.0,,0.92,75.44
2021-06-15,82,92.0,,0.92,75.44
2021-06-16,85,92.0,,0.92,78.2
2021-06-17,85,92.0,,0.92,78.2
2021-06-18,92,92.0,,0.92,84.64
2021-06-19,99,92.0,,0.92,91.08
2021-06-20,87,92.0,,0.92,80.04
2021-06-21,82,92.0,,0.92,75.44
2021-06-22,83,92.0,,0.92,76.36
2021-06-23,84,92.0,,0.92,77.28
2021-06-24,85,92.0,,0.92,78.2
2021-06-25,90,92.0,,0.92,82.8
2021-06-26,100,92.0,,0.92,92.0
2021-06-27,88,92.0,,0.92,80.96000000000001
2021-06-28,84,92.0,,0.92,77.28
2021-06-29,83,92.0,,0.92,76.36
2021-06-30,81,92.0,,0.92,74.52000000000001
2021-07-01,85,95.0,False,0.95,80.75
2021-07-02,94,95.0,,0.95,89.3
2021-07-03,100,95.0,,0.95,95.0
2021-07-04,90,95.0,,0.95,85.5
2021-07-05,95,95.0,,0.95,90.25
2021-07-06,84,95.0,,0.95,79.8
2021-07-07,82,95.0,,0.95,77.89999999999999
2021-07-08,85,95.0,,0.95,80.75
2021-07-09,90,95.0,,0.95,85.5
2021-07-10,100,95.0,,0.95,95.0
2021-07-11,85,95.0,,0.95,80.75
2021-07-12,86,95.0,,0.95,81.7
2021-07-13,84,95.0,,0.95,79.8
2021-07-14,86,95.0,,0.95,81.7
2021-07-15,85,95.0,,0.95,80.75
2021-07-16,93,95.0,,0.95,88.35
2021-07-17,99,95.0,,0.95,94.05
2021-07-18,91,95.0,,0.95,86.45
2021-07-19,84,95.0,,0.95,79.8
2021-07-20,84,95.0,,0.95,79.8
2021-07-21,86,95.0,,0.95,81.7
2021-07-22,85,95.0,,0.95,80.75
2021-07-23,92,95.0,,0.95,87.39999999999999
2021-07-24,98,95.0,,0.95,93.1
2021-07-25,89,95.0,,0.95,84.55
2021-07-26,87,95.0,,0.95,82.64999999999999
2021-07-27,82,95.0,,0.95,77.89999999999999
2021-07-28,85,95.0,,0.95,80.75
2021-07-29,83,95.0,,0.95,78.85
2021-07-30,87,95.0,,0.95,82.64999999999999
2021-07-31,96,95.0,,0.95,91.19999999999999
2021-08-01,86,92.0,False,0.92,79.12
2021-08-02,85,92.0,,0.92,78.2
2021-08-03,82,92.0,,0.92,75.44
2021-08-04,83,92.0,,0.92,76.36
2021-08-05,84,92.0,,0.92,77.28
2021-08-06,89,92.0,,0.92,81.88000000000001
2021-08-07,97,92.0,,0.92,89.24000000000001
2021-08-08,87,92.0,,0.92,80.04
2021-08-09,85,92.0,,0.92,78.2
2021-08-10,81,92.0,,0.92,74.52000000000001
2021-08-11,82,92.0,,0.92,75.44
2021-08-12,82,92.0,,0.92,75.44
2021-08-13,92,92.0,,0.92,84.64
2021-08-14,100,92.0,,0.92,92.0
2021-08-15,87,92.0,,0.92,80.04
2021-08-16,84,92.0,,0.92,77.28
2021-08-17,81,92.0,,0.92,74.52000000000001
2021-08-18,82,92.0,,0.92,75.44
2021-08-19,81,92.0,,0.92,74.52000000000001
2021-08-20,86,92.0,,0.92,79.12
2021-08-21,100,92.0,,0.92,92.0
2021-08-22,86,92.0,,0.92,79.12
2021-08-23,81,92.0,,0.92,74.52000000000001
2021-08-24,81,92.0,,0.92,74.52000000000001
2021-08-25,79,92.0,,0.92,72.68
2021-08-26,79,92.0,,0.92,72.68
2021-08-27,83,92.0,,0.92,76.36
2021-08-28,93,92.0,,0.92,85.56
2021-08-29,84,92.0,,0.92,77.28
2021-08-30,78,92.0,,0.92,71.76
2021-08-31,78,92.0,,0.92,71.76
2021-09-01,80,87.0,False,0.87,69.6
2021-09-02,82,87.0,,0.87,71.34
2021-09-03,88,87.0,,0.87,76.56
2021-09-04,100,87.0,,0.87,87.0
2021-09-05,91,87.0,,0.87,79.17
2021-09-06,94,87.0,,0.87,81.78
2021-09-07,82,87.0,,0.87,71.34
2021-09-08,77,87.0,,0.87,66.99
2021-09-09,80,87.0,,0.87,69.6
2021-09-10,84,87.0,,0.87,73.08
2021-09-11,93,87.0,,0.87,80.91
2021-09-12,82,87.0,,0.87,71.34
2021-09-13,79,87.0,,0.87,68.73
2021-09-14,74,87.0,,0.87,64.38
2021-09-15,79,87.0,,0.87,68.73
2021-09-16,79,87.0,,0.87,68.73
2021-09-17,85,87.0,,0.87,73.95
2021-09-18,98,87.0,,0.87,85.26
2021-09-19,86,87.0,,0.87,74.82
2021-09-20,80,87.0,,0.87,69.6
2021-09-21,75,87.0,,0.87,65.25
2021-09-22,79,87.0,,0.87,68.73
2021-09-23,78,87.0,,0.87,67.86
2021-09-24,81,87.0,,0.87,70.47
2021-09-25,93,87.0,,0.87,80.91
2021-09-26,81,87.0,,0.87,70.47
2021-09-27,76,87.0,,0.87,66.12
2021-09-28,77,87.0,,0.87,66.99
2021-09-29,78,87.0,,0.87,67.86
2021-09-30,79,87.0,,0.87,68.73
2021-10-01,86,86.0,False,0.86,73.96
2021-10-02,99,86.0,,0.86,85.14
2021-10-03,88,86.0,,0.86,75.67999999999999
2021-10-04,83,86.0,,0.86,71.38
2021-10-05,80,86.0,,0.86,68.8
2021-10-06,77,86.0,,0.86,66.22
2021-10-07,83,86.0,,0.86,71.38
2021-10-08,87,86.0,,0.86,74.82
2021-10-09,99,86.0,,0.86,85.14
2021-10-10,84,86.0,,0.86,72.24
2021-10-11,85,86.0,,0.86,73.1
2021-10-12,79,86.0,,0.86,67.94
2021-10-13,80,86.0,,0.86,68.8
2021-10-14,82,86.0,,0.86,70.52
2021-10-15,90,86.0,,0.86,77.4
2021-10-16,100,86.0,,0.86,86.0
2021-10-17,91,86.0,,0.86,78.26
2021-10-18,82,86.0,,0.86,70.52
2021-10-19,82,86.0,,0.86,70.52
2021-10-20,78,86.0,,0.86,67.08
2021-10-21,82,86.0,,0.86,70.52
2021-10-22,88,86.0,,0.86,75.67999999999999
2021-10-23,97,86.0,,0.86,83.42
2021-10-24,85,86.0,,0.86,73.1
2021-10-25,82,86.0,,0.86,70.52
2021-10-26,77,86.0,,0.86,66.22
2021-10-27,78,86.0,,0.86,67.08
2021-10-28,82,86.0,,0.86,70.52
2021-10-29,84,86.0,,0.86,72.24
2021-10-30,92,86.0,,0.86,79.12
2021-10-31,83,86.0,,0.86,71.38
2021-11-01,68,95.0,False,0.95,64.6
2021-11-02,67,95.0,,0.95,63.65
2021-11-03,70,95.0,,0.95,66.5
2021-11-04,71,95.0,,0.95,67.45
2021-11-05,74,95.0,,0.95,70.3
2021-11-06,85,95.0,,0.95,80.75
2021-11-07,75,95.0,,0.95,71.25
2021-11-08,70,95.0,,0.95,66.5
2021-11-09,71,95.0,,0.95,67.45
2021-11-10,70,95.0,,0.95,66.5
2021-11-11,74,95.0,,0.95,70.3
2021-11-12,77,95.0,,0.95,73.14999999999999
2021-11-13,88,95.0,,0.95,83.6
2021-11-14,80,95.0,,0.95,76.0
2021-11-15,76,95.0,,0.95,72.2
2021-11-16,74,95.0,,0.95,70.3
2021-11-17,71,95.0,,0.95,67.45
2021-11-18,75,95.0,,0.95,71.25
2021-11-19,76,95.0,,0.95,72.2
2021-11-20,89,95.0,,0.95,84.55
2021-11-21,80,95.0,,0.95,76.0
2021-11-22,78,95.0,,0.95,74.1
2021-11-23,79,95.0,,0.95,75.05
2021-11-24,85,95.0,,0.95,80.75
2021-11-25,87,95.0,,0.95,82.64999999999999
2021-11-26,100,95.0,,0.95,95.0
2021-11-27,94,95.0,,0.95,89.3
2021-11-28,81,95.0,,0.95,76.95
2021-11-29,79,95.0,,0.95,75.05
2021-11-30,74,95.0,,0.95,70.3
2021-12-01,74,95.0,False,0.95,70.3
2021-12-02,74,95.0,,0.95,70.3
2021-12-03,80,95.0,,0.95,76.0
2021-12-04,91,95.0,,0.95,86.45
2021-12-05,84,95.0,,0.95,79.8
2021-12-06,77,95.0,,0.95,73.14999999999999
2021-12-07,75,95.0,,0.95,71.25
2021-12-08,76,95.0,,0.95,72.2
2021-12-09,79,95.0,,0.95,75.05
2021-12-10,86,95.0,,0.95,81.7
2021-12-11,95,95.0,,0.95,90.25
2021-12-12,84,95.0,,0.95,79.8
2021-12-13,81,95.0,,0.95,76.95
2021-12-14,79,95.0,,0.95,75.05
2021-12-15,78,95.0,,0.95,74.1
2021-12-16,86,95.0,,0.95,81.7
2021-12-17,86,95.0,,0.95,81.7
2021-12-18,99,95.0,,0.95,94.05
2021-12-19,87,95.0,,0.95,82.64999999999999
2021-12-20,86,95.0,,0.95,81.7
2021-12-21,86,95.0,,0.95,81.7
2021-12-22,87,95.0,,0.95,82.64999999999999
2021-12-23,97,95.0,,0.95,92.14999999999999
2021-12-24,100,95.0,,0.95,95.0
2021-12-25,82,95.0,,0.95,77.89999999999999
2021-12-26,87,95.0,,0.95,82.64999999999999
2021-12-27,85,95.0,,0.95,80.75
2021-12-28,82,95.0,,0.95,77.89999999999999
2021-12-29,79,95.0,,0.95,75.05
2021-12-30,81,95.0,,0.95,76.95
2021-12-31,84,95.0,,0.95,79.8
