date,JNUG_unscaled,JNUG_monthly,isPartial,scale,JNUG
2016-08-04,42,26.0,,0.26,10.92
2016-08-05,73,26.0,,0.26,18.98
2016-08-06,10,26.0,,0.26,2.6
2016-08-07,2,26.0,,0.26,0.52
2016-08-08,44,26.0,,0.26,11.440000000000001
2016-08-09,53,26.0,,0.26,13.780000000000001
2016-08-10,54,26.0,,0.26,14.040000000000001
2016-08-11,47,26.0,,0.26,12.22
2016-08-12,40,26.0,,0.26,10.4
2016-08-13,5,26.0,,0.26,1.3
2016-08-14,10,26.0,,0.26,2.6
2016-08-15,31,26.0,,0.26,8.06
2016-08-16,40,26.0,,0.26,10.4
2016-08-17,58,26.0,,0.26,15.08
2016-08-18,40,26.0,,0.26,10.4
2016-08-19,67,26.0,,0.26,17.42
2016-08-20,0,26.0,,0.26,0.0
2016-08-21,2,26.0,,0.26,0.52
2016-08-22,48,26.0,,0.26,12.48
2016-08-23,52,26.0,,0.26,13.52
2016-08-24,67,26.0,,0.26,17.42
2016-08-25,100,26.0,,0.26,26.0
2016-08-26,83,26.0,,0.26,21.580000000000002
2016-08-27,14,26.0,,0.26,3.64
2016-08-28,7,26.0,,0.26,1.82
2016-08-29,68,26.0,,0.26,17.68
2016-08-30,66,26.0,,0.26,17.16
2016-08-31,68,26.0,,0.26,17.68
2016-09-01,77,37.0,False,0.37,28.49
2016-09-02,86,37.0,,0.37,31.82
2016-09-03,10,37.0,,0.37,3.7
2016-09-04,6,37.0,,0.37,2.2199999999999998
2016-09-05,9,37.0,,0.37,3.33
2016-09-06,82,37.0,,0.37,30.34
2016-09-07,58,37.0,,0.37,21.46
2016-09-08,59,37.0,,0.37,21.83
2016-09-09,43,37.0,,0.37,15.91
2016-09-10,10,37.0,,0.37,3.7
2016-09-11,9,37.0,,0.37,3.33
2016-09-12,66,37.0,,0.37,24.419999999999998
2016-09-13,66,37.0,,0.37,24.419999999999998
2016-09-14,62,37.0,,0.37,22.94
2016-09-15,71,37.0,,0.37,26.27
2016-09-16,54,37.0,,0.37,19.98
2016-09-17,6,37.0,,0.37,2.2199999999999998
2016-09-18,13,37.0,,0.37,4.81
2016-09-19,76,37.0,,0.37,28.12
2016-09-20,84,37.0,,0.37,31.08
2016-09-21,85,37.0,,0.37,31.45
2016-09-22,69,37.0,,0.37,25.53
2016-09-23,61,37.0,,0.37,22.57
2016-09-24,13,37.0,,0.37,4.81
2016-09-25,6,37.0,,0.37,2.2199999999999998
2016-09-26,51,37.0,,0.37,18.87
2016-09-27,83,37.0,,0.37,30.71
2016-09-28,100,37.0,,0.37,37.0
2016-09-29,70,37.0,,0.37,25.9
2016-09-30,40,37.0,,0.37,14.8
2016-10-01,11,34.0,False,0.34,3.74
2016-10-02,7,34.0,,0.34,2.3800000000000003
2016-10-03,51,34.0,,0.34,17.34
2016-10-04,100,34.0,,0.34,34.0
2016-10-05,97,34.0,,0.34,32.980000000000004
2016-10-06,69,34.0,,0.34,23.46
2016-10-07,94,34.0,,0.34,31.96
2016-10-08,25,34.0,,0.34,8.5
2016-10-09,9,34.0,,0.34,3.06
2016-10-10,67,34.0,,0.34,22.78
2016-10-11,68,34.0,,0.34,23.12
2016-10-12,55,34.0,,0.34,18.700000000000003
2016-10-13,70,34.0,,0.34,23.8
2016-10-14,68,34.0,,0.34,23.12
2016-10-15,9,34.0,,0.34,3.06
2016-10-16,11,34.0,,0.34,3.74
2016-10-17,35,34.0,,0.34,11.9
2016-10-18,66,34.0,,0.34,22.44
2016-10-19,61,34.0,,0.34,20.740000000000002
2016-10-20,61,34.0,,0.34,20.740000000000002
2016-10-21,49,34.0,,0.34,16.66
2016-10-22,11,34.0,,0.34,3.74
2016-10-23,11,34.0,,0.34,3.74
2016-10-24,51,34.0,,0.34,17.34
2016-10-25,56,34.0,,0.34,19.040000000000003
2016-10-26,55,34.0,,0.34,18.700000000000003
2016-10-27,37,34.0,,0.34,12.58
2016-10-28,61,34.0,,0.34,20.740000000000002
2016-10-29,15,34.0,,0.34,5.1000000000000005
2016-10-30,5,34.0,,0.34,1.7000000000000002
2016-10-31,45,34.0,,0.34,15.3
2016-11-01,60,36.0,False,0.36,21.599999999999998
2016-11-02,80,36.0,,0.36,28.799999999999997
2016-11-03,61,36.0,,0.36,21.96
2016-11-04,54,36.0,,0.36,19.439999999999998
2016-11-05,9,36.0,,0.36,3.2399999999999998
2016-11-06,12,36.0,,0.36,4.32
2016-11-07,44,36.0,,0.36,15.84
2016-11-08,63,36.0,,0.36,22.68
2016-11-09,80,36.0,,0.36,28.799999999999997
2016-11-10,87,36.0,,0.36,31.32
2016-11-11,100,36.0,,0.36,36.0
2016-11-12,16,36.0,,0.36,5.76
2016-11-13,9,36.0,,0.36,3.2399999999999998
2016-11-14,92,36.0,,0.36,33.12
2016-11-15,85,36.0,,0.36,30.599999999999998
2016-11-16,46,36.0,,0.36,16.56
2016-11-17,53,36.0,,0.36,19.08
2016-11-18,63,36.0,,0.36,22.68
2016-11-19,18,36.0,,0.36,6.4799999999999995
2016-11-20,10,36.0,,0.36,3.5999999999999996
2016-11-21,48,36.0,,0.36,17.28
2016-11-22,66,36.0,,0.36,23.759999999999998
2016-11-23,63,36.0,,0.36,22.68
2016-11-24,12,36.0,,0.36,4.32
2016-11-25,43,36.0,,0.36,15.479999999999999
2016-11-26,8,36.0,,0.36,2.88
2016-11-27,12,36.0,,0.36,4.32
2016-11-28,74,36.0,,0.36,26.64
2016-11-29,63,36.0,,0.36,22.68
2016-11-30,31,36.0,,0.36,11.16
2016-12-01,57,34.0,False,0.34,19.380000000000003
2016-12-02,52,34.0,,0.34,17.68
2016-12-03,12,34.0,,0.34,4.08
2016-12-04,5,34.0,,0.34,1.7000000000000002
2016-12-05,41,34.0,,0.34,13.940000000000001
2016-12-06,40,34.0,,0.34,13.600000000000001
2016-12-07,58,34.0,,0.34,19.720000000000002
2016-12-08,50,34.0,,0.34,17.0
2016-12-09,52,34.0,,0.34,17.68
2016-12-10,11,34.0,,0.34,3.74
2016-12-11,0,34.0,,0.34,0.0
2016-12-12,43,34.0,,0.34,14.620000000000001
2016-12-13,39,34.0,,0.34,13.260000000000002
2016-12-14,56,34.0,,0.34,19.040000000000003
2016-12-15,78,34.0,,0.34,26.520000000000003
2016-12-16,55,34.0,,0.34,18.700000000000003
2016-12-17,12,34.0,,0.34,4.08
2016-12-18,10,34.0,,0.34,3.4000000000000004
2016-12-19,44,34.0,,0.34,14.96
2016-12-20,43,34.0,,0.34,14.620000000000001
2016-12-21,48,34.0,,0.34,16.32
2016-12-22,37,34.0,,0.34,12.58
2016-12-23,38,34.0,,0.34,12.920000000000002
2016-12-24,9,34.0,,0.34,3.06
2016-12-25,7,34.0,,0.34,2.3800000000000003
2016-12-26,4,34.0,,0.34,1.36
2016-12-27,53,34.0,,0.34,18.02
2016-12-28,42,34.0,,0.34,14.280000000000001
2016-12-29,94,34.0,,0.34,31.96
2016-12-30,100,34.0,,0.34,34.0
2016-12-31,17,34.0,,0.34,5.78
2017-01-01,8,52.0,False,0.52,4.16
2017-01-02,13,52.0,,0.52,6.76
2017-01-03,52,52.0,,0.52,27.04
2017-01-04,63,52.0,,0.52,32.76
2017-01-05,100,52.0,,0.52,52.0
2017-01-06,99,52.0,,0.52,51.480000000000004
2017-01-07,17,52.0,,0.52,8.84
2017-01-08,12,52.0,,0.52,6.24
2017-01-09,76,52.0,,0.52,39.52
2017-01-10,54,52.0,,0.52,28.080000000000002
2017-01-11,54,52.0,,0.52,28.080000000000002
2017-01-12,69,52.0,,0.52,35.88
2017-01-13,59,52.0,,0.52,30.68
2017-01-14,11,52.0,,0.52,5.720000000000001
2017-01-15,4,52.0,,0.52,2.08
2017-01-16,13,52.0,,0.52,6.76
2017-01-17,74,52.0,,0.52,38.480000000000004
2017-01-18,63,52.0,,0.52,32.76
2017-01-19,62,52.0,,0.52,32.24
2017-01-20,69,52.0,,0.52,35.88
2017-01-21,15,52.0,,0.52,7.800000000000001
2017-01-22,10,52.0,,0.52,5.2
2017-01-23,67,52.0,,0.52,34.84
2017-01-24,61,52.0,,0.52,31.720000000000002
2017-01-25,55,52.0,,0.52,28.6
2017-01-26,54,52.0,,0.52,28.080000000000002
2017-01-27,49,52.0,,0.52,25.48
2017-01-28,14,52.0,,0.52,7.28
2017-01-29,10,52.0,,0.52,5.2
2017-01-30,48,52.0,,0.52,24.96
2017-01-31,61,52.0,,0.52,31.720000000000002
2017-02-01,41,57.0,False,0.57,23.369999999999997
2017-02-02,47,57.0,,0.57,26.79
2017-02-03,44,57.0,,0.57,25.08
2017-02-04,8,57.0,,0.57,4.56
2017-02-05,7,57.0,,0.57,3.9899999999999998
2017-02-06,58,57.0,,0.57,33.059999999999995
2017-02-07,74,57.0,,0.57,42.18
2017-02-08,57,57.0,,0.57,32.489999999999995
2017-02-09,64,57.0,,0.57,36.48
2017-02-10,65,57.0,,0.57,37.05
2017-02-11,19,57.0,,0.57,10.829999999999998
2017-02-12,4,57.0,,0.57,2.28
2017-02-13,39,57.0,,0.57,22.229999999999997
2017-02-14,48,57.0,,0.57,27.36
2017-02-15,53,57.0,,0.57,30.209999999999997
2017-02-16,58,57.0,,0.57,33.059999999999995
2017-02-17,36,57.0,,0.57,20.52
2017-02-18,13,57.0,,0.57,7.409999999999999
2017-02-19,4,57.0,,0.57,2.28
2017-02-20,7,57.0,,0.57,3.9899999999999998
2017-02-21,36,57.0,,0.57,20.52
2017-02-22,41,57.0,,0.57,23.369999999999997
2017-02-23,42,57.0,,0.57,23.939999999999998
2017-02-24,52,57.0,,0.57,29.639999999999997
2017-02-25,12,57.0,,0.57,6.84
2017-02-26,7,57.0,,0.57,3.9899999999999998
2017-02-27,70,57.0,,0.57,39.9
2017-02-28,100,57.0,,0.57,56.99999999999999
2017-03-01,58,85.0,False,0.85,49.3
2017-03-02,71,85.0,,0.85,60.35
2017-03-03,75,85.0,,0.85,63.75
2017-03-04,16,85.0,,0.85,13.6
2017-03-05,7,85.0,,0.85,5.95
2017-03-06,64,85.0,,0.85,54.4
2017-03-07,68,85.0,,0.85,57.8
2017-03-08,54,85.0,,0.85,45.9
2017-03-09,53,85.0,,0.85,45.05
2017-03-10,63,85.0,,0.85,53.55
2017-03-11,18,85.0,,0.85,15.299999999999999
2017-03-12,9,85.0,,0.85,7.6499999999999995
2017-03-13,51,85.0,,0.85,43.35
2017-03-14,56,85.0,,0.85,47.6
2017-03-15,100,85.0,,0.85,85.0
2017-03-16,75,85.0,,0.85,63.75
2017-03-17,60,85.0,,0.85,51.0
2017-03-18,11,85.0,,0.85,9.35
2017-03-19,7,85.0,,0.85,5.95
2017-03-20,61,85.0,,0.85,51.85
2017-03-21,53,85.0,,0.85,45.05
2017-03-22,48,85.0,,0.85,40.8
2017-03-23,57,85.0,,0.85,48.449999999999996
2017-03-24,59,85.0,,0.85,50.15
2017-03-25,7,85.0,,0.85,5.95
2017-03-26,9,85.0,,0.85,7.6499999999999995
2017-03-27,69,85.0,,0.85,58.65
2017-03-28,59,85.0,,0.85,50.15
2017-03-29,66,85.0,,0.85,56.1
2017-03-30,45,85.0,,0.85,38.25
2017-03-31,44,85.0,,0.85,37.4
2017-04-01,21,61.0,False,0.61,12.81
2017-04-02,8,61.0,,0.61,4.88
2017-04-03,86,61.0,,0.61,52.46
2017-04-04,60,61.0,,0.61,36.6
2017-04-05,66,61.0,,0.61,40.26
2017-04-06,73,61.0,,0.61,44.53
2017-04-07,98,61.0,,0.61,59.78
2017-04-08,13,61.0,,0.61,7.93
2017-04-09,13,61.0,,0.61,7.93
2017-04-10,74,61.0,,0.61,45.14
2017-04-11,85,61.0,,0.61,51.85
2017-04-12,95,61.0,,0.61,57.949999999999996
2017-04-13,100,61.0,,0.61,61.0
2017-04-14,50,61.0,,0.61,30.5
2017-04-15,13,61.0,,0.61,7.93
2017-04-16,15,61.0,,0.61,9.15
2017-04-17,96,61.0,,0.61,58.56
2017-04-18,75,61.0,,0.61,45.75
2017-04-19,97,61.0,,0.61,59.17
2017-04-20,86,61.0,,0.61,52.46
2017-04-21,90,61.0,,0.61,54.9
2017-04-22,14,61.0,,0.61,8.54
2017-04-23,10,61.0,,0.61,6.1
2017-04-24,89,61.0,,0.61,54.29
2017-04-25,98,61.0,,0.61,59.78
2017-04-26,92,61.0,,0.61,56.12
2017-04-27,98,61.0,,0.61,59.78
2017-04-28,94,61.0,,0.61,57.339999999999996
2017-04-29,24,61.0,,0.61,14.64
2017-04-30,18,61.0,,0.61,10.98
2017-05-01,100,52.0,False,0.52,52.0
2017-05-02,66,52.0,,0.52,34.32
2017-05-03,64,52.0,,0.52,33.28
2017-05-04,71,52.0,,0.52,36.92
2017-05-05,59,52.0,,0.52,30.68
2017-05-06,14,52.0,,0.52,7.28
2017-05-07,7,52.0,,0.52,3.64
2017-05-08,51,52.0,,0.52,26.52
2017-05-09,50,52.0,,0.52,26.0
2017-05-10,53,52.0,,0.52,27.560000000000002
2017-05-11,75,52.0,,0.52,39.0
2017-05-12,69,52.0,,0.52,35.88
2017-05-13,12,52.0,,0.52,6.24
2017-05-14,13,52.0,,0.52,6.76
2017-05-15,61,52.0,,0.52,31.720000000000002
2017-05-16,53,52.0,,0.52,27.560000000000002
2017-05-17,73,52.0,,0.52,37.96
2017-05-18,58,52.0,,0.52,30.16
2017-05-19,45,52.0,,0.52,23.400000000000002
2017-05-20,13,52.0,,0.52,6.76
2017-05-21,8,52.0,,0.52,4.16
2017-05-22,58,52.0,,0.52,30.16
2017-05-23,41,52.0,,0.52,21.32
2017-05-24,49,52.0,,0.52,25.48
2017-05-25,55,52.0,,0.52,28.6
2017-05-26,47,52.0,,0.52,24.44
2017-05-27,9,52.0,,0.52,4.68
2017-05-28,6,52.0,,0.52,3.12
2017-05-29,10,52.0,,0.52,5.2
2017-05-30,37,52.0,,0.52,19.240000000000002
2017-05-31,38,52.0,,0.52,19.76
2017-06-01,49,38.0,False,0.38,18.62
2017-06-02,51,38.0,,0.38,19.38
2017-06-03,16,38.0,,0.38,6.08
2017-06-04,6,38.0,,0.38,2.2800000000000002
2017-06-05,49,38.0,,0.38,18.62
2017-06-06,100,38.0,,0.38,38.0
2017-06-07,72,38.0,,0.38,27.36
2017-06-08,48,38.0,,0.38,18.240000000000002
2017-06-09,59,38.0,,0.38,22.42
2017-06-10,9,38.0,,0.38,3.42
2017-06-11,5,38.0,,0.38,1.9
2017-06-12,45,38.0,,0.38,17.1
2017-06-13,76,38.0,,0.38,28.88
2017-06-14,77,38.0,,0.38,29.26
2017-06-15,70,38.0,,0.38,26.6
2017-06-16,55,38.0,,0.38,20.9
2017-06-17,13,38.0,,0.38,4.94
2017-06-18,6,38.0,,0.38,2.2800000000000002
2017-06-19,52,38.0,,0.38,19.76
2017-06-20,54,38.0,,0.38,20.52
2017-06-21,59,38.0,,0.38,22.42
2017-06-22,45,38.0,,0.38,17.1
2017-06-23,51,38.0,,0.38,19.38
2017-06-24,9,38.0,,0.38,3.42
2017-06-25,5,38.0,,0.38,1.9
2017-06-26,54,38.0,,0.38,20.52
2017-06-27,54,38.0,,0.38,20.52
2017-06-28,54,38.0,,0.38,20.52
2017-06-29,60,38.0,,0.38,22.8
2017-06-30,28,38.0,,0.38,10.64
2017-07-01,10,28.0,False,0.28,2.8000000000000003
2017-07-02,3,28.0,,0.28,0.8400000000000001
2017-07-03,54,28.0,,0.28,15.120000000000001
2017-07-04,17,28.0,,0.28,4.760000000000001
2017-07-05,91,28.0,,0.28,25.480000000000004
2017-07-06,81,28.0,,0.28,22.680000000000003
2017-07-07,67,28.0,,0.28,18.76
2017-07-08,14,28.0,,0.28,3.9200000000000004
2017-07-09,7,28.0,,0.28,1.9600000000000002
2017-07-10,95,28.0,,0.28,26.6
2017-07-11,100,28.0,,0.28,28.000000000000004
2017-07-12,100,28.0,,0.28,28.000000000000004
2017-07-13,74,28.0,,0.28,20.720000000000002
2017-07-14,80,28.0,,0.28,22.400000000000002
2017-07-15,17,28.0,,0.28,4.760000000000001
2017-07-16,12,28.0,,0.28,3.3600000000000003
2017-07-17,70,28.0,,0.28,19.6
2017-07-18,98,28.0,,0.28,27.44
2017-07-19,47,28.0,,0.28,13.160000000000002
2017-07-20,60,28.0,,0.28,16.8
2017-07-21,63,28.0,,0.28,17.64
2017-07-22,9,28.0,,0.28,2.5200000000000005
2017-07-23,12,28.0,,0.28,3.3600000000000003
2017-07-24,43,28.0,,0.28,12.040000000000001
2017-07-25,77,28.0,,0.28,21.560000000000002
2017-07-26,80,28.0,,0.28,22.400000000000002
2017-07-27,60,28.0,,0.28,16.8
2017-07-28,60,28.0,,0.28,16.8
2017-07-29,21,28.0,,0.28,5.880000000000001
2017-07-30,17,28.0,,0.28,4.760000000000001
2017-07-31,81,28.0,,0.28,22.680000000000003
2017-08-01,65,29.0,False,0.29,18.849999999999998
2017-08-02,64,29.0,,0.29,18.56
2017-08-03,52,29.0,,0.29,15.079999999999998
2017-08-04,56,29.0,,0.29,16.24
2017-08-05,9,29.0,,0.29,2.61
2017-08-06,7,29.0,,0.29,2.03
2017-08-07,51,29.0,,0.29,14.79
2017-08-08,59,29.0,,0.29,17.11
2017-08-09,100,29.0,,0.29,28.999999999999996
2017-08-10,77,29.0,,0.29,22.33
2017-08-11,80,29.0,,0.29,23.2
2017-08-12,27,29.0,,0.29,7.829999999999999
2017-08-13,7,29.0,,0.29,2.03
2017-08-14,59,29.0,,0.29,17.11
2017-08-15,49,29.0,,0.29,14.209999999999999
2017-08-16,68,29.0,,0.29,19.72
2017-08-17,76,29.0,,0.29,22.04
2017-08-18,53,29.0,,0.29,15.37
2017-08-19,5,29.0,,0.29,1.45
2017-08-20,2,29.0,,0.29,0.58
2017-08-21,63,29.0,,0.29,18.27
2017-08-22,50,29.0,,0.29,14.499999999999998
2017-08-23,43,29.0,,0.29,12.469999999999999
2017-08-24,59,29.0,,0.29,17.11
2017-08-25,55,29.0,,0.29,15.95
2017-08-26,13,29.0,,0.29,3.7699999999999996
2017-08-27,4,29.0,,0.29,1.16
2017-08-28,73,29.0,,0.29,21.169999999999998
2017-08-29,86,29.0,,0.29,24.939999999999998
2017-08-30,83,29.0,,0.29,24.069999999999997
2017-08-31,74,29.0,,0.29,21.459999999999997
2017-09-01,94,25.0,False,0.25,23.5
2017-09-02,13,25.0,,0.25,3.25
2017-09-03,8,25.0,,0.25,2.0
2017-09-04,18,25.0,,0.25,4.5
2017-09-05,100,25.0,,0.25,25.0
2017-09-06,76,25.0,,0.25,19.0
2017-09-07,85,25.0,,0.25,21.25
2017-09-08,70,25.0,,0.25,17.5
2017-09-09,8,25.0,,0.25,2.0
2017-09-10,3,25.0,,0.25,0.75
2017-09-11,72,25.0,,0.25,18.0
2017-09-12,75,25.0,,0.25,18.75
2017-09-13,70,25.0,,0.25,17.5
2017-09-14,83,25.0,,0.25,20.75
2017-09-15,84,25.0,,0.25,21.0
2017-09-16,11,25.0,,0.25,2.75
2017-09-17,5,25.0,,0.25,1.25
2017-09-18,63,25.0,,0.25,15.75
2017-09-19,74,25.0,,0.25,18.5
2017-09-20,96,25.0,,0.25,24.0
2017-09-21,84,25.0,,0.25,21.0
2017-09-22,62,25.0,,0.25,15.5
2017-09-23,14,25.0,,0.25,3.5
2017-09-24,13,25.0,,0.25,3.25
2017-09-25,53,25.0,,0.25,13.25
2017-09-26,75,25.0,,0.25,18.75
2017-09-27,56,25.0,,0.25,14.0
2017-09-28,56,25.0,,0.25,14.0
2017-09-29,68,25.0,,0.25,17.0
2017-09-30,16,25.0,,0.25,4.0
2017-10-01,7,24.0,False,0.24,1.68
2017-10-02,52,24.0,,0.24,12.48
2017-10-03,67,24.0,,0.24,16.08
2017-10-04,66,24.0,,0.24,15.84
2017-10-05,48,24.0,,0.24,11.52
2017-10-06,72,24.0,,0.24,17.28
2017-10-07,12,24.0,,0.24,2.88
2017-10-08,7,24.0,,0.24,1.68
2017-10-09,54,24.0,,0.24,12.959999999999999
2017-10-10,74,24.0,,0.24,17.759999999999998
2017-10-11,77,24.0,,0.24,18.48
2017-10-12,60,24.0,,0.24,14.399999999999999
2017-10-13,66,24.0,,0.24,15.84
2017-10-14,0,24.0,,0.24,0.0
2017-10-15,5,24.0,,0.24,1.2
2017-10-16,72,24.0,,0.24,17.28
2017-10-17,50,24.0,,0.24,12.0
2017-10-18,58,24.0,,0.24,13.92
2017-10-19,68,24.0,,0.24,16.32
2017-10-20,50,24.0,,0.24,12.0
2017-10-21,7,24.0,,0.24,1.68
2017-10-22,14,24.0,,0.24,3.36
2017-10-23,73,24.0,,0.24,17.52
2017-10-24,49,24.0,,0.24,11.76
2017-10-25,56,24.0,,0.24,13.44
2017-10-26,76,24.0,,0.24,18.24
2017-10-27,100,24.0,,0.24,24.0
2017-10-28,22,24.0,,0.24,5.279999999999999
2017-10-29,5,24.0,,0.24,1.2
2017-10-30,61,24.0,,0.24,14.639999999999999
2017-10-31,55,24.0,,0.24,13.2
2017-11-01,100,22.0,False,0.22,22.0
2017-11-02,85,22.0,,0.22,18.7
2017-11-03,75,22.0,,0.22,16.5
2017-11-04,3,22.0,,0.22,0.66
2017-11-05,25,22.0,,0.22,5.5
2017-11-06,69,22.0,,0.22,15.18
2017-11-07,80,22.0,,0.22,17.6
2017-11-08,85,22.0,,0.22,18.7
2017-11-09,83,22.0,,0.22,18.26
2017-11-10,66,22.0,,0.22,14.52
2017-11-11,19,22.0,,0.22,4.18
2017-11-12,6,22.0,,0.22,1.32
2017-11-13,79,22.0,,0.22,17.38
2017-11-14,79,22.0,,0.22,17.38
2017-11-15,70,22.0,,0.22,15.4
2017-11-16,59,22.0,,0.22,12.98
2017-11-17,85,22.0,,0.22,18.7
2017-11-18,16,22.0,,0.22,3.52
2017-11-19,10,22.0,,0.22,2.2
2017-11-20,85,22.0,,0.22,18.7
2017-11-21,90,22.0,,0.22,19.8
2017-11-22,59,22.0,,0.22,12.98
2017-11-23,32,22.0,,0.22,7.04
2017-11-24,34,22.0,,0.22,7.48
2017-11-25,28,22.0,,0.22,6.16
2017-11-26,9,22.0,,0.22,1.98
2017-11-27,60,22.0,,0.22,13.2
2017-11-28,70,22.0,,0.22,15.4
2017-11-29,87,22.0,,0.22,19.14
2017-11-30,62,22.0,,0.22,13.64
2017-12-01,74,23.0,False,0.23,17.02
2017-12-02,16,23.0,,0.23,3.68
2017-12-03,23,23.0,,0.23,5.29
2017-12-04,69,23.0,,0.23,15.870000000000001
2017-12-05,62,23.0,,0.23,14.26
2017-12-06,67,23.0,,0.23,15.41
2017-12-07,100,23.0,,0.23,23.0
2017-12-08,67,23.0,,0.23,15.41
2017-12-09,13,23.0,,0.23,2.99
2017-12-10,10,23.0,,0.23,2.3000000000000003
2017-12-11,45,23.0,,0.23,10.35
2017-12-12,58,23.0,,0.23,13.34
2017-12-13,77,23.0,,0.23,17.71
2017-12-14,64,23.0,,0.23,14.72
2017-12-15,71,23.0,,0.23,16.330000000000002
2017-12-16,11,23.0,,0.23,2.5300000000000002
2017-12-17,5,23.0,,0.23,1.1500000000000001
2017-12-18,56,23.0,,0.23,12.88
2017-12-19,64,23.0,,0.23,14.72
2017-12-20,70,23.0,,0.23,16.1
2017-12-21,82,23.0,,0.23,18.86
2017-12-22,83,23.0,,0.23,19.09
