date,CBOE_unscaled,CBOE_monthly,isPartial,scale,CBOE
2016-12-09,43,12.0,,0.12,5.16
2016-12-10,17,12.0,,0.12,2.04
2016-12-11,24,12.0,,0.12,2.88
2016-12-12,73,12.0,,0.12,8.76
2016-12-13,100,12.0,,0.12,12.0
2016-12-14,62,12.0,,0.12,7.4399999999999995
2016-12-15,63,12.0,,0.12,7.56
2016-12-16,58,12.0,,0.12,6.96
2016-12-17,17,12.0,,0.12,2.04
2016-12-18,0,12.0,,0.12,0.0
2016-12-19,64,12.0,,0.12,7.68
2016-12-20,89,12.0,,0.12,10.68
2016-12-21,53,12.0,,0.12,6.359999999999999
2016-12-22,62,12.0,,0.12,7.4399999999999995
2016-12-23,32,12.0,,0.12,3.84
2016-12-24,9,12.0,,0.12,1.08
2016-12-25,29,12.0,,0.12,3.48
2016-12-26,16,12.0,,0.12,1.92
2016-12-27,30,12.0,,0.12,3.5999999999999996
2016-12-28,53,12.0,,0.12,6.359999999999999
2016-12-29,59,12.0,,0.12,7.08
2016-12-30,54,12.0,,0.12,6.4799999999999995
2016-12-31,48,12.0,,0.12,5.76
2017-01-01,8,13.0,False,0.13,1.04
2017-01-02,42,13.0,,0.13,5.46
2017-01-03,52,13.0,,0.13,6.76
2017-01-04,52,13.0,,0.13,6.76
2017-01-05,67,13.0,,0.13,8.71
2017-01-06,66,13.0,,0.13,8.58
2017-01-07,7,13.0,,0.13,0.91
2017-01-08,22,13.0,,0.13,2.8600000000000003
2017-01-09,57,13.0,,0.13,7.41
2017-01-10,63,13.0,,0.13,8.19
2017-01-11,64,13.0,,0.13,8.32
2017-01-12,64,13.0,,0.13,8.32
2017-01-13,33,13.0,,0.13,4.29
2017-01-14,30,13.0,,0.13,3.9000000000000004
2017-01-15,36,13.0,,0.13,4.68
2017-01-16,13,13.0,,0.13,1.69
2017-01-17,75,13.0,,0.13,9.75
2017-01-18,50,13.0,,0.13,6.5
2017-01-19,88,13.0,,0.13,11.440000000000001
2017-01-20,50,13.0,,0.13,6.5
2017-01-21,29,13.0,,0.13,3.77
2017-01-22,14,13.0,,0.13,1.82
2017-01-23,54,13.0,,0.13,7.0200000000000005
2017-01-24,100,13.0,,0.13,13.0
2017-01-25,81,13.0,,0.13,10.530000000000001
2017-01-26,93,13.0,,0.13,12.09
2017-01-27,45,13.0,,0.13,5.8500000000000005
2017-01-28,22,13.0,,0.13,2.8600000000000003
2017-01-29,7,13.0,,0.13,0.91
2017-01-30,91,13.0,,0.13,11.83
2017-01-31,80,13.0,,0.13,10.4
2017-02-01,76,14.0,False,0.14,10.64
2017-02-02,82,14.0,,0.14,11.48
2017-02-03,59,14.0,,0.14,8.260000000000002
2017-02-04,37,14.0,,0.14,5.180000000000001
2017-02-05,12,14.0,,0.14,1.6800000000000002
2017-02-06,59,14.0,,0.14,8.260000000000002
2017-02-07,36,14.0,,0.14,5.040000000000001
2017-02-08,47,14.0,,0.14,6.580000000000001
2017-02-09,31,14.0,,0.14,4.340000000000001
2017-02-10,54,14.0,,0.14,7.5600000000000005
2017-02-11,38,14.0,,0.14,5.32
2017-02-12,31,14.0,,0.14,4.340000000000001
2017-02-13,70,14.0,,0.14,9.8
2017-02-14,47,14.0,,0.14,6.580000000000001
2017-02-15,58,14.0,,0.14,8.120000000000001
2017-02-16,57,14.0,,0.14,7.98
2017-02-17,94,14.0,,0.14,13.160000000000002
2017-02-18,6,14.0,,0.14,0.8400000000000001
2017-02-19,6,14.0,,0.14,0.8400000000000001
2017-02-20,22,14.0,,0.14,3.08
2017-02-21,15,14.0,,0.14,2.1
2017-02-22,51,14.0,,0.14,7.140000000000001
2017-02-23,62,14.0,,0.14,8.680000000000001
2017-02-24,37,14.0,,0.14,5.180000000000001
2017-02-25,0,14.0,,0.14,0.0
2017-02-26,23,14.0,,0.14,3.22
2017-02-27,100,14.0,,0.14,14.000000000000002
2017-02-28,54,14.0,,0.14,7.5600000000000005
2017-03-01,84,18.0,False,0.18,15.12
2017-03-02,69,18.0,,0.18,12.42
2017-03-03,62,18.0,,0.18,11.16
2017-03-04,28,18.0,,0.18,5.04
2017-03-05,22,18.0,,0.18,3.96
2017-03-06,31,18.0,,0.18,5.58
2017-03-07,52,18.0,,0.18,9.36
2017-03-08,51,18.0,,0.18,9.18
2017-03-09,70,18.0,,0.18,12.6
2017-03-10,48,18.0,,0.18,8.64
2017-03-11,6,18.0,,0.18,1.08
2017-03-12,21,18.0,,0.18,3.78
2017-03-13,88,18.0,,0.18,15.84
2017-03-14,61,18.0,,0.18,10.98
2017-03-15,48,18.0,,0.18,8.64
2017-03-16,57,18.0,,0.18,10.26
2017-03-17,55,18.0,,0.18,9.9
2017-03-18,11,18.0,,0.18,1.98
2017-03-19,23,18.0,,0.18,4.14
2017-03-20,66,18.0,,0.18,11.879999999999999
2017-03-21,80,18.0,,0.18,14.399999999999999
2017-03-22,100,18.0,,0.18,18.0
2017-03-23,72,18.0,,0.18,12.959999999999999
2017-03-24,59,18.0,,0.18,10.62
2017-03-25,17,18.0,,0.18,3.06
2017-03-26,40,18.0,,0.18,7.199999999999999
2017-03-27,70,18.0,,0.18,12.6
2017-03-28,43,18.0,,0.18,7.739999999999999
2017-03-29,72,18.0,,0.18,12.959999999999999
2017-03-30,48,18.0,,0.18,8.64
2017-03-31,82,18.0,,0.18,14.76
2017-04-01,36,13.0,False,0.13,4.68
2017-04-02,36,13.0,,0.13,4.68
2017-04-03,80,13.0,,0.13,10.4
2017-04-04,96,13.0,,0.13,12.48
2017-04-05,67,13.0,,0.13,8.71
2017-04-06,82,13.0,,0.13,10.66
2017-04-07,100,13.0,,0.13,13.0
2017-04-08,37,13.0,,0.13,4.8100000000000005
2017-04-09,0,13.0,,0.13,0.0
2017-04-10,68,13.0,,0.13,8.84
2017-04-11,91,13.0,,0.13,11.83
2017-04-12,84,13.0,,0.13,10.92
2017-04-13,92,13.0,,0.13,11.96
2017-04-14,25,13.0,,0.13,3.25
2017-04-15,19,13.0,,0.13,2.47
2017-04-16,10,13.0,,0.13,1.3
2017-04-17,76,13.0,,0.13,9.88
2017-04-18,59,13.0,,0.13,7.67
2017-04-19,59,13.0,,0.13,7.67
2017-04-20,90,13.0,,0.13,11.700000000000001
2017-04-21,71,13.0,,0.13,9.23
2017-04-22,46,13.0,,0.13,5.98
2017-04-23,36,13.0,,0.13,4.68
2017-04-24,74,13.0,,0.13,9.620000000000001
2017-04-25,89,13.0,,0.13,11.57
2017-04-26,65,13.0,,0.13,8.450000000000001
2017-04-27,67,13.0,,0.13,8.71
2017-04-28,69,13.0,,0.13,8.97
2017-04-29,45,13.0,,0.13,5.8500000000000005
2017-04-30,45,13.0,,0.13,5.8500000000000005
2017-05-01,47,16.0,False,0.16,7.5200000000000005
2017-05-02,100,16.0,,0.16,16.0
2017-05-03,38,16.0,,0.16,6.08
2017-05-04,10,16.0,,0.16,1.6
2017-05-05,32,16.0,,0.16,5.12
2017-05-06,4,16.0,,0.16,0.64
2017-05-07,13,16.0,,0.16,2.08
2017-05-08,24,16.0,,0.16,3.84
2017-05-09,55,16.0,,0.16,8.8
2017-05-10,45,16.0,,0.16,7.2
2017-05-11,46,16.0,,0.16,7.36
2017-05-12,33,16.0,,0.16,5.28
2017-05-13,17,16.0,,0.16,2.72
2017-05-14,9,16.0,,0.16,1.44
2017-05-15,55,16.0,,0.16,8.8
2017-05-16,52,16.0,,0.16,8.32
2017-05-17,52,16.0,,0.16,8.32
2017-05-18,41,16.0,,0.16,6.5600000000000005
2017-05-19,53,16.0,,0.16,8.48
2017-05-20,18,16.0,,0.16,2.88
2017-05-21,18,16.0,,0.16,2.88
2017-05-22,41,16.0,,0.16,6.5600000000000005
2017-05-23,29,16.0,,0.16,4.64
2017-05-24,45,16.0,,0.16,7.2
2017-05-25,26,16.0,,0.16,4.16
2017-05-26,20,16.0,,0.16,3.2
2017-05-27,5,16.0,,0.16,0.8
2017-05-28,10,16.0,,0.16,1.6
2017-05-29,17,16.0,,0.16,2.72
2017-05-30,41,16.0,,0.16,6.5600000000000005
2017-05-31,51,16.0,,0.16,8.16
2017-06-01,69,13.0,False,0.13,8.97
2017-06-02,53,13.0,,0.13,6.890000000000001
2017-06-03,0,13.0,,0.13,0.0
2017-06-04,22,13.0,,0.13,2.8600000000000003
2017-06-05,49,13.0,,0.13,6.37
2017-06-06,97,13.0,,0.13,12.610000000000001
2017-06-07,61,13.0,,0.13,7.930000000000001
2017-06-08,74,13.0,,0.13,9.620000000000001
2017-06-09,79,13.0,,0.13,10.27
2017-06-10,38,13.0,,0.13,4.94
2017-06-11,15,13.0,,0.13,1.9500000000000002
2017-06-12,74,13.0,,0.13,9.620000000000001
2017-06-13,42,13.0,,0.13,5.46
2017-06-14,55,13.0,,0.13,7.15
2017-06-15,58,13.0,,0.13,7.54
2017-06-16,58,13.0,,0.13,7.54
2017-06-17,15,13.0,,0.13,1.9500000000000002
2017-06-18,38,13.0,,0.13,4.94
2017-06-19,56,13.0,,0.13,7.28
2017-06-20,82,13.0,,0.13,10.66
2017-06-21,24,13.0,,0.13,3.12
2017-06-22,48,13.0,,0.13,6.24
2017-06-23,12,13.0,,0.13,1.56
2017-06-24,14,13.0,,0.13,1.82
2017-06-25,15,13.0,,0.13,1.9500000000000002
2017-06-26,70,13.0,,0.13,9.1
2017-06-27,19,13.0,,0.13,2.47
2017-06-28,33,13.0,,0.13,4.29
2017-06-29,100,13.0,,0.13,13.0
2017-06-30,34,13.0,,0.13,4.42
2017-07-01,0,12.0,False,0.12,0.0
2017-07-02,49,12.0,,0.12,5.88
2017-07-03,37,12.0,,0.12,4.4399999999999995
2017-07-04,40,12.0,,0.12,4.8
2017-07-05,57,12.0,,0.12,6.84
2017-07-06,60,12.0,,0.12,7.199999999999999
2017-07-07,62,12.0,,0.12,7.4399999999999995
2017-07-08,23,12.0,,0.12,2.76
2017-07-09,8,12.0,,0.12,0.96
2017-07-10,40,12.0,,0.12,4.8
2017-07-11,67,12.0,,0.12,8.04
2017-07-12,27,12.0,,0.12,3.2399999999999998
2017-07-13,27,12.0,,0.12,3.2399999999999998
2017-07-14,48,12.0,,0.12,5.76
2017-07-15,24,12.0,,0.12,2.88
2017-07-16,8,12.0,,0.12,0.96
2017-07-17,40,12.0,,0.12,4.8
2017-07-18,54,12.0,,0.12,6.4799999999999995
2017-07-19,61,12.0,,0.12,7.319999999999999
2017-07-20,99,12.0,,0.12,11.879999999999999
2017-07-21,89,12.0,,0.12,10.68
2017-07-22,23,12.0,,0.12,2.76
2017-07-23,23,12.0,,0.12,2.76
2017-07-24,60,12.0,,0.12,7.199999999999999
2017-07-25,100,12.0,,0.12,12.0
2017-07-26,79,12.0,,0.12,9.48
2017-07-27,86,12.0,,0.12,10.32
2017-07-28,81,12.0,,0.12,9.719999999999999
2017-07-29,16,12.0,,0.12,1.92
2017-07-30,8,12.0,,0.12,0.96
2017-07-31,27,12.0,,0.12,3.2399999999999998
2017-08-01,44,17.0,False,0.17,7.48
2017-08-02,85,17.0,,0.17,14.450000000000001
2017-08-03,61,17.0,,0.17,10.370000000000001
2017-08-04,69,17.0,,0.17,11.73
2017-08-05,33,17.0,,0.17,5.61
2017-08-06,20,17.0,,0.17,3.4000000000000004
2017-08-07,44,17.0,,0.17,7.48
2017-08-08,53,17.0,,0.17,9.01
2017-08-09,100,17.0,,0.17,17.0
2017-08-10,87,17.0,,0.17,14.790000000000001
2017-08-11,46,17.0,,0.17,7.82
2017-08-12,26,17.0,,0.17,4.42
2017-08-13,13,17.0,,0.17,2.21
2017-08-14,68,17.0,,0.17,11.56
2017-08-15,45,17.0,,0.17,7.65
2017-08-16,73,17.0,,0.17,12.41
2017-08-17,90,17.0,,0.17,15.3
2017-08-18,85,17.0,,0.17,14.450000000000001
2017-08-19,20,17.0,,0.17,3.4000000000000004
2017-08-20,13,17.0,,0.17,2.21
2017-08-21,37,17.0,,0.17,6.29
2017-08-22,67,17.0,,0.17,11.39
2017-08-23,22,17.0,,0.17,3.74
2017-08-24,11,17.0,,0.17,1.87
2017-08-25,45,17.0,,0.17,7.65
2017-08-26,13,17.0,,0.17,2.21
2017-08-27,12,17.0,,0.17,2.04
2017-08-28,61,17.0,,0.17,10.370000000000001
2017-08-29,70,17.0,,0.17,11.9
2017-08-30,49,17.0,,0.17,8.33
2017-08-31,60,17.0,,0.17,10.200000000000001
2017-09-01,84,13.0,False,0.13,10.92
2017-09-02,48,13.0,,0.13,6.24
2017-09-03,32,13.0,,0.13,4.16
2017-09-04,45,13.0,,0.13,5.8500000000000005
2017-09-05,98,13.0,,0.13,12.74
2017-09-06,89,13.0,,0.13,11.57
2017-09-07,26,13.0,,0.13,3.38
2017-09-08,72,13.0,,0.13,9.36
2017-09-09,54,13.0,,0.13,7.0200000000000005
2017-09-10,0,13.0,,0.13,0.0
2017-09-11,33,13.0,,0.13,4.29
2017-09-12,99,13.0,,0.13,12.870000000000001
2017-09-13,33,13.0,,0.13,4.29
2017-09-14,87,13.0,,0.13,11.31
2017-09-15,61,13.0,,0.13,7.930000000000001
2017-09-16,48,13.0,,0.13,6.24
2017-09-17,24,13.0,,0.13,3.12
2017-09-18,59,13.0,,0.13,7.67
2017-09-19,52,13.0,,0.13,6.76
2017-09-20,72,13.0,,0.13,9.36
2017-09-21,86,13.0,,0.13,11.18
2017-09-22,27,13.0,,0.13,3.5100000000000002
2017-09-23,32,13.0,,0.13,4.16
2017-09-24,40,13.0,,0.13,5.2
2017-09-25,13,13.0,,0.13,1.69
2017-09-26,60,13.0,,0.13,7.800000000000001
2017-09-27,60,13.0,,0.13,7.800000000000001
2017-09-28,100,13.0,,0.13,13.0
2017-09-29,41,13.0,,0.13,5.33
2017-09-30,16,13.0,,0.13,2.08
2017-10-01,31,14.0,False,0.14,4.340000000000001
2017-10-02,66,14.0,,0.14,9.24
2017-10-03,31,14.0,,0.14,4.340000000000001
2017-10-04,73,14.0,,0.14,10.22
2017-10-05,53,14.0,,0.14,7.420000000000001
2017-10-06,70,14.0,,0.14,9.8
2017-10-07,19,14.0,,0.14,2.66
2017-10-08,25,14.0,,0.14,3.5000000000000004
2017-10-09,62,14.0,,0.14,8.680000000000001
2017-10-10,31,14.0,,0.14,4.340000000000001
2017-10-11,67,14.0,,0.14,9.38
2017-10-12,47,14.0,,0.14,6.580000000000001
2017-10-13,38,14.0,,0.14,5.32
2017-10-14,25,14.0,,0.14,3.5000000000000004
2017-10-15,31,14.0,,0.14,4.340000000000001
2017-10-16,52,14.0,,0.14,7.280000000000001
2017-10-17,100,14.0,,0.14,14.000000000000002
2017-10-18,84,14.0,,0.14,11.760000000000002
2017-10-19,70,14.0,,0.14,9.8
2017-10-20,60,14.0,,0.14,8.4
2017-10-21,13,14.0,,0.14,1.8200000000000003
2017-10-22,37,14.0,,0.14,5.180000000000001
2017-10-23,62,14.0,,0.14,8.680000000000001
2017-10-24,41,14.0,,0.14,5.74
2017-10-25,57,14.0,,0.14,7.98
2017-10-26,63,14.0,,0.14,8.82
2017-10-27,49,14.0,,0.14,6.86
2017-10-28,13,14.0,,0.14,1.8200000000000003
2017-10-29,12,14.0,,0.14,1.6800000000000002
2017-10-30,46,14.0,,0.14,6.44
2017-10-31,27,14.0,,0.14,3.7800000000000002
2017-11-01,59,17.0,False,0.17,10.030000000000001
2017-11-02,37,17.0,,0.17,6.29
2017-11-03,35,17.0,,0.17,5.95
2017-11-04,18,17.0,,0.17,3.06
2017-11-05,13,17.0,,0.17,2.21
2017-11-06,60,17.0,,0.17,10.200000000000001
2017-11-07,41,17.0,,0.17,6.970000000000001
2017-11-08,37,17.0,,0.17,6.29
2017-11-09,64,17.0,,0.17,10.88
2017-11-10,40,17.0,,0.17,6.800000000000001
2017-11-11,18,17.0,,0.17,3.06
2017-11-12,4,17.0,,0.17,0.68
2017-11-13,41,17.0,,0.17,6.970000000000001
2017-11-14,82,17.0,,0.17,13.940000000000001
2017-11-15,38,17.0,,0.17,6.460000000000001
2017-11-16,68,17.0,,0.17,11.56
2017-11-17,35,17.0,,0.17,5.95
2017-11-18,23,17.0,,0.17,3.91
2017-11-19,14,17.0,,0.17,2.3800000000000003
2017-11-20,62,17.0,,0.17,10.540000000000001
2017-11-21,40,17.0,,0.17,6.800000000000001
2017-11-22,33,17.0,,0.17,5.61
2017-11-23,14,17.0,,0.17,2.3800000000000003
2017-11-24,39,17.0,,0.17,6.630000000000001
2017-11-25,22,17.0,,0.17,3.74
2017-11-26,26,17.0,,0.17,4.42
2017-11-27,35,17.0,,0.17,5.95
2017-11-28,66,17.0,,0.17,11.22
2017-11-29,100,17.0,,0.17,17.0
2017-11-30,56,17.0,,0.17,9.520000000000001
2017-12-01,5,100.0,False,1.0,5.0
2017-12-02,1,100.0,,1.0,1.0
2017-12-03,1,100.0,,1.0,1.0
2017-12-04,7,100.0,,1.0,7.0
2017-12-05,9,100.0,,1.0,9.0
2017-12-06,11,100.0,,1.0,11.0
2017-12-07,18,100.0,,1.0,18.0
2017-12-08,17,100.0,,1.0,17.0
2017-12-09,17,100.0,,1.0,17.0
2017-12-10,66,100.0,,1.0,66.0
2017-12-11,100,100.0,,1.0,100.0
2017-12-12,26,100.0,,1.0,26.0
2017-12-13,11,100.0,,1.0,11.0
2017-12-14,10,100.0,,1.0,10.0
2017-12-15,11,100.0,,1.0,11.0
2017-12-16,5,100.0,,1.0,5.0
2017-12-17,8,100.0,,1.0,8.0
