date,OUT_unscaled,OUT_monthly,isPartial,scale,OUT
2016-08-04,94,82.0,,0.82,77.08
2016-08-05,96,82.0,,0.82,78.72
2016-08-06,95,82.0,,0.82,77.89999999999999
2016-08-07,92,82.0,,0.82,75.44
2016-08-08,82,82.0,,0.82,67.24
2016-08-09,86,82.0,,0.82,70.52
2016-08-10,86,82.0,,0.82,70.52
2016-08-11,87,82.0,,0.82,71.33999999999999
2016-08-12,87,82.0,,0.82,71.33999999999999
2016-08-13,89,82.0,,0.82,72.97999999999999
2016-08-14,91,82.0,,0.82,74.61999999999999
2016-08-15,82,82.0,,0.82,67.24
2016-08-16,84,82.0,,0.82,68.88
2016-08-17,82,82.0,,0.82,67.24
2016-08-18,83,82.0,,0.82,68.06
2016-08-19,82,82.0,,0.82,67.24
2016-08-20,87,82.0,,0.82,71.33999999999999
2016-08-21,90,82.0,,0.82,73.8
2016-08-22,81,82.0,,0.82,66.42
2016-08-23,81,82.0,,0.82,66.42
2016-08-24,85,82.0,,0.82,69.7
2016-08-25,85,82.0,,0.82,69.7
2016-08-26,89,82.0,,0.82,72.97999999999999
2016-08-27,95,82.0,,0.82,77.89999999999999
2016-08-28,96,82.0,,0.82,78.72
2016-08-29,84,82.0,,0.82,68.88
2016-08-30,84,82.0,,0.82,68.88
2016-08-31,86,82.0,,0.82,70.52
2016-09-01,89,81.0,False,0.81,72.09
2016-09-02,91,81.0,,0.81,73.71000000000001
2016-09-03,90,81.0,,0.81,72.9
2016-09-04,97,81.0,,0.81,78.57000000000001
2016-09-05,98,81.0,,0.81,79.38000000000001
2016-09-06,89,81.0,,0.81,72.09
2016-09-07,88,81.0,,0.81,71.28
2016-09-08,91,81.0,,0.81,73.71000000000001
2016-09-09,92,81.0,,0.81,74.52000000000001
2016-09-10,97,81.0,,0.81,78.57000000000001
2016-09-11,95,81.0,,0.81,76.95
2016-09-12,91,81.0,,0.81,73.71000000000001
2016-09-13,92,81.0,,0.81,74.52000000000001
2016-09-14,92,81.0,,0.81,74.52000000000001
2016-09-15,95,81.0,,0.81,76.95
2016-09-16,98,81.0,,0.81,79.38000000000001
2016-09-17,100,81.0,,0.81,81.0
2016-09-18,95,81.0,,0.81,76.95
2016-09-19,92,81.0,,0.81,74.52000000000001
2016-09-20,90,81.0,,0.81,72.9
2016-09-21,90,81.0,,0.81,72.9
2016-09-22,90,81.0,,0.81,72.9
2016-09-23,91,81.0,,0.81,73.71000000000001
2016-09-24,91,81.0,,0.81,73.71000000000001
2016-09-25,95,81.0,,0.81,76.95
2016-09-26,89,81.0,,0.81,72.09
2016-09-27,87,81.0,,0.81,70.47
2016-09-28,87,81.0,,0.81,70.47
2016-09-29,88,81.0,,0.81,71.28
2016-09-30,88,81.0,,0.81,71.28
2016-10-01,94,83.0,False,0.83,78.02
2016-10-02,93,83.0,,0.83,77.19
2016-10-03,85,83.0,,0.83,70.55
2016-10-04,89,83.0,,0.83,73.86999999999999
2016-10-05,95,83.0,,0.83,78.85
2016-10-06,92,83.0,,0.83,76.36
2016-10-07,89,83.0,,0.83,73.86999999999999
2016-10-08,97,83.0,,0.83,80.50999999999999
2016-10-09,94,83.0,,0.83,78.02
2016-10-10,89,83.0,,0.83,73.86999999999999
2016-10-11,95,83.0,,0.83,78.85
2016-10-12,90,83.0,,0.83,74.7
2016-10-13,90,83.0,,0.83,74.7
2016-10-14,88,83.0,,0.83,73.03999999999999
2016-10-15,97,83.0,,0.83,80.50999999999999
2016-10-16,95,83.0,,0.83,78.85
2016-10-17,90,83.0,,0.83,74.7
2016-10-18,89,83.0,,0.83,73.86999999999999
2016-10-19,92,83.0,,0.83,76.36
2016-10-20,89,83.0,,0.83,73.86999999999999
2016-10-21,88,83.0,,0.83,73.03999999999999
2016-10-22,93,83.0,,0.83,77.19
2016-10-23,93,83.0,,0.83,77.19
2016-10-24,89,83.0,,0.83,73.86999999999999
2016-10-25,89,83.0,,0.83,73.86999999999999
2016-10-26,89,83.0,,0.83,73.86999999999999
2016-10-27,91,83.0,,0.83,75.53
2016-10-28,89,83.0,,0.83,73.86999999999999
2016-10-29,93,83.0,,0.83,77.19
2016-10-30,100,83.0,,0.83,83.0
2016-10-31,95,83.0,,0.83,78.85
2016-11-01,88,80.0,False,0.8,70.4
2016-11-02,86,80.0,,0.8,68.8
2016-11-03,87,80.0,,0.8,69.60000000000001
2016-11-04,87,80.0,,0.8,69.60000000000001
2016-11-05,92,80.0,,0.8,73.60000000000001
2016-11-06,90,80.0,,0.8,72.0
2016-11-07,89,80.0,,0.8,71.2
2016-11-08,100,80.0,,0.8,80.0
2016-11-09,76,80.0,,0.8,60.800000000000004
2016-11-10,84,80.0,,0.8,67.2
2016-11-11,87,80.0,,0.8,69.60000000000001
2016-11-12,89,80.0,,0.8,71.2
2016-11-13,93,80.0,,0.8,74.4
2016-11-14,87,80.0,,0.8,69.60000000000001
2016-11-15,90,80.0,,0.8,72.0
2016-11-16,90,80.0,,0.8,72.0
2016-11-17,86,80.0,,0.8,68.8
2016-11-18,87,80.0,,0.8,69.60000000000001
2016-11-19,87,80.0,,0.8,69.60000000000001
2016-11-20,87,80.0,,0.8,69.60000000000001
2016-11-21,84,80.0,,0.8,67.2
2016-11-22,86,80.0,,0.8,68.8
2016-11-23,89,80.0,,0.8,71.2
2016-11-24,86,80.0,,0.8,68.8
2016-11-25,83,80.0,,0.8,66.4
2016-11-26,88,80.0,,0.8,70.4
2016-11-27,92,80.0,,0.8,73.60000000000001
2016-11-28,81,80.0,,0.8,64.8
2016-11-29,85,80.0,,0.8,68.0
2016-11-30,86,80.0,,0.8,68.8
2016-12-01,93,79.0,False,0.79,73.47
2016-12-02,97,79.0,,0.79,76.63000000000001
2016-12-03,96,79.0,,0.79,75.84
2016-12-04,98,79.0,,0.79,77.42
2016-12-05,91,79.0,,0.79,71.89
2016-12-06,92,79.0,,0.79,72.68
2016-12-07,92,79.0,,0.79,72.68
2016-12-08,96,79.0,,0.79,75.84
2016-12-09,91,79.0,,0.79,71.89
2016-12-10,98,79.0,,0.79,77.42
2016-12-11,97,79.0,,0.79,76.63000000000001
2016-12-12,92,79.0,,0.79,72.68
2016-12-13,95,79.0,,0.79,75.05
2016-12-14,92,79.0,,0.79,72.68
2016-12-15,91,79.0,,0.79,71.89
2016-12-16,93,79.0,,0.79,73.47
2016-12-17,94,79.0,,0.79,74.26
2016-12-18,98,79.0,,0.79,77.42
2016-12-19,93,79.0,,0.79,73.47
2016-12-20,96,79.0,,0.79,75.84
2016-12-21,94,79.0,,0.79,74.26
2016-12-22,96,79.0,,0.79,75.84
2016-12-23,91,79.0,,0.79,71.89
2016-12-24,92,79.0,,0.79,72.68
2016-12-25,98,79.0,,0.79,77.42
2016-12-26,100,79.0,,0.79,79.0
2016-12-27,95,79.0,,0.79,75.05
2016-12-28,99,79.0,,0.79,78.21000000000001
2016-12-29,96,79.0,,0.79,75.84
2016-12-30,96,79.0,,0.79,75.84
2016-12-31,98,79.0,,0.79,77.42
2017-01-01,92,82.0,False,0.82,75.44
2017-01-02,94,82.0,,0.82,77.08
2017-01-03,85,82.0,,0.82,69.7
2017-01-04,88,82.0,,0.82,72.16
2017-01-05,89,82.0,,0.82,72.97999999999999
2017-01-06,87,82.0,,0.82,71.33999999999999
2017-01-07,93,82.0,,0.82,76.25999999999999
2017-01-08,99,82.0,,0.82,81.17999999999999
2017-01-09,87,82.0,,0.82,71.33999999999999
2017-01-10,87,82.0,,0.82,71.33999999999999
2017-01-11,89,82.0,,0.82,72.97999999999999
2017-01-12,88,82.0,,0.82,72.16
2017-01-13,93,82.0,,0.82,76.25999999999999
2017-01-14,100,82.0,,0.82,82.0
2017-01-15,94,82.0,,0.82,77.08
2017-01-16,93,82.0,,0.82,76.25999999999999
2017-01-17,91,82.0,,0.82,74.61999999999999
2017-01-18,87,82.0,,0.82,71.33999999999999
2017-01-19,91,82.0,,0.82,74.61999999999999
2017-01-20,91,82.0,,0.82,74.61999999999999
2017-01-21,95,82.0,,0.82,77.89999999999999
2017-01-22,99,82.0,,0.82,81.17999999999999
2017-01-23,88,82.0,,0.82,72.16
2017-01-24,91,82.0,,0.82,74.61999999999999
2017-01-25,88,82.0,,0.82,72.16
2017-01-26,90,82.0,,0.82,73.8
2017-01-27,90,82.0,,0.82,73.8
2017-01-28,94,82.0,,0.82,77.08
2017-01-29,97,82.0,,0.82,79.53999999999999
2017-01-30,89,82.0,,0.82,72.97999999999999
2017-01-31,92,82.0,,0.82,75.44
2017-02-01,64,89.0,False,0.89,56.96
2017-02-02,61,89.0,,0.89,54.29
2017-02-03,61,89.0,,0.89,54.29
2017-02-04,65,89.0,,0.89,57.85
2017-02-05,63,89.0,,0.89,56.07
2017-02-06,59,89.0,,0.89,52.51
2017-02-07,63,89.0,,0.89,56.07
2017-02-08,64,89.0,,0.89,56.96
2017-02-09,63,89.0,,0.89,56.07
2017-02-10,62,89.0,,0.89,55.18
2017-02-11,67,89.0,,0.89,59.63
2017-02-12,70,89.0,,0.89,62.300000000000004
2017-02-13,63,89.0,,0.89,56.07
2017-02-14,60,89.0,,0.89,53.4
2017-02-15,62,89.0,,0.89,55.18
2017-02-16,61,89.0,,0.89,54.29
2017-02-17,64,89.0,,0.89,56.96
2017-02-18,71,89.0,,0.89,63.19
2017-02-19,71,89.0,,0.89,63.19
2017-02-20,67,89.0,,0.89,59.63
2017-02-21,64,89.0,,0.89,56.96
2017-02-22,66,89.0,,0.89,58.74
2017-02-23,69,89.0,,0.89,61.410000000000004
2017-02-24,83,89.0,,0.89,73.87
2017-02-25,94,89.0,,0.89,83.66
2017-02-26,100,89.0,,0.89,89.0
2017-02-27,82,89.0,,0.89,72.98
2017-02-28,76,89.0,,0.89,67.64
2017-03-01,78,98.0,False,0.98,76.44
2017-03-02,79,98.0,,0.98,77.42
2017-03-03,80,98.0,,0.98,78.4
2017-03-04,93,98.0,,0.98,91.14
2017-03-05,100,98.0,,0.98,98.0
2017-03-06,80,98.0,,0.98,78.4
2017-03-07,76,98.0,,0.98,74.48
2017-03-08,75,98.0,,0.98,73.5
2017-03-09,75,98.0,,0.98,73.5
2017-03-10,79,98.0,,0.98,77.42
2017-03-11,94,98.0,,0.98,92.12
2017-03-12,91,98.0,,0.98,89.17999999999999
2017-03-13,80,98.0,,0.98,78.4
2017-03-14,74,98.0,,0.98,72.52
2017-03-15,74,98.0,,0.98,72.52
2017-03-16,72,98.0,,0.98,70.56
2017-03-17,74,98.0,,0.98,72.52
2017-03-18,81,98.0,,0.98,79.38
2017-03-19,83,98.0,,0.98,81.34
2017-03-20,73,98.0,,0.98,71.53999999999999
2017-03-21,71,98.0,,0.98,69.58
2017-03-22,71,98.0,,0.98,69.58
2017-03-23,69,98.0,,0.98,67.62
2017-03-24,70,98.0,,0.98,68.6
2017-03-25,78,98.0,,0.98,76.44
2017-03-26,81,98.0,,0.98,79.38
2017-03-27,68,98.0,,0.98,66.64
2017-03-28,71,98.0,,0.98,69.58
2017-03-29,68,98.0,,0.98,66.64
2017-03-30,68,98.0,,0.98,66.64
2017-03-31,67,98.0,,0.98,65.66
2017-04-01,93,84.0,False,0.84,78.11999999999999
2017-04-02,100,84.0,,0.84,84.0
2017-04-03,83,84.0,,0.84,69.72
2017-04-04,83,84.0,,0.84,69.72
2017-04-05,83,84.0,,0.84,69.72
2017-04-06,81,84.0,,0.84,68.03999999999999
2017-04-07,81,84.0,,0.84,68.03999999999999
2017-04-08,90,84.0,,0.84,75.6
2017-04-09,91,84.0,,0.84,76.44
2017-04-10,81,84.0,,0.84,68.03999999999999
2017-04-11,80,84.0,,0.84,67.2
2017-04-12,80,84.0,,0.84,67.2
2017-04-13,83,84.0,,0.84,69.72
2017-04-14,84,84.0,,0.84,70.56
2017-04-15,88,84.0,,0.84,73.92
2017-04-16,90,84.0,,0.84,75.6
2017-04-17,82,84.0,,0.84,68.88
2017-04-18,81,84.0,,0.84,68.03999999999999
2017-04-19,80,84.0,,0.84,67.2
2017-04-20,79,84.0,,0.84,66.36
2017-04-21,84,84.0,,0.84,70.56
2017-04-22,89,84.0,,0.84,74.75999999999999
2017-04-23,92,84.0,,0.84,77.28
2017-04-24,82,84.0,,0.84,68.88
2017-04-25,83,84.0,,0.84,69.72
2017-04-26,81,84.0,,0.84,68.03999999999999
2017-04-27,81,84.0,,0.84,68.03999999999999
2017-04-28,82,84.0,,0.84,68.88
2017-04-29,89,84.0,,0.84,74.75999999999999
2017-04-30,93,84.0,,0.84,78.11999999999999
2017-05-01,91,85.0,False,0.85,77.35
2017-05-02,87,85.0,,0.85,73.95
2017-05-03,89,85.0,,0.85,75.64999999999999
2017-05-04,90,85.0,,0.85,76.5
2017-05-05,90,85.0,,0.85,76.5
2017-05-06,96,85.0,,0.85,81.6
2017-05-07,96,85.0,,0.85,81.6
2017-05-08,89,85.0,,0.85,75.64999999999999
2017-05-09,87,85.0,,0.85,73.95
2017-05-10,86,85.0,,0.85,73.1
2017-05-11,87,85.0,,0.85,73.95
2017-05-12,88,85.0,,0.85,74.8
2017-05-13,96,85.0,,0.85,81.6
2017-05-14,94,85.0,,0.85,79.89999999999999
2017-05-15,88,85.0,,0.85,74.8
2017-05-16,86,85.0,,0.85,73.1
2017-05-17,88,85.0,,0.85,74.8
2017-05-18,86,85.0,,0.85,73.1
2017-05-19,84,85.0,,0.85,71.39999999999999
2017-05-20,93,85.0,,0.85,79.05
2017-05-21,99,85.0,,0.85,84.14999999999999
2017-05-22,91,85.0,,0.85,77.35
2017-05-23,87,85.0,,0.85,73.95
2017-05-24,87,85.0,,0.85,73.95
2017-05-25,89,85.0,,0.85,75.64999999999999
2017-05-26,89,85.0,,0.85,75.64999999999999
2017-05-27,96,85.0,,0.85,81.6
2017-05-28,98,85.0,,0.85,83.3
2017-05-29,100,85.0,,0.85,85.0
2017-05-30,91,85.0,,0.85,77.35
2017-05-31,92,85.0,,0.85,78.2
2017-06-01,93,88.0,False,0.88,81.84
2017-06-02,94,88.0,,0.88,82.72
2017-06-03,96,88.0,,0.88,84.48
2017-06-04,97,88.0,,0.88,85.36
2017-06-05,89,88.0,,0.88,78.32000000000001
2017-06-06,91,88.0,,0.88,80.08
2017-06-07,90,88.0,,0.88,79.2
2017-06-08,89,88.0,,0.88,78.32000000000001
2017-06-09,94,88.0,,0.88,82.72
2017-06-10,93,88.0,,0.88,81.84
2017-06-11,98,88.0,,0.88,86.24
2017-06-12,91,88.0,,0.88,80.08
2017-06-13,88,88.0,,0.88,77.44
2017-06-14,89,88.0,,0.88,78.32000000000001
2017-06-15,91,88.0,,0.88,80.08
2017-06-16,89,88.0,,0.88,78.32000000000001
2017-06-17,97,88.0,,0.88,85.36
2017-06-18,100,88.0,,0.88,88.0
2017-06-19,93,88.0,,0.88,81.84
2017-06-20,91,88.0,,0.88,80.08
2017-06-21,91,88.0,,0.88,80.08
2017-06-22,89,88.0,,0.88,78.32000000000001
2017-06-23,91,88.0,,0.88,80.08
2017-06-24,94,88.0,,0.88,82.72
2017-06-25,100,88.0,,0.88,88.0
2017-06-26,91,88.0,,0.88,80.08
2017-06-27,92,88.0,,0.88,80.96
2017-06-28,92,88.0,,0.88,80.96
2017-06-29,93,88.0,,0.88,81.84
2017-06-30,94,88.0,,0.88,82.72
2017-07-01,96,86.0,False,0.86,82.56
2017-07-02,99,86.0,,0.86,85.14
2017-07-03,96,86.0,,0.86,82.56
2017-07-04,97,86.0,,0.86,83.42
2017-07-05,93,86.0,,0.86,79.98
2017-07-06,93,86.0,,0.86,79.98
2017-07-07,96,86.0,,0.86,82.56
2017-07-08,99,86.0,,0.86,85.14
2017-07-09,98,86.0,,0.86,84.28
2017-07-10,93,86.0,,0.86,79.98
2017-07-11,94,86.0,,0.86,80.84
2017-07-12,94,86.0,,0.86,80.84
2017-07-13,94,86.0,,0.86,80.84
2017-07-14,95,86.0,,0.86,81.7
2017-07-15,97,86.0,,0.86,83.42
2017-07-16,100,86.0,,0.86,86.0
2017-07-17,93,86.0,,0.86,79.98
2017-07-18,94,86.0,,0.86,80.84
2017-07-19,94,86.0,,0.86,80.84
2017-07-20,93,86.0,,0.86,79.98
2017-07-21,96,86.0,,0.86,82.56
2017-07-22,95,86.0,,0.86,81.7
2017-07-23,100,86.0,,0.86,86.0
2017-07-24,94,86.0,,0.86,80.84
2017-07-25,92,86.0,,0.86,79.12
2017-07-26,92,86.0,,0.86,79.12
2017-07-27,92,86.0,,0.86,79.12
2017-07-28,93,86.0,,0.86,79.98
2017-07-29,97,86.0,,0.86,83.42
2017-07-30,99,86.0,,0.86,85.14
2017-07-31,95,86.0,,0.86,81.7
2017-08-01,99,83.0,False,0.83,82.17
2017-08-02,98,83.0,,0.83,81.33999999999999
2017-08-03,93,83.0,,0.83,77.19
2017-08-04,94,83.0,,0.83,78.02
2017-08-05,100,83.0,,0.83,83.0
2017-08-06,99,83.0,,0.83,82.17
2017-08-07,94,83.0,,0.83,78.02
2017-08-08,94,83.0,,0.83,78.02
2017-08-09,91,83.0,,0.83,75.53
2017-08-10,92,83.0,,0.83,76.36
2017-08-11,91,83.0,,0.83,75.53
2017-08-12,96,83.0,,0.83,79.67999999999999
2017-08-13,97,83.0,,0.83,80.50999999999999
2017-08-14,90,83.0,,0.83,74.7
2017-08-15,91,83.0,,0.83,75.53
2017-08-16,88,83.0,,0.83,73.03999999999999
2017-08-17,91,83.0,,0.83,75.53
2017-08-18,91,83.0,,0.83,75.53
2017-08-19,98,83.0,,0.83,81.33999999999999
2017-08-20,100,83.0,,0.83,83.0
2017-08-21,90,83.0,,0.83,74.7
2017-08-22,89,83.0,,0.83,73.86999999999999
2017-08-23,90,83.0,,0.83,74.7
2017-08-24,88,83.0,,0.83,73.03999999999999
2017-08-25,91,83.0,,0.83,75.53
2017-08-26,93,83.0,,0.83,77.19
2017-08-27,91,83.0,,0.83,75.53
2017-08-28,88,83.0,,0.83,73.03999999999999
2017-08-29,88,83.0,,0.83,73.03999999999999
2017-08-30,89,83.0,,0.83,73.86999999999999
2017-08-31,92,83.0,,0.83,76.36
2017-09-01,96,81.0,False,0.81,77.76
2017-09-02,95,81.0,,0.81,76.95
2017-09-03,100,81.0,,0.81,81.0
2017-09-04,97,81.0,,0.81,78.57000000000001
2017-09-05,88,81.0,,0.81,71.28
2017-09-06,86,81.0,,0.81,69.66000000000001
2017-09-07,87,81.0,,0.81,70.47
2017-09-08,86,81.0,,0.81,69.66000000000001
2017-09-09,91,81.0,,0.81,73.71000000000001
2017-09-10,92,81.0,,0.81,74.52000000000001
2017-09-11,88,81.0,,0.81,71.28
2017-09-12,95,81.0,,0.81,76.95
2017-09-13,90,81.0,,0.81,72.9
2017-09-14,88,81.0,,0.81,71.28
2017-09-15,92,81.0,,0.81,74.52000000000001
2017-09-16,93,81.0,,0.81,75.33
2017-09-17,95,81.0,,0.81,76.95
2017-09-18,88,81.0,,0.81,71.28
2017-09-19,91,81.0,,0.81,73.71000000000001
2017-09-20,89,81.0,,0.81,72.09
2017-09-21,90,81.0,,0.81,72.9
2017-09-22,92,81.0,,0.81,74.52000000000001
2017-09-23,94,81.0,,0.81,76.14
2017-09-24,97,81.0,,0.81,78.57000000000001
2017-09-25,89,81.0,,0.81,72.09
2017-09-26,88,81.0,,0.81,71.28
2017-09-27,91,81.0,,0.81,73.71000000000001
2017-09-28,88,81.0,,0.81,71.28
2017-09-29,89,81.0,,0.81,72.09
2017-09-30,92,81.0,,0.81,74.52000000000001
2017-10-01,98,84.0,False,0.84,82.32
2017-10-02,85,84.0,,0.84,71.39999999999999
2017-10-03,87,84.0,,0.84,73.08
2017-10-04,92,84.0,,0.84,77.28
2017-10-05,92,84.0,,0.84,77.28
2017-10-06,91,84.0,,0.84,76.44
2017-10-07,95,84.0,,0.84,79.8
2017-10-08,100,84.0,,0.84,84.0
2017-10-09,94,84.0,,0.84,78.96
2017-10-10,90,84.0,,0.84,75.6
2017-10-11,96,84.0,,0.84,80.64
2017-10-12,95,84.0,,0.84,79.8
2017-10-13,93,84.0,,0.84,78.11999999999999
2017-10-14,92,84.0,,0.84,77.28
2017-10-15,100,84.0,,0.84,84.0
2017-10-16,95,84.0,,0.84,79.8
2017-10-17,93,84.0,,0.84,78.11999999999999
2017-10-18,91,84.0,,0.84,76.44
2017-10-19,94,84.0,,0.84,78.96
2017-10-20,93,84.0,,0.84,78.11999999999999
2017-10-21,94,84.0,,0.84,78.96
2017-10-22,97,84.0,,0.84,81.48
2017-10-23,91,84.0,,0.84,76.44
2017-10-24,92,84.0,,0.84,77.28
2017-10-25,91,84.0,,0.84,76.44
2017-10-26,94,84.0,,0.84,78.96
2017-10-27,95,84.0,,0.84,79.8
2017-10-28,94,84.0,,0.84,78.96
2017-10-29,98,84.0,,0.84,82.32
2017-10-30,92,84.0,,0.84,77.28
2017-10-31,94,84.0,,0.84,78.96
2017-11-01,92,81.0,False,0.81,74.52000000000001
2017-11-02,92,81.0,,0.81,74.52000000000001
2017-11-03,94,81.0,,0.81,76.14
2017-11-04,95,81.0,,0.81,76.95
2017-11-05,100,81.0,,0.81,81.0
2017-11-06,93,81.0,,0.81,75.33
2017-11-07,89,81.0,,0.81,72.09
2017-11-08,88,81.0,,0.81,71.28
2017-11-09,88,81.0,,0.81,71.28
2017-11-10,92,81.0,,0.81,74.52000000000001
2017-11-11,92,81.0,,0.81,74.52000000000001
2017-11-12,98,81.0,,0.81,79.38000000000001
2017-11-13,89,81.0,,0.81,72.09
2017-11-14,88,81.0,,0.81,71.28
2017-11-15,94,81.0,,0.81,76.14
2017-11-16,92,81.0,,0.81,74.52000000000001
2017-11-17,89,81.0,,0.81,72.09
2017-11-18,94,81.0,,0.81,76.14
2017-11-19,98,81.0,,0.81,79.38000000000001
2017-11-20,89,81.0,,0.81,72.09
2017-11-21,92,81.0,,0.81,74.52000000000001
2017-11-22,91,81.0,,0.81,73.71000000000001
2017-11-23,89,81.0,,0.81,72.09
2017-11-24,85,81.0,,0.81,68.85000000000001
2017-11-25,90,81.0,,0.81,72.9
2017-11-26,95,81.0,,0.81,76.95
2017-11-27,86,81.0,,0.81,69.66000000000001
2017-11-28,88,81.0,,0.81,71.28
2017-11-29,86,81.0,,0.81,69.66000000000001
2017-11-30,90,81.0,,0.81,72.9
2017-12-01,93,80.0,False,0.8,74.4
2017-12-02,94,80.0,,0.8,75.2
2017-12-03,96,80.0,,0.8,76.80000000000001
2017-12-04,90,80.0,,0.8,72.0
2017-12-05,89,80.0,,0.8,71.2
2017-12-06,92,80.0,,0.8,73.60000000000001
2017-12-07,90,80.0,,0.8,72.0
2017-12-08,92,80.0,,0.8,73.60000000000001
2017-12-09,100,80.0,,0.8,80.0
2017-12-10,97,80.0,,0.8,77.60000000000001
2017-12-11,92,80.0,,0.8,73.60000000000001
2017-12-12,92,80.0,,0.8,73.60000000000001
2017-12-13,90,80.0,,0.8,72.0
2017-12-14,93,80.0,,0.8,74.4
2017-12-15,93,80.0,,0.8,74.4
2017-12-16,93,80.0,,0.8,74.4
2017-12-17,93,80.0,,0.8,74.4
2017-12-18,89,80.0,,0.8,71.2
2017-12-19,91,80.0,,0.8,72.8
2017-12-20,91,80.0,,0.8,72.8
2017-12-21,90,80.0,,0.8,72.0
2017-12-22,91,80.0,,0.8,72.8
2017-12-23,90,80.0,,0.8,72.0
