date,DTE_unscaled,DTE_monthly,isPartial,scale,DTE
2021-05-04,68,23.0,,0.23,15.64
2021-05-05,65,23.0,,0.23,14.950000000000001
2021-05-06,63,23.0,,0.23,14.49
2021-05-07,65,23.0,,0.23,14.950000000000001
2021-05-08,37,23.0,,0.23,8.51
2021-05-09,38,23.0,,0.23,8.74
2021-05-10,58,23.0,,0.23,13.34
2021-05-11,55,23.0,,0.23,12.65
2021-05-12,60,23.0,,0.23,13.8
2021-05-13,53,23.0,,0.23,12.190000000000001
2021-05-14,68,23.0,,0.23,15.64
2021-05-15,31,23.0,,0.23,7.13
2021-05-16,39,23.0,,0.23,8.97
2021-05-17,62,23.0,,0.23,14.26
2021-05-18,51,23.0,,0.23,11.73
2021-05-19,66,23.0,,0.23,15.180000000000001
2021-05-20,74,23.0,,0.23,17.02
2021-05-21,80,23.0,,0.23,18.400000000000002
2021-05-22,47,23.0,,0.23,10.81
2021-05-23,52,23.0,,0.23,11.96
2021-05-24,77,23.0,,0.23,17.71
2021-05-25,71,23.0,,0.23,16.330000000000002
2021-05-26,72,23.0,,0.23,16.560000000000002
2021-05-27,61,23.0,,0.23,14.030000000000001
2021-05-28,100,23.0,,0.23,23.0
2021-05-29,50,23.0,,0.23,11.5
2021-05-30,28,23.0,,0.23,6.44
2021-05-31,41,23.0,,0.23,9.43
2021-06-01,28,42.0,False,0.42,11.76
2021-06-02,30,42.0,,0.42,12.6
2021-06-03,33,42.0,,0.42,13.86
2021-06-04,33,42.0,,0.42,13.86
2021-06-05,21,42.0,,0.42,8.82
2021-06-06,21,42.0,,0.42,8.82
2021-06-07,34,42.0,,0.42,14.28
2021-06-08,29,42.0,,0.42,12.18
2021-06-09,36,42.0,,0.42,15.12
2021-06-10,25,42.0,,0.42,10.5
2021-06-11,27,42.0,,0.42,11.34
2021-06-12,22,42.0,,0.42,9.24
2021-06-13,18,42.0,,0.42,7.56
2021-06-14,29,42.0,,0.42,12.18
2021-06-15,25,42.0,,0.42,10.5
2021-06-16,27,42.0,,0.42,11.34
2021-06-17,25,42.0,,0.42,10.5
2021-06-18,30,42.0,,0.42,12.6
2021-06-19,17,42.0,,0.42,7.14
2021-06-20,17,42.0,,0.42,7.14
2021-06-21,100,42.0,,0.42,42.0
2021-06-22,39,42.0,,0.42,16.38
2021-06-23,30,42.0,,0.42,12.6
2021-06-24,27,42.0,,0.42,11.34
2021-06-25,32,42.0,,0.42,13.44
2021-06-26,57,42.0,,0.42,23.939999999999998
2021-06-27,40,42.0,,0.42,16.8
2021-06-28,48,42.0,,0.42,20.16
2021-06-29,77,42.0,,0.42,32.339999999999996
2021-06-30,62,42.0,,0.42,26.04
2021-07-01,20,60.0,False,0.6,12.0
2021-07-02,17,60.0,,0.6,10.2
2021-07-03,12,60.0,,0.6,7.199999999999999
2021-07-04,10,60.0,,0.6,6.0
2021-07-05,19,60.0,,0.6,11.4
2021-07-06,24,60.0,,0.6,14.399999999999999
2021-07-07,61,60.0,,0.6,36.6
2021-07-08,79,60.0,,0.6,47.4
2021-07-09,46,60.0,,0.6,27.599999999999998
2021-07-10,23,60.0,,0.6,13.799999999999999
2021-07-11,14,60.0,,0.6,8.4
2021-07-12,16,60.0,,0.6,9.6
2021-07-13,17,60.0,,0.6,10.2
2021-07-14,16,60.0,,0.6,9.6
2021-07-15,17,60.0,,0.6,10.2
2021-07-16,19,60.0,,0.6,11.4
2021-07-17,15,60.0,,0.6,9.0
2021-07-18,10,60.0,,0.6,6.0
2021-07-19,15,60.0,,0.6,9.0
2021-07-20,18,60.0,,0.6,10.799999999999999
2021-07-21,32,60.0,,0.6,19.2
2021-07-22,15,60.0,,0.6,9.0
2021-07-23,14,60.0,,0.6,8.4
2021-07-24,14,60.0,,0.6,8.4
2021-07-25,100,60.0,,0.6,60.0
2021-07-26,46,60.0,,0.6,27.599999999999998
2021-07-27,26,60.0,,0.6,15.6
2021-07-28,19,60.0,,0.6,11.4
2021-07-29,24,60.0,,0.6,14.399999999999999
2021-07-30,17,60.0,,0.6,10.2
2021-07-31,12,60.0,,0.6,7.199999999999999
2021-08-01,5,100.0,False,1.0,5.0
2021-08-02,6,100.0,,1.0,6.0
2021-08-03,6,100.0,,1.0,6.0
2021-08-04,5,100.0,,1.0,5.0
2021-08-05,5,100.0,,1.0,5.0
2021-08-06,8,100.0,,1.0,8.0
2021-08-07,7,100.0,,1.0,7.0
2021-08-08,5,100.0,,1.0,5.0
2021-08-09,9,100.0,,1.0,9.0
2021-08-10,8,100.0,,1.0,8.0
2021-08-11,43,100.0,,1.0,43.0
2021-08-12,100,100.0,,1.0,100.0
2021-08-13,57,100.0,,1.0,57.0
2021-08-14,37,100.0,,1.0,37.0
2021-08-15,27,100.0,,1.0,27.0
2021-08-16,19,100.0,,1.0,19.0
2021-08-17,9,100.0,,1.0,9.0
2021-08-18,7,100.0,,1.0,7.0
2021-08-19,6,100.0,,1.0,6.0
2021-08-20,7,100.0,,1.0,7.0
2021-08-21,6,100.0,,1.0,6.0
2021-08-22,4,100.0,,1.0,4.0
2021-08-23,7,100.0,,1.0,7.0
2021-08-24,7,100.0,,1.0,7.0
2021-08-25,19,100.0,,1.0,19.0
2021-08-26,6,100.0,,1.0,6.0
2021-08-27,8,100.0,,1.0,8.0
2021-08-28,7,100.0,,1.0,7.0
2021-08-29,7,100.0,,1.0,7.0
2021-08-30,8,100.0,,1.0,8.0
2021-08-31,7,100.0,,1.0,7.0
2021-09-01,18,55.0,False,0.55,9.9
2021-09-02,14,55.0,,0.55,7.700000000000001
2021-09-03,13,55.0,,0.55,7.15
2021-09-04,11,55.0,,0.55,6.050000000000001
2021-09-05,8,55.0,,0.55,4.4
2021-09-06,8,55.0,,0.55,4.4
2021-09-07,17,55.0,,0.55,9.350000000000001
2021-09-08,59,55.0,,0.55,32.45
2021-09-09,18,55.0,,0.55,9.9
2021-09-10,19,55.0,,0.55,10.450000000000001
2021-09-11,15,55.0,,0.55,8.25
2021-09-12,18,55.0,,0.55,9.9
2021-09-13,26,55.0,,0.55,14.3
2021-09-14,24,55.0,,0.55,13.200000000000001
2021-09-15,32,55.0,,0.55,17.6
2021-09-16,16,55.0,,0.55,8.8
2021-09-17,14,55.0,,0.55,7.700000000000001
2021-09-18,10,55.0,,0.55,5.5
2021-09-19,11,55.0,,0.55,6.050000000000001
2021-09-20,15,55.0,,0.55,8.25
2021-09-21,15,55.0,,0.55,8.25
2021-09-22,35,55.0,,0.55,19.25
2021-09-23,100,55.0,,0.55,55.00000000000001
2021-09-24,44,55.0,,0.55,24.200000000000003
2021-09-25,24,55.0,,0.55,13.200000000000001
2021-09-26,14,55.0,,0.55,7.700000000000001
2021-09-27,16,55.0,,0.55,8.8
2021-09-28,15,55.0,,0.55,8.25
2021-09-29,13,55.0,,0.55,7.15
2021-09-30,14,55.0,,0.55,7.700000000000001
2021-10-01,100,24.0,False,0.24,24.0
2021-10-02,65,24.0,,0.24,15.6
2021-10-03,63,24.0,,0.24,15.12
2021-10-04,100,24.0,,0.24,24.0
2021-10-05,82,24.0,,0.24,19.68
2021-10-06,75,24.0,,0.24,18.0
2021-10-07,75,24.0,,0.24,18.0
2021-10-08,82,24.0,,0.24,19.68
2021-10-09,45,24.0,,0.24,10.799999999999999
2021-10-10,49,24.0,,0.24,11.76
2021-10-11,70,24.0,,0.24,16.8
2021-10-12,66,24.0,,0.24,15.84
2021-10-13,69,24.0,,0.24,16.56
2021-10-14,89,24.0,,0.24,21.36
2021-10-15,97,24.0,,0.24,23.279999999999998
2021-10-16,45,24.0,,0.24,10.799999999999999
2021-10-17,37,24.0,,0.24,8.879999999999999
2021-10-18,74,24.0,,0.24,17.759999999999998
2021-10-19,70,24.0,,0.24,16.8
2021-10-20,61,24.0,,0.24,14.639999999999999
2021-10-21,76,24.0,,0.24,18.24
2021-10-22,78,24.0,,0.24,18.72
2021-10-23,41,24.0,,0.24,9.84
2021-10-24,32,24.0,,0.24,7.68
2021-10-25,82,24.0,,0.24,19.68
2021-10-26,72,24.0,,0.24,17.28
2021-10-27,62,24.0,,0.24,14.879999999999999
2021-10-28,59,24.0,,0.24,14.16
2021-10-29,66,24.0,,0.24,15.84
2021-10-30,46,24.0,,0.24,11.04
2021-10-31,40,24.0,,0.24,9.6
2021-11-01,86,22.0,False,0.22,18.92
2021-11-02,72,22.0,,0.22,15.84
2021-11-03,73,22.0,,0.22,16.06
2021-11-04,75,22.0,,0.22,16.5
2021-11-05,70,22.0,,0.22,15.4
2021-11-06,51,22.0,,0.22,11.22
2021-11-07,38,22.0,,0.22,8.36
2021-11-08,63,22.0,,0.22,13.86
2021-11-09,58,22.0,,0.22,12.76
2021-11-10,69,22.0,,0.22,15.18
2021-11-11,82,22.0,,0.22,18.04
2021-11-12,100,22.0,,0.22,22.0
2021-11-13,55,22.0,,0.22,12.1
2021-11-14,50,22.0,,0.22,11.0
2021-11-15,68,22.0,,0.22,14.96
2021-11-16,61,22.0,,0.22,13.42
2021-11-17,72,22.0,,0.22,15.84
2021-11-18,84,22.0,,0.22,18.48
2021-11-19,76,22.0,,0.22,16.72
2021-11-20,43,22.0,,0.22,9.46
2021-11-21,46,22.0,,0.22,10.12
2021-11-22,82,22.0,,0.22,18.04
2021-11-23,66,22.0,,0.22,14.52
2021-11-24,62,22.0,,0.22,13.64
2021-11-25,40,22.0,,0.22,8.8
2021-11-26,67,22.0,,0.22,14.74
2021-11-27,50,22.0,,0.22,11.0
2021-11-28,34,22.0,,0.22,7.48
2021-11-29,72,22.0,,0.22,15.84
2021-11-30,74,22.0,,0.22,16.28
2021-12-01,15,37.0,False,0.37,5.55
2021-12-02,19,37.0,,0.37,7.03
2021-12-03,16,37.0,,0.37,5.92
2021-12-04,10,37.0,,0.37,3.7
2021-12-05,9,37.0,,0.37,3.33
2021-12-06,24,37.0,,0.37,8.879999999999999
2021-12-07,20,37.0,,0.37,7.4
2021-12-08,15,37.0,,0.37,5.55
2021-12-09,16,37.0,,0.37,5.92
2021-12-10,16,37.0,,0.37,5.92
2021-12-11,100,37.0,,0.37,37.0
2021-12-12,100,37.0,,0.37,37.0
2021-12-13,30,37.0,,0.37,11.1
2021-12-14,16,37.0,,0.37,5.92
2021-12-15,17,37.0,,0.37,6.29
2021-12-16,37,37.0,,0.37,13.69
2021-12-17,19,37.0,,0.37,7.03
2021-12-18,11,37.0,,0.37,4.07
2021-12-19,10,37.0,,0.37,3.7
2021-12-20,15,37.0,,0.37,5.55
2021-12-21,14,37.0,,0.37,5.18
2021-12-22,13,37.0,,0.37,4.81
2021-12-23,12,37.0,,0.37,4.4399999999999995
2021-12-24,9,37.0,,0.37,3.33
2021-12-25,12,37.0,,0.37,4.4399999999999995
2021-12-26,8,37.0,,0.37,2.96
2021-12-27,15,37.0,,0.37,5.55
2021-12-28,13,37.0,,0.37,4.81
2021-12-29,13,37.0,,0.37,4.81
2021-12-30,15,37.0,,0.37,5.55
2021-12-31,11,37.0,,0.37,4.07
