date,HBAR_unscaled,HBAR_monthly,isPartial,scale,HBAR
2021-04-22,68,57.0,,0.57,38.76
2021-04-23,57,57.0,,0.57,32.489999999999995
2021-04-24,54,57.0,,0.57,30.779999999999998
2021-04-25,55,57.0,,0.57,31.349999999999998
2021-04-26,54,57.0,,0.57,30.779999999999998
2021-04-27,44,57.0,,0.57,25.08
2021-04-28,58,57.0,,0.57,33.059999999999995
2021-04-29,58,57.0,,0.57,33.059999999999995
2021-04-30,29,57.0,,0.57,16.529999999999998
2021-05-01,20,94.0,False,0.94,18.799999999999997
2021-05-02,22,94.0,,0.94,20.68
2021-05-03,30,94.0,,0.94,28.2
2021-05-04,30,94.0,,0.94,28.2
2021-05-05,30,94.0,,0.94,28.2
2021-05-06,38,94.0,,0.94,35.72
2021-05-07,18,94.0,,0.94,16.919999999999998
2021-05-08,29,94.0,,0.94,27.259999999999998
2021-05-09,23,94.0,,0.94,21.619999999999997
2021-05-10,48,94.0,,0.94,45.12
2021-05-11,24,94.0,,0.94,22.56
2021-05-12,30,94.0,,0.94,28.2
2021-05-13,85,94.0,,0.94,79.89999999999999
2021-05-14,100,94.0,,0.94,94.0
2021-05-15,62,94.0,,0.94,58.279999999999994
2021-05-16,48,94.0,,0.94,45.12
2021-05-17,42,94.0,,0.94,39.48
2021-05-18,36,94.0,,0.94,33.839999999999996
2021-05-19,47,94.0,,0.94,44.18
2021-05-20,44,94.0,,0.94,41.36
2021-05-21,27,94.0,,0.94,25.38
2021-05-22,42,94.0,,0.94,39.48
2021-05-23,65,94.0,,0.94,61.099999999999994
2021-05-24,39,94.0,,0.94,36.66
2021-05-25,31,94.0,,0.94,29.139999999999997
2021-05-26,24,94.0,,0.94,22.56
2021-05-27,23,94.0,,0.94,21.619999999999997
2021-05-28,29,94.0,,0.94,27.259999999999998
2021-05-29,23,94.0,,0.94,21.619999999999997
2021-05-30,23,94.0,,0.94,21.619999999999997
2021-05-31,29,94.0,,0.94,27.259999999999998
2021-06-01,39,47.0,False,0.47,18.33
2021-06-02,100,47.0,,0.47,47.0
2021-06-03,67,47.0,,0.47,31.49
2021-06-04,43,47.0,,0.47,20.209999999999997
2021-06-05,58,47.0,,0.47,27.259999999999998
2021-06-06,50,47.0,,0.47,23.5
2021-06-07,49,47.0,,0.47,23.029999999999998
2021-06-08,41,47.0,,0.47,19.27
2021-06-09,53,47.0,,0.47,24.91
2021-06-10,51,47.0,,0.47,23.97
2021-06-11,55,47.0,,0.47,25.849999999999998
2021-06-12,53,47.0,,0.47,24.91
2021-06-13,48,47.0,,0.47,22.56
2021-06-14,53,47.0,,0.47,24.91
2021-06-15,67,47.0,,0.47,31.49
2021-06-16,38,47.0,,0.47,17.86
2021-06-17,45,47.0,,0.47,21.15
2021-06-18,49,47.0,,0.47,23.029999999999998
2021-06-19,27,47.0,,0.47,12.69
2021-06-20,34,47.0,,0.47,15.979999999999999
2021-06-21,59,47.0,,0.47,27.729999999999997
2021-06-22,69,47.0,,0.47,32.43
2021-06-23,47,47.0,,0.47,22.09
2021-06-24,46,47.0,,0.47,21.619999999999997
2021-06-25,49,47.0,,0.47,23.029999999999998
2021-06-26,41,47.0,,0.47,19.27
2021-06-27,38,47.0,,0.47,17.86
2021-06-28,33,47.0,,0.47,15.51
2021-06-29,48,47.0,,0.47,22.56
2021-06-30,44,47.0,,0.47,20.68
2021-07-01,55,34.0,False,0.34,18.700000000000003
2021-07-02,82,34.0,,0.34,27.880000000000003
2021-07-03,32,34.0,,0.34,10.88
2021-07-04,34,34.0,,0.34,11.56
2021-07-05,82,34.0,,0.34,27.880000000000003
2021-07-06,53,34.0,,0.34,18.02
2021-07-07,41,34.0,,0.34,13.940000000000001
2021-07-08,33,34.0,,0.34,11.22
2021-07-09,58,34.0,,0.34,19.720000000000002
2021-07-10,64,34.0,,0.34,21.76
2021-07-11,48,34.0,,0.34,16.32
2021-07-12,38,34.0,,0.34,12.920000000000002
2021-07-13,96,34.0,,0.34,32.64
2021-07-14,46,34.0,,0.34,15.64
2021-07-15,62,34.0,,0.34,21.080000000000002
2021-07-16,100,34.0,,0.34,34.0
2021-07-17,90,34.0,,0.34,30.6
2021-07-18,48,34.0,,0.34,16.32
2021-07-19,70,34.0,,0.34,23.8
2021-07-20,76,34.0,,0.34,25.840000000000003
2021-07-21,33,34.0,,0.34,11.22
2021-07-22,41,34.0,,0.34,13.940000000000001
2021-07-23,33,34.0,,0.34,11.22
2021-07-24,59,34.0,,0.34,20.060000000000002
2021-07-25,53,34.0,,0.34,18.02
2021-07-26,75,34.0,,0.34,25.500000000000004
2021-07-27,57,34.0,,0.34,19.380000000000003
2021-07-28,33,34.0,,0.34,11.22
2021-07-29,75,34.0,,0.34,25.500000000000004
2021-07-30,61,34.0,,0.34,20.740000000000002
2021-07-31,62,34.0,,0.34,21.080000000000002
2021-08-01,43,40.0,False,0.4,17.2
2021-08-02,56,40.0,,0.4,22.400000000000002
2021-08-03,64,40.0,,0.4,25.6
2021-08-04,30,40.0,,0.4,12.0
2021-08-05,52,40.0,,0.4,20.8
2021-08-06,58,40.0,,0.4,23.200000000000003
2021-08-07,54,40.0,,0.4,21.6
2021-08-08,58,40.0,,0.4,23.200000000000003
2021-08-09,69,40.0,,0.4,27.6
2021-08-10,35,40.0,,0.4,14.0
2021-08-11,68,40.0,,0.4,27.200000000000003
2021-08-12,75,40.0,,0.4,30.0
2021-08-13,67,40.0,,0.4,26.8
2021-08-14,58,40.0,,0.4,23.200000000000003
2021-08-15,78,40.0,,0.4,31.200000000000003
2021-08-16,53,40.0,,0.4,21.200000000000003
2021-08-17,56,40.0,,0.4,22.400000000000002
2021-08-18,64,40.0,,0.4,25.6
2021-08-19,38,40.0,,0.4,15.200000000000001
2021-08-20,94,40.0,,0.4,37.6
2021-08-21,76,40.0,,0.4,30.400000000000002
2021-08-22,62,40.0,,0.4,24.8
2021-08-23,100,40.0,,0.4,40.0
2021-08-24,66,40.0,,0.4,26.400000000000002
2021-08-25,63,40.0,,0.4,25.200000000000003
2021-08-26,71,40.0,,0.4,28.400000000000002
2021-08-27,61,40.0,,0.4,24.400000000000002
2021-08-28,58,40.0,,0.4,23.200000000000003
2021-08-29,61,40.0,,0.4,24.400000000000002
2021-08-30,55,40.0,,0.4,22.0
2021-08-31,39,40.0,,0.4,15.600000000000001
2021-09-01,23,100.0,False,1.0,23.0
2021-09-02,20,100.0,,1.0,20.0
2021-09-03,20,100.0,,1.0,20.0
2021-09-04,47,100.0,,1.0,47.0
2021-09-05,40,100.0,,1.0,40.0
2021-09-06,35,100.0,,1.0,35.0
2021-09-07,37,100.0,,1.0,37.0
2021-09-08,22,100.0,,1.0,22.0
2021-09-09,37,100.0,,1.0,37.0
2021-09-10,29,100.0,,1.0,29.0
2021-09-11,44,100.0,,1.0,44.0
2021-09-12,44,100.0,,1.0,44.0
2021-09-13,59,100.0,,1.0,59.0
2021-09-14,55,100.0,,1.0,55.0
2021-09-15,100,100.0,,1.0,100.0
2021-09-16,75,100.0,,1.0,75.0
2021-09-17,48,100.0,,1.0,48.0
2021-09-18,21,100.0,,1.0,21.0
2021-09-19,31,100.0,,1.0,31.0
2021-09-20,38,100.0,,1.0,38.0
2021-09-21,31,100.0,,1.0,31.0
2021-09-22,33,100.0,,1.0,33.0
2021-09-23,34,100.0,,1.0,34.0
2021-09-24,26,100.0,,1.0,26.0
2021-09-25,15,100.0,,1.0,15.0
2021-09-26,21,100.0,,1.0,21.0
2021-09-27,19,100.0,,1.0,19.0
2021-09-28,19,100.0,,1.0,19.0
2021-09-29,18,100.0,,1.0,18.0
2021-09-30,23,100.0,,1.0,23.0
2021-10-01,69,86.0,False,0.86,59.339999999999996
2021-10-02,91,86.0,,0.86,78.26
2021-10-03,58,86.0,,0.86,49.88
2021-10-04,66,86.0,,0.86,56.76
2021-10-05,50,86.0,,0.86,43.0
2021-10-06,51,86.0,,0.86,43.86
2021-10-07,65,86.0,,0.86,55.9
2021-10-08,54,86.0,,0.86,46.44
2021-10-09,51,86.0,,0.86,43.86
2021-10-10,45,86.0,,0.86,38.7
2021-10-11,41,86.0,,0.86,35.26
2021-10-12,46,86.0,,0.86,39.56
2021-10-13,54,86.0,,0.86,46.44
2021-10-14,63,86.0,,0.86,54.18
2021-10-15,60,86.0,,0.86,51.6
2021-10-16,54,86.0,,0.86,46.44
2021-10-17,49,86.0,,0.86,42.14
2021-10-18,56,86.0,,0.86,48.16
2021-10-19,56,86.0,,0.86,48.16
2021-10-20,89,86.0,,0.86,76.53999999999999
2021-10-21,61,86.0,,0.86,52.46
2021-10-22,48,86.0,,0.86,41.28
2021-10-23,61,86.0,,0.86,52.46
2021-10-24,54,86.0,,0.86,46.44
2021-10-25,75,86.0,,0.86,64.5
2021-10-26,58,86.0,,0.86,49.88
2021-10-27,88,86.0,,0.86,75.67999999999999
2021-10-28,100,86.0,,0.86,86.0
2021-10-29,79,86.0,,0.86,67.94
2021-10-30,71,86.0,,0.86,61.06
2021-10-31,87,86.0,,0.86,74.82
2021-11-01,82,84.0,False,0.84,68.88
2021-11-02,89,84.0,,0.84,74.75999999999999
2021-11-03,66,84.0,,0.84,55.44
2021-11-04,60,84.0,,0.84,50.4
2021-11-05,94,84.0,,0.84,78.96
2021-11-06,64,84.0,,0.84,53.76
2021-11-07,78,84.0,,0.84,65.52
2021-11-08,67,84.0,,0.84,56.28
2021-11-09,90,84.0,,0.84,75.6
2021-11-10,100,84.0,,0.84,84.0
2021-11-11,87,84.0,,0.84,73.08
2021-11-12,95,84.0,,0.84,79.8
2021-11-13,86,84.0,,0.84,72.24
2021-11-14,60,84.0,,0.84,50.4
2021-11-15,70,84.0,,0.84,58.8
2021-11-16,62,84.0,,0.84,52.08
2021-11-17,54,84.0,,0.84,45.36
2021-11-18,40,84.0,,0.84,33.6
2021-11-19,71,84.0,,0.84,59.64
2021-11-20,50,84.0,,0.84,42.0
2021-11-21,55,84.0,,0.84,46.199999999999996
2021-11-22,40,84.0,,0.84,33.6
2021-11-23,51,84.0,,0.84,42.839999999999996
2021-11-24,45,84.0,,0.84,37.8
2021-11-25,41,84.0,,0.84,34.44
2021-11-26,64,84.0,,0.84,53.76
2021-11-27,53,84.0,,0.84,44.519999999999996
2021-11-28,62,84.0,,0.84,52.08
2021-11-29,50,84.0,,0.84,42.0
2021-11-30,55,84.0,,0.84,46.199999999999996
2021-12-01,52,66.0,False,0.66,34.32
2021-12-02,41,66.0,,0.66,27.060000000000002
2021-12-03,44,66.0,,0.66,29.040000000000003
2021-12-04,55,66.0,,0.66,36.300000000000004
2021-12-05,48,66.0,,0.66,31.68
2021-12-06,30,66.0,,0.66,19.8
2021-12-07,38,66.0,,0.66,25.080000000000002
2021-12-08,54,66.0,,0.66,35.64
2021-12-09,46,66.0,,0.66,30.360000000000003
2021-12-10,23,66.0,,0.66,15.180000000000001
2021-12-11,28,66.0,,0.66,18.48
2021-12-12,36,66.0,,0.66,23.76
2021-12-13,37,66.0,,0.66,24.42
2021-12-14,47,66.0,,0.66,31.020000000000003
2021-12-15,59,66.0,,0.66,38.940000000000005
2021-12-16,40,66.0,,0.66,26.400000000000002
2021-12-17,43,66.0,,0.66,28.380000000000003
2021-12-18,71,66.0,,0.66,46.86
2021-12-19,100,66.0,,0.66,66.0
2021-12-20,53,66.0,,0.66,34.980000000000004
2021-12-21,32,66.0,,0.66,21.12
2021-12-22,56,66.0,,0.66,36.96
2021-12-23,36,66.0,,0.66,23.76
2021-12-24,47,66.0,,0.66,31.020000000000003
2021-12-25,39,66.0,,0.66,25.740000000000002
2021-12-26,41,66.0,,0.66,27.060000000000002
2021-12-27,54,66.0,,0.66,35.64
2021-12-28,36,66.0,,0.66,23.76
2021-12-29,33,66.0,,0.66,21.78
2021-12-30,70,66.0,,0.66,46.2
2021-12-31,29,66.0,,0.66,19.14
