date,EVER_unscaled,EVER_monthly,isPartial,scale,EVER
2021-04-29,77,80.0,,0.8,61.6
2021-04-30,71,80.0,,0.8,56.800000000000004
2021-05-01,92,78.0,False,0.78,71.76
2021-05-02,92,78.0,,0.78,71.76
2021-05-03,89,78.0,,0.78,69.42
2021-05-04,86,78.0,,0.78,67.08
2021-05-05,83,78.0,,0.78,64.74000000000001
2021-05-06,84,78.0,,0.78,65.52
2021-05-07,88,78.0,,0.78,68.64
2021-05-08,89,78.0,,0.78,69.42
2021-05-09,96,78.0,,0.78,74.88
2021-05-10,87,78.0,,0.78,67.86
2021-05-11,83,78.0,,0.78,64.74000000000001
2021-05-12,82,78.0,,0.78,63.96
2021-05-13,83,78.0,,0.78,64.74000000000001
2021-05-14,84,78.0,,0.78,65.52
2021-05-15,92,78.0,,0.78,71.76
2021-05-16,95,78.0,,0.78,74.10000000000001
2021-05-17,87,78.0,,0.78,67.86
2021-05-18,84,78.0,,0.78,65.52
2021-05-19,82,78.0,,0.78,63.96
2021-05-20,85,78.0,,0.78,66.3
2021-05-21,85,78.0,,0.78,66.3
2021-05-22,92,78.0,,0.78,71.76
2021-05-23,93,78.0,,0.78,72.54
2021-05-24,84,78.0,,0.78,65.52
2021-05-25,87,78.0,,0.78,67.86
2021-05-26,84,78.0,,0.78,65.52
2021-05-27,84,78.0,,0.78,65.52
2021-05-28,83,78.0,,0.78,64.74000000000001
2021-05-29,94,78.0,,0.78,73.32000000000001
2021-05-30,100,78.0,,0.78,78.0
2021-05-31,98,78.0,,0.78,76.44
2021-06-01,82,79.0,False,0.79,64.78
2021-06-02,77,79.0,,0.79,60.830000000000005
2021-06-03,85,79.0,,0.79,67.15
2021-06-04,85,79.0,,0.79,67.15
2021-06-05,89,79.0,,0.79,70.31
2021-06-06,96,79.0,,0.79,75.84
2021-06-07,87,79.0,,0.79,68.73
2021-06-08,81,79.0,,0.79,63.99
2021-06-09,84,79.0,,0.79,66.36
2021-06-10,83,79.0,,0.79,65.57000000000001
2021-06-11,82,79.0,,0.79,64.78
2021-06-12,90,79.0,,0.79,71.10000000000001
2021-06-13,92,79.0,,0.79,72.68
2021-06-14,83,79.0,,0.79,65.57000000000001
2021-06-15,83,79.0,,0.79,65.57000000000001
2021-06-16,80,79.0,,0.79,63.2
2021-06-17,81,79.0,,0.79,63.99
2021-06-18,84,79.0,,0.79,66.36
2021-06-19,96,79.0,,0.79,75.84
2021-06-20,99,79.0,,0.79,78.21000000000001
2021-06-21,83,79.0,,0.79,65.57000000000001
2021-06-22,84,79.0,,0.79,66.36
2021-06-23,81,79.0,,0.79,63.99
2021-06-24,85,79.0,,0.79,67.15
2021-06-25,85,79.0,,0.79,67.15
2021-06-26,96,79.0,,0.79,75.84
2021-06-27,100,79.0,,0.79,79.0
2021-06-28,85,79.0,,0.79,67.15
2021-06-29,90,79.0,,0.79,71.10000000000001
2021-06-30,85,79.0,,0.79,67.15
2021-07-01,57,97.0,False,0.97,55.29
2021-07-02,58,97.0,,0.97,56.26
2021-07-03,63,97.0,,0.97,61.11
2021-07-04,65,97.0,,0.97,63.05
2021-07-05,65,97.0,,0.97,63.05
2021-07-06,58,97.0,,0.97,56.26
2021-07-07,56,97.0,,0.97,54.32
2021-07-08,59,97.0,,0.97,57.23
2021-07-09,61,97.0,,0.97,59.17
2021-07-10,65,97.0,,0.97,63.05
2021-07-11,70,97.0,,0.97,67.89999999999999
2021-07-12,62,97.0,,0.97,60.14
2021-07-13,64,97.0,,0.97,62.08
2021-07-14,58,97.0,,0.97,56.26
2021-07-15,76,97.0,,0.97,73.72
2021-07-16,94,97.0,,0.97,91.17999999999999
2021-07-17,95,97.0,,0.97,92.14999999999999
2021-07-18,100,97.0,,0.97,97.0
2021-07-19,81,97.0,,0.97,78.57
2021-07-20,80,97.0,,0.97,77.6
2021-07-21,80,97.0,,0.97,77.6
2021-07-22,83,97.0,,0.97,80.50999999999999
2021-07-23,76,97.0,,0.97,73.72
2021-07-24,82,97.0,,0.97,79.53999999999999
2021-07-25,81,97.0,,0.97,78.57
2021-07-26,71,97.0,,0.97,68.87
2021-07-27,71,97.0,,0.97,68.87
2021-07-28,67,97.0,,0.97,64.99
2021-07-29,66,97.0,,0.97,64.02
2021-07-30,71,97.0,,0.97,68.87
2021-07-31,77,97.0,,0.97,74.69
2021-08-01,100,87.0,False,0.87,87.0
2021-08-02,86,87.0,,0.87,74.82
2021-08-03,85,87.0,,0.87,73.95
2021-08-04,86,87.0,,0.87,74.82
2021-08-05,85,87.0,,0.87,73.95
2021-08-06,86,87.0,,0.87,74.82
2021-08-07,93,87.0,,0.87,80.91
2021-08-08,96,87.0,,0.87,83.52
2021-08-09,85,87.0,,0.87,73.95
2021-08-10,82,87.0,,0.87,71.34
2021-08-11,78,87.0,,0.87,67.86
2021-08-12,83,87.0,,0.87,72.21
2021-08-13,82,87.0,,0.87,71.34
2021-08-14,89,87.0,,0.87,77.42999999999999
2021-08-15,92,87.0,,0.87,80.04
2021-08-16,82,87.0,,0.87,71.34
2021-08-17,79,87.0,,0.87,68.73
2021-08-18,75,87.0,,0.87,65.25
2021-08-19,78,87.0,,0.87,67.86
2021-08-20,78,87.0,,0.87,67.86
2021-08-21,88,87.0,,0.87,76.56
2021-08-22,90,87.0,,0.87,78.3
2021-08-23,78,87.0,,0.87,67.86
2021-08-24,75,87.0,,0.87,65.25
2021-08-25,74,87.0,,0.87,64.38
2021-08-26,78,87.0,,0.87,67.86
2021-08-27,76,87.0,,0.87,66.12
2021-08-28,84,87.0,,0.87,73.08
2021-08-29,91,87.0,,0.87,79.17
2021-08-30,76,87.0,,0.87,66.12
2021-08-31,74,87.0,,0.87,64.38
2021-09-01,83,76.0,False,0.76,63.08
2021-09-02,84,76.0,,0.76,63.84
2021-09-03,84,76.0,,0.76,63.84
2021-09-04,97,76.0,,0.76,73.72
2021-09-05,100,76.0,,0.76,76.0
2021-09-06,99,76.0,,0.76,75.24
2021-09-07,85,76.0,,0.76,64.6
2021-09-08,84,76.0,,0.76,63.84
2021-09-09,80,76.0,,0.76,60.8
2021-09-10,83,76.0,,0.76,63.08
2021-09-11,96,76.0,,0.76,72.96000000000001
2021-09-12,95,76.0,,0.76,72.2
2021-09-13,85,76.0,,0.76,64.6
2021-09-14,83,76.0,,0.76,63.08
2021-09-15,80,76.0,,0.76,60.8
2021-09-16,82,76.0,,0.76,62.32
2021-09-17,80,76.0,,0.76,60.8
2021-09-18,93,76.0,,0.76,70.68
2021-09-19,98,76.0,,0.76,74.48
2021-09-20,81,76.0,,0.76,61.56
2021-09-21,85,76.0,,0.76,64.6
2021-09-22,85,76.0,,0.76,64.6
2021-09-23,82,76.0,,0.76,62.32
2021-09-24,81,76.0,,0.76,61.56
2021-09-25,89,76.0,,0.76,67.64
2021-09-26,98,76.0,,0.76,74.48
2021-09-27,82,76.0,,0.76,62.32
2021-09-28,82,76.0,,0.76,62.32
2021-09-29,80,76.0,,0.76,60.8
2021-09-30,84,76.0,,0.76,63.84
2021-10-01,83,77.0,False,0.77,63.910000000000004
2021-10-02,90,77.0,,0.77,69.3
2021-10-03,93,77.0,,0.77,71.61
2021-10-04,83,77.0,,0.77,63.910000000000004
2021-10-05,83,77.0,,0.77,63.910000000000004
2021-10-06,83,77.0,,0.77,63.910000000000004
2021-10-07,84,77.0,,0.77,64.68
2021-10-08,84,77.0,,0.77,64.68
2021-10-09,92,77.0,,0.77,70.84
2021-10-10,96,77.0,,0.77,73.92
2021-10-11,90,77.0,,0.77,69.3
2021-10-12,86,77.0,,0.77,66.22
2021-10-13,85,77.0,,0.77,65.45
2021-10-14,83,77.0,,0.77,63.910000000000004
2021-10-15,85,77.0,,0.77,65.45
2021-10-16,94,77.0,,0.77,72.38
2021-10-17,96,77.0,,0.77,73.92
2021-10-18,86,77.0,,0.77,66.22
2021-10-19,87,77.0,,0.77,66.99
2021-10-20,82,77.0,,0.77,63.14
2021-10-21,85,77.0,,0.77,65.45
2021-10-22,83,77.0,,0.77,63.910000000000004
2021-10-23,94,77.0,,0.77,72.38
2021-10-24,100,77.0,,0.77,77.0
2021-10-25,88,77.0,,0.77,67.76
2021-10-26,82,77.0,,0.77,63.14
2021-10-27,83,77.0,,0.77,63.910000000000004
2021-10-28,84,77.0,,0.77,64.68
2021-10-29,83,77.0,,0.77,63.910000000000004
2021-10-30,94,77.0,,0.77,72.38
2021-10-31,98,77.0,,0.77,75.46000000000001
2021-11-01,88,78.0,False,0.78,68.64
2021-11-02,85,78.0,,0.78,66.3
2021-11-03,82,78.0,,0.78,63.96
2021-11-04,85,78.0,,0.78,66.3
2021-11-05,87,78.0,,0.78,67.86
2021-11-06,92,78.0,,0.78,71.76
2021-11-07,97,78.0,,0.78,75.66
2021-11-08,84,78.0,,0.78,65.52
2021-11-09,86,78.0,,0.78,67.08
2021-11-10,85,78.0,,0.78,66.3
2021-11-11,84,78.0,,0.78,65.52
2021-11-12,87,78.0,,0.78,67.86
2021-11-13,93,78.0,,0.78,72.54
2021-11-14,100,78.0,,0.78,78.0
2021-11-15,89,78.0,,0.78,69.42
2021-11-16,84,78.0,,0.78,65.52
2021-11-17,83,78.0,,0.78,64.74000000000001
2021-11-18,85,78.0,,0.78,66.3
2021-11-19,84,78.0,,0.78,65.52
2021-11-20,89,78.0,,0.78,69.42
2021-11-21,98,78.0,,0.78,76.44
2021-11-22,87,78.0,,0.78,67.86
2021-11-23,92,78.0,,0.78,71.76
2021-11-24,86,78.0,,0.78,67.08
2021-11-25,98,78.0,,0.78,76.44
2021-11-26,91,78.0,,0.78,70.98
2021-11-27,95,78.0,,0.78,74.10000000000001
2021-11-28,93,78.0,,0.78,72.54
2021-11-29,84,78.0,,0.78,65.52
2021-11-30,82,78.0,,0.78,63.96
2021-12-01,84,79.0,False,0.79,66.36
2021-12-02,86,79.0,,0.79,67.94
2021-12-03,84,79.0,,0.79,66.36
2021-12-04,98,79.0,,0.79,77.42
2021-12-05,99,79.0,,0.79,78.21000000000001
2021-12-06,88,79.0,,0.79,69.52000000000001
2021-12-07,85,79.0,,0.79,67.15
2021-12-08,82,79.0,,0.79,64.78
2021-12-09,83,79.0,,0.79,65.57000000000001
2021-12-10,83,79.0,,0.79,65.57000000000001
2021-12-11,98,79.0,,0.79,77.42
2021-12-12,100,79.0,,0.79,79.0
2021-12-13,92,79.0,,0.79,72.68
2021-12-14,88,79.0,,0.79,69.52000000000001
2021-12-15,87,79.0,,0.79,68.73
2021-12-16,87,79.0,,0.79,68.73
2021-12-17,82,79.0,,0.79,64.78
2021-12-18,93,79.0,,0.79,73.47
2021-12-19,98,79.0,,0.79,77.42
2021-12-20,94,79.0,,0.79,74.26
2021-12-21,89,79.0,,0.79,70.31
2021-12-22,86,79.0,,0.79,67.94
2021-12-23,89,79.0,,0.79,70.31
2021-12-24,95,79.0,,0.79,75.05
2021-12-25,98,79.0,,0.79,77.42
2021-12-26,100,79.0,,0.79,79.0
2021-12-27,94,79.0,,0.79,74.26
2021-12-28,91,79.0,,0.79,71.89
2021-12-29,92,79.0,,0.79,72.68
2021-12-30,91,79.0,,0.79,71.89
2021-12-31,94,79.0,,0.79,74.26
