date,CB_unscaled,CB_monthly,isPartial,scale,CB
2021-05-02,54,92.0,,0.92,49.68
2021-05-03,55,92.0,,0.92,50.6
2021-05-04,61,92.0,,0.92,56.120000000000005
2021-05-05,56,92.0,,0.92,51.52
2021-05-06,56,92.0,,0.92,51.52
2021-05-07,53,92.0,,0.92,48.760000000000005
2021-05-08,49,92.0,,0.92,45.080000000000005
2021-05-09,50,92.0,,0.92,46.0
2021-05-10,49,92.0,,0.92,45.080000000000005
2021-05-11,47,92.0,,0.92,43.24
2021-05-12,52,92.0,,0.92,47.84
2021-05-13,48,92.0,,0.92,44.160000000000004
2021-05-14,48,92.0,,0.92,44.160000000000004
2021-05-15,53,92.0,,0.92,48.760000000000005
2021-05-16,44,92.0,,0.92,40.480000000000004
2021-05-17,47,92.0,,0.92,43.24
2021-05-18,55,92.0,,0.92,50.6
2021-05-19,52,92.0,,0.92,47.84
2021-05-20,48,92.0,,0.92,44.160000000000004
2021-05-21,54,92.0,,0.92,49.68
2021-05-22,52,92.0,,0.92,47.84
2021-05-23,50,92.0,,0.92,46.0
2021-05-24,53,92.0,,0.92,48.760000000000005
2021-05-25,52,92.0,,0.92,47.84
2021-05-26,55,92.0,,0.92,50.6
2021-05-27,52,92.0,,0.92,47.84
2021-05-28,88,92.0,,0.92,80.96000000000001
2021-05-29,100,92.0,,0.92,92.0
2021-05-30,82,92.0,,0.92,75.44
2021-05-31,82,92.0,,0.92,75.44
2021-06-01,91,95.0,False,0.95,86.45
2021-06-02,94,95.0,,0.95,89.3
2021-06-03,93,95.0,,0.95,88.35
2021-06-04,94,95.0,,0.95,89.3
2021-06-05,98,95.0,,0.95,93.1
2021-06-06,100,95.0,,0.95,95.0
2021-06-07,92,95.0,,0.95,87.39999999999999
2021-06-08,80,95.0,,0.95,76.0
2021-06-09,67,95.0,,0.95,63.65
2021-06-10,65,95.0,,0.95,61.75
2021-06-11,61,95.0,,0.95,57.949999999999996
2021-06-12,66,95.0,,0.95,62.699999999999996
2021-06-13,60,95.0,,0.95,57.0
2021-06-14,58,95.0,,0.95,55.099999999999994
2021-06-15,55,95.0,,0.95,52.25
2021-06-16,63,95.0,,0.95,59.849999999999994
2021-06-17,74,95.0,,0.95,70.3
2021-06-18,67,95.0,,0.95,63.65
2021-06-19,58,95.0,,0.95,55.099999999999994
2021-06-20,51,95.0,,0.95,48.449999999999996
2021-06-21,63,95.0,,0.95,59.849999999999994
2021-06-22,69,95.0,,0.95,65.55
2021-06-23,66,95.0,,0.95,62.699999999999996
2021-06-24,63,95.0,,0.95,59.849999999999994
2021-06-25,64,95.0,,0.95,60.8
2021-06-26,58,95.0,,0.95,55.099999999999994
2021-06-27,63,95.0,,0.95,59.849999999999994
2021-06-28,64,95.0,,0.95,60.8
2021-06-29,69,95.0,,0.95,65.55
2021-06-30,63,95.0,,0.95,59.849999999999994
2021-07-01,49,95.0,False,0.95,46.55
2021-07-02,50,95.0,,0.95,47.5
2021-07-03,47,95.0,,0.95,44.65
2021-07-04,57,95.0,,0.95,54.15
2021-07-05,53,95.0,,0.95,50.349999999999994
2021-07-06,45,95.0,,0.95,42.75
2021-07-07,100,95.0,,0.95,95.0
2021-07-08,98,95.0,,0.95,93.1
2021-07-09,73,95.0,,0.95,69.35
2021-07-10,67,95.0,,0.95,63.65
2021-07-11,71,95.0,,0.95,67.45
2021-07-12,62,95.0,,0.95,58.9
2021-07-13,55,95.0,,0.95,52.25
2021-07-14,58,95.0,,0.95,55.099999999999994
2021-07-15,54,95.0,,0.95,51.3
2021-07-16,52,95.0,,0.95,49.4
2021-07-17,54,95.0,,0.95,51.3
2021-07-18,52,95.0,,0.95,49.4
2021-07-19,51,95.0,,0.95,48.449999999999996
2021-07-20,53,95.0,,0.95,50.349999999999994
2021-07-21,49,95.0,,0.95,46.55
2021-07-22,49,95.0,,0.95,46.55
2021-07-23,51,95.0,,0.95,48.449999999999996
2021-07-24,49,95.0,,0.95,46.55
2021-07-25,58,95.0,,0.95,55.099999999999994
2021-07-26,52,95.0,,0.95,49.4
2021-07-27,54,95.0,,0.95,51.3
2021-07-28,53,95.0,,0.95,50.349999999999994
2021-07-29,48,95.0,,0.95,45.599999999999994
2021-07-30,50,95.0,,0.95,47.5
2021-07-31,51,95.0,,0.95,48.449999999999996
2021-08-01,75,88.0,False,0.88,66.0
2021-08-02,88,88.0,,0.88,77.44
2021-08-03,81,88.0,,0.88,71.28
2021-08-04,82,88.0,,0.88,72.16
2021-08-05,83,88.0,,0.88,73.04
2021-08-06,88,88.0,,0.88,77.44
2021-08-07,84,88.0,,0.88,73.92
2021-08-08,91,88.0,,0.88,80.08
2021-08-09,85,88.0,,0.88,74.8
2021-08-10,83,88.0,,0.88,73.04
2021-08-11,90,88.0,,0.88,79.2
2021-08-12,85,88.0,,0.88,74.8
2021-08-13,89,88.0,,0.88,78.32000000000001
2021-08-14,84,88.0,,0.88,73.92
2021-08-15,92,88.0,,0.88,80.96
2021-08-16,92,88.0,,0.88,80.96
2021-08-17,81,88.0,,0.88,71.28
2021-08-18,91,88.0,,0.88,80.08
2021-08-19,91,88.0,,0.88,80.08
2021-08-20,80,88.0,,0.88,70.4
2021-08-21,84,88.0,,0.88,73.92
2021-08-22,88,88.0,,0.88,77.44
2021-08-23,92,88.0,,0.88,80.96
2021-08-24,87,88.0,,0.88,76.56
2021-08-25,84,88.0,,0.88,73.92
2021-08-26,82,88.0,,0.88,72.16
2021-08-27,94,88.0,,0.88,82.72
2021-08-28,87,88.0,,0.88,76.56
2021-08-29,82,88.0,,0.88,72.16
2021-08-30,89,88.0,,0.88,78.32000000000001
2021-08-31,100,88.0,,0.88,88.0
2021-09-01,77,89.0,False,0.89,68.53
2021-09-02,84,89.0,,0.89,74.76
2021-09-03,80,89.0,,0.89,71.2
2021-09-04,94,89.0,,0.89,83.66
2021-09-05,74,89.0,,0.89,65.86
2021-09-06,77,89.0,,0.89,68.53
2021-09-07,90,89.0,,0.89,80.1
2021-09-08,69,89.0,,0.89,61.410000000000004
2021-09-09,84,89.0,,0.89,74.76
2021-09-10,94,89.0,,0.89,83.66
2021-09-11,87,89.0,,0.89,77.43
2021-09-12,85,89.0,,0.89,75.65
2021-09-13,91,89.0,,0.89,80.99
2021-09-14,100,89.0,,0.89,89.0
2021-09-15,90,89.0,,0.89,80.1
2021-09-16,86,89.0,,0.89,76.54
2021-09-17,86,89.0,,0.89,76.54
2021-09-18,88,89.0,,0.89,78.32000000000001
2021-09-19,83,89.0,,0.89,73.87
2021-09-20,81,89.0,,0.89,72.09
2021-09-21,82,89.0,,0.89,72.98
2021-09-22,79,89.0,,0.89,70.31
2021-09-23,84,89.0,,0.89,74.76
2021-09-24,87,89.0,,0.89,77.43
2021-09-25,77,89.0,,0.89,68.53
2021-09-26,78,89.0,,0.89,69.42
2021-09-27,87,89.0,,0.89,77.43
2021-09-28,82,89.0,,0.89,72.98
2021-09-29,82,89.0,,0.89,72.98
2021-09-30,89,89.0,,0.89,79.21000000000001
2021-10-01,82,87.0,False,0.87,71.34
2021-10-02,89,87.0,,0.87,77.42999999999999
2021-10-03,94,87.0,,0.87,81.78
2021-10-04,92,87.0,,0.87,80.04
2021-10-05,84,87.0,,0.87,73.08
2021-10-06,100,87.0,,0.87,87.0
2021-10-07,83,87.0,,0.87,72.21
2021-10-08,87,87.0,,0.87,75.69
2021-10-09,88,87.0,,0.87,76.56
2021-10-10,87,87.0,,0.87,75.69
2021-10-11,83,87.0,,0.87,72.21
2021-10-12,88,87.0,,0.87,76.56
2021-10-13,84,87.0,,0.87,73.08
2021-10-14,94,87.0,,0.87,81.78
2021-10-15,89,87.0,,0.87,77.42999999999999
2021-10-16,88,87.0,,0.87,76.56
2021-10-17,92,87.0,,0.87,80.04
2021-10-18,86,87.0,,0.87,74.82
2021-10-19,91,87.0,,0.87,79.17
2021-10-20,89,87.0,,0.87,77.42999999999999
2021-10-21,91,87.0,,0.87,79.17
2021-10-22,95,87.0,,0.87,82.65
2021-10-23,88,87.0,,0.87,76.56
2021-10-24,77,87.0,,0.87,66.99
2021-10-25,79,87.0,,0.87,68.73
2021-10-26,78,87.0,,0.87,67.86
2021-10-27,83,87.0,,0.87,72.21
2021-10-28,85,87.0,,0.87,73.95
2021-10-29,75,87.0,,0.87,65.25
2021-10-30,83,87.0,,0.87,72.21
2021-10-31,81,87.0,,0.87,70.47
2021-11-01,85,85.0,False,0.85,72.25
2021-11-02,76,85.0,,0.85,64.6
2021-11-03,78,85.0,,0.85,66.3
2021-11-04,88,85.0,,0.85,74.8
2021-11-05,79,85.0,,0.85,67.14999999999999
2021-11-06,89,85.0,,0.85,75.64999999999999
2021-11-07,75,85.0,,0.85,63.75
2021-11-08,88,85.0,,0.85,74.8
2021-11-09,87,85.0,,0.85,73.95
2021-11-10,83,85.0,,0.85,70.55
2021-11-11,81,85.0,,0.85,68.85
2021-11-12,90,85.0,,0.85,76.5
2021-11-13,84,85.0,,0.85,71.39999999999999
2021-11-14,100,85.0,,0.85,85.0
2021-11-15,88,85.0,,0.85,74.8
2021-11-16,96,85.0,,0.85,81.6
2021-11-17,92,85.0,,0.85,78.2
2021-11-18,73,85.0,,0.85,62.05
2021-11-19,72,85.0,,0.85,61.199999999999996
2021-11-20,76,85.0,,0.85,64.6
2021-11-21,91,85.0,,0.85,77.35
2021-11-22,78,85.0,,0.85,66.3
2021-11-23,88,85.0,,0.85,74.8
2021-11-24,79,85.0,,0.85,67.14999999999999
2021-11-25,80,85.0,,0.85,68.0
2021-11-26,83,85.0,,0.85,70.55
2021-11-27,90,85.0,,0.85,76.5
2021-11-28,76,85.0,,0.85,64.6
2021-11-29,83,85.0,,0.85,70.55
2021-11-30,81,85.0,,0.85,68.85
2021-12-01,66,88.0,False,0.88,58.08
2021-12-02,73,88.0,,0.88,64.24
2021-12-03,77,88.0,,0.88,67.76
2021-12-04,82,88.0,,0.88,72.16
2021-12-05,83,88.0,,0.88,73.04
2021-12-06,72,88.0,,0.88,63.36
2021-12-07,84,88.0,,0.88,73.92
2021-12-08,81,88.0,,0.88,71.28
2021-12-09,85,88.0,,0.88,74.8
2021-12-10,72,88.0,,0.88,63.36
2021-12-11,76,88.0,,0.88,66.88
2021-12-12,79,88.0,,0.88,69.52
2021-12-13,83,88.0,,0.88,73.04
2021-12-14,63,88.0,,0.88,55.44
2021-12-15,83,88.0,,0.88,73.04
2021-12-16,79,88.0,,0.88,69.52
2021-12-17,71,88.0,,0.88,62.48
2021-12-18,86,88.0,,0.88,75.68
2021-12-19,86,88.0,,0.88,75.68
2021-12-20,84,88.0,,0.88,73.92
2021-12-21,98,88.0,,0.88,86.24
2021-12-22,79,88.0,,0.88,69.52
2021-12-23,79,88.0,,0.88,69.52
2021-12-24,92,88.0,,0.88,80.96
2021-12-25,81,88.0,,0.88,71.28
2021-12-26,85,88.0,,0.88,74.8
2021-12-27,100,88.0,,0.88,88.0
2021-12-28,86,88.0,,0.88,75.68
2021-12-29,83,88.0,,0.88,73.04
2021-12-30,86,88.0,,0.88,75.68
2021-12-31,86,88.0,,0.88,75.68
