date,HUBS_unscaled,HUBS_monthly,isPartial,scale,HUBS
2021-05-03,93,85.0,,0.85,79.05
2021-05-04,74,85.0,,0.85,62.9
2021-05-05,79,85.0,,0.85,67.14999999999999
2021-05-06,83,85.0,,0.85,70.55
2021-05-07,76,85.0,,0.85,64.6
2021-05-08,77,85.0,,0.85,65.45
2021-05-09,75,85.0,,0.85,63.75
2021-05-10,95,85.0,,0.85,80.75
2021-05-11,67,85.0,,0.85,56.949999999999996
2021-05-12,89,85.0,,0.85,75.64999999999999
2021-05-13,83,85.0,,0.85,70.55
2021-05-14,70,85.0,,0.85,59.5
2021-05-15,73,85.0,,0.85,62.05
2021-05-16,83,85.0,,0.85,70.55
2021-05-17,89,85.0,,0.85,75.64999999999999
2021-05-18,100,85.0,,0.85,85.0
2021-05-19,72,85.0,,0.85,61.199999999999996
2021-05-20,81,85.0,,0.85,68.85
2021-05-21,76,85.0,,0.85,64.6
2021-05-22,88,85.0,,0.85,74.8
2021-05-23,89,85.0,,0.85,75.64999999999999
2021-05-24,87,85.0,,0.85,73.95
2021-05-25,83,85.0,,0.85,70.55
2021-05-26,66,85.0,,0.85,56.1
2021-05-27,80,85.0,,0.85,68.0
2021-05-28,78,85.0,,0.85,66.3
2021-05-29,56,85.0,,0.85,47.6
2021-05-30,78,85.0,,0.85,66.3
2021-05-31,82,85.0,,0.85,69.7
2021-06-01,91,85.0,False,0.85,77.35
2021-06-02,93,85.0,,0.85,79.05
2021-06-03,100,85.0,,0.85,85.0
2021-06-04,81,85.0,,0.85,68.85
2021-06-05,59,85.0,,0.85,50.15
2021-06-06,77,85.0,,0.85,65.45
2021-06-07,72,85.0,,0.85,61.199999999999996
2021-06-08,79,85.0,,0.85,67.14999999999999
2021-06-09,78,85.0,,0.85,66.3
2021-06-10,83,85.0,,0.85,70.55
2021-06-11,81,85.0,,0.85,68.85
2021-06-12,72,85.0,,0.85,61.199999999999996
2021-06-13,81,85.0,,0.85,68.85
2021-06-14,74,85.0,,0.85,62.9
2021-06-15,94,85.0,,0.85,79.89999999999999
2021-06-16,84,85.0,,0.85,71.39999999999999
2021-06-17,60,85.0,,0.85,51.0
2021-06-18,89,85.0,,0.85,75.64999999999999
2021-06-19,89,85.0,,0.85,75.64999999999999
2021-06-20,64,85.0,,0.85,54.4
2021-06-21,85,85.0,,0.85,72.25
2021-06-22,88,85.0,,0.85,74.8
2021-06-23,86,85.0,,0.85,73.1
2021-06-24,92,85.0,,0.85,78.2
2021-06-25,83,85.0,,0.85,70.55
2021-06-26,100,85.0,,0.85,85.0
2021-06-27,91,85.0,,0.85,77.35
2021-06-28,95,85.0,,0.85,80.75
2021-06-29,89,85.0,,0.85,75.64999999999999
2021-06-30,93,85.0,,0.85,79.05
2021-07-01,77,85.0,False,0.85,65.45
2021-07-02,76,85.0,,0.85,64.6
2021-07-03,72,85.0,,0.85,61.199999999999996
2021-07-04,54,85.0,,0.85,45.9
2021-07-05,85,85.0,,0.85,72.25
2021-07-06,93,85.0,,0.85,79.05
2021-07-07,91,85.0,,0.85,77.35
2021-07-08,88,85.0,,0.85,74.8
2021-07-09,94,85.0,,0.85,79.89999999999999
2021-07-10,83,85.0,,0.85,70.55
2021-07-11,79,85.0,,0.85,67.14999999999999
2021-07-12,79,85.0,,0.85,67.14999999999999
2021-07-13,97,85.0,,0.85,82.45
2021-07-14,93,85.0,,0.85,79.05
2021-07-15,100,85.0,,0.85,85.0
2021-07-16,93,85.0,,0.85,79.05
2021-07-17,78,85.0,,0.85,66.3
2021-07-18,82,85.0,,0.85,69.7
2021-07-19,98,85.0,,0.85,83.3
2021-07-20,100,85.0,,0.85,85.0
2021-07-21,87,85.0,,0.85,73.95
2021-07-22,83,85.0,,0.85,70.55
2021-07-23,53,85.0,,0.85,45.05
2021-07-24,83,85.0,,0.85,70.55
2021-07-25,89,85.0,,0.85,75.64999999999999
2021-07-26,81,85.0,,0.85,68.85
2021-07-27,78,85.0,,0.85,66.3
2021-07-28,91,85.0,,0.85,77.35
2021-07-29,75,85.0,,0.85,63.75
2021-07-30,81,85.0,,0.85,68.85
2021-07-31,73,85.0,,0.85,62.05
2021-08-01,47,84.0,False,0.84,39.48
2021-08-02,65,84.0,,0.84,54.6
2021-08-03,72,84.0,,0.84,60.48
2021-08-04,56,84.0,,0.84,47.04
2021-08-05,93,84.0,,0.84,78.11999999999999
2021-08-06,59,84.0,,0.84,49.559999999999995
2021-08-07,60,84.0,,0.84,50.4
2021-08-08,72,84.0,,0.84,60.48
2021-08-09,59,84.0,,0.84,49.559999999999995
2021-08-10,85,84.0,,0.84,71.39999999999999
2021-08-11,81,84.0,,0.84,68.03999999999999
2021-08-12,100,84.0,,0.84,84.0
2021-08-13,84,84.0,,0.84,70.56
2021-08-14,74,84.0,,0.84,62.16
2021-08-15,59,84.0,,0.84,49.559999999999995
2021-08-16,70,84.0,,0.84,58.8
2021-08-17,91,84.0,,0.84,76.44
2021-08-18,92,84.0,,0.84,77.28
2021-08-19,58,84.0,,0.84,48.72
2021-08-20,71,84.0,,0.84,59.64
2021-08-21,68,84.0,,0.84,57.12
2021-08-22,59,84.0,,0.84,49.559999999999995
2021-08-23,67,84.0,,0.84,56.28
2021-08-24,81,84.0,,0.84,68.03999999999999
2021-08-25,79,84.0,,0.84,66.36
2021-08-26,69,84.0,,0.84,57.96
2021-08-27,68,84.0,,0.84,57.12
2021-08-28,55,84.0,,0.84,46.199999999999996
2021-08-29,65,84.0,,0.84,54.6
2021-08-30,63,84.0,,0.84,52.919999999999995
2021-08-31,75,84.0,,0.84,63.0
2021-09-01,67,81.0,False,0.81,54.27
2021-09-02,74,81.0,,0.81,59.940000000000005
2021-09-03,92,81.0,,0.81,74.52000000000001
2021-09-04,76,81.0,,0.81,61.56
2021-09-05,69,81.0,,0.81,55.89
2021-09-06,79,81.0,,0.81,63.99
2021-09-07,69,81.0,,0.81,55.89
2021-09-08,100,81.0,,0.81,81.0
2021-09-09,84,81.0,,0.81,68.04
2021-09-10,76,81.0,,0.81,61.56
2021-09-11,85,81.0,,0.81,68.85000000000001
2021-09-12,94,81.0,,0.81,76.14
2021-09-13,83,81.0,,0.81,67.23
2021-09-14,78,81.0,,0.81,63.18000000000001
2021-09-15,74,81.0,,0.81,59.940000000000005
2021-09-16,93,81.0,,0.81,75.33
2021-09-17,88,81.0,,0.81,71.28
2021-09-18,73,81.0,,0.81,59.13
2021-09-19,63,81.0,,0.81,51.03
2021-09-20,86,81.0,,0.81,69.66000000000001
2021-09-21,74,81.0,,0.81,59.940000000000005
2021-09-22,75,81.0,,0.81,60.75000000000001
2021-09-23,67,81.0,,0.81,54.27
2021-09-24,73,81.0,,0.81,59.13
2021-09-25,73,81.0,,0.81,59.13
2021-09-26,58,81.0,,0.81,46.980000000000004
2021-09-27,74,81.0,,0.81,59.940000000000005
2021-09-28,71,81.0,,0.81,57.510000000000005
2021-09-29,82,81.0,,0.81,66.42
2021-09-30,84,81.0,,0.81,68.04
2021-10-01,78,81.0,False,0.81,63.18000000000001
2021-10-02,72,81.0,,0.81,58.32000000000001
2021-10-03,87,81.0,,0.81,70.47
2021-10-04,84,81.0,,0.81,68.04
2021-10-05,80,81.0,,0.81,64.80000000000001
2021-10-06,73,81.0,,0.81,59.13
2021-10-07,79,81.0,,0.81,63.99
2021-10-08,84,81.0,,0.81,68.04
2021-10-09,87,81.0,,0.81,70.47
2021-10-10,63,81.0,,0.81,51.03
2021-10-11,84,81.0,,0.81,68.04
2021-10-12,87,81.0,,0.81,70.47
2021-10-13,91,81.0,,0.81,73.71000000000001
2021-10-14,85,81.0,,0.81,68.85000000000001
2021-10-15,73,81.0,,0.81,59.13
2021-10-16,70,81.0,,0.81,56.7
2021-10-17,66,81.0,,0.81,53.46
2021-10-18,87,81.0,,0.81,70.47
2021-10-19,91,81.0,,0.81,73.71000000000001
2021-10-20,93,81.0,,0.81,75.33
2021-10-21,77,81.0,,0.81,62.370000000000005
2021-10-22,67,81.0,,0.81,54.27
2021-10-23,68,81.0,,0.81,55.080000000000005
2021-10-24,97,81.0,,0.81,78.57000000000001
2021-10-25,87,81.0,,0.81,70.47
2021-10-26,76,81.0,,0.81,61.56
2021-10-27,96,81.0,,0.81,77.76
2021-10-28,80,81.0,,0.81,64.80000000000001
2021-10-29,74,81.0,,0.81,59.940000000000005
2021-10-30,100,81.0,,0.81,81.0
2021-10-31,64,81.0,,0.81,51.84
2021-11-01,83,79.0,False,0.79,65.57000000000001
2021-11-02,86,79.0,,0.79,67.94
2021-11-03,80,79.0,,0.79,63.2
2021-11-04,84,79.0,,0.79,66.36
2021-11-05,60,79.0,,0.79,47.400000000000006
2021-11-06,54,79.0,,0.79,42.660000000000004
2021-11-07,76,79.0,,0.79,60.040000000000006
2021-11-08,87,79.0,,0.79,68.73
2021-11-09,91,79.0,,0.79,71.89
2021-11-10,60,79.0,,0.79,47.400000000000006
2021-11-11,69,79.0,,0.79,54.510000000000005
2021-11-12,80,79.0,,0.79,63.2
2021-11-13,59,79.0,,0.79,46.61
2021-11-14,89,79.0,,0.79,70.31
2021-11-15,75,79.0,,0.79,59.25
2021-11-16,66,79.0,,0.79,52.14
2021-11-17,89,79.0,,0.79,70.31
2021-11-18,100,79.0,,0.79,79.0
2021-11-19,69,79.0,,0.79,54.510000000000005
2021-11-20,68,79.0,,0.79,53.72
2021-11-21,62,79.0,,0.79,48.980000000000004
2021-11-22,75,79.0,,0.79,59.25
2021-11-23,98,79.0,,0.79,77.42
2021-11-24,68,79.0,,0.79,53.72
2021-11-25,65,79.0,,0.79,51.35
2021-11-26,70,79.0,,0.79,55.300000000000004
2021-11-27,68,79.0,,0.79,53.72
2021-11-28,58,79.0,,0.79,45.82
2021-11-29,91,79.0,,0.79,71.89
2021-11-30,90,79.0,,0.79,71.10000000000001
2021-12-01,85,83.0,False,0.83,70.55
2021-12-02,88,83.0,,0.83,73.03999999999999
2021-12-03,74,83.0,,0.83,61.419999999999995
2021-12-04,64,83.0,,0.83,53.12
2021-12-05,67,83.0,,0.83,55.61
2021-12-06,74,83.0,,0.83,61.419999999999995
2021-12-07,89,83.0,,0.83,73.86999999999999
2021-12-08,94,83.0,,0.83,78.02
2021-12-09,84,83.0,,0.83,69.72
2021-12-10,92,83.0,,0.83,76.36
2021-12-11,69,83.0,,0.83,57.269999999999996
2021-12-12,67,83.0,,0.83,55.61
2021-12-13,77,83.0,,0.83,63.91
2021-12-14,79,83.0,,0.83,65.57
2021-12-15,77,83.0,,0.83,63.91
2021-12-16,76,83.0,,0.83,63.08
2021-12-17,100,83.0,,0.83,83.0
2021-12-18,71,83.0,,0.83,58.93
2021-12-19,80,83.0,,0.83,66.39999999999999
2021-12-20,80,83.0,,0.83,66.39999999999999
2021-12-21,99,83.0,,0.83,82.17
2021-12-22,73,83.0,,0.83,60.589999999999996
2021-12-23,81,83.0,,0.83,67.22999999999999
2021-12-24,77,83.0,,0.83,63.91
2021-12-25,60,83.0,,0.83,49.8
2021-12-26,84,83.0,,0.83,69.72
2021-12-27,85,83.0,,0.83,70.55
2021-12-28,74,83.0,,0.83,61.419999999999995
2021-12-29,89,83.0,,0.83,73.86999999999999
2021-12-30,84,83.0,,0.83,69.72
2021-12-31,75,83.0,,0.83,62.25
