date,FANG_unscaled,FANG_monthly,isPartial,scale,FANG
2021-04-21,86,45.0,,0.45,38.7
2021-04-22,81,45.0,,0.45,36.45
2021-04-23,92,45.0,,0.45,41.4
2021-04-24,81,45.0,,0.45,36.45
2021-04-25,85,45.0,,0.45,38.25
2021-04-26,81,45.0,,0.45,36.45
2021-04-27,85,45.0,,0.45,38.25
2021-04-28,79,45.0,,0.45,35.550000000000004
2021-04-29,83,45.0,,0.45,37.35
2021-04-30,67,45.0,,0.45,30.150000000000002
2021-05-01,75,41.0,False,0.41,30.749999999999996
2021-05-02,83,41.0,,0.41,34.03
2021-05-03,89,41.0,,0.41,36.489999999999995
2021-05-04,100,41.0,,0.41,41.0
2021-05-05,94,41.0,,0.41,38.54
2021-05-06,69,41.0,,0.41,28.29
2021-05-07,90,41.0,,0.41,36.9
2021-05-08,69,41.0,,0.41,28.29
2021-05-09,73,41.0,,0.41,29.93
2021-05-10,82,41.0,,0.41,33.62
2021-05-11,85,41.0,,0.41,34.85
2021-05-12,79,41.0,,0.41,32.39
2021-05-13,70,41.0,,0.41,28.7
2021-05-14,77,41.0,,0.41,31.569999999999997
2021-05-15,66,41.0,,0.41,27.06
2021-05-16,86,41.0,,0.41,35.26
2021-05-17,80,41.0,,0.41,32.8
2021-05-18,83,41.0,,0.41,34.03
2021-05-19,80,41.0,,0.41,32.8
2021-05-20,75,41.0,,0.41,30.749999999999996
2021-05-21,62,41.0,,0.41,25.419999999999998
2021-05-22,58,41.0,,0.41,23.779999999999998
2021-05-23,93,41.0,,0.41,38.129999999999995
2021-05-24,77,41.0,,0.41,31.569999999999997
2021-05-25,80,41.0,,0.41,32.8
2021-05-26,78,41.0,,0.41,31.979999999999997
2021-05-27,70,41.0,,0.41,28.7
2021-05-28,70,41.0,,0.41,28.7
2021-05-29,84,41.0,,0.41,34.44
2021-05-30,89,41.0,,0.41,36.489999999999995
2021-05-31,81,41.0,,0.41,33.21
2021-06-01,37,46.0,False,0.46,17.02
2021-06-02,37,46.0,,0.46,17.02
2021-06-03,37,46.0,,0.46,17.02
2021-06-04,45,46.0,,0.46,20.7
2021-06-05,36,46.0,,0.46,16.560000000000002
2021-06-06,38,46.0,,0.46,17.48
2021-06-07,38,46.0,,0.46,17.48
2021-06-08,39,46.0,,0.46,17.94
2021-06-09,39,46.0,,0.46,17.94
2021-06-10,36,46.0,,0.46,16.560000000000002
2021-06-11,38,46.0,,0.46,17.48
2021-06-12,40,46.0,,0.46,18.400000000000002
2021-06-13,33,46.0,,0.46,15.180000000000001
2021-06-14,33,46.0,,0.46,15.180000000000001
2021-06-15,38,46.0,,0.46,17.48
2021-06-16,29,46.0,,0.46,13.34
2021-06-17,30,46.0,,0.46,13.8
2021-06-18,36,46.0,,0.46,16.560000000000002
2021-06-19,28,46.0,,0.46,12.88
2021-06-20,34,46.0,,0.46,15.64
2021-06-21,34,46.0,,0.46,15.64
2021-06-22,37,46.0,,0.46,17.02
2021-06-23,42,46.0,,0.46,19.32
2021-06-24,33,46.0,,0.46,15.180000000000001
2021-06-25,100,46.0,,0.46,46.0
2021-06-26,79,46.0,,0.46,36.34
2021-06-27,77,46.0,,0.46,35.42
2021-06-28,54,46.0,,0.46,24.84
2021-06-29,51,46.0,,0.46,23.46
2021-06-30,42,46.0,,0.46,19.32
2021-07-01,100,42.0,False,0.42,42.0
2021-07-02,78,42.0,,0.42,32.76
2021-07-03,91,42.0,,0.42,38.22
2021-07-04,73,42.0,,0.42,30.66
2021-07-05,93,42.0,,0.42,39.059999999999995
2021-07-06,88,42.0,,0.42,36.96
2021-07-07,72,42.0,,0.42,30.24
2021-07-08,77,42.0,,0.42,32.339999999999996
2021-07-09,81,42.0,,0.42,34.019999999999996
2021-07-10,77,42.0,,0.42,32.339999999999996
2021-07-11,84,42.0,,0.42,35.28
2021-07-12,79,42.0,,0.42,33.18
2021-07-13,78,42.0,,0.42,32.76
2021-07-14,80,42.0,,0.42,33.6
2021-07-15,70,42.0,,0.42,29.4
2021-07-16,64,42.0,,0.42,26.88
2021-07-17,72,42.0,,0.42,30.24
2021-07-18,80,42.0,,0.42,33.6
2021-07-19,81,42.0,,0.42,34.019999999999996
2021-07-20,83,42.0,,0.42,34.86
2021-07-21,90,42.0,,0.42,37.8
2021-07-22,68,42.0,,0.42,28.56
2021-07-23,68,42.0,,0.42,28.56
2021-07-24,72,42.0,,0.42,30.24
2021-07-25,71,42.0,,0.42,29.82
2021-07-26,82,42.0,,0.42,34.44
2021-07-27,85,42.0,,0.42,35.699999999999996
2021-07-28,76,42.0,,0.42,31.919999999999998
2021-07-29,80,42.0,,0.42,33.6
2021-07-30,78,42.0,,0.42,32.76
2021-07-31,70,42.0,,0.42,29.4
2021-08-01,90,39.0,False,0.39,35.1
2021-08-02,93,39.0,,0.39,36.27
2021-08-03,100,39.0,,0.39,39.0
2021-08-04,71,39.0,,0.39,27.69
2021-08-05,71,39.0,,0.39,27.69
2021-08-06,68,39.0,,0.39,26.52
2021-08-07,69,39.0,,0.39,26.91
2021-08-08,76,39.0,,0.39,29.64
2021-08-09,87,39.0,,0.39,33.93
2021-08-10,79,39.0,,0.39,30.810000000000002
2021-08-11,84,39.0,,0.39,32.76
2021-08-12,82,39.0,,0.39,31.98
2021-08-13,69,39.0,,0.39,26.91
2021-08-14,94,39.0,,0.39,36.660000000000004
2021-08-15,72,39.0,,0.39,28.080000000000002
2021-08-16,81,39.0,,0.39,31.59
2021-08-17,75,39.0,,0.39,29.25
2021-08-18,72,39.0,,0.39,28.080000000000002
2021-08-19,74,39.0,,0.39,28.86
2021-08-20,69,39.0,,0.39,26.91
2021-08-21,87,39.0,,0.39,33.93
2021-08-22,93,39.0,,0.39,36.27
2021-08-23,79,39.0,,0.39,30.810000000000002
2021-08-24,84,39.0,,0.39,32.76
2021-08-25,73,39.0,,0.39,28.470000000000002
2021-08-26,70,39.0,,0.39,27.3
2021-08-27,84,39.0,,0.39,32.76
2021-08-28,80,39.0,,0.39,31.200000000000003
2021-08-29,84,39.0,,0.39,32.76
2021-08-30,81,39.0,,0.39,31.59
2021-08-31,74,39.0,,0.39,28.86
2021-09-01,78,40.0,False,0.4,31.200000000000003
2021-09-02,70,40.0,,0.4,28.0
2021-09-03,80,40.0,,0.4,32.0
2021-09-04,91,40.0,,0.4,36.4
2021-09-05,90,40.0,,0.4,36.0
2021-09-06,100,40.0,,0.4,40.0
2021-09-07,73,40.0,,0.4,29.200000000000003
2021-09-08,87,40.0,,0.4,34.800000000000004
2021-09-09,78,40.0,,0.4,31.200000000000003
2021-09-10,70,40.0,,0.4,28.0
2021-09-11,76,40.0,,0.4,30.400000000000002
2021-09-12,78,40.0,,0.4,31.200000000000003
2021-09-13,66,40.0,,0.4,26.400000000000002
2021-09-14,60,40.0,,0.4,24.0
2021-09-15,61,40.0,,0.4,24.400000000000002
2021-09-16,79,40.0,,0.4,31.6
2021-09-17,76,40.0,,0.4,30.400000000000002
2021-09-18,75,40.0,,0.4,30.0
2021-09-19,87,40.0,,0.4,34.800000000000004
2021-09-20,80,40.0,,0.4,32.0
2021-09-21,87,40.0,,0.4,34.800000000000004
2021-09-22,80,40.0,,0.4,32.0
2021-09-23,64,40.0,,0.4,25.6
2021-09-24,70,40.0,,0.4,28.0
2021-09-25,84,40.0,,0.4,33.6
2021-09-26,85,40.0,,0.4,34.0
2021-09-27,81,40.0,,0.4,32.4
2021-09-28,69,40.0,,0.4,27.6
2021-09-29,58,40.0,,0.4,23.200000000000003
2021-09-30,78,40.0,,0.4,31.200000000000003
2021-10-01,75,40.0,False,0.4,30.0
2021-10-02,88,40.0,,0.4,35.2
2021-10-03,88,40.0,,0.4,35.2
2021-10-04,89,40.0,,0.4,35.6
2021-10-05,93,40.0,,0.4,37.2
2021-10-06,95,40.0,,0.4,38.0
2021-10-07,100,40.0,,0.4,40.0
2021-10-08,96,40.0,,0.4,38.400000000000006
2021-10-09,96,40.0,,0.4,38.400000000000006
2021-10-10,68,40.0,,0.4,27.200000000000003
2021-10-11,94,40.0,,0.4,37.6
2021-10-12,75,40.0,,0.4,30.0
2021-10-13,74,40.0,,0.4,29.6
2021-10-14,93,40.0,,0.4,37.2
2021-10-15,89,40.0,,0.4,35.6
2021-10-16,82,40.0,,0.4,32.800000000000004
2021-10-17,87,40.0,,0.4,34.800000000000004
2021-10-18,83,40.0,,0.4,33.2
2021-10-19,97,40.0,,0.4,38.800000000000004
2021-10-20,77,40.0,,0.4,30.8
2021-10-21,75,40.0,,0.4,30.0
2021-10-22,93,40.0,,0.4,37.2
2021-10-23,81,40.0,,0.4,32.4
2021-10-24,86,40.0,,0.4,34.4
2021-10-25,83,40.0,,0.4,33.2
2021-10-26,76,40.0,,0.4,30.400000000000002
2021-10-27,94,40.0,,0.4,37.6
2021-10-28,88,40.0,,0.4,35.2
2021-10-29,99,40.0,,0.4,39.6
2021-10-30,95,40.0,,0.4,38.0
2021-10-31,92,40.0,,0.4,36.800000000000004
2021-11-01,45,45.0,False,0.45,20.25
2021-11-02,48,45.0,,0.45,21.6
2021-11-03,44,45.0,,0.45,19.8
2021-11-04,47,45.0,,0.45,21.150000000000002
2021-11-05,49,45.0,,0.45,22.05
2021-11-06,50,45.0,,0.45,22.5
2021-11-07,51,45.0,,0.45,22.95
2021-11-08,46,45.0,,0.45,20.7
2021-11-09,53,45.0,,0.45,23.85
2021-11-10,44,45.0,,0.45,19.8
2021-11-11,49,45.0,,0.45,22.05
2021-11-12,57,45.0,,0.45,25.650000000000002
2021-11-13,54,45.0,,0.45,24.3
2021-11-14,51,45.0,,0.45,22.95
2021-11-15,52,45.0,,0.45,23.400000000000002
2021-11-16,45,45.0,,0.45,20.25
2021-11-17,56,45.0,,0.45,25.2
2021-11-18,100,45.0,,0.45,45.0
2021-11-19,58,45.0,,0.45,26.1
2021-11-20,65,45.0,,0.45,29.25
2021-11-21,61,45.0,,0.45,27.45
2021-11-22,59,45.0,,0.45,26.55
2021-11-23,62,45.0,,0.45,27.900000000000002
2021-11-24,57,45.0,,0.45,25.650000000000002
2021-11-25,55,45.0,,0.45,24.75
2021-11-26,57,45.0,,0.45,25.650000000000002
2021-11-27,67,45.0,,0.45,30.150000000000002
2021-11-28,56,45.0,,0.45,25.2
2021-11-29,52,45.0,,0.45,23.400000000000002
2021-11-30,53,45.0,,0.45,23.85
2021-12-01,75,43.0,False,0.43,32.25
2021-12-02,70,43.0,,0.43,30.099999999999998
2021-12-03,79,43.0,,0.43,33.97
2021-12-04,73,43.0,,0.43,31.39
2021-12-05,85,43.0,,0.43,36.55
2021-12-06,69,43.0,,0.43,29.669999999999998
2021-12-07,63,43.0,,0.43,27.09
2021-12-08,64,43.0,,0.43,27.52
2021-12-09,61,43.0,,0.43,26.23
2021-12-10,69,43.0,,0.43,29.669999999999998
2021-12-11,71,43.0,,0.43,30.53
2021-12-12,75,43.0,,0.43,32.25
2021-12-13,76,43.0,,0.43,32.68
2021-12-14,63,43.0,,0.43,27.09
2021-12-15,67,43.0,,0.43,28.81
2021-12-16,71,43.0,,0.43,30.53
2021-12-17,66,43.0,,0.43,28.38
2021-12-18,72,43.0,,0.43,30.96
2021-12-19,69,43.0,,0.43,29.669999999999998
2021-12-20,63,43.0,,0.43,27.09
2021-12-21,66,43.0,,0.43,28.38
2021-12-22,79,43.0,,0.43,33.97
2021-12-23,76,43.0,,0.43,32.68
2021-12-24,77,43.0,,0.43,33.11
2021-12-25,81,43.0,,0.43,34.83
2021-12-26,81,43.0,,0.43,34.83
2021-12-27,83,43.0,,0.43,35.69
2021-12-28,89,43.0,,0.43,38.269999999999996
2021-12-29,95,43.0,,0.43,40.85
2021-12-30,72,43.0,,0.43,30.96
2021-12-31,100,43.0,,0.43,43.0
