date,BP_unscaled,BP_monthly,isPartial,scale,BP
2017-12-28,91,59.0,,0.59,53.69
2017-12-29,87,59.0,,0.59,51.33
2017-12-30,80,59.0,,0.59,47.199999999999996
2017-12-31,66,59.0,,0.59,38.94
2018-01-01,70,63.0,False,0.63,44.1
2018-01-02,92,63.0,,0.63,57.96
2018-01-03,99,63.0,,0.63,62.37
2018-01-04,82,63.0,,0.63,51.660000000000004
2018-01-05,94,63.0,,0.63,59.22
2018-01-06,88,63.0,,0.63,55.44
2018-01-07,71,63.0,,0.63,44.73
2018-01-08,84,63.0,,0.63,52.92
2018-01-09,82,63.0,,0.63,51.660000000000004
2018-01-10,98,63.0,,0.63,61.74
2018-01-11,93,63.0,,0.63,58.59
2018-01-12,93,63.0,,0.63,58.59
2018-01-13,67,63.0,,0.63,42.21
2018-01-14,71,63.0,,0.63,44.73
2018-01-15,84,63.0,,0.63,52.92
2018-01-16,82,63.0,,0.63,51.660000000000004
2018-01-17,86,63.0,,0.63,54.18
2018-01-18,89,63.0,,0.63,56.07
2018-01-19,85,63.0,,0.63,53.55
2018-01-20,77,63.0,,0.63,48.51
2018-01-21,67,63.0,,0.63,42.21
2018-01-22,86,63.0,,0.63,54.18
2018-01-23,89,63.0,,0.63,56.07
2018-01-24,86,63.0,,0.63,54.18
2018-01-25,100,63.0,,0.63,63.0
2018-01-26,98,63.0,,0.63,61.74
2018-01-27,64,63.0,,0.63,40.32
2018-01-28,82,63.0,,0.63,51.660000000000004
2018-01-29,86,63.0,,0.63,54.18
2018-01-30,89,63.0,,0.63,56.07
2018-01-31,97,63.0,,0.63,61.11
2018-02-01,88,65.0,False,0.65,57.2
2018-02-02,88,65.0,,0.65,57.2
2018-02-03,70,65.0,,0.65,45.5
2018-02-04,67,65.0,,0.65,43.550000000000004
2018-02-05,84,65.0,,0.65,54.6
2018-02-06,100,65.0,,0.65,65.0
2018-02-07,84,65.0,,0.65,54.6
2018-02-08,87,65.0,,0.65,56.550000000000004
2018-02-09,88,65.0,,0.65,57.2
2018-02-10,79,65.0,,0.65,51.35
2018-02-11,73,65.0,,0.65,47.45
2018-02-12,93,65.0,,0.65,60.45
2018-02-13,92,65.0,,0.65,59.800000000000004
2018-02-14,90,65.0,,0.65,58.5
2018-02-15,91,65.0,,0.65,59.15
2018-02-16,89,65.0,,0.65,57.85
2018-02-17,70,65.0,,0.65,45.5
2018-02-18,76,65.0,,0.65,49.4
2018-02-19,78,65.0,,0.65,50.7
2018-02-20,82,65.0,,0.65,53.300000000000004
2018-02-21,89,65.0,,0.65,57.85
2018-02-22,85,65.0,,0.65,55.25
2018-02-23,84,65.0,,0.65,54.6
2018-02-24,65,65.0,,0.65,42.25
2018-02-25,71,65.0,,0.65,46.15
2018-02-26,81,65.0,,0.65,52.65
2018-02-27,89,65.0,,0.65,57.85
2018-02-28,82,65.0,,0.65,53.300000000000004
2018-03-01,93,61.0,False,0.61,56.73
2018-03-02,83,61.0,,0.61,50.629999999999995
2018-03-03,74,61.0,,0.61,45.14
2018-03-04,74,61.0,,0.61,45.14
2018-03-05,90,61.0,,0.61,54.9
2018-03-06,91,61.0,,0.61,55.51
2018-03-07,90,61.0,,0.61,54.9
2018-03-08,90,61.0,,0.61,54.9
2018-03-09,91,61.0,,0.61,55.51
2018-03-10,73,61.0,,0.61,44.53
2018-03-11,77,61.0,,0.61,46.97
2018-03-12,95,61.0,,0.61,57.949999999999996
2018-03-13,94,61.0,,0.61,57.339999999999996
2018-03-14,93,61.0,,0.61,56.73
2018-03-15,92,61.0,,0.61,56.12
2018-03-16,96,61.0,,0.61,58.56
2018-03-17,74,61.0,,0.61,45.14
2018-03-18,71,61.0,,0.61,43.31
2018-03-19,95,61.0,,0.61,57.949999999999996
2018-03-20,91,61.0,,0.61,55.51
2018-03-21,89,61.0,,0.61,54.29
2018-03-22,93,61.0,,0.61,56.73
2018-03-23,93,61.0,,0.61,56.73
2018-03-24,74,61.0,,0.61,45.14
2018-03-25,70,61.0,,0.61,42.699999999999996
2018-03-26,99,61.0,,0.61,60.39
2018-03-27,97,61.0,,0.61,59.17
2018-03-28,96,61.0,,0.61,58.56
2018-03-29,100,61.0,,0.61,61.0
2018-03-30,85,61.0,,0.61,51.85
2018-03-31,80,61.0,,0.61,48.8
2018-04-01,71,65.0,False,0.65,46.15
2018-04-02,92,65.0,,0.65,59.800000000000004
2018-04-03,98,65.0,,0.65,63.7
2018-04-04,89,65.0,,0.65,57.85
2018-04-05,99,65.0,,0.65,64.35000000000001
2018-04-06,91,65.0,,0.65,59.15
2018-04-07,75,65.0,,0.65,48.75
2018-04-08,78,65.0,,0.65,50.7
2018-04-09,97,65.0,,0.65,63.050000000000004
2018-04-10,95,65.0,,0.65,61.75
2018-04-11,86,65.0,,0.65,55.9
2018-04-12,100,65.0,,0.65,65.0
2018-04-13,83,65.0,,0.65,53.95
2018-04-14,69,65.0,,0.65,44.85
2018-04-15,72,65.0,,0.65,46.800000000000004
2018-04-16,96,65.0,,0.65,62.400000000000006
2018-04-17,97,65.0,,0.65,63.050000000000004
2018-04-18,92,65.0,,0.65,59.800000000000004
2018-04-19,90,65.0,,0.65,58.5
2018-04-20,100,65.0,,0.65,65.0
2018-04-21,84,65.0,,0.65,54.6
2018-04-22,80,65.0,,0.65,52.0
2018-04-23,96,65.0,,0.65,62.400000000000006
2018-04-24,94,65.0,,0.65,61.1
2018-04-25,96,65.0,,0.65,62.400000000000006
2018-04-26,98,65.0,,0.65,63.7
2018-04-27,91,65.0,,0.65,59.15
2018-04-28,88,65.0,,0.65,57.2
2018-04-29,82,65.0,,0.65,53.300000000000004
2018-04-30,92,65.0,,0.65,59.800000000000004
2018-05-01,99,64.0,False,0.64,63.36
2018-05-02,91,64.0,,0.64,58.24
2018-05-03,97,64.0,,0.64,62.08
2018-05-04,91,64.0,,0.64,58.24
2018-05-05,79,64.0,,0.64,50.56
2018-05-06,77,64.0,,0.64,49.28
2018-05-07,89,64.0,,0.64,56.96
2018-05-08,85,64.0,,0.64,54.4
2018-05-09,95,64.0,,0.64,60.800000000000004
2018-05-10,94,64.0,,0.64,60.160000000000004
2018-05-11,100,64.0,,0.64,64.0
2018-05-12,75,64.0,,0.64,48.0
2018-05-13,69,64.0,,0.64,44.160000000000004
2018-05-14,91,64.0,,0.64,58.24
2018-05-15,93,64.0,,0.64,59.52
2018-05-16,100,64.0,,0.64,64.0
2018-05-17,92,64.0,,0.64,58.88
2018-05-18,88,64.0,,0.64,56.32
2018-05-19,79,64.0,,0.64,50.56
2018-05-20,74,64.0,,0.64,47.36
2018-05-21,90,64.0,,0.64,57.6
2018-05-22,93,64.0,,0.64,59.52
2018-05-23,96,64.0,,0.64,61.44
2018-05-24,99,64.0,,0.64,63.36
2018-05-25,90,64.0,,0.64,57.6
2018-05-26,72,64.0,,0.64,46.08
2018-05-27,72,64.0,,0.64,46.08
2018-05-28,75,64.0,,0.64,48.0
2018-05-29,84,64.0,,0.64,53.76
2018-05-30,84,64.0,,0.64,53.76
2018-05-31,96,64.0,,0.64,61.44
2018-06-01,92,62.0,False,0.62,57.04
2018-06-02,64,62.0,,0.62,39.68
2018-06-03,68,62.0,,0.62,42.16
2018-06-04,84,62.0,,0.62,52.08
2018-06-05,84,62.0,,0.62,52.08
2018-06-06,87,62.0,,0.62,53.94
2018-06-07,87,62.0,,0.62,53.94
2018-06-08,85,62.0,,0.62,52.7
2018-06-09,72,62.0,,0.62,44.64
2018-06-10,77,62.0,,0.62,47.74
2018-06-11,87,62.0,,0.62,53.94
2018-06-12,87,62.0,,0.62,53.94
2018-06-13,100,62.0,,0.62,62.0
2018-06-14,87,62.0,,0.62,53.94
2018-06-15,83,62.0,,0.62,51.46
2018-06-16,73,62.0,,0.62,45.26
2018-06-17,69,62.0,,0.62,42.78
2018-06-18,77,62.0,,0.62,47.74
2018-06-19,83,62.0,,0.62,51.46
2018-06-20,89,62.0,,0.62,55.18
2018-06-21,88,62.0,,0.62,54.56
2018-06-22,82,62.0,,0.62,50.839999999999996
2018-06-23,72,62.0,,0.62,44.64
2018-06-24,67,62.0,,0.62,41.54
2018-06-25,82,62.0,,0.62,50.839999999999996
2018-06-26,87,62.0,,0.62,53.94
2018-06-27,81,62.0,,0.62,50.22
2018-06-28,89,62.0,,0.62,55.18
2018-06-29,90,62.0,,0.62,55.8
2018-06-30,74,62.0,,0.62,45.88
2018-07-01,63,67.0,False,0.67,42.21
2018-07-02,81,67.0,,0.67,54.27
2018-07-03,81,67.0,,0.67,54.27
2018-07-04,73,67.0,,0.67,48.910000000000004
2018-07-05,85,67.0,,0.67,56.95
2018-07-06,82,67.0,,0.67,54.940000000000005
2018-07-07,64,67.0,,0.67,42.88
2018-07-08,70,67.0,,0.67,46.900000000000006
2018-07-09,84,67.0,,0.67,56.28
2018-07-10,85,67.0,,0.67,56.95
2018-07-11,91,67.0,,0.67,60.970000000000006
2018-07-12,95,67.0,,0.67,63.650000000000006
2018-07-13,87,67.0,,0.67,58.290000000000006
2018-07-14,68,67.0,,0.67,45.56
2018-07-15,74,67.0,,0.67,49.580000000000005
2018-07-16,92,67.0,,0.67,61.64
2018-07-17,95,67.0,,0.67,63.650000000000006
2018-07-18,97,67.0,,0.67,64.99000000000001
2018-07-19,80,67.0,,0.67,53.6
2018-07-20,89,67.0,,0.67,59.63
2018-07-21,77,67.0,,0.67,51.59
2018-07-22,76,67.0,,0.67,50.92
2018-07-23,85,67.0,,0.67,56.95
2018-07-24,87,67.0,,0.67,58.290000000000006
2018-07-25,84,67.0,,0.67,56.28
2018-07-26,92,67.0,,0.67,61.64
2018-07-27,100,67.0,,0.67,67.0
2018-07-28,81,67.0,,0.67,54.27
2018-07-29,74,67.0,,0.67,49.580000000000005
2018-07-30,92,67.0,,0.67,61.64
2018-07-31,98,67.0,,0.67,65.66000000000001
2018-08-01,100,63.0,False,0.63,63.0
2018-08-02,92,63.0,,0.63,57.96
2018-08-03,94,63.0,,0.63,59.22
2018-08-04,75,63.0,,0.63,47.25
2018-08-05,74,63.0,,0.63,46.62
2018-08-06,96,63.0,,0.63,60.480000000000004
2018-08-07,95,63.0,,0.63,59.85
2018-08-08,98,63.0,,0.63,61.74
2018-08-09,88,63.0,,0.63,55.44
2018-08-10,88,63.0,,0.63,55.44
2018-08-11,74,63.0,,0.63,46.62
2018-08-12,78,63.0,,0.63,49.14
2018-08-13,93,63.0,,0.63,58.59
2018-08-14,94,63.0,,0.63,59.22
2018-08-15,98,63.0,,0.63,61.74
2018-08-16,95,63.0,,0.63,59.85
2018-08-17,91,63.0,,0.63,57.33
2018-08-18,79,63.0,,0.63,49.77
2018-08-19,78,63.0,,0.63,49.14
2018-08-20,92,63.0,,0.63,57.96
2018-08-21,90,63.0,,0.63,56.7
2018-08-22,90,63.0,,0.63,56.7
2018-08-23,91,63.0,,0.63,57.33
2018-08-24,88,63.0,,0.63,55.44
2018-08-25,74,63.0,,0.63,46.62
2018-08-26,69,63.0,,0.63,43.47
2018-08-27,90,63.0,,0.63,56.7
2018-08-28,93,63.0,,0.63,58.59
2018-08-29,95,63.0,,0.63,59.85
2018-08-30,92,63.0,,0.63,57.96
2018-08-31,89,63.0,,0.63,56.07
2018-09-01,78,62.0,False,0.62,48.36
2018-09-02,69,62.0,,0.62,42.78
2018-09-03,74,62.0,,0.62,45.88
2018-09-04,93,62.0,,0.62,57.66
2018-09-05,82,62.0,,0.62,50.839999999999996
2018-09-06,89,62.0,,0.62,55.18
2018-09-07,76,62.0,,0.62,47.12
2018-09-08,76,62.0,,0.62,47.12
2018-09-09,65,62.0,,0.62,40.3
2018-09-10,78,62.0,,0.62,48.36
2018-09-11,95,62.0,,0.62,58.9
2018-09-12,100,62.0,,0.62,62.0
2018-09-13,93,62.0,,0.62,57.66
2018-09-14,95,62.0,,0.62,58.9
2018-09-15,78,62.0,,0.62,48.36
2018-09-16,75,62.0,,0.62,46.5
2018-09-17,88,62.0,,0.62,54.56
2018-09-18,98,62.0,,0.62,60.76
2018-09-19,91,62.0,,0.62,56.42
2018-09-20,91,62.0,,0.62,56.42
2018-09-21,93,62.0,,0.62,57.66
2018-09-22,68,62.0,,0.62,42.16
2018-09-23,71,62.0,,0.62,44.02
2018-09-24,93,62.0,,0.62,57.66
2018-09-25,92,62.0,,0.62,57.04
2018-09-26,94,62.0,,0.62,58.28
2018-09-27,93,62.0,,0.62,57.66
2018-09-28,79,62.0,,0.62,48.98
2018-09-29,79,62.0,,0.62,48.98
2018-09-30,70,62.0,,0.62,43.4
2018-10-01,93,61.0,False,0.61,56.73
2018-10-02,94,61.0,,0.61,57.339999999999996
2018-10-03,91,61.0,,0.61,55.51
2018-10-04,84,61.0,,0.61,51.24
2018-10-05,95,61.0,,0.61,57.949999999999996
2018-10-06,72,61.0,,0.61,43.92
2018-10-07,72,61.0,,0.61,43.92
2018-10-08,93,61.0,,0.61,56.73
2018-10-09,94,61.0,,0.61,57.339999999999996
2018-10-10,91,61.0,,0.61,55.51
2018-10-11,93,61.0,,0.61,56.73
2018-10-12,100,61.0,,0.61,61.0
2018-10-13,81,61.0,,0.61,49.41
2018-10-14,70,61.0,,0.61,42.699999999999996
2018-10-15,90,61.0,,0.61,54.9
2018-10-16,87,61.0,,0.61,53.07
2018-10-17,98,61.0,,0.61,59.78
2018-10-18,86,61.0,,0.61,52.46
2018-10-19,90,61.0,,0.61,54.9
2018-10-20,68,61.0,,0.61,41.48
2018-10-21,76,61.0,,0.61,46.36
2018-10-22,85,61.0,,0.61,51.85
2018-10-23,87,61.0,,0.61,53.07
2018-10-24,88,61.0,,0.61,53.68
2018-10-25,87,61.0,,0.61,53.07
2018-10-26,86,61.0,,0.61,52.46
2018-10-27,75,61.0,,0.61,45.75
2018-10-28,72,61.0,,0.61,43.92
2018-10-29,80,61.0,,0.61,48.8
2018-10-30,98,61.0,,0.61,59.78
2018-10-31,91,61.0,,0.61,55.51
2018-11-01,88,60.0,False,0.6,52.8
2018-11-02,90,60.0,,0.6,54.0
2018-11-03,67,60.0,,0.6,40.199999999999996
2018-11-04,64,60.0,,0.6,38.4
2018-11-05,82,60.0,,0.6,49.199999999999996
2018-11-06,80,60.0,,0.6,48.0
2018-11-07,75,60.0,,0.6,45.0
2018-11-08,100,60.0,,0.6,60.0
2018-11-09,85,60.0,,0.6,51.0
2018-11-10,71,60.0,,0.6,42.6
2018-11-11,61,60.0,,0.6,36.6
2018-11-12,92,60.0,,0.6,55.199999999999996
2018-11-13,93,60.0,,0.6,55.8
2018-11-14,98,60.0,,0.6,58.8
2018-11-15,96,60.0,,0.6,57.599999999999994
2018-11-16,80,60.0,,0.6,48.0
2018-11-17,75,60.0,,0.6,45.0
2018-11-18,77,60.0,,0.6,46.199999999999996
2018-11-19,75,60.0,,0.6,45.0
2018-11-20,84,60.0,,0.6,50.4
2018-11-21,79,60.0,,0.6,47.4
2018-11-22,70,60.0,,0.6,42.0
2018-11-23,68,60.0,,0.6,40.8
2018-11-24,63,60.0,,0.6,37.8
2018-11-25,67,60.0,,0.6,40.199999999999996
2018-11-26,74,60.0,,0.6,44.4
2018-11-27,75,60.0,,0.6,45.0
2018-11-28,84,60.0,,0.6,50.4
2018-11-29,89,60.0,,0.6,53.4
2018-11-30,88,60.0,,0.6,52.8
2018-12-01,68,61.0,False,0.61,41.48
2018-12-02,57,61.0,,0.61,34.769999999999996
2018-12-03,81,61.0,,0.61,49.41
2018-12-04,79,61.0,,0.61,48.19
2018-12-05,73,61.0,,0.61,44.53
2018-12-06,76,61.0,,0.61,46.36
2018-12-07,75,61.0,,0.61,45.75
2018-12-08,69,61.0,,0.61,42.089999999999996
2018-12-09,63,61.0,,0.61,38.43
2018-12-10,75,61.0,,0.61,45.75
2018-12-11,77,61.0,,0.61,46.97
2018-12-12,77,61.0,,0.61,46.97
2018-12-13,67,61.0,,0.61,40.87
2018-12-14,83,61.0,,0.61,50.629999999999995
2018-12-15,66,61.0,,0.61,40.26
2018-12-16,57,61.0,,0.61,34.769999999999996
2018-12-17,67,61.0,,0.61,40.87
2018-12-18,76,61.0,,0.61,46.36
2018-12-19,75,61.0,,0.61,45.75
2018-12-20,84,61.0,,0.61,51.24
2018-12-21,77,61.0,,0.61,46.97
2018-12-22,62,61.0,,0.61,37.82
2018-12-23,56,61.0,,0.61,34.16
2018-12-24,65,61.0,,0.61,39.65
2018-12-25,100,61.0,,0.61,61.0
2018-12-26,85,61.0,,0.61,51.85
2018-12-27,82,61.0,,0.61,50.019999999999996
2018-12-28,77,61.0,,0.61,46.97
2018-12-29,69,61.0,,0.61,42.089999999999996
2018-12-30,58,61.0,,0.61,35.38
2018-12-31,67,61.0,,0.61,40.87
2019-01-01,68,64.0,False,0.64,43.52
2019-01-02,76,64.0,,0.64,48.64
2019-01-03,89,64.0,,0.64,56.96
2019-01-04,89,64.0,,0.64,56.96
2019-01-05,75,64.0,,0.64,48.0
2019-01-06,64,64.0,,0.64,40.96
2019-01-07,68,64.0,,0.64,43.52
2019-01-08,86,64.0,,0.64,55.04
2019-01-09,100,64.0,,0.64,64.0
2019-01-10,83,64.0,,0.64,53.120000000000005
2019-01-11,75,64.0,,0.64,48.0
2019-01-12,74,64.0,,0.64,47.36
2019-01-13,64,64.0,,0.64,40.96
2019-01-14,78,64.0,,0.64,49.92
2019-01-15,81,64.0,,0.64,51.84
2019-01-16,81,64.0,,0.64,51.84
2019-01-17,79,64.0,,0.64,50.56
2019-01-18,85,64.0,,0.64,54.4
2019-01-19,73,64.0,,0.64,46.72
2019-01-20,58,64.0,,0.64,37.12
2019-01-21,69,64.0,,0.64,44.160000000000004
2019-01-22,78,64.0,,0.64,49.92
2019-01-23,85,64.0,,0.64,54.4
2019-01-24,78,64.0,,0.64,49.92
2019-01-25,82,64.0,,0.64,52.480000000000004
2019-01-26,74,64.0,,0.64,47.36
2019-01-27,73,64.0,,0.64,46.72
2019-01-28,78,64.0,,0.64,49.92
2019-01-29,81,64.0,,0.64,51.84
2019-01-30,84,64.0,,0.64,53.76
2019-01-31,90,64.0,,0.64,57.6
2019-02-01,91,66.0,False,0.66,60.06
2019-02-02,72,66.0,,0.66,47.52
2019-02-03,75,66.0,,0.66,49.5
2019-02-04,77,66.0,,0.66,50.82
2019-02-05,100,66.0,,0.66,66.0
2019-02-06,96,66.0,,0.66,63.36
2019-02-07,88,66.0,,0.66,58.080000000000005
2019-02-08,85,66.0,,0.66,56.1
2019-02-09,68,66.0,,0.66,44.88
2019-02-10,67,66.0,,0.66,44.22
2019-02-11,78,66.0,,0.66,51.480000000000004
2019-02-12,80,66.0,,0.66,52.800000000000004
2019-02-13,88,66.0,,0.66,58.080000000000005
2019-02-14,84,66.0,,0.66,55.440000000000005
2019-02-15,81,66.0,,0.66,53.46
2019-02-16,71,66.0,,0.66,46.86
2019-02-17,76,66.0,,0.66,50.160000000000004
2019-02-18,71,66.0,,0.66,46.86
2019-02-19,83,66.0,,0.66,54.78
2019-02-20,87,66.0,,0.66,57.42
2019-02-21,82,66.0,,0.66,54.120000000000005
2019-02-22,79,66.0,,0.66,52.14
2019-02-23,68,66.0,,0.66,44.88
2019-02-24,72,66.0,,0.66,47.52
2019-02-25,82,66.0,,0.66,54.120000000000005
2019-02-26,90,66.0,,0.66,59.400000000000006
2019-02-27,77,66.0,,0.66,50.82
2019-02-28,85,66.0,,0.66,56.1
2019-03-01,91,66.0,False,0.66,60.06
2019-03-02,80,66.0,,0.66,52.800000000000004
2019-03-03,67,66.0,,0.66,44.22
2019-03-04,94,66.0,,0.66,62.040000000000006
2019-03-05,93,66.0,,0.66,61.38
2019-03-06,96,66.0,,0.66,63.36
2019-03-07,99,66.0,,0.66,65.34
2019-03-08,93,66.0,,0.66,61.38
2019-03-09,83,66.0,,0.66,54.78
2019-03-10,78,66.0,,0.66,51.480000000000004
2019-03-11,91,66.0,,0.66,60.06
2019-03-12,90,66.0,,0.66,59.400000000000006
2019-03-13,86,66.0,,0.66,56.760000000000005
2019-03-14,100,66.0,,0.66,66.0
2019-03-15,90,66.0,,0.66,59.400000000000006
2019-03-16,79,66.0,,0.66,52.14
2019-03-17,76,66.0,,0.66,50.160000000000004
2019-03-18,97,66.0,,0.66,64.02
2019-03-19,99,66.0,,0.66,65.34
2019-03-20,94,66.0,,0.66,62.040000000000006
2019-03-21,96,66.0,,0.66,63.36
2019-03-22,85,66.0,,0.66,56.1
2019-03-23,80,66.0,,0.66,52.800000000000004
2019-03-24,82,66.0,,0.66,54.120000000000005
2019-03-25,97,66.0,,0.66,64.02
2019-03-26,96,66.0,,0.66,63.36
2019-03-27,94,66.0,,0.66,62.040000000000006
2019-03-28,95,66.0,,0.66,62.7
2019-03-29,93,66.0,,0.66,61.38
2019-03-30,82,66.0,,0.66,54.120000000000005
2019-03-31,73,66.0,,0.66,48.18
2019-04-01,78,67.0,False,0.67,52.260000000000005
2019-04-02,99,67.0,,0.67,66.33
2019-04-03,95,67.0,,0.67,63.650000000000006
2019-04-04,88,67.0,,0.67,58.96
2019-04-05,99,67.0,,0.67,66.33
2019-04-06,73,67.0,,0.67,48.910000000000004
2019-04-07,72,67.0,,0.67,48.24
2019-04-08,98,67.0,,0.67,65.66000000000001
2019-04-09,87,67.0,,0.67,58.290000000000006
2019-04-10,88,67.0,,0.67,58.96
2019-04-11,92,67.0,,0.67,61.64
2019-04-12,91,67.0,,0.67,60.970000000000006
2019-04-13,81,67.0,,0.67,54.27
2019-04-14,76,67.0,,0.67,50.92
2019-04-15,92,67.0,,0.67,61.64
2019-04-16,90,67.0,,0.67,60.300000000000004
2019-04-17,97,67.0,,0.67,64.99000000000001
2019-04-18,85,67.0,,0.67,56.95
2019-04-19,90,67.0,,0.67,60.300000000000004
2019-04-20,75,67.0,,0.67,50.25
2019-04-21,76,67.0,,0.67,50.92
2019-04-22,95,67.0,,0.67,63.650000000000006
2019-04-23,94,67.0,,0.67,62.980000000000004
2019-04-24,96,67.0,,0.67,64.32000000000001
2019-04-25,90,67.0,,0.67,60.300000000000004
2019-04-26,90,67.0,,0.67,60.300000000000004
2019-04-27,81,67.0,,0.67,54.27
2019-04-28,68,67.0,,0.67,45.56
2019-04-29,100,67.0,,0.67,67.0
2019-04-30,100,67.0,,0.67,67.0
2019-05-01,96,64.0,False,0.64,61.44
2019-05-02,90,64.0,,0.64,57.6
2019-05-03,92,64.0,,0.64,58.88
2019-05-04,78,64.0,,0.64,49.92
2019-05-05,74,64.0,,0.64,47.36
2019-05-06,89,64.0,,0.64,56.96
2019-05-07,87,64.0,,0.64,55.68
2019-05-08,92,64.0,,0.64,58.88
2019-05-09,93,64.0,,0.64,59.52
2019-05-10,90,64.0,,0.64,57.6
2019-05-11,70,64.0,,0.64,44.800000000000004
2019-05-12,70,64.0,,0.64,44.800000000000004
2019-05-13,97,64.0,,0.64,62.08
2019-05-14,85,64.0,,0.64,54.4
2019-05-15,95,64.0,,0.64,60.800000000000004
2019-05-16,84,64.0,,0.64,53.76
2019-05-17,87,64.0,,0.64,55.68
2019-05-18,80,64.0,,0.64,51.2
2019-05-19,73,64.0,,0.64,46.72
2019-05-20,83,64.0,,0.64,53.120000000000005
2019-05-21,94,64.0,,0.64,60.160000000000004
2019-05-22,88,64.0,,0.64,56.32
2019-05-23,84,64.0,,0.64,53.76
2019-05-24,100,64.0,,0.64,64.0
2019-05-25,78,64.0,,0.64,49.92
2019-05-26,73,64.0,,0.64,46.72
2019-05-27,79,64.0,,0.64,50.56
2019-05-28,89,64.0,,0.64,56.96
2019-05-29,93,64.0,,0.64,59.52
2019-05-30,92,64.0,,0.64,58.88
2019-05-31,87,64.0,,0.64,55.68
2019-06-01,78,64.0,False,0.64,49.92
2019-06-02,77,64.0,,0.64,49.28
2019-06-03,86,64.0,,0.64,55.04
2019-06-04,90,64.0,,0.64,57.6
2019-06-05,79,64.0,,0.64,50.56
2019-06-06,91,64.0,,0.64,58.24
2019-06-07,88,64.0,,0.64,56.32
2019-06-08,76,64.0,,0.64,48.64
2019-06-09,65,64.0,,0.64,41.6
2019-06-10,85,64.0,,0.64,54.4
2019-06-11,88,64.0,,0.64,56.32
2019-06-12,84,64.0,,0.64,53.76
2019-06-13,96,64.0,,0.64,61.44
2019-06-14,79,64.0,,0.64,50.56
2019-06-15,76,64.0,,0.64,48.64
2019-06-16,72,64.0,,0.64,46.08
2019-06-17,80,64.0,,0.64,51.2
2019-06-18,86,64.0,,0.64,55.04
2019-06-19,89,64.0,,0.64,56.96
2019-06-20,100,64.0,,0.64,64.0
2019-06-21,97,64.0,,0.64,62.08
2019-06-22,72,64.0,,0.64,46.08
2019-06-23,74,64.0,,0.64,47.36
2019-06-24,97,64.0,,0.64,62.08
2019-06-25,94,64.0,,0.64,60.160000000000004
2019-06-26,85,64.0,,0.64,54.4
2019-06-27,93,64.0,,0.64,59.52
2019-06-28,95,64.0,,0.64,60.800000000000004
2019-06-29,83,64.0,,0.64,53.120000000000005
2019-06-30,80,64.0,,0.64,51.2
2019-07-01,77,70.0,False,0.7,53.9
2019-07-02,73,70.0,,0.7,51.099999999999994
2019-07-03,78,70.0,,0.7,54.599999999999994
2019-07-04,51,70.0,,0.7,35.699999999999996
2019-07-05,70,70.0,,0.7,49.0
2019-07-06,60,70.0,,0.7,42.0
2019-07-07,61,70.0,,0.7,42.699999999999996
2019-07-08,71,70.0,,0.7,49.699999999999996
2019-07-09,73,70.0,,0.7,51.099999999999994
2019-07-10,78,70.0,,0.7,54.599999999999994
2019-07-11,81,70.0,,0.7,56.699999999999996
2019-07-12,83,70.0,,0.7,58.099999999999994
2019-07-13,68,70.0,,0.7,47.599999999999994
2019-07-14,61,70.0,,0.7,42.699999999999996
2019-07-15,75,70.0,,0.7,52.5
2019-07-16,78,70.0,,0.7,54.599999999999994
2019-07-17,77,70.0,,0.7,53.9
2019-07-18,75,70.0,,0.7,52.5
2019-07-19,78,70.0,,0.7,54.599999999999994
2019-07-20,73,70.0,,0.7,51.099999999999994
2019-07-21,71,70.0,,0.7,49.699999999999996
2019-07-22,75,70.0,,0.7,52.5
2019-07-23,80,70.0,,0.7,56.0
2019-07-24,81,70.0,,0.7,56.699999999999996
2019-07-25,87,70.0,,0.7,60.9
2019-07-26,83,70.0,,0.7,58.099999999999994
2019-07-27,77,70.0,,0.7,53.9
2019-07-28,65,70.0,,0.7,45.5
2019-07-29,86,70.0,,0.7,60.199999999999996
2019-07-30,100,70.0,,0.7,70.0
2019-07-31,95,70.0,,0.7,66.5
2019-08-01,92,73.0,False,0.73,67.16
2019-08-02,94,73.0,,0.73,68.62
2019-08-03,76,73.0,,0.73,55.48
2019-08-04,76,73.0,,0.73,55.48
2019-08-05,86,73.0,,0.73,62.78
2019-08-06,92,73.0,,0.73,67.16
2019-08-07,90,73.0,,0.73,65.7
2019-08-08,100,73.0,,0.73,73.0
2019-08-09,92,73.0,,0.73,67.16
2019-08-10,78,73.0,,0.73,56.94
2019-08-11,75,73.0,,0.73,54.75
2019-08-12,79,73.0,,0.73,57.67
2019-08-13,91,73.0,,0.73,66.42999999999999
2019-08-14,87,73.0,,0.73,63.51
2019-08-15,80,73.0,,0.73,58.4
2019-08-16,86,73.0,,0.73,62.78
2019-08-17,73,73.0,,0.73,53.29
2019-08-18,65,73.0,,0.73,47.449999999999996
2019-08-19,84,73.0,,0.73,61.32
2019-08-20,86,73.0,,0.73,62.78
2019-08-21,82,73.0,,0.73,59.86
2019-08-22,87,73.0,,0.73,63.51
2019-08-23,81,73.0,,0.73,59.129999999999995
2019-08-24,72,73.0,,0.73,52.56
2019-08-25,71,73.0,,0.73,51.83
2019-08-26,80,73.0,,0.73,58.4
2019-08-27,90,73.0,,0.73,65.7
2019-08-28,88,73.0,,0.73,64.24
2019-08-29,81,73.0,,0.73,59.129999999999995
