date,BP_unscaled,BP_monthly,isPartial,scale,BP
2021-04-18,68,67.0,,0.67,45.56
2021-04-19,84,67.0,,0.67,56.28
2021-04-20,86,67.0,,0.67,57.620000000000005
2021-04-21,87,67.0,,0.67,58.290000000000006
2021-04-22,94,67.0,,0.67,62.980000000000004
2021-04-23,84,67.0,,0.67,56.28
2021-04-24,72,67.0,,0.67,48.24
2021-04-25,71,67.0,,0.67,47.57
2021-04-26,85,67.0,,0.67,56.95
2021-04-27,100,67.0,,0.67,67.0
2021-04-28,90,67.0,,0.67,60.300000000000004
2021-04-29,90,67.0,,0.67,60.300000000000004
2021-04-30,81,67.0,,0.67,54.27
2021-05-01,58,71.0,False,0.71,41.18
2021-05-02,56,71.0,,0.71,39.76
2021-05-03,69,71.0,,0.71,48.989999999999995
2021-05-04,67,71.0,,0.71,47.57
2021-05-05,70,71.0,,0.71,49.699999999999996
2021-05-06,71,71.0,,0.71,50.41
2021-05-07,69,71.0,,0.71,48.989999999999995
2021-05-08,53,71.0,,0.71,37.629999999999995
2021-05-09,52,71.0,,0.71,36.92
2021-05-10,68,71.0,,0.71,48.28
2021-05-11,91,71.0,,0.71,64.61
2021-05-12,100,71.0,,0.71,71.0
2021-05-13,94,71.0,,0.71,66.74
2021-05-14,79,71.0,,0.71,56.089999999999996
2021-05-15,74,71.0,,0.71,52.54
2021-05-16,60,71.0,,0.71,42.599999999999994
2021-05-17,73,71.0,,0.71,51.83
2021-05-18,71,71.0,,0.71,50.41
2021-05-19,69,71.0,,0.71,48.989999999999995
2021-05-20,66,71.0,,0.71,46.86
2021-05-21,72,71.0,,0.71,51.12
2021-05-22,54,71.0,,0.71,38.339999999999996
2021-05-23,52,71.0,,0.71,36.92
2021-05-24,68,71.0,,0.71,48.28
2021-05-25,71,71.0,,0.71,50.41
2021-05-26,68,71.0,,0.71,48.28
2021-05-27,69,71.0,,0.71,48.989999999999995
2021-05-28,65,71.0,,0.71,46.15
2021-05-29,53,71.0,,0.71,37.629999999999995
2021-05-30,53,71.0,,0.71,37.629999999999995
2021-05-31,54,71.0,,0.71,38.339999999999996
2021-06-01,94,69.0,False,0.69,64.86
2021-06-02,93,69.0,,0.69,64.17
2021-06-03,88,69.0,,0.69,60.72
2021-06-04,97,69.0,,0.69,66.92999999999999
2021-06-05,76,69.0,,0.69,52.44
2021-06-06,70,69.0,,0.69,48.3
2021-06-07,82,69.0,,0.69,56.58
2021-06-08,93,69.0,,0.69,64.17
2021-06-09,96,69.0,,0.69,66.24
2021-06-10,94,69.0,,0.69,64.86
2021-06-11,99,69.0,,0.69,68.30999999999999
2021-06-12,74,69.0,,0.69,51.059999999999995
2021-06-13,75,69.0,,0.69,51.74999999999999
2021-06-14,94,69.0,,0.69,64.86
2021-06-15,99,69.0,,0.69,68.30999999999999
2021-06-16,97,69.0,,0.69,66.92999999999999
2021-06-17,88,69.0,,0.69,60.72
2021-06-18,100,69.0,,0.69,69.0
2021-06-19,83,69.0,,0.69,57.269999999999996
2021-06-20,74,69.0,,0.69,51.059999999999995
2021-06-21,95,69.0,,0.69,65.55
2021-06-22,99,69.0,,0.69,68.30999999999999
2021-06-23,97,69.0,,0.69,66.92999999999999
2021-06-24,91,69.0,,0.69,62.78999999999999
2021-06-25,93,69.0,,0.69,64.17
2021-06-26,80,69.0,,0.69,55.199999999999996
2021-06-27,79,69.0,,0.69,54.51
2021-06-28,83,69.0,,0.69,57.269999999999996
2021-06-29,91,69.0,,0.69,62.78999999999999
2021-06-30,89,69.0,,0.69,61.41
2021-07-01,90,70.0,False,0.7,62.99999999999999
2021-07-02,84,70.0,,0.7,58.8
2021-07-03,77,70.0,,0.7,53.9
2021-07-04,79,70.0,,0.7,55.3
2021-07-05,81,70.0,,0.7,56.699999999999996
2021-07-06,90,70.0,,0.7,62.99999999999999
2021-07-07,86,70.0,,0.7,60.199999999999996
2021-07-08,92,70.0,,0.7,64.39999999999999
2021-07-09,87,70.0,,0.7,60.9
2021-07-10,72,70.0,,0.7,50.4
2021-07-11,70,70.0,,0.7,49.0
2021-07-12,95,70.0,,0.7,66.5
2021-07-13,86,70.0,,0.7,60.199999999999996
2021-07-14,84,70.0,,0.7,58.8
2021-07-15,86,70.0,,0.7,60.199999999999996
2021-07-16,97,70.0,,0.7,67.89999999999999
2021-07-17,73,70.0,,0.7,51.099999999999994
2021-07-18,75,70.0,,0.7,52.5
2021-07-19,87,70.0,,0.7,60.9
2021-07-20,88,70.0,,0.7,61.599999999999994
2021-07-21,83,70.0,,0.7,58.099999999999994
2021-07-22,100,70.0,,0.7,70.0
2021-07-23,84,70.0,,0.7,58.8
2021-07-24,74,70.0,,0.7,51.8
2021-07-25,69,70.0,,0.7,48.3
2021-07-26,90,70.0,,0.7,62.99999999999999
2021-07-27,86,70.0,,0.7,60.199999999999996
2021-07-28,91,70.0,,0.7,63.699999999999996
2021-07-29,90,70.0,,0.7,62.99999999999999
2021-07-30,83,70.0,,0.7,58.099999999999994
2021-07-31,74,70.0,,0.7,51.8
2021-08-01,70,71.0,False,0.71,49.699999999999996
2021-08-02,93,71.0,,0.71,66.03
2021-08-03,86,71.0,,0.71,61.059999999999995
2021-08-04,91,71.0,,0.71,64.61
2021-08-05,95,71.0,,0.71,67.45
2021-08-06,95,71.0,,0.71,67.45
2021-08-07,82,71.0,,0.71,58.22
2021-08-08,81,71.0,,0.71,57.51
2021-08-09,95,71.0,,0.71,67.45
2021-08-10,93,71.0,,0.71,66.03
2021-08-11,95,71.0,,0.71,67.45
2021-08-12,94,71.0,,0.71,66.74
2021-08-13,90,71.0,,0.71,63.9
2021-08-14,85,71.0,,0.71,60.349999999999994
2021-08-15,77,71.0,,0.71,54.669999999999995
2021-08-16,95,71.0,,0.71,67.45
2021-08-17,85,71.0,,0.71,60.349999999999994
2021-08-18,87,71.0,,0.71,61.769999999999996
2021-08-19,97,71.0,,0.71,68.86999999999999
2021-08-20,94,71.0,,0.71,66.74
2021-08-21,83,71.0,,0.71,58.93
2021-08-22,77,71.0,,0.71,54.669999999999995
2021-08-23,89,71.0,,0.71,63.19
2021-08-24,94,71.0,,0.71,66.74
2021-08-25,100,71.0,,0.71,71.0
2021-08-26,97,71.0,,0.71,68.86999999999999
2021-08-27,88,71.0,,0.71,62.48
2021-08-28,78,71.0,,0.71,55.379999999999995
2021-08-29,80,71.0,,0.71,56.8
2021-08-30,90,71.0,,0.71,63.9
2021-08-31,90,71.0,,0.71,63.9
2021-09-01,85,68.0,False,0.68,57.800000000000004
2021-09-02,78,68.0,,0.68,53.040000000000006
2021-09-03,81,68.0,,0.68,55.080000000000005
2021-09-04,74,68.0,,0.68,50.32
2021-09-05,71,68.0,,0.68,48.28
2021-09-06,72,68.0,,0.68,48.96
2021-09-07,85,68.0,,0.68,57.800000000000004
2021-09-08,93,68.0,,0.68,63.24
2021-09-09,86,68.0,,0.68,58.480000000000004
2021-09-10,83,68.0,,0.68,56.440000000000005
2021-09-11,71,68.0,,0.68,48.28
2021-09-12,69,68.0,,0.68,46.92
2021-09-13,83,68.0,,0.68,56.440000000000005
2021-09-14,100,68.0,,0.68,68.0
2021-09-15,91,68.0,,0.68,61.88
2021-09-16,89,68.0,,0.68,60.52
2021-09-17,83,68.0,,0.68,56.440000000000005
2021-09-18,71,68.0,,0.68,48.28
2021-09-19,62,68.0,,0.68,42.160000000000004
2021-09-20,82,68.0,,0.68,55.760000000000005
2021-09-21,92,68.0,,0.68,62.56
2021-09-22,92,68.0,,0.68,62.56
2021-09-23,90,68.0,,0.68,61.2
2021-09-24,79,68.0,,0.68,53.720000000000006
2021-09-25,74,68.0,,0.68,50.32
2021-09-26,72,68.0,,0.68,48.96
2021-09-27,92,68.0,,0.68,62.56
2021-09-28,93,68.0,,0.68,63.24
2021-09-29,93,68.0,,0.68,63.24
2021-09-30,83,68.0,,0.68,56.440000000000005
2021-10-01,88,69.0,False,0.69,60.72
2021-10-02,77,69.0,,0.69,53.129999999999995
2021-10-03,75,69.0,,0.69,51.74999999999999
2021-10-04,96,69.0,,0.69,66.24
2021-10-05,90,69.0,,0.69,62.099999999999994
2021-10-06,91,69.0,,0.69,62.78999999999999
2021-10-07,95,69.0,,0.69,65.55
2021-10-08,89,69.0,,0.69,61.41
2021-10-09,78,69.0,,0.69,53.81999999999999
2021-10-10,65,69.0,,0.69,44.849999999999994
2021-10-11,90,69.0,,0.69,62.099999999999994
2021-10-12,87,69.0,,0.69,60.029999999999994
2021-10-13,91,69.0,,0.69,62.78999999999999
2021-10-14,93,69.0,,0.69,64.17
2021-10-15,99,69.0,,0.69,68.30999999999999
2021-10-16,70,69.0,,0.69,48.3
2021-10-17,75,69.0,,0.69,51.74999999999999
2021-10-18,90,69.0,,0.69,62.099999999999994
2021-10-19,100,69.0,,0.69,69.0
2021-10-20,89,69.0,,0.69,61.41
2021-10-21,91,69.0,,0.69,62.78999999999999
2021-10-22,94,69.0,,0.69,64.86
2021-10-23,78,69.0,,0.69,53.81999999999999
2021-10-24,68,69.0,,0.69,46.919999999999995
2021-10-25,95,69.0,,0.69,65.55
2021-10-26,92,69.0,,0.69,63.48
2021-10-27,91,69.0,,0.69,62.78999999999999
2021-10-28,87,69.0,,0.69,60.029999999999994
2021-10-29,89,69.0,,0.69,61.41
2021-10-30,79,69.0,,0.69,54.51
2021-10-31,61,69.0,,0.69,42.089999999999996
2021-11-01,94,65.0,False,0.65,61.1
2021-11-02,100,65.0,,0.65,65.0
2021-11-03,88,65.0,,0.65,57.2
2021-11-04,93,65.0,,0.65,60.45
2021-11-05,89,65.0,,0.65,57.85
2021-11-06,80,65.0,,0.65,52.0
2021-11-07,71,65.0,,0.65,46.15
2021-11-08,99,65.0,,0.65,64.35000000000001
2021-11-09,92,65.0,,0.65,59.800000000000004
2021-11-10,90,65.0,,0.65,58.5
2021-11-11,95,65.0,,0.65,61.75
2021-11-12,84,65.0,,0.65,54.6
2021-11-13,76,65.0,,0.65,49.4
2021-11-14,75,65.0,,0.65,48.75
2021-11-15,89,65.0,,0.65,57.85
2021-11-16,97,65.0,,0.65,63.050000000000004
2021-11-17,93,65.0,,0.65,60.45
2021-11-18,94,65.0,,0.65,61.1
2021-11-19,91,65.0,,0.65,59.15
2021-11-20,79,65.0,,0.65,51.35
2021-11-21,73,65.0,,0.65,47.45
2021-11-22,85,65.0,,0.65,55.25
2021-11-23,88,65.0,,0.65,57.2
2021-11-24,85,65.0,,0.65,55.25
2021-11-25,79,65.0,,0.65,51.35
2021-11-26,72,65.0,,0.65,46.800000000000004
2021-11-27,71,65.0,,0.65,46.15
2021-11-28,74,65.0,,0.65,48.1
2021-11-29,89,65.0,,0.65,57.85
2021-11-30,89,65.0,,0.65,57.85
2021-12-01,89,64.0,False,0.64,56.96
2021-12-02,86,64.0,,0.64,55.04
2021-12-03,81,64.0,,0.64,51.84
2021-12-04,68,64.0,,0.64,43.52
2021-12-05,70,64.0,,0.64,44.800000000000004
2021-12-06,85,64.0,,0.64,54.4
2021-12-07,85,64.0,,0.64,54.4
2021-12-08,83,64.0,,0.64,53.120000000000005
2021-12-09,81,64.0,,0.64,51.84
2021-12-10,81,64.0,,0.64,51.84
2021-12-11,67,64.0,,0.64,42.88
2021-12-12,64,64.0,,0.64,40.96
2021-12-13,79,64.0,,0.64,50.56
2021-12-14,80,64.0,,0.64,51.2
2021-12-15,75,64.0,,0.64,48.0
2021-12-16,80,64.0,,0.64,51.2
2021-12-17,71,64.0,,0.64,45.44
2021-12-18,67,64.0,,0.64,42.88
2021-12-19,60,64.0,,0.64,38.4
2021-12-20,83,64.0,,0.64,53.120000000000005
2021-12-21,78,64.0,,0.64,49.92
2021-12-22,78,64.0,,0.64,49.92
2021-12-23,84,64.0,,0.64,53.76
2021-12-24,74,64.0,,0.64,47.36
2021-12-25,100,64.0,,0.64,64.0
2021-12-26,68,64.0,,0.64,43.52
2021-12-27,79,64.0,,0.64,50.56
2021-12-28,84,64.0,,0.64,53.76
2021-12-29,75,64.0,,0.64,48.0
2021-12-30,76,64.0,,0.64,48.64
2021-12-31,74,64.0,,0.64,47.36
