date,PG_unscaled,PG_monthly,isPartial,scale,PG
2019-08-29,91,64.0,,0.64,58.24
2019-08-30,94,64.0,,0.64,60.160000000000004
2019-08-31,71,64.0,,0.64,45.44
2019-09-01,64,69.0,False,0.69,44.16
2019-09-02,78,69.0,,0.69,53.81999999999999
2019-09-03,82,69.0,,0.69,56.58
2019-09-04,83,69.0,,0.69,57.269999999999996
2019-09-05,82,69.0,,0.69,56.58
2019-09-06,88,69.0,,0.69,60.72
2019-09-07,75,69.0,,0.69,51.74999999999999
2019-09-08,71,69.0,,0.69,48.989999999999995
2019-09-09,85,69.0,,0.69,58.65
2019-09-10,87,69.0,,0.69,60.029999999999994
2019-09-11,88,69.0,,0.69,60.72
2019-09-12,93,69.0,,0.69,64.17
2019-09-13,83,69.0,,0.69,57.269999999999996
2019-09-14,77,69.0,,0.69,53.129999999999995
2019-09-15,68,69.0,,0.69,46.919999999999995
2019-09-16,86,69.0,,0.69,59.339999999999996
2019-09-17,86,69.0,,0.69,59.339999999999996
2019-09-18,86,69.0,,0.69,59.339999999999996
2019-09-19,86,69.0,,0.69,59.339999999999996
2019-09-20,82,69.0,,0.69,56.58
2019-09-21,64,69.0,,0.69,44.16
2019-09-22,67,69.0,,0.69,46.23
2019-09-23,88,69.0,,0.69,60.72
2019-09-24,91,69.0,,0.69,62.78999999999999
2019-09-25,90,69.0,,0.69,62.099999999999994
2019-09-26,97,69.0,,0.69,66.92999999999999
2019-09-27,86,69.0,,0.69,59.339999999999996
2019-09-28,76,69.0,,0.69,52.44
2019-09-29,83,69.0,,0.69,57.269999999999996
2019-09-30,100,69.0,,0.69,69.0
2019-10-01,22,100.0,False,1.0,22.0
2019-10-02,25,100.0,,1.0,25.0
2019-10-03,20,100.0,,1.0,20.0
2019-10-04,22,100.0,,1.0,22.0
2019-10-05,19,100.0,,1.0,19.0
2019-10-06,18,100.0,,1.0,18.0
2019-10-07,21,100.0,,1.0,21.0
2019-10-08,53,100.0,,1.0,53.0
2019-10-09,100,100.0,,1.0,100.0
2019-10-10,52,100.0,,1.0,52.0
2019-10-11,30,100.0,,1.0,30.0
2019-10-12,20,100.0,,1.0,20.0
2019-10-13,19,100.0,,1.0,19.0
2019-10-14,25,100.0,,1.0,25.0
2019-10-15,25,100.0,,1.0,25.0
2019-10-16,22,100.0,,1.0,22.0
2019-10-17,24,100.0,,1.0,24.0
2019-10-18,22,100.0,,1.0,22.0
2019-10-19,17,100.0,,1.0,17.0
2019-10-20,20,100.0,,1.0,20.0
2019-10-21,23,100.0,,1.0,23.0
2019-10-22,32,100.0,,1.0,32.0
2019-10-23,30,100.0,,1.0,30.0
2019-10-24,28,100.0,,1.0,28.0
2019-10-25,32,100.0,,1.0,32.0
2019-10-26,35,100.0,,1.0,35.0
2019-10-27,39,100.0,,1.0,39.0
2019-10-28,36,100.0,,1.0,36.0
2019-10-29,35,100.0,,1.0,35.0
2019-10-30,32,100.0,,1.0,32.0
2019-10-31,28,100.0,,1.0,28.0
2019-11-01,98,74.0,False,0.74,72.52
2019-11-02,80,74.0,,0.74,59.2
2019-11-03,76,74.0,,0.74,56.24
2019-11-04,86,74.0,,0.74,63.64
2019-11-05,97,74.0,,0.74,71.78
2019-11-06,100,74.0,,0.74,74.0
2019-11-07,93,74.0,,0.74,68.82
2019-11-08,89,74.0,,0.74,65.86
2019-11-09,67,74.0,,0.74,49.58
2019-11-10,70,74.0,,0.74,51.8
2019-11-11,81,74.0,,0.74,59.94
2019-11-12,82,74.0,,0.74,60.68
2019-11-13,90,74.0,,0.74,66.6
2019-11-14,83,74.0,,0.74,61.42
2019-11-15,87,74.0,,0.74,64.38
2019-11-16,74,74.0,,0.74,54.76
2019-11-17,77,74.0,,0.74,56.98
2019-11-18,96,74.0,,0.74,71.03999999999999
2019-11-19,99,74.0,,0.74,73.26
2019-11-20,99,74.0,,0.74,73.26
2019-11-21,84,74.0,,0.74,62.16
2019-11-22,90,74.0,,0.74,66.6
2019-11-23,67,74.0,,0.74,49.58
2019-11-24,72,74.0,,0.74,53.28
2019-11-25,70,74.0,,0.74,51.8
2019-11-26,75,74.0,,0.74,55.5
2019-11-27,75,74.0,,0.74,55.5
2019-11-28,62,74.0,,0.74,45.88
2019-11-29,73,74.0,,0.74,54.019999999999996
2019-11-30,61,74.0,,0.74,45.14
2019-12-01,74,66.0,False,0.66,48.84
2019-12-02,78,66.0,,0.66,51.480000000000004
2019-12-03,90,66.0,,0.66,59.400000000000006
2019-12-04,93,66.0,,0.66,61.38
2019-12-05,90,66.0,,0.66,59.400000000000006
2019-12-06,88,66.0,,0.66,58.080000000000005
2019-12-07,60,66.0,,0.66,39.6
2019-12-08,67,66.0,,0.66,44.22
2019-12-09,85,66.0,,0.66,56.1
2019-12-10,91,66.0,,0.66,60.06
2019-12-11,87,66.0,,0.66,57.42
2019-12-12,84,66.0,,0.66,55.440000000000005
2019-12-13,90,66.0,,0.66,59.400000000000006
2019-12-14,70,66.0,,0.66,46.2
2019-12-15,65,66.0,,0.66,42.9
2019-12-16,100,66.0,,0.66,66.0
2019-12-17,87,66.0,,0.66,57.42
2019-12-18,85,66.0,,0.66,56.1
2019-12-19,85,66.0,,0.66,56.1
2019-12-20,90,66.0,,0.66,59.400000000000006
2019-12-21,66,66.0,,0.66,43.56
2019-12-22,64,66.0,,0.66,42.24
2019-12-23,70,66.0,,0.66,46.2
2019-12-24,90,66.0,,0.66,59.400000000000006
2019-12-25,72,66.0,,0.66,47.52
2019-12-26,76,66.0,,0.66,50.160000000000004
2019-12-27,79,66.0,,0.66,52.14
2019-12-28,70,66.0,,0.66,46.2
2019-12-29,75,66.0,,0.66,49.5
2019-12-30,72,66.0,,0.66,47.52
2019-12-31,74,66.0,,0.66,48.84
2020-01-01,72,73.0,False,0.73,52.56
2020-01-02,76,73.0,,0.73,55.48
2020-01-03,74,73.0,,0.73,54.019999999999996
2020-01-04,60,73.0,,0.73,43.8
2020-01-05,66,73.0,,0.73,48.18
2020-01-06,75,73.0,,0.73,54.75
2020-01-07,89,73.0,,0.73,64.97
2020-01-08,100,73.0,,0.73,73.0
2020-01-09,83,73.0,,0.73,60.589999999999996
2020-01-10,77,73.0,,0.73,56.21
2020-01-11,67,73.0,,0.73,48.91
2020-01-12,67,73.0,,0.73,48.91
2020-01-13,85,73.0,,0.73,62.05
2020-01-14,82,73.0,,0.73,59.86
2020-01-15,87,73.0,,0.73,63.51
2020-01-16,80,73.0,,0.73,58.4
2020-01-17,90,73.0,,0.73,65.7
2020-01-18,73,73.0,,0.73,53.29
2020-01-19,71,73.0,,0.73,51.83
2020-01-20,76,73.0,,0.73,55.48
2020-01-21,82,73.0,,0.73,59.86
2020-01-22,87,73.0,,0.73,63.51
2020-01-23,99,73.0,,0.73,72.27
2020-01-24,84,73.0,,0.73,61.32
2020-01-25,71,73.0,,0.73,51.83
2020-01-26,64,73.0,,0.73,46.72
2020-01-27,80,73.0,,0.73,58.4
2020-01-28,88,73.0,,0.73,64.24
2020-01-29,85,73.0,,0.73,62.05
2020-01-30,81,73.0,,0.73,59.129999999999995
2020-01-31,84,73.0,,0.73,61.32
2020-02-01,75,74.0,False,0.74,55.5
2020-02-02,65,74.0,,0.74,48.1
2020-02-03,81,74.0,,0.74,59.94
2020-02-04,94,74.0,,0.74,69.56
2020-02-05,91,74.0,,0.74,67.34
2020-02-06,85,74.0,,0.74,62.9
2020-02-07,95,74.0,,0.74,70.3
2020-02-08,77,74.0,,0.74,56.98
2020-02-09,83,74.0,,0.74,61.42
2020-02-10,85,74.0,,0.74,62.9
2020-02-11,98,74.0,,0.74,72.52
2020-02-12,100,74.0,,0.74,74.0
2020-02-13,95,74.0,,0.74,70.3
2020-02-14,91,74.0,,0.74,67.34
2020-02-15,77,74.0,,0.74,56.98
2020-02-16,71,74.0,,0.74,52.54
2020-02-17,83,74.0,,0.74,61.42
2020-02-18,90,74.0,,0.74,66.6
2020-02-19,93,74.0,,0.74,68.82
2020-02-20,90,74.0,,0.74,66.6
2020-02-21,95,74.0,,0.74,70.3
2020-02-22,82,74.0,,0.74,60.68
2020-02-23,87,74.0,,0.74,64.38
2020-02-24,98,74.0,,0.74,72.52
2020-02-25,95,74.0,,0.74,70.3
2020-02-26,93,74.0,,0.74,68.82
2020-02-27,93,74.0,,0.74,68.82
2020-02-28,99,74.0,,0.74,73.26
2020-02-29,89,74.0,,0.74,65.86
2020-03-01,63,81.0,False,0.81,51.03
2020-03-02,75,81.0,,0.81,60.75000000000001
2020-03-03,83,81.0,,0.81,67.23
2020-03-04,74,81.0,,0.81,59.940000000000005
2020-03-05,94,81.0,,0.81,76.14
2020-03-06,80,81.0,,0.81,64.80000000000001
2020-03-07,66,81.0,,0.81,53.46
2020-03-08,62,81.0,,0.81,50.220000000000006
2020-03-09,79,81.0,,0.81,63.99
2020-03-10,87,81.0,,0.81,70.47
2020-03-11,84,81.0,,0.81,68.04
2020-03-12,100,81.0,,0.81,81.0
2020-03-13,86,81.0,,0.81,69.66000000000001
2020-03-14,64,81.0,,0.81,51.84
2020-03-15,56,81.0,,0.81,45.36
2020-03-16,87,81.0,,0.81,70.47
2020-03-17,83,81.0,,0.81,67.23
2020-03-18,80,81.0,,0.81,64.80000000000001
2020-03-19,80,81.0,,0.81,64.80000000000001
2020-03-20,75,81.0,,0.81,60.75000000000001
2020-03-21,59,81.0,,0.81,47.790000000000006
2020-03-22,61,81.0,,0.81,49.410000000000004
2020-03-23,87,81.0,,0.81,70.47
2020-03-24,81,81.0,,0.81,65.61
2020-03-25,81,81.0,,0.81,65.61
2020-03-26,73,81.0,,0.81,59.13
2020-03-27,67,81.0,,0.81,54.27
2020-03-28,64,81.0,,0.81,51.84
2020-03-29,55,81.0,,0.81,44.550000000000004
2020-03-30,69,81.0,,0.81,55.89
2020-03-31,75,81.0,,0.81,60.75000000000001
2020-04-01,95,69.0,False,0.69,65.55
2020-04-02,87,69.0,,0.69,60.029999999999994
2020-04-03,81,69.0,,0.69,55.88999999999999
2020-04-04,67,69.0,,0.69,46.23
2020-04-05,68,69.0,,0.69,46.919999999999995
2020-04-06,81,69.0,,0.69,55.88999999999999
2020-04-07,92,69.0,,0.69,63.48
2020-04-08,78,69.0,,0.69,53.81999999999999
2020-04-09,89,69.0,,0.69,61.41
2020-04-10,72,69.0,,0.69,49.67999999999999
2020-04-11,67,69.0,,0.69,46.23
2020-04-12,71,69.0,,0.69,48.989999999999995
2020-04-13,83,69.0,,0.69,57.269999999999996
2020-04-14,96,69.0,,0.69,66.24
2020-04-15,90,69.0,,0.69,62.099999999999994
2020-04-16,90,69.0,,0.69,62.099999999999994
2020-04-17,100,69.0,,0.69,69.0
2020-04-18,77,69.0,,0.69,53.129999999999995
2020-04-19,64,69.0,,0.69,44.16
2020-04-20,79,69.0,,0.69,54.51
2020-04-21,84,69.0,,0.69,57.959999999999994
2020-04-22,81,69.0,,0.69,55.88999999999999
2020-04-23,74,69.0,,0.69,51.059999999999995
2020-04-24,76,69.0,,0.69,52.44
2020-04-25,64,69.0,,0.69,44.16
2020-04-26,69,69.0,,0.69,47.61
2020-04-27,83,69.0,,0.69,57.269999999999996
2020-04-28,78,69.0,,0.69,53.81999999999999
2020-04-29,81,69.0,,0.69,55.88999999999999
2020-04-30,80,69.0,,0.69,55.199999999999996
2020-05-01,81,65.0,False,0.65,52.65
2020-05-02,72,65.0,,0.65,46.800000000000004
2020-05-03,69,65.0,,0.65,44.85
2020-05-04,78,65.0,,0.65,50.7
2020-05-05,85,65.0,,0.65,55.25
2020-05-06,83,65.0,,0.65,53.95
2020-05-07,84,65.0,,0.65,54.6
2020-05-08,84,65.0,,0.65,54.6
2020-05-09,72,65.0,,0.65,46.800000000000004
2020-05-10,65,65.0,,0.65,42.25
2020-05-11,80,65.0,,0.65,52.0
2020-05-12,75,65.0,,0.65,48.75
2020-05-13,85,65.0,,0.65,55.25
2020-05-14,89,65.0,,0.65,57.85
2020-05-15,88,65.0,,0.65,57.2
2020-05-16,78,65.0,,0.65,50.7
2020-05-17,83,65.0,,0.65,53.95
2020-05-18,91,65.0,,0.65,59.15
2020-05-19,88,65.0,,0.65,57.2
2020-05-20,87,65.0,,0.65,56.550000000000004
2020-05-21,82,65.0,,0.65,53.300000000000004
2020-05-22,80,65.0,,0.65,52.0
2020-05-23,65,65.0,,0.65,42.25
2020-05-24,78,65.0,,0.65,50.7
2020-05-25,74,65.0,,0.65,48.1
2020-05-26,100,65.0,,0.65,65.0
2020-05-27,92,65.0,,0.65,59.800000000000004
2020-05-28,85,65.0,,0.65,55.25
2020-05-29,81,65.0,,0.65,52.65
2020-05-30,72,65.0,,0.65,46.800000000000004
2020-05-31,66,65.0,,0.65,42.9
2020-06-01,94,68.0,False,0.68,63.92
2020-06-02,85,68.0,,0.68,57.800000000000004
2020-06-03,97,68.0,,0.68,65.96000000000001
2020-06-04,84,68.0,,0.68,57.120000000000005
2020-06-05,95,68.0,,0.68,64.60000000000001
2020-06-06,75,68.0,,0.68,51.00000000000001
2020-06-07,80,68.0,,0.68,54.400000000000006
2020-06-08,98,68.0,,0.68,66.64
2020-06-09,97,68.0,,0.68,65.96000000000001
2020-06-10,91,68.0,,0.68,61.88
2020-06-11,88,68.0,,0.68,59.84
2020-06-12,99,68.0,,0.68,67.32000000000001
2020-06-13,82,68.0,,0.68,55.760000000000005
2020-06-14,89,68.0,,0.68,60.52
2020-06-15,87,68.0,,0.68,59.160000000000004
2020-06-16,91,68.0,,0.68,61.88
2020-06-17,84,68.0,,0.68,57.120000000000005
2020-06-18,97,68.0,,0.68,65.96000000000001
2020-06-19,95,68.0,,0.68,64.60000000000001
2020-06-20,100,68.0,,0.68,68.0
2020-06-21,83,68.0,,0.68,56.440000000000005
2020-06-22,95,68.0,,0.68,64.60000000000001
2020-06-23,91,68.0,,0.68,61.88
2020-06-24,85,68.0,,0.68,57.800000000000004
2020-06-25,89,68.0,,0.68,60.52
2020-06-26,93,68.0,,0.68,63.24
2020-06-27,92,68.0,,0.68,62.56
2020-06-28,82,68.0,,0.68,55.760000000000005
2020-06-29,86,68.0,,0.68,58.480000000000004
2020-06-30,95,68.0,,0.68,64.60000000000001
2020-07-01,89,63.0,False,0.63,56.07
2020-07-02,82,63.0,,0.63,51.660000000000004
2020-07-03,76,63.0,,0.63,47.88
2020-07-04,79,63.0,,0.63,49.77
2020-07-05,83,63.0,,0.63,52.29
2020-07-06,84,63.0,,0.63,52.92
2020-07-07,93,63.0,,0.63,58.59
2020-07-08,81,63.0,,0.63,51.03
2020-07-09,76,63.0,,0.63,47.88
2020-07-10,86,63.0,,0.63,54.18
2020-07-11,70,63.0,,0.63,44.1
2020-07-12,83,63.0,,0.63,52.29
2020-07-13,89,63.0,,0.63,56.07
2020-07-14,85,63.0,,0.63,53.55
2020-07-15,90,63.0,,0.63,56.7
2020-07-16,87,63.0,,0.63,54.81
2020-07-17,87,63.0,,0.63,54.81
2020-07-18,79,63.0,,0.63,49.77
2020-07-19,76,63.0,,0.63,47.88
2020-07-20,88,63.0,,0.63,55.44
2020-07-21,89,63.0,,0.63,56.07
2020-07-22,94,63.0,,0.63,59.22
2020-07-23,83,63.0,,0.63,52.29
2020-07-24,79,63.0,,0.63,49.77
2020-07-25,71,63.0,,0.63,44.73
2020-07-26,83,63.0,,0.63,52.29
2020-07-27,87,63.0,,0.63,54.81
2020-07-28,82,63.0,,0.63,51.660000000000004
2020-07-29,95,63.0,,0.63,59.85
2020-07-30,99,63.0,,0.63,62.37
2020-07-31,100,63.0,,0.63,63.0
2020-08-01,85,67.0,False,0.67,56.95
2020-08-02,76,67.0,,0.67,50.92
2020-08-03,83,67.0,,0.67,55.61000000000001
2020-08-04,90,67.0,,0.67,60.300000000000004
2020-08-05,87,67.0,,0.67,58.290000000000006
2020-08-06,97,67.0,,0.67,64.99000000000001
2020-08-07,83,67.0,,0.67,55.61000000000001
2020-08-08,77,67.0,,0.67,51.59
2020-08-09,80,67.0,,0.67,53.6
2020-08-10,82,67.0,,0.67,54.940000000000005
2020-08-11,83,67.0,,0.67,55.61000000000001
2020-08-12,84,67.0,,0.67,56.28
2020-08-13,80,67.0,,0.67,53.6
2020-08-14,88,67.0,,0.67,58.96
2020-08-15,84,67.0,,0.67,56.28
2020-08-16,97,67.0,,0.67,64.99000000000001
2020-08-17,94,67.0,,0.67,62.980000000000004
2020-08-18,80,67.0,,0.67,53.6
2020-08-19,89,67.0,,0.67,59.63
2020-08-20,81,67.0,,0.67,54.27
2020-08-21,84,67.0,,0.67,56.28
2020-08-22,80,67.0,,0.67,53.6
2020-08-23,76,67.0,,0.67,50.92
2020-08-24,100,67.0,,0.67,67.0
2020-08-25,85,67.0,,0.67,56.95
2020-08-26,82,67.0,,0.67,54.940000000000005
2020-08-27,79,67.0,,0.67,52.93
2020-08-28,85,67.0,,0.67,56.95
2020-08-29,75,67.0,,0.67,50.25
2020-08-30,83,67.0,,0.67,55.61000000000001
2020-08-31,86,67.0,,0.67,57.620000000000005
2020-09-01,76,66.0,False,0.66,50.160000000000004
2020-09-02,84,66.0,,0.66,55.440000000000005
2020-09-03,87,66.0,,0.66,57.42
2020-09-04,99,66.0,,0.66,65.34
2020-09-05,88,66.0,,0.66,58.080000000000005
2020-09-06,83,66.0,,0.66,54.78
2020-09-07,94,66.0,,0.66,62.040000000000006
2020-09-08,100,66.0,,0.66,66.0
2020-09-09,81,66.0,,0.66,53.46
2020-09-10,82,66.0,,0.66,54.120000000000005
2020-09-11,81,66.0,,0.66,53.46
2020-09-12,86,66.0,,0.66,56.760000000000005
2020-09-13,76,66.0,,0.66,50.160000000000004
2020-09-14,85,66.0,,0.66,56.1
2020-09-15,88,66.0,,0.66,58.080000000000005
2020-09-16,88,66.0,,0.66,58.080000000000005
2020-09-17,85,66.0,,0.66,56.1
2020-09-18,88,66.0,,0.66,58.080000000000005
2020-09-19,78,66.0,,0.66,51.480000000000004
2020-09-20,73,66.0,,0.66,48.18
2020-09-21,78,66.0,,0.66,51.480000000000004
2020-09-22,83,66.0,,0.66,54.78
2020-09-23,92,66.0,,0.66,60.720000000000006
2020-09-24,80,66.0,,0.66,52.800000000000004
2020-09-25,85,66.0,,0.66,56.1
2020-09-26,70,66.0,,0.66,46.2
2020-09-27,78,66.0,,0.66,51.480000000000004
2020-09-28,91,66.0,,0.66,60.06
2020-09-29,85,66.0,,0.66,56.1
2020-09-30,85,66.0,,0.66,56.1
2020-10-01,66,69.0,False,0.69,45.54
2020-10-02,72,69.0,,0.69,49.67999999999999
2020-10-03,63,69.0,,0.69,43.47
2020-10-04,57,69.0,,0.69,39.33
2020-10-05,64,69.0,,0.69,44.16
2020-10-06,71,69.0,,0.69,48.989999999999995
2020-10-07,73,69.0,,0.69,50.37
2020-10-08,70,69.0,,0.69,48.3
2020-10-09,72,69.0,,0.69,49.67999999999999
2020-10-10,67,69.0,,0.69,46.23
2020-10-11,59,69.0,,0.69,40.709999999999994
2020-10-12,72,69.0,,0.69,49.67999999999999
2020-10-13,68,69.0,,0.69,46.919999999999995
2020-10-14,72,69.0,,0.69,49.67999999999999
2020-10-15,70,69.0,,0.69,48.3
2020-10-16,76,69.0,,0.69,52.44
2020-10-17,66,69.0,,0.69,45.54
2020-10-18,66,69.0,,0.69,45.54
2020-10-19,72,69.0,,0.69,49.67999999999999
2020-10-20,81,69.0,,0.69,55.88999999999999
2020-10-21,76,69.0,,0.69,52.44
2020-10-22,67,69.0,,0.69,46.23
2020-10-23,75,69.0,,0.69,51.74999999999999
2020-10-24,65,69.0,,0.69,44.849999999999994
2020-10-25,77,69.0,,0.69,53.129999999999995
2020-10-26,78,69.0,,0.69,53.81999999999999
2020-10-27,74,69.0,,0.69,51.059999999999995
2020-10-28,77,69.0,,0.69,53.129999999999995
2020-10-29,72,69.0,,0.69,49.67999999999999
2020-10-30,100,69.0,,0.69,69.0
2020-10-31,86,69.0,,0.69,59.339999999999996
2020-11-01,71,60.0,False,0.6,42.6
2020-11-02,65,60.0,,0.6,39.0
2020-11-03,60,60.0,,0.6,36.0
2020-11-04,39,60.0,,0.6,23.4
2020-11-05,41,60.0,,0.6,24.599999999999998
2020-11-06,53,60.0,,0.6,31.799999999999997
2020-11-07,46,60.0,,0.6,27.599999999999998
2020-11-08,49,60.0,,0.6,29.4
2020-11-09,71,60.0,,0.6,42.6
2020-11-10,65,60.0,,0.6,39.0
2020-11-11,65,60.0,,0.6,39.0
2020-11-12,68,60.0,,0.6,40.8
2020-11-13,72,60.0,,0.6,43.199999999999996
2020-11-14,58,60.0,,0.6,34.8
2020-11-15,59,60.0,,0.6,35.4
2020-11-16,70,60.0,,0.6,42.0
2020-11-17,71,60.0,,0.6,42.6
2020-11-18,65,60.0,,0.6,39.0
2020-11-19,100,60.0,,0.6,60.0
2020-11-20,73,60.0,,0.6,43.8
2020-11-21,65,60.0,,0.6,39.0
2020-11-22,60,60.0,,0.6,36.0
2020-11-23,60,60.0,,0.6,36.0
2020-11-24,65,60.0,,0.6,39.0
2020-11-25,59,60.0,,0.6,35.4
2020-11-26,66,60.0,,0.6,39.6
2020-11-27,59,60.0,,0.6,35.4
2020-11-28,55,60.0,,0.6,33.0
2020-11-29,43,60.0,,0.6,25.8
2020-11-30,64,60.0,,0.6,38.4
2020-12-01,81,58.0,False,0.58,46.98
2020-12-02,100,58.0,,0.58,57.99999999999999
2020-12-03,93,58.0,,0.58,53.94
2020-12-04,93,58.0,,0.58,53.94
2020-12-05,89,58.0,,0.58,51.62
2020-12-06,75,58.0,,0.58,43.5
2020-12-07,96,58.0,,0.58,55.67999999999999
2020-12-08,91,58.0,,0.58,52.779999999999994
2020-12-09,77,58.0,,0.58,44.66
2020-12-10,98,58.0,,0.58,56.839999999999996
2020-12-11,87,58.0,,0.58,50.459999999999994
2020-12-12,75,58.0,,0.58,43.5
2020-12-13,81,58.0,,0.58,46.98
2020-12-14,99,58.0,,0.58,57.419999999999995
2020-12-15,83,58.0,,0.58,48.13999999999999
2020-12-16,95,58.0,,0.58,55.099999999999994
2020-12-17,93,58.0,,0.58,53.94
2020-12-18,83,58.0,,0.58,48.13999999999999
2020-12-19,81,58.0,,0.58,46.98
2020-12-20,89,58.0,,0.58,51.62
2020-12-21,78,58.0,,0.58,45.239999999999995
2020-12-22,93,58.0,,0.58,53.94
2020-12-23,93,58.0,,0.58,53.94
2020-12-24,92,58.0,,0.58,53.36
2020-12-25,83,58.0,,0.58,48.13999999999999
2020-12-26,85,58.0,,0.58,49.3
2020-12-27,79,58.0,,0.58,45.82
2020-12-28,96,58.0,,0.58,55.67999999999999
2020-12-29,94,58.0,,0.58,54.519999999999996
2020-12-30,94,58.0,,0.58,54.519999999999996
2020-12-31,94,58.0,,0.58,54.519999999999996
2021-01-01,67,61.0,False,0.61,40.87
2021-01-02,69,61.0,,0.61,42.089999999999996
2021-01-03,65,61.0,,0.61,39.65
2021-01-04,83,61.0,,0.61,50.629999999999995
2021-01-05,73,61.0,,0.61,44.53
2021-01-06,81,61.0,,0.61,49.41
2021-01-07,72,61.0,,0.61,43.92
2021-01-08,76,61.0,,0.61,46.36
2021-01-09,75,61.0,,0.61,45.75
2021-01-10,66,61.0,,0.61,40.26
2021-01-11,82,61.0,,0.61,50.019999999999996
2021-01-12,83,61.0,,0.61,50.629999999999995
2021-01-13,77,61.0,,0.61,46.97
2021-01-14,76,61.0,,0.61,46.36
2021-01-15,73,61.0,,0.61,44.53
2021-01-16,72,61.0,,0.61,43.92
2021-01-17,76,61.0,,0.61,46.36
2021-01-18,72,61.0,,0.61,43.92
2021-01-19,87,61.0,,0.61,53.07
2021-01-20,100,61.0,,0.61,61.0
2021-01-21,81,61.0,,0.61,49.41
2021-01-22,84,61.0,,0.61,51.24
2021-01-23,74,61.0,,0.61,45.14
2021-01-24,72,61.0,,0.61,43.92
2021-01-25,83,61.0,,0.61,50.629999999999995
2021-01-26,91,61.0,,0.61,55.51
2021-01-27,98,61.0,,0.61,59.78
2021-01-28,92,61.0,,0.61,56.12
2021-01-29,86,61.0,,0.61,52.46
2021-01-30,70,61.0,,0.61,42.699999999999996
2021-01-31,72,61.0,,0.61,43.92
2021-02-01,100,66.0,False,0.66,66.0
2021-02-02,83,66.0,,0.66,54.78
2021-02-03,86,66.0,,0.66,56.760000000000005
2021-02-04,78,66.0,,0.66,51.480000000000004
2021-02-05,84,66.0,,0.66,55.440000000000005
2021-02-06,82,66.0,,0.66,54.120000000000005
2021-02-07,72,66.0,,0.66,47.52
2021-02-08,70,66.0,,0.66,46.2
2021-02-09,80,66.0,,0.66,52.800000000000004
2021-02-10,81,66.0,,0.66,53.46
2021-02-11,77,66.0,,0.66,50.82
2021-02-12,88,66.0,,0.66,58.080000000000005
2021-02-13,73,66.0,,0.66,48.18
2021-02-14,70,66.0,,0.66,46.2
2021-02-15,82,66.0,,0.66,54.120000000000005
2021-02-16,82,66.0,,0.66,54.120000000000005
2021-02-17,76,66.0,,0.66,50.160000000000004
2021-02-18,83,66.0,,0.66,54.78
2021-02-19,84,66.0,,0.66,55.440000000000005
2021-02-20,80,66.0,,0.66,52.800000000000004
2021-02-21,78,66.0,,0.66,51.480000000000004
2021-02-22,80,66.0,,0.66,52.800000000000004
2021-02-23,86,66.0,,0.66,56.760000000000005
2021-02-24,84,66.0,,0.66,55.440000000000005
2021-02-25,80,66.0,,0.66,52.800000000000004
2021-02-26,85,66.0,,0.66,56.1
2021-02-27,80,66.0,,0.66,52.800000000000004
2021-02-28,78,66.0,,0.66,51.480000000000004
2021-03-01,97,62.0,False,0.62,60.14
2021-03-02,98,62.0,,0.62,60.76
2021-03-03,98,62.0,,0.62,60.76
2021-03-04,90,62.0,,0.62,55.8
2021-03-05,94,62.0,,0.62,58.28
2021-03-06,82,62.0,,0.62,50.839999999999996
2021-03-07,87,62.0,,0.62,53.94
2021-03-08,91,62.0,,0.62,56.42
2021-03-09,100,62.0,,0.62,62.0
2021-03-10,84,62.0,,0.62,52.08
2021-03-11,96,62.0,,0.62,59.519999999999996
2021-03-12,92,62.0,,0.62,57.04
2021-03-13,84,62.0,,0.62,52.08
2021-03-14,79,62.0,,0.62,48.98
2021-03-15,90,62.0,,0.62,55.8
2021-03-16,95,62.0,,0.62,58.9
2021-03-17,86,62.0,,0.62,53.32
2021-03-18,89,62.0,,0.62,55.18
2021-03-19,83,62.0,,0.62,51.46
2021-03-20,75,62.0,,0.62,46.5
2021-03-21,77,62.0,,0.62,47.74
2021-03-22,90,62.0,,0.62,55.8
2021-03-23,89,62.0,,0.62,55.18
2021-03-24,80,62.0,,0.62,49.6
2021-03-25,89,62.0,,0.62,55.18
2021-03-26,92,62.0,,0.62,57.04
2021-03-27,75,62.0,,0.62,46.5
2021-03-28,88,62.0,,0.62,54.56
2021-03-29,89,62.0,,0.62,55.18
2021-03-30,97,62.0,,0.62,60.14
2021-03-31,83,62.0,,0.62,51.46
2021-04-01,100,60.0,False,0.6,60.0
2021-04-02,83,60.0,,0.6,49.8
2021-04-03,79,60.0,,0.6,47.4
2021-04-04,91,60.0,,0.6,54.6
2021-04-05,97,60.0,,0.6,58.199999999999996
2021-04-06,91,60.0,,0.6,54.6
2021-04-07,94,60.0,,0.6,56.4
2021-04-08,89,60.0,,0.6,53.4
2021-04-09,100,60.0,,0.6,60.0
2021-04-10,80,60.0,,0.6,48.0
2021-04-11,72,60.0,,0.6,43.199999999999996
2021-04-12,88,60.0,,0.6,52.8
2021-04-13,93,60.0,,0.6,55.8
2021-04-14,89,60.0,,0.6,53.4
2021-04-15,95,60.0,,0.6,57.0
2021-04-16,92,60.0,,0.6,55.199999999999996
2021-04-17,84,60.0,,0.6,50.4
2021-04-18,88,60.0,,0.6,52.8
2021-04-19,99,60.0,,0.6,59.4
2021-04-20,99,60.0,,0.6,59.4
