date,SITC_unscaled,SITC_monthly,isPartial,scale,SITC
2021-05-09,0,23.0,,0.23,0.0
2021-05-10,0,23.0,,0.23,0.0
2021-05-11,100,23.0,,0.23,23.0
2021-05-12,33,23.0,,0.23,7.590000000000001
2021-05-13,50,23.0,,0.23,11.5
2021-05-14,53,23.0,,0.23,12.190000000000001
2021-05-15,20,23.0,,0.23,4.6000000000000005
2021-05-16,0,23.0,,0.23,0.0
2021-05-17,0,23.0,,0.23,0.0
2021-05-18,34,23.0,,0.23,7.82
2021-05-19,49,23.0,,0.23,11.270000000000001
2021-05-20,34,23.0,,0.23,7.82
2021-05-21,34,23.0,,0.23,7.82
2021-05-22,20,23.0,,0.23,4.6000000000000005
2021-05-23,0,23.0,,0.23,0.0
2021-05-24,0,23.0,,0.23,0.0
2021-05-25,35,23.0,,0.23,8.05
2021-05-26,50,23.0,,0.23,11.5
2021-05-27,51,23.0,,0.23,11.73
2021-05-28,68,23.0,,0.23,15.64
2021-05-29,0,23.0,,0.23,0.0
2021-05-30,0,23.0,,0.23,0.0
2021-05-31,0,23.0,,0.23,0.0
2021-06-01,30,26.0,False,0.26,7.800000000000001
2021-06-02,29,26.0,,0.26,7.54
2021-06-03,44,26.0,,0.26,11.440000000000001
2021-06-04,61,26.0,,0.26,15.860000000000001
2021-06-05,0,26.0,,0.26,0.0
2021-06-06,0,26.0,,0.26,0.0
2021-06-07,14,26.0,,0.26,3.64
2021-06-08,15,26.0,,0.26,3.9000000000000004
2021-06-09,29,26.0,,0.26,7.54
2021-06-10,0,26.0,,0.26,0.0
2021-06-11,31,26.0,,0.26,8.06
2021-06-12,100,26.0,,0.26,26.0
2021-06-13,32,26.0,,0.26,8.32
2021-06-14,58,26.0,,0.26,15.08
2021-06-15,44,26.0,,0.26,11.440000000000001
2021-06-16,29,26.0,,0.26,7.54
2021-06-17,30,26.0,,0.26,7.800000000000001
2021-06-18,15,26.0,,0.26,3.9000000000000004
2021-06-19,0,26.0,,0.26,0.0
2021-06-20,0,26.0,,0.26,0.0
2021-06-21,0,26.0,,0.26,0.0
2021-06-22,30,26.0,,0.26,7.800000000000001
2021-06-23,30,26.0,,0.26,7.800000000000001
2021-06-24,31,26.0,,0.26,8.06
2021-06-25,15,26.0,,0.26,3.9000000000000004
2021-06-26,0,26.0,,0.26,0.0
2021-06-27,34,26.0,,0.26,8.84
2021-06-28,30,26.0,,0.26,7.800000000000001
2021-06-29,0,26.0,,0.26,0.0
2021-06-30,29,26.0,,0.26,7.54
2021-07-01,39,33.0,False,0.33,12.870000000000001
2021-07-02,21,33.0,,0.33,6.930000000000001
2021-07-03,11,33.0,,0.33,3.6300000000000003
2021-07-04,0,33.0,,0.33,0.0
2021-07-05,12,33.0,,0.33,3.96
2021-07-06,20,33.0,,0.33,6.6000000000000005
2021-07-07,0,33.0,,0.33,0.0
2021-07-08,41,33.0,,0.33,13.530000000000001
2021-07-09,10,33.0,,0.33,3.3000000000000003
2021-07-10,23,33.0,,0.33,7.590000000000001
2021-07-11,11,33.0,,0.33,3.6300000000000003
2021-07-12,0,33.0,,0.33,0.0
2021-07-13,10,33.0,,0.33,3.3000000000000003
2021-07-14,20,33.0,,0.33,6.6000000000000005
2021-07-15,41,33.0,,0.33,13.530000000000001
2021-07-16,20,33.0,,0.33,6.6000000000000005
2021-07-17,11,33.0,,0.33,3.6300000000000003
2021-07-18,0,33.0,,0.33,0.0
2021-07-19,0,33.0,,0.33,0.0
2021-07-20,30,33.0,,0.33,9.9
2021-07-21,20,33.0,,0.33,6.6000000000000005
2021-07-22,33,33.0,,0.33,10.89
2021-07-23,12,33.0,,0.33,3.96
2021-07-24,0,33.0,,0.33,0.0
2021-07-25,34,33.0,,0.33,11.22
2021-07-26,50,33.0,,0.33,16.5
2021-07-27,10,33.0,,0.33,3.3000000000000003
2021-07-28,10,33.0,,0.33,3.3000000000000003
2021-07-29,60,33.0,,0.33,19.8
2021-07-30,100,33.0,,0.33,33.0
2021-07-31,11,33.0,,0.33,3.6300000000000003
2021-08-01,22,29.0,False,0.29,6.38
2021-08-02,0,29.0,,0.29,0.0
2021-08-03,81,29.0,,0.29,23.49
2021-08-04,41,29.0,,0.29,11.889999999999999
2021-08-05,41,29.0,,0.29,11.889999999999999
2021-08-06,0,29.0,,0.29,0.0
2021-08-07,0,29.0,,0.29,0.0
2021-08-08,23,29.0,,0.29,6.67
2021-08-09,81,29.0,,0.29,23.49
2021-08-10,0,29.0,,0.29,0.0
2021-08-11,40,29.0,,0.29,11.6
2021-08-12,62,29.0,,0.29,17.98
2021-08-13,21,29.0,,0.29,6.09
2021-08-14,23,29.0,,0.29,6.67
2021-08-15,69,29.0,,0.29,20.009999999999998
2021-08-16,21,29.0,,0.29,6.09
2021-08-17,20,29.0,,0.29,5.8
2021-08-18,20,29.0,,0.29,5.8
2021-08-19,20,29.0,,0.29,5.8
2021-08-20,61,29.0,,0.29,17.689999999999998
2021-08-21,0,29.0,,0.29,0.0
2021-08-22,23,29.0,,0.29,6.67
2021-08-23,62,29.0,,0.29,17.98
2021-08-24,67,29.0,,0.29,19.43
2021-08-25,100,29.0,,0.29,28.999999999999996
2021-08-26,63,29.0,,0.29,18.27
2021-08-27,62,29.0,,0.29,17.98
2021-08-28,68,29.0,,0.29,19.72
2021-08-29,45,29.0,,0.29,13.049999999999999
2021-08-30,0,29.0,,0.29,0.0
2021-08-31,62,29.0,,0.29,17.98
2021-09-01,39,40.0,False,0.4,15.600000000000001
2021-09-02,20,40.0,,0.4,8.0
2021-09-03,42,40.0,,0.4,16.8
2021-09-04,0,40.0,,0.4,0.0
2021-09-05,0,40.0,,0.4,0.0
2021-09-06,11,40.0,,0.4,4.4
2021-09-07,21,40.0,,0.4,8.4
2021-09-08,20,40.0,,0.4,8.0
2021-09-09,21,40.0,,0.4,8.4
2021-09-10,21,40.0,,0.4,8.4
2021-09-11,12,40.0,,0.4,4.800000000000001
2021-09-12,23,40.0,,0.4,9.200000000000001
2021-09-13,0,40.0,,0.4,0.0
2021-09-14,20,40.0,,0.4,8.0
2021-09-15,30,40.0,,0.4,12.0
2021-09-16,20,40.0,,0.4,8.0
2021-09-17,10,40.0,,0.4,4.0
2021-09-18,11,40.0,,0.4,4.4
2021-09-19,0,40.0,,0.4,0.0
2021-09-20,10,40.0,,0.4,4.0
2021-09-21,41,40.0,,0.4,16.400000000000002
2021-09-22,100,40.0,,0.4,40.0
2021-09-23,71,40.0,,0.4,28.400000000000002
2021-09-24,11,40.0,,0.4,4.4
2021-09-25,0,40.0,,0.4,0.0
2021-09-26,23,40.0,,0.4,9.200000000000001
2021-09-27,40,40.0,,0.4,16.0
2021-09-28,41,40.0,,0.4,16.400000000000002
2021-09-29,30,40.0,,0.4,12.0
2021-09-30,51,40.0,,0.4,20.400000000000002
2021-10-01,42,55.0,False,0.55,23.1
2021-10-02,61,55.0,,0.55,33.550000000000004
2021-10-03,0,55.0,,0.55,0.0
2021-10-04,92,55.0,,0.55,50.6
2021-10-05,83,55.0,,0.55,45.650000000000006
2021-10-06,81,55.0,,0.55,44.550000000000004
2021-10-07,55,55.0,,0.55,30.250000000000004
2021-10-08,100,55.0,,0.55,55.00000000000001
2021-10-09,0,55.0,,0.55,0.0
2021-10-10,0,55.0,,0.55,0.0
2021-10-11,42,55.0,,0.55,23.1
2021-10-12,69,55.0,,0.55,37.95
2021-10-13,57,55.0,,0.55,31.35
2021-10-14,69,55.0,,0.55,37.95
2021-10-15,28,55.0,,0.55,15.400000000000002
2021-10-16,16,55.0,,0.55,8.8
2021-10-17,31,55.0,,0.55,17.05
2021-10-18,55,55.0,,0.55,30.250000000000004
2021-10-19,28,55.0,,0.55,15.400000000000002
2021-10-20,97,55.0,,0.55,53.35
2021-10-21,41,55.0,,0.55,22.55
2021-10-22,84,55.0,,0.55,46.2
2021-10-23,16,55.0,,0.55,8.8
2021-10-24,15,55.0,,0.55,8.25
2021-10-25,96,55.0,,0.55,52.800000000000004
2021-10-26,27,55.0,,0.55,14.850000000000001
2021-10-27,41,55.0,,0.55,22.55
2021-10-28,14,55.0,,0.55,7.700000000000001
2021-10-29,70,55.0,,0.55,38.5
2021-10-30,15,55.0,,0.55,8.25
2021-10-31,32,55.0,,0.55,17.6
2021-11-01,62,83.0,False,0.83,51.46
2021-11-02,5,83.0,,0.83,4.1499999999999995
2021-11-03,27,83.0,,0.83,22.41
2021-11-04,17,83.0,,0.83,14.11
2021-11-05,67,83.0,,0.83,55.61
2021-11-06,12,83.0,,0.83,9.959999999999999
2021-11-07,0,83.0,,0.83,0.0
2021-11-08,45,83.0,,0.83,37.35
2021-11-09,33,83.0,,0.83,27.389999999999997
2021-11-10,38,83.0,,0.83,31.54
2021-11-11,85,83.0,,0.83,70.55
2021-11-12,100,83.0,,0.83,83.0
2021-11-13,61,83.0,,0.83,50.629999999999995
2021-11-14,30,83.0,,0.83,24.9
2021-11-15,44,83.0,,0.83,36.519999999999996
2021-11-16,26,83.0,,0.83,21.58
2021-11-17,5,83.0,,0.83,4.1499999999999995
2021-11-18,33,83.0,,0.83,27.389999999999997
2021-11-19,11,83.0,,0.83,9.129999999999999
2021-11-20,25,83.0,,0.83,20.75
2021-11-21,18,83.0,,0.83,14.94
2021-11-22,11,83.0,,0.83,9.129999999999999
2021-11-23,11,83.0,,0.83,9.129999999999999
2021-11-24,0,83.0,,0.83,0.0
2021-11-25,0,83.0,,0.83,0.0
2021-11-26,6,83.0,,0.83,4.9799999999999995
2021-11-27,12,83.0,,0.83,9.959999999999999
2021-11-28,12,83.0,,0.83,9.959999999999999
2021-11-29,15,83.0,,0.83,12.45
2021-11-30,21,83.0,,0.83,17.43
2021-12-01,9,47.0,False,0.47,4.2299999999999995
2021-12-02,10,47.0,,0.47,4.699999999999999
2021-12-03,30,47.0,,0.47,14.1
2021-12-04,11,47.0,,0.47,5.17
2021-12-05,11,47.0,,0.47,5.17
2021-12-06,29,47.0,,0.47,13.629999999999999
2021-12-07,39,47.0,,0.47,18.33
2021-12-08,30,47.0,,0.47,14.1
2021-12-09,80,47.0,,0.47,37.599999999999994
2021-12-10,81,47.0,,0.47,38.07
2021-12-11,100,47.0,,0.47,47.0
2021-12-12,55,47.0,,0.47,25.849999999999998
2021-12-13,30,47.0,,0.47,14.1
2021-12-14,40,47.0,,0.47,18.799999999999997
2021-12-15,60,47.0,,0.47,28.2
2021-12-16,21,47.0,,0.47,9.87
2021-12-17,63,47.0,,0.47,29.61
2021-12-18,23,47.0,,0.47,10.809999999999999
2021-12-19,11,47.0,,0.47,5.17
2021-12-20,21,47.0,,0.47,9.87
2021-12-21,10,47.0,,0.47,4.699999999999999
2021-12-22,10,47.0,,0.47,4.699999999999999
2021-12-23,11,47.0,,0.47,5.17
2021-12-24,23,47.0,,0.47,10.809999999999999
2021-12-25,13,47.0,,0.47,6.109999999999999
2021-12-26,0,47.0,,0.47,0.0
2021-12-27,0,47.0,,0.47,0.0
2021-12-28,41,47.0,,0.47,19.27
2021-12-29,0,47.0,,0.47,0.0
2021-12-30,40,47.0,,0.47,18.799999999999997
2021-12-31,0,47.0,,0.47,0.0
