date,MVP_unscaled,MVP_monthly,isPartial,scale,MVP
2021-04-18,71,38.0,,0.38,26.98
2021-04-19,68,38.0,,0.38,25.84
2021-04-20,100,38.0,,0.38,38.0
2021-04-21,74,38.0,,0.38,28.12
2021-04-22,82,38.0,,0.38,31.16
2021-04-23,72,38.0,,0.38,27.36
2021-04-24,86,38.0,,0.38,32.68
2021-04-25,77,38.0,,0.38,29.26
2021-04-26,72,38.0,,0.38,27.36
2021-04-27,72,38.0,,0.38,27.36
2021-04-28,68,38.0,,0.38,25.84
2021-04-29,82,38.0,,0.38,31.16
2021-04-30,69,38.0,,0.38,26.22
2021-05-01,49,44.0,False,0.44,21.56
2021-05-02,42,44.0,,0.44,18.48
2021-05-03,53,44.0,,0.44,23.32
2021-05-04,59,44.0,,0.44,25.96
2021-05-05,56,44.0,,0.44,24.64
2021-05-06,56,44.0,,0.44,24.64
2021-05-07,62,44.0,,0.44,27.28
2021-05-08,54,44.0,,0.44,23.76
2021-05-09,61,44.0,,0.44,26.84
2021-05-10,57,44.0,,0.44,25.080000000000002
2021-05-11,53,44.0,,0.44,23.32
2021-05-12,52,44.0,,0.44,22.88
2021-05-13,50,44.0,,0.44,22.0
2021-05-14,51,44.0,,0.44,22.44
2021-05-15,50,44.0,,0.44,22.0
2021-05-16,64,44.0,,0.44,28.16
2021-05-17,100,44.0,,0.44,44.0
2021-05-18,81,44.0,,0.44,35.64
2021-05-19,62,44.0,,0.44,27.28
2021-05-20,73,44.0,,0.44,32.12
2021-05-21,90,44.0,,0.44,39.6
2021-05-22,96,44.0,,0.44,42.24
2021-05-23,70,44.0,,0.44,30.8
2021-05-24,66,44.0,,0.44,29.04
2021-05-25,97,44.0,,0.44,42.68
2021-05-26,70,44.0,,0.44,30.8
2021-05-27,59,44.0,,0.44,25.96
2021-05-28,60,44.0,,0.44,26.4
2021-05-29,60,44.0,,0.44,26.4
2021-05-30,62,44.0,,0.44,27.28
2021-05-31,51,44.0,,0.44,22.44
2021-06-01,24,45.0,False,0.45,10.8
2021-06-02,28,45.0,,0.45,12.6
2021-06-03,31,45.0,,0.45,13.950000000000001
2021-06-04,39,45.0,,0.45,17.55
2021-06-05,29,45.0,,0.45,13.05
2021-06-06,26,45.0,,0.45,11.700000000000001
2021-06-07,27,45.0,,0.45,12.15
2021-06-08,63,45.0,,0.45,28.35
2021-06-09,100,45.0,,0.45,45.0
2021-06-10,53,45.0,,0.45,23.85
2021-06-11,34,45.0,,0.45,15.3
2021-06-12,38,45.0,,0.45,17.1
2021-06-13,26,45.0,,0.45,11.700000000000001
2021-06-14,41,45.0,,0.45,18.45
2021-06-15,25,45.0,,0.45,11.25
2021-06-16,27,45.0,,0.45,12.15
2021-06-17,41,45.0,,0.45,18.45
2021-06-18,33,45.0,,0.45,14.85
2021-06-19,27,45.0,,0.45,12.15
2021-06-20,31,45.0,,0.45,13.950000000000001
2021-06-21,24,45.0,,0.45,10.8
2021-06-22,25,45.0,,0.45,11.25
2021-06-23,23,45.0,,0.45,10.35
2021-06-24,22,45.0,,0.45,9.9
2021-06-25,21,45.0,,0.45,9.450000000000001
2021-06-26,23,45.0,,0.45,10.35
2021-06-27,22,45.0,,0.45,9.9
2021-06-28,26,45.0,,0.45,11.700000000000001
2021-06-29,26,45.0,,0.45,11.700000000000001
2021-06-30,25,45.0,,0.45,11.25
2021-07-01,26,39.0,False,0.39,10.14
2021-07-02,22,39.0,,0.39,8.58
2021-07-03,24,39.0,,0.39,9.36
2021-07-04,27,39.0,,0.39,10.530000000000001
2021-07-05,23,39.0,,0.39,8.97
2021-07-06,28,39.0,,0.39,10.92
2021-07-07,30,39.0,,0.39,11.700000000000001
2021-07-08,33,39.0,,0.39,12.870000000000001
2021-07-09,32,39.0,,0.39,12.48
2021-07-10,24,39.0,,0.39,9.36
2021-07-11,26,39.0,,0.39,10.14
2021-07-12,31,39.0,,0.39,12.09
2021-07-13,32,39.0,,0.39,12.48
2021-07-14,56,39.0,,0.39,21.84
2021-07-15,33,39.0,,0.39,12.870000000000001
2021-07-16,26,39.0,,0.39,10.14
2021-07-17,27,39.0,,0.39,10.530000000000001
2021-07-18,31,39.0,,0.39,12.09
2021-07-19,26,39.0,,0.39,10.14
2021-07-20,30,39.0,,0.39,11.700000000000001
2021-07-21,100,39.0,,0.39,39.0
2021-07-22,37,39.0,,0.39,14.43
2021-07-23,30,39.0,,0.39,11.700000000000001
2021-07-24,26,39.0,,0.39,10.14
2021-07-25,27,39.0,,0.39,10.530000000000001
2021-07-26,26,39.0,,0.39,10.14
2021-07-27,26,39.0,,0.39,10.14
2021-07-28,26,39.0,,0.39,10.14
2021-07-29,29,39.0,,0.39,11.31
2021-07-30,27,39.0,,0.39,10.530000000000001
2021-07-31,22,39.0,,0.39,8.58
2021-08-01,65,33.0,False,0.33,21.45
2021-08-02,62,33.0,,0.33,20.46
2021-08-03,74,33.0,,0.33,24.42
2021-08-04,76,33.0,,0.33,25.080000000000002
2021-08-05,83,33.0,,0.33,27.39
2021-08-06,98,33.0,,0.33,32.34
2021-08-07,80,33.0,,0.33,26.400000000000002
2021-08-08,89,33.0,,0.33,29.37
2021-08-09,80,33.0,,0.33,26.400000000000002
2021-08-10,78,33.0,,0.33,25.740000000000002
2021-08-11,75,33.0,,0.33,24.75
2021-08-12,84,33.0,,0.33,27.720000000000002
2021-08-13,83,33.0,,0.33,27.39
2021-08-14,80,33.0,,0.33,26.400000000000002
2021-08-15,80,33.0,,0.33,26.400000000000002
2021-08-16,80,33.0,,0.33,26.400000000000002
2021-08-17,93,33.0,,0.33,30.69
2021-08-18,94,33.0,,0.33,31.020000000000003
2021-08-19,100,33.0,,0.33,33.0
2021-08-20,88,33.0,,0.33,29.040000000000003
2021-08-21,92,33.0,,0.33,30.360000000000003
2021-08-22,75,33.0,,0.33,24.75
2021-08-23,84,33.0,,0.33,27.720000000000002
2021-08-24,74,33.0,,0.33,24.42
2021-08-25,84,33.0,,0.33,27.720000000000002
2021-08-26,81,33.0,,0.33,26.73
2021-08-27,71,33.0,,0.33,23.43
2021-08-28,70,33.0,,0.33,23.1
2021-08-29,79,33.0,,0.33,26.07
2021-08-30,72,33.0,,0.33,23.76
2021-08-31,97,33.0,,0.33,32.01
2021-09-01,76,33.0,False,0.33,25.080000000000002
2021-09-02,73,33.0,,0.33,24.09
2021-09-03,64,33.0,,0.33,21.12
2021-09-04,68,33.0,,0.33,22.44
2021-09-05,76,33.0,,0.33,25.080000000000002
2021-09-06,80,33.0,,0.33,26.400000000000002
2021-09-07,72,33.0,,0.33,23.76
2021-09-08,75,33.0,,0.33,24.75
2021-09-09,73,33.0,,0.33,24.09
2021-09-10,82,33.0,,0.33,27.060000000000002
2021-09-11,65,33.0,,0.33,21.45
2021-09-12,76,33.0,,0.33,25.080000000000002
2021-09-13,87,33.0,,0.33,28.71
2021-09-14,84,33.0,,0.33,27.720000000000002
2021-09-15,74,33.0,,0.33,24.42
2021-09-16,79,33.0,,0.33,26.07
2021-09-17,100,33.0,,0.33,33.0
2021-09-18,82,33.0,,0.33,27.060000000000002
2021-09-19,87,33.0,,0.33,28.71
2021-09-20,100,33.0,,0.33,33.0
2021-09-21,85,33.0,,0.33,28.05
2021-09-22,82,33.0,,0.33,27.060000000000002
2021-09-23,82,33.0,,0.33,27.060000000000002
2021-09-24,85,33.0,,0.33,28.05
2021-09-25,83,33.0,,0.33,27.39
2021-09-26,86,33.0,,0.33,28.380000000000003
2021-09-27,92,33.0,,0.33,30.360000000000003
2021-09-28,98,33.0,,0.33,32.34
2021-09-29,84,33.0,,0.33,27.720000000000002
2021-09-30,82,33.0,,0.33,27.060000000000002
2021-10-01,90,38.0,False,0.38,34.2
2021-10-02,80,38.0,,0.38,30.4
2021-10-03,74,38.0,,0.38,28.12
2021-10-04,79,38.0,,0.38,30.02
2021-10-05,79,38.0,,0.38,30.02
2021-10-06,73,38.0,,0.38,27.740000000000002
2021-10-07,70,38.0,,0.38,26.6
2021-10-08,71,38.0,,0.38,26.98
2021-10-09,58,38.0,,0.38,22.04
2021-10-10,57,38.0,,0.38,21.66
2021-10-11,82,38.0,,0.38,31.16
2021-10-12,80,38.0,,0.38,30.4
2021-10-13,74,38.0,,0.38,28.12
2021-10-14,62,38.0,,0.38,23.56
2021-10-15,68,38.0,,0.38,25.84
2021-10-16,57,38.0,,0.38,21.66
2021-10-17,72,38.0,,0.38,27.36
2021-10-18,86,38.0,,0.38,32.68
2021-10-19,79,38.0,,0.38,30.02
2021-10-20,78,38.0,,0.38,29.64
2021-10-21,65,38.0,,0.38,24.7
2021-10-22,63,38.0,,0.38,23.94
2021-10-23,79,38.0,,0.38,30.02
2021-10-24,100,38.0,,0.38,38.0
2021-10-25,71,38.0,,0.38,26.98
2021-10-26,72,38.0,,0.38,27.36
2021-10-27,76,38.0,,0.38,28.88
2021-10-28,70,38.0,,0.38,26.6
2021-10-29,75,38.0,,0.38,28.5
2021-10-30,53,38.0,,0.38,20.14
2021-10-31,66,38.0,,0.38,25.080000000000002
2021-11-01,28,50.0,False,0.5,14.0
2021-11-02,25,50.0,,0.5,12.5
2021-11-03,100,50.0,,0.5,50.0
2021-11-04,39,50.0,,0.5,19.5
2021-11-05,28,50.0,,0.5,14.0
2021-11-06,28,50.0,,0.5,14.0
2021-11-07,27,50.0,,0.5,13.5
2021-11-08,35,50.0,,0.5,17.5
2021-11-09,44,50.0,,0.5,22.0
2021-11-10,34,50.0,,0.5,17.0
2021-11-11,30,50.0,,0.5,15.0
2021-11-12,27,50.0,,0.5,13.5
2021-11-13,26,50.0,,0.5,13.0
2021-11-14,27,50.0,,0.5,13.5
2021-11-15,28,50.0,,0.5,14.0
2021-11-16,30,50.0,,0.5,15.0
2021-11-17,36,50.0,,0.5,18.0
2021-11-18,64,50.0,,0.5,32.0
2021-11-19,89,50.0,,0.5,44.5
2021-11-20,30,50.0,,0.5,15.0
2021-11-21,29,50.0,,0.5,14.5
2021-11-22,30,50.0,,0.5,15.0
2021-11-23,27,50.0,,0.5,13.5
2021-11-24,28,50.0,,0.5,14.0
2021-11-25,24,50.0,,0.5,12.0
2021-11-26,25,50.0,,0.5,12.5
2021-11-27,24,50.0,,0.5,12.0
2021-11-28,26,50.0,,0.5,13.0
2021-11-29,28,50.0,,0.5,14.0
2021-11-30,26,50.0,,0.5,13.0
2021-12-01,53,39.0,False,0.39,20.67
2021-12-02,58,39.0,,0.39,22.62
2021-12-03,52,39.0,,0.39,20.28
2021-12-04,48,39.0,,0.39,18.72
2021-12-05,57,39.0,,0.39,22.23
2021-12-06,61,39.0,,0.39,23.79
2021-12-07,58,39.0,,0.39,22.62
2021-12-08,56,39.0,,0.39,21.84
2021-12-09,49,39.0,,0.39,19.11
2021-12-10,47,39.0,,0.39,18.330000000000002
2021-12-11,62,39.0,,0.39,24.18
2021-12-12,60,39.0,,0.39,23.400000000000002
2021-12-13,81,39.0,,0.39,31.59
2021-12-14,65,39.0,,0.39,25.35
2021-12-15,58,39.0,,0.39,22.62
2021-12-16,48,39.0,,0.39,18.72
2021-12-17,58,39.0,,0.39,22.62
2021-12-18,45,39.0,,0.39,17.55
2021-12-19,67,39.0,,0.39,26.130000000000003
2021-12-20,100,39.0,,0.39,39.0
2021-12-21,58,39.0,,0.39,22.62
2021-12-22,65,39.0,,0.39,25.35
2021-12-23,63,39.0,,0.39,24.57
2021-12-24,58,39.0,,0.39,22.62
2021-12-25,95,39.0,,0.39,37.050000000000004
2021-12-26,81,39.0,,0.39,31.59
2021-12-27,84,39.0,,0.39,32.76
2021-12-28,70,39.0,,0.39,27.3
2021-12-29,66,39.0,,0.39,25.740000000000002
2021-12-30,67,39.0,,0.39,26.130000000000003
2021-12-31,68,39.0,,0.39,26.52
