date,AKA_unscaled,AKA_monthly,isPartial,scale,AKA
2021-04-13,86,71.0,,0.71,61.059999999999995
2021-04-14,77,71.0,,0.71,54.669999999999995
2021-04-15,83,71.0,,0.71,58.93
2021-04-16,77,71.0,,0.71,54.669999999999995
2021-04-17,100,71.0,,0.71,71.0
2021-04-18,80,71.0,,0.71,56.8
2021-04-19,83,71.0,,0.71,58.93
2021-04-20,80,71.0,,0.71,56.8
2021-04-21,80,71.0,,0.71,56.8
2021-04-22,78,71.0,,0.71,55.379999999999995
2021-04-23,84,71.0,,0.71,59.64
2021-04-24,90,71.0,,0.71,63.9
2021-04-25,84,71.0,,0.71,59.64
2021-04-26,88,71.0,,0.71,62.48
2021-04-27,72,71.0,,0.71,51.12
2021-04-28,80,71.0,,0.71,56.8
2021-04-29,77,71.0,,0.71,54.669999999999995
2021-04-30,91,71.0,,0.71,64.61
2021-05-01,91,65.0,False,0.65,59.15
2021-05-02,94,65.0,,0.65,61.1
2021-05-03,100,65.0,,0.65,65.0
2021-05-04,93,65.0,,0.65,60.45
2021-05-05,100,65.0,,0.65,65.0
2021-05-06,98,65.0,,0.65,63.7
2021-05-07,79,65.0,,0.65,51.35
2021-05-08,86,65.0,,0.65,55.9
2021-05-09,98,65.0,,0.65,63.7
2021-05-10,82,65.0,,0.65,53.300000000000004
2021-05-11,79,65.0,,0.65,51.35
2021-05-12,78,65.0,,0.65,50.7
2021-05-13,87,65.0,,0.65,56.550000000000004
2021-05-14,84,65.0,,0.65,54.6
2021-05-15,85,65.0,,0.65,55.25
2021-05-16,88,65.0,,0.65,57.2
2021-05-17,93,65.0,,0.65,60.45
2021-05-18,81,65.0,,0.65,52.65
2021-05-19,78,65.0,,0.65,50.7
2021-05-20,84,65.0,,0.65,54.6
2021-05-21,75,65.0,,0.65,48.75
2021-05-22,80,65.0,,0.65,52.0
2021-05-23,84,65.0,,0.65,54.6
2021-05-24,86,65.0,,0.65,55.9
2021-05-25,84,65.0,,0.65,54.6
2021-05-26,78,65.0,,0.65,50.7
2021-05-27,89,65.0,,0.65,57.85
2021-05-28,81,65.0,,0.65,52.65
2021-05-29,79,65.0,,0.65,51.35
2021-05-30,98,65.0,,0.65,63.7
2021-05-31,88,65.0,,0.65,57.2
2021-06-01,88,62.0,False,0.62,54.56
2021-06-02,100,62.0,,0.62,62.0
2021-06-03,62,62.0,,0.62,38.44
2021-06-04,81,62.0,,0.62,50.22
2021-06-05,68,62.0,,0.62,42.16
2021-06-06,83,62.0,,0.62,51.46
2021-06-07,69,62.0,,0.62,42.78
2021-06-08,72,62.0,,0.62,44.64
2021-06-09,79,62.0,,0.62,48.98
2021-06-10,83,62.0,,0.62,51.46
2021-06-11,73,62.0,,0.62,45.26
2021-06-12,71,62.0,,0.62,44.02
2021-06-13,83,62.0,,0.62,51.46
2021-06-14,75,62.0,,0.62,46.5
2021-06-15,79,62.0,,0.62,48.98
2021-06-16,77,62.0,,0.62,47.74
2021-06-17,82,62.0,,0.62,50.839999999999996
2021-06-18,83,62.0,,0.62,51.46
2021-06-19,71,62.0,,0.62,44.02
2021-06-20,81,62.0,,0.62,50.22
2021-06-21,76,62.0,,0.62,47.12
2021-06-22,92,62.0,,0.62,57.04
2021-06-23,82,62.0,,0.62,50.839999999999996
2021-06-24,71,62.0,,0.62,44.02
2021-06-25,72,62.0,,0.62,44.64
2021-06-26,69,62.0,,0.62,42.78
2021-06-27,76,62.0,,0.62,47.12
2021-06-28,69,62.0,,0.62,42.78
2021-06-29,80,62.0,,0.62,49.6
2021-06-30,68,62.0,,0.62,42.16
2021-07-01,86,61.0,False,0.61,52.46
2021-07-02,81,61.0,,0.61,49.41
2021-07-03,80,61.0,,0.61,48.8
2021-07-04,88,61.0,,0.61,53.68
2021-07-05,82,61.0,,0.61,50.019999999999996
2021-07-06,87,61.0,,0.61,53.07
2021-07-07,71,61.0,,0.61,43.31
2021-07-08,86,61.0,,0.61,52.46
2021-07-09,87,61.0,,0.61,53.07
2021-07-10,70,61.0,,0.61,42.699999999999996
2021-07-11,81,61.0,,0.61,49.41
2021-07-12,86,61.0,,0.61,52.46
2021-07-13,89,61.0,,0.61,54.29
2021-07-14,85,61.0,,0.61,51.85
2021-07-15,100,61.0,,0.61,61.0
2021-07-16,94,61.0,,0.61,57.339999999999996
2021-07-17,82,61.0,,0.61,50.019999999999996
2021-07-18,77,61.0,,0.61,46.97
2021-07-19,92,61.0,,0.61,56.12
2021-07-20,86,61.0,,0.61,52.46
2021-07-21,96,61.0,,0.61,58.56
2021-07-22,85,61.0,,0.61,51.85
2021-07-23,88,61.0,,0.61,53.68
2021-07-24,91,61.0,,0.61,55.51
2021-07-25,80,61.0,,0.61,48.8
2021-07-26,89,61.0,,0.61,54.29
2021-07-27,74,61.0,,0.61,45.14
2021-07-28,73,61.0,,0.61,44.53
2021-07-29,79,61.0,,0.61,48.19
2021-07-30,82,61.0,,0.61,50.019999999999996
2021-07-31,85,61.0,,0.61,51.85
2021-08-01,85,58.0,False,0.58,49.3
2021-08-02,76,58.0,,0.58,44.08
2021-08-03,64,58.0,,0.58,37.12
2021-08-04,66,58.0,,0.58,38.279999999999994
2021-08-05,92,58.0,,0.58,53.36
2021-08-06,91,58.0,,0.58,52.779999999999994
2021-08-07,83,58.0,,0.58,48.13999999999999
2021-08-08,82,58.0,,0.58,47.559999999999995
2021-08-09,67,58.0,,0.58,38.86
2021-08-10,67,58.0,,0.58,38.86
2021-08-11,82,58.0,,0.58,47.559999999999995
2021-08-12,93,58.0,,0.58,53.94
2021-08-13,63,58.0,,0.58,36.54
2021-08-14,76,58.0,,0.58,44.08
2021-08-15,88,58.0,,0.58,51.04
2021-08-16,71,58.0,,0.58,41.18
2021-08-17,100,58.0,,0.58,57.99999999999999
2021-08-18,85,58.0,,0.58,49.3
2021-08-19,71,58.0,,0.58,41.18
2021-08-20,71,58.0,,0.58,41.18
2021-08-21,77,58.0,,0.58,44.66
2021-08-22,92,58.0,,0.58,53.36
2021-08-23,84,58.0,,0.58,48.72
2021-08-24,74,58.0,,0.58,42.919999999999995
2021-08-25,93,58.0,,0.58,53.94
2021-08-26,77,58.0,,0.58,44.66
2021-08-27,73,58.0,,0.58,42.339999999999996
2021-08-28,73,58.0,,0.58,42.339999999999996
2021-08-29,82,58.0,,0.58,47.559999999999995
2021-08-30,84,58.0,,0.58,48.72
2021-08-31,83,58.0,,0.58,48.13999999999999
2021-09-01,64,61.0,False,0.61,39.04
2021-09-02,81,61.0,,0.61,49.41
2021-09-03,83,61.0,,0.61,50.629999999999995
2021-09-04,93,61.0,,0.61,56.73
2021-09-05,85,61.0,,0.61,51.85
2021-09-06,68,61.0,,0.61,41.48
2021-09-07,78,61.0,,0.61,47.58
2021-09-08,73,61.0,,0.61,44.53
2021-09-09,86,61.0,,0.61,52.46
2021-09-10,91,61.0,,0.61,55.51
2021-09-11,83,61.0,,0.61,50.629999999999995
2021-09-12,93,61.0,,0.61,56.73
2021-09-13,81,61.0,,0.61,49.41
2021-09-14,75,61.0,,0.61,45.75
2021-09-15,87,61.0,,0.61,53.07
2021-09-16,80,61.0,,0.61,48.8
2021-09-17,75,61.0,,0.61,45.75
2021-09-18,89,61.0,,0.61,54.29
2021-09-19,79,61.0,,0.61,48.19
2021-09-20,74,61.0,,0.61,45.14
2021-09-21,81,61.0,,0.61,49.41
2021-09-22,78,61.0,,0.61,47.58
2021-09-23,86,61.0,,0.61,52.46
2021-09-24,87,61.0,,0.61,53.07
2021-09-25,82,61.0,,0.61,50.019999999999996
2021-09-26,87,61.0,,0.61,53.07
2021-09-27,87,61.0,,0.61,53.07
2021-09-28,91,61.0,,0.61,55.51
2021-09-29,100,61.0,,0.61,61.0
2021-09-30,90,61.0,,0.61,54.9
2021-10-01,38,72.0,False,0.72,27.36
2021-10-02,46,72.0,,0.72,33.12
2021-10-03,44,72.0,,0.72,31.68
2021-10-04,51,72.0,,0.72,36.72
2021-10-05,43,72.0,,0.72,30.959999999999997
2021-10-06,40,72.0,,0.72,28.799999999999997
2021-10-07,44,72.0,,0.72,31.68
2021-10-08,41,72.0,,0.72,29.52
2021-10-09,43,72.0,,0.72,30.959999999999997
2021-10-10,47,72.0,,0.72,33.839999999999996
2021-10-11,44,72.0,,0.72,31.68
2021-10-12,38,72.0,,0.72,27.36
2021-10-13,48,72.0,,0.72,34.56
2021-10-14,44,72.0,,0.72,31.68
2021-10-15,45,72.0,,0.72,32.4
2021-10-16,50,72.0,,0.72,36.0
2021-10-17,41,72.0,,0.72,29.52
2021-10-18,46,72.0,,0.72,33.12
2021-10-19,43,72.0,,0.72,30.959999999999997
2021-10-20,41,72.0,,0.72,29.52
2021-10-21,42,72.0,,0.72,30.24
2021-10-22,47,72.0,,0.72,33.839999999999996
2021-10-23,46,72.0,,0.72,33.12
2021-10-24,49,72.0,,0.72,35.28
2021-10-25,82,72.0,,0.72,59.04
2021-10-26,100,72.0,,0.72,72.0
2021-10-27,82,72.0,,0.72,59.04
2021-10-28,59,72.0,,0.72,42.48
2021-10-29,59,72.0,,0.72,42.48
2021-10-30,56,72.0,,0.72,40.32
2021-10-31,59,72.0,,0.72,42.48
2021-11-01,64,73.0,False,0.73,46.72
2021-11-02,75,73.0,,0.73,54.75
2021-11-03,66,73.0,,0.73,48.18
2021-11-04,65,73.0,,0.73,47.449999999999996
2021-11-05,57,73.0,,0.73,41.61
2021-11-06,74,73.0,,0.73,54.019999999999996
2021-11-07,76,73.0,,0.73,55.48
2021-11-08,66,73.0,,0.73,48.18
2021-11-09,100,73.0,,0.73,73.0
2021-11-10,69,73.0,,0.73,50.37
2021-11-11,58,73.0,,0.73,42.339999999999996
2021-11-12,61,73.0,,0.73,44.53
2021-11-13,70,73.0,,0.73,51.1
2021-11-14,71,73.0,,0.73,51.83
2021-11-15,69,73.0,,0.73,50.37
2021-11-16,70,73.0,,0.73,51.1
2021-11-17,65,73.0,,0.73,47.449999999999996
2021-11-18,66,73.0,,0.73,48.18
2021-11-19,64,73.0,,0.73,46.72
2021-11-20,63,73.0,,0.73,45.99
2021-11-21,58,73.0,,0.73,42.339999999999996
2021-11-22,67,73.0,,0.73,48.91
2021-11-23,73,73.0,,0.73,53.29
2021-11-24,69,73.0,,0.73,50.37
2021-11-25,67,73.0,,0.73,48.91
2021-11-26,63,73.0,,0.73,45.99
2021-11-27,56,73.0,,0.73,40.879999999999995
2021-11-28,57,73.0,,0.73,41.61
2021-11-29,65,73.0,,0.73,47.449999999999996
2021-11-30,64,73.0,,0.73,46.72
2021-12-01,63,73.0,False,0.73,45.99
2021-12-02,68,73.0,,0.73,49.64
2021-12-03,70,73.0,,0.73,51.1
2021-12-04,72,73.0,,0.73,52.56
2021-12-05,83,73.0,,0.73,60.589999999999996
2021-12-06,80,73.0,,0.73,58.4
2021-12-07,83,73.0,,0.73,60.589999999999996
2021-12-08,70,73.0,,0.73,51.1
2021-12-09,70,73.0,,0.73,51.1
2021-12-10,77,73.0,,0.73,56.21
2021-12-11,71,73.0,,0.73,51.83
2021-12-12,88,73.0,,0.73,64.24
2021-12-13,75,73.0,,0.73,54.75
2021-12-14,65,73.0,,0.73,47.449999999999996
2021-12-15,70,73.0,,0.73,51.1
2021-12-16,76,73.0,,0.73,55.48
2021-12-17,63,73.0,,0.73,45.99
2021-12-18,89,73.0,,0.73,64.97
2021-12-19,77,73.0,,0.73,56.21
2021-12-20,100,73.0,,0.73,73.0
2021-12-21,85,73.0,,0.73,62.05
2021-12-22,89,73.0,,0.73,64.97
2021-12-23,68,73.0,,0.73,49.64
2021-12-24,85,73.0,,0.73,62.05
2021-12-25,75,73.0,,0.73,54.75
2021-12-26,75,73.0,,0.73,54.75
2021-12-27,67,73.0,,0.73,48.91
2021-12-28,77,73.0,,0.73,56.21
2021-12-29,71,73.0,,0.73,51.83
2021-12-30,74,73.0,,0.73,54.019999999999996
2021-12-31,68,73.0,,0.73,49.64
